"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-82.13719999998 28.6119999999)","625302F","CSX","FLORIDA","WILDWOOD","CR-738A","CR-738A","3","1","210630","999999","14","121190420","497154","0779.910","11",,,"28.6119853","-82.1371631","1","1212119","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=625302F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=625302F","216521","12","12119","0","1","0","9043663051","8002320144","BUSHNELL","1","CSX","Primary","3","10","1","0","0","0","0","0","8","2021-06-30T00:00:00.000Z","2021-06-30T16:02:00.000Z","2","200","2016","FLORIDA","FL","SUMTER","BUSHNELL"
"POINT (-90.11019999973 38.864899999835)","954288U","NS","MIDWEST","ALTON","PVT","RR ACC","2","1","220722","999999","14","171190160",,"0004.461","11","2",,"38.8648539","-90.1101612","1","1717119","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=954288U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=954288U","69745","17","17119","0","1",,"8009464744","8009464744",,"1","NS","Primary","0","0","0","1","0","0","0",,,"2022-07-22T00:00:00.000Z","2022-07-22T18:31:45.000Z","2",,,"ILLINOIS","IL","MADISON","ALTON"
"POINT (-78.72019999983 38.336)","468062T","NS","BLUE RIDGE","ROANOKE","PRIVATE","FARM CROSSING","2","1","220312","999999","14","511650860","253872","0120.200","16","1",,"38.336019","-78.720229","1","5151165","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=468062T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=468062T","4660","51","51165","0","1","0","8009464744","8009464744","LYNNWOOD","1","NS","Primary","4","3","1","0","0","0","0","0",,"2022-03-12T00:00:00.000Z","2022-03-12T00:17:49.000Z","2",,"1970","VIRGINIA","VA","ROCKINGHAM","ELKTON"
"POINT (-97.14300000005 34.11459999999)","020702A","BNSF","RED RIVER","RED ROCK","Not Yet Reported by State","BUSSELL RIDGE RD","3","1","200414","999999","14","400190210","629660","0446.195","11",,,"34.1146448","-97.1429794","1","4040019","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=020702A","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=020702A","104748","40","40019","0","1","0","8173521549","8008325452","ARDMORE","1","BNSF","Primary","13","13","1","0","0","0","0","0","8","2020-04-14T00:00:00.000Z","2020-04-14T14:00:00.000Z","2","000175","1987","OKLAHOMA","OK","CARTER","ARDMORE"
"POINT (-94.68159999994 39.102500000375)","813192R","UP","Heartland","Kc Metro (KANSAS)","NA","PRIVATE UPRR","2","1","200224","999999","14","202092820","581520","0005.640","14","1",,"39.1024584","-94.6815842","1","2020209","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=813192R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=813192R","188202","20","20209","0","1","0","4025443721","8008488715",,"1","UP","Primary","3","2","3","0","0","0","0","0",,"2020-02-24T00:00:00.000Z","2020-02-24T17:43:00.000Z","2","1","1970","KANSAS","KS","WYANDOTTE","KANSAS CITY"
"POINT (-87.459499999725 41.344700000405)","545900X","NS","GREAT LAKES","KANKAKEE LINE","CR 32","ONE HUNDRED FIFTY-FIRST AVENUE","3","1","220515","999999","14","180890760","363546","0022.010","16",,,"41.3447478","-87.4594902","1","1818089","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=545900X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=545900X","178417","18","18089","0","1","0","8009464744","8009464744","ST JOHN","1","NS","Primary","1","1","1","0","0","0","0","0","8","2022-05-15T00:00:00.000Z","2022-05-15T16:21:18.000Z","2","4025","2018","INDIANA","IN","LAKE","CEDAR LAKE"
"POINT (-73.842899999735 43.00319999968)","249473V","DH","NEUS","CANADIAN","L","EASTERN AVE","3","1","211115","999999","14","360910390","171737","0031.31","12",,,"43.0032031","-73.8429017","1","3636091","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=249473V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=249473V","45402","36","36091","0","1","0","8007664357","8007169132","BALLSTON SPA","1","DH","Primary","0","0","0","0","0","0","1","1","3","2021-11-15T00:00:00.000Z","2021-11-15T14:59:07.000Z","2","001000","1988","NEW YORK","NY","SARATOGA","BALLSTON SPA"
"POINT (-98.06559999994 38.987099999965)","011430R","KO","EASTERN","SALINA","CR  RS 2036","East Iron Drive","3","1","220119","999999","14","201053189",,"0050.48","11",,,"38.9870718","-98.0656118","1","2020105","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=011430R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=011430R","225424","20","20105","0","2","0","3162633313","8663869321","BARTON","1","KO","Primary","0","0","1","0","0","0","0",,"3","2022-01-19T00:00:00.000Z","2022-01-19T15:14:18.000Z","2","000025","2021","KANSAS","KS","LINCOLN","LINCOLN"
"POINT (-122.15499999985 37.716300000145)","834258W","UP","Northern California","Oakland","LS","ESTABROOK STREET","3","1","210825","999999","24","060013360","876451","0015.420","13",,,"37.716312","-122.15495","1","066001","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=834258W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=834258W","236504","6","6001","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","0","0","1","0","0","0","8","2021-08-25T00:00:00.000Z","2021-08-25T14:06:49.000Z","2","292","2016","CALIFORNIA","CA","ALAMEDA","SAN LEANDRO"
"POINT (-82.461500000325 42.947899999985)","842972U","CSX","GREAT LAKES","PORT HURON","CITY","NERN STREET","3","1","220104","999999","14","261474060","315440","0001.380","12",,,"42.947866","-82.4614891","1","2626147","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=842972U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=842972U","205988","26","26147","0","1","0","9043663051","8002320144","PORT HURON","1","CSX","Primary","0","0","1","0","0","0","0","0","4","2022-01-04T00:00:00.000Z","2022-01-04T16:41:50.000Z","2","000184","2009","MICHIGAN","MI","ST CLAIR","PORT HURON"
"POINT (-83.895699999955 31.297300000095)","723297F","GFRR","GN","MOULTRIE","CR 186","THAGGARD ROAD","3","1","210205","999999","14","130711730","468635","0027.20","14",,,"31.29731","-83.895671","1","1313071","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=723297F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=723297F","57924","13","13071","0","2","0",,,"DOERUN","1","GFRR","Primary","2","0","1","1",,,,"1","4","2021-02-05T00:00:00.000Z","2021-02-05T12:48:37.000Z","2","79","2020","GEORGIA","GA","COLQUITT","DOERUN"
"POINT (-80.09279999972 35.838900000235)","836564V","WSS","FLORENCE",,"SR 2090","CENTER ROAD","3","1","220119","999999","14","370574590","413730","0010.30","12",,,"35.838929","-80.092813","1","3737057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=836564V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=836564V","155594","37","37057","0","2","0",,,"THOMASVILLE","1","WSS","Primary","0","2","1",,,,,"0","3","2022-01-19T00:00:00.000Z","2022-01-19T16:01:49.000Z","2","71","2019","NORTH CAROLINA","NC","DAVIDSON","THOMASVILLE"
"POINT (-90.56719999968 41.447299999595)","605924D","IAIS","ILLINOIS","ONE","US67","1ST ST SOUTHWEST","3","1","190620","999999","14","171615560","386260","0085.49","13",,,"41.447315","-90.56724","1","1717161","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=605924D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=605924D","157019","17","17161","0","2","0","3192985417","8003213891","ROCK ISLAND","1","IAIS","Primary","0","0","1",,,,,"0","7","2019-06-20T00:00:00.000Z","2019-06-20T16:29:00.000Z","2","10600","2017","ILLINOIS","IL","ROCK ISLAND","MILAN"
"POINT (-103.2759999997 41.21480000042)","817848Y","UP","GREAT PLAINS","Sidney Sub","7117","ROAD 83","3","1","210528","999999","22","310334000","556884","0424.300","11",,,"41.2148101","-103.2764961","1","3131033","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=817848Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=817848Y","204458","31","31033","0","1","0","4025443721","8008488715",,"1","UP","Primary","22","21","2","0","0","0","0","0","8","2021-05-28T00:00:00.000Z","2021-05-28T00:54:30.000Z","2","150","1977","NEBRASKA","NE","CHEYENNE","POTTER"
"POINT (-77.38959999964 35.559699999556)","641619N","CSX","SOUTHERN EAST","PARMELE","LS","REGENCY BOULEVARD","3","1","220601","999999","14","371471950","404778","0152.990","13",,,"35.559726","-77.389627","1","3737147","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=641619N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=641619N","75129","37","37147","0","2","0","9043663051","8002320144","WINTERVILLE","1","CSX","Primary","0","0","1","0","0","0","0","0","8","2022-06-01T00:00:00.000Z","2022-06-01T16:34:10.000Z","2","9329","2014","NORTH CAROLINA","NC","PITT","GREENVILLE"
"POINT (-123.0719999996 47.23040000006)","932153C","PSAP","WESTERN","BANGOR","NA","PRIVATE ROAD","2","1","211221","999999","20","530452000",,"0002.20","14","2",,"47.2303521","-123.0723571","1","5353045","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=932153C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=932153C","97814","53","53045","0","1","0","8008002203","8008002203",,"1","PSAP","Primary","0","0","1","0","0","0","0","0",,"2021-12-21T00:00:00.000Z","2021-12-21T14:32:29.000Z","2",,,"WASHINGTON","WA","MASON","SHELTON"
"POINT (-93.05240000016 32.792)","852056W","LNW","#N\A","#N\A","LA 9","N MAIN STREET","3","1","220419","999999","14","220271050","653160","0042.130","12",,,"32.791977","-93.052407","2","2222027","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=852056W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=852056W","212830","22","22027","0","2","0","8552254514","8552254514","HOMER","1","LNW","Primary","0","0","1","0","0","0","0","0","7","2022-04-19T00:00:00.000Z","2022-04-19T17:38:54.000Z","2","003769","2010","LOUISIANA","LA","CLAIBORNE","HOMER"
"POINT (-92.22259999989 38.61420000043)","442261V","UP","Mid America","Sedalia Sub","NA","Private","2","1","210715","999999","14","290514040","568820","0129.150","16","1",,"38.6141895","-92.2225859","1","2929051","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=442261V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=442261V","177815","29","29051","0","1","0","4025443721","8008488715",,"1","UP","Primary","11","11","2","0","0","0","0","0",,"2021-07-15T00:00:00.000Z","2021-07-15T18:01:06.000Z","2","1","1982","MISSOURI","MO","COLE","JEFFERSON CITY"
"POINT (-78.77419999983 34.98299999965)","641868U","CSX","FLORENCE","SOUTH END","NC 53","CEDAR CREEK ROAD","3","1","220118","999999","14","370511670","407767","0003.530","12",,,"34.9829871","-78.7742134","1","3737051","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=641868U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=641868U","46772","37","37051","0","2","0","9043663051","8002320144","VANDER","1","CSX","Primary","0","0","1","0","0","0","0","1","8","2022-01-18T00:00:00.000Z","2022-01-18T17:46:04.000Z","2","5316","2016","NORTH CAROLINA","NC","CUMBERLAND","FAYETTEVILLE"
"POINT (-81.681900000185 39.25159999994)","147663R","CSX","CENTRAL","OHIO RIVER","4 003402","Northwest Dr","3","1","200427","999999","14","541072715","274667","0100.720","14",,,"39.251622","-81.681853","1","5454107","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=147663R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=147663R","184674","54","54107","0","2","0","9043663051","8002320144","WASHINGTON","1","CSX","Primary","0","0","1","0","0","0","0","0","7","2020-04-27T00:00:00.000Z","2020-04-27T16:55:00.000Z","2","000050","2018","WEST VIRGINIA","WV","WOOD","WASHINGTON"
"POINT (-97.49959999974 44.70360000034)","097370X","BNSF","TWIN CITIES","WATERTOWN","Local Street","Clark Avenue","3","1","210830","999999","14","460252750","521983","0114.530","12",,,"44.703642","-97.4996075","2","4646025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=097370X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=097370X","175518","46","46025","0","2","0","8173521549","8008325452","VIENNA","1","BNSF","Primary","0","0","1","0","0","0","2","2","3","2021-08-30T00:00:00.000Z","2021-08-30T15:44:38.000Z","2","65","2020","SOUTH DAKOTA","SD","CLARK","VIENNA"
"POINT (-111.99700000015 40.732500000175)","805926U","UP","ROCKY MOUNTAIN","LYNNDYL SUB","LS","1730 SOUTH","3","1","210720","999999","14","490351700","762919","0777.730","14",,,"40.732532","-111.997024","1","4949035","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=805926U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=805926U","148475","49","49035","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","0","0","0","0","1","1","3","2021-07-20T00:00:00.000Z","2021-07-20T18:36:35.000Z","2","6885","2013","UTAH","UT","SALT LAKE","SALT LAKE CITY"
"POINT (-90.074299999845 38.06279999992)","436263V","UP","MID AMERICA","Chester Sub","NA","Private Field","2","1","211103","999999","14","171577130","398563","0043.710","16","1",,"38.0627916","-90.0743115","1","1717157","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=436263V","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=436263V","32249","17","17157","0","1","0","4025443721","8008488715",,"1","UP","Primary","14","14","2","0","0","0","0","0",,"2021-11-03T00:00:00.000Z","2021-11-03T17:21:54.000Z","2","1","1970","ILLINOIS","IL","RANDOLPH","PRAIRIE DU ROCHER"
"POINT (-94.209300000395 30.06519999978)","762723S","UP","GULF COAST","HOUSTON SUB","ST 0000","KEITH ROAD","3","1","210720","999999","14","482450490","684441","0285.125","11",,,"30.065164","-94.209349","1","4848245","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=762723S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=762723S","133342","48","48245","0","1","1","4025443721","8008488715",,"1","UP","Primary","13","12","1","0","0","0","0","0","8","2021-07-20T00:00:00.000Z","2021-07-20T16:29:18.000Z","2","350","2011","TEXAS","TX","JEFFERSON","BEAUMONT"
"POINT (-115.5000000002 32.666699999905)","760907K","UP","LOS ANGELES","CALEXICO SUB","LS","2ND STREET","3","1","210720","999999","14","060250520","888178","0708.634","13",,,"32.666681","-115.499658","1","066025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=760907K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=760907K","215527","6","6025","0","1","0","4025443721","8008488715",,"1","UP","Primary","1","1","1","0","0","0","0","0","8","2021-07-20T00:00:00.000Z","2021-07-20T15:43:30.000Z","2","8056","2016","CALIFORNIA","CA","IMPERIAL","CALEXICO"
"POINT (-96.32080000042 43.986899999635)","097917N","BNSF","TWIN CITIES","MARSHALL","CSAH33","13th St SW","3","1","220202","999999","14","271175690","509760","0105.980","11",,,"43.98691","-96.32081","1","2727117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=097917N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=097917N","169675","27","27117","0","2","0","8173521549","8008325452","PIPESTONE","1","BNSF","Primary","4","4","1","0","0","0","0","0","8","2022-02-02T00:00:00.000Z","2022-02-02T17:10:41.000Z","2","386","2019","MINNESOTA","MN","PIPESTONE","PIPESTONE"
"POINT (-122.42700000035 38.465699999755)","751413S","NVWT","WESTERN","MARTINEZ",,"PRIVATE ROAD","2","1","700101","999999","15","060553134","874873","0083.84","12","1",,"38.46566","-122.427147",,"066055","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=751413S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=751413S","137382","6","6055","0","1","0",,,"RUTHERFORD","1","NVWT","Primary","0","0","0",,,,,"0","1","1970-01-01T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1970","CALIFORNIA","CA","NAPA","RUTHERFORD"
"POINT (-86.902900000434 40.035900000085)","543082J","CSX","CHICAGO","CRAWFORDSVILLE","CITY ST","WALNUT STREET","3","1","210525","999999","14","181071060","369475","0047.100","12",,,"40.0359467","-86.9029297","1","1818107","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=543082J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=543082J","203752","18","18107","0","2","0","9043663051","8002320144","AMES","1","CSX","Primary","0","0","1","0","0","0","0","0","7","2021-05-25T00:00:00.000Z","2021-05-25T17:06:58.000Z","2","1050","2018","INDIANA","IN","MONTGOMERY","CRAWFORDSVILLE"
"POINT (-98.35499999975 35.696300000045)","596725Y","ATLT","SOUTHERN","34A","CNTY RD","E0910 RD","3","1","200409","999999","14","400111980","634283","0005.53","11",,,"35.6962836","-98.3549534","1","4040011","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=596725Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=596725Y","185359","40","40011","0","2","0","5806235477",,"GREENFIELD","1","ATLT","Primary","2","0","1",,,,,"0","3","2020-04-09T00:00:00.000Z","2020-04-09T05:43:00.000Z","2","000200","1988","OKLAHOMA","OK","BLAINE","GREENFIELD"
"POINT (-103.5179999999 40.329899999785)","057558R","BNSF","POWDER RIVER","BRUSH","CR 33","CO RD 33 5","3","1","210803","999999","14","080871160","743839","0142.150","11",,,"40.3298986","-103.517983","1","088087","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=057558R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=057558R","167637","8","8087","0","1","0","8173521549","8008325452","OLD HILLROSE","1","BNSF","Primary","9","9","1","0","0","0","0","0","3","2021-08-03T00:00:00.000Z","2021-08-03T13:28:15.000Z","2","000100","1989","COLORADO","CO","MORGAN","HILLROSE"
"POINT (-98.313300000395 44.112099999615)","394718E","BNSF","TWIN CITIES","ABERDEEN","County Road","226th Street","3","1","210830","999999","14","461113040","524940","0682.530","16",,,"44.1120752","-98.3132727","2","4646111","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=394718E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=394718E","13209","46","46111","0","2","0","8173521549","8008325452","WOONSOCKET","1","BNSF","Primary","1","1","1","0","0","0","0","0","3","2021-08-30T00:00:00.000Z","2021-08-30T17:12:34.000Z","2","15","2020","SOUTH DAKOTA","SD","SANBORN","WOONSOCKET"
"POINT (-81.91440000026 27.83619999963)","624239M","CSX","FLORIDA","BONE VALLEY","PRIVATE","PRIVATE","2","1","200707","999999","14","121052140","497656","0872.850","14","1",,"27.836164","-81.914372","1","1212105","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=624239M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=624239M","50921","12","12105","0","1","0","9043663051","8002320144","GREEN BAY","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2020-07-07T00:00:00.000Z","2020-07-07T14:50:28.000Z","2",,"1988","FLORIDA","FL","POLK","MULBERRY"
"POINT (-80.63139999991 33.60719999968)","632274W","CSX","CAROLINAS","ORANGEBURG","PRIVATE","PRIVATE ROAD","2","1","200930","999999","14","450170340","445875","0360.240","16","1",,"33.607239","-80.631386","1","4545017","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=632274W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=632274W","201185","45","45017","0","1","0","9043663051","8002320144","CRESTON","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2020-09-30T00:00:00.000Z","2020-09-30T14:11:41.000Z","2",,"1970","SOUTH CAROLINA","SC","CALHOUN","CAMERON"
"POINT (-89.391600000439 31.43420000003)","305334D","IC","DELTA","BEAUMONT","FAS","COUNTY RD","3","1","210712","999999","14","280351050","488240","0105.310","11",,,"31.434162","-89.39156","2","2828035","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=305334D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=305334D","24358","28","28035","0","1","0","8888885909","8004659239","HATTIESBURG","1","IC","Primary","5","5","1","0","0","0","0","0","3","2021-07-12T00:00:00.000Z","2021-07-12T11:18:06.000Z","2","000319","1986","MISSISSIPPI","MS","FORREST","HATTIESBURG"
"POINT (-97.11640000006 33.93899999965)","020693D","BNSF","RED RIVER","RED ROCK","Not Yet Reported by State","BILL HALSTIED ST","3","1","200414","999999","14","400853050","629950","0433.280","13",,,"33.9390031","-97.1163972","1","4040085","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=020693D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=020693D","164824","40","40085","0","1","0","8173521549","8008325452","MARIETTA","1","BNSF","Primary","11","11","1","1","1","0","0","2","8","2020-04-14T00:00:00.000Z","2020-04-14T14:00:00.000Z","2","000400","1987","OKLAHOMA","OK","LOVE","MARIETTA"
"POINT (-82.506299999645 35.40280000002)","720647K","BLU","LEASEDFOREIGN","skyland","SR 1536","OLD HENDERSONVILLE ROAD","3","1","220119","999999","14","370893238",,"0013.45","12",,,"35.4028141","-82.5062563","1","3737089","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=720647K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=720647K","226311","37","37089","0","2","0","8287820092","8663869321","NAPLES","1","BLU","Primary","0","2","1","0","0","0","0",,"8","2022-01-19T00:00:00.000Z","2022-01-19T14:24:35.000Z","2","113","2015","NORTH CAROLINA","NC","HENDERSON","NAPLES"
"POINT (-84.76519999998 41.07920000018)","472571W","NS","GREAT LAKES","FOSTORIA","TR 21","TR 21","3","1","220516","999999","14","391256420","346467","0351.690","16",,,"41.0791672","-84.7652123","1","3939125","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=472571W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=472571W","181534","39","39125","0","1","0","8009464744","8009464744","PAYNE","1","NS","Primary","9","11","1","0","0","0","0","0","8","2022-05-16T00:00:00.000Z","2022-05-16T07:19:57.000Z","2","000226","2007","OHIO","OH","PAULDING","PAYNE"
