"railroadcode","railroadname","year","incidentnumber","incidentyear","incidentmonth","otherrailroadcode","otherrailroadname","otherincidentnumber","otherincidentyear","otherincidentmonth","maintenanceincicidentrai","maintenancerailroadname","maintainenanceincidentnumber","maintenanceincidentyear","maintenanceincidentmonth","gradecrossingid","date","month","day","hour","minute","ampm","time","neareststation","division","subdivision","countycode","countyname","statecode","statename","cityname","highwayname","publicprivatecode","publicprivate","highwayusercode","highwayuser","estimatedvehiclespeed","vehicledirectioncode","vehicledirection","highwayuserpositioncode","highwayuserposition","equipmentinvolvedcode","equipmentinvolved","railroadcarunitposition","equipmentstruckcode","equipmentstruck","hazmatinvolvementcode","hazmatinvolvement","hazmatreleasedbycode","hazmatreleasedby","hazmatreleasedname","hazmatreleasedquantity","hazmatreleasedmeasure","temperature","visibilitycode","visibility","weatherconditioncode","weathercondition","equipmenttypecode","equipmenttype","tracktypecode","tracktype","trackname","trackclass","numberoflocomotiveunits","numberofcars","trainspeed","estimatedrecordedspeedcode","traindirectioncode","traindirection","crossingwarningexpandedcode1","crossingwarningexpandedcode2","crossingwarningexpandedcode3","crossingwarningexpandedcode4","crossingwarningexpandedcode5","crossingwarningexpandedcode6","crossing_warning_expanded_code_7","crossing_warning_expanded_code_8","crossing_warning_expanded_code_9","crossing_warning_expanded_code_10","crossing_warning_expanded_code_11","crossing_warning_expanded_code_12","crossingwarningexpanded1","crossingwarningexpanded2","crossingwarningexpanded3","crossingwarningexpanded4","crossingwarningexpanded5","crossingwarningexpanded6","crossing_warning_expanded_7","crossing_warning_expanded_8","crossing_warning_expanded_9","crossing_warning_expanded_10","crossing_warning_expanded_11","crossing_warning_expanded_12","crossingwarningcode","crossingwarning","crossingwarningexplanationcode","crossingwarningexplanation","roadwayconditioncode","roadwaycondition","crossingwarninglocationcode","crossingwarninglocation","warningconnectedtosignal","crossingilluminated","userage","usergender","userstruckbysecondtraincode","highwayuseractioncode","highwayuseraction","driverpassedvehicle","viewobstructioncode","viewobstruction","driverconditioncode","drivercondition","driverinvehicle","userskilledforreportingr","usersinjuredforreporting","vehicledamagecost","numbervehicleoccupants","employeeskilledforreport","employeesinjuredforrepor","numberpeopleontrain","form54filed","passengerskilledforrepor","passengersinjuredforrepo","videotaken","videoused","specialstudy1","specialstudy2","narrative","totalkilledform57","totalinjuredform57","railroadtype","railroadreporting","personskilledforreportin","totalinjuredform55a","district","whistlebancode","whistleban","reportkey","reporting_railroad_company_grouping","reporting_railroad_class","reporting_railroad_smt_grouping","reporting_parent_railroad_code","reporting_parent_railroad_name","reporting_railroad_holding_company","other_railroad_grouping","other_railroad_class","other_railroad_smt_grouping","other_parent_railroad_code","other_parent_railroad_name","other_railroad_holding_company","maintenance_railroad_grouping","maintenance_railroad_class","maintenance_railroad_smt_grouping","maintenance_parent_railroad_code","maintenance_parent_railroad_name","maintenance_railroad_holding_company"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4877","86","01",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4877","86","01","NOTASGN","1986-01-07T00:00:00.000","01","07","06","45","PM","6:45 PM","DETROIT",,,"163","WAYNE","26","MICHIGAN","DETROIT","CHEVY MOTORS-INSIDE","Y","Public","C","Truck-trailer",,"1","North","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"16.0","4","Dark","1","Clear","7","Yard/switching","4","Industry","INDUSTRIAL",,"1","0","3","E","4","West",,,,,,,,,,,,"3",,,,,,,,,,,,"Standard FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","890","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4877198601",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"CSX","CSX Transportation","1986","078604407","86","07",,,,,,"CSX","CSX Transportation","078604407","86","07","344158N","1986-07-22T00:00:00.000","07","22","01","00","PM","1:00 PM","SKILLMAN",,,"091","HANCOCK","21","KENTUCKY","HAWESVILLE","RIVER RD","Y","Public","A","Auto","0","1","North","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"85.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","4","90","15","R","1","North",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","480","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","3",,,"CSX078604407198607",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
"CSRR","Chessie System Railroads","1986","COXWV0608","86","07",,,,,,"CSRR","Chessie System Railroads","COXWV0608","86","07","227886D","1986-07-21T00:00:00.000","07","21","03","25","PM","3:25 PM","LACKEY",,,"071","FLOYD","21","KENTUCKY",,"ESTILL RD XING","Y","Public","A","Auto","4","2","South","3","Moving over crossing","2","Train (units pushing)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"97.0","2","Day","1","Clear","4","Work train","1","Main","MAIN",,"1","18","10","E","4","West","7",,,,,,,,,,,"11","Crossbucks",,,,,,,,,,,"Other",,,,,,,"2","Side of vehicle approach","No","No",,,"No","3","Did not stop","Unknown","8","Not obstructed","3","Uninjured","Yes","0","0","1000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","3",,,"CSRRCOXWV0608198607",,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation",,,,,,,,"Class 1","SMT-9 - CSX","CSX","CSX Transportation","CSX Transportation"
"CR","Conrail","1986","0830301","86","10",,,,,,"CR","Conrail","0830301","86","10","538918R","1986-10-02T00:00:00.000","10","02","02","20","PM","2:20 PM","CHESTERFIELD",,,"035","DELAWARE","18","INDIANA",,"CR 500E","Y","Public","B","Truck","0","1","North","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"78.0","2","Day","2","Cloudy","1","Freight Train","1","Main","NO.2 MAIN","4","3","88","40","E","4","West","1",,,,,,,,,,,"7","Gates",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","0","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CR0830301198610",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4872","86","01",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4872","86","01","284718B","1986-01-03T00:00:00.000","01","03","11","50","AM","11:50 AM","FOWLER",,,"037","CLINTON","26","MICHIGAN","FOWLER","FARM XING-RESIDENTIA","Y","Public","A","Auto",,"1","North","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"30.0","2","Day","6","Snow","1","Freight Train","1","Main","MAIN","3","1","12","45","E","4","West",,,,,,,,,,,,"12",,,,,,,,,,,,"None",,,,,,,"0",,,"Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","325","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4872198601",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"CR","Conrail","1986","0830303","86","05",,,,,,"CR","Conrail","0830303","86","05","539695F","1986-05-07T00:00:00.000","05","07","01","22","PM","1:22 PM","ANDERSON",,,"095","MADISON","18","INDIANA","ANDERSON","INDIANA AVE","Y","Public","A","Auto","0","1","North","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"80.0","2","Day","1","Clear","1","Freight Train","1","Main","SINGLE MAIN TRACK","2","2","27","18","E","2","South",,,,,,,,,,,,"3",,,,,,,,,,,,"Standard FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","3000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CR0830303198605",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"CR","Conrail","1986","0830306","86","07",,,,,,"CR","Conrail","0830306","86","07","535499K","1986-07-10T00:00:00.000","07","10","08","45","PM","8:45 PM","COLUMBUS",,,"005","BARTHOLOMEW","18","INDIANA","COLUMBUS","PRIVATE CROSSING","N","Private","A","Auto","30","4","West","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"85.0","3","Dusk","2","Cloudy","1","Freight Train","1","Main","SINGLE MAIN TRACK","3","1","14","25","E","1","North","7",,,,,,,,,,,"11","Crossbucks",,,,,,,,,,,"Other",,,,,,,"1","Both sides","No","No",,,"Unknown","3","Did not stop","Unknown","8","Not obstructed","3","Uninjured","Yes","0","0","3000","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CR0830306198607",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"CR","Conrail","1986","0830303","86","10",,,,,,"CR","Conrail","0830303","86","10","539247X","1986-10-08T00:00:00.000","10","08","10","50","PM","10:50 PM","IU TOWER",,,"097","MARION","18","INDIANA","INDIANAPOLIS","SHERMAN DR","Y","Public","A","Auto",,"2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"63.0","4","Dark","1","Clear","1","Freight Train","1","Main","NO.2 MAIN TRACK","3","3","36","40","E","4","West","3",,,,,,,,,,,"7","Standard FLS",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","Yes","Yes",,,"No","3","Did not stop","Unknown","8","Not obstructed","3","Uninjured","Yes","0","0","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"CR0830303198610",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4871","86","01",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4871","86","01","284655Y","1986-01-03T00:00:00.000","01","03","10","20","AM","10:20 AM","OWOSSO",,,"155","SHIAWASSEE","26","MICHIGAN","OWOSSO","WASHINGTON ST","Y","Public","A","Auto",,"2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"29.0","2","Day","6","Snow","1","Freight Train","1","Main","MAIN","1","1","12","16","E","4","West","2",,,,,,,,,,,"6","Cantilever FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","Unknown","Yes",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","400","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4871198601",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"CR","Conrail","1986","0920304","86","10",,,,,,"CR","Conrail","0920304","86","10","522904K","1986-10-06T00:00:00.000","10","06","10","10","PM","10:10 PM","IVANHOE TOWER",,,"089","LAKE","18","INDIANA","GARY","HARRISON ST","Y","Public","A","Auto","5","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"53.0","4","Dark","1","Clear","1","Freight Train","1","Main","SINGLE MAIN","3","3","42","40","E","3","East","1","3",,,,,,,,,,"7","Gates","Standard FLS",,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Unknown",,,"No","1","Went around the gate","Unknown","8","Not obstructed","2","Injured","Yes","0","1","2500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0","4",,,"CR0920304198610",,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned",,,,,,,,"Class 3",,"CRSH","Consolidated Rail Corporation","Not Assigned"
"NW","Norfolk & Western Railway Company","1976","B8759","76","07",,,,,,,,,,,"477019L","1976-07-24T00:00:00.000","07","24","03","05","PM","3:05 PM","CELINA",,,"107","MERCER","39","OHIO","CELINA","S MAIN ST US 127","Y","Public","M","Other","2","1","North","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"85.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","1","6","30","E","3","East",,,,,,,,,,,,"2",,,,,,,,,,,,"Cantilever FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","1","Killed","Yes","1","0","100","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","1","0","1L","1","1","0.0",,,,"NWB8759197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"NW","Norfolk & Western Railway Company","1976","B8745","76","07",,,,,,,,,,,"477019L","1976-07-18T00:00:00.000","07","18","12","40","PM","12:40 PM","CELINA",,,"107","MERCER","39","OHIO","CELINA","MAIN STREET","Y","Public","A","Auto","25","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","2","Rail equipment",,,,,,"72.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","3","56","30","E","3","East","2","3",,,,,,,,,,"11","Cantilever FLS","Standard FLS",,,,,,,,,,"Other","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0",,,,"NWB8745197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"DM","Detroit & Mackinac Railway Company","1986","57139","86","01",,,,,,"DM","Detroit & Mackinac Railway Company","57139","86","01","251038N","1986-01-07T00:00:00.000","01","07","01","00","PM","1:00 PM","ALPENA",,,"007","ALPENA","26","MICHIGAN","ALPENA","CHISHOLM ST","Y","Public","A","Auto","10","3","East","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"6.0","2","Day","1","Clear","7","Yard/switching","1","Main","SINGLE MAIN TRACK","2","1","2","10","E","1","North","3",,,,,,,,,,,"7","Standard FLS",,,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","100","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","3L","1","0","0.0","4",,,"DM57139198601",,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned",,,,,,,,"Class 3",,"DM","Detroit & Mackinac Railway Company","Not Assigned"
"NW","Norfolk & Western Railway Company","1976","B8717","76","07",,,,,,,,,,,"481542K","1976-07-02T00:00:00.000","07","02","04","48","PM","4:48 PM","MARION",,,"101","MARION","39","OHIO",,"LIKENS ROAD","Y","Public","B","Truck","5","2","South","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"80.0","2","Day","1","Clear","1","Freight Train","1","Main","EASTBOUND MAIN","4","3","80","35","E","3","East",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","2","Injured","Yes","0","1","500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0",,,,"NWB8717197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"NHIR","NEW HOPE & IVYLAND RAILROAD COMPANY","1976","2429","76","07",,,,,,,,,,,,"1976-07-04T00:00:00.000","07","04","06","15","PM","6:15 PM","NEW HOPE",,,"017","BUCKS","42","PENNSYLVANIA","NEW HOPE PA","LOWER MOUNTAIN","Y","Public","A","Auto","25","2","South","3","Moving over crossing","1","Train (units pulling)","2","2","Rail equipment struck by highway user","4","Neither",,,,,,"80.0","2","Day","3","Rain","2","Passenger Train - Pulling","1","Main","MAIN TRACK",,"1","1","15","E","2","South",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides",,"No",,,"Yes","3","Did not stop","No","5","Vegetation","2","Injured","Yes","0","0","0","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","2","1","0","0.0",,,,"NHIR2429197607",,"Class 3",,"NHRR","New Hope & Ivyland Rail Road","Not Assigned",,,,,,,,,,,,
"SOU","SOUTHERN RAILWAY COMPANY","1976","GC0676044","76","07",,,,,,,,,,,"724537N","1976-07-14T00:00:00.000","07","14","10","25","PM","10:25 PM","E ST LOUIS",,,"163","ST CLAIR","17","ILLINOIS","EAST ST LOUIS","9TH ST","Y","Public","A","Auto","30","3","East","3","Moving over crossing","6","Light loco(s) (moving)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"78.0","4","Dark","1","Clear","8","Light loco(s)","1","Main","V C BELT","2","1","0","5","E","4","West","7",,,,,,,,,,,"11","Crossbucks",,,,,,,,,,,"Other",,,,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","1","800","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","1","1L","1","0","1.0",,,,"SOUGC0676044197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"SOU","SOUTHERN RAILWAY COMPANY","1976","GC0676040","76","07",,,,,,,,,,,"735940V","1976-07-01T00:00:00.000","07","01","12","50","PM","12:50 PM","BOONVILLE",,,"173","WARRICK","18","INDIANA","BOONVILLE","CITY ST S SEVENTH ST","Y","Public","A","Auto","0","2","South","1","Stalled or stuck on crossing","6","Light loco(s) (moving)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"85.0","2","Day","1","Clear","8","Light loco(s)","1","Main","MAIN","4","2","0","7","E","3","East","7",,,,,,,,,,,"11","Crossbucks",,,,,,,,,,,"Other",,,,,,,"2","Side of vehicle approach","No","Yes",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0",,,,"SOUGC0676040197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4921","86","02",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4921","86","02","283680D","1986-02-06T00:00:00.000","02","06","08","10","AM","8:10 AM","PERRY",,,"155","SHIAWASSEE","26","MICHIGAN","PERRY","MAIN ST","Y","Public","F","Bus","0","1","North","1","Stalled or stuck on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"26.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","4","3","59","55","E","4","West","1",,,,,,,,,,,"3","Gates",,,,,,,,,,,"Standard FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","No","0","0","2500","0","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4921198602",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"SOU","SOUTHERN RAILWAY COMPANY","1976","GC0476037","76","07",,,,,,,,,,,"718002B","1976-07-02T00:00:00.000","07","02","07","15","AM","7:15 AM","HAPEVILLE",,,"121","FULTON","13","GEORGIA","HAPEVILLE","CS 935 SYLVAN RD","Y","Public","A","Auto","10","1","North","3","Moving over crossing","6","Light loco(s) (moving)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"70.0","2","Day","1","Clear","8","Light loco(s)","1","Main","NO 2 MAIN","2","1","0","2",,"1","North","1","3","5","6","7",,,,,,,"8","Gates","Standard FLS","Hwy. traffic signals","Audible","Crossbucks",,,,,,,"Stop signs","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","1","Went around the gate","No","8","Not obstructed","3","Uninjured","Yes","0","0","500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0",,,,"SOUGC0476037197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"SOU","SOUTHERN RAILWAY COMPANY","1976","GC0376069","76","07",,,,,,,,,,,"717105X","1976-07-21T00:00:00.000","07","21","04","12","PM","4:12 PM","GREENVILLE",,,"045","GREENVILLE","45","SOUTH CAROLINA","GREENVILLE","US 258P WHITEHORSE R","Y","Public","C","Truck-trailer","5","1","North","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"75.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","1","29","5","E","2","South","3","6",,,,,,,,,,"7","Standard FLS","Audible",,,,,,,,,,"Crossbucks","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","No",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","500","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0",,,,"SOUGC0376069197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"SOU","SOUTHERN RAILWAY COMPANY","1976","GC0376066","76","07",,,,,,,,,,,"716226S","1976-07-17T00:00:00.000","07","17","10","45","AM","10:45 AM","GASTONIA",,,"071","GASTON","37","NORTH CAROLINA","GASTONIA","TRENTON ST","Y","Public","A","Auto","0","3","East","2","Stopped on crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"71.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","4","5","90","25","E","1","North",,,,,,,,,,,,"7",,,,,,,,,,,,"Crossbucks",,,,,,,"1","Both sides","No","No",,,"No","4","Stopped on crossing","No","8","Not obstructed","3","Uninjured","Yes","0","0","3000","2","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0",,,,"SOUGC0376066197607",,"Class 1","SMT-3 - Norfolk Southern","NS","Norfolk Southern Railway Company","Norfolk Southern Railway Company",,,,,,,,,,,,
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4960","86","02",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4960","86","02","258095B","1986-02-27T00:00:00.000","02","27","08","10","PM","8:10 PM","WYANDOTTE",,,"163","WAYNE","26","MICHIGAN","WYANDOTTE","PENNSYLVANIA AVE","Y","Public","A","Auto",,"3","East","3","Moving over crossing","1","Train (units pulling)","1","1","Rail equipment struck highway user","4","Neither",,,,,,"15.0","3","Dusk","1","Clear","1","Freight Train","1","Main","MAIN","2","2","6","1","E","1","North","1",,,,,,,,,,,"2","Gates",,,,,,,,,,,"Cantilever FLS","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","1","Went around the gate","No","8","Not obstructed","3","Uninjured","Yes","0","0","795","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4960198602",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
"GTW","GRAND TRUNK WESTERN RAILROAD INC.","1986","M4955","86","02",,,,,,"GTW","GRAND TRUNK WESTERN RAILROAD INC.","M4955","86","02","284747L","1986-02-23T00:00:00.000","02","23","03","30","PM","3:30 PM","IONIA",,,"067","IONIA","26","MICHIGAN","IONIA","CLEVELAND ST","Y","Public","A","Auto","5","2","South","3","Moving over crossing","1","Train (units pulling)","1","2","Rail equipment struck by highway user","4","Neither",,,,,,"29.0","2","Day","1","Clear","1","Freight Train","1","Main","MAIN","3","1","0","45","E","3","East","3",,,,,,,,,,,"6","Standard FLS",,,,,,,,,,,"Audible","1","Provided minimum 20-second warning",,,,,"1","Both sides","No","Yes",,,"No","3","Did not stop","No","8","Not obstructed","3","Uninjured","Yes","0","0","450","1","0","0",,"No","0","0",,,,,"NoneNoneNoneNoneNone","0","0","1L","1","0","0.0","4",,,"GTWM4955198602",,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America",,,,,,,,"Class 1","SMT-4 - CN, CP, and Chicago Commuters (NIRC, NICD, BNSO, UPME)","CN","Canadian National - North America","Canadian National - North America"
