"condition","outcome","year","geography","geotype","geoname","geoid","region","district","total","totalrate","aarate","age0_14","age0_14rate","age15_24","age15_24rate","age25_44","age25_44rate","age45_64","age45_64rate","age65plus","age65plusrate","total_male","total_malerate","aa_totalmalerate","age0_14_male","age0_14_malerate","age15_24_male","age15_24_malerate","age25_44_male","age25_44_malerate","age45_64_male","age45_64_malerate","age65plus_male","age65plus_malerate","total_female","total_femalerate","aa_totalfemalerate","age0_14_female","age0_14_femalerate","age15_24_female","age15_24_femalerate","age25_44_female","age25_44_femalerate","age45_64_female","age45_64_femalerate","age45plus_female","age45plus_femalerate","age65plus_female","age65plus_femalerate","white_total","white_totalrate","white_age0_14","white_age0_14rate","white_age15_24","white_age15_24rate","white_age25_44","white_age25_44rate","white_age45_64","white_age45_64rate","white_age65plus","white_age65plusrate","white_total_male","white_total_malerate","white_age0_14_male","white_age0_14_malerate","white_age15_24_male","white_age15_24_malerate","white_age25_44_male","white_age25_44_malerate","white_age45_64_male","white_age45_64_malerate","white_age65plus_male","white_age65plus_malerate","white_total_female","white_total_femalerate","white_age0_14_female","white_age0_14_femalerate","white_age15_24_female","white_age15_24_femalerate","white_age25_44_female","white_age25_44_femalerate","white_age45_64_female","white_age45_64_femalerate","white_age45plus_female","white_age45plus_femalerate","white_age65plus_female","white_age65plus_femalerate","black_total","black_totalrate","black_age0_14","black_age0_14rate","black_age15_24","black_age15_24rate","black_age25_44","black_age25_44rate","black_age45_64","black_age45_64rate","black_age65plus","black_age65plusrate","black_total_male","black_total_malerate","black_age0_14_male","black_age0_14_malerate","black_age15_24_male","black_age15_24_malerate","black_age25_44_male","black_age25_44_malerate","black_age45_64_male","black_age45_64_malerate","black_age65plus_male","black_age65plus_malerate","black_total_female","black_total_femalerate","black_age0_14_female","black_age0_14_femalerate","black_age15_24_female","black_age15_24_femalerate","black_age25_44_female","black_age25_44_femalerate","black_age45_64_female","black_age45_64_femalerate","black_age45plus_female","black_age45plus_femalerate","black_age65plus_female","black_age65plus_femalerate","hispanic_total","hispanic_totalrate","hispanic_age0_14","hispanic_age0_14rate","hispanic_age15_24","hispanic_age15_24rate","hispanic_age25_44","hispanic_age25_44rate","hispanic_age45_64","hispanic_age45_64rate","hispanic_age65plus","hispanic_age65plusrate","hispanic_total_male","hispanic_total_malerate","hispanic_age0_14_male","hispanic_age0_14_malerate","hispanic_age15_24_male","hispanic_age15_24_malerate","hispanic_age25_44_male","hispanic_age25_44_malerate","hispanic_age45_64_male","hispanic_age45_64_malerate","hispanic_age65plus_male","hispanic_age65plus_malerate","hispanic_total_female","hispanic_total_femalerate","hispanic_age0_14_female","hispanic_age0_14_femalerate","hispanic_age15_24_female","hispanic_age15_24_femalerate","hispanic_age25_44_female","hispanic_age25_44_femalerate","hispanic_age45_64_female","hispanic_age45_64_femalerate","hispanic_age45plus_female","hispanic_age45plus_femalerate","hispanic_age65plus_female","hispanic_age65plus_femalerate","api_total","api_totalrate","api_age0_14","api_age0_14rate","api_age15_24","api_age15_24rate","api_age25_44","api_age25_44rate","api_age45_64","api_age45_64rate","api_age65plus","api_age65plusrate","api_total_male","api_total_malerate","api_age0_14_male","api_age0_14_malerate","api_age15_24_male","api_age15_24_malerate","api_age25_44_male","api_age25_44_malerate","api_age45_64_male","api_age45_64_malerate","api_age65plus_male","api_age65plus_malerate","api_total_female","api_total_femalerate","api_age0_14_female","api_age0_14_femalerate","api_age15_24_female","api_age15_24_femalerate","api_age25_44_female","api_age25_44_femalerate","api_age45_64_female","api_age45_64_femalerate","api_age45plus_female","api_age45plus_femalerate","api_age65plus_female","api_age65plus_femalerate","aian_total","aian_totalrate","aian_age0_14","aian_age0_14rate","aian_age15_24","aian_age15_24rate","aian_age25_44","aian_age25_44rate","aian_age45_64","aian_age45_64rate","aian_age65plus","aian_age65plusrate","aian_total_male","aian_total_malerate","aian_age0_14_male","aian_age0_14_malerate","aian_age15_24_male","aian_age15_24_malerate","aian_age25_44_male","aian_age25_44_malerate","aian_age45_64_male","aian_age45_64_malerate","aian_age65plus_male","aian_age65plus_malerate","aian_total_female","aian_total_femalerate","aian_age0_14_female","aian_age0_14_femalerate","aian_age15_24_female","aian_age15_24_femalerate","aian_age25_44_female","aian_age25_44_femalerate","aian_age45_64_female","aian_age45_64_femalerate","aian_age45plus_female","aian_age45plus_femalerate","aian_age65plus_female","aian_age65plus_femalerate","other_notaian_total","other_notaian_totalrate","other_notaian_age0_14","other_notaian_age0_14rate","other_notaian_age15_24","other_notaian_age15_24rate","other_notaian_age25_44","other_notaian_age25_44rate","other_notaian_age45_64","other_notaian_age45_64rate","other_notaian_age65plus","other_notaian_age65plusrate","other_notaian_total_male","other_notaian_total_malerate","other_notaian_age0_14_male","other_notaian_age0_14_malerate","other_notaian_age15_24_male","other_notaian_age15_24_1","other_notaian_age25_44_male","other_notaian_age25_44_1","other_notaian_age45_64_male","other_notaian_age45_64_1","other_notaian_age65plus_male","other_notaian_age65plus_1","other_notaian_total_female","other_notaian_total_femalerate","other_notaian_age0_14_female","other_notaian_age0_14_1","other_notaian_age15_24_female","other_notaian_age15_24_2","other_notaian_age25_44_female","other_notaian_age25_44_2","other_notaian_age45_64_female","other_notaian_age45_64_2","other_notaian_age45plus_female","other_notaian_age45plus","other_notaian_age65plus_female","other_notaian_age65plus_2"
"Pulmonary Diseases","ED Discharge","2016","East Region","Region","EAST","5","EAST","NA","2735","568.55","557.61","519","586.80","247","395.69","544","416.67","782","606.05","643","910.89","1238","522.30","522.38","316","685.53","118","365.10","211","322.34","341","548.16","252","814.32","1497","613.47","588.19","203","479.34","129","428.53","333","511.52","441","659.93","832","781.45","391","986.28","1332","485.76","131","345.38","84","280.82","215","317.38","430","506.88","472","877.40","574","420.88","88","447.68","36","229.21","66","188.63","204","486.90","180","745.99","758","549.95","43","235.33","48","337.89","149","454.93","226","526.39","518","713.50","292","984.29","414","1793.99","91","2379.71","54","1578.49","129","1672.28","102","1648.09","38","1969.93","196","1648.58","48","2410.85","33","1791.53","61","1468.46","41","1340.75","13","1540.28","218","1948.52","43","2345.88","21","1329.96","68","1910.11","61","1948.26","86","2039.85","25","2304.15","551","427.47","201","600.00","62","282.83","117","304.26","118","451.64","53","595.84","247","388.43","121","681.50","25","224.11","42","222.75","40","329.08","19","517.85","304","465.49","80","508.10","37","343.67","75","382.67","78","558.26","112","583.39","34","650.59","75","219.47","18","283.82","14","394.81","19","167.42","10","121.11","14","299.21","27","181.67","7","219.23","6","346.22","5","101.13",,,"6","350.47","48","248.56","11","349.32","8","441.26","14","218.58","7","140.65","15","188.82","8","269.63","15","511.77",,,,,,,"6","755.67",,,"8","551.34",,,,,,,"5","1308.90",,,"7","472.97",,,,,,,,,,,,,"337","1897.20","75","1214.18","31","961.84","58","1257.32","113","3987.30","60","6550.22","182","2054.64","49","1556.05","18","1079.78","35","1605.50","47","3275.26","33","7728.34","155","1740.60","26","858.65","13","835.48","23","945.33","66","4717.66","93","4925.85","27","5521.47"
"Pulmonary Diseases","Hospitalization","2016","City of Solana Beach","Municipal","SOLANA BEACH","17","NA","NA","8","62.19","42.29",,,,,,,,,"7","268.46",,,,,,,,,,,,,,"6","90.53","58.58",,,,,,,,,"6","180.16","5","352.20","8","86.56",,,,,,,,,"7","316.87",,,,,,,,,,,,,"6","127.09",,,,,,,,,"6","228.90","5","419.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","SNF/Intermediate Care","2014","City of Vista","Municipal","VISTA","18","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Harbison Crest","SRA","HARBISON CREST","37","EAST","Supervisorial District 5","95","626.12","604.78","16","562.54","8","392.96","17","428.58","30","733.13","24","1087.83","44","580.92","584.15","10","659.77",,,"7","363.26","13","645.24","10","1016.46","51","670.51","621.45","6","452.85",,,"10","494.14","17","815.87","31","935.93","14","1144.31","48","532.56",,,,,"7","303.93","16","572.40","18","1066.15","22","484.59",,,,,,,"8","573.46","8","980.42","26","580.05",,,,,"5","437.35","8","571.37","19","795.90","11","1136.31","13","2248.11",,,,,,,,,,,"7","2464.71",,,,,,,,,,,"6","2012.55",,,,,,,,,,,,,"16","385.97","5","466.89",,,,,,,,,"7","330.76",,,,,,,,,,,"9","440.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15","2718.31",,,,,,,"6","6173.41",,,"7","2516.94",,,,,,,,,,,"8","2926.61",,,,,,,,,"5","6954.38",,
"Pulmonary Diseases","ED Discharge","2016","Harbison Crest-El Cajon","NA","HARBISON CREST-EL CAJON","99","EAST","Supervisorial District 2","884","615.43","589.43","160","583.37","60","318.54","161","415.47","293","769.69","211","1015.59","417","587.04","581.42","101","701.44","29","301.90","67","345.89","124","677.37","95","1040.46","468","643.16","593.69","59","452.06","31","336.19","94","485.59","168","855.93","285","908.24","116","996.18","420","506.22","43","370.07","17","175.99","55","271.42","157","617.93","148","909.93","194","470.11","32","530.22","6","116.07","16","151.99","73","582.10","67","921.51","226","541.83","11","199.71","11","240.17","39","400.74","84","652.80","165","754.55","81","900.54","115","1780.88","32","2830.12","13","1453.11","30","1261.54","29","1817.83","11","2480.17","63","1874.75","19","3131.72","9","1987.80","16","1241.11","13","1583.26","6","3237.95","52","1679.81","13","2487.39",,,"14","1285.89","17","2044.78","21","2015.12","5","1916.92","157","411.64","48","454.17","17","264.18","38","339.91","38","505.59","16","648.73","67","351.40","31","528.51","7","225.79","13","243.87","13","368.36",,,"91","471.16","18","365.16","9","304.25","25","430.99","25","624.49","39","700.27","13","908.84","12","123.14","5","286.45",,,,,,,,,,,,,,,,,,,,,"7","138.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173","2970.69","31","1500.75","11","1121.46","34","2304.91","63","6308.17","34","10069.73","87","2994.95","16","1580.47","6","1203.39","20","2885.96","26","4916.08","19","12090.74","85","2946.31","14","1417.44","5","1034.75","14","1779.51","38","7806.41","53","7939.35","15","8297.16"
"Pulmonary Diseases","ED Discharge","2016","Jamul","SRA","JAMUL","30","EAST","Supervisorial District 2","63","315.15","306.02","10","273.48","8","275.91","11","244.58","16","279.07","17","585.20","27","270.14","276.91","6","319.37",,,"5","198.20","7","242.45","7","517.82","36","359.99","337.46",,,"6","411.92","7","293.73","9","313.82","20","428.23","10","643.95","30","311.56",,,,,,,"9","272.48","13","653.06","13","273.38",,,,,,,,,"6","564.99","16","351.81",,,,,,,"5","321.27","13","484.03","7","738.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19","267.22","5","293.93","5","367.61",,,,,,,"7","206.42",,,,,,,,,,,"12","324.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","870.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","La Mesa","SRA","LA MESA","33","EAST","Supervisorial District 2","261","419.77","430.17","47","464.08","39","552.23","61","308.42","56","358.44","58","609.74","113","373.43","385.18","27","521.86","19","522.89","22","221.42","20","264.24","24","630.83","148","463.66","473.44","20","402.89","19","585.06","39","393.90","36","446.73","69","507.12","33","595.04","112","305.96","8","175.53","14","417.72","21","201.31","26","246.34","42","562.90","42","236.34",,,"9","486.68","6","116.93","7","124.95","16","513.96","70","372.70",,,"5","337.38","15","289.67","20","366.70","46","470.75","26","597.60","53","1414.61","10","1730.01","9","1646.55","17","1259.18","11","1147.45","5","1979.41","24","1248.73",,,,,"10","1425.11",,,,,"29","1588.71","6","2229.46","5","2082.65","7","1074.13","7","1426.70","10","1642.93",,,"58","406.23","22","605.21","8","360.73","10","194.03","9","343.91","10","1060.48","32","466.92","13","686.99",,,"5","207.64",,,"7","1785.90","25","347.73","9","513.27",,,"5","181.26","5","395.38","8","441.75",,,"19","379.26",,,"5","952.75","10","489.21",,,,,,,,,,,,,,,,,"16","575.33",,,"5","1930.16","10","868.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","706.82","6","837.81",,,,,,,,,"8","726.92","5","1299.75",,,,,,,,,"8","687.81",,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Laguna-Pine Valley","SRA","LAGUNA-PINE VALLEY","61","EAST","Supervisorial District 2","16","284.79","270.03",,,,,,,,,"6","517.18",,,,,,,,,,,,,,"12","424.13","416.48",,,,,,,,,"6","415.48",,,"14","352.74",,,,,,,,,"5","504.53",,,,,,,,,,,,,"10","530.09",,,,,,,,,"5","423.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Lakeside","SRA","LAKESIDE","36","EAST","Supervisorial District 2","321","544.08","533.85","52","468.63","30","382.90","59","376.45","97","603.05","84","986.97","141","481.33","482.45","34","595.08","13","318.06","22","279.61","42","534.47","30","787.38","180","605.81","576.79","17","328.72","17","452.28","37","474.17","56","667.12","109","840.78","54","1151.06","205","542.96","18","339.77","17","394.69","32","340.23","67","564.71","71","1030.29","84","445.53","13","456.21","6","244.86","9","189.51","33","566.28","24","742.19","121","639.74","5","211.23","12","559.23","23","497.84","34","563.20","82","835.28","48","1274.88","26","1852.36","6","2057.58","5","2300.10","6","1202.40","6","1915.32",,,"15","1973.27",,,,,,,,,,,"11","1712.08",,,,,,,,,"5","2422.70",,,"44","302.91","16","396.28","5","201.56","9","212.83","9","321.50","5","537.66","19","268.85","11","516.81",,,,,,,,,"25","336.09","5","261.87",,,"7","315.14","7","495.08","11","523.44",,,"5","173.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37","1860.99","10","1454.39",,,"10","1933.09","15","4296.73",,,"18","1745.95","5","1535.35",,,"6","2293.70","5","2672.66",,,"19","1980.74",,,,,,,"10","6006.22","10","4633.40",,
"Pulmonary Diseases","ED Discharge","2016","Lemon Grove","SRA","LEMON GROVE","32","EAST","Supervisorial District 2","271","880.75","893.50","47","750.06","31","750.94","75","899.92","73","913.93","46","1103.88","120","794.33","780.82","29","910.42","17","816.98","22","526.10","39","989.42","13","772.80","151","964.61","997.43","18","580.31","14","682.84","53","1286.28","34","841.65","66","1027.90","32","1343.09","92","811.84","7","385.84","5","422.08","15","536.72","37","1063.28","29","1301.56","37","650.98",,,,,,,"20","1102.46","7","774.20","55","973.66",,,,,"12","877.91","17","1021.65","38","1315.55","21","1711.44","69","2115.27","7","1533.03","7","1488.59","30","3443.08","19","1868.77","6","1409.66","25","1524.01",,,,,"7","1539.80","10","1995.36",,,"44","2705.18",,,,,"23","5597.55","9","1752.40","13","1735.95",,,"77","670.32","24","858.19","11","555.38","24","691.25","14","568.84",,,"37","645.79","17","1129.15",,,"8","450.02","8","677.03",,,"40","694.54","7","553.91","7","713.87","16","938.28","6","467.95","10","555.69",,,"15","451.79",,,,,,,,,,,"12","771.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16","1297.65","5","927.53","5","2213.38",,,,,,,"10","1729.13",,,,,,,,,,,"6","911.23",,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Mountain Empire","SRA","MOUNTAIN EMPIRE","62","EAST","Supervisorial District 2","61","740.76","705.18","16","1137.76",,,"7","361.19","12","562.07","21","1568.15","32","743.13","737.48","12","1642.92",,,,,"5","475.25","9","1312.99","28","738.10","666.07",,,,,,,"7","653.01","19","1109.84","12","1816.86","33","849.54",,,,,,,"7","539.42","19","1990.63","16","761.12",,,,,,,,,"9","1767.86","17","952.89",,,,,,,,,"13","1201.19","10","2228.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18","547.79","10","1247.89",,,,,"5","774.50",,,"10","592.33","8","2029.75",,,,,,,,,"8","500.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","2876.47",,,,,,,,,,,"5","3554.50",,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Santee","SRA","SANTEE","35","EAST","Supervisorial District 2","245","453.25","455.39","50","535.04","10","151.20","46","312.57","62","404.46","76","988.55","112","428.76","437.66","30","616.51",,,"19","262.70","35","487.25","24","720.63","132","476.37","466.92","21","449.48","6","186.62","27","360.70","26","329.08","78","634.61","52","1193.28","171","467.12","23","439.12","7","174.41","28","289.31","46","399.80","67","1080.20","72","397.40","13","498.14",,,"9","194.69","25","449.42","20","721.40","99","535.22","9","375.65",,,"18","386.29","21","352.78","68","728.42","47","1368.57","8","816.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29","262.20","13","473.65",,,"7","209.95",,,,,"16","306.58","7","481.94",,,,,,,,,"13","221.91","7","465.26",,,,,,,,,,,"10","305.68",,,,,,,,,,,,,,,,,,,,,,,"7","370.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26","1548.32","9","1561.38",,,,,"11","3624.18",,,"17","1959.77","8","2564.75",,,,,"7","3974.96",,,"9","1107.40",,,,,,,,,"5","3012.05",,
"Pulmonary Diseases","In-Patient Treatment","2017","Santee","SRA","SANTEE","35","EAST","Supervisorial District 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","In-Patient Treatment","2017","Spring Valley","SRA","SPRING VALLEY","31","EAST","Supervisorial District 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Spring Valley","SRA","SPRING VALLEY","31","EAST","Supervisorial District 2","560","665.86","651.08","124","753.64","58","511.86","117","525.70","156","708.12","105","875.32","253","611.52","610.97","68","790.97","29","490.12","52","462.76","64","604.72","41","784.05","307","718.32","688.20","56","713.12","30","534.76","66","588.70","92","802.86","156","855.82","64","946.31","204","516.70","19","314.78","16","377.04","45","489.52","67","559.91","57","703.19","92","469.19","13","415.66","6","277.61","15","320.31","34","569.15","24","663.41","111","564.04","6","205.21","10","487.27","30","672.69","33","550.73","66","630.19","33","735.45","142","2205.42","30","3015.06","19","1952.90","40","2094.31","39","2061.07","13","2096.13","64","1966.14","14","2806.80","13","2560.94","22","2072.95","13","1418.85",,,"78","2450.97","16","3234.87","6","1286.79","19","2119.17","26","2655.85","37","2805.43","11","3225.75","145","546.35","62","928.38","15","324.03","23","290.93","34","597.28","12","665.80","60","456.75","33","942.20","6","233.74","8","220.90","10","376.15",,,"85","633.37","29","912.90","10","418.63","14","357.90","24","788.30","33","809.85","9","872.80","17","212.74",,,,,,,,,"5","436.98","6","168.75",,,,,,,,,,,"11","246.52",,,,,,,,,"5","248.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47","1447.02","10","777.26","5","758.09","6","758.96","11","2372.51","16","11261.87","28","1707.92","7","1094.17",,,,,"5","1986.39","9","13650.54","20","1190.94",,,,,,,"6","2759.15","13","4312.05","7","9079.84"
"Pulmonary Diseases","ED Discharge","2016","North Central Region","Region","NORTH CENTRAL","2","NORTH CENTRAL","NA","1879","288.49","295.06","434","405.50","178","195.30","377","174.55","447","293.57","443","521.75","886","268.32","283.71","283","513.04","89","179.37","150","133.79","211","279.17","153","405.59","993","309.22","303.87","151","291.13","89","214.33","227","218.55","236","307.76","526","424.65","290","614.63","963","265.37","134","292.97","65","147.49","205","179.50","236","245.34","323","515.37","411","219.84","85","361.78","26","105.04","79","129.40","115","233.59","106","372.94","552","313.76","49","220.29","39","201.86","126","237.04","121","257.66","338","416.19","217","633.58","221","1076.26","53","1506.54","26","736.75","64","928.21","63","1262.02","15","937.50","109","941.77","35","1880.71","16","776.32","28","682.10","23","820.84","7","939.60","112","1250.00","18","1086.30","10","681.20","36","1290.32","40","1826.48","48","1576.35","8","935.67","342","263.58","148","431.24","37","160.64","54","124.95","75","345.64","28","374.38","186","286.90","96","541.27","18","147.13","21","97.53","42","409.80","9","292.11","156","240.30","52","313.56","19","175.94","33","152.16","33","288.21","52","328.12","19","432.01","180","159.73","48","303.47","13","84.44","25","57.21","39","151.21","55","458.75","87","161.61","31","382.34","7","89.37","14","65.39","16","138.80","19","383.61","93","158.00","17","220.52","6","79.34","11","49.35","23","161.23","59","276.98","36","511.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153","657.36","49","687.24","32","670.72","25","342.94","28","894.28","19","1993.70","81","682.97","34","919.17","19","750.10","5","135.83","13","848.56","10","2409.64","72","630.75","15","437.19","13","580.88","20","554.17","15","938.09","24","1123.07","9","1672.86"
"Pulmonary Diseases","ED Discharge","2016","Coastal","SRA","COASTAL","11","NORTH CENTRAL","Supervisorial District 4","154","182.46","190.83","21","169.98","21","272.42","37","104.95","35","206.73","40","328.98","80","185.50","197.65","10","161.43","11","288.64","21","113.24","22","245.17","16","290.06","74","179.26","184.40","11","178.80","10","255.62","16","95.54","13","165.12","37","252.86","24","360.73","120","205.67","13","191.51","14","319.23","30","125.39","29","233.07","33","323.34","63","206.76","8","218.56","7","299.95","16","123.90","19","285.70","13","275.93","57","204.48","5","163.12","7","340.16","14","127.18","10","172.76","30","266.63","20","362.86","8","563.24",,,,,,,,,,,"6","667.58",,,,,,,,,,,,,,,,,,,,,,,,,"16","105.03","5","158.36",,,,,,,,,"8","113.55",,,,,,,,,,,"7","96.79","5","268.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","192.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulmonary Diseases","ED Discharge","2016","Del Mar-Mira Mesa","SRA","DEL MAR-MIRA MESA","13","NORTH CENTRAL","Supervisorial District 3","376","223.10","237.84","91","305.37","25","101.27","76","163.31","84","174.93","100","513.63","162","189.09","207.66","56","366.21","9","63.66","32","131.94","34","146.57","31","349.18","215","258.08","264.93","35","242.08","16","149.80","44","196.93","50","201.62","119","337.21","69","653.85","153","194.92","26","235.88","11","104.65","31","158.10","35","136.05","50","440.30","62","150.51","19","327.74",,,"12","117.95","15","117.16","12","219.33","92","242.91","8","141.59","8","175.26","19","203.62","20","154.93","58","307.65","38","646.68","46","956.16","7","860.82",,,"19","1480.97","13","1068.59",,,"11","404.06","5","1019.07",,,"6","818.46",,,,,"35","1668.42",,,,,"13","2392.58","13","2447.17","15","2026.07",,,"47","160.19","22","258.19",,,"7","84.10","11","206.29",,,"26","173.85","11","248.82",,,"5","120.84","8","341.47",,,"21","146.37","11","267.66",,,,,,,"6","157.50",,,"91","185.81","23","329.58","5","78.46","9","61.21","20","136.80","34","563.75","41","175.25","13","366.27",,,,,"8","122.13","12","487.25","50","195.65","10","290.12",,,"6","72.24","12","149.10","33","293.08","22","619.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","544.03","11","531.17",,,"8","526.63",,,"11","3740.19","20","612.14","7","691.88",,,,,,,"6","4942.93","14","470.14",,,,,,,,,"6","935.83",,
"Pulmonary Diseases","ED Discharge","2016","Elliott-Navajo","SRA","ELLIOTT-NAVAJO","17","NORTH CENTRAL","Supervisorial District 3","323","340.85","335.84","81","484.06","30","267.20","64","225.53","52","223.56","96","629.77","142","304.76","315.55","56","644.25","14","246.55","25","175.69","15","130.83","32","482.72","181","375.70","348.94","25","313.11","16","288.94","39","276.21","37","310.07","101","490.88","64","743.89","184","316.18","29","360.10","11","188.61","35","221.88","32","195.53","77","632.48","70","243.46","17","415.68","6","209.84","14","163.14","8","96.60","26","472.97","114","387.81","12","300.65","5","166.10","22","285.73","24","292.53","76","504.07","52","759.66","46","1232.79","23","3738.31","5","920.33","12","877.02",,,,,"26","1284.01","17","5158.34",,,"5","572.16",,,,,"20","1169.55","6","2147.58",,,"7","1316.08",,,,,,,"45","245.89","19","364.09",,,"10","173.80","8","248.58",,,"20","222.71","14","502.05",,,,,,,,,"25","267.71","5","210.54",,,"7","237.23","7","385.50","9","365.74",,,"17","167.58",,,,,"5","136.52",,,"6","454.60","8","162.00",,,,,,,,,,,"10","172.22",,,,,,,,,"7","328.87","5","632.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26","701.31","9","728.18","6","802.30",,,"5","998.63","5","3556.19","16","907.91","7","1134.56",,,,,,,,,"10","506.74",,,,,,,,,,,,
