"parcel_number","property_class","property_status","inventory_type","zoned_as","address","city","state","postal_code","county","neighborhood","city_council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location_1","date_of_acquisition"
"JA28320103101000000","Residential Vacant","Acquired","Land Bank","R-6","3014 E 8th St","KANSAS CITY","MO","64124","JACKSON","Independence Plaza","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","6350.0","4643.300694","Awaiting evaluation",,,,,"3014 E 8th St
KANSAS CITY, MO 64124
(39.103282, -94.545081)","2016-02-19T00:00:00.000"
"JA28430040600000000","Residential Vacant","Disposed","Land Bank","R-2.5","2311 Agnes Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2016-09-21T00:00:00.000","Kansas City Missouri 110","Side Yard","N","2012","1702.0","4048.632049","Vacant lot or land - usable",,,,,"2311 Agnes Ave
Kansas City, MO 64127
(39.083924, -94.547516)","2013-04-09T00:00:00.000"
"JA30110110100000000","Residential Vacant","Acquired","Land Bank","R-1.5","2017 E 36TH ST","Kansas City","MO","64130","Jackson","Ivanhoe Northeast","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Side Yard","N","2019","9950.0","4410.030799","Vacant lot or land - usable",,,,,"2017 E 36TH ST
Kansas City, MO 64130
(39.061004, -94.559253)","2015-03-01T00:00:00.000"
"JA28430150500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3205 E 24th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","1100.0","1986.93208333","Vacant lot or land - little or no use",,,,,"3205 E 24th St
Kansas City, MO 64127
(39.082875, -94.545522)","2013-04-09T00:00:00.000"
"JA46320031700000000","Residential Vacant","Acquired","Land Bank","R-2.5","5919 Agnes Ave","Kansas City","MO","64130","Jackson","South Town Fork Creek","5th",,"Kansas City Missouri 110","Infill construction","N","2019","13500.0","15079.3235417","Vacant lot or land - usable",,,,,"5919 Agnes Ave
Kansas City, MO 64130
(39.018314, -94.551206)","2013-04-09T00:00:00.000"
"JA46930211501000000","Industrial Vacant","Acquired","Land Bank","M1-5","8143 Chestnut Ave","Kansas City","MO","64132","Jackson","Marlborough East","5th",,"Center 120",,"N","2019","13800.0","15191.485174","Vacant lot or land - usable",,,,"2014-01-15T00:00:00.000","8143 Chestnut Ave
Kansas City, MO 64132
(38.979094, -94.555473)","2013-04-09T00:00:00.000"
"JA47640033900000000","Residential Vacant","Acquired","Land Bank","R-5","7121 Olive St","Kansas City","MO","64132","Jackson","East Meyer 7","5th",,"Kansas City Missouri 110","Side Yard","N","2019","850.0","493.34472222","Vacant lot or land - little or no use",,,,,"7121 Olive St
Kansas City, MO 64132
(38.997275, -94.55924)","2013-04-09T00:00:00.000"
"31-430-21-29-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-2.5","5016 WALROND AVE","Kansas City","MO","64130","Jackson","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","8050.0","5519.98010417","Vacant lot or land - usable",,,,,"5016 WALROND AVE
Kansas City, MO 64130
(39.034733, -94.547744)","2015-04-28T00:00:00.000"
"JA46220052300000000","Residential Vacant","Acquired","Land Bank","R-6","5910 ELMWOOD AVE","KANSAS CITY","MO","64130","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","11650.0","6647.24763889","Awaiting evaluation",,,,,"5910 ELMWOOD AVE
KANSAS CITY, MO 64130
(39.01801, -94.532552)","2016-02-19T00:00:00.000"
"JA13940391400000000","Residential Vacant","Disposed","Land Bank","R-2.5","3707 Roberts St","Kansas City","MO","64124","Jackson","Scarritt Point","4th","2018-08-28T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","1938.0","3167.918507","Vacant lot or land - usable",,,,,"3707 Roberts St
Kansas City, MO 64124
(39.106744, -94.537232)","2013-04-09T00:00:00.000"
"JA29710101300000000","Residential Vacant","Reserved","KCMHA","R-1.5","2831 WABASH AVE","KANSAS CITY","MO","64128","Jackson","Key Coalition","3rd","2017-12-18T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard, Urban Agriculture","N","2019","12500.0","6242.946875","Vacant lot or land - usable",,,,,"2831 WABASH AVE
KANSAS CITY, MO 64128
(39.074186, -94.553788)","2013-05-31T00:00:00.000"
"JA46410090100000000","Residential Vacant","Acquired","Land Bank","R-5","6800 Monroe Ave","Kansas City","MO","64132-1418","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110",,"N","2019","8450.0","7737.0","Vacant lot or land - usable",,,,,"6800 Monroe Ave
Kansas City, MO 64132-1418
(39.002766, -94.543865)","2013-04-09T00:00:00.000"
"30-140-16-23-00-0-00-000","Residential Vacant","Disposed","KCMHA","R-2.5","4020 PROSPECT AVE","Kansas City","MO","64130.0","Jackson","Ivanhoe Southeast","3rd","2017-04-19T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N",,"400.0","4427.947951","Vacant lot or land - usable",,,,,"4020 PROSPECT AVE
Kansas City, MO 64130.0
(39.052859, -94.553729)","2015-04-28T00:00:00.000"
"JA28410250700000000","Industrial Vacant","Disposed","Land Bank","M1-5","2111 Indiana Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2014-12-23T00:00:00.000","Kansas City Missouri 110","Industrial Use","N","2012","9222.0","9632.17875","Vacant lot or land - usable",,,,,"2111 Indiana Ave
Kansas City, MO 64127
(39.086019, -94.542833)","2013-04-09T00:00:00.000"
"JA46420292000000000","Residential Vacant","Acquired","Land Bank","R-5","7016 Bellefontaine Ave","KANSAS CITY","MO","64132","JACKSON","Self Help Neighborhood Council","5th",,"KANSAS CITY MISSOURI 110","Assemblage, Side Yard","N","2019","8150.0","5584.33","Vacant lot or land - little or no use",,,,,"7016 Bellefontaine Ave
KANSAS CITY, MO 64132
(38.998932, -94.551045)","2019-02-21T00:00:00.000"
"JA31310090700000000","Residential Improved","Disposed","Land Bank","R-2.5","3619 INDIANA AVE","KANSAS CITY","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd","2017-06-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","23491.0","4519.757222","Structure - fair condition","1232","3","1","2014-05-06T00:00:00.000","3619 INDIANA AVE
KANSAS CITY, MO 64128
(39.059546, -94.544143)","2013-05-31T00:00:00.000"
"JA28940163100000000","Residential Vacant","Disposition in Process","Land Bank","R-2.5","3306 Cleveland Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","2200.0","3965.608819","Vacant lot or land - usable",,,,,"3306 Cleveland Ave
Kansas City, MO 64128
(39.065538, -94.539228)","2013-04-09T00:00:00.000"
"JA29720150300000000","Commercial Vacant","Disposed","Land Bank","B1-1","2803 Vine St","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2018-08-13T00:00:00.000","Kansas City Missouri 110","Side Yard","N","2012","576.0","2896.546146","Vacant lot or land - usable",,,,,"2803 Vine St
Kansas City, MO 64109
(39.075551, -94.564129)","2013-04-09T00:00:00.000"
"JA28610052500000000","Residential Improved","Disposed","Land Bank","R-2.5","1737 CAMBRIDGE AVE","KANSAS CITY","MO","64126","Jackson","East Blue Valley","3rd","2016-02-01T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","24389.0","6394.74","Structure - fair condition",,,"1",,"1737 CAMBRIDGE AVE
KANSAS CITY, MO 64126
(39.088679, -94.502437)","2013-05-31T00:00:00.000"
"JA32430030900000000","Residential Improved","Disposed","Land Bank","R-7.5","7608 E 47TH TER","Kansas City","MO","64130","Jackson","Eastwood Hills East","3rd","2016-08-19T00:00:00.000","RAYTOWN 150","Assemblage, Side Yard","Y","2015","35844.0","8839.044549","Structure - severely distressed","816","3","1","2015-12-10T00:00:00.000","7608 E 47TH TER
Kansas City, MO 64130
(39.03818, -94.496277)","2015-03-01T00:00:00.000"
"JA28930101200000000","Residential Vacant","Disposed","Land Bank","R-2.5","3245  BENTON BLVD","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2016-08-18T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2014","1702.0","5834.584757","Vacant lot or land - usable",,,,,"3245  BENTON BLVD
Kansas City, MO 64128
(39.06618, -94.546159)","2014-03-28T00:00:00.000"
"JA29140061800000000","Residential Vacant","Acquired","Land Bank","R-1.5","2016 E 13th St","Kansas City","MO","64127","Jackson","Forgotten Homes","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","7400.0","3025.0","Vacant lot or land - usable",,,,"2014-03-05T00:00:00.000","2016 E 13th St
Kansas City, MO 64127
(39.097715, -94.557512)","2013-04-09T00:00:00.000"
"JA29710110800000000","Residential Vacant","Reserved","KCMHA","R-1.5","2917 Wabash Ave","Kansas City","MO","64128","Jackson","Key Coalition","3rd","2019-04-16T00:00:00.000","Kansas City Missouri 110","Side Yard","N","2019","9150.0","4017.65","Vacant lot or land - usable",,,,,"2917 Wabash Ave
Kansas City, MO 64128
(39.072867, -94.553852)","2013-04-09T00:00:00.000"
"JA31420242400000000","Residential Improved","Disposed","Land Bank","R-2.5","4622 CHESTNUT AVE","KANSAS CITY","MO","64130","Jackson","Oak Park Southwest","3rd","2017-10-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","17787.0","4588.894549","Structure - fair condition","851","2","1","2014-10-01T00:00:00.000","4622 CHESTNUT AVE
KANSAS CITY, MO 64130
(39.04168, -94.552026)","2013-05-31T00:00:00.000"
"JA28610121800000000","Residential Vacant","Acquired","Land Bank","R-2.5","1816  WINCHESTER AVE","Kansas City","MO","64126","Jackson","Central Blue Valley And Park Tower Gardens","3rd",,"KANSAS CITY MISSOURI 110","Assemblage","N","2019","9750.0","16323.1159722","Vacant lot or land - little or no use",,,,,"1816  WINCHESTER AVE
Kansas City, MO 64126
(39.087755, -94.50134)","2014-03-28T00:00:00.000"
"JA28410180400000000","Residential Vacant","Disposed","Land Bank","M1-5","1915 INDIANA AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2018-12-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2015","681.0","2413.422674","Vacant lot or land - usable",,,,,"1915 INDIANA AVE
Kansas City, MO 64127
(39.088486, -94.542705)","2015-03-01T00:00:00.000"
"JA46430250900000000","Residential Vacant","Reserved","Land Bank","B3-2","7417 PROSPECT AVE","KANSAS CITY","MO","64132","Jackson","Noble And Gregory Ridge","5th",,"KANSAS CITY MISSOURI 110","Public Purpose","Y","2019","9200.0","5434.355451","Vacant lot or land - usable",,"2","1","2014-03-18T00:00:00.000","7417 PROSPECT AVE
KANSAS CITY, MO 64132
(38.991654, -94.55724)","2013-05-31T00:00:00.000"
"JA31420172000000000","Residential Vacant","Reserved","Land Bank","R-2.5","4516 Indiana Ave","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd",,"Kansas City Missouri 110","Infill construction","N","2019","3350.0","42188.433576","Vacant lot or land - usable",,,,,"4516 Indiana Ave
Kansas City, MO 64130
(39.043613, -94.544967)","2013-04-09T00:00:00.000"
"JA28430250100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2623 E 24th Ter","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","3000.0","2452.822569","Vacant lot or land - little or no use",,,,,"2623 E 24th Ter
Kansas City, MO 64127
(39.081762, -94.551573)","2013-04-09T00:00:00.000"
"JA13730020600000000","Residential Vacant","Acquired","Land Bank","R-2.5","109 WHEELING AVE","KANSAS CITY","MO","64123","Jackson","South Indian Mound","4th",,"KANSAS CITY MISSOURI 110",,"N","2019","9950.0","4085.551319","Vacant lot or land - usable",,,,"2014-01-07T00:00:00.000","109 WHEELING AVE
KANSAS CITY, MO 64123
(39.111706, -94.510629)","2013-05-31T00:00:00.000"
"JA29740223000000000","Residential Improved","Disposed","Land Bank","R-2.5","3316 Garfield Ave","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2016-11-28T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","27746.0","4730.840903","Structure - fair condition","2114","3","2","2015-02-20T00:00:00.000","3316 Garfield Ave
Kansas City, MO 64109
(39.065746, -94.558842)","2013-04-09T00:00:00.000"
"JA30130161000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4027 HIGHLAND AVE","KANSAS CITY","MO","64110","Jackson","Ivanhoe Southwest","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","N","2019","7200.0","3206.69451389","Vacant lot or land - usable",,,,,"4027 HIGHLAND AVE
KANSAS CITY, MO 64110
(39.052991, -94.56419)","2013-05-31T00:00:00.000"
"JA28840122200000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","3316 Hardesty Ave","KANSAS CITY","MO","64128.0","JACKSON","Dunbar","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","3400.0","6046.55","Awaiting evaluation",,,,,"3316 Hardesty Ave
KANSAS CITY, MO 64128.0
(39.06465, -94.520784)","2017-02-23T00:00:00.000"
"JA46420311300000000","Residential Vacant","Acquired","Land Bank","R-5","7045 Walrond Ave","KANSAS CITY","MO","64132","JACKSON","Self Help Neighborhood Council","5th",,"KANSAS CITY MISSOURI 110",,"N","2020","8200.0","5625.25",,,,,,"7045 Walrond Ave
KANSAS CITY, MO 64132
(38.99798, -94.549908)","2020-02-03T00:00:00.000"
"JA30620023300000000","Residential Vacant","Disposed","Land Bank","R-2.5","4310 HIGHLAND AVE","Kansas City","MO","64130","Jackson","Ivanhoe Southwest","3rd","2018-03-05T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2015","1812.0","4754.47875","Vacant lot or land - usable",,,,,"4310 HIGHLAND AVE
Kansas City, MO 64130
(39.04812, -94.564437)","2015-03-01T00:00:00.000"
"31-430-14-03-00-0-00-000","Residential Vacant","Disposed","LAND BANK","R-2.5","4901 SOUTH BENTON AVE","KANSAS CITY","MO","64127","JACKSON","North Town Fork Creek","3RD","2019-02-26T00:00:00.000","KANSAS CITY MISSOURI 110",,"N",,"1746.0","4095.01",,,,,,"4901 SOUTH BENTON AVE
KANSAS CITY, MO 64127
(39.037119, -94.551046)","2018-03-01T00:00:00.000"
"JA31220141500000000","Residential Vacant","Acquired","Land Bank","R-2.5","4908 E 37th St","Kansas City","MO","64128","Jackson","Knoches Park","3rd",,"Kansas City Missouri 110","Infill construction","N","2019","9550.0","21743.532639","Vacant lot or land - usable",,,,,"4908 E 37th St
Kansas City, MO 64128
(39.057516, -94.527693)","2013-04-09T00:00:00.000"
"JA13730134500000000","Residential Vacant","Disposed","Land Bank","R-2.5","422 White","KANSAS CITY","MO","64123","JACKSON","South Indian Mound","4th","2016-06-29T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2015","1751.0","4059.296493","Awaiting evaluation",,,,,"422 White
KANSAS CITY, MO 64123
(39.108246, -94.511653)","2016-02-19T00:00:00.000"
"JA46420131500000000","Residential Vacant","Acquired","Land Bank","R-5","6829 Agnes Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110","Affordable Housing, Side Yard, Urban Agriculture","N","2019","7250.0","4959.575243","Vacant lot or land - usable",,,,,"6829 Agnes Ave
Kansas City, MO 64132
(39.002122, -94.552012)","2013-04-09T00:00:00.000"
"JA28810182300000000","Residential Improved","Disposed","Land Bank","R-2.5","5224 E 29TH ST","KANSAS CITY","MO","64128","JACKSON","East Community Team South","3rd","2017-11-30T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2015","22876.0","9661.161215","Structure - fair condition","1084","2","1","2016-09-30T00:00:00.000","5224 E 29TH ST
KANSAS CITY, MO 64128
(39.072496, -94.521877)","2016-02-19T00:00:00.000"
"JA27440070200000000","Residential Vacant","Disposed","Land Bank","R-2.5","8635 E 25th St","Kansas City","MO","64129","Jackson","Western Blue Township","3rd","2017-02-13T00:00:00.000","Kansas City Missouri 110","Affordable Housing","Y","2012","18321.0","8967.999618","Structure - severely distressed",,,"1","2014-09-18T00:00:00.000","8635 E 25th St
Kansas City, MO 64129
(39.077822, -94.481977)","2013-04-09T00:00:00.000"
"JA28520333100000000","Commercial Vacant","Acquired","Land Bank","B1-1","2004 Lister Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Urban Agriculture","N","2019","4950.0","10827.8330556","Vacant lot or land - usable",,,,,"2004 Lister Ave
Kansas City, MO 64127
(39.086786, -94.527446)","2013-04-09T00:00:00.000"
"JA31310130800000000","Residential Vacant","Disposed","Land Bank","R-2.5","3609  CLEVELAND AVE","Kansas City","MO","64128","Jackson","Palestine East","3rd","2019-05-06T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","Y","2018","1746.0","5653.761181","Vacant lot or land - usable",,,,,"3609  CLEVELAND AVE
Kansas City, MO 64128
(39.060035, -94.539491)","2014-03-28T00:00:00.000"
"JA47110061700000000","Residential Improved","Disposed","Land Bank","R-2.5","6027 PARK AVE","KANSAS CITY","MO","64130","Jackson","Blue Hills","5th","2018-04-06T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","17664.0","4376.098333","Structure - fair condition",,"3","1","2014-04-02T00:00:00.000","6027 PARK AVE
KANSAS CITY, MO 64130
(39.016557, -94.559258)","2013-05-31T00:00:00.000"
"JA28540053400000000","Residential Improved","Disposed","Land Bank","Multiple-Refer to City Map","2340 Hardesty Ave","Kansas City","MO","64127","Jackson","South Blue Valley","3rd","2018-05-09T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","16542.0","9526.54875","Structure - fair condition","902","2",,"2014-06-24T00:00:00.000","2340 Hardesty Ave
Kansas City, MO 64127
(39.081883, -94.519977)","2013-04-09T00:00:00.000"
"JA28530232100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2528 Spruce Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","N","2019","1700.0","3062.06246528","Vacant lot or land - usable",,,,,"2528 Spruce Ave
Kansas City, MO 64127
(39.079083, -94.532913)","2013-04-09T00:00:00.000"
"JA29720211700000000","Residential Improved","Disposed","Land Bank","R-1.5","2953 Flora Ave","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2015-06-02T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","26293.0","3254.100104","Structure - fair condition","1723","3","1","2014-07-25T00:00:00.000","2953 Flora Ave
Kansas City, MO 64109
(39.07231, -94.565428)","2013-04-09T00:00:00.000"
"JA32930011101000000","Residential Vacant","Acquired","Land Bank","R-7.5","7802 E 57th St","Kansas City","MO","64129","Jackson","Coachlight Square","5th",,"Raytown 150",,"N","2019","28200.0","47210.800486","Vacant lot or land - little or no use",,,,"2014-02-26T00:00:00.000","7802 E 57th St
Kansas City, MO 64129
(39.020818, -94.495179)","2013-04-09T00:00:00.000"
"JA13830210200000000","Residential Vacant","Disposed","Land Bank","R-2.5","401 Cypress Ave","Kansas City","MO","64124","Jackson","South Indian Mound","4th","2018-06-27T00:00:00.000","Kansas City Missouri 110","Assemblage","N","2012","3744.0","6698.379063","Vacant lot or land - usable",,,,,"401 Cypress Ave
Kansas City, MO 64124
(39.109067, -94.529371)","2013-04-09T00:00:00.000"
"JA28310360600000000","Residential Vacant","Disposed","Land Bank","R-2.5","1101 CLEVELAND AVE","Kansas City","MO","64127","Jackson","Lykins","3rd","2017-04-17T00:00:00.000","KANSAS CITY MISSOURI 110","Urban Agriculture","N","2015","28854.0","3408.728924","Vacant lot or land - usable",,,,,"1101 CLEVELAND AVE
Kansas City, MO 64127
(39.099468, -94.537542)","2015-03-01T00:00:00.000"
