"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006348","Special Premises","Bowl-More (1987) Ltd.","240 Dufferin ST","Bridgewater","NS","B4V 2G7","240 Dufferin ST
Bridgewater, NS B4V 2G7
(44.369702, -64.524183)"
"005267","Club","Spryfield Lions Club","25 Drysdale RD","Halifax","NS","B3R 1L5","25 Drysdale RD
Halifax, NS B3R 1L5
(44.608793, -63.609209)"
"001964","Eating Establishment","Pictou Lodge Dining Room","172 Lodge RD","Pictou","NS","B0K 1H0","172 Lodge RD
Pictou, NS B0K 1H0
(45.718736, -62.641973)"
"006444","Lounge","Portside Beer Garden","144 Esplanade","Sydney","NS","B1P 1A1","144 Esplanade
Sydney, NS B1P 1A1
(46.14178, -60.197654)"
"001066","Club","Digby Volunteer Firemen's Society","163 First AV","Digby","NS","B0V 1A0","163 First AV
Digby, NS B0V 1A0
(44.625325, -65.757569)"
"006699","Lounge","Swaagat - The Real Taste of India","54 Union ST","Glace Bay","NS","B1A 2P5","54 Union ST
Glace Bay, NS B1A 2P5
(46.195652, -59.958415)"
"006581","Eating Establishment","Bistro","35 Shubie DR","Dartmouth","NS","B3B0C3","35 Shubie DR
Dartmouth, NS B3B0C3
(44.707034, -63.564764)"
"006337","Lounge","Sydney Street Pub & Cafe","14 Sydney ST","Digby","NS","B0V 1A0","14 Sydney ST
Digby, NS B0V 1A0
(44.624128, -65.757609)"
"006453","Eating Establishment","Cha Baa Thai (Demone Street)","5858 Demone ST","Halifax","NS","B3K 1X9","5858 Demone ST
Halifax, NS B3K 1X9
(44.659655, -63.601222)"
"005951","Special Premises","Cabot Shores Adventure & Retreat Centre","30 Buchanan DR","Englishtown","NS","B0C 1H0","30 Buchanan DR
Englishtown, NS B0C 1H0
(46.371874, -60.528364)"
"002899","Eating Establishment","Glasgow Pub Dining Room","300 Stewart ST","New Glasgow","NS","B2H 2R4","300 Stewart ST
New Glasgow, NS B2H 2R4
(45.584957, -62.646381)"
"006565","Eating Establishment","Julep","1688 Barrington ST","Halifax","NS","B3J 3K4","1688 Barrington ST
Halifax, NS B3J 3K4
(44.647122, -63.574043)"
"003138","Eating Establishment","Elm Tree Pub & Grill","1 Victoria ST","Amherst","NS","B4H 1X3","1 Victoria ST
Amherst, NS B4H 1X3
(45.832025, -64.213801)"
"004971","Eating Establishment","Sam's Seafood & Grill Dining Room","10 Gordon AV","Dartmouth","NS","B2W 4S8","10 Gordon AV
Dartmouth, NS B2W 4S8
(44.681001, -63.540695)"
"006878","Eating Establishment","The Narrows Public House","2720 Gottingen ST","Halifax","NS","B3K 3C7","2720 Gottingen ST
Halifax, NS B3K 3C7
(44.658955, -63.593464)"
"006395","Special Premises","Super 8 Windsor","63 Cole DR","Windsor","NS","B0N 2T0","63 Cole DR
Windsor, NS B0N 2T0
(44.986242, -64.110062)"
"005342","Eating Establishment","Pizza Hut  -Portland Street","510 Portland ST","Dartmouth","NS","B2Y 4W7","510 Portland ST
Dartmouth, NS B2Y 4W7
(44.670155, -63.539843)"
"003983","Eating Establishment","Rasa Flavours of India","1535 Dresden RW","Halifax","NS","B3J 3T1","1535 Dresden RW
Halifax, NS B3J 3T1
(44.643597, -63.578245)"
"004313","Eating Establishment","The Arms","1515 South Park ST","Halifax","NS","B3J 2L2","1515 South Park ST
Halifax, NS B3J 2L2
(44.642717, -63.57999)"
"004788","Eating Establishment","Pizza Delight (Elmsdale)","269 Highway 214","Elmsdale","NS","B2S 1K1","269 Highway 214
Elmsdale, NS B2S 1K1
(44.976493, -63.507668)"
"001088","Club","Margaree Firemen's Club","7811 Cabot Trail","Margaree Forks","NS","B0E 2A0","7811 Cabot Trail
Margaree Forks, NS B0E 2A0
(46.329082, -61.08926)"
"006065","Lounge","The Frolic & Folk Pub & Grill","4115 Highway 223","Iona","NS","B2C 1A3","4115 Highway 223
Iona, NS B2C 1A3
(45.947631, -60.816902)"
"006547","Eating Establishment","McPuffin's Atlantic Seafood","152 Main ST","Joggins","NS","B0M 1S0","152 Main ST
Joggins, NS B0M 1S0
(45.652312, -64.04919)"
"006480","Eating Establishment","Upstreet BBQ Brew House","612 Windmill RD","Dartmouth","NS","B3B 1B5","612 Windmill RD
Dartmouth, NS B3B 1B5
(44.697143, -63.603148)"
"005725","Special Premises","Nova Scotia Community College, Pictou Campus","39 Acadia AV","Stellarton","NS","B0K 1S0","39 Acadia AV
Stellarton, NS B0K 1S0
(45.557442, -62.665124)"
"002961","Lounge","Bonnie Prince Lounge","50 Reeves ST","Sydney","NS","B1P 6G6","50 Reeves ST
Sydney, NS B1P 6G6
(46.142703, -60.159692)"
"006784","Eating Establishment","The Long Table Social Club","5611 Hwy. 358","Canning","NS","B0P 1H0","5611 Hwy. 358
Canning, NS B0P 1H0
(45.295447, -64.392145)"
"006106","Lounge","Seven Bays Bouldering","2019 Gottingen ST","Halifax","NS","B3K 3B1","2019 Gottingen ST
Halifax, NS B3K 3B1
(44.650996, -63.581863)"
"005402","Eating Establishment","Shaw's Landing Restaurant","6958 Prospect RD","West Dover","NS","B3Z  3T2","6958 Prospect RD
West Dover, NS B3Z  3T2
(44.49935, -63.880522)"
"004985","Club","Bras d'Or Seniors & Pensioners","66 Main ST","Bras d'Or","NS","B1Y 2M3","66 Main ST
Bras d'Or, NS B1Y 2M3
(46.253369, -60.290965)"
"006255","Eating Establishment","Applewoods Restaurant","5494 Prospect RD","New Minas","NS","B4N 3K8","5494 Prospect RD
New Minas, NS B4N 3K8
(45.056905, -64.468836)"
"001529","Special Premises","White Point Beach Lodge","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(44.031366, -64.719831)"
"005025","Special Premises","Debert Golf Club","388 Reid RD","Debert","NS","B0M 1G0","388 Reid RD
Debert, NS B0M 1G0
(45.446956, -63.494925)"
"001469","Club","RCL Br. 1, Middleton","205 Marshal ST","Middleton","NS","B0S 1P0","205 Marshal ST
Middleton, NS B0S 1P0
(44.942839, -65.076316)"
"006792","Eating Establishment","Bombay Bistro","210 Wentworth DR","Halifax","NS","B3M 0N7","210 Wentworth DR
Halifax, NS B3M 0N7
(44.674404, -63.660583)"
"005835","Eating Establishment","Ferrymen's Hall","415 Grand Narrows DR","Grand Narrows","NS","B1T 1A4","415 Grand Narrows DR
Grand Narrows, NS B1T 1A4
(45.959413, -60.774192)"
"006105","Eating Establishment","Seven Bays Bouldering","2019 Gottingen ST","Halifax","NS","B3K 3B1","2019 Gottingen ST
Halifax, NS B3K 3B1
(44.650996, -63.581863)"
"005462","Eating Establishment","Angie's Family Restaurant","29329 Cabot Trail","Cape North","NS","B0C 1G0","29329 Cabot Trail
Cape North, NS B0C 1G0
(46.883769, -60.500539)"
"002419","Eating Establishment","Foggy Goggle Bar & Grill","2057 Gottingen ST","Halifax","NS","B3K 3B1","2057 Gottingen ST
Halifax, NS B3K 3B1
(44.651407, -63.582453)"
"000976","Eating Establishment","Day's Inn Hotel & Conference Centre","50 North ST","Bridgewater","NS","B4V 1E9","50 North ST
Bridgewater, NS B4V 1E9
(44.385703, -64.517046)"
"001294","Club","Bedford Basin Yacht Club","73 Shore DR","Bedford","NS","B4A 2C7","73 Shore DR
Bedford, NS B4A 2C7
(44.721855, -63.670269)"
"002065","Lounge","The Narrows Bistro","101 Wyse RD","Dartmouth","NS","B3A 1L9","101 Wyse RD
Dartmouth, NS B3A 1L9
(44.669385, -63.576658)"
"006782","Lounge","The Commune Drinks + Music + Culture","84 Provost ST","New Glasgow","NS",,"84 Provost ST
New Glasgow, NS 
(45.588788, -62.644598)"
"004876","Eating Establishment","Sugar Moon Pancake House","221 Alex MacDonald RD","Earltown","NS","B0K 1V0","221 Alex MacDonald RD
Earltown, NS B0K 1V0
(45.56536, -63.153782)"
"005297","Eating Establishment","Clucking Hen Cafe","45073 Cabot Trail","North Shore","NS","B0C 1H0","45073 Cabot Trail
North Shore, NS B0C 1H0
(46.407513, -60.482216)"
"002629","Eating Establishment","Lotus Garden Restaurant","67 Starrs RD","Yarmouth","NS","B5A 2T6","67 Starrs RD
Yarmouth, NS B5A 2T6
(43.844353, -66.10776)"
"005805","Lounge","La Frasca Cibi & Vini","5650 Spring Garden RD","Halifax","NS","B3J 3T2","5650 Spring Garden RD
Halifax, NS B3J 3T2
(44.642657, -63.578338)"
"003443","Eating Establishment","Crofter's Steak & Seafood Dining Room","565 Stellarton RD","New Glasgow","NS","B2H 1M7","565 Stellarton RD
New Glasgow, NS B2H 1M7
(45.579321, -62.655753)"
"005046","Eating Establishment","Jamaica Vibes Express","5527 Cornwallis ST","Halifax","NS","B3K 1B2","5527 Cornwallis ST
Halifax, NS B3K 1B2
(44.652009, -63.58454)"
"006589","Lounge","The Daily Grind","1475 Lower Water ST","Halifax","NS","B3J 3Z2","1475 Lower Water ST
Halifax, NS B3J 3Z2
(44.643248, -63.569274)"
"006663","Eating Establishment","Tako Loko Restaurant","3248 Isleville ST","Halifax","NS","B3K 3Y5","3248 Isleville ST
Halifax, NS B3K 3Y5
(44.663739, -63.603073)"
"005573","Special Premises","Prospect Road Community Centre","2141 Prospect RD","Prospect","NS","B3T 1S1","2141 Prospect RD
Prospect, NS B3T 1S1
(44.566192, -63.728142)"
"005929","Eating Establishment","Hampton Inn & Homewood Suites by Hilton","1960 Brunswick ST","Halifax","NS","B3J 2G7","1960 Brunswick ST
Halifax, NS B3J 2G7
(44.650226, -63.578569)"
"006884","Eating Establishment","Pane E Circo","1475 Lower Water ST","Halifax","NS","B3J 3Z2","1475 Lower Water ST
Halifax, NS B3J 3Z2
(44.643248, -63.569274)"
"001447","Club","Wellington/Fletchers Lake Station House","4132 #2 HY","Wellington","NS","B2T 1A3",
"006429","Beverage Room","Annapolis Brewing Company Limited","302 St. George ST","Annapolis Royal","NS","B0S1A0","302 St. George ST
Annapolis Royal, NS B0S1A0
(44.742857, -65.518774)"
"006147","Eating Establishment","The Noodle Guy","964 Hwy.358 .","Port Williams","NS","B0P 1T0","964 Hwy.358 .
Port Williams, NS B0P 1T0
(45.095582, -64.40834)"
"006413","Eating Establishment","Cheese Curds & Habaneros","14 Treaty Trail","Millbrook","NS","B6L 1V9","14 Treaty Trail
Millbrook, NS B6L 1V9
(45.334169, -63.304985)"
"003155","Special Premises","Victoria Highland Civic Centre","26 Campbell ST","Baddeck","NS","B0E 1B0","26 Campbell ST
Baddeck, NS B0E 1B0
(46.098915, -60.757832)"
"006558","Eating Establishment","Verano Food Purveyors","1871 Hollis ST","Halifax","NS","B3J 1S8","1871 Hollis ST
Halifax, NS B3J 1S8
(44.649838, -63.573992)"
"004649","Lounge","Press Gang Dining Room (The)","5218 Prince ST","Halifax","NS","B3J 1L6","5218 Prince ST
Halifax, NS B3J 1L6
(44.647146, -63.574549)"
"000801","Eating Establishment","Upper Deck Waterfront Fishery","1869 Upper Water ST","Halifax","NS","B3J 1S9","1869 Upper Water ST
Halifax, NS B3J 1S9
(44.649968, -63.573534)"
"005142","Eating Establishment","Birches at Ben Eoin Country Inn","5153 East Bay Highway","Ben Eoin","NS","B1J 1P1","5153 East Bay Highway
Ben Eoin, NS B1J 1P1
(45.974876, -60.440166)"
"006582","Lounge","Bistro","35 Shubie DR","Dartmouth","NS","B3B0C3","35 Shubie DR
Dartmouth, NS B3B0C3
(44.707034, -63.564764)"
"006817","Eating Establishment","The Brixton","115 Commercial ST","Glace Bay","NS","B1A 3C1","115 Commercial ST
Glace Bay, NS B1A 3C1
(46.196643, -59.956822)"
"005126","Cabaret","Toothy Moose","1661 Argyle ST","Halifax","NS","B3J 2B5","1661 Argyle ST
Halifax, NS B3J 2B5
(44.646266, -63.574385)"
"003362","Lounge","Clansman Lounge","9 Baird ST","North Sydney","NS","B2A 2M3","9 Baird ST
North Sydney, NS B2A 2M3
(46.213469, -60.270356)"
"005544","Eating Establishment","Best Choice Food","28B Titus ST","Halifax","NS","B3M 2N4","28B Titus ST
Halifax, NS B3M 2N4
(44.660039, -63.634819)"
"001034","Club","RCL Br. 66, West Pubnico","668 Rte 335","West Pubnico","NS","B0W 3S0","668 Rte 335
West Pubnico, NS B0W 3S0
(43.675084, -65.795306)"
"003010","Eating Establishment","River Pub Dining Room","750 King ST","Bridgewater","NS","B4V 3B6","750 King ST
Bridgewater, NS B4V 3B6
(44.380111, -64.521767)"
"006611","Eating Establishment","The Harbour General Store and Restaurant Ltd.","8545 Peggy's Cove RD","Indian Harbour","NS","B3P 1Z3","8545 Peggy's Cove RD
Indian Harbour, NS B3P 1Z3
(44.51708, -63.934569)"
"002927","Lounge","Bearly's Lounge","1269 Barrington ST","Halifax","NS","B3J 1Y2","1269 Barrington ST
Halifax, NS B3J 1Y2
(44.641323, -63.571059)"
"005697","Eating Establishment","Cafe l'Acadie","8369 Peggy's Cove RD","Indian Harbour","NS","B3Z 3R2","8369 Peggy's Cove RD
Indian Harbour, NS B3Z 3R2
(44.510428, -63.936405)"
"004600","Eating Establishment","Lynwood Inn","441 Shore RD","Baddeck","NS","B0E 1B0","441 Shore RD
Baddeck, NS B0E 1B0
(46.099201, -60.75365)"
"005073","Lounge","Henry House","1222 Barrington ST","Halifax","NS","B3J 1Y4","1222 Barrington ST
Halifax, NS B3J 1Y4
(44.64038, -63.570583)"
"006690","Eating Establishment","Randy's Pizza & Donair- Kearney Lake","117 Kearney Lake RD","Halifax","NS","B3M 4N9","117 Kearney Lake RD
Halifax, NS B3M 4N9
(44.684199, -63.675465)"
"005191","Eating Establishment","Tan's Family Restaurant","900 Cole Harbour RD","Dartmouth","NS","B2V 2J4","900 Cole Harbour RD
Dartmouth, NS B2V 2J4
(44.67112, -63.501336)"
"000769","Eating Establishment","Five Fisherman Dining Room","1740 Argyle ST","Halifax","NS","B3J 2B6","1740 Argyle ST
Halifax, NS B3J 2B6
(44.647873, -63.575225)"
"006048","Eating Establishment","Arichat Seafood Market","2392 Hwy. 206","Arichat","NS","B0E 1A0","2392 Hwy. 206
Arichat, NS B0E 1A0
(45.511154, -61.024032)"
"003636","Club","Springfield Lake Recreation Centre","266 Lakeview AV","Middle Sackville","NS","B4E 3B6","266 Lakeview AV
Middle Sackville, NS B4E 3B6
(44.813486, -63.744619)"
"006829","Lounge","Gerrish and Gray","134 Gerrish ST","Windsor","NS","B0N 2T0","134 Gerrish ST
Windsor, NS B0N 2T0
(44.994312, -64.136911)"
"001233","Club","RCL Br. 126, Westmount","99 Midgley DR","Westmount","NS","B1R 1Z6","99 Midgley DR
Westmount, NS B1R 1Z6
(46.14295, -60.220346)"
"002898","Lounge","Whitetail Pub and Grill Lng","1988 South Main ST","Westville","NS","B0K 2A0","1988 South Main ST
Westville, NS B0K 2A0
(45.556693, -62.715242)"
"001706","Club","Resolute A. A. Club","5461 Inglis ST","Halifax","NS","B3H 1J6","5461 Inglis ST
Halifax, NS B3H 1J6
(44.635437, -63.571971)"
"005455","Special Premises","Edinburg Hall, Parkland Estates Truro","378 Young ST","Truro","NS","B2N 7H2","378 Young ST
Truro, NS B2N 7H2
(45.350685, -63.274745)"
"002399","Special Premises","Dr. Bernie MacLean Cultural & Recreation Centre","109 Forest ST","Inverness","NS","B0E 1N0","109 Forest ST
Inverness, NS B0E 1N0
(46.228004, -61.299106)"
"003828","Lounge","Engine Room Lounge","166 Esplanade ST","Truro","NS","B2N 2K3","166 Esplanade ST
Truro, NS B2N 2K3
(45.363365, -63.274194)"
"002524","Club","RCL Br. 165, Mount Uniacke","18 Veterans LN","Mount Uniacke","NS","B0N 1Z0","18 Veterans LN
Mount Uniacke, NS B0N 1Z0
(44.891563, -63.826591)"
"005419","Lounge","Cut Steakhouse & Urban Grill","5120 Salter ST","Halifax",,"B3J 0A1","5120 Salter ST
Halifax,  B3J 0A1
(44.645174, -63.570959)"
"000945","Eating Establishment","Digby Pines Golf Resort & Spa","103 Shore RD","Digby","NS","B0V 1A0","103 Shore RD
Digby, NS B0V 1A0
(44.634322, -65.758567)"
"006569","Special Premises","Tangled Garden","11187 HWY# 1","Grand Pre","NS","B0P1M0","11187 HWY# 1
Grand Pre, NS B0P1M0
(45.095663, -64.331592)"
"005901","Lounge","The Stillwell Freehouse","2534 Agricola ST","Halifax","NS","B3K 4C5","2534 Agricola ST
Halifax, NS B3K 4C5
(44.654613, -63.592541)"
"006847","Eating Establishment","Drift Salon & Bar","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.648102, -63.571625)"
"000991","Club","RCL Br. 33, Bridgetown","20 Jeffery ST","Bridgetown","NS","B0S 1C0","20 Jeffery ST
Bridgetown, NS B0S 1C0
(44.842388, -65.287032)"
"003496","Club","Tidnish Crossroads Community Centre","4358 Tyndal RD","Amherst","NS","B4H 3X9",
"006633","Eating Establishment","Kanpai Izakaya","1535 Dresden RW","Halifax","NS","B3J3T1","1535 Dresden RW
Halifax, NS B3J3T1
(44.643597, -63.578245)"
"001118","Special Premises","DeCoste Entertainment Society","99 Water ST","Pictou","NS","B0K 1H0","99 Water ST
Pictou, NS B0K 1H0
(45.676357, -62.712988)"
"001014","Club","RCL Br. 162, Sackville","45 Sackville Cross RD","Lower Sackville","NS","B4C 3G4","45 Sackville Cross RD
Lower Sackville, NS B4C 3G4
(44.765939, -63.686136)"
"006495","Lounge","Cafe Lara","2347 Agricola ST","Halifax","NS","B3K 4B7","2347 Agricola ST
Halifax, NS B3K 4B7
(44.652161, -63.588901)"
"005471","Lounge","Battery Park Beer Bar & Eatery","62 Ochterloney ST","Dartmouth","NS","B2Y 1C2","62 Ochterloney ST
Dartmouth, NS B2Y 1C2
(44.666916, -63.56805)"
"005975","Eating Establishment","Scanway Gourmet","1567 Grafton ST","Halifax","NS","B3J 2C3","1567 Grafton ST
Halifax, NS B3J 2C3
(44.645136, -63.574493)"
"001929","Club","St. Mary's District Lions Club","8296 Highway #7","Sherbrooke","NS","B0J 3C0","8296 Highway #7
Sherbrooke, NS B0J 3C0
(45.148552, -61.974932)"
"006378","Eating Establishment","Jekyll & Hyde Restaurant","3061 Gottigen ST","Halifax","NS","B3K 0C5","3061 Gottigen ST
Halifax, NS B3K 0C5
(44.661829, -63.597637)"
"006207","Lounge","Boston  Pizza Truro","68 Robie ST","Truro","NS","B2N 1L2","68 Robie ST
Truro, NS B2N 1L2
(45.367863, -63.313162)"
"006597","Beverage Room","Boxing Rock Brewing Legendary Tap Room","218 Water ST","Shelburne","NS","B0T 1W0","218 Water ST
Shelburne, NS B0T 1W0
(43.768189, -65.326405)"
"001997","Special Premises","Doubletree by Hilton Halifax-Dartmouth","101 Wyse RD","Dartmouth","NS","B3A 1L9","101 Wyse RD
Dartmouth, NS B3A 1L9
(44.669385, -63.576658)"
"005689","Special Premises","Sykea Salon Spa","1181 Hollis ST","Halifax","NS","B3H 2P6","1181 Hollis ST
Halifax, NS B3H 2P6
(44.64019, -63.569037)"
"005970","Special Premises","Sea Shore Volunteer Fire Department","4853 Highway 211","Bickerton West","NS","B0J 1A0","4853 Highway 211
Bickerton West, NS B0J 1A0
(45.101314, -61.73782)"
"001616","Club","Ashburn Golf & Country Club","60 Golf Club RD","Windsor Jct.","NS","B2T 1Z2","60 Golf Club RD
Windsor Jct., NS B2T 1Z2
(44.809058, -63.648903)"
"006835","Eating Establishment","Rosa Rugosa Seaside Market","30 Highway #3","Hubbards","NS","B0J 1T0","30 Highway #3
Hubbards, NS B0J 1T0
(44.637669, -64.067632)"
"006075","Special Premises","Avondale Sky Winery","80 Avondale Cross RD","Newport","NS","B0N 2A0","80 Avondale Cross RD
Newport, NS B0N 2A0
(45.022111, -64.123965)"
"006716","Eating Establishment","Hermitage","1460 Lower Water ST","Halifax","NS","B3J 3S8","1460 Lower Water ST
Halifax, NS B3J 3S8
(44.643701, -63.569536)"
"001370","Eating Establishment","Sheet Harbour Motel & The Slippery Oyster Restaurant","22715 Highway 7","Sheet Harbour","NS","B0J 3B0","22715 Highway 7
Sheet Harbour, NS B0J 3B0
(44.917733, -62.529888)"
"005366","Eating Establishment","Jack Astor's Bar and Grill","107 Shubie DR","Dartmouth","NS","B3B 0C3","107 Shubie DR
Dartmouth, NS B3B 0C3
(44.706846, -63.562327)"
"001481","Military","Canadian Forces Base Halifax","FMO Halifax","Halifax","NS","B3K 2X0",
"001806","Eating Establishment","Red Cap Restaurant and Motel","1034 Highway 335","Mid. West Pubnico","NS","B0W 2M0","1034 Highway 335
Mid. West Pubnico, NS B0W 2M0
(43.660058, -65.79973)"
"001307","Club","St. Croix Community Club","18 Cemetery RD","St. Croix","NS","B0N 2E0","18 Cemetery RD
St. Croix, NS B0N 2E0
(44.962683, -64.034774)"
"006797","Eating Establishment","The Monarch -  East River's Monarch Restaurant at the Marina","15 Riverside ST","New Glasgow","NS","B2H 2N2","15 Riverside ST
New Glasgow, NS B2H 2N2
(45.590318, -62.645047)"
"006530","Eating Establishment","Mary's Place Cafe II","5982 Spring Garden RD","Halifax","NS","B3H 1X7","5982 Spring Garden RD
Halifax, NS B3H 1X7
(44.640493, -63.586425)"
"004334","Eating Establishment","Jack Astor's Bar & Grill Dining Room","184 Chain Lake DR","Halifax","NS","B3S 1C5","184 Chain Lake DR
Halifax, NS B3S 1C5
(44.647106, -63.674105)"
"004082","Lounge","Dooly's Lounge (Port Hawkesbury)","634  Hwy 4 Reeves ST","Port Hawkesbury","NS","B9A 2R7","634  Hwy 4 Reeves ST
Port Hawkesbury, NS B9A 2R7
(45.615537, -61.353746)"
"006814","Special Premises","Alderdale Greens","403 Rudderham RD","Point Edward","NS","B2A 4V8","403 Rudderham RD
Point Edward, NS B2A 4V8
(46.157606, -60.254426)"
"004764","Lounge","Bitter End Lounge, The","1572 Argyle ST","Halifax","NS","B3J 2B3","1572 Argyle ST
Halifax, NS B3J 2B3
(44.645397, -63.573921)"
"002466","Special Premises","St. Margaret's Arena Association","12 Westwood BL","Upper Tantallon","NS","B3Z 1H3","12 Westwood BL
Upper Tantallon, NS B3Z 1H3
(44.706385, -63.858924)"
"004715","Eating Establishment","Pizza Delight (Bayers Lake)","209 Chain Lake DR","Halifax","NS","B3S 1C9","209 Chain Lake DR
Halifax, NS B3S 1C9
(44.652419, -63.676686)"
"004730","Special Premises","Casino Banquet Rooms","1983 Upper Water ST","Halifax","NS","B3J 3Y5","1983 Upper Water ST
Halifax, NS B3J 3Y5
(44.651629, -63.575552)"
"005884","Lounge","Winners Circle","493 Prince ST","Sydney","NS","B1P 5L8","493 Prince ST
Sydney, NS B1P 5L8
(46.140695, -60.176879)"
"001432","Club","Yarmouth Knights of Columbus Club","10 Collins ST","Yarmouth","NS","B5A 3C4","10 Collins ST
Yarmouth, NS B5A 3C4
(43.836854, -66.118612)"
"006771","Eating Establishment","Wild Roots Restaurant","4200 Highway #308","Tusket","NS","B0W 3M0","4200 Highway #308
Tusket, NS B0W 3M0
(43.868803, -65.968426)"
"004234","Special Premises","Osprey Ridge Golf Course","492 Harold Whynott RD","Bridgewater","NS","B4V 2W1","492 Harold Whynott RD
Bridgewater, NS B4V 2W1
(44.400786, -64.508965)"
"002928","Eating Establishment","Split Crow Dining Room Halifax","1855 Granville ST","Halifax","NS","B3J 1Y1","1855 Granville ST
Halifax, NS B3J 1Y1
(44.64943, -63.574501)"
"006649","Eating Establishment","Winners One Stop Restaurant","10574 Highway #3","Yarmouth","NS","B5A5J7","10574 Highway #3
Yarmouth, NS B5A5J7
(43.834229, -66.086117)"
"000881","Eating Establishment","Kai Brady's Fancy Dive Bar","5675 Spring Garden RD","Halifax","NS","B3J 1G9","5675 Spring Garden RD
Halifax, NS B3J 1G9
(44.642464, -63.579079)"
"006714","Lounge","The Brown Hound Pub","1450 Ironstone LN","Halifax","NS","B3J 0H9",
"005787","Eating Establishment","The Stretch Diner","3758 Highway #3","Chester","NS","B0J 1J0","3758 Highway #3
Chester, NS B0J 1J0
(44.547499, -64.231122)"
"006013","Eating Establishment","King Lam Restaurant","39 Main ST","Bible Hill","NS","B2N 4G5","39 Main ST
Bible Hill, NS B2N 4G5
(45.369516, -63.271688)"
"003774","Lounge","Split Crow Lounge Halifax","1855 Granville ST","Halifax","NS","B3J 1Y1","1855 Granville ST
Halifax, NS B3J 1Y1
(44.64943, -63.574501)"
"003553","Club","Shelburne Curling Club","144 Carleton ST","Shelburne","NS","B0T 1W0","144 Carleton ST
Shelburne, NS B0T 1W0
(43.753869, -65.31069)"
"005327","Club","St. Margaret's Men's Club","2353 Grand Mira South RD","Grand Mira South","NS","B1K 1K4","2353 Grand Mira South RD
Grand Mira South, NS B1K 1K4
(45.887213, -60.291035)"
"006238","Special Premises","Baile-Mor Salonspa Ltd.","143 Main ST","Antigonish","NS","B2G 2B6","143 Main ST
Antigonish, NS B2G 2B6
(45.623424, -61.986737)"
"006723","Eating Establishment","Antoinette's Cheesecakes - ""Let Them Eat Cake""","250 Baker DR","Dartmouth","NS","B2W 6L4","250 Baker DR
Dartmouth, NS B2W 6L4
(44.65634, -63.528856)"
"006070","Special Premises","Planters Ridge Winery","1441 Church ST","Port Williams","NS","B0P 1T0","1441 Church ST
Port Williams, NS B0P 1T0
(45.11329, -64.412928)"
"003168","Eating Establishment","Fo'c'sle Tavern","42 Queen ST","Chester","NS","B0J 1J0","42 Queen ST
Chester, NS B0J 1J0
(44.538396, -64.240229)"
"006590","Eating Establishment","Bione Restaurant","1030 South Park ST","Halifax","NS","B3H2W3","1030 South Park ST
Halifax, NS B3H2W3
(44.635395, -63.57644)"
"001567","Club","RCL Br. 151, Howie Centre (East Bay)","2317 King's RD","Sydney","NS","B1L 1C1","2317 King's RD
Sydney, NS B1L 1C1
(46.070429, -60.278782)"
"003571","Eating Establishment","The Olive Tree Pizzeria Bistro","137 Victoria RD","Sydney","NS","B1N 2V5",
"001865","Club","Twin Village Social Club","2699 Amiraults Hill RD","Amirault's Hill","NS","B0W 3M0",
"004232","Lounge","Whistler's Pub & Grub Lounge","285 George ST","Stewiacke","NS","B0N 2J0","285 George ST
Stewiacke, NS B0N 2J0
(45.138356, -63.349121)"
"001672","Eating Establishment","Bluenose II Restaurant & Grill","1824 Hollis ST","Halifax","NS","B3J 1W4","1824 Hollis ST
Halifax, NS B3J 1W4
(44.649355, -63.573724)"
"006117","Eating Establishment","Studio East Food + Drink","6021 Cunard ST","Halifax","NS","B3K 1E5","6021 Cunard ST
Halifax, NS B3K 1E5
(44.650716, -63.593132)"
"004956","Eating Establishment","Main Street Restaurant and Bakery","37764 Cabot Trail","Ingonish Beach","NS","B0C 1L0","37764 Cabot Trail
Ingonish Beach, NS B0C 1L0
(46.640593, -60.404172)"
"006306","Lounge","Sip Cafe","357 Main ST","Yarmouth","NS","B5A 1E7","357 Main ST
Yarmouth, NS B5A 1E7
(43.836588, -66.119944)"
"006369","Lounge","St. Louis Bar & Grill","792 Sackville DR","Lr. Sackville","NS","B4E 1R7","792 Sackville DR
Lr. Sackville, NS B4E 1R7
(44.774362, -63.693451)"
"004947","Special Premises","Oak Island Resort & Conference Centre","36 Treasure DR","Western Shore","NS","B0J 3M0","36 Treasure DR
Western Shore, NS B0J 3M0
(44.52084, -64.308393)"
"001053","Club","Chester Golf Club","222 Golf Course RD","Chester","NS","B0J 1J0","222 Golf Course RD
Chester, NS B0J 1J0
(44.540828, -64.225257)"
"001761","Club","Big Pond Volunteer Fire Department","7193 East Bay Hwy","Big Pond","NS","B1J 1V2","7193 East Bay Hwy
Big Pond, NS B1J 1V2
(45.912524, -60.532528)"
"006089","Lounge","Freemans Sackville","552 Sackville DR","Sackville","NS","B4C 2S2","552 Sackville DR
Sackville, NS B4C 2S2
(44.767366, -63.68392)"
"001210","Special Premises","Scotiabank Centre","5284 Duke ST","Halifax","NS","B3J 2V9","5284 Duke ST
Halifax, NS B3J 2V9
(44.648592, -63.577589)"
