"objectid","filenum","uofnum","occurred_d","occurred_t","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","forcetype","uof_reason","cycles_num","forceeffec","street_n","street","street_g","street_t","address","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","ra","beat","sector","division","dist_name","taag_name","x","y","geocoded_column"
,"UF2018-1423","53490, 53491, 53492","2018-11-30T00:00:00.000",,"11022.00000000000","Female","White","2015-06-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","Verbal Command, Take Down - Body, Pressure Points","Danger to self or others","NULL","No, Yes, No","7000.00000000000","Military","W","Pkwy.","7000 W Military Pkwy.","45331.00000000000","White","Female","Yes","Laceration/Cut","Yes","Agitated","Resisting Search and Transport","1235","321","320","SOUTHEAST",,,,,"POINT (-98.629181 29.40837)"
,"UF2018-0447","48986, 48987","2018-04-07T00:00:00.000",,"10577.00000000000","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Service Call","Take Down - Body, Held Suspect Down","Arrest","NULL","Yes, Yes","9355.00000000000","Forest","NULL","Ln.","9355 Forest Ln.","54003.00000000000","Black","Male","Yes","Abrasion/Scrape","Yes","None detected","Assault/FV, Warrant/Hold","1030","252","250","NORTHEAST",,,,,"POINT (-96.737123 32.909205)"
,"UF2018-0825","51072, 51074, 51077","2018-07-20T00:00:00.000",,"10188.00000000000","Male","White","2010-06-09T00:00:00.000","Yes","Abrasion/Scrape","No","Warrant Execution","Verbal Command, Take Down - Head, Held Suspect Down","Detention/Frisk","NULL","No, No, No","8030.00000000000","Chariot","NULL","Dr.","8030 Chariot Dr.","55246.00000000000","White","Male","Yes","Bloody Nose, Treated by DFD","Yes","Unknown","Other Agency Arrest","1217","318","310","SOUTHEAST",,,,,"POINT (-96.683908 32.782208)"
,"UF2018-0765","50472, 50473, 50474","2018-06-19T00:00:00.000",,"11072.00000000000","Male","White","2015-08-26T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","Handcuffing Take Down, Verbal Command, Take Down - Arm","Arrest","NULL","Yes, No, Yes","8687.00000000000","Central","N","Expwy.","8687 N Central Expwy.","54937.00000000000","White","Female","No","No injuries noted or visible","Yes","Unknown","Theft, Evading Arrest, Fail to ID","6012","654","650","NORTH CENTRAL",,,,,
,"UF2018-1267","52022, 52023","2018-09-07T00:00:00.000",,"10848.00000000000","Female","Black","2015-08-05T00:00:00.000","No","No injuries noted or visible","No","Service Call","Verbal Command, Hand Controlled Escort","Other","NULL","No, Yes","3943.00000000000","Cockrell Hill","S","Rd.","3943 S Cockrell Hill Rd.","39888.00000000000","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","4254","437","430","SOUTHWEST",,,,,"POINT (-96.891504 32.694694)"
,"UF2018-0939","51560","2018-08-03T00:00:00.000",,"9508.00000000000","Male","Hispanic","2008-07-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks","Arrest","NULL","Yes","2700.00000000000","McKinney","N","Ave.","2700 N McKinney Ave.","44653.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","2014","121","120","CENTRAL",,,,,"POINT (-95.79849900000002 29.552029)"
,"UF2018-1088","51832, 51833, 51834","2018-08-29T00:00:00.000",,"10543.00000000000","Male","White","2013-05-08T00:00:00.000","Yes","Abrasion/Scrape, Redness/Swelling","No","Arrest","Verbal Command, BD - Grabbed, Take Down - Arm","Active Aggression","NULL","No, Yes, Yes","9700.00000000000","C F Hawn","NULL","Frwy.","9700 C F Hawn Frwy.","55681.00000000000","White","Female","Yes","Abrasion/Scrape, Redness/Swelling","Yes","Poor hygiene","Warrant/Hold, Evading Arrest, Fail to ID","2218","338","330","SOUTHEAST",,,,,"POINT (-96.655091 32.702221)"
,"UF2018-0399","49607","2018-05-02T00:00:00.000",,"10220.00000000000","Female","White","2010-08-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","Take Down - Body","Arrest","NULL","Yes","5511.00000000000","Columbia","NULL","Ave.","5511 Columbia Ave.","48275.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Assault/FV, Resisting Search and Transport, Warrant/Hold","1186","114","110","CENTRAL",,,,,"POINT (-96.757332 32.800321)"
,"UF2018-0179","47891, 47892, 47893","2018-02-10T00:00:00.000",,"10918.00000000000","Male","White","2014-10-22T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed, BD - Pushed, Verbal Command","Active Aggression","NULL","Yes, Yes, No","18200.00000000000","Kelly Blvd","NULL","NULL","18200 Kelly Blvd","53414.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication","6006","611","610","NORTH CENTRAL",,,,,
,"UF2018-0609","50010, 50011","2018-05-28T00:00:00.000",,"8954.00000000000","Male","White","2006-10-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks, Take Down - Arm","Arrest","NULL","Yes, Yes","4836.00000000000","Sunnyvale","NULL","St.","4836 Sunnyvale St.","54630.00000000000","Hispanic","Male","Yes","Abrasion/Scrape","Yes","Alchohol","Assault/FV","4308","733","730","SOUTH CENTRAL",,,,,"POINT (-96.77306 32.696126)"
,"UF2018-0463","49495, 49496, 49497","2018-04-29T00:00:00.000",,"9571.00000000000","Male","White","2008-08-20T00:00:00.000","Yes","Redness/Swelling","No","Off-Duty Employment","Verbal Command, Hand Controlled Escort, Joint Locks","Arrest","NULL","No, No, Yes","2440.00000000000","Illinois","W","Ave.","2440 W Illinois Ave.","54332.00000000000","Black","Female","No","No injuries noted or visible","Yes","None detected","Assault/Public Servant","4208","445","440","SOUTHWEST",,,,,"POINT (-96.858799 32.720211)"
,"UF2018-0529","50024","2018-04-01T00:00:00.000",,"10848.00000000000","Female","Black","2015-08-05T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Weapon display at Person","Arrest","NULL","Yes","5124.00000000000","Laramore","NULL","Ln.","5124 Laramore Ln.","0.00000000000","Hispanic","Male","No","No injuries noted or visible","No","FD-Unknown if Armed","No Arrest","4445","437","430","SOUTHWEST",,,,,
,"UF2018-0843","49564, 49565, 49566, 49567","2018-04-24T00:00:00.000",,"10168.00000000000","Male","White","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Joint Locks, Hand/Arm/Elbow Strike, Joint Locks","Active Aggression","NULL","No, No, No, Yes","11500.00000000000","Forest Central","NULL","Dr.","11500 Forest Central Dr.","54365.00000000000","Hispanic","Male","Yes","Bloody Nose, Laceration/Cut","Yes","FD-Unknown if Armed","Take Weapon from PO, Resisting Arrest, Other Felony Arrest","1038","241","240","NORTHEAST",,,,,"POINT (-96.766356 32.904875)"
,"UF2018-0887","51152, 51153","2018-07-25T00:00:00.000",,"9059.00000000000","Male","White","2008-06-16T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","Handcuffing Take Down, Take Down - Arm","Arrest","NULL","No, Yes","3617.00000000000","Golden Hills","NULL","Dr.","3617 Golden Hills Dr.","55268.00000000000","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Evading Arrest, Resisting Search and Transport, Warrant/Hold","4338","737","730","SOUTH CENTRAL",,,,,"POINT (-96.765131 32.681106)"
,"UF2018-1528","53307, 53308","2018-11-22T00:00:00.000",,"11023.00000000000","Male","Hispanic","2015-06-03T00:00:00.000","No","No injuries noted or visible","No","Arrest","Handcuffing Take Down, Held Suspect Down","Arrest","NULL","Yes, Yes","3245.00000000000","Pentagon Pkwy","W","Pkwy.","3245 W Pentagon Pkwy Pkwy.","56601.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown","Unauthorize Use Vehicle, Burglary of a Vehicle, Evading Arrest, Resisting Arrest","4237","445","440","SOUTHWEST",,,,,"POINT (-96.872191 32.706376)"
,"UF2018-1359","51947","2018-09-02T00:00:00.000",,"6800.00000000000","Male","Black","1991-09-30T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","OC Spray","Danger to self or others","NULL","Yes","2900.00000000000","Elm","NULL","St.","2900 Elm St.","0.00000000000","Hispanic","Male","No","OC Spray Treatment","Yes","Alchohol","Public Intoxication","2067","153","150","CENTRAL",,,,,"POINT (-119.033132 35.38615)"
,"UF2018-0681","48449","2018-03-11T00:00:00.000",,"11019.00000000000","Female","White","2015-05-20T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Arrest","NULL","Yes","10025.00000000000","Harry Hines","NULL","Blvd.","10025 Harry Hines Blvd.","48177.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Mentally unstable","Warrant/Hold","3057","521","520","NORTHWEST",,,,,"POINT (-96.880984 32.859127)"
,"UF2018-0249","48885","2018-03-15T00:00:00.000",,"7632.00000000000","Female","Black","1999-02-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down","Arrest","NULL","Yes","3526.00000000000","LATIMER","NULL","St.","3526 LATIMER St.","53823.00000000000","Black","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","APOWW","2163","345","340","SOUTHEAST",,,,,"POINT (-82.737602 28.210188)"
,"UF2019-0156","53530","2018-12-02T00:00:00.000",,"10854.00000000000","Male","White","2014-08-13T00:00:00.000","Yes","Abrasion/Scrape","Yes","Service Call","Foot Pursuit","Arrest","NULL","Yes","5445.00000000000","Caruth Haven","NULL","Ln.","5445 Caruth Haven Ln.","56711.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Warrant/Hold, Theft, Evading Arrest","1095","654","650","NORTH CENTRAL",,,,,"POINT (-96.77407300000002 32.862582)"
,"UF2018-1100","51986","2018-09-01T00:00:00.000",,"7624.00000000000","Male","Black","1998-04-17T00:00:00.000","No","No injuries noted or visible","No","Service Call","Weapon display at Person","Weapon Display","NULL","Yes","3300.00000000000","Samuell","NULL","Blvd.","3300 Samuell Blvd.","55788.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold","6042","111","110","CENTRAL",,,,,"POINT (-96.738253 32.792939)"
,"UF2018-0675","47994","2018-02-15T00:00:00.000",,"10431.00000000000","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","Weapon display at Person","Other","NULL","Yes","2700.00000000000","Howland","NULL","St.","2700 Howland St.","53460.00000000000","Hispanic","Male","Yes","Gunshot","No","FD-Unknown if Armed","No Arrest","2038","122","120","CENTRAL",,,,,"POINT (-96.802154 32.79785)"
,"UF2018-0282","47595","2018-01-23T00:00:00.000",,"10507.00000000000","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","Weapon display at Person","Weapon Display","NULL","Yes","700.00000000000","Munger","S","Blvd.","700 S Munger Blvd.","53231.00000000000","White","Female","No","No injuries noted or visible","No","FD-Unknown if Armed","No Arrest","1210","113","110","CENTRAL",,,,,"POINT (-96.757463 32.792332)"
,"UF2018-1249","52630, 52631, 52632","2018-10-07T00:00:00.000",,"11033.00000000000","Male","White","2015-06-03T00:00:00.000","No","No injuries noted or visible","No","Arrest","Hand/Arm/Elbow Strike, Held Suspect Down, Verbal Command","Arrest","NULL","Yes, Yes, No","3400.00000000000","Abrams","NULL","Rd.","3400 Abrams Rd.","56133.00000000000","White","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication, Other Felony Arrest","1146","142","140","CENTRAL",,,,,"POINT (-82.044344 35.314874)"
,"UF2018-1447","48188, 48189, 48190, 48191","2018-02-28T00:00:00.000",,"10622.00000000000","Male","Black","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Handcuffing Take Down, Held Suspect Down, BD - Tripped","Arrest","NULL","No, Yes, Yes, Yes","4300.00000000000","Marsalis","S","Ave.","4300 S Marsalis Ave.","53586.00000000000","Black","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication","4302","751","750","SOUTH CENTRAL",,,,,"POINT (-96.814628 32.692303)"
,"UF2018-0629","50263","2018-05-18T00:00:00.000",,"8729.00000000000","Male","Black","2005-09-23T00:00:00.000","No","No injuries noted or visible","No","Service Call","Take Down - Arm","Arrest","NULL","Yes","2627.00000000000","Lancaster","S","Rd.","2627 S Lancaster Rd.","27274.00000000000","Black","Female","No","No injuries noted or visible","Yes","Unknown","Crim Trespass/Bldg/Prop","4222","722","720","SOUTH CENTRAL",,,,,"POINT (-96.804531 32.71538)"
,"UF2018-0296","47926","2018-02-10T00:00:00.000",,"9027.00000000000","Male","White","2007-01-10T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","Hand/Arm/Elbow Strike","Detention/Frisk","NULL","Yes","200.00000000000","PRAIRIE","N","Ave.","200 N PRAIRIE Ave.","53422.00000000000","Hispanic","Male","No","Non-Visible Injury/Pain","No","None detected","No Arrest","4518","114","110","CENTRAL",,,,,"POINT (-93.993503 39.743448)"
,"UF2018-1361","53108, 53109, 53110","2018-11-10T00:00:00.000",,"9757.00000000000","Female","White","2009-03-04T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Weapon display at Person, Taser","Danger to self or others","1","No, No, Yes","18788.00000000000","Marsh","NULL","Ln.","18788 Marsh Ln.","56504.00000000000","Black","Male","Yes","Taser Burn Marks","Yes","Agitated","APOWW","4423","612","610","NORTH CENTRAL",,,,,"POINT (-96.857171 33.006965)"
,"UF2018-1038","51537, 51538, 51539, 51540, 51541, 51542","2018-08-11T00:00:00.000",,"10575.00000000000","Female","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, BD - Grabbed, BD - Grabbed, BD - Pushed, BD - Grabbed, BD - Grabbed","Arrest","NULL","No, Yes, Yes, Yes, Yes, Yes","5300.00000000000","Columbia","NULL","Ave.","5300 Columbia Ave.","55507.00000000000","Black","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1193","114","110","CENTRAL",,,,,"POINT (-96.75938800000002 32.798523)"
,"UF2018-0313","48511","2018-03-14T00:00:00.000",,"10877.00000000000","Male","White","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Held Suspect Down","Arrest","NULL","Yes","9301.00000000000","forest","NULL","Ln.","9301 forest Ln.","36476.00000000000","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Crim Trespass/Bldg/Prop, Resisting Arrest","1030","252","250","NORTHEAST",,,,,"POINT (-95.4416 30.186718)"
,"UF2018-0217","48536","2018-03-14T00:00:00.000",,"11280.00000000000","Male","White","2017-02-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","Held Suspect Down","Danger to self or others","NULL","Yes","3600.00000000000","Malcolm X","S","Blvd.","3600 S Malcolm X Blvd.","53694.00000000000","Black","Male","No","No injuries noted or visible","No","Unknown Drugs","No Arrest","2144","346","340","SOUTHEAST",,,,,
,"UF2018-1518","53630, 53631","2018-12-06T00:00:00.000",,"10842.00000000000","Male","White","2014-06-18T00:00:00.000","Yes","Laceration/Cut, Abrasion/Scrape, Redness/Swelling, Sprain/Strain","Yes","Service Call","Take Down - Body, Feet/Leg/Knee Strike","Detention/Frisk","NULL","Yes, Yes","5809.00000000000","Greenville","NULL","Ave.","5809 Greenville Ave.","56768.00000000000","Black","Male","No","Non-Visible Injury/Pain","Yes","None detected","Evading Arrest, Resisting Arrest, Other Felony Arrest, Drug Possession - Misdemeanor","1096","218","210","NORTHEAST",,,,,"POINT (-96.76877 32.856739)"
,"UF2018-0298","47894","2018-01-13T00:00:00.000",,"10750.00000000000","Male","White","2014-01-29T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","BD - Pushed","Arrest","NULL","Yes","9500.00000000000","Forest","NULL","Ln.","9500 Forest Ln.","53113.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Evading Arrest","4424","256","250","NORTHEAST",,,,,"POINT (-96.729297 32.909077)"
,"UF2018-1553","53693, 53694, 53695, 53696","2018-12-09T00:00:00.000",,"10671.00000000000","Female","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Weapon display at Person, Foot Pursuit, BD - Grabbed","Arrest","NULL","No, No, Yes, No","8151.00000000000","Barclay","NULL","St.","8151 Barclay St.","10214.00000000000","Black","Male","No","No injuries noted or visible","Yes","Agitated","Assault, Theft, Evading Arrest, Crim Trespass/Hab/Weapon, Drug Possession - Felony","1243","324","320","SOUTHEAST",,,,,"POINT (-96.681419 32.750032)"
,"UF2018-0490","49194","2018-04-14T00:00:00.000",,"10907.00000000000","Male","Hispanic","2014-10-22T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down","Active Aggression","NULL","Yes","3500.00000000000","Gaston","NULL","Ave.","3500 Gaston Ave.","54181.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Drug Possession - Misdemeanor","2043","116","110","CENTRAL",,,,,"POINT (-86.31818 32.342322)"
,"UF2018-1279","52650","2018-10-08T00:00:00.000",,"7334.00000000000","Male","Black","1996-04-17T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","Taser","Danger to self or others","1","Yes","2833.00000000000","Martin Luther King","NULL","Blvd.","2833 Martin Luther King Blvd.","48592.00000000000","Black","Male","Yes","Puncture, Hospitalized, Internal Injury, Treated by DFD","Yes","Unknown Drugs","Criminal Mischief, APOWW","2128","343","340","SOUTHEAST",,,,,"POINT (-83.887457 35.990465)"
,"UF2018-0520","49891","2018-05-21T00:00:00.000",,"11046.00000000000","Male","White","2015-07-01T00:00:00.000","No","No injuries noted or visible","No","Service Call","Taser","Danger to self or others","4","Yes","9600.00000000000","Marsh","NULL","Ln.","9600 Marsh Ln.","54555.00000000000","Hispanic","Male","Yes","Abrasion/Scrape, Puncture","Yes","Unknown Drugs","APOWW","3054","525","520","NORTHWEST",,,,,"POINT (-96.856032 32.867179)"
,"UF2018-1259","52886, 52888, 52889","2018-10-26T00:00:00.000",,"7171.00000000000","Male","Hispanic","1995-03-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","Handcuffing Take Down, Held Suspect Down, Verbal Command","Danger to self or others","NULL","Yes, Yes, No","2800.00000000000","Ervay","S","St.","2800 S Ervay St.","56322.00000000000","Black","Female","No","No injuries noted or visible","No","Mentally unstable","No Arrest","2157","342","340","SOUTHEAST",,,,,"POINT (-96.77931 32.763295)"
,"UF2018-0281","47887","2018-02-08T00:00:00.000",,"9873.00000000000","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","Taser","Arrest","NULL","Yes","8200.00000000000","Fair Oaks","NULL","Xing","8200 Fair Oaks  Xing","53410.00000000000","Hispanic","Male","Yes","Elevated Heart Rate","Yes","Unknown Drugs","Evading Arrest","1053","244","240","NORTHEAST",,,,,
,"UF2018-1675","52045, 52046","2018-09-10T00:00:00.000",,"9923.00000000000","Male","White","2009-08-19T00:00:00.000","No","No injuries noted or visible","No","Service Call","BD - Tripped, Joint Locks","Arrest","NULL","Yes, Yes","7900.00000000000","Brookriver","NULL","Dr.","7900 Brookriver Dr.","55811.00000000000","White","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Warrant/Hold","3100","514","510","NORTHWEST",,,,,"POINT (-96.86341900000001 32.817729)"
,"UF2018-1427","53551, 53552","2018-12-03T00:00:00.000",,"7180.00000000000","Female","White","1995-04-28T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Taser, Taser","Arrest","1, 1","No, No","5922.00000000000","Cedar Springs RD","NULL","Rd.","5922 Cedar Springs RD Rd.","56715.00000000000","Black","Male","Yes","Puncture","Yes","Agitated","Criminal Mischief","3094","542","540","NORTHWEST",,,,,"POINT (-96.833359 32.827621)"
,"UF2018-1722","54006, 54007","2018-12-21T00:00:00.000",,"11071.00000000000","Male","White","2015-08-26T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","Verbal Command, Weapon display at Person","Weapon Display","NULL","No, Yes","2700.00000000000","Cleveland","NULL","St.","2700 Cleveland St.","0.00000000000","Black","Male","No","No injuries noted or visible","No","Unknown","Traffic Violation","2156","341","340","SOUTHEAST",,,,,"POINT (-80.16156 26.023137)"
,"UF2018-0914","51387, 51389, 51464","2018-08-04T00:00:00.000",,"7171.00000000000","Male","Hispanic","1995-03-10T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","Weapon display at Person, Handcuffing Take Down, Verbal Command","Arrest","NULL","No, Yes, No","8400.00000000000","Lake June","NULL","Rd.","8400 Lake June Rd.","48762.00000000000","White","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Evading Arrest","2202","336","330","SOUTHEAST",,,,,"POINT (-96.676302 32.734139)"
,"UF2018-1382","53301, 53302","2018-11-21T00:00:00.000",,"10907.00000000000","Male","Hispanic","2014-10-22T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Take Down - Body","Active Aggression","NULL","No, Yes","2500.00000000000","Meyers","NULL","St.","2500 Meyers St.","56599.00000000000","Black","Male","No","No injuries noted or visible","Yes","None detected","Fail to ID, Warrant/Hold, Resisting Arrest","2096","343","340","SOUTHEAST",,,,,"POINT (-96.772181 32.775954)"
,"UF2018-0503","49544","2018-04-30T00:00:00.000",,"10704.00000000000","Male","White","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Grabbed","Detention/Frisk","NULL","Yes","410.00000000000","Thicket","NULL","Cir.","410 Thicket Cir.","54351.00000000000","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","6022","234","230","NORTHEAST",,,,,
,"UF2018-0427","49454, 49455, 49456","2018-04-27T00:00:00.000",,"9184.00000000000","Male","White","2007-07-11T00:00:00.000","No","No injuries noted or visible","No","Arrest","Held Suspect Down, Verbal Command, Take Down - Arm","Arrest","NULL","Yes, No, Yes","4815.00000000000","Cass","NULL","St.","4815 Cass St.","53045.00000000000","Black","Female","No","No injuries noted or visible","Yes","None detected","Assault/FV, Resisting Arrest","3113","541","540","NORTHWEST",,,,,"POINT (-96.828855 32.812935)"
,"UF2018-0926","50486","2018-06-10T00:00:00.000",,"10937.00000000000","Male","White","2014-12-03T00:00:00.000","No","No injuries noted or visible","No","Arrest","BD - Pushed","Arrest","NULL","Yes","1026.00000000000","Saner","W","Ave.","1026 W Saner Ave.","0.00000000000","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","4240","453","450","SOUTHWEST",,,,,"POINT (-96.839777 32.713142)"
,"UF2018-0564","49823, 49824, 49825, 49826","2018-05-01T00:00:00.000",,"6241.00000000000","Male","White","1990-02-26T00:00:00.000","No","No injuries noted or visible","No","Service Call","BD - Grabbed, BD - Pushed, Handcuffing Take Down, Held Suspect Down","Detention/Frisk","NULL","No, Yes, Yes, Yes","12670.00000000000","Northwest","E","Hwy.","12670 E Northwest Hwy.","0.00000000000","Black","Male","Yes","Redness/Swelling, Abrasion/Scrape","Yes","Mentally unstable","Resisting Search and Transport, Other Misdemeanor Arrest","1102","227","220","NORTHEAST",,,,,"POINT (-96.663252 32.864015)"
,"UF2018-0025","47295, 47296, 47298","2018-01-03T00:00:00.000",,"10467.00000000000","Female","White","2012-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","Verbal Command, Held Suspect Down, Pressure Points","Active Aggression","NULL","No, Yes, No","8501.00000000000","Lullwater","NULL","Dr.","8501 Lullwater Dr.","52978.00000000000","White","Male","Yes","Abrasion/Scrape","Yes","Alchohol","Assault","1089","248","240","NORTHEAST",,,,,"POINT (-96.70404 32.8667)"
,"UF2018-1722","55503","2018-12-21T00:00:00.000",,"11059.00000000000","Female","Hispanic","2015-07-29T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","Weapon display at Person","Weapon Display","NULL","Yes","2700.00000000000","Cleveland","NULL","St.","2700 Cleveland St.","0.00000000000","Black","Female","No","No injuries noted or visible","No","Unknown","No Arrest","2156","341","340","SOUTHEAST",,,,,"POINT (-80.16156 26.023137)"
,"UF2018-0840","50969, 50970","2018-07-15T00:00:00.000",,"10400.00000000000","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","Verbal Command, Take Down - Body","Arrest","NULL","No, No","4417.00000000000","Lancaster","S","Rd.","4417 S Lancaster Rd.","55189.00000000000","Hispanic","Male","Yes","Abrasion/Scrape","Yes","Unknown Drugs","Assault/Public Servant, Resisting Arrest, Warrant/Hold","4304","726","720","SOUTH CENTRAL",,,,,"POINT (-96.793589 32.694837)"
,"UF2018-1229","52456","2018-09-29T00:00:00.000",,"11377.00000000000","Male","Black","2017-09-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","Take Down - Arm","Arrest","NULL","Yes","9412.00000000000","Windy Knoll","E","Dr.","9412 E Windy Knoll Dr.","56038.00000000000","White","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","1041","243","240","NORTHEAST",,,,,"POINT (-96.737788 32.897708)"
,"UF2018-1325","53041","2018-11-07T00:00:00.000",,"10652.00000000000","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","Feet/Leg/Knee Strike","Active Aggression","NULL","No","2600.00000000000","Commerce","NULL","St.","2600 Commerce St.","56454.00000000000","Hispanic","Male","No","Non-Visible Injury/Pain","Yes","Unknown Drugs","APOWW","2078","153","150","CENTRAL",,,,,"POINT (-95.344923 29.755011)"
,"UF2018-0124","48166","2018-02-26T00:00:00.000",,"10983.00000000000","Male","Hispanic","2015-03-11T00:00:00.000","No","No injuries noted or visible","No","Arrest","Hand/Arm/Elbow Strike","Arrest","NULL","Yes","1106.00000000000","Riverwood","NULL","Rd.","1106 Riverwood Rd.","53575.00000000000","White","Male","No","No injuries noted or visible","Yes","Mentally unstable","Assault/FV, Resisting Arrest","2220","354","350","SOUTHEAST",,,,,"POINT (-95.828027 46.831066)"
,"UF2018-0873","47246, 47247","2018-01-01T00:00:00.000",,"11145.00000000000","Male","White","2016-02-24T00:00:00.000","No","No injuries noted or visible","No","Service Call","Verbal Command, Take Down - Group","Danger to self or others","NULL","No, Yes","2100.00000000000","Zang","S","Blvd.","2100 S Zang Blvd.","52953.00000000000","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","4167","446","440","SOUTHWEST",,,,,"POINT (-96.830228 32.722203)"
,"UF2018-0242","48941, 48942","2018-04-04T00:00:00.000",,"6698.00000000000","Male","White","1991-07-29T00:00:00.000","No","No injuries noted or visible","No","Arrest","Joint Locks, Held Suspect Down","Arrest","NULL","Yes, Yes","4656.00000000000","St. Frances","NULL","Ave.","4656 St. Frances Ave.","53974.00000000000","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Assault/FV, Resisting Search and Transport, Warrant/Hold","1217","318","310","SOUTHEAST",,,,,
,"UF2018-0818","50794","2018-07-07T00:00:00.000",,"11355.00000000000","Female","White","2017-07-26T00:00:00.000","No","No injuries noted or visible","No","Service Call","Taser Display at Person","Detention/Frisk","NULL","Yes","5919.00000000000","Birchbrook","NULL","Dr.","5919 Birchbrook Dr.","55086.00000000000","Black","Male","No","No injuries noted or visible","No","Poor hygiene","No Arrest","1104","219","210","NORTHEAST",,,,,"POINT (-96.76549300000002 32.847462)"
,"UF2018-1017","51742, 51751, 51752, 51753","2018-08-26T00:00:00.000",,"8763.00000000000","Male","Hispanic","2006-01-04T00:00:00.000","Yes","Abrasion/Scrape","No","Arrest","Verbal Command, Take Down - Body, Held Suspect Down, Hand/Arm/Elbow Strike","Active Aggression","NULL","No, Yes, No, Yes","7308.00000000000","Elam","NULL","Rd.","7308 Elam Rd.","55660.00000000000","Black","Male","Yes","Injury Not Related to Force, Abrasion/Scrape","Yes","Agitated","Warrant/Hold","2209","353","350","SOUTHEAST",,,,,"POINT (-82.07548 32.658876)"
