"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"493","UF2014-1463","2014-10-28T00:00:00.000","23:28","10738","Male","White","2014-01-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21078, 21079"," Hand Controlled Escort, Verbal Command","Arrest","NULL"," Yes, Yes","36142","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","836 N LANCASTER AVE","4100","411","410","SOUTHWEST","D1"
"494","UF2014-1463","2014-10-28T00:00:00.000","8:00","6922","Female","White","1992-05-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21080, 21081"," Verbal Command, Hand Controlled Escort","Arrest","NULL"," Yes, Yes","36142","Black","Male","No"," No injuries noted or visible","Yes","NULL"," APOWW","836 N LANCASTER AVE","4100","411","410","SOUTHWEST","D1"
"495","UF2014-1463","2014-10-28T00:00:00.000","8:00","6950","Male","Black","1992-08-24T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21082, 21083"," Hand Controlled Escort, Verbal Command","Arrest","NULL"," Yes, Yes","36142","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","836 N LANCASTER AVE","4100","411","410","SOUTHWEST","D1"
"496","UF2014-1463","2014-10-28T00:00:00.000","8:00","5872","Male","Black","1988-08-15T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21084, 21085"," Hand Controlled Escort, Verbal Command","Arrest","NULL"," Yes, Yes","36142","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","836 N LANCASTER AVE","4100","411","410","SOUTHWEST","D1"
"497","UF2014-1552","2014-10-27T00:00:00.000","3:45","7813","Male","Black","1999-09-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21064"," BD - Pushed","Arrest","NULL"," Yes","36137","White","Female","No"," No injuries noted or visible","Yes","Unknown"," Prostitution, Escape","2700 TOLUCA AVE","4214","721","720","SOUTH CENTRAL","D4"
"498","UF2014-1554","2014-10-27T00:00:00.000","8:45","9757","Female","White","2009-03-04T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 21874, 21875"," Weapon display at Person, Verbal Command","Arrest","NULL"," Yes, Yes","36138","Asian","Male","No"," No injuries noted or visible","Yes","None detected"," Evading Arrest, Theft","9301 FOREST LN","1030","252","250","NORTHEAST","D10"
"499","UF2014-1622","2014-10-26T00:00:00.000","22:30","9739","Male","White","2009-01-21T00:00:00.000","Yes"," Redness/Swelling, Bruise, Sprain/Strain","Yes","Other ( In Narrative)"," 21046, 21047, 21048, 21049"," Hand/Arm/Elbow Strike, Take Down - Body, Verbal Command, Held Suspect Down","Active Aggression","NULL"," Yes, No, No, Yes","36110","Black","Male","No"," No injuries noted or visible","Yes","NULL"," DWI, Other Misdemeanor Arrest","111 W COMMERCE ST","4063","424","420","SOUTHWEST","D6"
"500","UF2014-1957","2014-10-26T00:00:00.000","21:11","10265","Male","Other","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21050, 21051, 21052, 21053, 23368"," Verbal Command, Taser, Take Down - Arm, Held Suspect Down, Joint Locks","Active Aggression","2"," No, Limited, Yes, Yes, Yes","36111","Black","Male","Yes"," Taser Burn Marks","Yes","Alchohol"," Assault/Public Servant, Resisting Search and Transport, Public Intoxication","2200 PINE ST","2178","347","340","SOUTHEAST","D7"
"747","UF2014-1702","2014-09-29T00:00:00.000","18:51","9169","Male","White","2007-07-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20368"," Taser","Active Aggression","1"," Yes","35681","Hispanic","Male","Yes"," Abrasion/Scrape","Yes","NULL"," Warrant/Hold","8550 PARK LN","1084","216","210","NORTHEAST","D13"
"501","UF2014-1533","2014-10-25T00:00:00.000","1:39","0","Male","White","2003-08-18T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," 21042, 21043"," Verbal Command, BD - Pushed","Active Aggression","NULL"," No, Yes","36106","White","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","2819 ELM ST","2066","153","150","CENTRAL","D2"
"502","UF2014-1533","2014-10-25T00:00:00.000","23:40","0","Male","White","2003-08-18T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," 21044, 21045"," Verbal Command, BD - Pushed","Active Aggression","NULL"," No, Yes","36106","White","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","2890 ELM ST","2066","153","150","CENTRAL","D2"
"503","UF2014-1493","2014-10-25T00:00:00.000","11:15","10521","Male","White","2013-04-10T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest","21057"," Take Down - Body","Arrest","NULL"," Yes","36113","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," DWI","3600 JUDGE DUPREE DR","4367","754","750","SOUTH CENTRAL","D8"
"505","UF2014-1433","2014-10-24T00:00:00.000","0:30","9581","Male","Black","2008-08-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 21031, 21032"," BD - Grabbed, Take Down - Body","Arrest","NULL"," Yes, Yes","36094","White","Female","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Assault, Assault/Public Servant","18101 PRESTON RD","6008","621","620","NORTH CENTRAL","D12"
"506","UF2014-1525","2014-10-24T00:00:00.000","20:45","10215","Female","White","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 21013, 21014"," Verbal Command, BD - Grabbed","Arrest","NULL"," No, Yes","36091","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication","2738 W DAVIS ST","4114","442","440","SOUTHWEST","D1"
"507","UF2014-1557","2014-10-24T00:00:00.000","8:00","8996","Female","White","2006-11-15T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest","21113"," Held Suspect Down","Active Aggression","NULL"," Yes","35193","White","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Assault/Public Servant","2911 HILLGLENN RD","1156","225","220","NORTHEAST","D9"
"508","UF2014-1461","2014-10-24T00:00:00.000","11:25","6241","Male","White","1990-02-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21059, 21060"," Joint Locks, Hand/Arm/Elbow Strike","Arrest","NULL"," Yes, Yes","15276","Black","Female","Yes"," Injured prior to contact","Yes","Unknown Drugs"," Prostitution, Resisting Arrest","3100 ATLANTA ST","2135","345","340","SOUTHEAST","D7"
"509","UF2014-1461","2014-10-24T00:00:00.000","14:53","7813","Male","Black","1999-09-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21063"," Hand Controlled Escort","Arrest","NULL"," Yes","15276","Black","Female","No"," No injuries noted or visible","Yes","NULL"," Prostitution, Resisting Arrest","3100 ATLANTA ST","2135","345","340","SOUTHEAST","D7"
"510","UF2014-1497","2014-10-24T00:00:00.000","21:30","10546","Male","White","2013-05-08T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21024, 21025, 21026, 21027"," BD - Grabbed, Held Suspect Down, Verbal Command, Joint Locks","Active Aggression","NULL"," Yes, No, No, Yes","36093","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3800 E R L THORNTON FWY","2082","153","150","CENTRAL","D7"
"511","UF2014-1497","2014-10-24T00:00:00.000","22:55","9835","Male","White","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21020, 21021, 21022, 21023"," BD - Grabbed, Held Suspect Down, Hand/Arm/Elbow Strike, Feet/Leg/Knee Strike","Active Aggression","NULL"," Yes, Yes, No, Yes","36093","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3800 S R L THORNTON FWY","4294","724","720","SOUTH CENTRAL","D4"
"512","UF2014-1909","2014-10-24T00:00:00.000","2:25","5953","Male","White","1989-01-19T00:00:00.000","Yes"," Sprain/Strain","No","Arrest"," 22551, 22552"," Take Down - Arm, Joint Locks","Arrest","NULL"," Yes, Yes","19467","Black","Female","No"," No injuries noted or visible","Yes","None detected"," Assault/Public Servant","5201 HARRY HINES BLVD","4452","514","510","NORTHWEST","D2"
"513","UF2014-1716","2014-10-24T00:00:00.000","22:00","10186","Male","Hispanic","2010-06-09T00:00:00.000","Yes"," OC SPRAY","No","Arrest"," 21028, 21029, 21030"," Verbal Command, Held Suspect Down, OC Spray","Other","NULL"," No, Yes, Yes","34201","Black","Male","Yes"," Abrasion/Scrape, OC Spray Treatment","Yes","Unknown"," Warrant/Hold, Evading Arrest, Other Felony Arrest","6700 SHADY BROOK LN","4529","215","210","NORTHEAST","D13"
"514","UF2014-1459","2014-10-23T00:00:00.000","14:45","9434","Male","White","2008-04-02T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","21037"," Take Down - Arm","Detention/Frisk","NULL"," Yes","36067","Hispanic","Male","No"," No injuries noted or visible","Yes","Marijuana"," Drug Possession - Misdemeanor","10819 ELAM RD","2206","335","330","SOUTHEAST","D5"
"515","UF2014-1548","2014-10-23T00:00:00.000","6:25","8996","Female","White","2006-11-15T00:00:00.000","Yes"," Abrasion/Scrape, Vision Impaired, pulled hair","No","Arrest","21008"," BD - Grabbed","Arrest","NULL"," Yes","36061","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Assault/FV, Assault/Public Servant","11511 FERGUSON RD","1258","227","220","NORTHEAST","D9"
"516","UF2014-1505","2014-10-23T00:00:00.000","1:20","9388","Male","White","2008-02-20T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop","21015"," BD - Pushed","Arrest","NULL"," Yes","36092","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Evading Arrest, Warrant/Hold","1300 GRIGSBY AVE","2019","156","150","CENTRAL","D2"
"517","UF2014-1460","2014-10-23T00:00:00.000","14:45","6855","Male","White","1992-01-27T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20989"," Take Down - Arm","Danger to self or others","NULL"," Yes","19479","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","2700 E LEDBETTER DR","4326","735","730","SOUTH CENTRAL","D8"
"518","UF2014-1504","2014-10-23T00:00:00.000","22:45","7561","Female","White","1997-09-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20979, 20980"," Verbal Command, Joint Locks","Active Aggression","NULL"," No, Yes","36064","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest","2810 N HENDERSON AVE","1160","143","140","CENTRAL","D14"
"519","UF2014-1549","2014-10-23T00:00:00.000","23:30","9252","Male","White","2007-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20970, 20971, 20973"," Verbal Command, Take Down - Body, Joint Locks","Arrest","NULL"," No, Yes, Yes","36062","Hispanic","Male","Yes"," Non-Visible Injury/Pain","Yes","Unknown Drugs"," Other Misdemeanor Arrest, Public Intoxication, Other Felony Arrest, Fail to ID","6033 E NORTHWEST HWY","4529","215","210","NORTHEAST","D13"
"520","UF2014-1774","2014-10-23T00:00:00.000","12:30","9873","Male","White","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 20987, 20988"," Take Down - Arm, Held Suspect Down","Active Aggression","NULL"," Yes, Yes","29875","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Theft, Resisting Arrest","6185 RETAIL RD","4529","215","210","NORTHEAST","D13"
"521","UF2014-1638","2014-10-23T00:00:00.000","19:06","10497","Male","Hispanic","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call","21010"," Weapon display at Person","Weapon Display","NULL"," Yes","36086","Black","Female","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV","7151 HOLLY HILL DR","4526","212","210","NORTHEAST","D13"
"522","UF2014-1415","2014-10-23T00:00:00.000","3:00","8917","Male","White","2006-09-13T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution","20984"," Weapon display at Person","Danger to self or others","NULL"," Yes","36077","Hispanic","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","716 S BRIGHTON AVE","4137","444","440","SOUTHWEST","D1"
"523","UF2014-1459","2014-10-22T00:00:00.000","10:30","9989","Male","White","2009-09-30T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)","20981"," Joint Locks","Detention/Frisk","NULL"," Yes","36067","Hispanic","Male","No"," No injuries noted or visible","Yes","Marijuana"," Drug Possession - Misdemeanor","10819 ELAM RD","2206","335","330","SOUTHEAST","D5"
"524","UF2014-1548","2014-10-22T00:00:00.000","1:00","6646","Male","White","1991-02-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20965, 20966, 20967, 20968, 20969, 20978"," Verbal Command, BD - Pushed, Joint Locks, Hand Controlled Escort, Pressure Points, Held Suspect Down","Active Aggression","NULL"," No, Yes, Yes, Yes, Yes, Yes","36061","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault/FV, Assault/Public Servant, Resisting Arrest","11511 FERGUSON RD","1258","227","220","NORTHEAST","D9"
"525","UF2014-1492","2014-10-22T00:00:00.000","22:00","10214","Male","Hispanic","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment"," 21040, 21041"," Take Down - Arm, Held Suspect Down","Active Aggression","NULL"," Yes, Yes","36102","White","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","1822 YOUNG ST","2087","135","130","CENTRAL","D2"
"526","UF2014-1496","2014-10-22T00:00:00.000","2:30","5085","Male","White","1984-09-25T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21733"," Weapon display at Person","Arrest","NULL"," Yes","36068","NULL","Male","No"," No injuries noted or visible","Yes","NULL"," Burglary/Building, Warrant/Hold","3108 LIVE OAK ST","2032","154","150","CENTRAL","D14"
"527","UF2014-1773","2014-10-22T00:00:00.000","6:00","10662","Male","Hispanic","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20938, 20940, 20941, 20947, 20952"," Verbal Command, BD - Tripped, Held Suspect Down, Leg Restraint System, Take Down - Arm","Danger to self or others","NULL"," No, Yes, Yes, Yes, Yes","36052","Hispanic","Male","Yes"," possible elbow inury, Treated by DFD","Yes","Mentally unstable"," No Arrest","8500 SCYENE RD","1244","325","320","SOUTHEAST","D5"
"528","UF2014-1396","2014-10-21T00:00:00.000","21:00","9146","Male","White","2007-05-30T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest"," 20924, 20925, 20926"," Hand Controlled Escort, Joint Locks, Feet/Leg/Knee Strike","Active Aggression","NULL"," No, No, Yes","36039","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Traffic Violation, Resisting Arrest, Warrant/Hold","1004 W CAMP WISDOM RD","4362","747","740","SOUTH CENTRAL","D8"
"529","UF2014-1637","2014-10-21T00:00:00.000","19:06","8837","Male","Black","2006-06-07T00:00:00.000","Yes"," Abrasion/Scrape","Yes","Call for Cover"," 20953, 20954, 20955, 20956, 20957, 20958, 20959"," BD - Grabbed, BD - Grabbed, Held Suspect Down, Verbal Command, Held Suspect Down, Held Suspect Down, Verbal Command","Arrest","NULL"," No, Yes, Yes, No, Yes, Yes, No","36050","Black","Female","Yes"," Bloody Nose","Yes","Mentally unstable"," APOWW","1086 SKILLMAN ST","1190","144","140","CENTRAL","D14"
"530","UF2014-1458","2014-10-21T00:00:00.000","22:15","7620","Male","Hispanic","1998-04-17T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","20923"," Joint Locks","Detention/Frisk","NULL"," Yes","36035","Hispanic","Male","Yes"," Non-Visible Injury/Pain","Yes","NULL"," Warrant/Hold","1100 COOMBS CREEK DR","4157","441","440","SOUTHWEST","D1"
"531","UF2015-0022","2014-10-21T00:00:00.000","21:25","9057","Male","White","2007-02-28T00:00:00.000","No"," No injuries noted or visible","No","Pedestrian Stop"," 20928, 20929, 21180"," Held Suspect Down, Taser Display at Person, Verbal Command","Arrest","NULL"," Yes, Yes, No","36041","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Warrant/Hold","3500 KINMORE ST","1214","314","310","SOUTHEAST","D2"
"532","UF2014-1637","2014-10-21T00:00:00.000","18:50","10639","Male","White","2013-09-25T00:00:00.000","Yes"," Abrasion/Scrape","Yes","Service Call"," 20934, 20935, 20936, 20937"," Joint Locks, Held Suspect Down, Leg Restraint System, Held Suspect Down","Arrest","NULL"," No, Yes, Yes, Yes","36050","Black","Female","Yes"," Bloody Nose","Yes","Mentally unstable"," APOWW","8401 SKILLMAN ST","1053","244","240","NORTHEAST","D10"
"533","UF2014-1620","2014-10-21T00:00:00.000","21:00","7342","Male","Black","1995-12-08T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20993, 20994, 21004, 21006, 21007"," Feet/Leg/Knee Strike, Held Suspect Down, Handcuffing Take Down, Taser, Verbal Command","Arrest","2"," No, Yes, No, Yes, No","36112","Black","Male","Yes"," Laceration/Cut, Hospitalized","Yes","Unknown"," Warrant/Hold, Resisting Arrest","9350 SKILLMAN ST","1042","257","250","NORTHEAST","D10"
"534","UF2014-1620","2014-10-21T00:00:00.000","0:30","10497","Male","Hispanic","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20998, 20999"," Verbal Command, Leg Restraint System","Arrest","NULL"," No, Yes","36112","Black","Male","Yes"," Laceration/Cut, Hospitalized","Yes","Unknown"," Warrant/Hold, Resisting Arrest","9350 SKILLMAN ST","1042","257","250","NORTHEAST","D10"
"535","UF2014-1620","2014-10-21T00:00:00.000","0:30","10540","Male","Hispanic","2013-05-08T00:00:00.000","No"," Abrasion/Scrape, Sprain/Strain","No","Service Call"," 21055, 21056"," Hand/Arm/Elbow Strike, Feet/Leg/Knee Strike","Active Aggression","NULL"," Yes, Yes","36112","Black","Male","No"," Laceration/Cut","No","NULL"," Warrant/Hold, Resisting Arrest","9350 SKILLMAN ST","1042","257","250","NORTHEAST","D10"
"536","UF2014-1649","2014-10-19T00:00:00.000","1:50","10035","Male","White","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21172, 21173"," Verbal Command, Held Suspect Down","Danger to self or others","NULL"," No, Yes","36004","White","Female","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","2121 ROSS AVE","4412","132","130","CENTRAL","D14"
"537","UF2015-0422","2014-10-19T00:00:00.000","13:15","10264","Female","White","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20903"," Take Down - Body","Active Aggression","NULL"," Yes","36006","Hispanic","Female","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication","2512 CEDAR SPRINGS RD","2038","122","120","CENTRAL","D14"
"538","UF2014-1649","2014-10-19T00:00:00.000","17:40","9576","Female","White","2008-08-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20899, 20900"," Verbal Command, BD - Grabbed","Arrest","NULL"," No, No","36004","White","Female","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","3121 ROSS AVE","2024","154","150","CENTRAL","D14"
"539","UF2014-1649","2014-10-19T00:00:00.000","1:50","9601","Male","White","2008-09-17T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20962, 20963, 20964"," Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL"," No, No, Yes","36004","White","Female","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","3121 ROSS AVE","2024","154","150","CENTRAL","D14"
"540","UF2014-1564","2014-10-19T00:00:00.000","19:40","10479","Female","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20911, 20912, 20913"," Verbal Command, Joint Locks, Hand Controlled Escort","Arrest","NULL"," No, Yes, Yes","36014","Hispanic","Male","No"," Elevated Heart Rate","No","Alchohol"," No Arrest","3700 GRAND AVE","2098","115","110","CENTRAL","D7"
"541","UF2014-1564","2014-10-19T00:00:00.000","20:55","10372","Male","Black","2012-05-09T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","20914"," Hand Controlled Escort","Arrest","NULL"," Yes","36014","Hispanic","Male","No"," Elevated Heart Rate","No","Alchohol"," No Arrest","3700 GRAND AVE","2098","115","110","CENTRAL","D7"
"542","UF2014-1772","2014-10-19T00:00:00.000","3:36","10048","Male","Black","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20906"," Take Down - Arm","Arrest","NULL"," Yes","26055","Hispanic","Male","Yes"," Laceration/Cut","Yes","Alchohol"," Burglary/Habitation","4708 TREMONT ST","2029","114","110","CENTRAL","D2"
"543","UF2014-1715","2014-10-19T00:00:00.000","15:59","10211","Male","Black","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Arrest","20982"," Weapon display at Person","Weapon Display","NULL"," Yes","36074","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," DWI","6800 SHADY BROOK LN","4529","215","210","NORTHEAST","D13"
"544","UF2014-1546","2014-10-19T00:00:00.000","6:35","9639","Male","White","2008-10-15T00:00:00.000","Yes"," No injuries noted or visible","No","Service Call"," 20909, 20910"," Take Down - Arm, Held Suspect Down","Arrest","NULL"," Yes, Yes","36011","Hispanic","Male","No"," Injured prior to contact","Yes","Alchohol"," Public Intoxication","8188 SPRING VALLEY RD","1021","643","640","NORTH CENTRAL","D11"
"545","UF2014-1543","2014-10-18T00:00:00.000","19:50","8009","Male","Asian","2001-04-13T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20815, 20816, 20820"," BD - Grabbed, Joint Locks, Held Suspect Down","Arrest","NULL"," No, No, Yes","35962","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Warrant/Hold","10222 N WALTON WALKER BLVD","3055","521","520","NORTHWEST","D6"
"546","UF2014-1543","2014-10-18T00:00:00.000","0:41","9827","Male","Hispanic","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21016, 21018, 21019"," BD - Tripped, Take Down - Arm, Held Suspect Down","Arrest","NULL"," Yes, Yes, Yes","35962","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Warrant/Hold","10222 N WALTON WALKER BLVD","3055","521","520","NORTHWEST","D6"
"547","UF2014-1714","2014-10-18T00:00:00.000","16:45","8837","Male","Black","2006-06-07T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress","22718"," Weapon display at Person","Weapon Display","NULL"," Yes"," 35983, 35985, 35984","Black","Female","No"," No injuries noted or visible","No","None detected"," No Arrest","11600 AUDELIA RD","1042","257","250","NORTHEAST","D10"
"548","UF2014-1745","2014-10-18T00:00:00.000","19:33","9854","Male","Hispanic","2009-06-10T00:00:00.000","Yes"," MACE","No","Suspicious Activity"," 20891, 20892, 20893, 20895, 20896"," Baton Strike/Open Mode, OC Spray, Verbal Command, Take Down - Body, Held Suspect Down","Arrest","NULL"," No, No, No, No, No","28605","Black","Male","Yes"," Treated by DFD, OC Spray Treatment, BATON STRICK","Yes","Unknown"," Burglary of a Vehicle, Evading Arrest, Resisting Arrest","1415 EDGEMONT AVE","4172","714","710","SOUTH CENTRAL","D4"
"549","UF2013-02905","2014-10-18T00:00:00.000","11:00","9664","Female","White","2008-10-29T00:00:00.000","Yes"," Redness/Swelling, Bloody Nose","No","Service Call"," 20868, 20869, 20870"," Verbal Command, Take Down - Arm, BD - Grabbed","Arrest","NULL"," No, No, No","32348","Black","Male","Yes"," Abrasion/Scrape","Yes","None detected"," Assault/Public Servant, Evading Arrest","1461 ROBERT B CULLUM BLVD","2112","343","340","SOUTHEAST","D7"
"550","UF2014-1453","2014-10-18T00:00:00.000","21:24","6104","Male","Hispanic","1992-01-27T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20812, 20813"," BD - Grabbed, BD - Pushed","Arrest","NULL"," Yes, Yes","35959","White","Female","No"," No injuries noted or visible","Yes","None detected"," Warrant/Hold","2121 MCKINNEY AVE","2040","122","120","CENTRAL","D14"
"551","UF2014-1491","2014-10-18T00:00:00.000","19:00","8859","Male","White","2006-06-30T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20927"," Taser","Danger to self or others","1"," Yes","36040","Black","Male","Yes"," Laceration/Cut, Taser Burn Marks","Yes","Mentally unstable"," APOWW","2826 MOJAVE DR","4376","755","750","SOUTH CENTRAL","D8"
"552","UF2014-1353","2014-10-18T00:00:00.000","22:54","7504","Male","White","1997-05-16T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20886"," Joint Locks","Crowd Disbursement","NULL"," Yes"," 35990, 35992","Black","Female","No"," No injuries noted or visible","Yes","None detected"," No Arrest","3900 MARTIN LUTHER KING JR BLVD","2098","115","110","CENTRAL","D7"
"553","UF2014-1353","2014-10-18T00:00:00.000","20:30","7504","Male","White","1997-05-16T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20886"," Joint Locks","Crowd Disbursement","NULL"," Yes"," 35990, 35992","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Other Misdemeanor Arrest","3900 MARTIN LUTHER KING JR BLVD","2098","115","110","CENTRAL","D7"
"554","UF2014-1353","2014-10-18T00:00:00.000","20:30","10396","Male","White","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20887, 20888, 20889"," BD - Grabbed, Verbal Command, Take Down - Head","Arrest","NULL"," No, No, No","35990","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Other Misdemeanor Arrest","3900 MARTIN LUTHER KING JR BLVD","2098","115","110","CENTRAL","D7"
"555","UF2014-1454","2014-10-18T00:00:00.000","3:45","10545","Male","White","2013-05-08T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 20849, 20850, 20851, 20852, 20853, 20854, 20855"," Verbal Command, Held Suspect Down, Verbal Command, Handcuffing Take Down, BD - Grabbed, Held Suspect Down, Handcuffing Take Down","Arrest","NULL"," No, Yes, No, Yes, Yes, Yes, Yes","35970","Hispanic","Female","Yes"," Redness/Swelling","Yes","Mentally unstable"," APOWW","7700 HUTTIG AVE","1250","332","330","SOUTHEAST","D5"
"556","UF2014-1454","2014-10-18T00:00:00.000","0:30","7744","Female","Black","1999-03-19T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover"," 20823, 20824, 20826, 20827, 20828"," Verbal Command, Held Suspect Down, Verbal Command, Held Suspect Down, Hand Controlled Escort","Danger to self or others","NULL"," No, No, No, Yes, Yes","35970","Hispanic","Female","Yes"," Redness/Swelling","Yes","Mentally unstable"," APOWW","7816 HUTTIG AVE","1250","332","330","SOUTHEAST","D5"
"557","UF2014-1636","2014-10-18T00:00:00.000","22:00","10623","Male","Hispanic","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Service Call","20986"," Weapon display at Person","Danger to self or others","NULL"," Yes","35989","White","Female","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Warrant/Hold","8110 SKILLMAN ST","1053","244","240","NORTHEAST","D10"
"558","UF2014-1876","2014-10-18T00:00:00.000","19:05","10211","Male","Black","2010-06-09T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop","20983"," Weapon display at Person","Weapon Display","NULL"," Yes","22070","Black","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","8110 SKILLMAN ST","1053","244","240","NORTHEAST","D10"
"559","UF2014-1544","2014-10-18T00:00:00.000","0:40","7587","Male","White","1998-01-07T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 20856, 20857, 20858"," Joint Locks, Take Down - Arm, Take Down - Body","Arrest","NULL"," Yes, Yes, Yes","35971","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Warrant/Hold","8850 N STEMMONS FWY","3078","522","520","NORTHWEST","D6"
