OBJECTID,FILENUM,UOFNum,Address,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,RA,BEAT,SECTOR,DIVISION,DIST_NAME,TAAG_Name,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer,City Councils,Zip Codes,Counties
476,UF2016-1347," 37270, 37271, 37272",3000 FOREST LN,09/26/2016,1:29:00 PM,8856,Male,White,06/30/2006,No, No injuries noted or visible,No,Traffic Stop," Verbal Command, Hand Controlled Escort, Taser",Arrest,NULL," No, No, Yes",3000,Forest,NULL,Ln.,46870,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown," Traffic Violation, Resisting Arrest",4550,553,550,NORTHWEST,D13,Forest Dennis*,,,"3000 FOREST LN
Dallas, TX
(32.909539, -96.876345)",11,3,13,19745,3162
230,UF2016-1344," 37830, 37831, 37832, 37833, 37834",11201 E LAKE HIGHLANDS DR,11/05/2016,10:00:00 PM,10508,Male,White,04/10/2013,No, No injuries noted or visible,No,Arrest," Verbal Command, BD - Grabbed, Take Down - Body, Take Down - Head, Take Down - Group",Arrest,NULL," No, No, Yes, Yes, Yes",11201,Lake Highlands,NULL,Dr.,47283,Black,Male,No, No injuries noted or visible,Yes,Unknown," Assault/FV, Evading Arrest, Resisting Arrest, Warrant/Hold",1098,248,240,NORTHEAST,D9, ,,,"11201 E LAKE HIGHLANDS DR
Dallas, TX
(32.8621, -96.701399)",13,3,9,18924,3162
772,UF2016-0921,36093,111 W COMMERCE ST,08/10/2016,6:45:00 PM,0,Male,Black,10/28/2015,No, No injuries noted or visible,No,Other ( In Narrative), Held Suspect Down,Active Aggression,NULL, Yes,111,Commerce,W,St.,45803,Black,Male,No, No injuries noted or visible,Yes,Unknown, Assault/FV,4063,424,420,SOUTHWEST,D6, ,,,"111 W COMMERCE ST
Dallas, TX
(32.775095, -96.821913)",6,3,6,18519,3162
778,UF2016-0950," 36161, 36162",7575 W WHEATLAND RD,08/09/2016,5:00:00 PM,9628,Male,White,09/17/2008,No, No injuries noted or visible,No,Arrest," Hand Controlled Escort, Take Down - Arm",Detention/Frisk,NULL," No, Yes",7575,Wheatland,NULL,Rd.,46112,Black,Female,No, No injuries noted or visible,Yes,Unknown Drugs," Assault/FV, Resisting Search and Transport, Other Felony Arrest, Warrant/Hold",4397,435,430,SOUTHWEST,D3, ,,,"7575 W WHEATLAND RD
Dallas, TX
(32.642106, -96.955027)",3,3,3,20171,3162
307,UF2016-1310," 37559, 37560",7116 HOLLY HILL DR,10/19/2016,11:40:00 PM,9903,Male,White,07/08/2009,No, No injuries noted or visible,No,Service Call," Verbal Command, Weapon display at Person",Weapon Display,NULL," No, Yes",7116,Holly Hill,NULL,Dr.,0,Hispanic,Male,No, No injuries noted or visible,No,FD-Suspect w/ Other Weapon, No Arrest,4526,212,210,NORTHEAST,D13,Five Points*,,,"7116 HOLLY HILL DR
Dallas, TX
(32.87478, -96.759918)",11,3,13,19377,3162
819,UF2016-0901," 35926, 35927, 35928",9606 C F HAWN FWY,07/31/2016,5:15:00 PM,11086,Male,Asian,09/23/2015,No, No injuries noted or visible,No,Service Call," BD - Grabbed, Take Down - Body, Held Suspect Down",Arrest,NULL," No, No, Yes",9606,C F Hawn,NULL,Frwy.,7228,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Theft, Resisting Arrest",2218,338,330,SOUTHEAST,D5, ,,,"9606 C F HAWN FWY
Dallas, TX
(32.702741, -96.656727)",5,3,5,18921,3162
155,UF2016-1431," 38137, 38138",3200 FORT BEND DR,11/21/2016,1:30:00 PM,8458,Male,White,10/24/2003,No, No injuries noted or visible,No,Arrest," Verbal Command, Take Down - Arm",Arrest,NULL," No, Yes",3200,Fort Bend,NULL,Dr.,43759,Black,Male,No, No injuries noted or visible,Yes,None detected," Evading Arrest, Drug Possession - Misdemeanor",1238,323,320,SOUTHEAST,D7,StAugustine Bruton*,,,"3200 FORT BEND DR
Dallas, TX
(32.763404, -96.659664)",7,3,7,19359,3162
667,UF2016-1034,36405,3020 DUNCANVILLE RD,08/27/2016,7:04:00 AM,11039,Male,White,06/17/2015,No, No injuries noted or visible,No,Arrest, Taser,Arrest,1, Yes,3020,Duncanville,NULL,Dr.,46329,White,Male,Yes," Laceration/Cut, Treated by DFD",Yes,FD-Motor Vehicle," Burglary of a Vehicle, Warrant/Hold",4442,433,430,SOUTHWEST,D3, ,,,"3020 DUNCANVILLE RD
Dallas, TX
(32.709087, -96.908587)",3,3,3,18528,3162
708,UF2017-020,38185,2000 CITADEL DR,08/21/2016,1:40:00 AM,11030,Female,Black,06/03/2015,No, No injuries noted or visible,No,Other ( In Narrative), BD - Grabbed,Other,NULL, No,2000,Citadel,NULL,Dr.,46245,Hispanic,Male,Yes, Abrasion/Scrape,Yes,Alchohol, Public Intoxication,1256,328,320,SOUTHEAST,D5, ,,,"2000 CITADEL DR
Dallas, TX
(32.74699, -96.655287)",5,3,5,18921,3162
914,UF2016-0802," 35671, 35672, 35674",6800 SHADY BROOK LN,07/13/2016,4:30:00 AM,9231,Female,White,09/05/2007,No, No injuries noted or visible,No,Arrest," Verbal Command, Held Suspect Down, Taser",Arrest,2," No, No, Yes",6800,SHADY BROOK,N,Ln.,27972,Black,Male,No, Treated by DFD,Yes,Unknown," Burglary of a Vehicle, Criminal Mischief, Evading Arrest, Resisting Arrest, Warrant/Hold",4529,215,210,NORTHEAST,D13,Five Points*,,,"6800 SHADY BROOK LN
Dallas, TX
(32.870163, -96.738865)",9,3,10,19377,3162
173,UF2016-1451," 38112, 38113, 38114, 38115",2833 CANARY DR,11/19/2016,4:11:00 PM,10654,Male,White,09/25/2013,No, Abrasion/Scrape,No,Arrest," Feet/Leg/Knee Strike, Feet/Leg/Knee Strike, Joint Locks, Take Down - Head",Active Aggression,NULL," No, No, No, Yes",2833,Canary Dr.,NULL,Dr.,47452,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Resisting Search and Transport, Public Intoxication",4225,728,720,SOUTH CENTRAL,D4, ,,,"2833 CANARY DR
Dallas, TX
(32.714226, -96.781349)",4,3,4,18915,3162
724,UF2017-011,36208,2900 COLONIAL AVE,08/19/2016,2:25:00 PM,10136,Male,Other,03/03/2010,No, No injuries noted or visible,No,Arrest, Take Down - Body,Arrest,NULL, Yes,2900,Colonial,NULL,Ave.,20225,Black,Male,Yes, Taser Burn Marks,Yes,Marijuana," Other Felony Arrest, Drug Possession - Misdemeanor, Resisting Arrest",2157,342,340,SOUTHEAST,D7,JuliusSchepps Central*,,,"2900 COLONIAL AVE
Dallas, TX
(32.762512, -96.777274)",7,3,7,18541,3162
324,UF2016-1130,37501,2008 COMMERCE ST,10/17/2016,3:20:00 PM,7715,Male,White,01/08/1999,No, No injuries noted or visible,No,Arrest, Held Suspect Down,Arrest,NULL, Yes,2008,Commerce,NULL,St.,44127,Black,Male,Yes, Abrasion/Scrape,Yes,Unknown Drugs," Public Intoxication, Resisting Arrest",2075,134,130,CENTRAL,D14, ,,,"2008 COMMERCE ST
Dallas, TX
(32.781079, -96.793593)",12,3,14,20152,3162
401,UF2016-1301," 37216, 37217, 37218, 37219",8026 ROYAL LN,10/03/2016,8:00:00 AM,9907,Male,White,07/08/2009,Yes," Fatigue, Abrasion/Scrape, Sprain/Strain",No,Arrest," Verbal Command, Joint Locks, Joint Locks, Held Suspect Down",Active Aggression,NULL," No, No, Yes, Yes",8026,Royal,NULL,Ln.,44024,Black,Male,Yes, OC Spray Treatment,Yes,Mentally unstable," Warrant/Hold, Resisting Arrest, Other Felony Arrest",1038,241,240,NORTHEAST,D13, ,,,"8026 ROYAL LN
Dallas, TX
(32.898218, -96.76184)",9,3,10,19761,3162
420,UF2016-1088,37136,7229 LA BOLSA DR,09/30/2016,2:00:00 PM,8250,Male,Black,07/19/2002,No, No injuries noted or visible,No,Service Call, Held Suspect Down,Danger to self or others,NULL, Yes,7229,La Bolsa,NULL,NULL,19604,White,Male,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,1005,624,620,NORTH CENTRAL,D12, ,,,"7229 LA BOLSA DR
Dallas, TX
(32.964509, -96.783176)",14,3,12,20168,3162
381,UF2016-1172," 37286, 37480",4204 N CAPISTRANO DR,10/06/2016,7:00:00 PM,10855,Male,White,08/13/2014,No, No injuries noted or visible,No,Arrest," Weapon display at Person, Verbal Command",Barricaded Person,NULL," Yes, Yes",4204,Capistrano dr,S,NULL,46875,White,Male,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,6007,614,610,NORTH CENTRAL,D12, ,,,"4204 N CAPISTRANO DR
Dallas, TX
(33.005782, -96.836659)",14,3,12,18783,3110
863,UF2016-0840,35768,3440 E ROSEMEADE PKWY,07/19/2016,8:28:00 PM,7310,Male,White,11/08/1995,No, No injuries noted or visible,No,Arrest, Taser Display at Person,Active Aggression,NULL, Yes,3440,rosemeade,NULL,Pkwy.,45889,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown, Crim Trespass/Bldg/Prop,6006,611,610,NORTH CENTRAL,D12, ,,,"3440 E ROSEMEADE PKWY
Dallas, TX
(33.01165, -96.859994)",14,,12,18783,839
727,UF2016-1321," 36195, 36196",3400 SOUTHERN OAKS BLVD,08/18/2016,9:40:00 PM,8525,Male,White,07/30/2004,No, No injuries noted or visible,No,Arrest," Weapon display at Person, Hand Controlled Escort",Arrest,NULL," Yes, Yes",3400,Southern Oaks,NULL,Blvd.,46223,White,Male,Yes," Redness/Swelling, Laceration/Cut",Yes,Alchohol and unknown drugs," Burglary of a Vehicle, Evading Arrest, Warrant/Hold, Resisting Arrest",4531,716,710,SOUTH CENTRAL,D4, ,,,"3400 SOUTHERN OAKS BLVD
Dallas, TX
(32.721309, -96.771253)",4,3,4,18915,3162
45,UF2016-1488," 38648, 38649",2440 VICTORY PARK LN,12/16/2016,12:30:00 AM,7950,Male,White,09/22/2000,No, No injuries noted or visible,No,Arrest," Weapon display at Person, Verbal Command",Arrest,NULL," Yes, Yes",2440,Victory Park,NULL,Ln.,47795,White,Male,No, No injuries noted or visible,Yes,Alchohol, Other Misdemeanor Arrest,6065,131,130,CENTRAL,D2, ,,,"2440 VICTORY PARK LN
Dallas, TX
(32.788067, -96.809336)",2,3,2,18929,3162
977,UF2016-0858,36002,2713 CANTON ST,07/03/2016,12:40:00 AM,9849,Male,Hispanic,06/10/2009,No, No injuries noted or visible,No,Off-Duty Employment, Joint Locks,Active Aggression,NULL, Yes,2713,Canton,NULL,St.,45733,White,Female,Yes, Non-Visible Injury/Pain,Yes,Alchohol and unknown drugs, Public Intoxication,2078,153,150,CENTRAL,D2,Monument Good Latimer*,,,"2713 CANTON ST
Dallas, TX
(32.7821, -96.783648)",2,3,2,19357,3162
756,UF2016-1214," 36132, 36133, 36134, 36135",3130 ANZIO DR,08/13/2016,4:10:00 PM,9096,Male,White,04/04/2007,Yes, Fluid Exposure,No,Arrest," BD - Grabbed, BD - Grabbed, BD - Grabbed, Pressure Points",Arrest,NULL," Yes, Yes, Yes, Yes",3130,Anzio,NULL,Dr.,46168,Hispanic,Male,No, Injured prior to contact,Yes,Unknown Drugs," APOWW, Criminal Mischief",4239,445,440,SOUTHWEST,D4, ,,,"3130 ANZIO DR
Dallas, TX
(32.710678, -96.841303)",4,3,4,18939,3162
576,UF2016-1343," 36675, 36676, 36677, 36678, 36679, 36680",12670 E NORTHWEST HWY,09/09/2016,7:23:00 AM,9761,Male,White,03/04/2009,No, No injuries noted or visible,No,Arrest," Verbal Command, BD - Grabbed, Joint Locks, Hand Controlled Escort, Held Suspect Down, Leg Restraint System",Arrest,NULL," No, No, No, Yes, Yes, Yes",12670,Northwest,E,Hwy.,46523,Black,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Assault/FV, Resisting Search and Transport",1102,227,220,NORTHEAST,D9, ,,,"12670 E NORTHWEST HWY
Dallas, TX
(32.864019, -96.662901)",13,3,9,19361,3162
134,UF2016-1475,38314,511 N AKARD ST,11/26/2016,9:00:00 PM,9881,Male,White,06/10/2009,No, No injuries noted or visible,No,Arrest, Weapon display at Person,Active Aggression,NULL, Yes,511,Akard,N,St.,47555,Black,Male,No, No injuries noted or visible,Yes,Unknown, Assault,2049,132,130,CENTRAL,D14, ,,,"511 N AKARD ST
Dallas, TX
(32.784328, -96.800631)",12,3,14,20152,3162
865,UF2016-1208,35800,5308 S HAMPTON RD,07/19/2016,8:05:00 PM,6614,Male,American Ind,01/07/1991,No, No injuries noted or visible,No,Service Call, BD - Pushed,Other,NULL, Yes,5308,Hampton,S,Rd.,45925,Black,Male,No, No injuries noted or visible,No,NULL, No Arrest,4393,454,450,SOUTHWEST,D3,Hampton Ledbetter*,,,"5308 S HAMPTON RD
Dallas, TX
(32.682091, -96.856953)",3,3,3,19379,3162
1001,UF2016-0772," 35381, 35382, 35383, 35384",6535 ROCK CANYON TRL,06/30/2016,9:27:00 PM,9587,Male,White,08/20/2008,No, No injuries noted or visible,No,Arrest," Verbal Command, Held Suspect Down, Pressure Points, Leg Restraint System",Active Aggression,NULL," No, Yes, No, Yes",6535,Rock Canyon Trail,NULL,NULL,21203,Black,Male,Yes, Injury Not Related to Force,Yes,Mentally unstable, Warrant/Hold,4349,743,740,SOUTH CENTRAL,D3, ,,,"6535 ROCK CANYON TRL
Dallas, TX
(32.668114, -96.839333)",3,3,3,19379,3162
994,UF2016-0982,35415,7501 N STEMMONS FWY,07/01/2016,11:00:00 PM,10195,Male,Hispanic,06/09/2010,No, No injuries noted or visible,No,Off-Duty Incident, Hand Controlled Escort,Active Aggression,NULL, Yes,7501,STEMMONS,N,Frwy.,45707,Hispanic,Male,No, No injuries noted or visible,No,Unknown, No Arrest,3077,512,510,NORTHWEST,D6, ,,,"7501 N STEMMONS FWY
Dallas, TX
(32.820652, -96.8704)",6,3,6,20162,3162
936,UF2016-0797," 35535, 35536",405 N EWING AVE,07/09/2016,1:00:00 AM,11048,Male,White,07/15/2015,No, No injuries noted or visible,No,Service Call," Weapon display at Person, Verbal Command",Weapon Display,NULL," Yes, Yes",405,EWING,N,Ave.,45801,Black,Male,No, No injuries noted or visible,Yes,None detected, Warrant/Hold,4106,414,410,SOUTHWEST,D1,Jefferson Corridor*,,,"405 N EWING AVE
Dallas, TX
(32.753307, -96.812691)",1,3,1,20538,3162
941,UF2016-1070," 37384, 37385",3601 CREEK VIEW DR,07/09/2016,12:30:00 PM,6892,Male,Black,01/27/1992,No, No injuries noted or visible,No,Other ( In Narrative)," Weapon display at Person, Weapon display at Person",Danger to self or others,NULL," Yes, Yes",225,Creekview,NULL,Dr.,0,Black,Male,No, No injuries noted or visible,No,FD-Unknown if Armed, No Arrest,4236,445,440,SOUTHWEST,D3, ,,,"3601 CREEK VIEW DR
Dallas, TX
(32.708882, -96.880059)",3,3,3,19380,3162
529,UF2016-1175,36816,900 ROSS AVE,09/16/2016,5:45:00 PM,8947,Male,White,09/27/2006,Yes, No injuries noted or visible,No,Arrest, Taser,Arrest,1, No,900,ross ave,NULL,NULL,46092,White,Male,Yes," Puncture, Abrasion/Scrape",Yes,Alchohol and unknown drugs," Evading Arrest, Warrant/Hold",2049,132,130,CENTRAL,D14, ,,,"900 ROSS AVE
Dallas, TX
(32.781997, -96.805127)",12,3,14,20153,3162
369,UF2016-1368," 37533, 37536",7918 MAXWELL AVE,10/09/2016,6:19:00 PM,10744,Female,Hispanic,01/29/2014,No, No injuries noted or visible,No,Service Call," Weapon display at Person, Verbal Command",Weapon Display,NULL," Yes, Yes",7918,Maxwell,NULL,Ave.,47026,Hispanic,Male,No, No injuries noted or visible,Yes,None detected, Warrant/Hold,1252,332,330,SOUTHEAST,D5,LakeJune Buckner*,,,"7918 MAXWELL AVE
Dallas, TX
(32.735302, -96.68581)",5,3,5,18921,3162
777,UF2016-0950,36163,7075 W WHEATLAND RD,08/09/2016,5:00:00 PM,9450,Male,Hispanic,05/14/2008,No, No injuries noted or visible,No,Arrest, Hand Controlled Escort,Arrest,NULL, Yes,7075,Wheatland,W,Rd.,46112,Black,Female,Yes, Bruise,Yes,Unknown Drugs," Assault/FV, Resisting Arrest, Warrant/Hold, Other Felony Arrest",4397,435,430,SOUTHWEST,D3, ,,,"7075 W WHEATLAND RD
Dallas, TX
(32.647214, -96.945003)",3,3,3,20171,3162
686,UF2016-1091," 36351, 36353, 36354",400 N LAMAR ST,08/25/2016,9:00:00 PM,8759,Male,White,12/16/2005,No, No injuries noted or visible,No,Arrest," Verbal Command, Take Down - Arm, Joint Locks",Arrest,NULL," No, Yes, Yes",400,lamar,N,St.,46312,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Public Intoxication, Resisting Arrest, Drug Possession - Misdemeanor",2049,132,130,CENTRAL,D14, ,,,"400 N LAMAR ST
Dallas, TX
(32.781574, -96.804915)",12,3,14,20153,3162
14,UF2017-037,38866,14140 HAYMEADOW DR,12/25/2016,9:45:00 PM,9639,Male,White,10/15/2008,No, No injuries noted or visible,No,Service Call, Take Down - Body,Detention/Frisk,NULL, Yes,14140,Haymeadow,NULL,Dr.,47912,White,Male,No, No injuries noted or visible,Yes,Alchohol, Assault/FV,1012,632,630,NORTH CENTRAL,D11, ,,,"14140 HAYMEADOW DR
Dallas, TX
(32.941092, -96.771919)",10,3,11,18778,3162
769,UF2016-0999," 36136, 36137",2000 HICKORY ST,08/11/2016,8:30:00 PM,8955,Male,White,11/01/2006,No, No injuries noted or visible,No,Arrest," Take Down - Arm, Verbal Command",Arrest,NULL," Yes, No",2000,HICKORY ST,W,St.,46172,White,Male,Yes," Laceration/Cut, Injury Not Related to Force",Yes,Alchohol, Public Intoxication,2106,152,150,CENTRAL,D2, ,,,"2000 HICKORY ST
Dallas, TX
(32.773045, -96.783485)",2,3,2,18541,3162
196,UF2016-1316," 37983, 37984, 37985",1100 N STEMMONS FWY,11/13/2016,9:10:00 AM,9765,Male,White,03/18/2009,No, No injuries noted or visible,No,Arrest," Held Suspect Down, Handcuffing Take Down, Take Down - Group",Danger to self or others,NULL," Yes, Yes, Yes",1100,Stemmons,N,Frwy.,47368,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown Drugs, APOWW,6065,131,130,CENTRAL,D2, ,,,"1100 N STEMMONS FWY
Dallas, TX
(32.789226, -96.813755)",6,3,6,20549,3162
56,UF2016-1479," 38603, 38606",2300 PACIFIC AVE,12/13/2016,11:30:00 PM,9198,Male,White,08/22/2007,No, No injuries noted or visible,No,Arrest," Verbal Command, Held Suspect Down",Arrest,NULL," No, No",2300,Pacific,NULL,Ave.,47773,Black,Male,Yes," Abrasion/Scrape, Redness/Swelling",Yes,Alchohol," Assault, Fail to ID, Resisting Search and Transport",2064,134,130,CENTRAL,D14, ,,,"2300 PACIFIC AVE
Dallas, TX
(32.783918, -96.791585)",12,3,14,20152,3162
493,UF2016-1122," 36974, 36975",4515 LIVE OAK ST,09/22/2016,8:59:00 PM,7614,Male,Black,04/01/1998,No, No injuries noted or visible,No,Other ( In Narrative)," Take Down - Body, BD - Grabbed",Other,NULL," Yes, No",4515,Live Oak,NULL,St.,46706,Black,Male,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,2019,156,150,CENTRAL,D2,Ross Bennett*,,,"4515 LIVE OAK ST
Dallas, TX
(32.799817, -96.775826)",2,3,2,20542,3162
457,UF2016-1124," 37060, 37061, 37062, 37063, 37064",1818 CORSICANA ST,09/27/2016,8:00:00 PM,10724,Male,White,01/29/2014,No, No injuries noted or visible,No,Arrest," Verbal Command, Joint Locks, BD - Grabbed, BD - Tripped, Held Suspect Down",Arrest,NULL," No, Yes, Yes, Yes, Yes",1818,Corsicana,NULL,St.,46759,Black,Male,No, No injuries noted or visible,Yes,Alchohol, Public Intoxication,2088,135,130,CENTRAL,D2, ,,,"1818 CORSICANA ST
Dallas, TX
(32.776076, -96.791881)",2,3,2,20152,3162
704,UF2016-1290," 36440, 36456",7575 CHAUCER PL,08/22/2016,2:30:00 AM,6800,Male,Black,09/30/1991,No, No injuries noted or visible,No,Service Call," Take Down - Head, Held Suspect Down",Arrest,NULL," Yes, Yes",7575,Chaucer,NULL,Pl.,46335,Black,Male,No, No injuries noted or visible,Yes,Unknown, Resisting Arrest,4360,744,740,SOUTH CENTRAL,D8,CampWisdom Chaucer*,,,"7575 CHAUCER PL
Dallas, TX
(32.654648, -96.866857)",8,3,8,19749,3162
824,UF2016-0986,35945,7041 BRIARMEADOW DR,07/31/2016,5:20:00 PM,10957,Female,White,01/14/2015,No, No injuries noted or visible,No,Service Call, Weapon display at Person,Other,NULL, Yes,7041,Briarmeadow,NULL,Dr.,0,Hispanic,Male,No, No injuries noted or visible,Yes,None detected," Burglary/Building, Crim Trespass/Bldg/Prop, Evading Arrest",1061,653,650,NORTH CENTRAL,D11, ,,,"7041 BRIARMEADOW DR
Dallas, TX
(32.880555, -96.78418)",10,3,11,19374,3162
501,UF2016-1279," 36946, 36947, 36948",1914 BURLINGTON BLVD,09/21/2016,9:35:00 PM,8679,Male,White,07/20/2005,No, No injuries noted or visible,No,Service Call," Taser Display at Person, Verbal Command, Take Down - Body",Arrest,NULL," No, No, Yes",1914,Burlington,NULL,Ave.,40944,White,Male,No, No injuries noted or visible,Yes,None detected," Assault/FV, Resisting Arrest",4137,444,440,SOUTHWEST,D1, ,,,"1914 BURLINGTON BLVD
Dallas, TX
(32.737153, -96.851119)",1,3,1,18519,3162
591,UF2016-1054," 36606, 36607",11600 HILLCREST RD,09/06/2016,2:07:00 PM,8014,Male,White,04/13/2001,No, No injuries noted or visible,No,Traffic Stop," Verbal Command, Take Down - Body",Danger to self or others,NULL," No, Yes",11600,Hillcrest,NULL,Rd.,46463,White,Female,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,1036,651,650,NORTH CENTRAL,D11, ,,,"11600 HILLCREST RD
Dallas, TX
(32.907141, -96.786381)",10,3,11,19374,3162
947,UF2016-0728," 35520, 35521",12250 GREENVILLE AVE,07/08/2016,3:59:00 AM,10350,Male,White,05/09/2012,No, No injuries noted or visible,No,Arrest," Take Down - Arm, Held Suspect Down",Danger to self or others,NULL," Yes, Yes",12250,Greenville,NULL,Ave.,8800,Black,Male,No, No injuries noted or visible,Yes,Mentally unstable, APOWW,1030,252,250,NORTHEAST,D10,Greenville LBJ*,,,"12250 GREENVILLE AVE
Dallas, TX
(32.914732, -96.744368)",9,3,10,19761,3162
333,UF2016-1251," 37475, 37477, 37478",1600 OAK LAWN AVE,10/16/2016,10:20:00 AM,9666,Male,Hispanic,11/12/2008,No, No injuries noted or visible,No,Arrest," Joint Locks, Held Suspect Down, Pressure Points",Danger to self or others,NULL," Yes, Yes, Yes",1600,Oak Lawn,NULL,Ave.,46997,White,Female,Yes, Abrasion/Scrape,Yes,Mentally unstable, APOWW,3130,517,510,NORTHWEST,D6, ,,,"1600 OAK LAWN AVE
Dallas, TX
(32.79608, -96.820409)",6,3,6,20549,3162
157,UF2016-1394," 38127, 38128, 38129",205 S LAMAR ST,11/20/2016,2:31:00 AM,10785,Male,White,03/12/2014,No, No injuries noted or visible,No,Arrest," BD - Tripped, Joint Locks, Pressure Points",Active Aggression,NULL," Yes, No, No",205,Lamar,S,St.,37295,Black,Female,No, No injuries noted or visible,Yes,Unknown, Assault/Public Servant,2071,133,130,CENTRAL,D14, ,,,"205 S LAMAR ST
Dallas, TX
(32.7785, -96.803969)",12,3,14,20153,3162
934,UF2016-0845," 35573, 35574",2424 SWISS AVE,07/10/2016,2:00:00 AM,8887,Male,White,08/11/2006,No, No injuries noted or visible,No,Arrest," Take Down - Arm, Hand/Arm/Elbow Strike",Arrest,NULL," No, Yes",2424,Swiss,NULL,Ave.,45816,White,Male,Yes, Abrasion/Scrape,Yes,Unknown," Disorderly Conduct, Resisting Arrest",2052,154,150,CENTRAL,D14,Monument Good Latimer*,,,"2424 SWISS AVE
Dallas, TX
(32.785027, -96.790455)",12,3,14,20542,3162
713,UF2016-0969," 36262, 36263",3400 ELSIE FAYE HEGGINS ST,08/20/2016,3:44:00 AM,10705,Female,Hispanic,11/06/2013,No, No injuries noted or visible,No,Crime in Progress," Verbal Command, Weapon display at Person",Assault to Other Person,NULL," No, Yes",3400,Elsie Faye Heggins,NULL,St.,46250,Black,Male,No, No injuries noted or visible,Yes,FD-Unknown if Armed, Warrant/Hold,2168,313,310,SOUTHEAST,D7,Hatcher Scyene*,,,"3400 ELSIE FAYE HEGGINS ST
Dallas, TX
(32.761804, -96.745832)",7,3,7,18541,3162
477,UF2016-1071," 36989, 36990",7950 FOREST LN,09/25/2016,9:47:00 AM,8681,Male,White,08/05/2005,No, No injuries noted or visible,No,Arrest," Handcuffing Take Down, Taser Display at Person",Arrest,NULL," Yes, Yes",7950,Forest ln,NULL,NULL,17083,Black,Male,Yes, Abrasion/Scrape,Yes,Mentally unstable, Warrant/Hold,1037,651,650,NORTH CENTRAL,D11, ,,,"7950 FOREST LN
Dallas, TX
(32.9092, -96.770779)",10,3,11,19374,3162
498,UF2016-1231," 36932, 36933, 36934, 36935",1600 COMMERCE ST,09/21/2016,10:30:00 AM,7599,Male,White,02/06/1998,No, No injuries noted or visible,No,Service Call," Verbal Command, Pressure Points, BD - Pushed, BD - Grabbed",Arrest,NULL," No, No, No, No",1600,COMMERCE ST,NULL,St.,46671,Black,Male,No, No injuries noted or visible,Yes,Alchohol and unknown drugs, Public Intoxication,2073,134,130,CENTRAL,D14, ,,,"1600 COMMERCE ST
Dallas, TX
(32.78029, -96.797297)",12,3,14,20152,3162
720,UF2016-1028," 36226, 36227, 36228, 36229, 36230",2440 VICTORY PARK LN,08/19/2016,3:39:00 AM,10808,Male,Black,05/07/2014,No, No injuries noted or visible,No,Service Call," Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike, BD - Tripped",Danger to self or others,NULL," No, No, No, Yes, Yes",2440,Victory Park,NULL,Ln.,46230,White,Male,No, No injuries noted or visible,Yes,Alchohol, Public Intoxication,6065,131,130,CENTRAL,D2, ,,,"2440 VICTORY PARK LN
Dallas, TX
(32.788067, -96.809336)",2,3,2,18929,3162
564,UF2016-1148,36696,13354 EMILY RD,09/10/2016,4:40:00 AM,10219,Male,White,08/18/2010,No, No injuries noted or visible,No,Off-Duty Incident, Taser Display at Person,Assault to Other Person,NULL, Yes,13354,EMILY,NULL,Rd.,46535,Hispanic,Male,No, No injuries noted or visible,Yes,Unknown," Assault, Criminal Mischief",4521,643,640,NORTH CENTRAL,D11,Maham SpringValley*,,,"13354 EMILY RD
Dallas, TX
(32.929679, -96.764483)",10,3,11,19754,3162
190,UF2016-1299," 38024, 38025, 38026",13001 HILLCREST RD,11/14/2016,7:00:00 PM,11120,Male,White,12/02/2015,No, No injuries noted or visible,No,Crime in Progress," Verbal Command, Joint Locks, Pressure Points",Arrest,NULL," No, Yes, Yes",13001,HILLCREST,NULL,Rd.,47134,White,Male,No, No injuries noted or visible,Yes,Unknown Drugs," Burglary of a Vehicle, Criminal Mischief",1018,635,630,NORTH CENTRAL,D11, ,,,"13001 HILLCREST RD
Dallas, TX
(32.926272, -96.786284)",10,3,11,19754,3162
