"animal_id","animal_type","animal_breed","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","intake_total","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","month","year"
"A0773226","DOG","PIT BULL","LAB 01","AVAILABLE",,,"1","P0635766","63F","3F","OWNER SURRENDER","EUTHANASIA REQUESTED","1","ILL","DGL","2015-02-16T00:00:00.000","1899-12-31T20:00:00.000","2015-02-16T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-02-17T00:00:00.000","1899-12-31T11:32:00.000",,"K15-308075","15-00055892","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"FEB.2015","FY2015"
"A0773415","CAT","DOMESTIC SH","AC 009","LAB",,,"1","P0634473","W","W","OWNER SURRENDER","GENERAL","1",,"DL","2015-06-09T00:00:00.000","1899-12-31T13:12:00.000","2015-06-09T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-20T00:00:00.000","1899-12-31T15:18:00.000",,"K15-318672",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0773448","CAT","DOMESTIC SH","LFC 050","LAB",,,"1","P0702492","W","W","OWNER SURRENDER","GENERAL","1",,"SN","2015-06-22T00:00:00.000","1899-12-31T14:32:00.000","2015-07-02T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-02T00:00:00.000","1899-12-31T11:15:00.000",,"K15-320180",,"TREATABLE REHABILITABLE CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0773528","DOG","LABRADOR RETR","AD 084","UNAVAILABLE",,,"1","P0665705","W","W","OWNER SURRENDER","GENERAL","1",,"RL","2015-01-30T00:00:00.000","1899-12-31T18:14:00.000","2015-02-15T00:00:00.000","HEALTHY","ADOPTION","ADOPTION","2015-02-21T00:00:00.000","1899-12-31T18:09:00.000","R15-389778","K15-306852",,"HEALTHY","SCAN CHIP","OVER THE COUNTER",,"JAN.2015","FY2015"
"A0773901","DOG","PUG","PSDOG 15","UNAVAILABLE",,,"1","P0634748","75211","11","OWNER SURRENDER","GENERAL","1","OWNER PROBLEM","EAR/","2015-08-10T00:00:00.000","1899-12-31T17:22:00.000","2015-08-23T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-08-23T00:00:00.000","1899-12-31T13:26:00.000","R15-415894","K15-324585",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0774184","DOG","AUST CATTLE DOG","DC 09","UNAVAILABLE",,,"1","P0702914","38M","8M","OWNER SURRENDER","GENERAL","1",,"Y.LOCK","2015-06-27T00:00:00.000","1899-12-31T20:20:00.000","2015-06-28T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","ADOPTION","TRANSFER","2015-07-29T00:00:00.000","1899-12-31T16:15:00.000","R15-411427","K15-320787","285107","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","TAGGED-SX-7/29/15","JUN.2015","FY2015"
"A0774243","DOG","LABRADOR RETR","INJD 017","LAB",,,"1","P0634940","75224","24","OWNER SURRENDER","GENERAL","1","ILL","CBM/TB","2015-08-15T00:00:00.000","1899-12-31T17:10:00.000","2015-08-15T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-08-16T00:00:00.000","1899-12-31T12:03:00.000",,"K15-325074",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0774854","DOG","LABRADOR RETR","LFD 159","UNAVAILABLE",,,"1","P0635792","75211","11","STRAY","AT LARGE","1",,"Y.LOCK","2015-09-27T00:00:00.000","1899-12-31T00:29:00.000","2015-10-09T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","MEDICAL","ADOPTION","2015-10-23T00:00:00.000","1899-12-31T16:24:00.000","R15-424852","K15-328566","445697","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"SEP.2015","FY2015"
"A0775073","DOG","CHIHUAHUA SH","LFD 131","UNAVAILABLE",,,"1","P0584617","W","W","OWNER SURRENDER","GENERAL","1","AGGRESSIVE - PEOPLE","DL/DJ","2015-06-26T00:00:00.000","1899-12-31T17:42:00.000","2015-06-26T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2015-07-15T00:00:00.000","1899-12-31T18:38:00.000","R15-408440","K15-320673",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","TAGGED","JUN.2015","FY2015"
"A0775085","DOG","LABRADOR RETR","AD 058","UNAVAILABLE",,,"1","P0111646","38H","8H","OWNER SURRENDER","GENERAL","1",,"DEH","2015-02-09T00:00:00.000","1899-12-31T22:35:00.000","2015-02-11T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","ADOPTION","TRANSFER","2015-03-31T00:00:00.000","1899-12-31T18:04:00.000",,"K15-307653","47772","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","TAGGED","FEB.2015","FY2015"
"A0775104","CAT","DOMESTIC SH","LOST","LOST REPORT",,,"1","P0635502","W","W","LOST REPORT",,"1",,"CBM","2015-02-02T00:00:00.000","1899-12-31T16:33:00.000","2015-02-13T00:00:00.000","HEALTHY",,"LOST REPORT","2015-05-01T00:00:00.000","1899-12-31T13:52:00.000",,"K15-307117",,,"UNABLE TO SCAN","OVER THE COUNTER",,"FEB.2015","FY2015"
"A0775615","DOG","GERM SHEPHERD","INJD 001","LAB",,,"1","P0000000","46M","6M","STRAY","POSSIBLY OWNED","1",,"RM","2015-08-22T00:00:00.000","1899-12-31T08:31:00.000","2015-09-04T00:00:00.000","TREATABLE MANAGEABLE CONTAGIOUS",,"EUTHANIZED","2015-09-04T00:00:00.000","1899-12-31T13:50:00.000",,"K15-325592","387448","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","LR LEG INJURED/TICKS","AUG.2015","FY2015"
"A0776257","DOG","PIT BULL","LFD 035","LAB",,,"1","P0669187","W","W","OWNER SURRENDER","GENERAL","1",,"KW","2014-10-01T00:00:00.000","1899-12-31T13:13:00.000","2014-10-01T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-10-02T00:00:00.000","1899-12-31T10:59:00.000",,"K14-297506",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"OCT.2014","FY2015"
"A0776329","DOG","CAIRN TERRIER","LAB 04","LAB",,,"1","P0667814","W","W","OWNER SURRENDER","- DEAD ON ARRIVAL","1",,"SN","2015-06-30T00:00:00.000","1899-12-31T11:39:00.000","2015-06-30T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"DEAD ON ARRIVAL","2015-06-30T00:00:00.000","1899-12-31T11:42:00.000",,"K15-321025",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0776746","DOG","GERM SHEPHERD","LFD 038","LAB",,,"1","P0642101","W","W","OWNER SURRENDER","GENERAL","1",,"JR","2015-03-05T00:00:00.000","1899-12-31T15:25:00.000","2015-03-05T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-03-06T00:00:00.000","1899-12-31T13:06:00.000",,"K15-309218",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","HW POSITIVE","MAR.2015","FY2015"
"A0860055","WILDLIFE","OPOSSUM","RECEIVING","IMPOUNDED",,,"1","P9991697","52T","2T","WILDLIFE","UNINJURED","1",,"EROD","2014-10-06T00:00:00.000","1899-12-31T14:50:00.000","2014-10-06T00:00:00.000","HEALTHY",,"WILDLIFE","2014-10-06T00:00:00.000","1899-12-31T14:53:00.000",,"K14-297918",,"HEALTHY","UNABLE TO SCAN","FIELD",,"OCT.2014","FY2015"
"A0777098","DOG","GREAT PYRENEES","INJD 24","UNAVAILABLE",,,"1","P9991695","4F","4F","STRAY","CONFINED","1",,"YL","2014-10-30T00:00:00.000","1899-12-31T23:45:00.000","2014-11-11T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","RESCUE","TRANSFER","2014-11-23T00:00:00.000","1899-12-31T11:02:00.000",,"K14-299967",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","TAGGEDUSE CAUTION","OCT.2014","FY2015"
"A0777439","DOG","LABRADOR RETR","QD 17","IMPOUNDED",,,"1","P0624246","W","W","CONFISCATED","QUARANTINE","1",,"SN","2015-01-20T00:00:00.000","1899-12-31T14:38:00.000","2015-01-22T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","QUARANTINE","RETURNED TO OWNER","2015-01-24T00:00:00.000","1899-12-31T15:28:00.000","R15-386037","K15-306053",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JAN.2015","FY2015"
"A0777490","DOG","GERM SHEPHERD","QD 30","LAB",,,"1","P0636970","33W","3W","CONFISCATED","QUARANTINE","1",,"D.LATT","2015-06-24T00:00:00.000","1899-12-31T10:17:00.000","2015-07-08T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-08T00:00:00.000","1899-12-31T12:01:00.000",,"K15-320333",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2015","FY2015"
"A0833436","DOG","LABRADOR RETR","LAB 12","LAB",,,"1","P0669981","39H","9H","OWNER SURRENDER","GENERAL","1",,"MB","2015-05-01T00:00:00.000","1899-12-31T11:52:00.000","2015-05-01T00:00:00.000","HEALTHY",,"EUTHANIZED","2015-05-01T00:00:00.000","1899-12-31T18:42:00.000",,"K15-314205","173197","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"MAY.2015","FY2015"
"A0777878","DOG","PIT BULL","NMOMS 2","LAB",,,"1","P0637125","75217","17","OWNER SURRENDER","GENERAL","1",,"MB","2015-09-05T00:00:00.000","1899-12-31T11:46:00.000","2015-09-05T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-09-05T00:00:00.000","1899-12-31T18:14:00.000",,"K15-326805","410399","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD",,"SEP.2015","FY2015"
"A0777947","DOG","GERM SHEPHERD","LFD 034","LAB",,,"1","P0637404","65C","5C","OWNER SURRENDER","GENERAL","1",,"YL","2014-11-22T00:00:00.000","1899-12-31T16:55:00.000","2014-11-22T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2014-11-23T00:00:00.000","1899-12-31T10:13:00.000",,"K14-301886",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"NOV.2014","FY2015"
"A0778351","DOG","LABRADOR RETR","PSDOG 11","UNAVAILABLE",,,"1","P0637804","75061","61","OWNER SURRENDER","GENERAL","1","HYPER","BW/JP","2015-08-07T00:00:00.000","1899-12-31T13:35:00.000","2015-08-07T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-08-17T00:00:00.000","1899-12-31T17:01:00.000",,"K15-324339",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0778351","DOG","LABRADOR RETR","LFD 010","UNAVAILABLE",,,"1","P0504613","75203","3","STRAY","POSSIBLY OWNED","1",,"BW/RL","2015-08-05T00:00:00.000","1899-12-31T12:14:00.000","2015-08-15T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-08-05T00:00:00.000","1899-12-31T17:50:00.000","R15-413116","K15-324152",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0778646","DOG","SHIH TZU","PAWS 07","UNAVAILABLE",,,"1","P0000000","46L","6L","STRAY","AT LARGE","1",,"RV.RM","2015-05-19T00:00:00.000","1899-12-31T13:56:00.000","2015-05-31T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","ADOPTION","ADOPTION","2015-05-31T00:00:00.000","1899-12-31T14:06:00.000","R15-401960","K15-316339",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD","ADOPTED","MAY.2015","FY2015"
"A0778781","DOG","ALASKAN HUSKY","LFD 023","LAB",,,"1","P0579694","W","W","OWNER SURRENDER","GENERAL","1","ESCAPES","JR/AR","2015-06-26T00:00:00.000","1899-12-31T11:08:00.000","2015-06-26T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-06-26T00:00:00.000","1899-12-31T16:30:00.000",,"K15-320585",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0778976","DOG","GERM SHEPHERD","LFD 006","LAB",,,"1","P0572655","W","W","OWNER SURRENDER","GENERAL","1","ESCAPES","JR/JS","2015-07-11T00:00:00.000","1899-12-31T11:24:00.000","2015-07-11T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-12T00:00:00.000","1899-12-31T10:44:00.000",,"K15-322096",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUL.2015","FY2015"
"A0779215","DOG","GERM SHEPHERD","PSDOG 16","UNAVAILABLE",,,"1","P0637927","75211","11","OWNER SURRENDER","GENERAL","1","ESCAPES","CBM","2015-09-22T00:00:00.000","1899-12-31T17:26:00.000","2015-09-22T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-10-03T00:00:00.000","1899-12-31T18:12:00.000","R15-422521","K15-328209",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"SEP.2015","FY2015"
"A0780331","DOG","PIT BULL","LFD 076","LAB",,,"1","P0581296","23","23","OWNER SURRENDER","GENERAL","1",,"DL.ER","2015-07-14T00:00:00.000","1899-12-31T11:55:00.000","2015-07-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-28T00:00:00.000","1899-12-31T08:04:00.000",,"K15-322318",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUL.2015","FY2015"
"A0780616","DOG","BORDER COLLIE","PCD 17","LAB",,,"1","P0707075","75241","41","CONFISCATED","KEEP SAFE","1",,"CG","2015-08-18T00:00:00.000","1899-12-31T16:56:00.000","2015-08-30T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-08-31T00:00:00.000","1899-12-31T09:33:00.000",,"K15-325277","377088","UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"AUG.2015","FY2015"
"A0780630","DOG","PIT BULL","TAGD 08","IMPOUNDED",,,"1","P0681931","W","W","STRAY","POSSIBLY OWNED","1",,"KW","2014-10-07T00:00:00.000","1899-12-31T14:28:00.000","2014-10-20T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","HOLD NOTIFY","RETURNED TO OWNER","2014-10-09T00:00:00.000","1899-12-31T12:17:00.000","R14-372034","K14-298010",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"OCT.2014","FY2015"
"A0780986","DOG","CHIHUAHUA SH","CC 01","UNAVAILABLE",,,"1","P0584500","75243","43","STRAY","POSSIBLY OWNED","1",,"BW/JW","2015-08-06T00:00:00.000","1899-12-31T12:13:00.000","2015-08-16T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","HOLD NOTIFY","ADOPTION","2015-08-17T00:00:00.000","1899-12-31T17:55:00.000","R15-414798","K15-324243",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"AUG.2015","FY2015"
"A0781026","DOG","SHIH TZU","LAB 01","LAB",,,"1","P0616541",,,"OWNER SURRENDER","EUTHANASIA REQUESTED","1","ILL","SC","2015-04-05T00:00:00.000","1899-12-31T16:32:00.000","2015-04-05T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-04-05T00:00:00.000","1899-12-31T16:55:00.000",,"K15-311785",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"APR.2015","FY2015"
"A0781044","DOG","CHOW CHOW","AD 040","LAB",,,"1","P0695921","W","W","STRAY","POSSIBLY OWNED","1",,"RL","2015-04-14T00:00:00.000","1899-12-31T15:53:00.000","2015-04-28T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-05-22T00:00:00.000","1899-12-31T10:48:00.000",,"K15-312648","141765","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","VSP","APR.2015","FY2015"
"A0781168","DOG","PIT BULL","LOST","LOST REPORT",,,"1","P0639067","W","W","LOST REPORT",,"1",,"JR","2015-07-05T00:00:00.000","1899-12-31T12:22:00.000","2015-07-15T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"LOST REPORT","2015-11-10T00:00:00.000","1899-12-31T10:52:00.000",,"K15-321451",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUL.2015","FY2015"
"A0781176","DOG","AUST SHEPHERD","LFD 114","LAB",,,"1","P0702104","W","W","OWNER SURRENDER","RETURN30","1","VOCAL","CBM/AH","2015-05-27T00:00:00.000","1899-12-31T12:18:00.000","2015-05-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-06-21T00:00:00.000","1899-12-31T17:47:00.000",,"K15-319972",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAY.2015","FY2015"
"A0781176","DOG","AUST SHEPHERD","PSDOG 03","UNAVAILABLE",,,"1","P0640201","W","W","OWNER SURRENDER","GENERAL","1","OTHER PET","B.W","2015-05-27T00:00:00.000","1899-12-31T12:18:00.000","2015-05-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-06-17T00:00:00.000","1899-12-31T16:53:00.000","R15-404296","K15-317172",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","TIME UP AT EAC","MAY.2015","FY2015"
"A0781477","DOG","BORDER COLLIE","AD 040","AVAILABLE",,,"1","P0690269","W","W","OWNER SURRENDER","GENERAL","1","COST","KM","2015-02-02T00:00:00.000","1899-12-31T11:37:00.000","2015-02-02T00:00:00.000","HEALTHY","EVERYDAY ADOPTION CENTER","ADOPTION","2015-02-08T00:00:00.000","1899-12-31T15:16:00.000","R15-387797","K15-307091",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","ADOPTED","FEB.2015","FY2015"
"A0781843","DOG","GERM SHEPHERD","LFD 069","LAB",,,"1","P0692974","W","W","OWNER SURRENDER","GENERAL","1","ATTENTION","RL","2015-03-12T00:00:00.000","1899-12-31T16:11:00.000","2015-03-12T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-03-23T00:00:00.000","1899-12-31T13:02:00.000",,"K15-309800",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAR.2015","FY2015"
"A0781876","DOG","CHIHUAHUA SH","LFD 007","IMPOUNDED",,,"1","P0681743","W","W","STRAY","POSSIBLY OWNED","1",,"KM","2014-10-05T00:00:00.000","1899-12-31T13:44:00.000","2014-10-18T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS","HOLD NOTIFY","RETURNED TO OWNER","2014-10-07T00:00:00.000","1899-12-31T14:27:00.000","R14-371737","K14-297834",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"OCT.2014","FY2015"
"A0782011","DOG","LHASA APSO","LFSD 14","UNAVAILABLE",,,"1","P0000000","54E","4E","STRAY","AT LARGE","1",,"AD","2015-07-24T00:00:00.000","1899-12-31T22:05:00.000","2015-08-04T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","HOLD NOTIFY","ADOPTION","2015-08-05T00:00:00.000","1899-12-31T11:18:00.000","R15-412980","K15-323350","15-00336801","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN NO CHIP","FIELD","OPEN-ADOPTION","JUL.2015","FY2015"
"A0782618","DOG","SHIH TZU","LFD 030","UNAVAILABLE",,,"1","P0024745","W","W","STRAY","POSSIBLY OWNED","1",,"CBM","2015-05-04T00:00:00.000","1899-12-31T17:44:00.000","2015-05-17T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"TRANSFER","2015-05-20T00:00:00.000","1899-12-31T16:24:00.000","R15-399925","K15-314568",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER","ADOPTED","MAY.2015","FY2015"
"A0783051","DOG","GERM SHEPHERD","PSDOG 18","UNAVAILABLE",,,"1","P0042896","W","W","STRAY","POSSIBLY OWNED","1",,"B.W","2015-05-26T00:00:00.000","1899-12-31T13:32:00.000","2015-06-10T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","EVERYDAY ADOPTION CENTER","ADOPTION","2015-06-16T00:00:00.000","1899-12-31T19:23:00.000","R15-404173","K15-317048",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"MAY.2015","FY2015"
"A0783544","DOG","BULLDOG","PCD 19","UNAVAILABLE",,,"1","P0000000","36W","6W","CONFISCATED","KEEP SAFE","1",,"S.KING","2015-04-23T00:00:00.000","1899-12-31T03:43:00.000","2015-05-04T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-04-24T00:00:00.000","1899-12-31T12:23:00.000","R15-397208","K15-313437",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"APR.2015","FY2015"
"A0784206","DOG","LABRADOR RETR","LFD 037","LAB",,,"1","P0640884","W","W","OWNER SURRENDER","GENERAL","1","COST","JR","2015-05-23T00:00:00.000","1899-12-31T12:04:00.000","2015-05-23T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-05-23T00:00:00.000","1899-12-31T13:19:00.000",,"K15-316809",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"MAY.2015","FY2015"
"A0785358","DOG","GREAT PYRENEES","LOST","LOST REPORT",,,"1","P0569945","W","W","LOST REPORT",,"1",,"JR","2015-05-15T00:00:00.000","1899-12-31T11:58:00.000","2015-05-25T00:00:00.000","HEALTHY",,"LOST REPORT","2015-05-23T00:00:00.000","1899-12-31T12:21:00.000",,"K15-315763",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","UNABLE TO SCAN","OVER THE COUNTER",,"MAY.2015","FY2015"
"A0785545","DOG","SIBERIAN HUSKY","LFD 013","IMPOUNDED",,,"1","P0643825","W","W","STRAY","POSSIBLY OWNED","1",,"BW/JW","2015-06-17T00:00:00.000","1899-12-31T11:53:00.000","2015-06-27T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS","POSSIBLY OWNED","RETURNED TO OWNER","2015-06-17T00:00:00.000","1899-12-31T13:49:00.000","R15-404228","K15-319566",,"TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0785597","DOG","LABRADOR RETR","INJD 004","IMPOUNDED",,,"1","P0641681","W","W","OWNER SURRENDER","GENERAL","1","NO TIME","CBM/JG","2015-06-17T00:00:00.000","1899-12-31T18:02:00.000","2015-06-17T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-06-17T00:00:00.000","1899-12-31T18:54:00.000","R15-404307","K15-319653",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0785916","DOG","PIT BULL","OOR","UNAVAILABLE",,,"1","P0641856",,,"OWNER SURRENDER","GENERAL","1",,"JD","2014-12-24T00:00:00.000","1899-12-31T07:44:00.000","2014-12-24T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2014-12-26T00:00:00.000","1899-12-31T15:43:00.000","R14-382073","K14-304198",,"TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"DEC.2014","FY2015"
"A0786396","DOG","CHIHUAHUA SH","QD 23","UNAVAILABLE",,,"1","P0642100","W","W","CONFISCATED","QUARANTINE","1",,"CBM","2015-06-02T00:00:00.000","1899-12-31T15:38:00.000","2015-06-10T00:00:00.000","UNHEALTHY UNTREATABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-06-10T00:00:00.000","1899-12-31T15:20:00.000","R15-403337","K15-317932",,"UNHEALTHY UNTREATABLE NON-CONTAGIOUS","SCAN NO CHIP","OVER THE COUNTER",,"JUN.2015","FY2015"
"A0786403","DOG","PIT BULL","LFD 150","LAB",,,"1","P0644375","47J","7J","STRAY","AT LARGE","1",,"RA","2015-06-18T00:00:00.000","1899-12-31T21:21:00.000","2015-06-30T00:00:00.000","TREATABLE MANAGEABLE NON-CONTAGIOUS",,"EUTHANIZED","2015-07-01T00:00:00.000","1899-12-31T08:42:00.000",,"K15-319820","270938","TREATABLE MANAGEABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"JUN.2015","FY2015"
"A0786458","DOG","PIT BULL","LFD 071","IMPOUNDED",,,"1","P0000000","64Q","4Q","STRAY","AT LARGE","1",,"EP","2015-04-26T00:00:00.000","1899-12-31T10:18:00.000","2015-05-08T00:00:00.000","TREATABLE REHABILITABLE NON-CONTAGIOUS",,"RETURNED TO OWNER","2015-04-28T00:00:00.000","1899-12-31T11:26:00.000","R15-397517","K15-313729","162867","TREATABLE REHABILITABLE NON-CONTAGIOUS","SCAN CHIP","FIELD",,"APR.2015","FY2015"
