"id","filenum","occurred_dt","occurred_tm","current_badge_no","offsex","offrace","hire_dt","off_injured","offcondtype","off_hospital","service_type","uofnum","forcetype","uof_reason","cycles_num","forceeffective","citnum","citrace","citsex","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","arc_street","ra","beat","sector","division","dist_name","latitude","longitude","geolocation"
"83","UF2015-0123","2015-02-05T00:00:00.000","19:57","10612","Male","White","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","23493","Weapon display at Person","Weapon Display","NULL","Yes","37606","Black","Female","No","No injuries noted or visible","No","Unknown","No Arrest","3700 ELSIE FAYE HEGGINS ST","2149","313","310","SOUTHEAST","D7",,,"3700 ELSIE FAYE HEGGINS ST
Dallas, TX 
(32.763596, -96.743857)"
"895","UF2015-0725","2015-07-04T00:00:00.000","1:40","10564","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","26865","Weapon display at Person","Other","NULL","Yes","39942","Black","Male","No","No injuries noted or visible","No","Unknown","No Arrest","10900 STONE CANYON Rd.","1052","653","650","NORTH CENTRAL","D11",,,"10900 STONE CANYON Rd.
Dallas, TX 
(32.895866, -96.772517)"
"290","UF2015-0291","2015-03-07T00:00:00.000","22:30","9770","Male","White","2009-03-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","24067, 24068","Verbal Command, Hand Controlled Escort","Detention/Frisk","NULL","No, Yes","38040","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","DWI, Drug Possession - Misdemeanor, Warrant/Hold","4500 SINGLETON Blvd.","4055","421","420","SOUTHWEST","D6",,,"4500 SINGLETON Blvd.
Dallas, TX 
(32.778488, -96.89335)"
"1549","UF2015-1287","2015-10-09T00:00:00.000","1:30","10031","Male","White","2009-11-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","29040, 29044","Weapon display at Person, Verbal Command","Detention/Frisk","NULL","No, No","41644","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Assault","303 W Davis St.","4104","413","410","SOUTHWEST","D1",,,"303 W Davis St.
Dallas, TX 
(32.749447, -96.826956)"
"586","UF2015-0076","2015-01-31T00:00:00.000","23:30","9320","Male","White","2007-11-28T00:00:00.000","No","No injuries noted or visible","No","Arrest","23387, 23388","Verbal Command, Hand Controlled Escort","Danger to self or others","NULL","No, Yes","37521","White","Female","Yes","Abrasion/Scrape","Yes","Mentally unstable","APOWW","6624 DEL NORTE","1081","652","650","NORTH CENTRAL","D13",,,"6624 DEL NORTE
Dallas, TX 
(32.868714, -96.790398)"
"1607","UF2015-1332","2015-10-22T00:00:00.000","2:26","10779","Male","White","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","29405","Weapon display at Person","Detention/Frisk","NULL","Yes","41874","Black","Male","No","No injuries noted or visible","No","NULL","No Arrest","7402 Greenville Ave.","1063","212","210","NORTHEAST","D13",,,"7402 Greenville Ave.
Dallas, TX 
(32.880202, -96.759755)"
"245","UF2015-0257","2015-03-15T00:00:00.000","1:15","9521","Male","White","2008-07-09T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Employment","24345, 24346, 24347, 24348","Verbal Command, Joint Locks, Pressure Points, BD - Grabbed","Arrest","NULL","No, Yes, Yes, Yes",,"Black","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Resisting Arrest, Warrant/Hold","1921 N Henderson Ave.","1181","146","140","CENTRAL","D2",,,"1921 N Henderson Ave.
Dallas, TX 
(32.811963, -96.775198)"
"1476","UF2015-1225","2015-09-30T00:00:00.000","0:51","10669","Male","Black","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","28840, 28841","Verbal Command, BD - Pushed","Arrest","NULL","No, Yes","41499","Black","Male","No","Treated by DFD","Yes","Alchohol","Public Intoxication, Resisting Arrest","5801 W JEFFERSON Blvd.","4109","431","430","SOUTHWEST","D6",,,"5801 W JEFFERSON Blvd.
Dallas, TX 
(32.748014, -96.92095)"
"1869","UF2015-1532","2015-04-22T00:00:00.000","2:00","10573","Male","White","2013-06-19T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","25192, 25193","Take Down - Arm, Handcuffing Take Down","Detention/Frisk","NULL","Yes, Yes","38889","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Assault/FV","111 COMMERCE St.","2403","424","420","SOUTHWEST","D6",,,"111 COMMERCE St.
Dallas, TX 
(32.775464, -96.82022)"
"1481","UF2015-1230","2015-10-09T00:00:00.000","19:45","10860","Male","White","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Arrest","29063, 29356","BD - Grabbed, BD - Grabbed","Detention/Frisk","NULL","Yes, Yes","41658","White","Male","No","No injuries noted or visible, No injuries noted or visible","Yes","None detected","Warrant/Hold, Other Misdemeanor Arrest","111 commerce St.","2403","424","420","SOUTHWEST","D6",,,"111 commerce St.
Dallas, TX 
(32.775464, -96.82022)"
"1246","UF2015-1029","2015-09-05T00:00:00.000","16:58","10714","Male","Hispanic","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","28335, 28336","Weapon display at Person, Verbal Command","Weapon Display","NULL","Yes, Yes","41089","Black","Male","No","No injuries noted or visible","Yes","FD-Suspect w/ Gun","Other Misdemeanor Arrest, Warrant/Hold","2666 DOWNING Ave.","4224","716","710","SOUTH CENTRAL","D4",,,"2666 DOWNING Ave.
Dallas, TX 
(32.716515, -96.795334)"
"44","UF2015-0097","2015-01-27T00:00:00.000","20:20","9694","Male","White","2008-12-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","23312, 23313, 23314","Verbal Command, BD - Grabbed, Held Suspect Down","Arrest","NULL","No, Yes, Yes",,"Black","Male","Yes","Abrasion/Scrape, Laceration/Cut, Bruise","Yes","Alchohol and unknown drugs","Evading Arrest, Drug Possession - Misdemeanor, Resisting Search and Transport","10400 SPRINGHAVEN","1257","327","320","SOUTHEAST","D5",,,"10400 SPRINGHAVEN
Dallas, TX 
(32.739077, -96.64504)"
"260","UF2015-0273","2015-02-22T00:00:00.000","0:30","10440","Male","White","2012-09-26T00:00:00.000","No","No injuries noted or visible","No","Service Call","23749","Hand Controlled Escort","Arrest","NULL","Yes","37859","Black","Male","Yes","Injury Not Related to Force","Yes","Mentally unstable","APOWW","14500 N DALLAS Pkwy.","1008","631","630","NORTH CENTRAL","D11",,,"14500 N DALLAS Pkwy.
Dallas, TX 
(32.945008, -96.822619)"
"1533","UF2015-1274","2015-09-25T00:00:00.000","6:45","10765","Male","Black","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Service Call","28710","Take Down - Body","Active Aggression","NULL","Yes",,"Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","1840 Abshire Ln.","1180","224","220","NORTHEAST","D7",,,"1840 Abshire Ln.
Dallas, TX 
(32.810369, -96.682775)"
"1773","UF2015-1456","2015-10-21T00:00:00.000","17:19","10670","Male","Hispanic","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Service Call","29845, 29846, 29847, 29848, 29849","Verbal Command, Weapon display at Person, Verbal Command, Held Suspect Down, Joint Locks","Arrest","NULL","No, Yes, Yes, Yes, Yes","41872","White","Male","No","No injuries noted or visible","Yes","None detected","Evading Arrest, Fail to ID, Warrant/Hold","9600 ATHLONE Dr.","1133","235","230","NORTHEAST","D9",,,"9600 ATHLONE Dr.
Dallas, TX 
(32.835808, -96.704331)"
"647","UF2015-0499","2015-04-29T00:00:00.000","18:35","7441","Female","White","1996-09-20T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","25438","BD - Grabbed","Property Destruction","NULL","No","39057","Black","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Sexual Assault, Other Felony Arrest","1400 S Lamar St.","2123","151","150","CENTRAL","D2",,,"1400 S Lamar St.
Dallas, TX 
(32.767306, -96.795013)"
"1959","UF2015-1604","2015-09-09T00:00:00.000","9:55","10869","Female","White","2014-08-13T00:00:00.000","No","No injuries noted or visible","No","Service Call","28433, 28435","Verbal Command, Weapon display at Person","Danger to self or others","NULL","Yes, Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","No Arrest","1525 Devon Cir.","1248","331","330","SOUTHEAST","D5",,,"1525 Devon Cir.
Dallas, TX 
(32.738647, -96.707423)"
"632","UF2015-0487","2015-05-04T00:00:00.000","15:58","10632","Male","White","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","25487, 25488","Verbal Command, Weapon display at Person","Assault to Other Person","NULL","Yes, Yes","39090","White","Male","No","No injuries noted or visible","Yes","FD-Suspect w/ Other Weapon","Assault, Evading Arrest","1800 S Beltline Rd.","4436","357","350","SOUTHEAST","D8",,,"1800 S Beltline Rd.
Dallas, TX 
(32.677038, -96.60124)"
"1796","UF2015-1475","2015-11-24T00:00:00.000","10:00","5365","Female","White","1986-01-17T00:00:00.000","No","No injuries noted or visible","No","Arrest","30229, 30231","Verbal Command, Joint Locks","Arrest","NULL","No, Yes","42372","Black","Male","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold","2300 S REVINIA Dr.","4187","447","440","SOUTHWEST","D1",,,"2300 S REVINIA Dr.
Dallas, TX 
(32.722587, -96.868871)"
"665","UF2015-0516","2015-04-01T00:00:00.000","12:00","9850","Male","White","2009-06-10T00:00:00.000","No","No injuries noted or visible","No","Arrest","24634, 24635","BD - Grabbed, Verbal Command","Arrest","NULL","No, No","38499","Black","Male","Yes","Abrasion/Scrape, Fracture, Hospitalized, Treated by DFD, Injury Not Related to Force","Yes","Unknown","Theft, Evading Arrest, Warrant/Hold","6185 Retail Rd.","4529","215","210","NORTHEAST","D13",,,"6185 Retail Rd.
Dallas, TX 
(32.861661, -96.754391)"
"1642","UF2015-1359","2015-07-26T00:00:00.000","20:26","10725","Male","Black","2014-01-29T00:00:00.000","No","No injuries noted or visible","No","Service Call","27438","Weapon display at Person","Detention/Frisk","NULL","Yes","40392","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Warrant/Hold","330 N Jim Miller Rd.","2209","353","350","SOUTHEAST","D8",,,"330 N Jim Miller Rd.
Dallas, TX 
(32.716948, -96.700049)"
"1267","UF2015-1050","2015-09-07T00:00:00.000","12:15","10109","Male","Hispanic","2010-01-20T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Incident","28387, 28388","BD - Pushed, Take Down - Arm","Active Aggression","NULL","Yes, Yes","41114","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Warrant/Hold","534 SUNSET Ave.","4541","413","410","SOUTHWEST","D1",,,"534 SUNSET Ave.
Dallas, TX 
(32.744151, -96.831751)"
"874","UF2015-0703","2015-06-23T00:00:00.000","3:38","7340","Male","Hispanic","1995-12-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","26619, 26620, 26621","Held Suspect Down, Verbal Command, Hand Controlled Escort","Arrest","NULL","Yes, Yes, Yes","39809","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV, Evading Arrest","5302 HARRY HINES Blvd.","3101","541","540","NORTHWEST","D2",,,"5302 HARRY HINES Blvd.
Dallas, TX 
(32.812804, -96.838295)"
"1058","UF2015-0870","2015-04-25T00:00:00.000","2:40","10443","Male","Hispanic","2011-07-13T00:00:00.000","No","No injuries noted or visible","No","Service Call","25627","Pepperball Saturation","Active Aggression","NULL","Yes",,"Hispanic","Female","No","No injuries noted or visible","No","Alchohol","No Arrest","927 NOLTE Dr.","4162","444","440","SOUTHWEST","D1",,,"927 NOLTE Dr.
Dallas, TX 
(32.734113, -96.838415)"
"1218","UF2015-1005","2015-08-22T00:00:00.000","22:52","10196","Male","Black","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","28024, 28025, 28026, 28027, 28028, 28029","Verbal Command, BD - Grabbed, BD - Pushed, Take Down - Arm, Hand/Arm/Elbow Strike, Held Suspect Down","Active Aggression","NULL","No, Yes, Yes, No, No, Yes","40863","Black","Male","No","No injuries noted or visible","Yes","NULL","Manifest/Drug Sales, Other Misdemeanor Arrest","1200 E RED BIRD Ln.","4352","753","750","SOUTH CENTRAL","D3",,,"1200 E RED BIRD Ln.
Dallas, TX 
(32.674859, -96.80499)"
"1825","UF2015-1499","2015-12-02T00:00:00.000","20:40","9513","Male","White","2008-07-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","30405, 30406","Take Down - Arm, BD - Grabbed","Arrest","NULL","Yes, Yes","42398","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Theft","400 S marlborough Ave.","4130","444","440","SOUTHWEST","D1",,,"400 S marlborough Ave.
Dallas, TX 
(32.742222, -96.851527)"
"306","UF2015-0307","2015-02-18T00:00:00.000","10:45","9910","Male","White","2009-11-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","23692","Taser","Danger to self or others","1","Yes","33256","NULL","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","600 N Stemmons Frwy.","9201","131","130","CENTRAL","D2",,,"600 N Stemmons Frwy.
Dallas, TX 
(32.785182, -96.812649)"
"2153","UF2015-1775","2015-12-04T00:00:00.000","19:30","10142","Male","White","2010-03-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","30476, 30477","Verbal Command, Weapon display at Person","Weapon Display","NULL","No, No","42568","White","Female","No","No injuries noted or visible","Yes","FD-Suspect w/ Gun","Other Felony Arrest, Warrant/Hold","14778 LASATER Rd.","6062","357","350","SOUTHEAST","D8",,,"14778 LASATER Rd.
Dallas, TX 
(32.693371, -96.563521)"
"1514","UF2015-1254","2015-06-13T00:00:00.000","19:19","10610","Male","White","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","26346","Weapon display at Person","Weapon Display","NULL","Yes","39697","White","Male","Yes","Injured prior to contact","Yes","Alchohol","Assault/FV","5555 E MOCKINGBIRD LANE Ln.","1139","141","140","CENTRAL","D14",,,"5555 E MOCKINGBIRD LANE Ln.
Dallas, TX 
(32.836616, -96.772672)"
"353","UF2015-0344","2015-03-01T00:00:00.000","23:15","10507","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","23907","Weapon display at Person","Arrest","NULL","Yes","37956","Black","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication","2707 N FITZHUGH Ave.","2002","143","140","CENTRAL","D2",,,"2707 N FITZHUGH Ave.
Dallas, TX 
(32.814208, -96.785586)"
"716","UF2015-0565","2015-04-02T00:00:00.000","12:00","7837","Male","White","2000-01-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","24661","Weapon display at Person","Arrest","NULL","Yes","27112","NULL","Male","No","No injuries noted or visible","Yes","Unknown Drugs","APOWW","13021 Coit  Rd.","1020","635","630","NORTH CENTRAL","D11",,,"13021 Coit Rd.
Dallas, TX 
(32.925976, -96.769243)"
"66","UF2015-0109","2015-02-10T00:00:00.000","16:55","9990","Male","White","2009-09-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","23606, 23607","Held Suspect Down, Joint Locks","Danger to self or others","NULL","Yes, Yes","37686","Black","Male","Yes","Laceration/Cut","Yes","Mentally unstable","APOWW","3330 S LANCASTER Rd.","9301","725","720","SOUTH CENTRAL","D4",,,"3330 S LANCASTER Rd.
Dallas, TX 
(32.706588, -96.800621)"
"1732","UF2015-1420","2015-08-20T00:00:00.000","14:45","8730","Male","White","2005-09-23T00:00:00.000","Yes","No injuries noted or visible","No","Arrest","27937","Weapon display at Person","Arrest","NULL","Yes","40817","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Evading Arrest, Drug Possession - Misdemeanor, Fail to ID, Warrant/Hold","423 E Jefferson Blvd.","4120","414","410","SOUTHWEST","D1",,,"423 E Jefferson Blvd.
Dallas, TX 
(32.745783, -96.818502)"
"1409","UF2015-1176","2015-06-03T00:00:00.000","2:20","9169","Male","White","2007-07-11T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","26137, 26138, 26139","Weapon display at Person, Verbal Command, Take Down - Body","Arrest","NULL","No, No, No","39536","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown Drugs","DWI, Resisting Arrest","10700 Ferguson Rd.","1137","226","220","NORTHEAST","D9",,,"10700 Ferguson Rd.
Dallas, TX 
(32.8419, -96.665253)"
"1410","UF2015-1177","2015-06-17T00:00:00.000","1:30","10478","Male","Black","2012-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","26417, 26418, 26419","Verbal Command, BD - Pushed, Joint Locks","Detention/Frisk","NULL","No, Yes, Yes","39724","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Assault/FV, Drug Possession - Felony","10298 AUDELIA Rd.","1055","246","240","NORTHEAST","D10",,,"10298 AUDELIA Rd.
Dallas, TX 
(32.889284, -96.717765)"
"1977","UF2015-1622","2015-12-23T00:00:00.000","14:30","9964","Male","Hispanic","2009-08-19T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","30930","Weapon display at Person","Detention/Frisk","NULL","Yes","42867","Black","Male","No","No injuries noted or visible","No","None detected","Criminal Mischief","1500 Mapleton Dr.","1153","235","230","NORTHEAST","D9",,,"1500 Mapleton Dr.
Dallas, TX 
(32.819063, -96.690037)"
"253","UF2015-0265","2015-03-09T00:00:00.000","16:30","9217","Male","White","2007-09-05T00:00:00.000","Yes","Bruise","No","Service Call","24107, 24108, 24109","Take Down - Arm, Feet/Leg/Knee Strike, Take Down - Arm","Arrest","NULL","No, No, Yes","38064","Hispanic","Male","Yes","Injured prior to contact, bloody from mouth","Yes","FD-Unknown if Armed","Resisting Arrest","7403 Red Osier Rd.","8811","436","430","SOUTHWEST","D3",,,"7403 Red Osier Rd.
Dallas, TX 
(32.633467, -96.951982)"
"1396","UF2015-1165","2015-09-27T00:00:00.000","17:00","10697","Male","Hispanic","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","28760, 28761","Held Suspect Down, Handcuffing Take Down","Arrest","NULL","Yes, Yes","41456","Hispanic","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication","3939 Grand Ave.","2098","115","110","CENTRAL","D7",,,"3939 Grand Ave.
Dallas, TX 
(32.781516, -96.761518)"
"2142","UF2015-1768","2015-07-12T00:00:00.000","16:29","9705","Male","White","2009-01-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","29812, 29813, 29814","Verbal Command, Held Suspect Down, Taser","Arrest","1","No, Yes, No","40108","Black","Male","Yes","Abrasion/Scrape","Yes","None detected","Warrant/Hold, Evading Arrest","3625 S BUCKNER Blvd.","1236","321","320","SOUTHEAST","D5",,,"3625 S BUCKNER Blvd.
Dallas, TX 
(32.768657, -96.682766)"
"1824","UF2015-1499","2015-11-25T00:00:00.000",,"9835","Male","White","2009-04-29T00:00:00.000","No","No injuries noted or visible","No","Arrest","30259, 30260, 30261","Verbal Command, BD - Pushed, Joint Locks","Arrest","NULL","No, Yes, Yes","42398","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","DWI","400 S marlborough Ave.","4130","444","440","SOUTHWEST","D1",,,"400 S marlborough Ave.
Dallas, TX 
(32.742222, -96.851527)"
"1524","UF2015-1265","2015-09-23T00:00:00.000","3:15","8113","Male","Hispanic","1995-12-06T00:00:00.000","No","No injuries noted or visible","No","Service Call","28673","Weapon display at Person","Weapon Display","NULL","Yes","41373","Black","Male","No","No injuries noted or visible","Yes","None detected","Crim Trespass/Bldg/Prop","2660 ROBERT B CULLUM BLVD.","2138","346","340","SOUTHEAST","D7",,,"2660 ROBERT B CULLUM BLVD.
Dallas, TX 
(32.767114, -96.752528)"
"452","UF2015-0438","2015-04-26T00:00:00.000","1:20","9670","Male","Hispanic","2011-05-11T00:00:00.000","No","No injuries noted or visible","No","Service Call","25337, 25338, 25339","Verbal Command, Take Down - Arm, Take Down - Body","Arrest","NULL","No, No, Yes","31404","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Crim Trespass/Bldg/Prop, Resisting Arrest, Warrant/Hold","820 W JEFFERSON Blvd.","4132","417","410","SOUTHWEST","D1",,,"820 W JEFFERSON Blvd.
Dallas, TX 
(32.743128, -96.836852)"
"80","UF2015-0120","2015-02-03T00:00:00.000","14:00","7257","Male","Black","1995-08-04T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","23447, 23448","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","37564","Black","Male","No","No injuries noted or visible","Yes","FD-Suspect w/ Gun","Traffic Violation, Other Felony Arrest","3800 W Camp Wisdom Rd.","4359","452","450","SOUTHWEST","D8",,,"3800 W Camp Wisdom Rd.
Dallas, TX 
(32.661947, -96.880801)"
"1470","UF2015-1219","2015-10-10T00:00:00.000","0:40","9049","Female","White","2007-01-24T00:00:00.000","No","No injuries noted or visible","No","Arrest","29067, 29073","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","41659","Black","Male","No","No injuries noted or visible","Yes","None detected","Warrant/Hold","9696 WALNUT St.","9602","254","250","NORTHEAST","D10",,,"9696 WALNUT St.
Dallas, TX 
(32.92421, -96.721029)"
"689","UF2015-0539","2015-05-10T00:00:00.000","23:58","10705","Female","Hispanic","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","25601, 25602","Verbal Command, Weapon display at Person","Other","NULL","No, Yes","39205","Hispanic","Male","No","No injuries noted or visible","Yes","NULL","Theft, Evading Arrest","7000 FAIRDALE Ave.","1235","321","320","SOUTHEAST","D5",,,"7000 FAIRDALE Ave.
Dallas, TX 
(32.766283, -96.699923)"
"1576","UF2015-1308","2015-10-15T00:00:00.000","12:00","5877","Male","White","1988-09-30T00:00:00.000","No","No injuries noted or visible","No","Arrest","29262, 29263","Handcuffing Take Down, Held Suspect Down","Detention/Frisk","NULL","Yes, Yes","37295","Black","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","6484 Tumbling Creek Dr.","4367","754","750","SOUTH CENTRAL","D8",,,"6484 Tumbling Creek Dr.
Dallas, TX 
(32.660077, -96.769566)"
"1921","UF2015-1576","2015-12-09T00:00:00.000","21:00","8804","Male","White","2006-04-05T00:00:00.000","No","No injuries noted or visible","No","Arrest","30579, 30580","Pressure Points, Verbal Command","Active Aggression","NULL","Yes, No","42639","White","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","2201 N stemmons Frwy.","3124","516","510","NORTHWEST","D6",,,"2201 N stemmons Frwy.
Dallas, TX 
(32.801601, -96.829072)"
"522","UF2015-0023","2015-01-03T00:00:00.000","22:30","10415","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","22785, 22786","Verbal Command, Joint Locks","Detention/Frisk","NULL","No, Yes","37123","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","7700 GREAT TRINITY FOREST Way","4530","354","350","SOUTHEAST","D8",,,"7700 GREAT TRINITY FOREST Way
Dallas, TX 
(32.712393, -96.689098)"
"1600","UF2015-1326","2015-06-29T00:00:00.000","2:20","8882","Male","Black","2006-08-11T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","26778, 26779, 26780, 26781, 26782, 26784","Verbal Command, Handcuffing Take Down, Hand Controlled Escort, Take Down - Group, Hand Controlled Escort, Take Down - Group","Arrest","NULL","No, Yes, No, Yes, Yes, Yes","39888","Black","Male","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold","111 W commerce St.","4063","424","420","SOUTHWEST","D6",,,"111 W commerce St.
Dallas, TX 
(32.775095, -96.821913)"
"739","UF2015-0587","2015-03-14T00:00:00.000","19:16","10074","Male","White","2010-01-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","24210, 24213","Weapon display at Person, Verbal Command","Weapon Display","NULL","Yes, Yes","38145","Hispanic","Male","No","No injuries noted or visible","No","None detected","No Arrest","5929 Melody Ln","1084","216","210","NORTHEAST","D13",,,"5929 Melody Ln
Dallas, TX 
(32.869354, -96.762014)"
"1318","UF2015-1091","2015-09-14T00:00:00.000","19:15","5857","Male","White","1988-08-15T00:00:00.000","Yes","Abrasion/Scrape","No","Arrest","28556","Take Down - Arm","Active Aggression","NULL","No","39972","Black","Male","No","No injuries noted or visible","Yes","None detected","Theft, Resisting Arrest","9301 Forest Ln.","1030","252","250","NORTHEAST","D10",,,"9301 Forest Ln.
Dallas, TX 
(32.909205, -96.740013)"
"153","UF2015-0170","2015-03-07T00:00:00.000","6:30","10618","Male","Hispanic","2013-08-14T00:00:00.000","No","No injuries noted or visible","No","Arrest","24091, 24092","Joint Locks, Take Down - Arm","Arrest","NULL","No, Yes",,"Black","Female","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Public Intoxication, Fail to ID, Escape, Assault/Public Servant","111 COMMERCE St.","2403","424","420","SOUTHWEST","D6",,,"111 COMMERCE St.
Dallas, TX 
(32.775464, -96.82022)"
"352","UF2015-0343","2015-02-28T00:00:00.000","21:55","10704","Male","White","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","23884, 23885, 23886, 23887","Verbal Command, Take Down - Arm, Verbal Command, Held Suspect Down","Arrest","NULL","Yes, Yes, No, Yes","37946","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Warrant/Hold","7104 GREENVILLE Ave.","4526","212","210","NORTHEAST","D13",,,"7104 GREENVILLE Ave.
Dallas, TX 
(32.875363, -96.762036)"
"1252","UF2015-1034","2015-08-16T00:00:00.000","15:00","9638","Male","White","2008-10-15T00:00:00.000","No","No injuries noted or visible","No","Service Call","27875","Joint Locks","Active Aggression","NULL","Yes","40772","White","Male","Yes","Laceration/Cut","Yes","Mentally unstable","APOWW","10615 COTILLION Dr.","1137","226","220","NORTHEAST","D9",,,"10615 COTILLION Dr.
Dallas, TX 
(32.837532, -96.665325)"
"2043","UF2015-1677","2015-11-12T00:00:00.000","16:00","9391","Male","Hispanic","2008-02-20T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","29939, 29940, 31623","Held Suspect Down, Take Down - Body, Take Down - Arm","Active Aggression","NULL","Yes, Yes, Yes","42208","Black","Male","No","No injuries noted or visible","Yes","NULL","APOWW","1807 Ross St.","4411","132","130","CENTRAL","D14",,,"1807 Ross St.
Dallas, TX 
(32.785708, -96.800697)"
"213","UF2015-0216","2015-03-03T00:00:00.000","18:20","6056","Male","White","1989-05-24T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","24005, 24006, 24007","Verbal Command, Weapon display at Person, Hand/Arm/Elbow Strike","Assault to Other Person","NULL","No, Yes, Yes",,"White","Male","Yes","Injured prior to contact","Yes","FD-Suspect w/ Other Weapon","No Arrest","400 S Houston St.","2070","133","130","CENTRAL","D14",,,"400 S Houston St.
Dallas, TX 
(32.776323, -96.807075)"
"927","UF2015-0755","2015-07-03T00:00:00.000","0:41","10667","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","26854, 26855","Verbal Command, Weapon display at Person","Arrest","NULL","No, Yes","39934","Hispanic","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Burglary of a Vehicle, Warrant/Hold","606 W Clarendon Dr.","4141","446","440","SOUTHWEST","D1",,,"606 W Clarendon Dr.
Dallas, TX 
(32.734777, -96.833181)"
"225","UF2015-0243","2015-03-19T00:00:00.000","14:50","6855","Male","White","1992-01-27T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","24322","BD - Grabbed","Danger to self or others","NULL","Yes","38239","Black","Female","Yes","Laceration/Cut","No","NULL","No Arrest","2215 KATHLEEN Ave.","4272","726","720","SOUTH CENTRAL","D4",,,"2215 KATHLEEN Ave.
Dallas, TX 
(32.70473, -96.791714)"
