"race","precinct","cc","leg","cong","party","countertype","countergroup","count"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Suzanne (Sue) Parisi","Absentee","104.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Suzanne (Sue) Parisi","Polling","36.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Suzanne (Sue) Parisi","Total","140.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Tim Bradshaw","Absentee","108.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Tim Bradshaw","Polling","47.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Tim Bradshaw","Total","155.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","90.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","39.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","129.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","1.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","1.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","1.00"
"Superior Court Judges of the Superior Court - Position 1","ALDER SPRINGS","3","45","1","NP","Write-in","Total","2.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Holly Hill","Absentee","107.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Holly Hill","Polling","41.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Holly Hill","Total","148.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Julia Garratt","Absentee","93.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Julia Garratt","Polling","36.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Julia Garratt","Total","129.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","102.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","46.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","148.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","1.00"
"Superior Court Judges of the Superior Court - Position 22","ALDER SPRINGS","3","45","1","NP","Write-in","Total","2.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Barbara Mack","Absentee","105.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Barbara Mack","Polling","52.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Barbara Mack","Total","157.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Jean Rietschel","Absentee","97.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Jean Rietschel","Polling","26.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Jean Rietschel","Total","123.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","100.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","46.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","146.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"Superior Court Judges of the Superior Court - Position 37","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","Dem","Jay Inslee","Absentee","158.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","Dem","Jay Inslee","Polling","68.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","Dem","Jay Inslee","Total","226.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","gop","Larry Ishmael","Absentee","131.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","gop","Larry Ishmael","Polling","47.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","gop","Larry Ishmael","Total","178.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Registered Voters","Total","502.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Absentee","13.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Polling","9.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Blank Voted","Total","22.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Absentee","303.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Polling","124.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Counted","Total","427.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Absentee","0.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Polling","0.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Times Over Voted","Total","0.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Write-in","Absentee","1.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Write-in","Polling","0.00"
"United States Representative Congressional District No. 1","ALDER SPRINGS","3","45","1","NP","Write-in","Total","1.00"
"Attorney General","ALDERWOOD","3","45","8","Dem","John Ladenburg","Absentee","72.00"
"Attorney General","ALDERWOOD","3","45","8","Dem","John Ladenburg","Polling","28.00"
"Attorney General","ALDERWOOD","3","45","8","Dem","John Ladenburg","Total","100.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Attorney General","ALDERWOOD","3","45","8","Rep","Rob McKenna","Absentee","193.00"
"Attorney General","ALDERWOOD","3","45","8","Rep","Rob McKenna","Polling","69.00"
"Attorney General","ALDERWOOD","3","45","8","Rep","Rob McKenna","Total","262.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","39.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","7.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","46.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Attorney General","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Rep","Doug Sutherland","Absentee","146.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Rep","Doug Sutherland","Polling","49.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Rep","Doug Sutherland","Total","195.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Dem","Peter J. Goldmark","Absentee","113.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Dem","Peter J. Goldmark","Polling","39.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","Dem","Peter J. Goldmark","Total","152.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","45.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","16.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","61.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Commissioner of Public Lands","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Linda Lau","Absentee","167.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Linda Lau","Polling","52.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Linda Lau","Total","219.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Governor","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","132.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","52.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","184.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Write-in","Absentee","5.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 5 Short and full term","ALDERWOOD","3","45","8","NP","Write-in","Total","5.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Ann Schindler","Absentee","174.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Ann Schindler","Polling","53.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Ann Schindler","Total","227.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","127.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","51.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","178.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Write-in","Absentee","3.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Court of Appeals, Division No. 1 - District No. 1 Judge Position 6","ALDERWOOD","3","45","8","NP","Write-in","Total","3.00"
"Governor","ALDERWOOD","3","45","8","Dem","Christine Gregoire","Absentee","143.00"
"Governor","ALDERWOOD","3","45","8","Dem","Christine Gregoire","Polling","34.00"
"Governor","ALDERWOOD","3","45","8","Dem","Christine Gregoire","Total","177.00"
"Governor","ALDERWOOD","3","45","8","gop","Dino Rossi","Absentee","157.00"
"Governor","ALDERWOOD","3","45","8","gop","Dino Rossi","Polling","68.00"
"Governor","ALDERWOOD","3","45","8","gop","Dino Rossi","Total","225.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","4.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","2.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","6.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Governor","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Governor","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Governor","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","NO","Absentee","101.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","NO","Polling","41.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","NO","Total","142.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","15.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","3.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","18.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","YES","Total","180.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","1.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","1.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","YES","Absentee","187.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","YES","Polling","60.00"
"Initiative Measure No. 1000 Initiative Measure No. 1000 concerns allowing certain terminally ill","ALDERWOOD","3","45","8","NP","YES","Total","247.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","NO","Absentee","75.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","NO","Polling","23.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","NO","Total","98.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","17.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","7.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","24.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","YES","Absentee","212.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","YES","Polling","74.00"
"Initiative Measure No. 1029 Initiative Measure No. 1029 concerns long-term care services","ALDERWOOD","3","45","8","NP","YES","Total","286.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","NO","Absentee","154.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","NO","Polling","48.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","NO","Total","202.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","23.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","3.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","26.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","YES","Absentee","127.00"
"Initiative Measure No. 985 Initiative Measure No. 985 concerns transportation.","ALDERWOOD","3","45","8","NP","YES","Polling","53.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Rep","John R. Adams","Absentee","108.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Rep","John R. Adams","Polling","44.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Rep","John R. Adams","Total","152.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Dem","Mike Kreidler","Absentee","144.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Dem","Mike Kreidler","Polling","44.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","Dem","Mike Kreidler","Total","188.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","52.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","16.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","68.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Insurance Commissioner","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","NO","Absentee","110.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","NO","Polling","26.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","NO","Total","136.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","46.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","20.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","66.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
