"race","precinct","legislative_district","county_council","congressional","candidate","count"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Registered Voters","442"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Skip Priest","37"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Times Blank Voted","7"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Times Counted","140"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3053","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Jim Ferrell","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Linda Kochmar","16"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Mike Park","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Registered Voters","336"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Skip Priest","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Times Counted","102"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3054","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Linda Kochmar","44"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Mike Park","67"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Registered Voters","519"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Skip Priest","51"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Times Blank Voted","16"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Times Counted","227"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Times Over Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3055","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Jim Ferrell","45"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Linda Kochmar","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Mike Park","20"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Registered Voters","301"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Skip Priest","43"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Times Counted","140"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3056","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Jim Ferrell","55"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Linda Kochmar","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Mike Park","17"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Registered Voters","337"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Skip Priest","54"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Times Blank Voted","3"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Times Counted","141"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3077","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Jim Ferrell","42"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Linda Kochmar","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Mike Park","26"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Registered Voters","386"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Skip Priest","55"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Times Counted","158"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3078","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Jim Ferrell","69"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Linda Kochmar","54"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Mike Park","71"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Registered Voters","743"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Skip Priest","88"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Times Counted","292"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3079","30","7","9","Write-in","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Jim Ferrell","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Linda Kochmar","26"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Mike Park","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Registered Voters","448"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Skip Priest","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Times Counted","99"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3080","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Linda Kochmar","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Mike Park","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Registered Voters","410"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Skip Priest","80"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Times Blank Voted","5"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Times Counted","180"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3085","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Jim Ferrell","60"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Linda Kochmar","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Mike Park","37"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Registered Voters","535"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Skip Priest","96"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Times Counted","221"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3086","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Linda Kochmar","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Mike Park","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Registered Voters","412"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Skip Priest","43"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Times Blank Voted","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Times Counted","149"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3087","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Jim Ferrell","54"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Linda Kochmar","42"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Mike Park","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Registered Voters","577"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Skip Priest","65"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Times Counted","199"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3088","30","7","9","Write-in","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Jim Ferrell","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Linda Kochmar","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Mike Park","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Registered Voters","119"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Skip Priest","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Times Blank Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Times Counted","58"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3089","30","5","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Linda Kochmar","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Mike Park","16"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Registered Voters","362"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Skip Priest","68"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Times Blank Voted","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Times Counted","165"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3090","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Jim Ferrell","70"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Linda Kochmar","52"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Mike Park","32"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Registered Voters","544"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Skip Priest","146"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Times Blank Voted","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Times Counted","313"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3091","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Jim Ferrell","24"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Linda Kochmar","32"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Mike Park","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Registered Voters","521"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Skip Priest","18"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Times Blank Voted","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Times Counted","113"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3092","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Jim Ferrell","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Linda Kochmar","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Mike Park","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Registered Voters","528"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Skip Priest","39"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Times Blank Voted","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Times Counted","153"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3093","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Jim Ferrell","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Linda Kochmar","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Mike Park","40"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Registered Voters","564"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Skip Priest","78"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Times Blank Voted","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Times Counted","196"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3094","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Jim Ferrell","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Linda Kochmar","34"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Mike Park","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Registered Voters","454"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Skip Priest","41"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Times Counted","114"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3095","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Jim Ferrell","47"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Linda Kochmar","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Mike Park","25"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Registered Voters","461"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Skip Priest","55"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Times Blank Voted","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Times Counted","167"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3096","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Jim Ferrell","66"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Linda Kochmar","36"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Mike Park","76"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Registered Voters","708"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Skip Priest","135"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Times Blank Voted","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Times Counted","324"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3097","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Jim Ferrell","47"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Linda Kochmar","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Mike Park","36"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Registered Voters","503"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Skip Priest","87"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Times Blank Voted","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Times Counted","207"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3098","30","7","9","Write-in","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Jim Ferrell","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Linda Kochmar","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Mike Park","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Registered Voters","352"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Skip Priest","85"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Times Counted","167"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3110","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Jim Ferrell","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Linda Kochmar","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Mike Park","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Registered Voters","387"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Skip Priest","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Times Blank Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Times Counted","112"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3234","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Jim Ferrell","19"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Linda Kochmar","39"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Mike Park","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Registered Voters","376"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Skip Priest","24"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Times Blank Voted","4"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Times Counted","99"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3235","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Jim Ferrell","48"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Linda Kochmar","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Mike Park","40"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Registered Voters","549"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Skip Priest","56"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Times Blank Voted","10"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Times Counted","184"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3236","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Jim Ferrell","85"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Linda Kochmar","29"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Mike Park","54"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Registered Voters","679"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Skip Priest","86"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Times Blank Voted","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Times Counted","268"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3237","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Jim Ferrell","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Linda Kochmar","16"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Mike Park","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Registered Voters","353"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Skip Priest","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Times Counted","81"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3238","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Jim Ferrell","38"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Linda Kochmar","28"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Mike Park","111"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Registered Voters","743"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Skip Priest","75"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Times Blank Voted","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Times Counted","268"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3289","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Jim Ferrell","41"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Linda Kochmar","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Mike Park","37"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Registered Voters","409"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Skip Priest","32"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Times Blank Voted","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Times Counted","153"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3301","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Jim Ferrell","22"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Linda Kochmar","12"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Mike Park","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Registered Voters","368"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Skip Priest","21"
