"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-149461","A670023","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479483","LOST","Tucker","Dog","Over 1 year<p/>","Male","Eng Coonhound","Brown","2022-08-06T00:00:00.000","Date Lost","324TH  AND 202ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479483","Image Copyright HLP Inc. 2022","Description: Tucker is an American English Coonhound with red ticking. He’s an older guy with lots of lumps on his chest. He’s wearing a red/orange collar with this information on it. <p/>Age: Over 1 year<p/>Location Lost: 324th and 202nd, Duvall WA  98019<p/>Lost Date: 2022-08-06<p/>",
"K22-149947","A670797","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484737","LOST","Kitty","Cat","Over 1 year<p/>","Female","Domestic Mediumhair","Unknown","2022-08-19T00:00:00.000","Date Lost","NE  187TH ST AND 64TH AVE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484737","Image Copyright HLP Inc. 2022","Description: Tuxedo cat with a red collar<p/>Age: Over 1 year<p/>Location Lost: NE 187th St and 64th Ave, Kenmore WA  98028<p/>Lost Date: 2022-08-19<p/>",
"K22-149134","A669437","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476226","LOST","Kahluah","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Unknown","2022-07-31T00:00:00.000","Date Lost","116TH 116TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476226","Image Copyright HLP Inc. 2022","Description: Tuxedo markings. Back legs, stomach, front legs, neck, and bottom half of face including muzzle are white. Everything else is black. Her hind legs are longer than normal and she is very skittish. She had a bath the day before and is missing her collar.<p/>Age: Over 1 year<p/>Location Lost: 116th, Kent WA  98031<p/>Lost Date: 2022-07-31<p/>",
"K22-150456","A671556","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488903","In Public Home",,"Dog","Over 1 year<p/>","Male","Pit Bull","Unknown","2022-08-30T00:00:00.000","Date Found","FOREST  AVE S AND RUSTIC RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488903","Image Copyright HLP Inc. 2022","Description: Two bonded male pitbulls.  Please describe coloring if they are yours.<p/>Age: Over 1 year<p/>Found Near: Forest Ave S and Rustic Rd, Seattle WA  98178<p/>Found Date: 2022-08-30<p/>",
"K22-149894","A670708","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483892","LOST","Drake","Cat","Over 1 year<p/>","Male","American Shorthair","Brown","2022-08-12T00:00:00.000","Date Lost","4000 block of  171ST AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483892","Image Copyright HLP Inc. 2022","Description: Very friendly black and brown tabby cat with a white tip on his tail. His right ear has a notch in it. <p/>Age: Over 1 year<p/>Location Lost: 4071 171st Ave SE, Bellevue WA  98008<p/>Lost Date: 2022-08-12<p/>",
"K22-150164","A671261","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487262","LOST","Sophie","Dog","Under 1 year<p/>","Female","Catahoula Leopard Hound","Unknown","2022-08-08T00:00:00.000","Date Lost","39TH  ST AND GRAHAM",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487262","Image Copyright HLP Inc. 2022","Description: VERY SKITTISH and will run if approached. 6 months old. Black, grey and white. Had a Seahawks colored leash was around her neck. No collar. she is a new foster pup and and hasn’t bonded yet. <p/>Age: Under 1 year<p/>Location Lost: 39th st and Graham , Seattle WA  98118<p/>Lost Date: 2022-08-08<p/>",
"K22-149479","A670048","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479497","LOST","Sophie","Dog","Under 1 year<p/>","Female","Catahoula Leopard Hound","Unknown","2022-08-08T00:00:00.000","Date Lost","39TH  ST AND GRAHAM",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479497","Image Copyright HLP Inc. 2022","Description: VERY SKITTISH and will run if approached. 6 months old. Black, grey and white. Had a Seahawks colored leash was around her neck. No collar. she is a new foster pup and and hasn’t bonded yet. <p/>Age: Under 1 year<p/>Location Lost: 39th st and Graham , Seattle WA  98118<p/>Lost Date: 2022-08-08<p/>",
"K22-149977","A670840","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485115","LOST","Little Diff","Cat","Over 1 year<p/>","Female","American Shorthair","Unknown","2022-08-20T00:00:00.000","Date Lost","11100 block of  SE PETROVITSKY RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485115","Image Copyright HLP Inc. 2022","Description: Wavy grey top half with white bottom. Grey blotches on the legs. Some pink on the right side of her nose, and a grey patch beside the right. Face is grey on top and white on the bottom ending with a white triangle above her eyes. She has a lot of toes, and is very timid.<p/>Age: Over 1 year<p/>Location Lost: 11100 Se Petrovitsky Rd Apt D, Renton WA  98055<p/>Lost Date: 2022-08-20<p/>",
"K22-149214","A669578","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476982","LOST","Hercules","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","White","2022-08-02T00:00:00.000","Date Lost","JUANITA  DR NE AND NE 158TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476982","Image Copyright HLP Inc. 2022","Description: White and tan small old chihuahua. Missing teeth; hanging tongue. <p/>Age: Over 1 year<p/>Location Lost: Juanita dr ne and ne 158th st, Kenmore WA  98028<p/>Lost Date: 2022-08-02<p/>",
"K22-149867","A670660","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483458","LOST","Missy","Dog","Over 1 year<p/>","Female","Chihuahua - Smooth Coated","White","2022-08-07T00:00:00.000","Date Lost","44TH  & AURORA",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483458","Image Copyright HLP Inc. 2022","Description: White/cream & tan short haired chihuahua <p/>Age: Over 1 year<p/>Location Lost: 44th & aurora, Seattle WA  98103<p/>Lost Date: 2022-08-07<p/>",
"K22-150462","A671568","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488949","LOST","Poppy","Cat","Over 1 year<p/>","Female","Japanese Bobtail","White","2022-08-21T00:00:00.000","Date Lost","134TH  AVENUE SE AND SE 26TH STREET",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488949","Image Copyright HLP Inc. 2022","Description: White, long hair, 2 year old, female<p/>Age: Over 1 year<p/>Location Lost: 134th avenue SE and SE 26th Street, Bellevue WA  98005<p/>Lost Date: 2022-08-21<p/>",
"K22-149980","A670844","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485132","LOST","Pinky","Cat","Over 1 year<p/>","Male","Persian","White","2022-08-21T00:00:00.000","Date Lost","NE  10TH PL AND 124TH CT NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485132","Image Copyright HLP Inc. 2022","Description: White long hair Persian cat answers to the name ""Pinky"". 9 years old. Declawed. About 10 lbs.<p/>Age: Over 1 year<p/>Location Lost: NE 10th PL and 124th CT NE, Bellevue WA  98005<p/>Lost Date: 2022-08-21<p/>",
"K22-149978","A670842","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485131","LOST","Pinky","Cat","Over 1 year<p/>","Male","Persian","White","2022-08-20T00:00:00.000","Date Lost","10TH  PLACE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485131","Image Copyright HLP Inc. 2022","Description: White Persian cat, 10 years old <p/>Age: Over 1 year<p/>Location Lost: 10th place, Bellevue WA  98005<p/>Lost Date: 2022-08-20<p/>",
"K22-149747","A670467","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482248","In Public Home","Unknown","Dog","Unknown<p/>","Female","Dalmatian","White","2022-08-12T00:00:00.000","Date Found","LAKEMONT  BLVD. AND NEWPORT WAY.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482248","Image Copyright HLP Inc. 2022","Description: White with black spots medium sized with looks of a pit bull mix.<p/>Age: Unknown<p/>Found Near: Lakemont Blvd. and Newport Way., Bellevue WA  98006<p/>Found Date: 2022-08-12<p/>",
"K22-149748","A670468","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482249","In Public Home","Unknown","Dog","Unknown<p/>","Female","Dalmatian","White","2022-08-12T00:00:00.000","Date Found","LAKEMONT  BLVD. AND NEWPORT WAY.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482249","Image Copyright HLP Inc. 2022","Description: White with black spots medium sized with looks of a pit bull mix.<p/>Age: Unknown<p/>Found Near: Lakemont Blvd. and Newport Way., Bellevue WA  98006<p/>Found Date: 2022-08-12<p/>",
"K22-150776","A672068","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494564","LOST","Polo","Dog","Over 1 year<p/>","Male","American Pit Bull Terrier","White","2022-09-09T00:00:00.000","Date Lost","S  139TH AND INTERNATIONAL BLVD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494564","Image Copyright HLP Inc. 2022","Description: White with black spots <p/>Age: Over 1 year<p/>Location Lost: S 139th and international blvd , Kent WA  98032<p/>Lost Date: 2022-09-09<p/>",
"K22-150854","A672281","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495331","LOST","Phil","Cat","Over 1 year<p/>","Male","Colorpoint","White","2022-09-10T00:00:00.000","Date Lost","SOUTH  287TH STREET & 11TH AVE. SOUTH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495331","Image Copyright HLP Inc. 2022","Description: White with cream and light brown on back. Lynx Point with Blue Eyes<p/>Age: Over 1 year<p/>Location Lost: South 287th Street & 11th Ave. South , Federal Way WA  98003<p/>Lost Date: Sep 10 202<p/>",
"K22-149216","A669580","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476989","LOST","Hercules","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","White","2022-08-02T00:00:00.000","Date Lost","15800 block of  JUANITA DR NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476989","Image Copyright HLP Inc. 2022","Description: White with golden spots, has one tooth, tongue sticks out<p/>Age: Over 1 year<p/>Location Lost: 15812 Juanita Dr NE, Kenmore WA  98028<p/>Lost Date: 2022-08-02<p/>",
"K22-149981","A670845","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485133","LOST","Buddy","Cat","Over 1 year<p/>","Male","American Shorthair","White","2022-08-19T00:00:00.000","Date Lost","ROXBURY  AND 8TH AVE S.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485133","Image Copyright HLP Inc. 2022","Description: White with tabby markings. 1/2 of face is tabby and most of his body is tabby (including his tail). He ha hyperthyroidism and needs his meds. <p/>Age: Over 1 year<p/>Location Lost: Roxbury and 8th ave S. , Seattle WA  98106<p/>Lost Date: 2022-08-19<p/>",
"K22-149958","A670809","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484792","LOST","Buddy","Cat","Over 1 year<p/>","Male","American Shorthair","White","2022-08-19T00:00:00.000","Date Lost","ROXBURY  AND 8TH AVE S.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484792","Image Copyright HLP Inc. 2022","Description: White with tabby markings. 1/2 of face is tabby and most of his body is tabby (including his tail). He ha hyperthyroidism and needs his meds. <p/>Age: Over 1 year<p/>Location Lost: Roxbury and 8th ave S. , Seattle WA  98106<p/>Lost Date: 2022-08-19<p/>",
"K22-149350","A669802","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478267","LOST","Miso","Cat","Over 1 year<p/>","Male","Himalayan","White","2022-08-04T00:00:00.000","Date Lost","17000 block of  130TH AVE SE","RENTON","WA","98058","RENTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478267","Image Copyright HLP Inc. 2022","Description: White with tan ears and tail Blue eyes<p/>Age: Over 1 year<p/>Location Lost: 17041 130th ave se renton wa, Renton WA  98058<p/>Lost Date: 2022-08-04<p/>",
"K22-149352","A669806","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478307","LOST","Miso","Cat","Over 1 year<p/>","Male","Himalayan","White","2022-08-04T00:00:00.000","Date Lost","17000 block of  130TH AVE SE","RENTON","WA","98058","RENTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478307","Image Copyright HLP Inc. 2022","Description: White with tan ears and tail Blue eyes<p/>Age: Over 1 year<p/>Location Lost: 17041 130th ave se renton wa, Renton WA  98058<p/>Lost Date: 2022-08-04<p/>",
"K22-150343","A671370","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487988","LOST","Poppy","Cat","Over 1 year<p/>","Female","Japanese Bobtail","White","2022-08-22T00:00:00.000","Date Lost","2500 block of  134TH AVENUE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487988","Image Copyright HLP Inc. 2022","Description: Whit Kurilian bobtail longhair breed<p/>Age: Over 1 year<p/>Location Lost: 2501 134th Avenue SE, Bellevue WA  98005<p/>Lost Date: 2022-08-22<p/>",
"K22-149325","A669761","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478156","LOST","Xiao Tang Yu","Cat","Over 1 year<p/>","Male","Siamese","White","2022-07-31T00:00:00.000","Date Lost","16700 block of  NE 40TH CT","REDMOND","WA","98052","REDMOND",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478156","Image Copyright HLP Inc. 2022","Description: Xiao Tang Yuan (mostly familiar with his nickname ""Xiao Bai"" pronounced as ""Shou Bye"") is a flame point siamese, with blue eyes.  He is super friendly loves people, and is very good with kids. He has a medical condition and is on prescription food from Royal Canin Veterinary Diet Canine Urinary SO. He loves dry food a lot. <p/><p/>Age: Over 1 year<p/>Location Lost: 16710 NE 40TH CT, Redmond WA  98052<p/>Lost Date: 2022-07-31<p/>",
"K22-150361","A671400","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488189","LOST",,,"Unknown<p/>","Unknown",,"Unknown","2022-08-28T00:00:00.000","Date Lost","68TH  AVE. NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488189","Image Copyright HLP Inc. 2022","Description: Yellow Lutino cockatiel with rosy circles on cheeks<p/>Age: Unknown<p/>Location Lost: 68th Ave. NE, Kenmore WA  98028<p/>Lost Date: 2022-08-28<p/>",
"K22-149929","A670771","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484417","LOST","Milo","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","Black","2022-08-17T00:00:00.000","Date Lost","VUE  MOBILE HOME RESIDENTS",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484417","Image Copyright HLP Inc. 2022","Description: Yorkie mixed chihuahua missing sence Wednesday 17th  last seen VUE mobile home residents off MLK JR WAY S<p/>Age: Over 1 year<p/>Location Lost: VUE mobile home residents , Seattle WA  98198<p/>Lost Date: 2022-08-17<p/>",
"K22-149714","A670424","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481954","LOST","Lily","Cat","Over 1 year<p/>","Female","Domestic Longhair","Black","2022-08-10T00:00:00.000","Date Lost","9TH  AVE W AND BERTONA",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481954","Image Copyright HLP Inc. 2022","Description: Young adult female cat. Long black and white hair.<p/>Age: Over 1 year<p/>Location Lost: 9th Ave W and Bertona, Seattle WA  98119<p/>Lost Date: 2022-08-10<p/>",
"K22-149715","A670425","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481957","LOST","Lily","Cat","Over 1 year<p/>","Female","Domestic Longhair","Black","2022-08-10T00:00:00.000","Date Lost","9TH  AVE W AND BERTONA",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481957","Image Copyright HLP Inc. 2022","Description: Young adult female cat. Long black and white hair.<p/>Age: Over 1 year<p/>Location Lost: 9th Ave W and Bertona, Seattle WA  98119<p/>Lost Date: 2022-08-10<p/>",
"K22-149362","A669834","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478549","In Public Home",,"Cat","Under 1 year<p/>","Female","American Shorthair","Unknown","2022-08-05T00:00:00.000","Date Found","20TH  AVE S AND S 284TH PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478549","Image Copyright HLP Inc. 2022","Description: Young female cat, grey with green eyes. No microchip. Very friendly toward people but very afraid of cars. She seemed very hungry and glad to be indoors. <p/>Age: Under 1 year<p/>Found Near: 20th Ave S and S 284th Pl, Federal Way WA  98003<p/>Found Date: 2022-08-05<p/>",
"K22-149385","A669876","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478708","In Public Home",,"Dog","Unknown<p/>","Female","German Shepherd","Brown","2022-08-05T00:00:00.000","Date Found","POINT  DEFIANCE PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478708","Image Copyright HLP Inc. 2022","Description: Young female with shepherd coloring. Pretty sure she is mixed. Was wearing a collar, hopefully the owner can provide details on what it looks like. <p/>Age: Unknown<p/>Found Near: Point defiance park, Tacoma WA  98407<p/>Found Date: 2022-08-05<p/>",
"K22-149318","A669753","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478120","In Public Home",,"Dog","Unknown<p/>","Female","German Shepherd","Brown","2022-08-05T00:00:00.000","Date Found","POINT  DEFIANCE PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478120","Image Copyright HLP Inc. 2022","Description: Young female with shepherd coloring. Pretty sure she is mixed. Was wearing a collar, hopefully the owner can provide details on what it looks like. <p/>Age: Unknown<p/>Found Near: Point defiance park, Tacoma WA  98407<p/>Found Date: 2022-08-05<p/>",
"K22-150453","A671549","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488885","LOST","Henry","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-27T00:00:00.000","Date Lost","NE  124TH & 100TH KIRKLAND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488885","Image Copyright HLP Inc. 2022","Description: Young male orange and gold tabby with very distinct markings, kinked tail<p/>Age: Over 1 year<p/>Location Lost: NE 124th & 100th Kirkland, Kirkland WA  98034<p/>Lost Date: 2022-08-27<p/>",
"K22-150449","A671539","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488845","LOST","Henry","Cat","Over 1 year<p/>","Male","Domestic Shorthair","Unknown","2022-08-27T00:00:00.000","Date Lost","NE  124TH & 100TH KIRKLAND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488845","Image Copyright HLP Inc. 2022","Description: Young male orange and gold tabby with very distinct markings, kinked tail<p/>Age: Over 1 year<p/>Location Lost: NE 124th & 100th Kirkland, Kirkland WA  98034<p/>Lost Date: 2022-08-27<p/>",
"K22-150792","A672091","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494622","LOST","Zoe","Cat","Over 1 year<p/>","Female","American Shorthair","Unknown","2022-09-02T00:00:00.000","Date Lost","12300 block of  SE 237TH PL","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494622","Image Copyright HLP Inc. 2022","Description: Zoe is 1.5 years old but size of a large kitten. Petite black and gray tabby, short legs, pug-noseand big ears, and a small quiet meow. She is chipped and left the house with a lavender collar.  Zoe has been late but has never been gone overnight. She likes her warm bed, food and has a bonded litter mate at home wondering where she is. <p/>Age: Over 1 year<p/>Location Lost: 12343 SE 237th PL, Kent WA  98031<p/>Lost Date: 2022-09-02<p/>",
"K22-150210","A671356","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487781","LOST","Zoey","Dog","Over 1 year<p/>","Female","Boston Terrier","Brown","2022-08-26T00:00:00.000","Date Lost","16900 block of  SE 259TH ST","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487781","Image Copyright HLP Inc. 2022","Description: Zoey is a Boston terrier mixed Maltese with brown and white around neck, legs and body.  She’s about 25lbs. <p/>Age: Over 1 year<p/>Location Lost: 16904 SE 259th St, Kent WA  98042<p/>Lost Date: 2022-08-26<p/>",
"K22-150383","A671438","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488428","LOST","Zoey","Dog","Over 1 year<p/>","Female","Boston Terrier","Brown","2022-08-26T00:00:00.000","Date Lost","16900 block of  SE 259TH ST","COVINGTON","WA","98042","COVINGTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488428","Image Copyright HLP Inc. 2022","Description: Zoey is a Boston terrier mixed Maltese with brown and white around neck, legs and body.  She’s about 25lbs. <p/>Age: Over 1 year<p/>Location Lost: 16904 SE 259th St, Kent WA  98042<p/>Lost Date: 2022-08-26<p/>",
"K22-150363","A671402","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488214","In Public Home",,"Cat",,"Male","American Shorthair","Gray / White","2022-08-29T00:00:00.000","Date Found","11300 block of  SE KENT KANGLEY RD,",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488214","Image Copyright HLP Inc. 2022","<p/>",
"K22-149840","A670624","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483069","In Public Home","Angela Lynn","Dog",,"Female","American Pit Bull Terrier","Unknown","2022-08-15T00:00:00.000","Date Found","1100 block of  UNION AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483069","Image Copyright HLP Inc. 2022","<p/>",
"K22-149988","A670867","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485450","In Public Home","Cheeba","Dog",,"Female","Papillon","Black","2022-08-21T00:00:00.000","Date Found","TIGER  MOUNTAIN ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485450","Image Copyright HLP Inc. 2022","<p/>",
"K22-150143","A671229","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486871","In Public Home",,"Cat",,"Unknown","Persian","Unknown","2022-08-24T00:00:00.000","Date Found","14100 block of  SOMERSET BLVD SE","BELLEVUE","WA","98006","BELLEVUE","47.562334","-122.152364","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486871","Image Copyright HLP Inc. 2022","<p/>",
