"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"The Reserve By Old Elk Distillery","Restaurant/Bar","www.oldelk.com/the-reserve-home","253 Linden Street","Fort Collins","Sun-Wed: 11am-9pm. Thurs-Sat: 11am-11pm","Contact us at 970-287-0640. Offering dine in, patio dining, delivery, take out, and curbside pick up. Invites you to pick-up a bottle of your favorite spirit - and choose from any of our 6 to-go cocktail kits. All the fixins' you need to bring The Reserve home with you. Call us to place your orders over the phone at 970-682-3330. We'll be here from 12-8pm","Come on by","Delivery","314","35712558e06f6f780f89498de79d013d4643509b"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","Delivery","315","1d3942b4101e51bad2e1b989830bf990cf744710"
"Tilted Barrel Brew Pub","Restaurant/Bar","http://www.tiltedbarrelbrewpub.com","110 E 29th St","Loveland","Sun-Thurs: 11 AM - 9 PM. Fri-Sat: 11am-12am","Pickup and delivery 970-619-8950",,"Delivery","316","e09de4f9122c122d4792f8788f87b967ad097ccf"
"Timnath Beerwerks","Restaurant/Bar","www.timnathbeerwerks.com","4138 Main Street","Timnath","12-8","Contact us at 970-999-5751. We are currently open for dine-in pints at the taproom as well as offering a wide variety of convenient beer to-go.","Please like, follow and share our FB and Instagram posts. Purchase a gift card or Beer To Go for a friend Come visit and check out our cool space. We have a large patio and tent with heaters and blankets available.  Dress warm and come enjoy a pint with us!","Delivery","317","aef5043f67db7c73b7b5b6368b152aadeac1c854"
"TriState Concrete & Excavation","Business & Professional",,"617 N U.S. Hwy 287","Fort Collins",,"Contact us at 970-493-7029. Concrete contractor country ready mix delivery concrete boom pumping full service excavation company",,"Delivery","318","dbf90f58f585160b64eff77958e015f1a581f0ac"
"Tropical Smoothie Cafe","Restaurant/Bar",,"700 S College Ave","Fort Collins",,"Contact us at 970-825-5111. Open for Dine in, Carry out, Curbside pick-up, and Non-contact Delivery. Carryout orders can be placed at the cafe, by phone or using Tropical Rewards App. Please use Grubhub,Noconosh, Doordash, Ubereats or postmates for delivery services. Our hours: M-F: 7 am to 9 pm; Sat: 8 am to 9 pm; Sun: 9 am to 9 pm.",,"Delivery","319","019bdcc53844019a4e59c881ad7cd304a7a75fc9"
"Turtle Mountain Fermentery","Brewery","www.turtlemountainfermentery.com","513 N Link Lane, Unit C","Fort Collins",,"Delivery 7 days a week order through our website - Curbside Pick up Thursday - Sunday 1-4pm call/text 720-446-6170",,"Delivery","320","dabcaa0636952c686c8dd72ba1088a1aa5cdd24b"
"Uno Mas Taqueria","Restaurant/Bar",,"120 W. Olive St.","Fort Collins",,"Contact us at 970-286-2957. Now open for DINE IN! SUN to THU 11am to 8pm, FRI & SAT 11am to 9pm. Delivery through Noco Nosh and Grubhub and Carry out available. In addition to regular menu items, we have a family meal which includes 20 tortillas, 3 meats or veggie ( sorry no seafood), trio of salsas, full guacamole and chips for $60. To go margs! 1 liter for $40. Individual margs for $5.",,"Delivery","321","42a8d3f41583695af3eee8972d601b903341096a"
"Uptown Liqours","Liquor Store","https://www.facebook.com/Uptownliq/","1833 E Harmony Rd","Fort Collins","9am-11pm","Drizly or call (970) 204-4121",,"Delivery","322","4a77b75c63dbd79fc7cefa593105023fffa6686b"
"Verboten Brewing","Brewery","https://verbotenbrewing.com/","127 E. 5th Street","Loveland",,"Sun-Fri 3-6pm, Sat 2-6pm. Home delivery service everyday, 970-988-6333 or email sales@verbotenbrewing.com",,"Delivery","323","365e00d37c793aefce369688c013090baacd5c47"
"Vincent Gastroteca","Restaurant/Bar",,"902 W. Drake Road","Fort Collins",,"Contact us at 970-472-0201. Yes, we are open! Dine in available. Call us for curbside pickup or order delivery online from Noco Nosh!",,"Delivery","324","7d914904db7eea0dcc555e98ed0ae512339d2ead"
"Walnut Creek","Retail","www.walnutcreekfoco.com","222 Walnut Street?","Fort Collins","Tuesday - Sunday, 11 am to 4 pm","We are so grateful for the continued support of our community! Together we will win this!","Please continue to shop locally, rate, and like us on social media, purchase gift cards in our store. Visit us with masks and appropriate social distancing restrictions. Facebook: facebook.com/WalnutCreekFoco/ & Instagram: instagram.com/walnutcreekfoco/","Delivery","325","5e8c073c488b25ff02d3d621cee4bf74b637b534"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","Delivery","326","39627e941f6a2343814de8c22cb611d56f8834b9"
"Waltzing Kangaroo","Restaurant/Bar",,"1109 W. Elizabeth St.","Fort Collins",,"Contact us at 970-568-8817. Offering take-out and delivery at the time. Delivery through Grubhut. Bakery open Tues - Sat, 11am to 2pm. Order meat pies for shipping. https://bit.ly/2OmAbK4",,"Delivery","327","f326b70155e5635ca791769ccee33bea3b035e8b"
"Welsh Rabbit Cheese Shop & Pantry","Restaurant/Bar","www.thewelshrabbit.com","216 Pine St","Fort Collins","10am-7pm","Monday - Thursday: 12pm - 9pm  Friday: 12pm - 10pm  Saturday: 11am - 10pm",,"Delivery","328","be05c183f5af9bdd513af63aedfe1fc1048f469e"
"Whole Foods","Restaurant/Bar",,,"Fort Collins",,"Contact us at 970-267-9200. We have special hours for at-risk populations and are partnering with Amazon to expand delivery and pickup.",,"Delivery","329","0db60dbd719e58b491c906f69a90959ded51cdc0"
"Wilbur's Total Beverage","Restaurant/Bar","https://www.wilburstotalbeverage.com/","2201 S College Ave","Fort Collins",,"Contact us at 970-226-8662. In store shopping available, we will be complying with state and county requirements to limit the number of customers in our store, for your safety. or will deliver to you! Visit our online store.",,"Delivery","330","cd56c01af34e4d84493948f3ab9b33c225102e89"
"Wild Birds Unlimited Fort Collins","Retail","www.wbu.com/fortcollins","3636 S College Ave Ste C","Fort Collins","Monday - Saturday 9am - 6pm ; Sunday 9am - 5pm",,"Shop at mywbu.com/fortcollins. We offer free delivery for order over $75 within 150 miles; curbside or in-store pickup.","Delivery","331","7cd197204c434b2f168197d86822978b2edcb272"
"William Oliver's","Restaurant/Bar","www.williamolivers.com/","2608 S Timberline 108","Fort Collins","11am-midnight (or earlier depending on restrictions)",,"Please rate and like us on social media. Facebook: facebook.com/williamoliverspublickhouse/ & Instagram: instagram.com/williamolivers/?hl=en","Delivery","332","c2d29b014fdf5d467fa77c1b4abf5cbe80871152"
"Williamson and Co. P.C.","Business & Professional",,"125 S Howes St, 7th Floor","Fort Collins",,"Contact us at 970-482-2272. Continues to provide comprehensive tax accounting services including tax preparation, SBA loan application assistance, tax planning, and more. As your trusted financial advisor, we're determined to deliver the powerful accounting strategies you need to keep your real estate business moving forward. Call our Fort Collins, CO CPA firm now at 970-482-2272 or request a free consultation online.",,"Delivery","333","ec12a9868ebc0ba29eddee7cb6e521b17df0ba52"
"Young's Cafe","Restaurant/Bar","Youngscafe.com","3307 S.College Ave #114","Fort Collins","11am-9:00pm everyday","Contact us at 970-223-8000. Young's is now offering dine in service to our customers. We also offer carry out.  To decrease person to person contact, we are also offering a curbside pickup option. Simply place your order ahead of time and then pull into one of our parking spot and we will bring your order out to your car.","How to help this business:","Delivery","334","7325efe9824c611f217aed6ad281fd89c43ebf3b"
"Bawarchi Biryanis","Restaurant/Bar","https://www.bawarchifortcollins.com","1611 S College Ave #100","Fort Collins",,,,"NoCoNosh","335","41edc47659a7a6905e5ca83cbebf63da4241d973"
"Black Bottle Brewery","Restaurant/Bar","blackbottlebrewery.com/","1611 S College Ave 1609","Fort Collins","Tuesday-Sunday 12-8pm","Monday & Tuesday:  Closed (until further notice)  Wednesday & Thursday:  12pm - 6pm  Friday & Saturday: 12pm - 7pm  Sunday: 12pm - 6pm","Please help us make it through COVID. Please buy gift cards, packaged beer and beer and food to go.","NoCoNosh","336","82ba33e0318a74c83c156837b7edf988f992a9ed"
"Blue Agave Grill","Restaurant/Bar","www.blueagavegrillcolorado.com/locations/fort-collins/","201 S College Ave. Suite 100","Fort Collins","Monday-Saturday  11am-10pm  Sunday  11am-9pm","Contact us at 970-631-8076. limited indoor dining available! / Patio / Carryout / Delivery: Monday - Saturday 11:00am - 10:00pm Sunday 11:00am - 9:00pm Our brunch menu is temporarily suspended until indoor dining resumes. We are still offering bottomless mimosas with any food purchase. Call us to order take out!","How to help this business:","NoCoNosh","337","64e6576d5bb62ea92f10629fadeeff4d638e7dc9"
"Butterfly Cafe","Restaurant/Bar","Butterflycafefortcollins.com","212 Laporte Ave","Fort Collins","Monday-Friday: 7am - 3pm, Saturday 8am - 4pm","Thank you for supporting us!","Leave us a good review on google or Yelp, post on social media, tell people! :)","NoCoNosh","338","f5eb8dfb4bde320137dd82ce34343ab42c2947dc"
"Cafe Mexicali","Restaurant/Bar","https://www.cafemexicali.com/","2925 S College Ave","Fort Collins",,,,"NoCoNosh","339","8fbc9d62c28ff9731366b9caf8e128f39bcc7dc3"
"Comet Chicken","Restaurant/Bar","http://cometchicken.com/","126 W Mountain Ave","Fort Collins","Reopening May 8th @11am-9pm","Contact us at 970-689-3464. Dine-In, Takeout, and Delivery, Hours of operation are 11 a.m.-9 p.m., seven days a week. The menu features chicken tender baskets, sandwiches (original, Nashville hot, buffalo), house salad, fries, side salad, and brownies. Guests may pick up their favorites through carryout, newly instituted curbside pickup, or delivery from NoCo NOSH, and GrubHub. Comet Chicken has also launched online ordering to accommodate contactless ordering and payment.",,"NoCoNosh","340","2129e9f499f4806be75610a7508990b98be2b6de"
"Coopersmith's (Pub and Poolside)","Restaurant/Bar","https://coopersmithspub.com/","5 Old Town Sq","Fort Collins","Pubside: Open","Pubside: Sun. -Thurs:11am - 9pm Friday & Sat.: 11am - 10pm. Poolside: Temporarily Closed",,"NoCoNosh","341","72e1bf8c070244bb5e14edab9485ecea8df69d6f"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","2721 S College Ave. #2","Fort Collins","11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","NoCoNosh","342","7ff99cbe71c52e22c2e53ed0160100736dc4ed1f"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","NoCoNosh","343","2251bb28ba390c1ff371cafb18f5c37d742ffca3"
"Fiona's Deli","Restaurant/Bar","https://fionasdeli.com/","1001 E Harmony","Fort Collins","11am-7pm Monday thru Saturday","Soups, Salads, Sandwiches & Bakery  Adding Take Home Meals from Catering Menu. Open 11am-7pm every day. Call for order 970-530-2120",,"NoCoNosh","344","6d1a5dcefd20d4880260007f769120acfeaa000f"
"Justine's Pizza","Restaurant/Bar","http://orderjustines.com/","1015 S Taft Hill Rd Unit I","Fort Collins","Mon-Sat 4-9pm; Sun 4-8pm","970-225-1950",,"NoCoNosh","345","cfc2177364276f31b6a10a0b95563cecec3a8c8d"
"Kilwins Chocolates & Ice Cream","Restaurant/Bar","https://www.kilwins.com/stores/kilwins-fort-collins","114 S College Ave","Fort Collins","970-221-9444","Contact us at 970-221-9444. Kilwins Fort Collins is open for business! We are open to the public. We have a few ways to connect you to the sweets:   1.Come in the shop, with your mask on, and order what you want. 2.Delivery of our most popular items with NoCo Nosh, our homegrown delivery service 3.Delivery of anything else, just call the shop, and we'll get you what you need. 4.Drive into Old Town, and we'll bring your purchase to your car. Call the shop to set that up.",,"NoCoNosh","346","555f3717feed94cb96e80188bde164abcd09d4e1"
"Los Tarascos","Restaurant/Bar","lostarascos.com","622 S College Ave","Fort Collins","Mon-Fri 3pm-8pm, Sat-Sun 12pm-8pm","Offering margaritas w/ takeout",,"NoCoNosh","347","248f40175e6a788b85274b56aa7d8d4690c8c9bb"
"Mary's Mountain Cookies","Restaurant/Bar","mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!","NoCoNosh","348","bc5c66ba693e8e5714e4915684ab7c728e0deaad"
"Matador Mexican Grill","Restaurant/Bar","https://www.matadorgrill.com/","1823 E Harmony Rd","Fort Collins","Mon-Fri: 7am-9pm. Sat-Sun: 8am-9pm","REOPENED!",,"NoCoNosh","349","82e9d990cf8319b754ee71ff3184218ab193cb50"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"NoCoNosh","350","355a6ab1fbab638b2908d86afee67d5b425b4b8b"
"Mt. Everest Cafe","Restaurant/Bar","https://www.mteverestorderonline.com/","1113 W Drake Road","Fort Collins","11am-2:30pm, 5pm-9pm","Nepalese food",,"NoCoNosh","351","696b4ccc67037b0c39f18e4dd1c6041f957c1abb"
"Music City Hot Chicken","Restaurant/Bar","https://mchcco.com/","111 W Prospect Rd C","Fort Collins","Wed-Sun 11am-8pm","REOPENED!",,"NoCoNosh","352","543df4f0d70282033638d0cf613fde7116b76be7"
"Noco Nosh","Restaurant/Bar",,"7900 N Fairgrounds Ave","Fort Collins",,"Contact us at 970-458-7425. Lunch hours: 8am-2pm, Dinner hours Mon-Saturday 2pm-10:30pm, Sunday 2pm-9pm. High-quality delivery. Order online from your favorite restaurants at noconosh.com.",,"NoCoNosh","353","a71d0dce9a1429b2832a2eadb775ff6559e2df5b"
"Old Town Spice Shop","Retail","www.oldtownspiceshop.com/","130 S College Ave A","Fort Collins","Currently closed for browsing. Pickup Times: Tuesday - Saturday 3:00pm - 5:00pm",,"Pickup orders or order online. Purchase a gift card.","NoCoNosh","354","9d780839dac18f7aa62c43f5e39db7dfcdad4bed"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","NoCoNosh","355","604a51a125ea70f4f253fd8976c7bb9a75956ee4"
"Rainbow Restaurant","Restaurant/Bar","rainbowfoco.com/","212 West Laural","Fort Collins","9 am - 1:00 pm,  4:00 pm - 7:00 pm","Contact us at 970-221-2664. We are open for carry out and delivery!!! Hours are 8 a.m.-2 p.m., seven days a week. 7 days/week Order Online for carry out via our website or call in at 970-221-2664 Or use NoCo Nosh for delivery!","1.  Rate us on social media 2.  Purchase gift cards 3.  Order online","NoCoNosh","356","647652083979782477d27393e0a03d1d4d44ff96"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","NoCoNosh","357","481eecc2492c1f5e61f07779f1e231f96096d342"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","NoCoNosh","358","5d085474a255b108c2f3ff248b546de6b3c72475"
"Saigon Grill III","Restaurant/Bar","https://saigongrill3.com/","1120 S College Ave","Fort Collins","Tues-Sun 11am-9pm","(970) 482-5545",,"NoCoNosh","359","22959a5459037edd04f8bee4b2c0f4d7b15d3bba"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","1281 E Magnolia St","Fort Collins",,"1$ delivery charge!",,"NoCoNosh","360","e81a6ab81a642e5373636b3cdb52f01696b60251"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","4619 S Mason St","Fort Collins",,"1$ delivery charge!",,"NoCoNosh","361","a5475819af8f52e7058f4750e3a8a1548da50463"
"Spoons","Restaurant/Bar","espoons.com/","320 S. Link Lane","Fort Collins","10a-9p (varies by location)","Contact us at 970-493-6800. Spoons Old Town is open Monday-Saturday from 10am-4pm. Stop in and have a seat, we are Level Up Certified and offer indoor dining! We have plenty of other options from takeout to Online Ordering for pickup, curbside, and delivery through NOSH and DoorDash. Need something larger? Call our catering line and schedule Virtual Catering or Boxed Lunch meals today!","Please support our small family business by ordering online and using our curbside or in-store pickup options! Shop local this season and share the gift of a home cooked meal- purchase a Spoons gift card today!","NoCoNosh","362","62cfd95774bb4345332bcf6f4893ea3c0332ae99"
"Suehiro Japanese Restaurant","Restaurant/Bar","www.suehirojapaneserestaurant.com/","4431 Corbett Dr, suite 104","Fort Collins","Sun-Thurs 11-8:30, Fri-Sat 11-9","We offer alcohol for take-out","https://www.facebook.com/SuehiroFC/","NoCoNosh","363","0104637bac666a4640c7d79446827db7abd53ec3"
"The Fox & The Crow Cheese Shop and Bistro","Restaurant/Bar","https://www.thefoxandthecrow.net/","2601 S. Lemay Ave Unit 9","Fort Collins","Tues-Sat 11am-7pm","Contact us at 970-999-2229. Open for patio dining & easy retail. At this time we are no longer offering in-house dining. If the weather is nice, however, we will welcome you to the patio. There is no service on the patio but you are always welcome to eat your takeout there! You can order a number of our items online and set a pick up date and time, its a time saver and you can pick it up curbside! Sunday & Monday CLOSED, Tues.,Wed. & Thurs. 11a-6p, Friday & Saturday 11a-7p",,"NoCoNosh","364","e2cd2b52d737cb8139f06a332e55bf1654f62b1e"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","NoCoNosh","365","65f074af2133b65460819549199448e34cb49f0a"
"The Wok and Roll","Restaurant/Bar","thewokandrollfood.com","1700 s college ave unit D","Fort Collins","Mon-Sun 11-8",,"Just don't forget about us. We have a drive through as well. We opened a second location on 120 s mason Nov 2019 and have had to close it for now so we are trying to cover both expenses out of one location.","NoCoNosh","366","2589fd365c7159f988a60478b7712881efa6206a"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","NoCoNosh","367","fbe24e0174298db5429126fc6656b0bbd471b58e"
"Bawarchi Biryanis","Restaurant/Bar","https://www.bawarchifortcollins.com","1611 S College Ave #100","Fort Collins",,,,"DoorDash","368","d81a2854ad7f9edf1e381f3aaa8a67268071b17e"
"Beau Jo's Fort Collins","Restaurant/Bar","www.beaujos.com/pizza-locations/ft-collins/","205 North College Avenue","Fort Collins","11am-9:30pm","Contact us at 970-498-8898. Indoor dining available. Open for take out and delivery","How to help this business:","DoorDash","369","9128d26317703d88bd20efcce3adcefd2151dcff"
"Cafe Bluebird","Restaurant/Bar","https://www.cafebluebird.com/","524 W Laurel St","Fort Collins","Thursday - Tuesday 8AM - 1PM","Buy gift certificates over the phone or in person",,"DoorDash","370","1a6162a37ec10318f87353697463ee3d647b5c05"
"Cafe Mexicali","Restaurant/Bar","https://www.cafemexicali.com/","2925 S College Ave","Fort Collins",,,,"DoorDash","371","103e51c0033d818f9e69a902f74cd0700cc7dbef"
"Cheba Hut","Restaurant/Bar","https://chebahut.com/order-online","104 E Laurel St, Fort Collins, CO 80524","Fort Collins",,,,"DoorDash","372","897efbb31e76ce795a9ff7ba7e1b873986819caa"
"Chesters Chicken","Restaurant/Bar","www.chesters.com","4541 Shields St","Fort Collins",,,,"DoorDash","373","9f810c82cd728d4e27ab99e256b9ad1c4f7fc064"
"Chick-fil-A Fort Collins","Restaurant/Bar","https://www.chick-fil-a.com/OrderFood/fortcollins","3605 S College Ave","Fort Collins",,"Contact us at 970-377-9644. Dine-in services are temporarily closed. Dining services that are open include: delivery, drive-through, curbside pickup, and carryout. Monday - Saturday 6:30am - 10:00pm Sunday Closed",,"DoorDash","374","c87ce6f5bbc07d3e6371ba4121cd4d17ab843a5b"
"Chipotle","Restaurant/Bar","https://www.chipotle.com/","2120 E Harmony Rd","Fort Collins",,,,"DoorDash","375","661a2a92a6b225c4fd2aec9419c8ef3b1fc045e9"
"Dae Gee","Restaurant/Bar","https://www.daegee.com/","120 W Olive St Unit 101","Fort Collins","Call for hours (970) 893-4917",,,"DoorDash","376","4476d66f433fb73a07d6443359ebb0d8d2b7ee8e"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","2721 S College Ave. #2","Fort Collins","11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","DoorDash","377","ffb7865d721421808fe1d68fb8690698f2d4328a"
"Dickey's Barbecue Pit","Restaurant/Bar","www.dickeys.com/","104 E 29th Street Unit 2","Loveland","Daily 11:00am to 8:30pm",,"https://www.facebook.com/dickeysbarbecuepit/","DoorDash","378","0e25193294cfbc778ce7e7a0a51aa55e2f2a9272"
"Doug's Day Diner","Restaurant/Bar","http://fortcollins.dougsdaydiner.com/","2842 Council Tree Ave","Fort Collins","7am-1:30pm","(970) 377-2660",,"DoorDash","379","c2f46df5f520475d19f363361a0e6ca8acb203cb"
"Fat Shack","Restaurant/Bar","http://fatshack.com","706 S College Ave","Fort Collins",,,,"DoorDash","380","9a67ee4c88874f23c80b9d4ae0ca88a2ba5747e1"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","2120 E Harmony Rd","Fort Collins",,,,"DoorDash","381","8fa31adcd37bd8f8e14525eab28e6afba599298e"
"Firehouse Subs","Restaurant/Bar","www.firehousesubs.com","1856 N College Ave","Fort Collins",,,,"DoorDash","382","87a3ace64261c7755fe73fd5399e48bd2e380779"
"Jason's Deli","Restaurant/Bar","Jasonsdeli.com","1538 E Harmony Road","Fort Collins",,"Contact us at 970-204-9203. Offering dine-in, curbside pickup, and delivery. If you'd rather have your meal delivered, or you have a big event planned, contact us at 970-204-9203. You can also create a group order online, so you can ensure each person receives exactly what they want.",,"DoorDash","383","79939c973b3763cf867a2dd5dbd20236db78c394"
"Los Tarascos","Restaurant/Bar","lostarascos.com","622 S College Ave","Fort Collins","Mon-Fri 3pm-8pm, Sat-Sun 12pm-8pm","Offering margaritas w/ takeout",,"DoorDash","384","cb135b4c71e0d67e7d4093b703ceddb9948a5777"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"DoorDash","385","03840ed3252e0d650fcc487554f98eab4068f361"
"Next Door American Eatery","Restaurant/Bar","www.nextdooreatery.com/location/location-fortcollins/","100 N College Ave","Fort Collins","Tuesday: Closed Wednesday: 11AM-10PM Thursday: 11AM-10PM Friday: 11AM-11PM Saturday: 11AM-11PM Sunday: 11AM-9PM Monday: Closed","Contact us at 970- 568-8869. Open for dine in, take out, online order: sun - thur 11 - 9 / fri + sat 11 - 10   happy hour daily 2:30-5:30 + all day wednesdays  what to expect when you come in: join the waitlist via our app or by calling us, we'll text ya when your table is ready.   once you're at your table, snap the qr code on your table with your device and download our APP.  you'll order + pay for your food all from your phone, making note of your table number.   sit back + relax, when your order is ready, we'll bring it to your table.   need another MARG or MAPLE-SOY BBQ PORK BELLY WRAP? simply place another order!  we are a cashless restaurant credit / debit only","How to help this business:","DoorDash","386","3429da4930262e32a3f8bdaec00e1707351a5212"
"Noodles and Company","Restaurant/Bar","https://www.noodles.com/","3519 S College Ave","Fort Collins",,,,"DoorDash","387","cca1e2abd8e168f73fd7dd90fba55cce04d3ffce"
"Nori Maki Bar","Restaurant/Bar","https://www.norimakibar.com/","2842 Council Tree Ave","Fort Collins","mon-sun 3pm - 9pm","(970) 930-6254 - call to verify hours",,"DoorDash","388","a704b02595504c0fe6733f22109e73ec28b20faa"
"Panino's","Restaurant/Bar","https://fortcollinspaninos.com/","310 W Prospect Rd","Fort Collins","Mon-Fri 11am-8pm, Sat/Sun 3-8pm","(970) 498-8292 Free roll of TP with every Order",,"DoorDash","389","f9df4fc4f90d4ea3376e86d77f108c50eb6bc443"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","DoorDash","390","454023969577adad3a1bd2e3b8cf1f53525d1298"
"Red Lobster","Restaurant/Bar","www.redlobster.com","3301 S College Ave","Fort Collins",,,,"DoorDash","391","960201f7ae42aa5eba7c324b0d56106561b37cfd"
"Red Robin","Restaurant/Bar","https://www.redrobin.com/","701 E. Harmony Road","Fort Collins",,"Pickup Inside Hours:Open today 11am-8:45pm  Curbside Hours:11am-8:45pm  Delivery Hours:11am-8:30pm",,"DoorDash","392","0659ee233f6d35dcc6585eaa4fe92ba362e5cde1"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","DoorDash","393","db3ef0f90892e7e7093c2a4062c68759682bd791"
"Road34","Restaurant/Bar","http://www.road34.com","1213 W Elizabeth St","Fort Collins","12pm-12am","(970) 221-3434. REOPENED!",,"DoorDash","394","eb9a1f77b26de0e7dec02220437f83e0a5f9c6b8"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","DoorDash","395","09caf20d62512b566dc6d93344e52166bb3ae596"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","1281 E Magnolia St","Fort Collins",,"1$ delivery charge!",,"DoorDash","396","6756d97c1f11f9ecf686c4f613b63992a2a6d689"
"Silvermine Subs","Restaurant/Bar","https://www.silverminesubs.com/our-menu/","4619 S Mason St","Fort Collins",,"1$ delivery charge!",,"DoorDash","397","c9645f05dc0b4f36ef001d9a4b3ffdc52911ce25"
"Smashburger","Restaurant/Bar","https://smashburger.com/locations/us/co/fort-collins/2550-e-harmony-rd/","2550 E Harmony Rd","Fort Collins",,,,"DoorDash","398","286b3974fa883306a9aa543e536329be53f61b05"
