"name","type","website","location","city","hours","comments","how_to_help_this_business","product_options","meta_row_index","meta_row_id"
"StraightLine Fitness Studio","Entertainment & Recreation","www.StraightLineFS.com","1606 S Lemay Ave suite 102","Fort Collins","Sunday through Saturday 8am to 6pm",,"Follow us on YouTube channel for helpful self care stretches, breathing techniques, and desk exercises. You can check out our virtual services for body rolling and exercise classes which are living room friendly. We offer curbside pick up of Yamuna balls (self care) and foam rollers.","Gift Cards","166","b8e5239ef7f8bf98b5bf71e7d6b4ff36db6d6b2f"
"Suehiro Japanese Restaurant","Restaurant/Bar","www.suehirojapaneserestaurant.com/","4431 Corbett Dr, suite 104","Fort Collins","Sun-Thurs 11-8:30, Fri-Sat 11-9","We offer alcohol for take-out","https://www.facebook.com/SuehiroFC/","Gift Cards","167","4e9015eee3cae16a0ef68d18be18c8e69076f235"
"TCBY","Restaurant/Bar","tcby.com/troutman","100 W Troutman Pkwy","Fort Collins",,"Contact us at 970-223-4851. We are open and making adjustments to serve you. UPDATE: Now offering curbside pick up and delivery. HOURS: Our Store Hours will be 11 A.M. - 8 P.M. and may be adjusted in the coming weeks. HOW TO SUPPORT US: Help keep TCBY and other locally owned businesses alive during this uncertain time by ordering take out, ordering through delivery services or buying gift cards. Orders can be placed for pick up by calling us at our Greeley location at 970-673-8193, and at our Fort Collins location at 970-223-4851. Our menu can be located on our Facebook page, Instagram, as well as third party delivery service sites including Grub Hub and Door Dash. We are hopeful that this time will pass and we support efforts to stop COVID-19 by doing our part now. All of us here at TCBY thank you for your continued support for your local businesses and will continue to serve you as always!",,"Gift Cards","168","65f6db7343570120e246760a18f745c2ba77c158"
"Tap and Handle","Restaurant/Bar","www.tapandhandle.com/","307 S College Ave","Fort Collins","Tues-Sun: 11:30am-10pm","Contact us at 970-484-1116. Indoor and outdoor dining available. Mon - Fri 11:30 to 10pm, Sat-Sun 11:00 am to 10:00 pm. To place an order for curbside pickup or delivery call (970) 484-1116 or order online! Tap and Handle would like to thank the community for all of the continued support. We could not survive without you. Cheers friends!","How to help this business:","Gift Cards","169","cad16298f67d9fbdef233cf794c73c6ca3883082"
"Tasty Harmony","Restaurant/Bar","Tastyharmony.com","160 West Oak St.","Fort Collins","Tue-Sun 11-8pm","Contact us at 970-689-3234. Open for patio & dine-in. See the menu at tastyharmony.com. Togo, curbside pickup. Credit card only please.","How to help this business:","Gift Cards","170","30a6c12e0684aefafa7dd4abc7269ad3d49ad2df"
"Thai Pepper","Restaurant/Bar","www.thaipepperfc.com","109 E Laurel St","Fort Collins","Mon-Sat 11am - 9pm Sun 12pm-9pm","(970) 221-3260",,"Gift Cards","171","ef8f7e23cd0bb82a2935d381d8983bbbcefc91c2"
"Thai Station","Restaurant/Bar","https://www.thaistationfortcollins.com/","626 S College Ave","Fort Collins","Mon-Fri 11am-2pm & 4-9pm, Sat/Sun 12-9pm","Pickup and delivery (970) 797-2707",,"Gift Cards","172","891700d2db31d5275b61000b5fbdc70026205091"
"The Colorado Room","Restaurant/Bar","thecoloradoroom.com/","642 S College Ave","Fort Collins","Mon-Th 2pm-8pm; Fri & Sat 12pm-9pm; Sun 12pm-8pm","Per social, curbside pickup avail.","Order from us! Share we're open!","Gift Cards","173","d8f951f900f36aaeccedec8d96d70dd89dd8f729"
"The FoCo Cafe","Temporarily Closed","www.fococafe.org/","225 Maple St.","Fort Collins","TEMPORARILY CLOSED",,"https://www.facebook.com/FoCoCafe/","Gift Cards","174","30852fa3807249a63c4577bce3796b2fcb3a71d8"
"The Fort Collins Candy Store Emporium","Retail","www.facebook.com/pages/category/Candy-Store/The-Fort-Collins-Candy-Store-Emporium-627554804280966/","227 Jefferson St","Fort Collins","Telephone or Facebook order only",,"Share and like us on our Facebook page","Gift Cards","175","02a227069ab8b4f84128957b9fd012c6502ef9af"
"The Fox & The Crow Cheese Shop and Bistro","Restaurant/Bar","https://www.thefoxandthecrow.net/","2601 S. Lemay Ave Unit 9","Fort Collins","Tues-Sat 11am-7pm","Contact us at 970-999-2229. Open for patio dining & easy retail. At this time we are no longer offering in-house dining. If the weather is nice, however, we will welcome you to the patio. There is no service on the patio but you are always welcome to eat your takeout there! You can order a number of our items online and set a pick up date and time, its a time saver and you can pick it up curbside! Sunday & Monday CLOSED, Tues.,Wed. & Thurs. 11a-6p, Friday & Saturday 11a-7p",,"Gift Cards","176","c0576d710cab09176677cc5b986e83bdf16aca0e"
"The Regional","Restaurant/Bar","https://www.theregionalfood.com/","130 S Mason St","Fort Collins","Tue-Sun 11am-8pm","Contact us at 970-689-3508. SERVING DELICIOUS FOOD IN THREE WAYS: INDOOR & OUTDOOR DINING (AS OF 1/4/21),DELIVERY BY NOCO NOSH AND GRUBHUB, CURBSIDE PICKUP ORDER ONLINE OR CALL",,"Gift Cards","177","429a6278813dad5dd87cec30143f8cf431c61738"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","Gift Cards","178","523c6b4c7683c633bb6fc9842ea170686aac8f79"
"The Tramp About","Restaurant/Bar","thetrampabout.square.site/","1100 W. Mountain Ave.","Fort Collins","Fri/Sat 3:30-8pm, Sun 12-6pm",,"Curbside pick-up. Temporarily set-up in the Beaver's parking lot","Gift Cards","179","9b51d4b09b3752b2cda212b3793fde814f247586"
"The Wok and Roll","Restaurant/Bar","thewokandrollfood.com","1700 s college ave unit D","Fort Collins","Mon-Sun 11-8",,"Just don't forget about us. We have a drive through as well. We opened a second location on 120 s mason Nov 2019 and have had to close it for now so we are trying to cover both expenses out of one location.","Gift Cards","180","c439b495d3a708a7b0ab3c621881acbdf65b009d"
"Timnath Beerwerks","Restaurant/Bar","www.timnathbeerwerks.com","4138 Main Street","Timnath","12-8","Contact us at 970-999-5751. We are currently open for dine-in pints at the taproom as well as offering a wide variety of convenient beer to-go.","Please like, follow and share our FB and Instagram posts. Purchase a gift card or Beer To Go for a friend Come visit and check out our cool space. We have a large patio and tent with heaters and blankets available.  Dress warm and come enjoy a pint with us!","Gift Cards","181","c539452d3921d9f0b84da4f3adf9b9655a52c9f2"
"Tom's Old Town Vintage Barbershop & Shave Parlor","Health & Wellness","https://lucky27barbershop.com/","122 N College Avenue","Fort Collins","Tue & Thurs - 9am to 5pm Wed, Fri & Sat - 8am to 4pm Closed on Sun & Mon",,"How to help this business:Send your loved ones to us","Gift Cards","182","8333c966b198cb7a14da4acedab732f2273650cc"
"Turtle Mountain Fermentery","Brewery","www.turtlemountainfermentery.com","513 N Link Lane, Unit C","Fort Collins",,"Delivery 7 days a week order through our website - Curbside Pick up Thursday - Sunday 1-4pm call/text 720-446-6170",,"Gift Cards","183","80f7ffaf62f8eddbb53da9e25074f28f30a905c6"
"Urban egg","Restaurant/Bar","https://www.urbaneggeatery.com/","230 S College Ave","Fort Collins","Mon-Fri 8am-1pm, Sat-Sun 8:55am-1pm",,,"Gift Cards","184","f5a9658d17b0df2f9dbf938cb5b6462c4c325a9a"
"Wadoo Home and Gifts","Retail","www.wadoogifts.com","200 S College Ave Unit 150","Fort Collins","10 to 6 daily; 11 to 5 Sunday",,"Try our Contactless Window Shopping for completely safe shopping! Order anything for curbside delivery with payment over the phone or on our front-porch, outside pay terminal. Find us online at wadoogifts.com!   We also offer curbside delivery of anything ordered over the phone on in an email, inside store shopping, and online ordering on Fort Collins Marketplace.","Gift Cards","185","911da222e222138e409de340dafdbe02fcd1f5b0"
"Walnut Creek","Retail","www.walnutcreekfoco.com","222 Walnut Street?","Fort Collins","Tuesday - Sunday, 11 am to 4 pm","We are so grateful for the continued support of our community! Together we will win this!","Please continue to shop locally, rate, and like us on social media, purchase gift cards in our store. Visit us with masks and appropriate social distancing restrictions. Facebook: facebook.com/WalnutCreekFoco/ & Instagram: instagram.com/walnutcreekfoco/","Gift Cards","186","0f3ceef54fe204067cd3d03e9ab63bf0780bf145"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","Gift Cards","187","c32b15c662e50b984dca3f6611e68e6319ebe936"
"Welsh Rabbit Cheese Shop & Pantry","Restaurant/Bar","www.thewelshrabbit.com","216 Pine St","Fort Collins","10am-7pm","Monday - Thursday: 12pm - 9pm  Friday: 12pm - 10pm  Saturday: 11am - 10pm",,"Gift Cards","188","d7bfad7b58a5a578dafe39245c5d50d929eaf743"
"Wild Birds Unlimited Fort Collins","Retail","www.wbu.com/fortcollins","3636 S College Ave Ste C","Fort Collins","Monday - Saturday 9am - 6pm ; Sunday 9am - 5pm",,"Shop at mywbu.com/fortcollins. We offer free delivery for order over $75 within 150 miles; curbside or in-store pickup.","Gift Cards","189","415a7dce8bf0dc5f4f8b42e8827f57ce8768be9e"
"Wild Horizons","Entertainment & Recreation","https://wildhorizonscrossfit.com/","3601 Arctic Fox Drive","Fort Collins","Classes M-F: 5:15AM-6:15PM. Open Gym Sun.","https://www.facebook.com/wildhorizonscrossfit.fortcollins/","How to help this business:#supportyourlocalbox workout challenge","Gift Cards","190","1c49eac72f4889ecdcffbab8e57ae05b95f151c6"
"Wolverine Farm Letterpress & Publick House","Restaurant/Bar","www.wolverinefarm.org","316 Willow Street","Fort Collins","M-Sat 11am-8pm Sunday 12-4pm",,"1) Visit our Little Zurich Market, a magical outdoor holiday market featuring local makers, music, poetry, art, mulled wine, hot cider, candle dipping and more! Every Thursday-Saturday 4pm-8pm and Sunday 12-4pm through the end of the year. See our website for more information and to make a candle dipping reservation: www.wolverinefarm.org. To be involved, please email chelsea@wolverinefarm.org. 2) Become a monthly member of Wolverine Farm through our Patreon Campaign at www.patreon.com/wolverinefarm.  3) Feel free to donate to Wolverine Farm from our website, or buy a gift gift card for yourself and your friends at www.wolverinefarm.org/shop.","Gift Cards","191","851654922774f6d9ec71243f8258b535326d9698"
"Young's Cafe","Restaurant/Bar","Youngscafe.com","3307 S.College Ave #114","Fort Collins","11am-9:00pm everyday","Contact us at 970-223-8000. Young's is now offering dine in service to our customers. We also offer carry out.  To decrease person to person contact, we are also offering a curbside pickup option. Simply place your order ahead of time and then pull into one of our parking spot and we will bring your order out to your car.","How to help this business:","Gift Cards","192","08e8a3b05dba0f5259a2de4806c6c0cc188195a9"
"Zebrajellyfish Photography","Business & Professional","www.zebrajellyfish.com/","525 W. Oak Street, Suite B-14","Fort Collins","6am - 10pm","Contact us at 970-213-1777. My approach to the world pandemic is simple. I will shoot your headshots outdoors. My studio is small and standing 6 feet from me without a mask or far enough away is not ideal. In the case of inclement weather I am flexible. If it's windy and you have longer hair that would be affected, we can reschedule. If it's very cold and your cheeks turn red, I can fix that! The great thing about my work and my skill is that I can shoot you in almost any environment/setting. I can make it look like it was shot indoors/elsewhere with a variety of backdrops.","Headshots still happening with greater awareness and attention to ANY Covid-19 requirements posed by local and federal offices.","Gift Cards","193","27a69ff616094a1c2041990568e4459e4acc3308"
