"fiscal_year","department","division","program","sub_program","description","revenue_category","adopted_budget","amended_budget","actual_revenue","fund"
"2009","Library","Library","Non-Resident Payments","N/A","Contract Income","Service Charges","168364","168364","158833.04","Hedberg Public Library"
"2009","Neighborhood & Community Services","N/A","CDBG Administration","N/A","CDBG Administration","State & Federal Aids","179232","179232","123977.18","CDA Block Grant"
"2009","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Rehab Service Delivery","State & Federal Aids","195000","195000","217453.46","CDA Block Grant"
"2009","Public Works","Wastewater","N/A","N/A","Industirial Pollution Charge","Service Charges","204000","204000","432079.49","Wastewater Utility"
"2009","Neighborhood & Community Services","N/A","Home","N/A","Home","State & Federal Aids","216210","216210","291935.29","Other Housing Grants"
"2009","Public Works","Wastewater","N/A","N/A","Public Authority","Service Charges","222000","222000","207766.63","Wastewater Utility"
"2009","Public Works","Water","N/A","N/A","Public Authority Sales","Service Charges","230000","230000","192192.96","Water Utility"
"2009","Public Works","Wastewater","N/A","N/A","Interest on Investments","Interest, Rents, Fines","255000","255000","121435.52","Wastewater Utility"
"2009","Administrative Services","N/A","Insurance","N/A","Liability Insurance Revenue","Other Revenue","300000","300000","339656","Insurance"
"2009","N/A","N/A","N/A","N/A","Connecting Street Maintenance","State & Federal Aids","310100","310100","300609.34","General Fund"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Alternative Covers","Service Charges","325000","325000","315342.67","Sanitation"
"2009","Public Works","Operations","Recycling","N/A","Recycling Grant","State & Federal Aids","340000","340000","308478.19","Sanitation"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Green County","Service Charges","350000","350000","390497.93","Sanitation"
"2009","Administrative Services","N/A","Insurance","N/A","Workers Comp Revenue","Other Revenue","350000","350000","356444.65","Insurance"
"2009","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Housing Rehab - Revolving Owner","Service Charges","384030","384030","75665.3","CDA Block Grant"
"2009","Library","Library","Non-Resident Payments","N/A","Rock County Fees","Service Charges","420636","420636","420636.44","Hedberg Public Library"
"2009","N/A","N/A","N/A","N/A","Municipal Court Fines","Interest, Rents, Fines","435000","435000","370127.39","General Fund"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Transit Capital Subsidy","Transfers In","446600","446600","23329.91","Transit"
"2009","N/A","N/A","N/A","N/A","Room Tax","Taxes","515000","515000","426242.99","General Fund"
"2009","N/A","N/A","N/A","N/A","Cable TV","License","532000","532000","527731.88","General Fund"
"2009","N/A","N/A","N/A","N/A","Transfer In","Transfers In","550000","550000","706856.91","General Fund"
"2009","Public Works","Wastewater","N/A","N/A","Industrial","Service Charges","664000","664000","835357.56","Wastewater Utility"
"2009","Public Works","Stormwater","N/A","N/A","Residential User Charge","Service Charges","705000","705000","705500.67","Stormwater Utility"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Transit Operating Subsidy","Transfers In","705220","705220","679397.45","Transit"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Transit State Operating Grant","State & Federal Aids","733000","733000","689616.97","Transit"
"2009","N/A","N/A","N/A","N/A","Interest on Investments","Interest, Rents, Fines","737900","737900","592575.03","General Fund"
"2009","Public Works","Water","N/A","N/A","Public Fire Protection","Service Charges","813000","813000","752453.25","Water Utility"
"2009","Public Works","Operations","N/A","N/A","Vehicle Repair","Service Charges","816200","816200","707623.02","Vehicle Operation & Maintenance"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Waste Management","Service Charges","828000","828000","767394.97","Sanitation"
"2009","Public Works","Wastewater","N/A","N/A","General","Capital Contributions","850000","850000","174199.14","Wastewater Utility"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Transit Federal Operating Grant","State & Federal Aids","873000","873000","919763","Transit"
"2009","N/A","N/A","N/A","N/A","Water Utility Taxes","Transfers In","900000","900000","1007000","General Fund"
"2009","Public Works","Water","N/A","N/A","Commercial Metered Sales","Service Charges","966000","966000","825177.1","Water Utility"
"2009","Public Works","Water","N/A","N/A","General","Capital Contributions","973000","973000","208051.46","Water Utility"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Non-Resident Comm/Indust/C&D","Service Charges","990000","990000","612665.23","Sanitation"
"2009","Public Works","Operations","N/A","N/A","Vehicle Replacement","Service Charges","1070000","1070000","1070004","Vehicle Operation & Maintenance"
"2009","Fire","N/A","N/A","N/A","Ambulance Fees","Service Charges","1145000","1145000","1384394.04","General Fund"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Resident Comm/Indust/C&D","Service Charges","1205000","1205000","1461660.83","Sanitation"
"2009","Public Works","Wastewater","N/A","N/A","Commercial","Service Charges","1227000","1227000","1142902.27","Wastewater Utility"
"2009","N/A","N/A","N/A","N/A","Applied Fund Balance","Taxes","1231000","1231000","0","General Fund"
"2009","Public Works","Stormwater","N/A","N/A","Non-residential User Charge","Service Charges","1319000","1319000","1299076","Stormwater Utility"
"2009","Public Works","Operations","Solid Waste Disposal","N/A","Town & Country","Service Charges","1345000","1345000","1537575.03","Sanitation"
"2009","Public Works","Water","N/A","N/A","Industrial Metered Sales","Service Charges","1419000","1419000","1126054.03","Water Utility"
"2009","Neighborhood & Community Services","Transit","N/A","N/A","Transit Federal Capital Grant","State & Federal Aids","1786400","1786400","48715","Transit"
"2009","Public Works","Operations","N/A","N/A","Equipment Rental","Service Charges","2097800","2097800","2399139.05","Vehicle Operation & Maintenance"
"2009","N/A","N/A","N/A","N/A","Transportation Aid","State & Federal Aids","2322400","2322400","2323045.46","General Fund"
"2009","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Section 8 Voucher Program","State & Federal Aids","2675000","2675000","2840924","Section 8"
"2009","Library","Library","Taxes","N/A","Library Levy","Taxes","3056012","3056012","3056012","Hedberg Public Library"
"2009","Public Works","Water","N/A","N/A","Residential Metered Sales","Service Charges","3248000","3248000","2746234.11","Water Utility"
"2009","Public Works","Wastewater","N/A","N/A","Residential","Service Charges","5075000","5075000","4680349.53","Wastewater Utility"
"2009","N/A","N/A","N/A","N/A","State Shared Revenue","State & Federal Aids","6134000","6134000","6147600.71","General Fund"
"2009","Administrative Services","N/A","Insurance","N/A","Health Insurance","Other Revenue","9573000","9573000","9429925.02","Insurance"
"2009","N/A","N/A","N/A","N/A","General Fund Levy","Taxes","24450575","24450575","24438013.44","General Fund"
"2010","Public Works","Stormwater","N/A","N/A","Non-use Credit","Service Charges","-126000","-126000","-125067.72","Stormwater Utility"
"2010","Leisure Services","Parks","Cemetery","Burials","Marker Inst","Service Charges","0","0","100","Oak Hill Cemetery"
"2010","Leisure Services","Parks","Cemetery","Burials","Staking","Service Charges","0","0","175","Oak Hill Cemetery"
"2010","Library","Library","Taxes","N/A","Exempt Computer Aid","State & Federal Aids","0","0","14756","Hedberg Public Library"
"2010","Library","Library","Miscellaneous Library","N/A","Transfer In","Transfers In","0","0","10040","Hedberg Public Library"
"2010","Public Works","Stormwater","N/A","N/A","General","Capital Contributions","0","0","1457","Stormwater Utility"
"2010","Public Works","Stormwater","N/A","N/A","Interest on Investments","Interest, Rents, Fines","0","0","1558.8","Stormwater Utility"
"2010","Public Works","Stormwater","N/A","N/A","Storm Water CDBG EAP Grant","State & Federal Aids","0","0","96768","Stormwater Utility"
"2010","Public Works","Stormwater","N/A","N/A","Transfer In","Transfers In","0","0","5700","Stormwater Utility"
"2010","Public Works","Water","N/A","N/A","Connect Charges","Service Charges","0","0","7375","Water Utility"
"2010","Public Works","Water","N/A","N/A","Misc Operating Income","Service Charges","0","0","3037.69","Water Utility"
"2010","Public Works","Water","N/A","N/A","Transfer In","Transfers In","0","0","12825","Water Utility"
"2010","Public Works","Wastewater","N/A","N/A","Lateral Contribution","Capital Contributions","0","0","31915.14","Wastewater Utility"
"2010","Public Works","Wastewater","N/A","N/A","Transfer In","Transfers In","0","0","16820","Wastewater Utility"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transfer In","Transfers In","0","0","11686","Transit"
"2010","Public Works","Operations","N/A","N/A","Transfer In","Transfers In","0","0","8138","Vehicle Operation & Maintenance"
"2010","Public Works","Operations","Industrial Waste Disposal","N/A","City Contribution","Other Revenue","0","0","56776.89","Industrial Waste Disposal"
"2010","Leisure Services","N/A","Golf Course General","N/A","Capital Improvements - Lessee","Service Charges","0","0","38082.36","Golf Courses"
"2010","Public Works","Operations","Solid Waste Collection","N/A","Transfer In","Transfers In","0","0","14644","Sanitation"
"2010","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Fraud Collection","Service Charges","0","0","10836.62","Section 8"
"2010","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Interest on Investments","Interest, Rents, Fines","0","0","34","Section 8"
"2010","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Transfer In","Transfers In","0","0","1705","Section 8"
"2010","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Voucher Admin Portability","Service Charges","0","0","4901.66","Section 8"
"2010","Neighborhood & Community Services","N/A","Lead Grant","N/A","Lead Hazard Demonstration","State & Federal Aids","0","0","8437","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","WRRP Revolving","Service Charges","0","0","16417.03","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Historic Publication Sales","N/A","Interest on Investments","Interest, Rents, Fines","0","0","2.7","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Energy Efficiency Program","N/A","Energy Efficiency Grant","State & Federal Aids","0","0","60018.71","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Energy Efficiency Program","N/A","Energy Grant Application Fee","State & Federal Aids","0","0","3650","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Interest on Investments","Interest, Rents, Fines","0","0","41.4","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Owners Match","N/A","Owners Escrow","Service Charges","0","0","800","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Owners Match","N/A","Owners Match","Service Charges","0","0","4105.5","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","CDBG Administration","N/A","Transfer In","Transfers In","0","0","2392","CDA Block Grant"
"2010","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Local Home Ownership Revolving","Service Charges","0","0","123715.34","CDA Block Grant"
"2010","Neighborhood & Community Services","N/A","Downtown Activities","N/A","Central Business District Other","Service Charges","0","0","28000","CDA Block Grant"
"2010","Neighborhood & Community Services","N/A","Emergency Assistance Program","N/A","CDBG-EAP Grant","State & Federal Aids","0","0","424225.57","CDA Block Grant"
"2010","N/A","N/A","N/A","N/A","Bail Receipts","Interest, Rents, Fines","0","0","301","General Fund"
"2010","N/A","N/A","N/A","N/A","Bike License","License","0","0","87","General Fund"
"2010","N/A","N/A","N/A","N/A","Bowling Alley License","License","0","0","1280","General Fund"
"2010","N/A","N/A","N/A","N/A","Cat License","License","0","0","9799","General Fund"
"2010","N/A","N/A","N/A","N/A","Copies","Other Revenue","0","0","1801.84","General Fund"
"2010","N/A","N/A","N/A","N/A","Direct Seller","License","0","0","2800","General Fund"
"2010","N/A","N/A","N/A","N/A","Donations","Other Revenue","0","0","17200","General Fund"
"2010","N/A","N/A","N/A","N/A","Fireworks Stand License","License","0","0","2300","General Fund"
"2010","N/A","N/A","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","0","0","18526.21","General Fund"
"2010","N/A","N/A","N/A","N/A","Massage Parlor","License","0","0","825","General Fund"
"2010","N/A","N/A","N/A","N/A","Roller Rink","License","0","0","50","General Fund"
"2010","N/A","N/A","N/A","N/A","Rooming House","License","0","0","150","General Fund"
"2010","N/A","N/A","N/A","N/A","Salvage Dealer","License","0","0","400","General Fund"
"2010","N/A","N/A","N/A","N/A","Second Hand Dealer","License","0","0","1460","General Fund"
"2010","N/A","N/A","N/A","N/A","Sign Erector","License","0","0","1700","General Fund"
"2010","N/A","N/A","N/A","N/A","Taxi","License","0","0","165","General Fund"
"2010","N/A","N/A","N/A","N/A","Theater","License","0","0","140","General Fund"
"2010","N/A","N/A","N/A","N/A","Waste Hauler","License","0","0","3300","General Fund"
"2010","Fire","N/A","N/A","N/A","Recover Response Costs","Service Charges","0","0","31128","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","City Promotional Sales","Service Charges","0","0","805.69","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Permits","Service Charges","0","0","83.41","General Fund"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Kids Count Camp 1/2 Day","Service Charges","0","0","9156.39","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Commercial Plan Review","Permits","0","0","43510.46","General Fund"
"2010","Police","N/A","N/A","N/A","Witness Fees","Service Charges","100","100","181.66","General Fund"
"2010","Leisure Services","N/A","Golf Course General","N/A","Other Revenue","Service Charges","463","463","463","Golf Courses"
"2010","Public Works","N/A","N/A","N/A","Code Books & Maps","Service Charges","500","500","322.27","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Curb Cut","Permits","500","500","780","General Fund"
"2010","N/A","N/A","N/A","N/A","Special Assessment Splits","Other Revenue","600","600","300","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","State Seal","Permits","800","800","-3012","General Fund"
"2010","N/A","N/A","N/A","N/A","Nuisance Reinspection Charge","Other Revenue","900","900","3025","General Fund"
"2010","Library","Library","Fines, Fees, Etc","N/A","Other Taxable Sales","Service Charges","950","950","1017.39","Hedberg Public Library"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Special Fare","Service Charges","1000","1000","3409","Transit"
"2010","Public Works","Operations","Recycling","N/A","Recycling Bins","Service Charges","1000","1000","1127.75","Sanitation"
"2010","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","Interest on Investments","Interest, Rents, Fines","1000","1000","591.3","Other Housing Grants"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Ticket Flow Through","Service Charges","1000","1000","731.1","General Fund"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Field & Court Reservation","Service Charges","1000","1000","1210.53","General Fund"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Lessons","Service Charges","1000","1000","510","General Fund"
"2010","Leisure Services","Recreation","Aquatics","N/A","Rockport Facility Rental","Service Charges","1000","1000","2577.73","General Fund"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Pro Shop","Service Charges","1000","1000","2569.98","General Fund"
"2010","Police","N/A","N/A","N/A","Police Other","Service Charges","1400","1400","1199.63","General Fund"
"2010","Library","JATV","N/A","N/A","Friends of JATV","Service Charges","1500","1500","0","JATV 12"
"2010","Library","JATV","N/A","N/A","Grants & Gifts","Service Charges","1500","1500","1025","JATV 12"
"2010","Library","JATV","N/A","N/A","Tape Sales & Fees","Service Charges","2000","2000","1066.35","JATV 12"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Vending Machines","Service Charges","2000","2000","0","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Erosion Control","Permits","2000","2000","0","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Building- Garage/Accessory","Permits","2100","2100","4283.92","General Fund"
"2010","Neighborhood & Community Services","N/A","Historic Publication Sales","N/A","Historic Publication Sale","Service Charges","3000","3000","208.77","Other Housing Grants"
"2010","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Rental Energy","Service Charges","3000","3000","4239.8","Other Housing Grants"
"2010","Leisure Services","Recreation","Aquatics","N/A","Season Pass","Service Charges","3000","3000","1461.45","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - Alteration/Addtn","Permits","3000","3000","-50","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Residential Plan Review","Permits","3200","3200","3000","General Fund"
"2010","Library","Library","Fines, Fees, Etc","N/A","Reference Printing","Service Charges","3300","3300","7914.15","Hedberg Public Library"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Erosion/Storm Water","Permits","3400","3400","7670","General Fund"
"2010","N/A","N/A","N/A","N/A","Publication Fees","License","3500","3500","3250","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Certificate of Occupancy","Permits","3500","3500","1300","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- New Construction","Permits","3500","3500","28490","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneouse","Permits","3900","3900","10020","General Fund"
"2010","N/A","N/A","N/A","N/A","Electrician License","License","4000","4000","6170","General Fund"
"2010","Public Works","N/A","N/A","N/A","Bid Deposits","Service Charges","4000","4000","1380","General Fund"
"2010","Leisure Services","Recreation","Senior Center","N/A","Other Senior Center Revenue","Service Charges","4000","4000","5390.94","General Fund"
"2010","Leisure Services","Recreation","Aquatics","N/A","Wading Pool Fee","Service Charges","4000","4000","240.05","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneous","Permits","4000","4000","4088.6","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Site Plan Review","Permits","4300","4300","7000","General Fund"
"2010","Fire","N/A","N/A","N/A","Miscellaneous","Service Charges","5000","5000","6705.86","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Equipment Rental","Service Charges","5000","5000","5597.67","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Public Event Fees","Service Charges","5000","5000","6066.93","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Recreation Brochure","Service Charges","5000","5000","4437","General Fund"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Basketball","Service Charges","5000","5000","3896.68","General Fund"
"2010","Leisure Services","Recreation","Aquatics","N/A","Other Rockport Revenues","Service Charges","5000","5000","233.76","General Fund"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Concessions","Service Charges","5000","5000","2500","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- Alterations/Additions","Permits","5000","5000","0","General Fund"
"2010","Neighborhood & Community Services","N/A","Home Buyers Workshop","N/A","Home Buyers Workshop","Service Charges","5400","5400","6009.34","Other Housing Grants"
"2010","Police","N/A","N/A","N/A","Police Copies","Service Charges","5500","5500","4345.39","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Occupancy","Permits","5500","5500","12975","General Fund"
"2010","Administrative Services","N/A","Insurance","N/A","Other Insurance","Other Revenue","5915","5915","7304.37","Insurance"
"2010","Leisure Services","Parks","Cemetery","N/A","Late Fees/Penalties","Interest, Rents, Fines","6000","6000","6352.42","Oak Hill Cemetery"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Co-Sponsored Programs","Service Charges","6000","6000","467","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Elec-Alterations/Additions","Permits","6000","6000","-75","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - Alterations/Addtn","Permits","6000","6000","0","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- Alterations/Additions","Permits","6000","6000","0","General Fund"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Figure Skating","Service Charges","7000","7000","22143.14","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review - Plumbing","Permits","7000","7000","6770","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - Alteration/Addtn","Permits","7000","7000","0","General Fund"
"2010","Library","Library","Fines, Fees, Etc","N/A","Copies","Other Revenue","7250","7250","3860","Hedberg Public Library"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Special Max Tokens","Service Charges","8000","8000","11614.5","Transit"
"2010","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neigh - Neigh Action Teams","State & Federal Aids","8000","8000","1720","CDA Block Grant"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Concession Revenue","Service Charges","8000","8000","7897.22","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Signs","Permits","8500","8500","8006.01","General Fund"
"2010","Leisure Services","Recreation","Senior Center","N/A","Facility Rental","Service Charges","9000","9000","4681.12","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review- HVAC","Permits","9000","9000","12150","General Fund"
"2010","Public Works","Stormwater","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","10000","10000","12276.42","Stormwater Utility"
"2010","N/A","N/A","N/A","N/A","Bartender License","License","10000","10000","10584","General Fund"
"2010","N/A","N/A","N/A","N/A","Food & Cigarettes","License","10000","10000","13937.51","General Fund"
"2010","Leisure Services","Recreation","Senior Center","N/A","Senior User Fee","Service Charges","10000","10000","7348.82","General Fund"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Sports","Service Charges","10000","10000","6592.17","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review- Building","Permits","10000","10000","0","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- New Construction","Permits","10000","10000","17888","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - New Const","Permits","10500","10500","17613","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Janesville to BTC","Service Charges","11000","11000","18130.01","Transit"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - New Const","Permits","11000","11000","49623.12","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Elec- New Construction","Permits","11500","11500","34962","General Fund"
"2010","Library","Library","Fines, Fees, Etc","N/A","SAM","Service Charges","13000","13000","8183.67","Hedberg Public Library"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Pavillion Rental","Service Charges","13000","13000","22557.47","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","ParaTransit","Service Charges","14000","14000","21753","Transit"
"2010","N/A","N/A","N/A","N/A","Youth Center","License","14000","14000","75","General Fund"
"2010","Leisure Services","Recreation","Senior Center","N/A","Senior Programming","Service Charges","14000","14000","17354.41","General Fund"
"2010","Leisure Services","Recreation","Recreation Admin","N/A","Family Programming","Service Charges","14000","14000","2359.01","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Miscellaneous Receipts","Other Revenue","15000","15000","11382.82","Transit"
"2010","N/A","N/A","N/A","N/A","Leases","Service Charges","15000","15000","12463.21","General Fund"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Day Camp - Tot/Sports","Service Charges","16000","16000","16863.98","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Building-New Construction","Permits","16000","16000","28735.2","General Fund"
"2010","Leisure Services","Recreation","Aquatics","N/A","Rockport Swim Lessons","Service Charges","17000","17000","8958","General Fund"
"2010","N/A","N/A","N/A","N/A","Amusement Center","License","18000","18000","22810","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Bldg Permit - Alteration/Addtn","Permits","18000","18000","160","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Building-Alterations/Additions","Permits","18000","18000","11921.91","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","All Around Town Passes","Service Charges","19000","19000","16608.5","Transit"
"2010","N/A","N/A","N/A","N/A","Miscellaneous Receipts","Other Revenue","20000","20000","15536.48","General Fund"
"2010","Public Works","N/A","N/A","N/A","Plan Approval Fees","Service Charges","20000","20000","23150","General Fund"
"2010","Public Works","N/A","N/A","N/A","Right-of-Way Excavation","Service Charges","20000","20000","28116.5","General Fund"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Recreation Partnership","Service Charges","20000","20000","17901.14","General Fund"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Volleyball","Service Charges","20000","20000","19757.35","General Fund"
"2010","N/A","N/A","N/A","N/A","Weights & Measures","License","20500","20500","24593.4","General Fund"
"2010","Public Works","Operations","Recycling","N/A","Compost Material","Service Charges","25000","25000","0","Sanitation"
"2010","N/A","N/A","N/A","N/A","Sale of City Property","Interest, Rents, Fines","25000","25000","44364.07","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - New Const","Permits","25000","25000","68890.75","General Fund"
"2010","Public Works","Operations","Recycling","N/A","Tire Recycling","Service Charges","27000","27000","32433.19","Sanitation"
"2010","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Housing Rehab Revolving Rental","Service Charges","27700","27700","3756.73","CDA Block Grant"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Advertising on City Property","Interest, Rents, Fines","28000","28000","27825","Transit"
"2010","Leisure Services","Parks","Cemetery","Burials","Cremain","Service Charges","29000","29000","21525","Oak Hill Cemetery"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Landfill Gas","Service Charges","30000","30000","73599.22","Sanitation"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Janesville to Beloit","Service Charges","32000","32000","15366.86","Transit"
"2010","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neigh - Code Enforcement","State & Federal Aids","32615","32615","30145.74","CDA Block Grant"
"2010","N/A","N/A","N/A","N/A","Real Estate Searches","Other Revenue","33000","33000","36330","General Fund"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Programming","Service Charges","33000","33000","29840.04","General Fund"
"2010","Public Works","Wastewater","N/A","N/A","Pretreatment Program","Service Charges","34000","34000","34715.15","Wastewater Utility"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Public Skating","Service Charges","34000","34000","36851.28","General Fund"
"2010","Leisure Services","Recreation","Aquatics","N/A","Rockport Pool","Service Charges","34250","34250","41753.51","General Fund"
"2010","Neighborhood & Community Services","N/A","Downtown Activities","N/A","Downtown Imp","State & Federal Aids","35000","35000","28470.5","CDA Block Grant"
"2010","N/A","N/A","N/A","N/A","Dog License","License","35000","35000","49725.87","General Fund"
"2010","Fire","N/A","N/A","N/A","Inspections","Service Charges","35000","35000","38613.43","General Fund"
"2010","Police","N/A","N/A","N/A","False Alarms","Service Charges","39000","39000","33582.41","General Fund"
"2010","Public Works","Water","N/A","N/A","Other Water Revenues","Service Charges","40000","40000","112684.45","Water Utility"
"2010","Public Works","Water","N/A","N/A","Private Fire Protection","Service Charges","42000","42000","46385.2","Water Utility"
"2010","Leisure Services","Recreation","Senior Center","N/A","Senior Recreation Trips","Service Charges","42000","42000","36690.58","General Fund"
"2010","Library","Library","Arrowhead Library System","N/A","Arrowhead Library System","Service Charges","44944","44944","2692.73","Hedberg Public Library"
"2010","Public Works","Water","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","45000","45000","50592.32","Water Utility"
"2010","Public Works","Operations","Recycling","N/A","Curbside Collection Contrib","Service Charges","45000","45000","118846.18","Sanitation"
"2010","N/A","N/A","N/A","N/A","Wastewater Service Charge","Other Revenue","45000","45000","47722.71","General Fund"
"2010","Neighborhood & Community Services","N/A","Public Service Activities","N/A","Public Service Activities","State & Federal Aids","46000","46000","36555.5","CDA Block Grant"
"2010","Leisure Services","Parks","Cemetery","Grave Sales","Standard","Service Charges","48000","48000","106975","Oak Hill Cemetery"
"2010","Leisure Services","Recreation","Youth Programs","N/A","Kids Count Camp","Service Charges","48000","48000","48672.08","General Fund"
"2010","Leisure Services","Parks","Cemetery","N/A","Transfer In","Transfers In","50000","50000","50000","Oak Hill Cemetery"
"2010","Public Works","Water","N/A","N/A","Water Department Rentals","Service Charges","50000","50000","33797","Water Utility"
"2010","Public Works","Wastewater","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","50000","50000","78679.59","Wastewater Utility"
"2010","Public Works","Operations","N/A","N/A","Miscellaneous","Service Charges","50000","50000","37639.59","Vehicle Operation & Maintenance"
"2010","Public Works","Operations","Recycling","N/A","Appliance Recycling","Service Charges","50000","50000","59179.71","Sanitation"
