"fiscal_year","bureau","office","program","union_group","job_code","job_title","position_id","sum_of_total_comp"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","0050","0050-Administrative Assistant IV","0084645","1.00"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","0293","0293-Administrative Analyst III","0053285","72807.89"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","0854","0854-Public Information Officer","0062220","72340.32"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","4701","4701-Dep Dir of Comm & Pub Affairs","0004715","104127.92"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","5588","5588-Dir of Comm and Pub Affrs","0012765","153960.97"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","5714","5714-Press Secretary","0012766","105682.72"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","6243","6243-Director of External Affairs","0000784","112200.00"
"FY22","1051-President","1010-Office of the President (Office)","18350-Public Affairs","NON-UNION","8655","8655-Deputy Press Secretary","0081816","1.00"
"FY22","1051-President","1010-Office of the President (Office)","60162-ARPA - Revenue Loss","NON-UNION","9277","9277-Director of Digital Inclusion","0105356","144483.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","0048","0048-Administrative Assistant III","0001213","73064.16"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","0052","0052-Chief Administrative Officer","0012768","198502.66"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","0295","0295-Administrative Analyst V","0000781","85551.34"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","0620","0620-Legislative Coordinator I","0007329","70864.19"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","0620","0620-Legislative Coordinator I","0007330","1.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","1031","1031-Special Assistant","0005395","110965.54"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5210","5210-Special Assistant","0001478","87072.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5210","5210-Special Assistant","0025035","87441.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5299","5299-Deputy Chief Admin Officer","0000780","165829.49"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5299","5299-Deputy Chief Admin Officer","0007328","153209.47"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5531","5531-Special Asst for Legal Affairs","0007331","119137.48"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","10155-Administration","NON-UNION","5819","5819-Executive Assistant II","0065782","98176.11"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","0854","0854-Public Information Officer","0070962","74542.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","5357","5357-Director of Cable Television","0034524","129018.24"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","6421","6421-Television Prod Specialist","0035170","67194.73"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","6477","6477-Info Tech Communications Mgr","0034864","107712.61"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","7685","7685-Deputy Director of Communications","0034680","123821.88"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","8947","8947-Executive Producer","0078414","108502.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0106994","66792.96"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108661","66792.96"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","11930-Communications","TEAMSTERS","7848","7848-Graphic Design Specialist - BOA","0058130","83731.79"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","COUPE","2381","2381-Motor Vehicle Driver I","0025039","79768.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","NON-UNION","0143","0143-Accountant III","0000830","68477.76"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","NON-UNION","5558","5558-Mg of Printing & Graphic Svcs","0000835","93058.94"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","NON-UNION","8851","8851-Print Shop Supervisor","0069168","71652.16"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","TEAMSTERS","0989","0989-Multilith Operator IV","0012842","58983.60"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","TEAMSTERS","6052","6052-Bindery Digital Printer Opr","0009088","48902.88"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","TEAMSTERS","6052","6052-Bindery Digital Printer Opr","0012817","55400.80"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","18020-Printing & Graphic Services","TEAMSTERS","6052","6052-Bindery Digital Printer Opr","0012840","46337.61"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","0051","0051-Administrative Assistant V","0012769","70215.60"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","1557","1557-Director of Veteran Affairs","0022100","115440.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","5242","5242-Records Mangmt Administrator","0006925","84708.19"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","5940","5940-Fleet Manager","0000447","97585.28"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","8797","8797-Records and Information Specialist","0066729","47029.40"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","33830-Enterprise Wide Service","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0107585","81544.32"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","2209","2209-Industrial Engineer III","0004160","117688.51"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","5880","5880-Perform Management Analyst","0065284","80991.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","5880","5880-Perform Management Analyst","0107260","57222.88"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","7442","7442-Director of Research, Operations and Innovation","0034746","156123.24"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","7443","7443-Deputy Director of Research, Operations and Innovation","0034596","134612.65"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","7954","7954-Ops Improvmt Specialist","0058108","63225.76"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","7954","7954-Ops Improvmt Specialist","0060767","63225.76"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","7984","7984-Manager of Research and Policy","0057347","1.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","35795-Research, Operations, and Innovation","NON-UNION","9019","9019-Ops Improvement Specialist II","0094615","63712.00"
"FY22","1115-Chief Administrative Officer","1011-Office of Chief Admin Officer (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108659","69863.04"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","0054","0054-Dir of Comm Develop & Planning","0007556","157484.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","0056","0056-Project Director","0000812","99721.62"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","0056","0056-Project Director","0000813","95207.79"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","0854","0854-Public Information Officer","0065352","80876.32"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","5531","5531-Special Asst for Legal Affairs","0007333","109242.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","5663","5663-Dep Dir of Com Dev & Planning","0007558","123816.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","10155-Administration","NON-UNION","5665","5665-Dep Dir of Fin Dev & Str Proj","0007557","141154.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","13145-Economic Development","NON-UNION","0056","0056-Project Director","0012811","111836.29"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","13145-Economic Development","NON-UNION","0056","0056-Project Director","0012812","105044.14"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","13145-Economic Development","NON-UNION","5664","5664-Dep Dir of Economic Develop","0007559","140075.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","13145-Economic Development","NON-UNION","6294","6294-Economic Development Prog Mgr","0000513","80944.99"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","13145-Economic Development","NON-UNION","6294","6294-Economic Development Prog Mgr","0008814","80944.99"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","50685-Grant: 2014 CDBG Disaster Relief","NON-UNION","0223","0223-Grant Analyst","0000680","70343.36"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","50685-Grant: 2014 CDBG Disaster Relief","NON-UNION","6410","6410-Compliance Prog Specialist","0000545","73608.72"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0223","0223-Grant Analyst","0092146","69164.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0223","0223-Grant Analyst","0100995","69164.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0223","0223-Grant Analyst","0102053","69164.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0223","0223-Grant Analyst","0107865","69164.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0223","0223-Grant Analyst","0108948","69164.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","53993-Grant 2020 P&D Emergency Solutions Grant - Cares Act","NON-UNION","0294","0294-Administrative Analyst IV","0000309","91372.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54026-Grant 2020 P&D CDBG - CV","NON-UNION","6409","6409-Comm Dev Project Manager","0000544","84003.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0048","0048-Administrative Assistant III","0001799","73064.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0048","0048-Administrative Assistant III","0050748","48483.80"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0050","0050-Administrative Assistant IV","0002015","52309.92"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0145","0145-Accountant V","0000208","57222.88"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0175","0175-Planner V","0001804","96379.07"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0176","0176-Planner III","0001805","84439.68"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0223","0223-Grant Analyst","0007121","70139.33"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","0294","0294-Administrative Analyst IV","0000432","101884.31"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","1719","1719-Grant Coordinator","0001797","117824.72"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54146-Grant 2021 P&D CDBG","NON-UNION","8786","8786-Grant Finance Manager - Planning & Development","0061088","91908.96"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","0028","0028-Program Manager","0000779","93638.00"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","0048","0048-Administrative Assistant III","0001800","73064.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","0145","0145-Accountant V","0002312","57222.88"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","0294","0294-Administrative Analyst IV","0000293","91372.16"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","0294","0294-Administrative Analyst IV","0001560","116088.43"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54147-Grant 2021 P&D HOME","NON-UNION","8762","8762-Housing Finance Mgr","0060395","79932.32"
"FY22","1125-Office of Economic Development","1013-Planning and Development (Office)","54211-Grant 2021 P&D HOME ARP","NON-UNION","6408","6408-Housing Project Manager","0000543","76042.72"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","10155-Administration","NON-UNION","0114","0114-Budget & Mgmt Servics Director","0000814","180537.00"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","10155-Administration","NON-UNION","5818","5818-Executive Assistant I","0065820","65269.89"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","10155-Administration","NON-UNION","8948","8948-Managing Deputy Budget Director","0081035","135660.00"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0000749","86296.68"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0000821","58152.11"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0000822","58152.11"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0001219","60171.44"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0001446","59411.42"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0035113","60297.98"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0070888","58860.75"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","0203","0203-Budget Analyst III","0086943","57992.48"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","8949","8949-Deputy Budget Director","0081034","119121.60"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","8949","8949-Deputy Budget Director","0081275","99454.25"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","11030-Budget Preparation & Monitoring","NON-UNION","8949","8949-Deputy Budget Director","0081276","109881.68"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","12590-Data Management","NON-UNION","5207","5207-Assistant Deputy Director","0029366","129018.24"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","12590-Data Management","NON-UNION","6861","6861-Business Process Analyst","0002772","94937.45"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","14670-Grants Management","NON-UNION","0203","0203-Budget Analyst III","0000820","58860.75"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","14670-Grants Management","NON-UNION","5217","5217-Asst Grants Mgmt Director","0000963","96116.91"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","0203","0203-Budget Analyst III","0107250","57222.88"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","0203","0203-Budget Analyst III","0108606","57222.88"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","0203","0203-Budget Analyst III","0108880","57222.88"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","6861","6861-Business Process Analyst","0108623","76042.72"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","8948","8948-Managing Deputy Budget Director","0108166","135000.00"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","8949","8949-Deputy Budget Director","0108634","105682.72"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0107546","62911.68"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0107547","87439.04"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0107835","57222.88"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108103","106745.60"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108376","76042.72"
"FY22","1076-Chief Financial Officer","1014-Budget and Management Services (Office)","60162-ARPA - Revenue Loss","NON-UNION","9999","9999-TEMPORARY EMPLOYEES","0108902","100543.04"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","10595-Archives","NON-UNION","0047","0047-Admin Assistant II","0000905","60004.35"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","10595-Archives","NON-UNION","0050","0050-Administrative Assistant IV","0074723","53399.62"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","10595-Archives","NON-UNION","0291","0291-Administrative Analyst I","0034740","54973.36"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","10595-Archives","NON-UNION","8756","8756-Manager of Archives","0067475","75000.00"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","15580-Legislative Agenda","NON-UNION","0050","0050-Administrative Assistant IV","0000906","83575.66"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","15580-Legislative Agenda","NON-UNION","0058","0058-Legislative Reference Coordin","0000773","112393.80"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","15580-Legislative Agenda","NON-UNION","0619","0619-Legislative Coordinator II","0000908","78887.11"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","15580-Legislative Agenda","NON-UNION","5818","5818-Executive Assistant I","0000903","69862.75"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","19145-Secretary to the Board","NON-UNION","0040","0040-Secretary of the Board","0000902","172207.69"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","19145-Secretary to the Board","NON-UNION","5531","5531-Special Asst for Legal Affairs","0002459","98000.00"
"FY22","1176-Cook County Board of Commissioners","1018-Office of The Secretary To The Board of Commissioners (Office)","19145-Secretary to the Board","NON-UNION","5552","5552-Deputy Secretary of the Board","0000337","122740.80"
"FY22","1135-Chief of Human Resources","1019-Employee Appeals Board (Office)","13375-Employee Appeals Board","NON-UNION","0704","0704-Chairman- EE Appeals Board","0002074","11999.50"
"FY22","1135-Chief of Human Resources","1019-Employee Appeals Board (Office)","13375-Employee Appeals Board","NON-UNION","0711","0711-Member-EE Appeals Board","0002075","11999.50"
"FY22","1135-Chief of Human Resources","1019-Employee Appeals Board (Office)","13375-Employee Appeals Board","NON-UNION","0711","0711-Member-EE Appeals Board","0002076","11999.50"
"FY22","1135-Chief of Human Resources","1019-Employee Appeals Board (Office)","13375-Employee Appeals Board","NON-UNION","0711","0711-Member-EE Appeals Board","0002077","11999.50"
"FY22","1135-Chief of Human Resources","1019-Employee Appeals Board (Office)","13375-Employee Appeals Board","NON-UNION","0711","0711-Member-EE Appeals Board","0002078","11999.50"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","NON-UNION","0113","0113-Dir of Financial Control IV","0000912","100334.30"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","NON-UNION","5343","5343-Accounts Payable Coordinator","0000923","82559.73"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5342","5342-Accounts Payable Specialist II","0000922","63599.22"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5518","5518-Accounts Payable Clerk","0000124","54751.84"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5518","5518-Accounts Payable Clerk","0001338","54751.84"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5518","5518-Accounts Payable Clerk","0001340","54751.84"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5518","5518-Accounts Payable Clerk","0001341","40790.88"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5520","5520-Accts Payable Specialist III","0000921","68346.72"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10090-Accounts Payable","SEIU 73","5522","5522-Central Payment Distributor","0000914","91291.20"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10155-Administration","NON-UNION","0116","0116-Deputy Comptroller","0000910","140699.60"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10155-Administration","NON-UNION","2501","2501-Comptroller","0000909","187234.00"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10155-Administration","NON-UNION","5819","5819-Executive Assistant II","0000484","84302.41"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10155-Administration","NON-UNION","7010","7010-ERP Business Analyst Proj Mgr","0034406","105838.22"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","10155-Administration","NON-UNION","7876","7876-Deputy Comptroller - Payroll & Garnishments","0053772","136608.00"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","0111","0111-Dir of Financial Control II","0004175","87996.59"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","0113","0113-Dir of Financial Control IV","0001337","117355.05"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","0145","0145-Accountant V","0004176","60135.17"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","0253","0253-Business Manager III","0000918","85346.56"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","4185","4185-Grant Manager","0000270","96802.88"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","4706","4706-Dir Financial Control Rpting","0001479","112200.00"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","5870","5870-Accounting Systems Analyst","0000919","81302.00"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","5899","5899-Capital Assets Manager","0000926","86410.46"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","6004","6004-Accounting Analyst","0000916","73061.88"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","6004","6004-Accounting Analyst","0001467","66622.53"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","6005","6005-Senior Accounting Analyst","0000917","104105.81"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","14270-General Ledger","NON-UNION","6005","6005-Senior Accounting Analyst","0093154","69164.16"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","NON-UNION","0247","0247-Payroll Supervisor","0004177","122347.84"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","NON-UNION","5794","5794-Assistant Payroll Supervisor","0006926","97064.80"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","NON-UNION","8923","8923-Payroll Analyst","0077094","80919.57"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","SEIU 73","0241","0241-Central Payroll Proc Asst","0004178","53117.26"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","SEIU 73","5511","5511-Central Payroll Processor I","0012885","72554.56"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","SEIU 73","5511","5511-Central Payroll Processor I","0012889","68346.72"
"FY22","1076-Chief Financial Officer","1020-County Comptroller (Office)","17295-Payroll & Garnishments","SEIU 73","5512","5512-Central Payroll Processor II","0012887","64514.29"
