"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org "
"Nassau","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Strength for Life, Inc.","Community-Based Breast Cancer Support and Wellness Services","32 Gristmill Dr.  Kings Park, NY 11754","631-675-6513","strengthforlife@optonline.net"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Harm Reduction/Syringe Exchange","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Delaware","4","Promote Healthy Women, Infants, and Children","2","Child Health","Delaware County Department of Health","Children with Special Health Care Needs Program","99 Main Street Delhi NY 13753","(607) 832-5200","donna.jones@co.delaware.ny.us"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Oswego","4","Promote Healthy Women, Infants, and Children","2","Child Health","Oswego County Department of Health","Children with Special Health Care Needs Program","70 Bunner Street,Oswego,NY13126","(315) 349-3510","thompsta@oswegocounty.com"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Genesee","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","HIV/STD/HCV Prevention and Related Services for Young People through the use of Youth Health Advocates  (Component B)","PO Box 9 Albany, NY 12201","(518)434-7105","justine.gordon@rfsuny.org"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Seneca","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Albert Einstein College of Medicine ","Prevention Services for Women","1510 Water Place, 3rd Floor Bronx, NY  10461","(718)493-8580","kgenece@montefiore.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Housing Works, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347) 473-7403","smith@housingworks.org"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Health Research Incorporated","Prostate Cancer Research 1","Elm and Carlton Streets  Buffalo, NY 14263","716-845-2312","john.blandino@roswellpark.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chemung County Department of Social Services","Early Intervention Program","425-447 Pennsylvania Avenue, Elmira, New York 14902-0588","(607) 737-5568","ajernigan@co.chemung.ny.us"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chemung County Health Department","School Based Health Centers- Dental Clinics","103 Washington Street Elmira, NY 14901","(607) 737-2890","tlax@co.chemung.ny.us"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"Montgomery","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","In Our Own Voices, Inc.","STD Testing and Awareness","245 Lark St Albany , NY 12210","(518) 432-4188","tlagrone@inourownvoices.org"
"Chemung","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Chemung","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Comprehensive Adolescent Pregnancy Prevention","314 West State Street , Ithaca, NY 14850","(607) 216-0021","maureen.kelly@ppsfl.org"
"Chemung","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Family Planning Program","314 W. State Street , Ithaca, NY 14850","(607) 273-1526","joe.sammons@ppsfl.org"
"Chenango","1","Promote a Healthy and Safe Environment","2","Water Quality","Chenango County","Drinking Water Enhancement","County Office Bldg., 5 Court Street, Norwich, NY 13815","(607) 337-1673","isaiahs@co.chenango.ny.us"
"Chenango","1","Promote a Healthy and Safe Environment","3","Built Environment","Chenango County","Lead Poisoning Prevention Program","County Office Bldg., 5 Court Street, Norwich, NY 13815","(607) 337-1673","isaiahs@co.chenango.ny.us"
"Chenango","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Catholic Charities of Chenango County","Rape Crisis & Sexual Violence Prevention","3 O'Hara Drive, Norwich, NY 13815","(607) 334-8244","Kglasbergen@ccofcc.com"
"Clinton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Cattaraugus","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Monroe County Department of Health","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","111 Westfall Rd, Room 952, Rochester, NY 14620","(585)753-2989","michaelmendoza@monroecounty.gov"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elers, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","305 7th Ave, Suite 15, New York, NY 10001","(212) 741-2247","lfaria@sageusa.org"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","Ending The Epidemic","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rsilverio@evergreenhs.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Audre Lorde Project, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","147 W 24th St 3rd Floor, New York, NY 10011","(212) 463-0342","cpage@alp.org"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT individuals, families and communities","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Capital District Gay & Lesbian Community Council, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","332 Hudson Ave Albany, NY 12210","(518) 462-6138","mharvey@capitalpridecenter.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem Dowling-Westside Center for Children and Families, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","2090 Adam Clayton Powell Jr Blvd 4th Fl New York , NY 10027","(212) 749-3656","kdixon@harlemdowling.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Expanded Syringe Access Program","446 West 33rd St 6th Fl New York , NY 10001","(212) 367-1524","billb@gmhc.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Niagara","1","Promote a Healthy and Safe Environment","2","Water Quality","Niagara County","Drinking Water Enhancement","5467 Upper Mountain Road, Suite 100, Lockport, NY 14094","(716) 439-7452","Ronald.Gwozdek@niagaracounty.com"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","APICHA Community Health Center","Targeted Prevention and Support Services Programs (formerly MSAs)","400 Broadway New York , NY 10013","(646) 844-5377","trodriguez@apicha.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","Regional Prevention and Support Programs (formerly CSPs)","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org "
"Cattaraugus","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Chenango","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Washington","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Putnam","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Support Connection, Inc.","Community-Based Breast Cancer Support and Wellness Services","40 Triangle Center Suite 100  Yorktown Heights, NY 10598","914-962-6402","katherine.quinn@supportconnection.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Nassau","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Lesbian, Gay, Bisexual, and Transgender Community Center of Long Island, Inc.","STD Testing and Awareness","20 Crossway Park Drive North Suite 110 Woodbury, NY  11706","(516)323-0011","david@lgbtnetwork.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Greene","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Opportunities for Chenango, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 470
44 West Main Street
Norwich, NY 13815","(607) 334-7114","NSmith@ofcinc.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Chenango County Department of Public Health","Early Intervention Program","5 Court Street, Norwich, New York 13815","(607) 337-1731","erical@co.chenango.ny.us"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mary Imogene Bassett Hospital","School Based Health Centers","1 Atwell Road Cooperstown NY 13326","(607) 746-9332","jane.hamilton@bassett.org"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Harm Reduction/Syringe Exchange","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","Opportunities for Chenango, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","PO Box 470
44 West Main Street
Norwich, NY 13815","(607) 334-7114","NSmith@ofcinc.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Chenango","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of South Central New York","Comprehensive Adolescent Pregnancy Prevention","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Chenango","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood South Central NY","Family Planning Program","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Steuben","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Clinton","1","Promote a Healthy and Safe Environment","3","Built Environment","Clinton County","Healthy Neighborhoods Program","133 Margaret Street, Plattsburgh, NY 12901","(518) 565-4870","kanozaj@co.clinton.ny.us"
"Clinton","1","Promote a Healthy and Safe Environment","3","Built Environment","Clinton County","Lead Poisoning Prevention Program","133 Margaret Street, Plattsburgh, NY 12901","(518) 565-4870","kanozaj@co.clinton.ny.us"
"Clinton","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Planned Parenthood of the North Country, New York, Inc.","Rape Crisis & Sexual Violence Prevention","66 Brinkerhoff Street Platssburgh, NY 12901","(518) 561-0605","tess.barker@ppncny.org"
"Essex","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Citiwide Harm Reduction Program, Inc.","Expanded Syringe Access Program","540 East Fordham Rd Bronx , NY 10458","(718) 295-2666","jdavila@boomhealth.org"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Sylvia Rivera Law Project","Health and Human Services for LGBT Individuals, Families and Communities","147 W 24th St 5th Floor, New York, NY 10011","(212) 337-8550","juana@slrp.org"
"Essex","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Seneca","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schenectady","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","In Our Own Voices, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a Focus on COC ( Component A)","245 Slingerland St Albany, NY 12202","(518) 432-4188","tlagrone@inourownvoices.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","446 West 33rd St 6th Fl New York , NY 10001","(212)367-1524","billb@gmhc.org"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Oswego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Harm Reduction/Syringe Exchange","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Niagara","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY Downstate Medical Center","HIV/STI/Hep C Prev  and Related Svcs for Gay/MSM","Research Foundation of SUNY, PO Box 9 Albany, NY 12201","(518)434-7190","robert.mason@rfsuny.org"
"Hamilton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Rockland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Regional Prevention and Support Programs (formerly CSPs)","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Heights Hill Mental Health Services South Beach Psychiatric Center CAB, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","25 Flatbush Ave Brooklyn, NY 11217","(718)852-5212","christianhuygen@rainbowheights.org"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave Rochester , NY 14607","(585) 545-7200","bbelecz@trilliumhealth.org"
"Wayne","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Lewis","4","Promote Healthy Women, Infants, and Children","2","Child Health","Lewis County Department of Health","Children with Special Health Care Needs Program","Medical Arts Building, 7785 N. State Street,Lowville,13367","(315) 376-5453","csn.lcph@gmail.com"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Housing Works, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347) 473-7403","smith@housingworks.org"
