"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Rockland","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian Columbia - Regional Perinatal Center","Regional Perinatal Centers","622 West 168th Street, New York, NY 10032","(212) 305-0607","jh9006@nyp.org"
"Rockland","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Rockland","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Westchester Medical Center - Regional Perinatal Center","Regional Perinatal Centers","100 Woods Rd, Valhalla, NY 10595","(914) 493-8590","sippels@wcmc.com"
"Rockland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Rockland County Department of Health","Early Intervention Program","50 Sanatorium Road, Bldg J, Public Health Social Work, Pomona, New York 10970","(518) 364-2626","donoghum@co.rockland.ny.us"
"Rockland","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Rockland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Rockland","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Hudson Peconic","Family Planning Program","4 Skyline Drive , Hawthorne, NY 10532","(914) 467-7300","Reina.Schiffrin@pphp.org"
"Rockland","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Saratoga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Albany Medical Center Hospital - Regional Perinatal Center","Regional Perinatal Centers","43 New Scotland Avenue, Albany, NY 12208","(518) 262-3003","RossS@mail.amc.edu"
"Saratoga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Backstretch Employee Services Team","Migrant and Seasonal Farmworker Health Program","2150 Hempstead Turnpike Gate 6, Cottage 28B Elmont, NY 11003","(516) 488-3434","paul@bestbackstretch.com"
"Saratoga","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Schenectady","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Albany Medical Center Hospital - Regional Perinatal Center","Regional Perinatal Centers","43 New Scotland Avenue, Albany, NY 12208","(518) 262-3003","RossS@mail.amc.edu"
"Schenectady","4","Promote Healthy Women, Infants, and Children","2","Child Health","Schenectady County Public Health Services","Early Intervention Program","107 Nott Terrace, Suite 306, Schenectady, New York 12308","(518) 386-2815","lynn.streifert@schenectadycounty.com"
"Schenectady","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Schenectady","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Mohawk Hudson","Comprehensive Adolescent Pregnancy Prevention","1040 State St , Schenectady, NY 12307","(518) 374-5353","a.jackson@ppmhchoices.org"
"Schoharie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mary Imogene Bassett Hospital","School Based Health Centers","1 Atwell Road Cooperstown NY 13326","(607) 746-9332","jane.hamilton@bassett.org"
"Schoharie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Schoharie County Department of Health","Early Intervention Program","276 Main Street, Schoharie, New York 12157","(518) 295-8365","lindastiles@co.schoharie.ny.us"
"Schoharie","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Schuyler","4","Promote Healthy Women, Infants, and Children","2","Child Health","Schuyler County Home Health Agency","Early Intervention Program","106 South Perry Street, Watkins Glen, New York 14891","(607) 535-8140","mkasprzyk@co.schuyler.ny.us"
"Schuyler","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Family Planning Program","314 W. State Street , Ithaca, NY 14850","(607) 273-1526","joe.sammons@ppsfl.org"
"Seneca","4","Promote Healthy Women, Infants, and Children","2","Child Health","Seneca County Health Department","Early Intervention Program","31 Thurber Drive, Waterloo, New York 13165","(315) 539-1920","vswinehart@co.seneca.ny.us"
"Seneca","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Seneca","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","East Hill Family Medical","Family Planning Program","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
"St. Lawrence","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"St. Lawrence","4","Promote Healthy Women, Infants, and Children","2","Child Health","Carthage Area Hospital","School Based Health Centers","1001 West St. Carthage NY 13619","(315) 493-1005","tduerr@cahny.org"
"St. Lawrence","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Steuben","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Genesee Valley BOCES","Migrant and Seasonal Farmworker Health Program","3 Mount Morris-Leicester Road Leicester, NY 14481","(585) 658-7960","rlynch@gvboces.org"
"Steuben","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Steuben","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","ProAction of Steuben & Yates, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","117 East Steuben Street
Bath, NY 14810","(607) 776-1151","cogswell@proactioninc.org"
"Steuben","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Strong Memorial Hospital - Regional Perinatal Center","Regional Perinatal Centers","601 Elmwood Avenue, Rochester, NY 14627","(585) 275-6036","Chris_glantz@urmc.rochester.edu"
"Steuben","4","Promote Healthy Women, Infants, and Children","2","Child Health","ProAction of Steuben & Yates, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","117 East Steuben Street
Bath, NY 14810","(607) 776-1151","cogswell@proactioninc.org"
"Steuben","4","Promote Healthy Women, Infants, and Children","2","Child Health","Steuben County Home Health Agency","Early Intervention Program","3 East Pulteney Square, Bath, New York 14810-1560","(607) 664-2146","dkiff@co.steuben.ny.us"
"Steuben","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Steuben","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Finger Lakes Community and Migrant Health Care","Family Planning Program","P.O. Box 423 , Penn Yan, NY 14527","(315) 531-9102","Maryz@flchealth.org"
"Steuben","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Family Planning Program","314 W. State Street , Ithaca, NY 14850","(607) 273-1526","joe.sammons@ppsfl.org"
"Suffolk","4","Promote Healthy Women, Infants, and Children","2","Child Health","Suffolk County","Early Intervention Program","50 Laser Court, Hauppauge, New York 11788","(631) 853-2333","ellen.ellis@suffolkcountyny.gov"
"Suffolk","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Backstretch Employee Services Team","Migrant and Seasonal Farmworker Health Program","2150 Hempstead Turnpike Gate 6, Cottage 28B Elmont, NY 11003","(516) 488-3434","paul@bestbackstretch.com"
"Suffolk","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","North Shore University Hospital - Regional Perinatal Center","Regional Perinatal Centers","300 Community Drive, Manhasset, NY 11030","(516) 562-2466","aivala@nshs.edu"
"Suffolk","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Suffolk County Health Department","Migrant and Seasonal Farmworker Health Program","300 Center Drive Riverhead, NY 11901","(631) 852-2810","patricia.stearns@suffolkcountyny.gov"
"Suffolk","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","University Hospital Stony Brook - Regional Perinatal Center","Regional Perinatal Centers","Health Science Center Level 5 Room 085 Stonybrook, NY 11794","(631) 444-2021","adriann.combs@stonybrookmedicine.edu"
"Suffolk","4","Promote Healthy Women, Infants, and Children","2","Child Health","Brookhaven Memorial Hospital Medical Center","School Based Health Centers","550 Montauk Highway, Shirley, NY 11967","(631) 852-1022","Jgoodwin@bmhmc.org"
"Suffolk","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Suffolk","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Bellport Arear Community Action DBA Boys & Girls Clubs of Bellport ","Successfully Transitioning Youth to Adolescence","471 Atlantic Avenue, Bellport, NY 11713","(631) 286-9090 ext 324","danielle@bgcbellport.org"
"Suffolk","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Economic Opportunity Council of Suffolk, SNAP Long Island Division","Comprehensive Adolescent Pregnancy Prevention","34 Park Ave Bay Shore , NY 11706","(631) 665-2300","cmonthie@eoc-suffolk.com"
"Suffolk","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Long Island Gay and Lesbian Youth, Inc.","Comprehensive Adolescent Pregnancy Prevention","10 Little Britain Rd., Suite 203, Newburgh, NY 12550","(845) 561-3575","mcotty@ligaly.org; itsikitas@liglbnetwork.org"
"Suffolk","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Hudson Peconic","Family Planning Program","4 Skyline Drive , Hawthorne, NY 10532","(914) 467-7300","Reina.Schiffrin@pphp.org"
"Suffolk","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Research Foundation of SUNY, Stonybrook","Comprehensive Adolescent Pregnancy Prevention","PO Box 1268, Southampton, NY 11969","(631) 287-6476","allison.eliscu@sbumed.org"
"Sullivan","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Sullivan County Public Health","Early Intervention Program","50 Community Lane, Liberty, New York 12754","(845) 292-5910","carol.ryan@co.sullivan.ny.us"
"Sullivan","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Westchester Medical Center - Regional Perinatal Center","Regional Perinatal Centers","100 Woods Rd, Valhalla, NY 10595","(914) 493-8590","sippels@wcmc.com"
"Sullivan","4","Promote Healthy Women, Infants, and Children","2","Child Health","PRASAD Children's Dental Health Program, Inc","School Based Health Centers- Dental Clinics","465 Brickman Rd Hurleyville, NY 12747","(845) 434-0376","ceciliae@prasadproject.org"
"Sullivan","4","Promote Healthy Women, Infants, and Children","2","Child Health","Sullivan County Public Health Services","Early Intervention Program","50 Community Lane, Liberty, New York 12754","(845) 292-5910","carol.ryan@co.sullivan.ny.us"
"Sullivan","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Sullivan","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Maternal Infant Services Network of orange, Sullivan and Ulster Counties","Comprehensive Adolescent Pregnancy Prevention","178 Church Street , Poughkeepsie, NY 12601","(845) 471-1530","jhoward@misn-ny.org"
"Sullivan","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Mid Hudson Valley","Family Planning Program","178 Church Street , Poughkeepsie, NY 12601","(845) 471-1530","ruthellen.blodgett@ppmhv.org"
"Sullivan","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Sullivan County BOCES","Comprehensive Adolescent Pregnancy Prevention","50 Community Lane, Liberty, NY 12754","(845) 292-5910","dfuchs@scboces.org"
"Tioga","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Tioga","4","Promote Healthy Women, Infants, and Children","2","Child Health","Tioga County Health Department","Early Intervention Program","1062 State Route 38, Owego, New York 13827-0120","(607) 687-8630","peetersh@co.tioga.ny.us"
"Tioga","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Mothers and Babies Perinatal Network","Personal Responsibility Education Program","457 State Street, Binghamton, NY 13901","(607) 772-0517","cfinch@mothersandbabies.org"
"Tompkins","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Tompkins","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Tompkins","4","Promote Healthy Women, Infants, and Children","2","Child Health","Tompkins County Department of Health","Early Intervention Program","55 Brown Road, Ithaca, New York 14850","(607) 274-6674","fkruppa@tompkins-co.org"
"Tompkins","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Southern Finger Lakes","Family Planning Program","314 W. State Street , Ithaca, NY 14850","(607) 273-1526","joe.sammons@ppsfl.org"
"Ulster","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Albany Medical Center Hospital - Regional Perinatal Center","Regional Perinatal Centers","43 New Scotland Avenue, Albany, NY 12208","(518) 262-3003","RossS@mail.amc.edu"
"Ulster","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Hudson River HealthCare","Migrant and Seasonal Farmworker Health Program","1037 Main Street Peekskill, NY 10566","(914) 734-8503","adubois@HRHCARE.ORG"
"Ulster","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Ulster","4","Promote Healthy Women, Infants, and Children","2","Child Health","Ulster County Department of Social Services","Early Intervention Program","1071 Development Court, Kingston, New York 12401-1959","(845) 334-5221","miap@co.ulster.ny.us"
"Ulster","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Mid Hudson Valley","Family Planning Program","178 Church Street , Poughkeepsie, NY 12601","(845) 471-1530","ruthellen.blodgett@ppmhv.org"
"Ulster","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Mid-Hudson Valley","Comprehensive Adolescent Pregnancy Prevention","1340 State Route 9, Lake George, NY 12845","(518) 761-6580","jessie.kowalczik@ppmhv.org"
"Warren","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Albany Medical Center Hospital - Regional Perinatal Center","Regional Perinatal Centers","43 New Scotland Avenue, Albany, NY 12208","(518) 262-3003","RossS@mail.amc.edu"
"Warren","4","Promote Healthy Women, Infants, and Children","2","Child Health","Glens Falls Hospital","School Based Health Centers","100 Park Street Glens Falls NY 12801","(518) 926-5907","mdoherty@glensfallshosp.org"
"Warren","4","Promote Healthy Women, Infants, and Children","2","Child Health","Glens Falls Hospital","School Based Health Centers- Dental Clinics","100 Park Street Glens Falls, NY 12801","(518) 926-5907","mdoherty@glensfallshosp.org"
"Warren","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Warren","4","Promote Healthy Women, Infants, and Children","2","Child Health","Warren County on behalf of Warren County Health Services","Early Intervention Program","1340 State Route 9, Lake George, New York 12845","(518) 761-6415","auerp@co.warren.ny.us"
"Warren","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Hudson Headwater","Comprehensive Adolescent Pregnancy Prevention","1040 State Street, Schenectady, NY 12307","(518) 374-5353","jrugge@hhhn.org"
"Washington","4","Promote Healthy Women, Infants, and Children","2","Child Health","Glens Falls Hospital","School Based Health Centers","100 Park Street Glens Falls NY 12801","(518) 926-5907","mdoherty@glensfallshosp.org"
"Washington","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Washington","4","Promote Healthy Women, Infants, and Children","2","Child Health","Washington County Public Health Nursing Service","Early Intervention Program","415 Lower Main Street, Hudson Falls, New York 12839-2650","(518) 746-2400","klyndaker@co.washington.ny.us"
"Washington","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Hudson Headwater","Comprehensive Adolescent Pregnancy Prevention","1040 State Street, Schenectady, NY 12307","(518) 371-5353","pmorreale@medserv.net"
"Wayne","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Wayne","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Strong Memorial Hospital - Regional Perinatal Center","Regional Perinatal Centers","601 Elmwood Avenue, Rochester, NY 14627","(585) 275-6036","Chris_glantz@urmc.rochester.edu"
"Wayne","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Wayne County Health Department","Migrant and Seasonal Farmworker Health Program","1519 Nye Road Suite 200 Lyons, NY 14489","(315) 946-5749","ddevlin@co.wayne.ny.us"
"Wayne","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Wayne","4","Promote Healthy Women, Infants, and Children","2","Child Health","Wayne County Public Health Service","Early Intervention Program","1519 Nye Road Suite 200, Lyons, New York 14489","(315) 946-5749","ddevlin@co.wayne.ny.us"
"Wayne","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","East Hill Family Medical","Family Planning Program","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
"Wayne","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Finger Lakes Community and Migrant Health Care","Family Planning Program","P.O. Box 423 , Penn Yan, NY 14527","(315) 531-9102","Maryz@flchealth.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian Columbia - Regional Perinatal Center","Regional Perinatal Centers","622 West 168th Street, New York, NY 10032","(212) 305-0607","jlh9006@nyp.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","New York Presbyterian New York Weill Cornell - Regional Perinatal Center","Regional Perinatal Centers","525 East 68th Street","(212) 746-5454",
"Westchester","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Westchester Medical Center - Regional Perinatal Center","Regional Perinatal Centers","100 Woods Rd, Valhalla, NY 10595","(914) 493-8590","sippels@wcmc.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Hudson River HealthCare, Inc","School Based Health Centers- Dental Clinics","1037 Main Street Peekskill, NY 10566","(914) 734-8803","chames@hrhcare.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mount Vernon Neighborhood Health Center","School Based Health Centers","107 West Fourth Street Mount Vernon NY 10550","(914) 699-7200","vegranby@aol.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Open Door Family Medical Center","Special Supplemental Food Program for Women, Infants, and Children (WIC)","165 Main Street
Ossining, NY 10562","(914) 502-1450","lfarrell@odfmc.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Saint Josephs Hospital","School Based Health Centers","127 South Broadway Yonkers NY 10701","(914) 378-7271","clh0723@aol.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Saint Joseph's Hosptial","School Based Health Centers- Dental Clinics","127 South Broadway Yonkers NY 10701","(914) 376-8344","alisa.garza@saintjosephs.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Westchester County Department of Health","Early Intervention Program","145 Huguenot Street 8th Floor, New Rochelle, New York 10801","(914) 813-5090","mry1@westchestergov.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","2","Child Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","City of Mount Vernon","Comprehensive Adolescent Pregnancy Prevention","1037 Main Street, Peekskill, NY 10566","(914) 734-8909","dharris@ci.mount-vernon.ny.us"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","City of Mount Vernon Youth Bureau","Successfully Transitioning Youth to Adolescence","One Roosevelt Square, Room 308 Mount Vernon, NY 10550","(914) 665-2344","dharris@cmvny.com"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Hudson River HealthCare","Comprehensive Adolescent Pregnancy Prevention","1037 Main Street , Peekskill, NY 10566","(914) 734-8747","mbrendler@hrhcare.org, Npurvis@HRHCARE.ORG"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Hudson River HealthCare","Family Planning Program","1037 Main Street , Peekskill, NY 10566","(914) 734-8747","anolon@hrhcare.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Hudson Peconic","Family Planning Program","4 Skyline Drive , Hawthorne, NY 10532","(914) 467-7300","Reina.Schiffrin@pphp.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood Husdon Peconic","Comprehensive Adolescent Pregnancy Prevention","145 Huguenot Street, New Rochelle, NY 10801","(914) 813-5000","Leslie.Pargament@pphp.org"
"Westchester","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Westchester HCC (formerly Children's Hospital Foundation)","Comprehensive Prenatal-Perinatal Networks","100 Woods Rd, Valhalla, NY 10595","(914) 493-6435","hunter-grantc@wcmc.com"
"Fulton","4","Promote Healthy Women, Infants, and Children","2","Child Health","Regional Primary Care Network (RPCN)","Statewide Oral Health Technical Assistance Center","259 Monroe Avenue Rochester, NY 14607","(585) 325-2280","HIida@RPCN.org"
"Wyoming","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Genesee Valley BOCES","Migrant and Seasonal Farmworker Health Program","3 Mount Morris-Leicester Road Leicester, NY 14481","(585) 658-7960","rlynch@gvboces.org"
"Wyoming","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Women and Childrens Hospital of Buffalo - Regional Perinatal Center","Regional Perinatal Centers","219 Bryant St Buffalo, NY 14222","(716) 878-7216","Lhubbard@kaleidahealth.org"
"Wyoming","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Wyoming","4","Promote Healthy Women, Infants, and Children","2","Child Health","Wyoming County Department of Health","Early Intervention Program","8 Perry Avenue, Warsaw, New York 14569","(585) 786-8850","aaldinger@wyomingco.net"
"Wyoming","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Wyoming County Health Department","Family Planning Program","5362 Mungers Mill Road , Silver Springs, NY 14550","(585) 786-8890","gcollins@wyomingco.net"
"Yates","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Yates","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Yates","4","Promote Healthy Women, Infants, and Children","2","Child Health","Yates County Public Health Nursing Service","Early Intervention Program","417 Liberty Street Suite 2120, Penn Yan, New York 14527","(315) 536-5160","dminor@yatescounty.org"
"Yates","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Finger Lakes Community and Migrant Health Care","Family Planning Program","P.O. Box 423 , Penn Yan, NY 14527","(315) 531-9102","Maryz@flchealth.org"
"Schenectady","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Cornell Cooperative Extension Association of Schenectady County","Special Supplemental Food Program for Women, Infants, and Children (WIC)","Suite 200
650 Franklin Street
Schenectady, NY 12307","(518) 346-8818","sas66@cornell.edu"
"New York","4","Promote Healthy Women, Infants, and Children","2","Child Health","Gouverneur Hospital (NYCHHC)","Special Supplemental Food Program for Women, Infants, and Children (WIC)","Room 122
227 Madison Street
New York, NY 10002","(212) 238-7146","mahendra.patel@nychhc.org"
"St. Lawrence","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Community Health Center of the North Country","Special Supplemental Food Program for Women, Infants, and Children (WIC)","3 Remington Avenue
Canton, NY 13617","(315) 386-8128","anne@cpnorthcountry.org"
"Niagara","4","Promote Healthy Women, Infants, and Children","2","Child Health","Regional Primary Care Network (RPCN)","Statewide Oral Health Technical Assistance Center","259 Monroe Avenue Rochester, NY 14607","(585) 325-2280","HIida@RPCN.org"
"Queens","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Catholic Charities Brooklyn Neighborhood Services","Special Supplemental Food Program for Women, Infants, and Children (WIC)","161-10 Jamaica Avenue
Queens, NY 11432","(718) 657-2580","jdiulio@ccbq.org"
"Queens","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Jamaica Hospital","Special Supplemental Food Program for Women, Infants, and Children (WIC)","13420 Jamaica Avenue
Jamaica, NY 11418","(718) 206-8600","BFLANZ@jhmc.org"
"Allegany","4","Promote Healthy Women, Infants, and Children","2","Child Health","Allegany County Department of Health","Special Supplemental Food Program for Women, Infants, and Children (WIC)","7 Court Street, Belmont, NY 14813","(585) 268-9247","jwright@co.dutchess.ny.us"
