School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,K154,Kings,Public School,48,No,0,0,0,48,Yes,,48,0,No,Yes,04/02/2018,http://schools.nyc.gov/schools/k154,K154,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 657002,"1625 11 AVENUE
Brooklyn, NY 11215
(40.657234569000025, -73.97634337599999)",
NYC DOE,K155,Kings,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,11/15/2018,http://schools.nyc.gov/schools/k155,K155,,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 677634,"1355 HERKIMER STREET
Brooklyn, NY 11233
(40.67742428100007, -73.90865736199999)",
NYC DOE,K157,Kings,Public School,96,No,0,0,0,96,Yes,,96,0,No,Yes,02/22/2019,http://schools.nyc.gov/schools/k157,K157,,Brooklyn,NY,11205,04/03/2019,04/03/2019,40 695397,"850 KENT AVENUE
Brooklyn, NY 11205
(40.695399000000066, -73.96000199999997)",
NYC DOE,K158,Kings,Public School,72,No,0,0,0,72,Yes,,72,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/K158,K158,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 67259,"400 ASHFORD STREET
Brooklyn, NY 11207
(40.67267983700003, -73.88485375199997)",
NYC DOE,K159,Kings,Public School,46,No,0,0,0,46,Yes,,46,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/K159,K159,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 676111,"2781 PITKIN AVENUE
Brooklyn, NY 11208
(40.67575586500004, -73.86963010299996)",
NYC DOE,K160,Kings,Public School,52,No,0,0,0,52,Yes,,52,0,No,Yes,12/05/2017,http://schools.nyc.gov/schools/K160,K160,,Brooklyn,NY,11219,04/03/2019,04/03/2019,40 636932,"5105 Fort Hamilton Parkway
Brooklyn, NY 11219
(40.63693500000005, -73.99905299999995)",
NYC DOE,K161,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,12/23/2017,http://schools.nyc.gov/schools/K161,"K161,K741",,Brooklyn,NY,11225,04/03/2019,04/03/2019,40 665757,"330 CROWN STREET
Brooklyn, NY 11225
(40.66617217700008, -73.94920787199999)",
NYC DOE,K162,Kings,Public School,51,No,0,0,0,51,Yes,,51,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K162,K162,,Brooklyn,NY,11237,04/03/2019,04/03/2019,40 706816,"1390 WILLOUGHBY AVENUE
Brooklyn, NY 11237
(40.70693904400008, -73.92008454399996)",
NYC DOE,K163,Kings,Public School,51,No,0,0,0,51,Yes,,51,0,No,Yes,02/09/2018,http://schools.nyc.gov/schools/K163,K748,,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 606739,"1664 BENSON AVENUE
Brooklyn, NY 11214
(40.60713432500006, -74.00710224699998)",
NYC DOE,K164,Kings,Public School,58,No,0,0,0,58,Yes,,58,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/K164,"K164,K077",,Brooklyn,NY,11219,04/03/2019,04/03/2019,40 637101,"4211 14 AVENUE
Brooklyn, NY 11219
(40.63734956700006, -73.98608510099996)",
NYC DOE,K165,Kings,Public School,34,No,0,0,0,34,Yes,,34,0,No,Yes,05/04/2018,http://schools.nyc.gov/schools/k165,K165,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 657061,"76 LOTT AVENUE
Brooklyn, NY 11212
(40.65742881800003, -73.91102111399994)",
NYC DOE,K166,Kings,Public School,81,No,0,0,0,81,Yes,,81,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/K654,"K654,K359,K788",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 659934,"800 VAN SICLEN AVE
Brooklyn, NY 11207
(40.65997825900007, -73.88530442999996)",
NYC DOE,K167,Kings,Public School,60,No,0,0,0,60,Yes,,60,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K532,"K532,K396",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 669557,"1025 EASTERN PARKWAY
Brooklyn, NY 11213
(40.669182344000035, -73.93432622599994)",
NYC DOE,K169,Kings,Public School,100,No,0,0,0,100,Yes,,100,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/K169,K169,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 645825,"4305 7 AVENUE
Brooklyn, NY 11232
(40.64579100000003, -74.00136149999997)",
NYC DOE,K170,Kings,Public School,148,No,0,0,0,148,Yes,,148,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/K170,K170,,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 630373,"619 72ND STREET
Brooklyn, NY 11209
(40.63015840800006, -74.01905049799996)",
NYC DOE,K171,Kings,Public School,68,No,0,0,0,68,Yes,,68,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/K171,"K171,K760",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 685852,"528 RIDGEWOOD AVENUE
Brooklyn, NY 11208
(40.68587700000006, -73.86943949999994)",
NYC DOE,K172,Kings,Public School,58,No,0,0,0,58,Yes,,58,0,No,Yes,01/25/2018,http://schools.nyc.gov/schools/k172,K172,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 657682,"825 4 AVENUE
Brooklyn, NY 11232
(40.65796141100003, -74.00050310199998)",
NYC DOE,K174,Kings,Public School,58,No,0,0,0,58,Yes,,58,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/k557,"K557,K663",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 665446,"574 DUMONT AVENUE
Brooklyn, NY 11207
(40.66578378300005, -73.89766992299997)",
NYC DOE,K175,Kings,Public School,64,No,0,0,0,64,Yes,,64,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/K514,"K514,K697",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 665568,"226 BRISTOL STREET
Brooklyn, NY 11212
(40.66571950400004, -73.91167092499995)",
NYC DOE,K176,Kings,Public School,87,No,0,0,0,87,Yes,,87,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K176,K176,,Brooklyn,NY,11219,04/03/2019,04/03/2019,40 624835,"1225 69 STREET
Brooklyn, NY 11219
(40.62473980100003, -74.00547810599994)",
NYC DOE,K177,Kings,Public School,88,No,0,0,0,88,Yes,,88,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K177,K177,,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 608169,"346 AVENUE P
Brooklyn, NY 11204
(40.60825200000005, -73.97420849999997)",
NYC DOE,K178,Kings,Public School,63,No,0,0,0,63,Yes,,63,0,No,Yes,01/25/2019,http://schools.nyc.gov/schools/K178,"K178,K077",,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 67538,"2163 DEAN STREET
Brooklyn, NY 11233
(40.67502497900006, -73.91537982699998)",
NYC DOE,K179,Kings,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,01/25/2019,http://schools.nyc.gov/schools/K179,K179,,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 640127,"202 AVENUE C
Brooklyn, NY 11218
(40.64047233600007, -73.97739765399996)",
NYC DOE,K180,Kings,Public School,84,No,0,0,0,84,Yes,,84,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/K180,"K180,K231",,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 626454,"5601 16 AVENUE
Brooklyn, NY 11204
(40.62659400000007, -73.98918449999996)",
NYC DOE,K181,Kings,Public School,175,No,0,0,0,175,Yes,,175,0,No,Yes,06/18/2018,http://schools.nyc.gov/schools/K181,"K181,K396",,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 648217,"1023 NEW YORK AVENUE
Brooklyn, NY 11203
(40.648086000000035, -73.94586749999996)",
NYC DOE,K183,Kings,Public School,79,No,0,0,0,79,Yes,,79,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/k446,"K446,K668",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 659618,"76 RIVERDALE AVENUE
Brooklyn, NY 11212
(40.660236808000036, -73.91362870899997)",
NYC DOE,K184,Kings,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/k184,K184,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 660385,"273 NEWPORT STREET
Brooklyn, NY 11212
(40.659999380000045, -73.90489933699996)",
NYC DOE,K185,Kings,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K185,K185,,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 623598,"8601 RIDGE BOULEVARD
Brooklyn, NY 11209
(40.62378600100004, -74.03386066999997)",
NYC DOE,K186,Kings,Public School,75,No,0,0,0,75,Yes,,75,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K186,K186,,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 610917,"7601 19 AVENUE
Brooklyn, NY 11214
(40.61133689600007, -73.99478123899996)",
NYC DOE,K188,Kings,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K188,K188,,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 576733,"3314 NEPTUNE AVENUE
Brooklyn, NY 11224
(40.57718066900003, -74.00054844599998)",
NYC DOE,K189,Kings,Public School,91,No,0,0,0,91,Yes,,91,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K189,K189,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 665228,"1100 EAST NEW YORK AVENUE
Brooklyn, NY 11212
(40.665720606000036, -73.92581539099996)",
NYC DOE,K190,Kings,Public School,108,No,0,0,0,108,Yes,,108,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K190,"K190,K907",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 662243,"590 SHEFFIELD AVENUE
Brooklyn, NY 11207
(40.66234180200007, -73.89445657399995)",
NYC DOE,K191,Kings,Public School,95,No,0,0,0,95,Yes,,95,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K191,"K191,K712",,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 67173,"1600 PARK PLACE
Brooklyn, NY 11233
(40.67199255700007, -73.92437812999998)",
NYC DOE,K192,Kings,Public School,79,No,0,0,0,79,Yes,,79,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/K192,"K192,K036",,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 6288,"4715 18 AVENUE
Brooklyn, NY 11204
(40.629190202000075, -73.98007860699994)",
NYC DOE,K193,Kings,Public School,79,No,0,0,0,79,Yes,,79,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/K193,K193,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 62208,"2515 AVENUE L
Brooklyn, NY 11210
(40.62154128900005, -73.95023787999997)",
NYC DOE,K194,Kings,Public School,130,No,0,0,0,130,Yes,,130,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/K194,K194,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 598069,"3117 AVENUE W
Brooklyn, NY 11229
(40.597146000000066, -73.93401449999999)",
NYC DOE,K195,Kings,Public School,73,No,0,0,0,73,Yes,,73,0,No,Yes,12/17/2017,http://schools.nyc.gov/schools/K195,K195,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 580161,"131 IRWIN STREET
Brooklyn, NY 11235
(40.58019563600004, -73.94395281199996)",
NYC DOE,K196,Kings,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K196,"K196,K582",,Brooklyn,NY,11206,04/03/2019,04/03/2019,40 708804,"207 BUSHWICK AVENUE
Brooklyn, NY 11206
(40.70873147800006, -73.93999277499995)",
NYC DOE,K197,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/K197,K197,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 612339,"1599 EAST 22 STREET
Brooklyn, NY 11210
(40.61252536500007, -73.95186338199994)",
NYC DOE,K198,Kings,Public School,73,No,0,0,0,73,Yes,,73,0,No,Yes,01/28/2018,http://schools.nyc.gov/schools/K198,K198,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 637601,"4105 FARRAGUT ROAD
Brooklyn, NY 11210
(40.636970433000045, -73.93687728599997)",
NYC DOE,K199,Kings,Public School,77,No,0,0,0,77,Yes,,77,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/K199,K199,,Brooklyn,NY,11230,04/03/2019,04/03/2019,40 61631,"1100 ELM AVENUE
Brooklyn, NY 11230
(40.61634300000003, -73.96281449999998)",
NYC DOE,K200,Kings,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,08/29/2018,http://schools.nyc.gov/schools/K200,K200,,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 602809,"1940 BENSON AVENUE
Brooklyn, NY 11214
(40.60317136000003, -74.00143179699995)",
NYC DOE,K201,Kings,Public School,101,No,0,0,0,101,Yes,,101,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K201,K201,,Brooklyn,NY,11228,04/03/2019,04/03/2019,40 619043,"8010 12 AVENUE
Brooklyn, NY 11228
(40.61849704800005, -74.01291953699996)",
NYC DOE,K202,Kings,Public School,60,No,0,0,0,60,Yes,,60,0,No,Yes,10/10/2017,http://schools.nyc.gov/schools/K202,"K202,K680",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 665817,"982 HEGEMAN AVENUE
Brooklyn, NY 11208
(40.666086000000064, -73.87600499999996)",
NYC DOE,K203,Kings,Public School,81,No,0,0,0,81,Yes,,81,0,No,Yes,10/31/2017,http://schools.nyc.gov/schools/K203,K203,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 622108,"5101 AVENUE M
Brooklyn, NY 11234
(40.62189600000005, -73.92548699999998)",
NYC DOE,K204,Kings,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K204,K204,,Brooklyn,NY,11228,04/03/2019,04/03/2019,40 613535,"8101 15 AVENUE
Brooklyn, NY 11228
(40.61391251900005, -74.00686080499997)",
NYC DOE,K205,Kings,Public School,109,No,0,0,0,109,Yes,,109,0,No,Yes,01/13/2019,http://schools.nyc.gov/schools/K205,K205,,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 614737,"6701 20 AVENUE
Brooklyn, NY 11204
(40.615102594000064, -73.98729780099995)",
NYC DOE,K206,Kings,Public School,88,No,0,0,0,88,Yes,,88,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K206,K206,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 596876,"2200 GRAVESEND NECK ROAD
Brooklyn, NY 11229
(40.59736552100003, -73.94886859699994)",
NYC DOE,K207,Kings,Public School,59,No,0,0,0,59,Yes,,59,0,No,Yes,09/04/2018,http://schools.nyc.gov/schools/K207,K207,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 613981,"4011 FILLMORE AVENUE
Brooklyn, NY 11234
(40.613464832000034, -73.92997983799995)",
NYC DOE,K208,Kings,Public School,58,No,0,0,0,58,Yes,,58,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/K208,K208,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 6427,"4801 AVENUE D
Brooklyn, NY 11203
(40.64227200000005, -73.93063049999995)",
NYC DOE,K209,Kings,Public School,44,No,0,0,0,44,Yes,,44,0,No,Yes,02/27/2018,http://schools.nyc.gov/schools/K209,K209,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 5868,"2609 EAST 7 STREET
Brooklyn, NY 11235
(40.586673510000026, -73.96193415199997)",
NYC DOE,K210,Kings,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K394,"K394,K742",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 67271,"188 ROCHESTER AVENUE
Brooklyn, NY 11213
(40.67258619000006, -73.92802497699995)",
NYC DOE,K211,Kings,Public School,113,No,0,0,0,113,Yes,,113,0,No,Yes,10/23/2018,http://schools.nyc.gov/schools/K211,"K211,K724",,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 642931,"1001 EAST 100 STREET
Brooklyn, NY 11236
(40.64295554800003, -73.89581323099998)",
NYC DOE,K212,Kings,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,05/25/2018,http://schools.nyc.gov/schools/K212,K212,,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 587612,"87 BAY 49 STREET
Brooklyn, NY 11214
(40.58770257100008, -73.98581235699999)",
NYC DOE,K213,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/k213,"K213,K036",,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 659845,"580 HEGEMAN AVENUE
Brooklyn, NY 11207
(40.660450608000076, -73.89037358999997)",
NYC DOE,K214,Kings,Public School,68,No,0,0,0,68,Yes,,68,0,No,Yes,10/15/2018,http://schools.nyc.gov/schools/K214,K214,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 675881,"2944 PITKIN AVENUE
Brooklyn, NY 11208
(40.67649630900007, -73.86307289099994)",
NYC DOE,K215,Kings,Public School,65,No,0,0,0,65,Yes,,65,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/K215,"K215,K231",,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 602722,"415 AVENUE S
Brooklyn, NY 11223
(40.602084955000066, -73.97005727299995)",
NYC DOE,K216,Kings,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/K216,K216,,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 59,"350 AVENUE X
Brooklyn, NY 11223
(40.59018000000003, -73.96992449999993)",
NYC DOE,K217,Kings,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K217,K217,,Brooklyn,NY,11230,04/03/2019,04/03/2019,40 633482,"1100 NEWKIRK AVENUE
Brooklyn, NY 11230
(40.63399435900004, -73.96646041699995)",
NYC DOE,K218,Kings,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K218,"K218,K683",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 67002,"370 FOUNTAIN AVENUE
Brooklyn, NY 11208
(40.67068500000005, -73.87444799999997)",
NYC DOE,K219,Kings,Public School,88,No,0,0,0,88,Yes,,88,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/K219,K219,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 658834,"1060 CLARKSON AVENUE
Brooklyn, NY 11212
(40.658994000000064, -73.92219299999994)",
NYC DOE,K220,Kings,Public School,74,No,0,0,0,74,Yes,,74,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K220,K220,,Brooklyn,NY,11220,04/03/2019,04/03/2019,40 640997,"4812 9TH AVENUE
Brooklyn, NY 11220
(40.640609995000034, -74.00065838299997)",
NYC DOE,K221,Kings,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,11/03/2017,http://schools.nyc.gov/schools/K221,"K221,K777",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 663964,"791 EMPIRE BOULEVARD
Brooklyn, NY 11213
(40.66373886300005, -73.93606881599999)",
NYC DOE,K222,Kings,Public School,61,No,0,0,0,61,Yes,,61,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K222,K222,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 614005,"3301 QUENTIN ROAD
Brooklyn, NY 11234
(40.61381400000005, -73.93871699999994)",
NYC DOE,K223,Kings,Public School,100,No,0,0,0,100,Yes,,100,0,No,Yes,07/25/2018,http://schools.nyc.gov/schools/K223,"K223,K609",,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 6351,"4200 16 AVENUE
Brooklyn, NY 11204
(40.63475107900007, -73.98168070999998)",
NYC DOE,K224,Kings,Public School,118,No,0,0,0,118,Yes,,118,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K224,"K224,K036",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 664143,"757 WORTMAN AVENUE
Brooklyn, NY 11208
(40.664137190000076, -73.86578662599999)",
NYC DOE,K225,Kings,Public School,76,No,0,0,0,76,Yes,,76,0,No,Yes,11/15/2018,http://schools.nyc.gov/schools/K225,"K225,K771",,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 58026,"1075 OCEAN VIEW AVENUE
Brooklyn, NY 11235
(40.58009100000004, -73.95573149999996)",
NYC DOE,K226,Kings,Public School,97,No,0,0,0,97,Yes,,97,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K226,K226,,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 615405,"6006 23 AVENUE
Brooklyn, NY 11204
(40.61532600000004, -73.97667899999993)",
NYC DOE,K227,Kings,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/K227,K227,,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 622102,"6500 16 AVENUE
Brooklyn, NY 11204
(40.62195900000006, -73.99541699999997)",
NYC DOE,K228,Kings,Public School,66,No,0,0,0,66,Yes,,66,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K228,K228,,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 60066,"228 AVENUE S
Brooklyn, NY 11223
(40.60080900000003, -73.97661149999993)",
NYC DOE,K229,Kings,Public School,135,No,0,0,0,135,Yes,,135,0,No,Yes,01/06/2017,http://schools.nyc.gov/schools/K229,K229,,Brooklyn,NY,11228,04/03/2019,04/03/2019,40 610331,"1400 BENSON AVENUE
Brooklyn, NY 11228
(40.61032200000005, -74.01345749999996)",
NYC DOE,K230,Kings,Public School,64,No,0,0,0,64,Yes,,64,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/k230,K230,,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 645609,"1 ALBEMARLE ROAD
Brooklyn, NY 11218
(40.645066127000064, -73.98040439199997)",
NYC DOE,K231,Kings,Public School,33,No,0,0,0,33,Yes,,33,0,No,Yes,01/08/2019,http://schools.nyc.gov/schools/k721,K721,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 654306,"360 36 STREET
Brooklyn, NY 11232
(40.65450185900005, -74.00480319299999)",
NYC DOE,K232,Kings,Public School,83,No,0,0,0,83,Yes,,83,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K581,"K581,K753,K608",,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 659088,"905 WINTHROP STREET
Brooklyn, NY 11203
(40.658922000000075, -73.92851999999993)",
NYC DOE,K233,Kings,Public School,103,No,0,0,0,103,Yes,,103,0,No,Yes,05/24/2018,http://schools.nyc.gov/schools/K233,"K233,K736",,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 651642,"9301 AVENUE B
Brooklyn, NY 11236
(40.651515000000074, -73.91386799999998)",
NYC DOE,K234,Kings,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K234,K234,,Brooklyn,NY,11229,04/03/2019,04/03/2019,40 604447,"1875 EAST 17 STREET
Brooklyn, NY 11229
(40.60431808800007, -73.95547516399995)",
NYC DOE,K235,Kings,Public School,60,No,0,0,0,60,Yes,,60,0,No,Yes,05/31/2018,http://schools.nyc.gov/schools/K235,K235,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 655337,"525 LENOX ROAD
Brooklyn, NY 11203
(40.655196000000046, -73.94069249999995)",
NYC DOE,K236,Kings,Public School,89,No,0,0,0,89,Yes,,89,0,No,Yes,11/03/2017,http://schools.nyc.gov/schools/K236,"K236,K771",,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 615494,"6302 AVENUE U
Brooklyn, NY 11234
(40.61574900000005, -73.91215349999999)",
NYC DOE,K237,Kings,Public School,183,No,0,0,0,183,Yes,,183,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K682,"K682,K686,K370",,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 606994,"50 AVENUE P
Brooklyn, NY 11204
(40.60726309100005, -73.98694765999994)",
NYC DOE,K238,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K238,"K238,K231",,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 608801,"1633 EAST 8 STREET
Brooklyn, NY 11223
(40.608751432000076, -73.96501824399996)",
NYC DOE,K239,Kings,Public School,85,No,0,0,0,85,Yes,,85,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K239,K239,,Brooklyn,NY,11224,04/03/2019,04/03/2019,40 57864,"2401 NEPTUNE AVENUE
Brooklyn, NY 11224
(40.578194041000074, -73.99235617199997)",
NYC DOE,K240,Kings,Public School,94,No,0,0,0,94,Yes,,94,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/K240,"K240,K381",,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 623788,"2500 NOSTRAND AVENUE
Brooklyn, NY 11210
(40.623780175000036, -73.94632186799998)",
NYC DOE,K241,Kings,Public School,59,No,0,0,0,59,Yes,,59,0,No,Yes,12/20/2018,http://schools.nyc.gov/schools/K241,K241,,Brooklyn,NY,11225,04/03/2019,04/03/2019,40 668913,"976 PRESIDENT STREET
Brooklyn, NY 11225
(40.669195717000036, -73.96011988999999)",
NYC DOE,K242,Kings,Public School,88,No,0,0,0,88,Yes,,88,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/K635,"K235,K635",,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 645965,"10001 FLATLANDS AVENUE
Brooklyn, NY 11236
(40.645800000000065, -73.89842399999998)",
NYC DOE,K243,Kings,Public School,153,No,0,0,0,153,Yes,,153,0,No,Yes,11/20/2018,http://schools.nyc.gov/schools/K243,"K243,K360",,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 675675,"1580 DEAN STREET
Brooklyn, NY 11213
(40.676032846000055, -73.93506431999998)",
NYC DOE,K244,Kings,Public School,124,No,0,0,0,124,Yes,,124,0,No,Yes,11/28/2018,http://schools.nyc.gov/schools/K244,"K244,K763",,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 647851,"5404 TILDEN AVENUE
Brooklyn, NY 11203
(40.64843459100007, -73.92548970799999)",
NYC DOE,K246,Kings,Public School,164,No,0,0,0,164,Yes,,164,0,No,Yes,03/05/2019,http://schools.nyc.gov/schools/K246,"K246,K741",,Brooklyn,NY,11226,04/03/2019,04/03/2019,40 648352,"72 VERONICA PLACE
Brooklyn, NY 11226
(40.64841298600004, -73.95280999799996)",
NYC DOE,K247,Kings,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,11/15/2017,http://schools.nyc.gov/schools/K247,K247,,Brooklyn,NY,11204,04/03/2019,04/03/2019,40 612247,"7000 21 AVENUE
Brooklyn, NY 11204
(40.61205038700007, -73.98696434399994)",
NYC DOE,K249,Kings,Public School,149,No,0,0,0,149,Yes,,149,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K249,K249,,Brooklyn,NY,11226,04/03/2019,04/03/2019,40 649509,"18 MARLBOROUGH ROAD
Brooklyn, NY 11226
(40.64966839700003, -73.96605865799995)",
