"year","region","race_or_ethnicity","sex","age_group","firearm_deaths","alcohol_related_deaths","suicide_deaths"
"2016","NYC","Not Stated","F","<1","0","1","0"
"2016","NYC","White Non Hispanic","F","20-24","1","0","5"
"2016","ROS","Hispanic","F","<1","0","0","0"
"2015","ROS","Black Non Hispanic","F","35-44","1","8","0"
"2015","NYC","Not Stated","F","75-84","0","1","0"
"2015","ROS","Black Non Hispanic","M","25-34","43","7","10"
"2015","ROS","Black Non Hispanic","F","25-34","0","6","2"
"2015","NYC","Not Stated","M","65-74","0","10","1"
"2015","NYC","Hispanic","F","25-34","3","8","6"
"2015","ROS","Black Non Hispanic","M","20-24","24","0","7"
"2015","ROS","Black Non Hispanic","F","20-24","0","1","1"
"2015","NYC","Not Stated","F","65-74","0","3","0"
"2015","ROS","Black Non Hispanic","M","10-19","22","0","1"
"2015","NYC","Black Non Hispanic","F","65-74","1","38","0"
"2015","NYC","Black Non Hispanic","F","1-9","1","0","0"
"2015","ROS","Black Non Hispanic","F","10-19","2","0","1"
"2015","NYC","Not Stated","M","55-64","0","17","0"
"2015","NYC","Hispanic","M","20-24","22","7","17"
"2015","ROS","Black Non Hispanic","M","1-9","0","0","0"
"2015","NYC","Not Stated","F","55-64","0","4","0"
"2015","NYC","Hispanic","F","20-24","3","1","2"
"2015","ROS","Black Non Hispanic","F","1-9","1","0","0"
"2015","ROS","White Non Hispanic","M","Total","351","1587","763"
"2015","NYC","White Non Hispanic","M","Total","34","505","172"
"2015","NYC","Black Non Hispanic","M","55-64","1","142","4"
"2015","ROS","White Non Hispanic","F","Total","43","677","245"
"2015","ROS","White Non Hispanic","M","<1","1","0","0"
"2015","NYC","White Non Hispanic","F","Total","4","164","87"
"2015","ROS","White Non Hispanic","F","<1","0","0","0"
"2015","NYC","Black Non Hispanic","F","25-34","4","10","5"
"2015","ROS","White Non Hispanic","M","85+","15","57","24"
"2015","NYC","White Non Hispanic","M","<1","0","0","0"
"2015","NYC","Not Stated","M","45-54","0","14","1"
"2015","ROS","White Non Hispanic","F","85+","1","45","6"
"2015","ROS","White Non Hispanic","M","75-84","26","169","43"
"2015","NYC","White Non Hispanic","F","<1","0","0","0"
"2015","ROS","White Non Hispanic","F","75-84","3","115","10"
"2015","ROS","White Non Hispanic","M","65-74","52","323","84"
"2015","NYC","White Non Hispanic","M","85+","0","18","2"
"2015","NYC","Not Stated","F","45-54","0","3","1"
