"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Wayne","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Genesee-Livingston-Steuben-Wyoming BOCES","Creating Healthy Schools and Communities","Genesee Valley BOCES, 80 Munson St., LeRoy, NY 14482","585-344-7574","kmclaughlin@gvboces.org"
"Franklin","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Franklin Co. Public Health Service","Cancer Services Partnerships","136 Broadway Ste 3., Saranac Lake NY 12983","(518) 891-4471 ","sgranqui@franklin.ny.us"
"Schuyler","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Rockland","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Ontario","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Wyoming","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Fulton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Catholic Charities of the Diocese of Albany/DBA Catholic Charities of Fulton & Montgomery Counties","Advancing Tobacco Free Communities","55 East Main St. Suite 100","(518) 762-8313","John.Nasso@cc-fmc.org"
"Nassau","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Western Suffolk BOCES","Creating Healthy Schools and Communities","31 Lee Avenue, Wheatley Heights, New York 11798","631-595-6814","skessler@wsboces.org"
"Ontario","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","University of Rochester","Health Systems for a Tobacco Free New York","265 Crittenden Blvd., CU420644, Rochester, NY 14627-8969","(585) 276-4512","tammie_martin@urmc.rochester.edu"
"Allegany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Monroe","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc./Smoking & Health Action Coalition of Monroe County","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"Albany","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Capital District Community Gardens d/b/a Capital Roots ","Creating Healthy Schools and Communities","594 River Street, Troy, NY 12180","(518) 274-8685","healthyplaces@capitalroots.org"
"Oneida","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Chautauqua","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Clinton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Champlain Valley Family Center For Drug Treatment & Youth Services, Inc.","Advancing Tobacco Free Communities","20 Ampersand Drive Plattsburgh. NY 12901","(518) 561-8480","Cwille@westelcom.com"
"Schenectady","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc.","Health Systems for a Tobacco Free New York","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Tioga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Sullivan","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Nassau","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","American Lung Association 
(Asthma Coalition of Long Island)","A Systems Approach for Reducing the Burden of Asthma in New York State","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0940","alittle@lungne.org"
"Kings","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Broome","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Broome County Health Department/Tobacco Free Broome and Tioga","Advancing Tobacco Free Communities","225 Front Street Binghamton, NY 13905","(607) 778-3068","cabbott@co.broome.ny.us"
"Saratoga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Otsego","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Kings","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Public Health Solutions Kings","Advancing Tobacco Free Communities","40 Worth Street, 5th Floor, New York, NY 10013-2904","(646) 619-6533","dsully@healthsolutions.org"
"Orleans","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York -Presbyterian Hospital","Cancer Services Partnerships","1130 St. Nicholas Ave New York NY 10032","212-851-4516","schmitt@nyp.org"
"Cayuga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cayuga County Health Department","Cancer Services Partnerships","8 Dill St., Auburn NY 13021","(315) 253-1560","kabate@cayugacounty.us"
"Livingston","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","University of Rochester","Health Systems for a Tobacco Free New York","265 Crittenden Blvd., CU420644 , Rochester, NY 14627-8969","(585) 276-4512","tammie_martin@urmc.rochester.edu"
"Suffolk","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Central Suffolk Hospital d/b/a Peconic Bay Medical Center","Cancer Services Partnerships","1300 Roanoke Ave Riverhead NY 11901","(631) 548-6320","moconnor@pbmedicalcenter.org"
"Cortland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Kings","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Richmond","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Cayuga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Queens","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","New York University","Health Systems for a Tobacco Free New York","One Park Avenue, 6th Floor, NY, NY 10016","(646) 501-2526","Donna.Shelley@nyumc.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","The New York and Presbyterian Hospital","Cancer Services Partnerships","622 W 168 St MHB-1HS-213, New York, NY 10032","(212) 851-4517","schmitt@nyp.org"
"Broome","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Ulster","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","The Institute for Family Health","Creating Healthy Schools and Communities","Institute for Family Health, 2006 Madison Avenue, New York, NY 10035","212-633-0800 ext.1328","kmoltzen@institute.org"
"Wyoming","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Health Research Inc., Roswell Park Cancer Institute Division","Advancing Tobacco Free Communities","Elm and Carlton Streets, Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Tompkins","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Franklin","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Ontario","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","585-224-3126","dinafaticone@flhsa.org"
"Wyoming","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Allegany","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","(617) 482-9485","tamara_calise@jsi.com"
"Cayuga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Rockland","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Orange","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc. for Tobacco Action Coalition of Long Island","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"Allegany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Corporation","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Tioga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Niagara","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Essex","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Ontario","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc. for Tobacco Action Coalition of Long Island","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"Richmond","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Sullivan","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Hamilton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Fulton","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Orleans","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","United Memorial Medical Ctr","Cancer Services Partnerships","211 East Main St Batavia NY 14020","(585) 344-5494","lfranclemont@unmc.org"
"Schuyler","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","585-224-3126","dinafaticone@flhsa.org"
"Warren","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Essex","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Clinton County Health Department","Creating Healthy Schools and Communities","133 Margaret St., Plattsburgh, NY 12901","518-565-4996","kayleigh.raville@clintoncountygov.com"
"Tompkins","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Fulton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Advancing Tobacco Free Communities","100 Park St. Glens Falls NY  12801","(518)926-6998","tmills@glensfallshosp.org"
"Hamilton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Catholic Charities of the Diocese of Albany/DBA Catholic Charities of Fulton & Montgomery Counties","Advancing Tobacco Free Communities","55 East Main St. Suite 100","(518) 762-8313","John.Nasso@cc-fmc.org"
"Putnam","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Kings","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","HHC/Woodhull Medical Center","A Systems Approach for Reducing the Burden of Asthma in New York State ","760 Broadway, Brooklyn, NY 11206","(718) 963-3201","susana.soto-vinas-nardone@woodhullhc.nychhc.org"
"Herkimer","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Suffolk","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Onondaga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Health Center/Cessation Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Montgomery","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Health Systems for a Tobacco Free New York","100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Erie","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Erie County DOH","Cancer Services Partnerships","95 Franklin St., Buffalo, NY 14202","(716) 858-2990","michelle.wysocki@cancer.org"
"Rockland","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Rockland County Department of Health","Creating Healthy Schools and Communities","50 Sanatorium Road, Bldg. J, Pomona, NY 10970","845-364-2127","diffleyu@co.rockland.ny.us"
"Broome","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Delaware","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Research Foundation for SUNY obo SUNY Cobleskill","Creating Healthy Schools and Communities","125 Schenectady Ave, Old Gym Room 005, Cobleskill, NY 12043","518-255-5294","blanchma@cobleskill.edu"
"Westchester","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Open Door Family Medical Center Inc","Cancer Services Partnerships","2 Church St., Ste 110 Ossining, NY 10562","(914) 488-6406","lcassarino@hitch.org"
"Warren","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Advancing Tobacco Free Communities","100 Park St Glens Falls NY 12801","(518)926-6998","tmills@glensfallshosp.org"
"Chenango","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cortland County Health Department","Advancing Tobacco Free Communities","60 Central Avenue, Cortland NY 13045","(607) 753-5135","cfeuerherm@cortland-co.org"
"Erie","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Health Research Inc., Roswell Park Cancer Institute Division","Advancing Tobacco Free Communities","Elm and Carlton Streets, Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Tioga","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Genesee-Livingston-Steuben-Wyoming BOCES","Creating Healthy Schools and Communities","Genesee Valley BOCES, 80 Munson St., LeRoy, NY 14482","585-344-7574","kmclaughlin@gvboces.org"
"Oswego","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Oswego","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","American Lung Association 
(Hudson Valley Asthma Coalition)","A Systems Approach for Reducing the Burden of Asthma in New York State","14 Wall Street Suite 8C New York, NY 10005","(914) 407-2215","jrubino@lungne.org"
"Ontario","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Chemung","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Chenango","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Onondaga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Cattaraugus","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Corporation","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-8394","Andrew.Hyland@Roswellpark.org"
"Lewis","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Washington","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Glens Falls Hospital","Creating Healthy Schools and Communities","100 Park Street, Glens Falls, New York 12801","518-926-5906","klvarney@glensfallshosp.org"
"Monroe","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Broome","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Cattaraugus","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Corporation","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Hospital Medical Center of Queens","Cancer Services Partnerships","NYHQ 56-45 Main St., Flushing NY 11355","(718) 661-7939","jax9002@nyp.org"
"Chautauqua","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Onondaga","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"New York","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Fund for Public Health in New York, Inc.","Creating Healthy Schools and Communities","485 Throop Avenue, Brooklyn, NY 11221 ","718-637-5211","mveatch@health.nyc.gov"
"Columbia","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc.","Health Systems for a Tobacco Free New York","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Ulster","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Wyoming","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Montgomery","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Essex","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Bronx","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
