"lhu","operation_name","address","city","state","zip","municipality","county","subcat","run_date","location"
"CAYUGA","BLONDY'S CORNER STORE","57 NORTH DIVISION STREET","AUBURN","NY","13021","AUBURN","CAYUGA","CONVENIENCE STORE","2020-11-10T00:00:00.000","57 NORTH DIVISION STREET
AUBURN, NY 13021
(42.93576198800008, -76.58525099799994)"
"NASSAU","SUNOCO / SUN DISCOUNT SERVICE, INC.","104 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","HEMPSTEAD","NASSAU","CONVENIENCE/GAS","2020-11-10T00:00:00.000","104 FRANKLIN AVENUE
VALLEY STREAM, NY 11580
(40.677215010000054, -73.68399200699997)"
"SUFFOLK","EXPRESS DELI & MARKET","1387 MONTAUK HIGHWAY","E. PATCHOGUE","NY","11772","BROOKHAVEN","SUFFOLK","CONVENIENCE STORE","2020-11-10T00:00:00.000","1387 MONTAUK HIGHWAY
E. PATCHOGUE, NY 11772
(40.77161497900005, -72.95973295899995)"
"NYC","J & C GROCERY & DELI OF NY INC","566 EAST 188TH STREET","BRONX","NY","10458","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","566 EAST 188TH STREET
BRONX, NY 10458
(40.85690998000007, -73.88798095899995)"
"ERIE","FERRY EXPRESS V","1507 FILLMORE  AVENUE","BUFFALO","NY","14211","BUFFALO","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1507 FILLMORE  AVENUE
BUFFALO, NY 14211
(42.91501401100004, -78.83873899399998)"
"NYC","KHVP, INC.","265 WEST 37TH STREET","NEW YORK","NY","10018","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","265 WEST 37TH STREET
NEW YORK, NY 10018
(40.754040014000054, -73.99169502499996)"
"NYC","JAM'S GROCERY & VARIETY STORE INC.","2290 2ND AVENUE","NEW YORK","NY","10035","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2290 2ND AVENUE
NEW YORK, NY 10035
(40.79796001400007, -73.93685298699995)"
"NYC","CORTELYOU GOURMET DELI INC","1626 CORETELYOU ROAD","BROOKLYN","NY","11226","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1626 CORETELYOU ROAD
BROOKLYN, NY 11226
(40.64178001200003, -73.96278198499994)"
"NYC","7-ELEVEN INC","883 MANHATTAN AVENUE","BROOKLYN","NY","11222","BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","883 MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.729800011000066, -73.95426395999993)"
"NYC","LEMON TREE FARM INC","312 COURT STREET","BROOKLYN","NY","11231","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","312 COURT STREET
BROOKLYN, NY 11231
(40.68350001300007, -73.99551096999994)"
"NYC","RICKY DELI GROCERY CORP","43 WILSON AVENUE","BROOKLYN","NY","11237","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","43 WILSON AVENUE
BROOKLYN, NY 11237
(40.70277000800007, -73.92913099099997)"
"DUTCHESS","J'S MILLERTON MARKET","123 ROUTE 44","MILLERTON","NY","12546","NORTHEAST","DUTCHESS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","123 ROUTE 44
MILLERTON, NY 12546
(41.95289901500007, -73.50250796099994)"
"NYC","SPEEDYWAY LLC","951 BAY STREET","STATEN ISLAND","NY","10305","STATEN ISLAND","NEW YORK CITY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","951 BAY STREET
STATEN ISLAND, NY 10305
(40.619440018000034, -74.06960498299998)"
"ONEONTA DO","METRO PETROLIUM (RAM)","1099 SPRING STREET","CATSKILL","NY","12414","CATSKILL","GREENE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1099 SPRING STREET
CATSKILL, NY 12414
(42.22258299600003, -73.86180900299996)"
"NYC","ALZAEEM GROCERY CORP.","3318 31ST AVENUE","ASTORIA","NY","11106","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","3318 31ST AVENUE
ASTORIA, NY 11106
(40.76310600700003, -73.92140103199995)"
"NYC","LA MIA FOOD MARKET CORP","24-16 40TH AVENUE","LONG ISLAND CITY","NY","11101","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","24-16 40TH AVENUE
LONG ISLAND CITY, NY 11101
(40.75353001700006, -73.93823398899997)"
"ERIE","MAYBACK'S FOOD SHOPPE","1598 NIAGARA FALLS  BOULEVARD","TONAWANDA","NY","14150","TONAWANDA","ERIE","DELICATESSEN","2020-11-10T00:00:00.000","1598 NIAGARA FALLS  BOULEVARD
TONAWANDA, NY 14150
(42.99801899300007, -78.82302401499999)"
"ONEIDA","PARKWAY DRUGS","350 LELAND AVENUE","UTICA","NY","13502","UTICA","ONEIDA","PHARMACY","2020-11-10T00:00:00.000","350 LELAND AVENUE
UTICA, NY 13502
(43.11338998100007, -75.20567003399998)"
"NYC","2031 WEBSTER FOOD CORP","2031 WEBSTER AVENUE","BRONX","NY","10457","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2031 WEBSTER AVENUE
BRONX, NY 10457
(40.85087999700005, -73.89924598599998)"
"NYC","R&P TOBACCO CORP","306  WEST 231ST  STREET","BRONX","NY","10463","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","306  WEST 231ST  STREET
BRONX, NY 10463
(40.880830004000074, -73.90871803899995)"
"ERIE","MARILLA KWIK FILL","11615 CLINTON STREET","ALDEN","NY","14004","ALDEN","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","11615 CLINTON STREET
ALDEN, NY 14004
(42.856292996000036, -78.55383600999994)"
"ONONDAGA","A-PLUS SUNOCO","4744 BUCKLEY ROAD","LIVERPOOL","NY","13088","CLAY","ONONDAGA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4744 BUCKLEY ROAD
LIVERPOOL, NY 13088
(43.14132401400008, -76.18679602499998)"
"NASSAU","VAPE FLOW","309 BEDFORD AVENUE","BELLMORE","NY","11710","HEMPSTEAD","NASSAU","OTHER","2020-11-10T00:00:00.000","309 BEDFORD AVENUE
BELLMORE, NY 11710
(40.67148799100005, -73.52817703699998)"
"SUFFOLK","EXXON","4670 ROUTE 25","CALVERTON","NY","11933","RIVERHEAD","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4670 ROUTE 25
CALVERTON, NY 11933
(40.92799056800004, -72.78905970899996)"
"NIAGARA","FAMILY DOLLAR STORE OF NEW YORK","1628 MAIN STREET STREET","NIAGARA FALLS","NY","14305","NIAGARA FALLS","NIAGARA","DISCOUNT STORE","2020-11-10T00:00:00.000","1628 MAIN STREET STREET
NIAGARA FALLS, NY 14305
(43.10437101100007, -79.05310298299997)"
"RENSSELAER","DOLLAR GENERAL","396  SECOND AVENUE","TROY","NY","12182","TROY","RENSSELAER","DISCOUNT STORE","2020-11-10T00:00:00.000","396  SECOND AVENUE
TROY, NY 12182
(42.76807938300004, -73.68014342799995)"
"NYC","AFREEN CANDY AND WIRELESS INC.","7520 ROOSEVELT AVENUE","JACKSON HEIGHTS","NY","11372","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","7520 ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.74690001600004, -73.88967200799993)"
"ALBANY","FOXCREEK MARKET NAPREBAK LLC","1634 HELDERBERG TRAIL STREET","BERNE","NY","12023","BERNE","ALBANY","DELICATESSEN","2020-11-10T00:00:00.000","1634 HELDERBERG TRAIL STREET
BERNE, NY 12023
(42.625271987000076, -74.13421797299998)"
"WESTCHESTER","PABLO P. DELI GROCERY LLC","30 WASHINGTON STREET","TUCKAHOE","NY","10707","E. CHESTER","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","30 WASHINGTON STREET
TUCKAHOE, NY 10707
(40.94773900700005, -73.82400801099999)"
"NYC","FOREST HILLS DELI BAGELS INC","11210 QUEENS BOULEVARD","FOREST HILLS","NY","11375","QUEENS","NEW YORK CITY","DELICATESSEN","2020-11-10T00:00:00.000","11210 QUEENS BOULEVARD
FOREST HILLS, NY 11375
(40.71780001800005, -73.83662302699997)"
"WATERTOWN DO","DOLLAR GENERAL - ADAMS","10757 US ROUTE 11","ADAMS","NY","13605","ADAMS","JEFFERSON","DISCOUNT STORE","2020-11-10T00:00:00.000","10757 US ROUTE 11
ADAMS, NY 13605
(43.82387701600004, -76.02305001399998)"
"SUFFOLK","USA","200 ELWOOD RD.","EAST NORTHPORT","NY","11731","HUNTINGTON","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","200 ELWOOD RD.
EAST NORTHPORT, NY 11731
(40.87439500800008, -73.33876303999995)"
"NYC","FAMILY 25 FOOD, CORP","290 BEACH 14TH STREET","FAR ROCKAWAY","NY","11691","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","290 BEACH 14TH STREET
FAR ROCKAWAY, NY 11691
(40.59796116900003, -73.74812494399998)"
"SUFFOLK","BOLLA MARKET","913 PORTION RD","RONKONKOMA","NY","11779","BROOKHAVEN","SUFFOLK","GAS STATION","2020-11-10T00:00:00.000","913 PORTION RD
RONKONKOMA, NY 11779
(40.834688655000036, -73.07238755899994)"
"ONEONTA DO","HENSONVILLE FROZEN FOOD LOCKER - TOBACCO","65 MAPLE CREST ROAD","HENSONVILLE","NY","12439","WINDHAM","GREENE","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","65 MAPLE CREST ROAD
HENSONVILLE, NY 12439
(42.286459996000076, -74.21377002899999)"
"ERIE","ATTEA'S","1509 CLINTON  STREET","BUFFALO","NY","14206","BUFFALO","ERIE","TOBACCO RETAIL","2020-11-10T00:00:00.000","1509 CLINTON  STREET
BUFFALO, NY 14206
(42.87193601600006, -78.82087699099998)"
"NYC","SUNRISE EXPRESS DELI INC","72 RALPH AVENUE","BROOKLYN","NY","11221","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","72 RALPH AVENUE
BROOKLYN, NY 11221
(40.68750999900004, -73.92377897799997)"
"ONEIDA","HAVERS  NICE & EASY #2501","8035 STATE ROUTE 12","BARNEVELD","NY","13304","TRENTON","ONEIDA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","8035 STATE ROUTE 12
BARNEVELD, NY 13304
(43.25196999700006, -75.18533000499997)"
"GENEVA DO","7-ELEVEN STORE 35085","9169  BUFFALO-ALBANY","BLOOMFIELD","NY","14469","W. BLOOMFIELD","ONTARIO","CONVENIENCE/GAS","2020-11-10T00:00:00.000","9169  BUFFALO-ALBANY
BLOOMFIELD, NY 14469
(42.89791500000007, -77.42575999999997)"
"SUFFOLK","KISMET MARKET","OAK & BAY WALK","KISMET","NY","11706","ISLIP","SUFFOLK","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","OAK & BAY WALK
KISMET, NY 11706
(40.641250024000044, -73.18499987599995)"
"NYC","NOGOR CORP","77-15 JAMAICA AVENUE","WOODHAVEN","NY","11421","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","77-15 JAMAICA AVENUE
WOODHAVEN, NY 11421
(40.69190999500006, -73.86424600799995)"
"SUFFOLK","RED HOUSE DISCOUNT","394 OLD WALT WHITMAN RD.","MELVILLE","NY","11747","HUNTINGTON","SUFFOLK","CONVENIENCE STORE","2020-11-10T00:00:00.000","394 OLD WALT WHITMAN RD.
MELVILLE, NY 11747
(40.815115003000074, -73.41136599599997)"
"NYC","DELTAURANT CORP","289 HUDSON STREET","NEW YORK","NY","10013","MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","289 HUDSON STREET
NEW YORK, NY 10013
(40.72570000300004, -74.00776103799996)"
"NYC","THE GIFT SHOP CORP","206 THOMPSON STREET","NEW YORK","NY","10012","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","206 THOMPSON STREET
NEW YORK, NY 10012
(40.72862998200003, -73.99937997299998)"
"ERIE","BAIILEY 1 STOP SHOP","2906 BAILEY  AVENUE","BUFFALO","NY","14215","BUFFALO","ERIE","CONVENIENCE STORE","2020-11-10T00:00:00.000","2906 BAILEY  AVENUE
BUFFALO, NY 14215
(42.933846010000025, -78.81394700099997)"
"WESTCHESTER","SHOPRITE SUPERMARKETS, INC.","460 SOUTH RIVERSIDE AVENUE","CROTON-ON-HUDSON","NY","10520","CORTLANDT","WESTCHESTER","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","460 SOUTH RIVERSIDE AVENUE
CROTON-ON-HUDSON, NY 10520
(41.19387325800005, -73.87927049999996)"
"NASSAU","TE-AMO / OPTIMO CIGARS / SHAH BROTHERS, INC.","96 MAIN  STREET","MINEOLA","NY","11501","N. HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","96 MAIN  STREET
MINEOLA, NY 11501
(40.74181999600006, -73.63856401899994)"
"NYC","GATES 532 DELI CORP","532    GATES AVENUE","BROOKLYN","NY","11221","BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","532    GATES AVENUE
BROOKLYN, NY 11221
(40.68682000100006, -73.94436702799999)"
"SARANAC LAKE DO","STEWART'S SHOP #103","4300 MAIN STREET","PORT HENRY","NY","12974","MORIAH","ESSEX","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4300 MAIN STREET
PORT HENRY, NY 12974
(44.04689599000005, -73.45922498699997)"
"ONEONTA DO","RED APPLE MO347","248 MAIN STREET","UNADILLA","NY","13849","UNADILLA","OTSEGO","CONVENIENCE/GAS","2020-11-10T00:00:00.000","248 MAIN STREET
UNADILLA, NY 13849
(42.325509983000074, -75.31068999999997)"
"COLUMBIA","VERMA CORP","123 S HUDSON AVE","CHATHAM","NY","12037","CHATHAM","COLUMBIA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","123 S HUDSON AVE
CHATHAM, NY 12037
(42.356309999000075, -73.60015998299997)"
"MADISON","CENTRAL DISTRIBUTING CO.","SCONONDOA STREET","ONEIDA","NY","13421","ONEIDA","MADISON","CONVENIENCE STORE","2020-11-10T00:00:00.000","SCONONDOA STREET
ONEIDA, NY 13421
(43.09713038600006, -75.64426902899999)"
"SUFFOLK","SPEEDWAY#07795","11100 MAIN RD & BAY AVE.","MATTITUCK","NY","11952","SOUTHOLD","SUFFOLK","GAS STATION","2020-11-10T00:00:00.000","11100 MAIN RD & BAY AVE.
MATTITUCK, NY 11952
(40.98668598200004, -72.53598098299994)"
"NYC","LOS PRIMOS MINI MARKET INC.","1050 WOODYCREST AVENUE","BRONX","NY","10452","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1050 WOODYCREST AVENUE
BRONX, NY 10452
(40.83379000900004, -73.92696602899997)"
"NYC","KANAN DELI & GRILL CORP","2251 1ST AVENUE","NEW YORK","NY","10029","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2251 1ST AVENUE
NEW YORK, NY 10029
(40.79578000600003, -73.93578597099997)"
"WESTCHESTER","49 HORTON GROCERY CORP.","49  HORTON  AVENUE","NEW ROCHELLE","NY","10801","NEW ROCHELLE","WESTCHESTER","DELICATESSEN","2020-11-10T00:00:00.000","49  HORTON  AVENUE
NEW ROCHELLE, NY 10801
(40.91990963100005, -73.78932307999997)"
"SENECA","NICE & EASY GROCERY SHOPPE #3996","193 FALL STREET","SENECA FALLS","NY","13148","SENECA FALLS","SENECA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","193 FALL STREET
SENECA FALLS, NY 13148
(42.909919993000074, -76.80487002099994)"
"ONEIDA","SMOKER FRIENDLY #9","50 AUERT AVENUE","UTICA","NY","13502","UTICA","ONEIDA","TOBACCO RETAIL","2020-11-10T00:00:00.000","50 AUERT AVENUE
UTICA, NY 13502
(43.11538215100006, -75.20958726799995)"
"ERIE","DELTA SONIC #1809","4983 TRANSIT ROAD","WILLIAMSVILLE","NY","14221","AMHERST","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","4983 TRANSIT ROAD
WILLIAMSVILLE, NY 14221
(42.98316806100007, -78.69689321099997)"
"BROOME","ROGER'S MARKET","109 NORTH STREET","ENDICOTT","NY","13760","UNION","BROOME","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","109 NORTH STREET
ENDICOTT, NY 13760
(42.098697988000026, -76.06490303599998)"
"NASSAU","BP / VALLEY GAS & REPAIR INC.","385 W MERRICK  ROAD","VALLEY STREAM","NY","11580","HEMPSTEAD","NASSAU","CONVENIENCE/GAS","2020-11-10T00:00:00.000","385 W MERRICK  ROAD
VALLEY STREAM, NY 11580
(40.66855700700006, -73.71075198699998)"
"BROOME","APPLE FOOD & GROCERY","306 CONKLIN AVENUE","BINGHAMTON","NY","13903","BINGHAMTON","BROOME","CONVENIENCE/GAS","2020-11-10T00:00:00.000","306 CONKLIN AVENUE
BINGHAMTON, NY 13903
(42.09661001400008, -75.88783298399994)"
"NYC","BARBARA DELI FOOD CORP","1027 WALTON AVENUE","BRONX","NY","10452","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1027 WALTON AVENUE
BRONX, NY 10452
(40.831059982000056, -73.92196496699995)"
"NYC","PARK, JUNG K.","1840 CONEY ISLAND AVENUE","BROOKLYN","NY","11230","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1840 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.61239000000006, -73.96302397099998)"
"GENESEE","KWIK FILL-BATAVIA- #111","99 JACKSON STREET","BATAVIA","NY","14020","BATAVIA","GENESEE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","99 JACKSON STREET
BATAVIA, NY 14020
(42.99486002100008, -78.18348999999995)"
"GENEVA DO","JIM'S C-STORE & SERVICE / MOBIL","9-15  STATE ROUTE 31","LYONS","NY","14489","LYONS","WAYNE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","9-15  STATE ROUTE 31
LYONS, NY 14489
(43.061209993000034, -76.99907997499997)"
"NYC","RR & C FOOD CORPORATION","1223 BOSTON  ROAD","BRONX","NY","10456","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1223 BOSTON  ROAD
BRONX, NY 10456
(40.82980001400006, -73.90222600399994)"
"ERIE","HEADSPACE GIFTS & MORE","920 NIAGARA FALLS BOULEVARD","TONAWANDA","NY","14223","TONAWANDA","ERIE","OTHER","2020-11-10T00:00:00.000","920 NIAGARA FALLS BOULEVARD
TONAWANDA, NY 14223
(42.97923799700004, -78.82344696599995)"
"SUFFOLK","ST. JAMES STAR GAS","889 MIDDLE COUNTRY RD.","ST. JAMES","NY","11780","SMITHTOWN","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","889 MIDDLE COUNTRY RD.
ST. JAMES, NY 11780
(40.861395161000075, -73.14339743699998)"
"MONROE","SPEEDWAY #07636","222 JEFFERSON ROAD","ROCHESTER","NY","14623","BRIGHTON","MONROE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","222 JEFFERSON ROAD
ROCHESTER, NY 14623
(43.093224002000056, -77.65733698299994)"
"ONEIDA","NORTH UTICA CITGO CLIFFORD","385 NORTH GENESEE STREET","UTICA","NY","13502","UTICA","ONEIDA","GAS STATION","2020-11-10T00:00:00.000","385 NORTH GENESEE STREET
UTICA, NY 13502
(43.11617000600006, -75.21165999399994)"
"DUTCHESS","BRENNAN'S SUPERMARKET (KMB GROCERIES, INC.)","2517 ROUTE 44","SALT POINT","NY","12578","PLEASANT VALLEY","DUTCHESS","CONVENIENCE STORE","2020-11-10T00:00:00.000","2517 ROUTE 44
SALT POINT, NY 12578
(41.783006010000065, -73.75688396999993)"
"NYC","SANCHEZ PEREZ, JUAN C","99 SCHENECTADY AVENUE","BROOKLYN","NY","11213","BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","99 SCHENECTADY AVENUE
BROOKLYN, NY 11213
(40.675809994000076, -73.93310300699994)"
"NYC","RAMSAY, GLEN R","55 HEGEMAN AVENUE","BROOKLYN","NY","11212","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","55 HEGEMAN AVENUE
BROOKLYN, NY 11212
(40.65599999400007, -73.90986895799995)"
"WESTCHESTER","ROA HOOK FOOD MART CORP.","98 ROA HOOK ROAD","PEEKSKILL","NY","10566","PEEKSKILL","WESTCHESTER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","98 ROA HOOK ROAD
PEEKSKILL, NY 10566
(41.29862999100004, -73.93655601599994)"
"NYC","160 CRESCENT DELI & GROCERY CORP.","160 CRESCENT STREET","BROOKLYN","NY","11208","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","160 CRESCENT STREET
BROOKLYN, NY 11208
(40.685500019000074, -73.87289596399995)"
"ERIE","SPEEDWAY #9871","1137 ELMWOOD  AVENUE","BUFFALO","NY","14222","BUFFALO","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1137 ELMWOOD  AVENUE
BUFFALO, NY 14222
(42.92821999300003, -78.87672896399994)"
"NYC","LA TORRE DELI MARKET CORP.","1447 WEBSTER AVENUE","BRONX","NY","10456","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1447 WEBSTER AVENUE
BRONX, NY 10456
(40.837580013000036, -73.90679799699996)"
"NYC","POTOMAC DELI & GROCERY CORP","19915 MURDOCK AVENUE","SAINT ALBANS","NY","11412","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","19915 MURDOCK AVENUE
SAINT ALBANS, NY 11412
(40.70003000600008, -73.75505101599998)"
"NASSAU","ALZAEEMCONVENIENCE / ALZEEM CONVENIENCE STORE INC.","800 ELMONT ROAD","ELMONT","NY","11003","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","800 ELMONT ROAD
ELMONT, NY 11003
(40.68941499600004, -73.72118795899996)"
"RENSSELAER","STEWART'S SHOP #219","CORNER CHURCH & RIVER  STREET","HOOSICK FALLS","NY","12090","HOOSICK","RENSSELAER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","CORNER CHURCH & RIVER  STREET
HOOSICK FALLS, NY 12090
(42.89675005400005, -73.35155994299998)"
"MONROE","MAIN & KING GROCERY","524 WEST MAIN STREET","ROCHESTER","NY","14608","ROCHESTER","MONROE","CONVENIENCE STORE","2020-11-10T00:00:00.000","524 WEST MAIN STREET
ROCHESTER, NY 14608
(43.15267197900005, -77.62644698699995)"
"NYC","875 E TREMONT GROCERY DELI CORP.","875 EAST TREMONT AVENUE","BRONX","NY","10460","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","875 EAST TREMONT AVENUE
BRONX, NY 10460
(40.84296999500003, -73.88590903699998)"
"NASSAU","TIP TOP NEWSSTAND IN LIRR / TIP TOP NEWSSTAND INC.","66 MAIN STREET","PORT WASHINGTON","NY","11050","N. HEMPSTEAD","NASSAU","STAND","2020-11-10T00:00:00.000","66 MAIN STREET
PORT WASHINGTON, NY 11050
(40.830504348000034, -73.68808605299995)"
"NYC","DK DELI INC","21515 39TH AVENUE","QUEENS","NY","11361","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","21515 39TH AVENUE
QUEENS, NY 11361
(40.766104004000056, -73.76846901799996)"
"NYC","LIC NEWSPAPER STORE, INC","2123 49TH AVENUE","LONG ISLAND CITY","NY","11101","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2123 49TH AVENUE
LONG ISLAND CITY, NY 11101
(40.74242001400006, -73.94806302799998)"
"SENECA","BYRNE DAIRY #45  150583664","153 WEST FALL ST.","SENECA FALLS","NY","13148","SENECA FALLS","SENECA","CONVENIENCE STORE","2020-11-10T00:00:00.000","153 WEST FALL ST.
SENECA FALLS, NY 13148
(42.910390009000025, -76.80110998299995)"
"ONEIDA","HANNAFORD","4593 COMMERCIAL DR DRIVE","NEW HARTFORD","NY","13413","NEW HARTFORD","ONEIDA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","4593 COMMERCIAL DR DRIVE
NEW HARTFORD, NY 13413
(43.08758000500006, -75.31590999799994)"
"SUFFOLK","PORT JEFFERSON BEVERAGE","5 RAILROAD AVE",,"NY",,"BROOKHAVEN","SUFFOLK","LIQUOR/BEVERAGE STORE","2020-11-10T00:00:00.000","5 RAILROAD AVE
, NY 
(41.41783000000004, -73.95991998399995)"
"NYC","OMEGA DELI & GRILL INC","5309 4TH AVENUE","BROOKLYN","NY","11220","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","5309 4TH AVENUE
BROOKLYN, NY 11220
(40.64445999900005, -74.01437100699997)"
"SCHENECTADY","PATTERSONVILLE FOOD & FUEL","1640 MAIN STREET","PATTERSONVILLE","NY","12137","ROTTERDAM","SCHENECTADY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1640 MAIN STREET
PATTERSONVILLE, NY 12137
(42.88839618000003, -74.07693698999998)"
"NYC","1624 SMOKE SHOP CORP","1624 NEWKIRK AVENUE","BROOKLYN","NY","11226","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1624 NEWKIRK AVENUE
BROOKLYN, NY 11226
(40.63615998700004, -73.96171396299997)"
"NYC","73 FOOD MARKET 1 CORP.","73 DECATUR STREET","BROOKLYN","NY","11216","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","73 DECATUR STREET
BROOKLYN, NY 11216
(40.68071998700003, -73.94065904099995)"
"ERIE","ECO MART","1051 HARLEM  ROAD","CHEEKTOWAGA","NY","14227","CHEEKTOWAGA","ERIE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1051 HARLEM  ROAD
CHEEKTOWAGA, NY 14227
(42.87172500200006, -78.78662400799999)"
"MADISON","FASTRAC CANASTOTA","3388 SENECA TURNPIKE","CANASTOTA","NY","13032","LENOX","MADISON","TOBACCO RETAIL","2020-11-10T00:00:00.000","3388 SENECA TURNPIKE
CANASTOTA, NY 13032
(43.069499989000064, -75.75257002199999)"
"SUFFOLK","GULF (MINI MART)","1714 NEW YORK AVE.","HUNTINGTON STATION","NY","11746","HUNTINGTON","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1714 NEW YORK AVE.
HUNTINGTON STATION, NY 11746
(40.83914001000005, -73.41204702499994)"
"SUFFOLK","SPEEDWAY","1797 JOSHUA'S PATH","CENTRAL ISLIP","NY","11722","ISLIP","SUFFOLK","GAS STATION","2020-11-10T00:00:00.000","1797 JOSHUA'S PATH
CENTRAL ISLIP, NY 11722
(40.787335993000056, -73.22015097999997)"
"NYC","SEEBACHAN, LUTCHMIN","S/W/C BROADWAY & W 91ST STREET","NEW YORK","NY","10024","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","S/W/C BROADWAY & W 91ST STREET
NEW YORK, NY 10024
(40.79150003900003, -73.97418992299998)"
