"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Brooklyn","Lutheran Medical Center-Caribbean American Family Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","3414 Church Avenue","Brooklyn","11203","(40.650807, -73.94516)"
"2014","Central-West","Rochester Regional Health System - Unity Infectious Disease","Suppressed at Last VL of Review Period","VL_1","64","81.30","Third","Hospital (non-DAC)","89 Genesee Street- BK-3","Rochester","14611","(43.148435, -77.63717)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program-Unit I","Tobacco Cessation Counseling","TOB_2","13","100.00",,"Drug Treatment Center","3550 Jerome Ave.","Bronx","10467","(40.883999, -73.87987)"
"2014","Bronx","Bronx_AVERAGE (Before Redaction)","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","643","6.30",,,,,,
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","Genital Chlamydia Testing","STI_3","70","65.70","Third","Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","9","77.80",,"Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Brooklyn","Staten Island University Hospital-North Shore LIJ-Coney Island Multi-Service Center (MMTP)","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","425 Coney Island Ave","Brooklyn","11218","(40.647345, -73.97073)"
"2014","Bronx","AECOM DOSA-Waters Place","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","1510 Waters Place","Bronx","10461","(40.845876, -73.84075)"
"2014","Central-West","Ellis Family Health Center-Nott Street site","Genital Chlamydia Testing","STI_3","51","2.00","Fifth","Hospital (non-DAC)","1101 Nott Street","Schenectady","12308","(42.820121, -73.91651)"
"2014","Brooklyn","Brooklyn Hospital Center-PATH Center","Genital Chlamydia Testing","STI_3","97","61.90","Third","Designated AIDS Center","121 Dekalb Avenue","Brooklyn","11201","(40.690774, -73.97796)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","Baseline Resistance Test (All newly diagnosed patients)","BR_1","92","81.90",,,,,,
"2014","Bronx","Acacia Network-Promesa BASICS Community Health Center & Mobile Van","Genital Gonorrhea Testing","STI_7","16","56.30","Fourth","Drug Treatment Center","1064 Franklin Avenue","Bronx","10456","(40.826948, -73.90695)"
"2014","Manhattan","Asian and Pacific Islander Coalition on HIV/AIDS (APICHA)","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","411","66.90",,"Community Health Center","400 Broadway","New York","10013","(40.718612, -74.00223)"
"2014","Bronx","Morris Heights Health Center-137th Street (St. Ann's)","New Patient Visit Frequency","RET_3",,,,"Community Health Center","625 East 137th street","Bronx","10454","(40.805521, -73.91589)"
"2014","Brooklyn","Maimonides Medical Center Life Forward Program","New Patient Visit Frequency","RET_3",,,,"Hospital (non-DAC)","4719 Fort Hamilton Parkway","Brooklyn","11219","(40.638782, -73.99647)"
"2014","Central-West","Arnot Ogden","Genital Gonorrhea Testing","STI_7","75","97.30","First","Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Brownsville Multi-Service (BMS) Main","Genital Gonorrhea Testing","STI_7","20","50.00","Fourth","Community Health Center","592 Rockaway Ave","Brooklyn","11212","(40.665347, -73.90992)"
"2014","Bronx","Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling","New Patient Visit Frequency","RET_3",,,,"Community Health Center","50 East 168th St.","Bronx","10452","(40.836314, -73.91908)"
"2014","Bronx","St. Barnabas Hospital-Pathways Center for Comprehensive Care","Antiretroviral Therapy","AR_1","94","95.70","Third","Designated AIDS Center","4422 Third Avenue","Bronx","10457","(40.852491, -73.8914)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Tobacco Cessation Counseling","TOB_2","46","100.00",,"Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Brooklyn","START Treatment and Recovery Centers-East New York","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","494 Dumont Avenue","Brooklyn","11207","(40.665084, -73.90046)"
"2014","Brooklyn","Bedford Stuyvesant Family Health Center, Inc.","Visit Frequency (12-month)","RET_1","116","87.10","Third","Community Health Center","1458 Fulton Street","Brooklyn","11216","(40.679842, -73.94255)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program-Unit I","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","3550 Jerome Ave.","Bronx","10467","(40.883999, -73.87987)"
"2014","Brooklyn","Coney Island Hospital -NYC Health and Hosp. Corp.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Designated AIDS Center","2601 Ocean Parkway","Brooklyn","11235","(40.585489, -73.96558)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-Willis P. Green Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","172","41.90",,"Community Health Center","123-125 W. 124th Street","New York","10027","(40.807695, -73.94692)"
"2014","Manhattan","START Treatment and Recovery Centers-Highbridge","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","500 West 180th Street","New York","10033","(40.847454, -73.93143)"
"2014","Bronx","Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","11","81.80",,"Designated AIDS Center","234 East 149th Street","Bronx","10451","(40.81689, -73.92444)"
"2014","Long Island","Hudson River Healthcare - Marilyn Shellabarger Health Center at Shirley [Suffolk DOH until 11/1/14]","Genital Chlamydia Testing","STI_3","17","70.60","Second","Community Health Center","550 Montauk Highway and Dorsett Place","Shirley","11967","(40.800563, -72.87841)"
"2014","Bronx","Brightpoint Health-BOOM Health Center","Genital Gonorrhea Testing","STI_7","78","75.60","Second","Hospital (non-DAC)","266 East 144th Street","Bronx","10451","(40.815429, -73.92402)"
"2014","Central-West","Arnot Ogden","Genital Chlamydia Testing","STI_3","75","97.30","First","Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Manhattan","Settlement Health and Medical Services","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","30","43.30",,"Community Health Center","212 East 106th Street","New York","10029","(40.79093, -73.94418)"
"2014","Manhattan","Community Healthcare Network-Helen B. Atkinson Health Center","Tobacco Cessation Counseling","TOB_2","18","27.80",,"Community Health Center","81 West 115th Street","New York","10026","(40.801292, -73.94946)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Genital Chlamydia Testing","STI_3","82","69.50","Third","Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Bronx","Care for the Homeless","Antiretroviral Therapy","AR_1","71","67.60","Fifth","Community Health Center","1921 Jerome Avenue","Bronx","10453","(40.850861, -73.91048)"
"2014","Lower Hudson","Mount Vernon Neighborhood Health Center","Tobacco Use Screening","TOB_1","66","90.90",,"Community Health Center","107 West Fourth Street","Mount Vernon","10550","(40.903662, -73.83868)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Tobacco Cessation Counseling","TOB_2","10","100.00",,"Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Central-West","Evergreen Health Services","Visit Frequency (12-month)","RET_1","715","90.50","Second","Community Health Center","206 South Elmwood Ave.","Buffalo","14201","(42.890859, -78.87864)"
"2014","Bronx","Institute for Family Health-Urban Horizon Family Health Center and River Center for Counseling","Genital Chlamydia Testing","STI_3","70","87.10","First","Community Health Center","50 East 168th St.","Bronx","10452","(40.836314, -73.91908)"
"2014","Central-West","Strong Memorial Hospital Adult Clinic-University of Rochester Medical Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","601 Elmwood Avenue","Rochester","14642","(43.122823, -77.62528)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Community Health Center","1621 Eastchester Road","Bronx","10461","(40.845459, -73.84555)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (After Redaction)","Visit Frequency (12-month)","RET_1","1261","89.10","Third",,,,,
"2014","Central-West","Trillium Health","Genital Gonorrhea Testing","STI_7","105","74.30","Second","Community Health Center","259 Monroe Ave.","Rochester","14604","(43.149143, -77.59933)"
"2014","Brooklyn","Woodhull Medical Center-NYC Health and Hosp. Corp.","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","14","0.00",,"Designated AIDS Center","760 Broadway, Rm. 2B151","Brooklyn","11206","(40.699527, -73.94242)"
"2014","Bronx","AECOM DOSA-Waters Place","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","1510 Waters Place","Bronx","10461","(40.845876, -73.84075)"
"2014","Manhattan","START Treatment and Recovery Centers-Third Horizon","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Drug Treatment Center","2195 Third Avenue","New York","10035","(40.800166, -73.93801)"
"2014","Bronx","Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","1400 Pelham Pkwy So., Bld 1, Room 146","Bronx","10461","(40.855908, -73.84592)"
"2014","Brooklyn","Maimonides Medical Center Life Forward Program","Tobacco Use Screening","TOB_1","89","28.10",,"Hospital (non-DAC)","4719 Fort Hamilton Parkway","Brooklyn","11219","(40.638782, -73.99647)"
"2014","Long Island","Hudson River Healthcare - The Maxine S. Postal Tri-Community Health Center [Suffolk DOH until 5/27/14]","Visit Frequency (12-month)","RET_1","16","87.50","Third","Community Health Center","1080 Sunrise Highway","Amityville","11701","(40.68948, -73.41076)"
"2014","Bronx","Acacia Network-Promesa Casa De Salud","Tobacco Use Screening","TOB_1","39","53.80",,"Drug Treatment Center","966 Prospect Avenue","Bronx","10459","(40.822814, -73.89982)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","368","17.30",,,,,,
"2014","Central-West","Strong Memorial Hospital Adult Clinic-University of Rochester Medical Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","601 Elmwood Avenue","Rochester","14642","(43.122823, -77.62528)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Jack Martin Clinic","Genital Chlamydia Testing","STI_3","113","70.80","Second","Designated AIDS Center","One Gustave L. Levy Place, Box 1009","New York","10029","(40.789989, -73.95369)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Genital Chlamydia Testing","STI_3","105","60.00","Third","Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Genital Gonorrhea Testing","STI_7","77","81.80","Second","Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Brooklyn","Community Healthcare Network-Dr. Betty Shabazz Health Center","Tobacco Use Screening","TOB_1","76","80.30",,"Community Health Center","999 Blake Avenue","Brooklyn","11208","(40.66998, -73.88135)"
"2014","Bronx","Institute for Family Health-Stevenson Family Health Center","Visit Frequency (12-month)","RET_1","6","66.70","Fifth","Community Health Center","731 White Plains Road","Bronx","10473","(40.820641, -73.85902)"
"2014","Brooklyn","Kings County Hospital Center-NYC Health and Hosp. Corp.","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","7","14.30",,"Designated AIDS Center","451 Clarkson Avenue, E Building 4th Floor","Brooklyn","11203","(40.656719, -73.94616)"
"2014","Central-West","Central-West_AVERAGE (After Redaction)","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","41","91.30",,,,,,
"2014","Bronx","AECOM DOSA-Port Morris","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Medical Center-Greenwich Village Division","Baseline Resistance Test (All newly diagnosed patients)","BR_1","62","98.40",,"Hospital (non-DAC)","203 West 12th Street","New York","10011","(40.737739, -74.0012)"
"2014","Manhattan","Center for Comprehensive Health Practice","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Long Island","Nassau University Medical Center-Roosevelt-Freeport Health Center","Suppressed at Last VL of Review Period","VL_1","57","86.00","Second","Community Health Center","380 Nassau Rd.","Roosevelt","11575","(40.681784, -73.59084)"
"2014","Lower Hudson","Mount Vernon-Montefiore Health System","Tobacco Use Screening","TOB_1","45","100.00",,"Designated AIDS Center","12 North 7th Avenue","Mount Vernon","10550","(40.912593, -73.84042)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Suppressed at Last VL of Review Period","VL_1","60","85.00","Second","Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Bronx","Bronx Lebanon Hospital Center-Family Medicine Practice","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Hospital (non-DAC)","1276 Fulton Avenue","Bronx","10456","(40.831445, -73.90273)"
"2014","Brooklyn","Woodhull Medical Center-NYC Health and Hosp. Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","8","100.00",,"Designated AIDS Center","760 Broadway, Rm. 2B151","Brooklyn","11206","(40.699527, -73.94242)"
"2014","Manhattan","START Treatment and Recovery Centers-Kaleidoscope","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Health Care Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","12","16.70",,"Community Health Center","305 East 161st Street","Bronx","10451","(40.825462, -73.91699)"
"2014","Brooklyn","Brookdale University Hospital and Medical Center","New Patient Visit Frequency","RET_3","15","53.30",,"Designated AIDS Center","One Brookdale Plaza","Brooklyn","11212","(40.655181, -73.91255)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-El Faro","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","179 E116th Street","New York","10029","(40.798463, -73.94029)"
"2014","Long Island","Hudson River Healthcare - Martin Luther King Jr. Health Center [Suffolk DOH until 9/2/14]","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1556 Straight Path","Wyandanch","11798","(40.752403, -73.36146)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Montefiore Family Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","360 East 193rd Street","Bronx","10458","(40.863091, -73.89109)"
"2014","Bronx","Brightpoint Health-Inwood Health Center","New Patient Visit Frequency","RET_3","25","40.00",,"Community Health Center","1545 Inwood Avenue","Bronx","10452","(40.844133, -73.91666)"
"2014","Brooklyn","Staten Island University Hospital-North Shore LIJ-Coney Island Multi-Service Center (MMTP)","Visit Frequency (24-month)","RET_2","17","82.40","Second","Drug Treatment Center","425 Coney Island Ave","Brooklyn","11218","(40.647345, -73.97073)"
"2014","Brooklyn","Lutheran Medical Center - Community Medicine Program","Tobacco Cessation Counseling","TOB_2","32","93.80",,"Community Health Center","Multiple locations","Various boroughs","Vario","(40.646758, -74.02153)"
"2014","Bronx","Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","545 East 142nd St, 2nd Floor","Bronx","10454","(40.81013, -73.91577)"
"2014","Central-West","Jordan Health Center -Woodward Health Center","New Patient Visit Frequency","RET_3",,,,"Community Health Center","480 Genessee Street","Rochester","14611","(43.140671, -77.63574)"
"2014","Manhattan","Montefiore Medical Group-CICERO Program-Marble Hill Family Practice","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","5525 Broadway","New York","10463","(40.877634, -73.90608)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (Before Redaction)","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","24","91.10",,,,,,
"2014","Central-West","Rochester Regional Health System - Unity Infectious Disease","Genital Gonorrhea Testing","STI_7","64","71.90","Second","Hospital (non-DAC)","89 Genesee Street- BK-3","Rochester","14611","(43.148435, -77.63717)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Suppressed at Last VL of Review Period","VL_1","105","90.50","First","Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Long Island","Long Island_AVERAGE (Before Redaction)","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","48","79.50",,,,,,
"2014","Central-West","Trillium Health","Genital Chlamydia Testing","STI_3","105","74.30","Second","Community Health Center","259 Monroe Ave.","Rochester","14604","(43.149143, -77.59933)"
"2014","Bronx","Brightpoint Health-Inwood Health Center","Tobacco Use Screening","TOB_1","717","85.20",,"Community Health Center","1545 Inwood Avenue","Bronx","10452","(40.844133, -73.91666)"
"2014","Brooklyn","Staten Island University Hospital-Canarsie MultiService Center (MMTP)-North Shore LIJ","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","567 East 105th Street","Brooklyn","11236","(40.651132, -73.89807)"
"2014","Long Island","Long Island_AVERAGE (After Redaction)","New Patient Visit Frequency","RET_3","25","68.00",,,,,,
"2014","Bronx","Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice","Genital Chlamydia Testing","STI_3","35","54.30","Fourth","Community Health Center","3448 Boston Road","Bronx","10469","(40.876028, -73.84854)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Manhattan","START Treatment and Recovery Centers-Third Horizon","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Drug Treatment Center","2195 Third Avenue","New York","10035","(40.800166, -73.93801)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center","Visit Frequency (24-month)","RET_2","52","78.80","Third","Community Health Center","1621 Eastchester Road","Bronx","10461","(40.845459, -73.84555)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","8","25.00",,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","Tobacco Cessation Counseling","TOB_2","38","84.20",,"Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Institute for Specialty and Integrated Services","Tobacco Cessation Counseling","TOB_2","148","25.70",,"Community Health Center","259 Bristol St","Brooklyn","11212","(40.664679, -73.9111)"
"2014","Brooklyn","Coney Island Hospital -NYC Health and Hosp. Corp.","Antiretroviral Therapy","AR_1","82","95.10","Third","Designated AIDS Center","2601 Ocean Parkway","Brooklyn","11235","(40.585489, -73.96558)"
"2014","Manhattan","Project Renewal, Inc.-Third Street Men's Shelter & Two Mobile Medical Vans","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","6","0.00",,"Community Health Center","8 East Third Street","New York","10003","(40.725859, -73.991)"
"2014","Central-West","Erie County Medical Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2014","Bronx","Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.","Visit Frequency (12-month)","RET_1","839","88.60","Third","Designated AIDS Center","234 East 149th Street","Bronx","10451","(40.81689, -73.92444)"
"2014","Manhattan","Community Healthcare Network-Community League Health Center","Genital Chlamydia Testing","STI_3","43","67.40","Third","Community Health Center","1996 Amsterdam Avenue","New York","10032","(40.834137, -73.94144)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","39","0.00",,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Lower Hudson","Rockland County Department of Health-Infectious Disease Clinic","Tobacco Cessation Counseling","TOB_2","12","100.00",,"Community Health Center","50 Sanatorium Road, Building A","Pomona","10970","(41.157512, -74.04053)"
"2014","Manhattan","Heritage HealthCare Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","29","3.40",,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Manhattan","Center for Comprehensive Health Practice","Chlamydia Treatment - Genital Infection","STI_5",,,,"Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Bronx","Morris Heights Health Center-Burnside","Visit Frequency (12-month)","RET_1","212","84.40","Fourth","Community Health Center","85 W. Burnside Ave.","Bronx","10453","(40.854888, -73.91013)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","Chlamydia Treatment - Genital Infection","STI_5","8","50.00",,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Bronx","Bronx Lebanon Hospital Center-Family Medicine Practice","Chlamydia Treatment - Genital Infection","STI_5",,,,"Hospital (non-DAC)","1276 Fulton Avenue","Bronx","10456","(40.831445, -73.90273)"
"2014","Bronx","Morris Heights Health Center-Walton","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","25 East 183rd street","Bronx","10453","(40.858719, -73.90289)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Genital Gonorrhea Testing","STI_7","349","80.50","Second","Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Manhattan","New York Presbyterian Hospital","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","622 West 168th Street","New York","10032","(40.840854, -73.94139)"
"2014","Central-West","Jordan Health Center-Holland Health Center","Visit Frequency (24-month)","RET_2","44","75.00","Fourth","Community Health Center","82 Holland St","Rochester","14605","(43.169478, -77.60204)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Montefiore Family Health Center","New Patient Visit Frequency","RET_3",,,,"Community Health Center","360 East 193rd Street","Bronx","10458","(40.863091, -73.89109)"
"2014","Brooklyn","Cumberland Diagnostic and Treatment Center-NYC Health and Hosp. Corp.","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","11","0.00",,"Community Health Center","100 North Portland Ave","Brooklyn","11205","(40.695095, -73.97669)"
"2014","Bronx","VIP Community Services","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Drug Treatment Center","1910 Arthur Ave., 9th Floor","Bronx","10457","(40.845477, -73.89298)"
"2014","Lower Hudson","Hudson River HealthCare - Peekskill","Suppressed at Last VL of Review Period","VL_1","76","76.30","Fourth","Community Health Center","1037 Main Street","Peekskill","10566","(41.291523, -73.91833)"
"2014","Bronx","Acacia Network-Promesa Claremont Family Health Clinic","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","262-4 174th Street","Bronx","10457","(40.844492, -73.90605)"
"2014","Bronx","Care for the Homeless","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","1921 Jerome Avenue","Bronx","10453","(40.850861, -73.91048)"
"2014","Central-West","United Health Services Hospitals, Inc-Binghamton Family Care Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","7","100.00",,"Hospital (non-DAC)","33 Mitchell Ave, Suite 102","Binghamton","13903","(42.086882, -75.91373)"
"2014","Manhattan","START Treatment and Recovery Centers-Highbridge","Visit Frequency (24-month)","RET_2","13","92.30","First","Drug Treatment Center","500 West 180th Street","New York","10033","(40.847454, -73.93143)"
"2014","Long Island","Hudson River Healthcare - The Maxine S. Postal Tri-Community Health Center [Suffolk DOH until 5/27/14]","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","1080 Sunrise Highway","Amityville","11701","(40.68948, -73.41076)"
"2014","Bronx","Acacia Network-Promesa Clay Avenue","Visit Frequency (24-month)","RET_2","46","76.10","Third","Drug Treatment Center","1776 Clay Ave","Bronx","10457","(40.846149, -73.90424)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.","Genital Gonorrhea Testing","STI_7","57","94.70","First","Community Health Center","311 East 161st Street","Bronx","10451","(40.825107, -73.91689)"
"2014","Brooklyn","East New York Diagnostic and Treatment Center-HATS Unit-NYC Health and Hosp. Corp.","Genital Chlamydia Testing","STI_3","70","65.70","Third","Community Health Center","2094 Pitkin Ave.","Brooklyn","11207","(40.671755, -73.89528)"
"2014","Brooklyn","Brookdale University Hospital and Medical Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","One Brookdale Plaza","Brooklyn","11212","(40.655181, -73.91255)"
"2014","Lower Hudson","Westchester Medical Center-AIDS Care Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","95 Grasslands Rd., Cedarwood Hall","Valhalla","10595","(41.077434, -73.81568)"
"2014","Brooklyn","START Treatment and Recovery Centers-Bushwick","Tobacco Cessation Counseling","TOB_2",,,,"Drug Treatment Center","1149-55 Myrtle Avenue","Brooklyn","11206","(40.697187, -73.93489)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Brownsville Multi-Service (BMS) Main","Tobacco Cessation Counseling","TOB_2","12","58.30",,"Community Health Center","592 Rockaway Ave","Brooklyn","11212","(40.665347, -73.90992)"
"2014","Bronx","Medalliance Medical Health Services","Antiretroviral Therapy","AR_1","20","100.00","First","Community Health Center","625 East Fordham Road","Bronx","10458","(40.858428, -73.88358)"
