"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"3-D ROOF SYSTEMS LLC","3DROOSL982CJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602180627","Ohio Cas Ins Co","856956C","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"3-D ROOF SYSTEMS LLC","3DROOSL982CJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602180627","Developers Surety & Indem Co","856956C","12000","2002-02-11T00:00:00.000","2002-02-08T00:00:00.000","08/26/2019",,,
"3-D's HELPFUL HANDYMEN LLC","3DSHEHH796PA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604791692","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8216","12000","2021-10-01T00:00:00.000","2021-09-24T00:00:00.000","Until Canceled",,,
"3-D Sheet Metal LLC","3DSHESM883DA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603155186","Lexon Ins Co","9828536","6000","2019-11-27T00:00:00.000","2019-12-02T00:00:00.000","Until Canceled",,,
"3-D Sheet Metal LLC","3DSHESM883DA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603155186","Ironshore Indemnity Inc","SUR40002566","6000","2014-11-18T00:00:00.000","2014-12-02T00:00:00.000","12/02/2019",,,
"3 DUDES CONSTRUCTION LLC","3DUDEDC843KF","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603612300","Wesco Insurance Co","46WB075598","12000","2016-05-06T00:00:00.000","2016-04-29T00:00:00.000","04/12/2017",,,
"3D WATERPROOFING LLC","3DWATWL811CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604375898","Wesco Insurance Co","46WB100271","12000","2019-02-05T00:00:00.000","2019-02-01T00:00:00.000",,"2020-02-07T00:00:00.000",,
"3D WATERPROOFING LLC","3DWATWL811CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604375898","Navigators Ins Co","NAV00015587","12000","2020-01-15T00:00:00.000","2020-02-01T00:00:00.000","Until Canceled",,,
"3E COUNTERTOPS LLC","3ECOUCL783MJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604918647","Western Surety Co","66307659","12000","2022-07-11T00:00:00.000","2022-07-01T00:00:00.000","Until Canceled",,,
"3 FAVORITES DRYWALL LLC","3FAVOFD828Q9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604280765","Western Surety Co","63810435","6000","2018-11-29T00:00:00.000","2018-11-29T00:00:00.000","Until Canceled",,,
"3 FOLD PAINTING","3FOLDFP799LN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604758608","State Farm Fire & Cas Co","98EAM0292","6000","2021-06-22T00:00:00.000","2021-04-26T00:00:00.000","Until Canceled",,,
"3GC HOMES INC","3GCHOHI783JE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604861070","Suretec Insurance Company","5313953","12000","2022-04-05T00:00:00.000","2022-01-21T00:00:00.000","Until Canceled",,,
"3G CONSTRUCTION","3GCONC*859ON","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603372742","Navigators Ins Co","NAV00008287","12000","2019-09-06T00:00:00.000","2019-09-15T00:00:00.000",,"2022-09-15T00:00:00.000",,
"3G CONSTRUCTION","3GCONC*859ON","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603372742","Wesco Insurance Co","46WB068195","12000","2015-09-15T00:00:00.000","2015-09-15T00:00:00.000",,"2019-10-09T00:00:00.000",,
"3G CONSTRUCTION","3GCONC*859ON","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603372742","NORTH RIVER INSURANCE COMPANY THE","46CF806477","12000","2022-09-12T00:00:00.000","2022-09-12T00:00:00.000","Until Canceled",,,
"3G CONTRACTORS LLC","3GCONCL907BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602974778","LEXON INSURANCE COMPANY","9800826","12000","2010-01-20T00:00:00.000","2009-12-07T00:00:00.000",,"2022-12-14T00:00:00.000",,
"3G CONTRACTORS LLC","3GCONCL907BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602974778","Suretec Insurance Company","6006972","12000","2021-10-08T00:00:00.000","2021-12-07T00:00:00.000","Until Canceled",,,
"3 GENS DRYWALL LLC","3GENSGD802L4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604586692","NORTH RIVER INSURANCE COMPANY THE","46CF804517","6000","2022-09-06T00:00:00.000","2022-05-01T00:00:00.000","Until Canceled",,,
"3 GENS DRYWALL LLC","3GENSGD802L4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604586692","Navigators Ins Co","NAV00023338","6000","2020-06-24T00:00:00.000","2020-05-01T00:00:00.000",,"2022-06-25T00:00:00.000",,
"3G PLUMBING SOLUTIONS LLC","3GPLUPS794QT","PC","PLUMBING CONTRACTOR","A","ACTIVE","603248046","RLI Ins Co","LSM1535270","6000","2021-11-18T00:00:00.000","2021-11-09T00:00:00.000","Until Canceled",,,
"3G PLUMBING SOLUTIONS LLC","3GPLUPS888QA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603248046","Cincinnati Ins Co","0577029","6000","2014-11-17T00:00:00.000","2014-11-01T00:00:00.000","Until Canceled",,,
"3-G'S CONSTRUCTION","3GSCOC*979OJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602325236","Old Republic Surety Co","W150303516","12000","2017-12-15T00:00:00.000","2017-12-15T00:00:00.000","Until Canceled",,,
"3H CONSTRUCTION LLC","3HCONCL780MO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604909446","American Contractors Indem CO","100656654","12000","2022-07-20T00:00:00.000","2022-05-15T00:00:00.000","Until Canceled",,,
"3H EXCAVATION","3HEXCE*811RD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602904499","Western Surety Co","64889835","12000","2019-12-04T00:00:00.000","2019-12-03T00:00:00.000","Until Canceled",,,
"3H Holdings LLC","3HHOLHL868QG","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603298359","Contractors Bonding & Insurance Co","SK1427","12000","2014-11-07T00:00:00.000","2014-07-01T00:00:00.000",,"2017-07-24T00:00:00.000",,
"3 KINGS ENVIRONMENTAL INC","3KINGEI036K3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601705284","Travelers Cas and Surety Co of America","105968421","12000","2013-09-05T00:00:00.000","2013-10-01T00:00:00.000","Until Canceled",,,
"3 LINES ROOFING LLC","3LINELR792L8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604756012","NORTH RIVER INSURANCE COMPANY THE","46cf800067","12000","2021-07-08T00:00:00.000","2021-05-19T00:00:00.000","Until Canceled",,,
"3 Little Pigs Masonry LLC","3LITTLP906J3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603009738","Lexon Ins Co","9812731","12000","2016-03-28T00:00:00.000","2016-03-25T00:00:00.000","Until Canceled",,,
"3MB CONSTRUCTION","3MBCOC*902O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602722740","NORTH RIVER INSURANCE COMPANY THE","46CF801333","12000","2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","Until Canceled",,,
"3MB CONSTRUCTION","3MBCOC*902O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602722740","Wesco Insurance Co","46WB068411","12000","2015-09-21T00:00:00.000","2015-09-22T00:00:00.000",,"2019-11-01T00:00:00.000",,
"3MB CONSTRUCTION","3MBCOC*902O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602722740","Navigators Ins Co","NAV00008850","12000","2019-09-16T00:00:00.000","2019-09-22T00:00:00.000",,"2021-09-22T00:00:00.000",,
"3MC DESIGN GROUP","3MCDEG*014OW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601213078","CBIC","SE5150","12000","2002-08-23T00:00:00.000","2002-09-08T00:00:00.000","Until Canceled",,,
"3MICHAEL'S EXVTNG & LNDSCP LLC","3MICHEL811OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604345273","Navigators Ins Co","NAV00008645","12000","2019-09-30T00:00:00.000","2019-09-30T00:00:00.000",,"2021-09-12T00:00:00.000",,
"3MICHAEL'S EXVTNG & LNDSCP LLC","3MICHEL811OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604345273","HARTFORD INSURANCE CO THE MIDWEST","57BSBIL0782","12000","2021-09-09T00:00:00.000","2021-09-12T00:00:00.000","Until Canceled",,,
"3 MILE CONSTRUCTION CO LLC","3MILEMC814P1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604521865","Contractors Bonding & Insurance Co","SM3827","12000","2019-10-21T00:00:00.000","2019-10-10T00:00:00.000","Until Canceled",,,
"3MMM CONSTRUCTION LLC","3MMMCCL791MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604764132","NORTH RIVER INSURANCE COMPANY THE","46CF800159","12000","2021-07-01T00:00:00.000","2021-06-08T00:00:00.000",,"2022-07-10T00:00:00.000",,
"3MMM CONSTRUCTION LLC","3MMMCCL791MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604764132","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN4920","12000","2022-03-23T00:00:00.000","2022-06-08T00:00:00.000","Until Canceled",,,
"3MX CONTRACTORS","3MXCOC*794QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604507228","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM9354","12000","2021-11-01T00:00:00.000","2021-10-31T00:00:00.000","Until Canceled",,,
"3 Nails Construction Inc","3NAILNC812C7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604315223","United States Fire Insurance Co","615978911","12000","2019-02-27T00:00:00.000","2019-01-28T00:00:00.000","Until Canceled",,,
"3 NAILS CONSTRUCTION","3NAILNC899CB","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603082720","U S F Ins Co","615978911","12000","2011-02-02T00:00:00.000","2011-01-28T00:00:00.000","02/28/2019",,,
"3 PEAKS NORTHWEST LLC","3PEAKPN785DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604889543","Western Surety Co","66169954","6000","2022-03-18T00:00:00.000","2022-03-09T00:00:00.000","Until Canceled",,,
"3PE LLC","3PELLL*784M1","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604948310","United Casualty & Surety Insurance Co","UCSX386X1674","4000","2022-07-21T00:00:00.000","2022-07-19T00:00:00.000","Until Canceled",,,
"3 PHASE CONSTRUCTION LLC","3PHASPC806BC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604524386","NORTH RIVER INSURANCE COMPANY THE","46CF802373","12000","2021-12-20T00:00:00.000","2021-12-26T00:00:00.000","Until Canceled",,,
"3 PHASE CONSTRUCTION LLC","3PHASPC806BC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604524386","Navigators Ins Co","NAV00014228","12000","2020-01-03T00:00:00.000","2020-01-02T00:00:00.000",,"2021-12-29T00:00:00.000",,
"3 PHASE ELECTRIC LLC","3PHASPE826P4","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604335081","Western Surety Co","63848120","4000","2018-10-24T00:00:00.000","2018-10-23T00:00:00.000","Until Canceled",,,
"3 POINT CONSTRUCTION","3POINC*979Q6","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","602301512","Lexon Ins Co","9815636","4000","2012-12-12T00:00:00.000","2012-11-20T00:00:00.000","Until Canceled",,,
"3 POINT CONTRACTING LLC","3POINCL781K4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604892008","Western Surety Co","66217677","12000","2022-05-27T00:00:00.000","2022-04-15T00:00:00.000","Until Canceled",,,
"3 POINT CONSTRUCTION","3POINPC972LZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602301512","Lexon Ins Co","9807835","12000","2011-06-10T00:00:00.000","2011-06-09T00:00:00.000","Until Canceled",,,
"3PS FLOORING LLC","3PSFLFL796N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604788970","Western Surety Co","65602544","12000","2021-08-25T00:00:00.000","2021-08-18T00:00:00.000","Until Canceled",,,
"3-R CONSTRUCTION","3RCON**025DE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600319621","CBIC","FC9495","12000","2009-05-12T00:00:00.000","2009-05-14T00:00:00.000","Until Canceled",,,
"3R CONSTRUCTION LLC","3RCONCL791LM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604746512","Western Surety Co","65472582","12000","2021-05-13T00:00:00.000","2021-04-26T00:00:00.000","Until Canceled",,,
"3RD GENERATION CONST INC","3RDGEGC853OD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603534322","Ironshore Indemnity Inc","SUR40006528","12000","2015-09-04T00:00:00.000","2015-08-25T00:00:00.000","Until Canceled",,,
"3RD GEN CONSTRUCTION INC","3RDGEGC895BM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602140637","CBIC","FD2611","12000","2011-01-14T00:00:00.000","2011-01-13T00:00:00.000","Until Canceled",,,
"3RD GENERATION FLOORING INC","3RDGEGF854BF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603450625","Wesco Insurance Co","46WB031712","6000","2015-01-06T00:00:00.000","2015-01-02T00:00:00.000",,"2021-08-18T00:00:00.000",,
"3RD GENERATION FLOORING INC","3RDGEGF854BF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603450625","NORTH RIVER INSURANCE COMPANY THE","46CF800851","6000","2021-08-19T00:00:00.000","2021-08-17T00:00:00.000","Until Canceled",,,
"3RD GENERATION PAINTING","3RDGEGP826RL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604357535","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8802","12000","2021-10-21T00:00:00.000","2021-11-12T00:00:00.000","Until Canceled",,,
"3RD GENERATION PAINTING","3RDGEGP826RL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604357535","Wesco Insurance Co","46WB098726","12000","2018-12-13T00:00:00.000","2018-12-11T00:00:00.000",,"2019-11-20T00:00:00.000",,
"3RD GENERATION PAINTING","3RDGEGP826RL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604357535","Navigators Ins Co","NAV00008989","12000","2019-12-04T00:00:00.000","2019-11-12T00:00:00.000",,"2021-11-15T00:00:00.000",,
"3RD HERITAGE","3RDHEH*788CP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604801034","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8595","12000","2022-02-17T00:00:00.000","2021-10-07T00:00:00.000","Until Canceled",,,
"3 RING SERVICES INC","3RINGRS844C5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602278670","Contractors Bonding & Insurance Co","SM7117","12000","2020-02-10T00:00:00.000","2020-02-16T00:00:00.000","Until Canceled",,,
"3 RING SERVICES INC","3RINGRS844C5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602278670","Developers Surety & Indem Co","669963C","12000","2016-02-25T00:00:00.000","2016-02-18T00:00:00.000",,"2020-02-18T00:00:00.000",,
"3 RIVERS CUTTING INC","3RIVERC858LA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600589460","Ironshore Indemnity Inc","SUR40005177","6000","2015-06-01T00:00:00.000","2015-05-20T00:00:00.000","05/20/2019",,,
"3 RIVERS CUTTING INC","3RIVERC858LA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600589460","Lexon Ins Co","9825440","6000","2019-05-16T00:00:00.000","2019-05-20T00:00:00.000","Until Canceled",,,
"3 RIVERS DRYWALL INC","3RIVERD800L3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604620831","Western Surety Co","65103754","12000","2020-06-23T00:00:00.000","2020-06-09T00:00:00.000","Until Canceled",,,
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN2206","12000","2022-04-01T00:00:00.000","2022-02-03T00:00:00.000","Until Canceled",,,
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","Contractors Bonding & Insurance Co","sl5818","6000","2017-11-27T00:00:00.000","2017-11-27T00:00:00.000","01/26/2018",,,
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","Navigators Ins Co","NAV000377752","12000","2021-03-09T00:00:00.000","2021-02-03T00:00:00.000",,"2022-02-05T00:00:00.000",,
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","Contractors Bonding & Insurance Co","SL5818","12000","2018-01-29T00:00:00.000","2018-01-26T00:00:00.000",,"2020-11-27T00:00:00.000",,
"3 Rivers Maintenance LLC","3RIVERM829BJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604140674","Western Surety Co","63474632","12000","2018-01-11T00:00:00.000","2018-01-09T00:00:00.000","Until Canceled",,,
"3 RIVERS PRESSURE WASHING LLC","3RIVERP787L8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604903798","American Contractors Indem CO","100665240","12000","2022-06-28T00:00:00.000","2022-06-20T00:00:00.000","Until Canceled",,,
"3 RIVERS RESTORATION INC","3RIVERR802BN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604562449","Western Surety Co","64934723","12000","2020-01-15T00:00:00.000","2020-01-14T00:00:00.000","Until Canceled",,,
"3R PROPERTY SERVICE LLC","3RPROPS822LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604286429","Navigators Ins Co","NAV00025223","12000","2020-05-28T00:00:00.000","2020-06-01T00:00:00.000",,"2021-06-02T00:00:00.000",,
"3R PROPERTY SERVICE LLC","3RPROPS822LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604286429","NORTH RIVER INSURANCE COMPANY THE","46CF804616","12000","2022-06-01T00:00:00.000","2022-06-01T00:00:00.000","Until Canceled",,,
"3R PROPERTY SERVICE LLC","3RPROPS822LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604286429","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK4670","12000","2021-06-01T00:00:00.000","2021-06-01T00:00:00.000",,"2022-07-01T00:00:00.000",,
"3R PROPERTY SERVICE LLC","3RPROPS822LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604286429","Wesco Insurance Co","46WB095009","12000","2018-06-04T00:00:00.000","2018-06-01T00:00:00.000",,"2020-06-04T00:00:00.000",,
"3 R's Cabinet and Doors LLC","3RSCARC809N6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604632931","Philadelphia Indemnity Ins Co","PB11562503289","12000","2020-11-02T00:00:00.000","2020-07-10T00:00:00.000","Until Canceled",,,
"3 R's Cabinet and Doors LLC","3RSCARC809N6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604632931","Philadelphia Indemnity Ins Co","PB11562503289","6000","2020-08-26T00:00:00.000","2020-07-10T00:00:00.000","07/10/2020",,,
"3 RULES CONSTRUCTION","3RULERC782LW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604902200","American Contractors Indem CO","100651000","12000","2022-05-02T00:00:00.000","2022-04-29T00:00:00.000","Until Canceled",,,
"3R WORKS LLC","3RWORWL826DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604229533","Western Surety Co","63564757","12000","2018-03-14T00:00:00.000","2018-03-14T00:00:00.000","Until Canceled",,,
"3 SANTOS CONSTRUCTION LLC","3SANTSC784CN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604863183","NORTH RIVER INSURANCE COMPANY THE","46CF803070","12000","2022-02-15T00:00:00.000","2022-02-11T00:00:00.000","Until Canceled",,,
"3SIX0 QUALITY CONSTRUCTION LLC","3SIX0QC819B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604389248","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN1286","12000","2022-01-07T00:00:00.000","2022-01-17T00:00:00.000","Until Canceled",,,
"3SIX0 QUALITY CONSTRUCTION LLC","3SIX0QC819B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604389248","Western Surety Co","64488209","12000","2019-01-22T00:00:00.000","2019-01-22T00:00:00.000",,"2022-03-03T00:00:00.000",,
"3 SIX 0 QUALITY CONSTRUCTION","3SIX0S0837NB","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604122478","Western Surety Co","63260082","12000","2017-08-02T00:00:00.000","2017-06-29T00:00:00.000",,"2018-08-08T00:00:00.000",,
"3 SIXTY LANDSCAPE LLC","3SIXTSL873KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603205999","Lexon Ins Co","9827088","6000","2019-08-14T00:00:00.000","2019-08-18T00:00:00.000","Until Canceled",,,
"3 SIXTY LANDSCAPE LLC","3SIXTSL873KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603205999","Ironshore Indemnity Inc","SUR40015363","6000","2018-03-28T00:00:00.000","2017-08-18T00:00:00.000","08/18/2019",,,
"3 SIXTY LANDSCAPE LLC","3SIXTSL873KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603205999","American Contractors Indem CO","100283880","6000","2015-08-31T00:00:00.000","2015-08-18T00:00:00.000",,"2017-10-05T00:00:00.000",,
"3SK CONSTRUCTION LLC","3SKCOCL811BD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604314841","Navigators Ins Co","NAV00015883","12000","2020-01-21T00:00:00.000","2020-01-11T00:00:00.000","Until Canceled",,,
"3SK CONSTRUCTION LLC","3SKCOCL811BD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604314841","Wesco Insurance Co","46WB099566","12000","2019-01-04T00:00:00.000","2019-01-11T00:00:00.000",,"2020-01-15T00:00:00.000",,
"3 SONS CARPET","3SONSSC799DW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604708397","Navigators Ins Co","NAV00039184","12000","2021-03-16T00:00:00.000","2021-03-05T00:00:00.000","Until Canceled",,,
"3TG REMODELING LLC","3TGRERL783CS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604865153","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN2872","12000","2022-02-09T00:00:00.000","2022-02-03T00:00:00.000","Until Canceled",,,
"3V COMPANY","3VCOMC*838JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086477","Suretec Insurance Company","5230904","6000","2017-04-04T00:00:00.000","2017-03-21T00:00:00.000","Until Canceled",,,
"3WARRIORS LWN CRE & LNDSCP LLC","3WARRLC793OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604811643","HARTFORD INSURANCE CO THE MIDWEST","57BSBIM8109","6000","2021-10-18T00:00:00.000","2021-10-11T00:00:00.000","Until Canceled",,,
"3 W CONSTRUCTION LLC","3WCONWC928MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602842296","Lexon Ins Co","9821554","12000","2018-06-05T00:00:00.000","2018-06-04T00:00:00.000",,"2019-08-20T00:00:00.000","Y","2019-08-01T00:00:00.000"
"3 W CONSTRUCTION LLC","3WCONWC928MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602842296","HARTFORD INSURANCE CO THE MIDWEST","57bsbik5920","12000","2021-07-26T00:00:00.000","2021-07-08T00:00:00.000","Until Canceled",,,
"3 W CONSTRUCTION LLC","3WCONWC928MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602842296","CBIC","FD8044","12000","2015-07-20T00:00:00.000","2015-08-01T00:00:00.000",,"2016-09-16T00:00:00.000",,
"3 W CONSTRUCTION LLC","3WCONWC928MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602842296","Ironshore Indemnity Inc","SUR40011514","12000","2016-10-03T00:00:00.000","2016-09-29T00:00:00.000",,"2017-10-02T00:00:00.000",,
"3WIRE GROUP INC","3WIREGI872QG","EC","ELECTRICAL CONTRACTOR","R","RE-LICENSED","602652236","Liberty Mutual Fire Insurance Company","285046542","4000","2014-02-14T00:00:00.000","2014-01-01T00:00:00.000",,"2019-03-16T00:00:00.000",,
"3WIRE LLC DBA 3WIRE SRVC LLC","3WIRELD828P2","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604282990","Ohio Cas Ins Co","268011643","4000","2018-10-22T00:00:00.000","2018-10-04T00:00:00.000","Until Canceled",,,
"405 DOOR LLC","405DODL861Q1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603393214","Navigators Ins Co","NAV00012442","12000","2019-11-19T00:00:00.000","2019-11-18T00:00:00.000",,"2021-11-19T00:00:00.000",,
"405 DOOR LLC","405DODL861Q1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603393214","American Contractors Indem CO","100262495","12000","2014-11-21T00:00:00.000","2014-11-18T00:00:00.000","Until Canceled",,,
"405 DOOR LLC","405DODL861Q1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603393214","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN0116","12000","2021-11-17T00:00:00.000","2021-11-18T00:00:00.000","Until Canceled",,,
"40 ACRES CONSTRUCTION LLC","40ACRAC780CZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604766734","RLI Ins Co","LSM1535919","12000","2022-02-07T00:00:00.000","2021-12-22T00:00:00.000","Until Canceled",,,
"411 Plumber Inc","411PLPI885CF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603169384","Lexon Ins Co","9811333","12000","2012-02-06T00:00:00.000","2012-01-25T00:00:00.000","Until Canceled",,,
"411 PLUMBING LLC","411PLPL780DG","PC","PLUMBING CONTRACTOR","A","ACTIVE","604880043","Western Surety Co","66185076","6000","2022-03-28T00:00:00.000","2022-03-18T00:00:00.000","Until Canceled",,,
"425 CONSTRUCTION LLC","425COCL906QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603058478","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK9635","12000","2021-08-11T00:00:00.000","2021-09-11T00:00:00.000","Until Canceled",,,
"425 CONSTRUCTION LLC","425COCL906QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603058478","Navigators Ins Co","NAV00007928","12000","2019-09-09T00:00:00.000","2019-09-11T00:00:00.000",,"2021-09-11T00:00:00.000",,
"425 CONSTRUCTION LLC","425COCL906QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603058478","Wesco Insurance Co","46WB054156","12000","2014-09-16T00:00:00.000","2014-09-11T00:00:00.000",,"2019-09-29T00:00:00.000",,
"425 REMODEL LLC","425RERL793BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604554184","Western Surety Co","65306186","12000","2020-12-15T00:00:00.000","2020-11-25T00:00:00.000","Until Canceled",,,
"4400 ALASKA LLC","4400AAL850BK","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603290815","Travelers Cas and Surety Co of America","106224153","12000","2015-01-08T00:00:00.000","2015-01-05T00:00:00.000",,"2017-01-05T00:00:00.000",,
"4437 GREENWOOD LLC","4437GGL784NA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604572016","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN6425","12000","2022-08-05T00:00:00.000","2022-08-03T00:00:00.000","Until Canceled",,,
