"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"MEDICAL LAKE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 128","MEDICAL LAKE","MEDICAL LAKE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"KENT-MERIDIAN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10020 SE 256TH ST","KENT","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"PARK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1011 WEST 10TH AVENUE","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","6-8","N","Y",
"MARCUS WHITMAN JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1887 MADRONA DR SE","PORT ORCHARD","SOUTH KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","7-9","N","N",
"MORTON JUNIOR-SENIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX F","MORTON","MORTON SCHOOL DISTRICT","LEWIS","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"PRAIRIE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 200","BATTLE GROUND","BATTLE GROUND SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"KAMIAKIN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","600 NORTH ARTHUR STREET","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"PORT TOWNSEND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1500 VAN NESS ST","PORT TOWNSEND","PORT TOWNSEND SCHOOL DISTRICT","JEFFERSON","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","9-12","N","N",
"OMAK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P O BOX 833","OMAK","OMAK SCHOOL DISTRICT","OKANOGAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-8","N","Y",
"PIONEER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1620 RUSSELL ST","WENATCHEE","WENATCHEE SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-8","N","Y",
"RICHLAND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","930 LONG AVE","RICHLAND","RICHLAND SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"LAKEWOOD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","P.O. BOX 9","NORTH LAKEWOOD","LAKEWOOD SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"MID COLUMBIA CHRISTIAN SCHOOL","2014-15","2","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","0.0","0","2","0","0","0","0","0","0","2","2","2","2","0","2","Y","1212 PINE ST","OTHELLO","OTHELLO SCHOOL DISTRICT","ADAMS","EDUCATIONAL SERVICE DISTRICT 123","P-4","Y","N",
"SECONDARY LEARNING CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7800 S 132ND ST","SEATTLE","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"NEW HORIZONS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3110 ARGENT ROAD","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","6-12","N","Y",
"LIBERTY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1612 NE GARFIELD ST","CAMAS","CAMAS SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"MT BAKER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","620 37TH ST SE","AUBURN","AUBURN SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"SKYVIEW HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1300 NW 139TH ST","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"SAGE HILLS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","35 K ST SE","EPHRATA","EPHRATA SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","8-12","N","N",
"MEEKER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12600 SE 192ND ST","RENTON","KENT SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"MAYWOOD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14490 168TH AVE SE","RENTON","ISSAQUAH SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NATHAN HALE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10750 30 AV NE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"KIRKLAND MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","430 18TH AVE","KIRKLAND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"MEADOWDALE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","6500 168TH ST SW","LYNNWOOD","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"LA CONNER HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 2103","LA CONNER","LA CONNER SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"KENNEWICK HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","500 SOUTH DAYTON STREET","KENNEWICK","KENNEWICK SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"NOOKSACK VALLEY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3326 EAST BADGER ROAD","EVERSON","NOOKSACK VALLEY SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-12","N","N",
"QUILEUTE TRIBAL SCHOOL","2014-15","7","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","7","0","0","0","0","0","7","7","7","7","7","7","Y","PO BOX 39","LA PUSH","QUILLAYUTE VALLEY SCHOOL DISTRICT","CLALLAM","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","K -12","Y","Y",
"REEVES MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2200 QUINCE ST NE","OLYMPIA","OLYMPIA SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"LINCOLN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","315 SE CRESTVIEW","PULLMAN","PULLMAN SCHOOL DISTRICT","WHITMAN","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"SOUTH BEND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 437","SOUTH BEND","SOUTH BEND SCHOOL DISTRICT","PACIFIC","EDUCATIONAL SERVICE DISTRICT 113","7-12","N","N",
"MEDICAL LAKE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 128","MEDICAL LAKE","MEDICAL LAKE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"SEHOME HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2700 BILL MCDONALD PKWY","BELLINGHAM","BELLINGHAM SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"RIDGEFIELD HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2630 S HILLHURST ROAD","RIDGEFIELD","RIDGEFIELD SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"SOUTH SOUND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","411 COLLEGE ST NE","LACEY","NORTH THURSTON PUBLIC SCHOOLS","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","9-12","N","N",
"SCCP IMAGES","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1810 N GREENE ST","SPOKANE","SPOKANE SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","12-12","N","N",
"SHOREWOOD HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","17300 FREMONT AVENUE N.","SHORELINE","SHORELINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"MOUNT BAKER SENIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4936 DEMING RD","DEMING","MOUNT BAKER SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"PIERCE COUNTY SKILLS CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","16117 CANYON RD E","PUYALLUP","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-12","N","N",
"MARYSVILLE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4923 67TH ST NE","MARYSVILLE","MARYSVILLE SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"PACIFIC MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2017 NE 172ND AVENUE","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"PROSSER FALLS EDUCATION CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1500 GRANT AVE.","PROSSER","PROSSER SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"LYNDEN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","516 MAIN ST","LYNDEN","LYNDEN SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"SETON CATHOLIC COLLEGE PREPARATORY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","811 NE 112TH AVE  #200","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"ROYAL HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 486","ROYAL CITY","ROYAL SCHOOL DISTRICT","GRANT","EDUCATIONAL SERVICE DISTRICT 105","9-12","N","N",
"LAURIN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","13601 NE 97TH AVE","VANCOUVER","BATTLE GROUND SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","5-8","N","Y",
"MOUNT BAKER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2310 E SECTION ST","MOUNT VERNON","MOUNT VERNON SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"PARKWAY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1011 PARKWAY BLVD","EPHRATA","EPHRATA SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","5-6","N","Y",
"MOUNTAIN VIEW HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1500 SE BLAIRMONT DR","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"LAKESIDE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","6169 HIGHWAY 291","NINE MILE FALLS","NINE MILE FALLS SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"MANN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","11509 HOLDEN RD SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"NORTHPORT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 1280","NORTHPORT","NORTHPORT SCHOOL DISTRICT","STEVENS","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"NORTHWOOD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","13120 N PITTSBURG","SPOKANE","MEAD SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","7-8","N","N",
"MCLOUGHLIN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5802 MACARTHUR BLVD","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"NEAH BAY JUNIOR/ SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3560 DEER STREET","NEAH BAY","CAPE FLATTERY SCHOOL DISTRICT","CLALLAM","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","6-12","N","Y",
"MONUMENT ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1400 13TH AVENUE SW","QUINCY","QUINCY SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","4-6","N","Y",
"LAKESIDE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14050 1ST AVE NE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","5-12","N","Y",
"NORTHSHORE SPECIAL SERVICES","2014-15","3","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","3","0","0","0","0","0","3","3","3","3","3","3","Y","3330 MONTE VILLA PARKWAY","BOTHELL","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","PK-12","Y","Y",
"SELAH INTERMEDIATE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1401 WEST FREMONT AVENUE","SELAH","SELAH SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","5-7","N","Y",
"NACHES VALLEY HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 159","NACHES","NACHES VALLEY SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","9-12","N","N",
"NOVA SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2020 22ND AVE SE","OLYMPIA","OLYMPIA SCHOOL DISTRICT","THURSTON","EDUCATIONAL SERVICE DISTRICT 113","6-8","N","Y",
"RENTON ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7100 116TH AVE SE","NEWCASTLE","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","K -12","Y","Y",
"LOOWIT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1904 ALLEN ST","KELSO","KELSO SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","8-12","N","N",
"R A LONG HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2903 NICHOLS BLVD.","LONGVIEW","LONGVIEW SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"LYNDEN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1201 BRADLEY RD","LYNDEN","LYNDEN SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"LAKE TAPPS ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1320 178TH AVENUE E.","LAKE TAPPS","DIERINGER SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","1-3","N","N",
"SPECIAL ED SCHOOL","2014-15","1","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","Y","2929 MCDOUGALL AVENUE","ENUMCLAW","ENUMCLAW SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","PK-12","Y","Y",
"REPUBLIC JUNIOR HIGH","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","30306 E HIGHWAY 20","REPUBLIC","REPUBLIC SCHOOL DISTRICT","FERRY","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"MERIDIAN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","861 TEN MILE ROAD","LYNDEN","MERIDIAN SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
