"ubi","businessname","legalname","businessid","locationid","city"
"601-119-060","DAN GORDON SMITH","SMITH, DAN GORDON","1","1","CLARKSTON"
"601-259-969","DAN WHALEY","WHALEY, DAN L","1","1","CLARKSTON"
"600-555-464","DANA MARIE DESIGN CO.","BONTRAGER, DANA MARIE","1","3","CLARKSTON"
"603-233-447","DANA WIGGINS, SLP:CCC","WIGGINS, DANA KAYE","1","1","CLARKSTON"
"604-191-657","DANELLE MCGILL MASSAGE","MCGILL, DANELLE LOREEN","1","1","CLARKSTON"
"601-901-684","DAN'S MERCHANDISING","ZUCHERO, DANIEL ANDREW","1","1","CLARKSTON"
"604-470-142","DARIN COPENSPIRE DBA COPENSPIRE CONSTRUCTION","COPENSPIRE, DARIN","1","1","CLARKSTON"
"603-219-864","DARROLLY'S","MCGLOTHEN, DARRYL DEAN","1","1","CLARKSTON"
"409-016-020","DAVE'S AUTO & TRUCK CENTER","BEUKE, DAVID WALTER","1","1","CLARKSTON"
"603-449-755","DAVES VALLEY GOLF CENTER","DGS LLC","1","1","CLARKSTON"
"603-169-586","DAVID NYSTROM AT VALLEY TREATMENT SPECIALTIES","NYSTROM, DAVID LAWRENCE","1","1","CLARKSTON"
"603-616-830","DAVID STUART MCLAUGHLIN","MCLAUGHLIN, DAVID STUART","1","1","CLARKSTON"
"604-593-407","DAYJAH VU HEALTH LLC","DAYJAH VU HEALTH LLC","1","2","CLARKSTON"
"604-593-407","DAYJAH VU HEALTH LLC","DAYJAH VU HEALTH LLC","1","1","CLARKSTON"
"604-046-509","DBA CLARKSTON HEIGHTS MARKET","JOHN R. BREWER, INC.","1","1","CLARKSTON"
"600-386-424","DC ELECTRICAL, WAE","WICKENKAMP, KIT HENRY","1","1","CLARKSTON"
"600-360-510","DEAN H HATTAN OD","HATTAN, DEAN H","1","1","CLARKSTON"
"602-284-490","DEANNA BERNADETTE TEASLEY","TEASLEY, DEANNA BERNADETTE","1","1","CLARKSTON"
"604-530-336","DEB S DELECTABLES","ROMESBURG, DEBBIE","1","1","CLARKSTON"
"600-443-621","DEBCO BUSINESS FORMS","COYLE, DEBBIE N","1","1","CLARKSTON"
"601-426-174","DEBCO CONSTRUCTION","ASCORP, INC.","1","2","CLARKSTON"
"603-300-893","DEBORAHADOPTANTE.COM","ADOPTANTE, DEBOAH LORRAINE","1","2","CLARKSTON"
"604-098-808","DE-CLUTTER BUG ORGANIZATIONAL SERVICES AND MORE...","BLEVINS, CATHLEEN ROSEMAIRE","1","1","CLARKSTON"
"603-407-832","DEENEY'S ICE CREAM","5-C'S ICE CREAM, LLC","1","2","CLARKSTON"
"604-122-116","DELTA INDUS LLC","DELTA INDUS LLC","1","1","CLARKSTON"
"602-098-156","DEMEAN & SONS LAWN MAINTENANCE","DEMEAN, ROBERT J","1","2","CLARKSTON"
"604-461-312","DEMI COOKIE CO","RIVERO, CHELAN ALEXANDRA","1","1","CLARKSTON"
"601-556-060","DENNIS G MOUNTJOY, M.D.","MOUNTJOY, DENNIS G","1","1","CLARKSTON"
"601-324-994","DENNIS KERR CONSTRUCTION","KERR, DENNIS L","1","1","CLARKSTON"
"602-617-108","DENNY'S WIRING AND INSTALLATION","DENNY, BRYON C","2","1","CLARKSTON"
"602-241-427","DERMATOLOGY AND SKIN CANCER CENTER, WALTER L. WILLIAMS, M.D.","WILLIAMS, WALTER L","1","1","CLARKSTON"
"601-010-530","DESIGN DIVAS","WORLE, PATRICIA A","2","1","CLARKSTON"
"601-292-821","DESIGNCRAFT CABINETS","DESIGNCRAFT CABINETS, INC.","1","1","CLARKSTON"
"604-179-315","DEVICE REHAB LLC","DEVICE REHAB LLC","1","1","CLARKSTON"
"603-325-265","DHC DARICK HEIMGARTNER CONSTRUCTION LLC","DHC DARICK HEIMGARTNER CONSTRUCTION LLC","1","1","ASOTIN"
"602-650-916","DI DA ENTERPRISES","SPATZ, DAVID D","1","1","ASOTIN"
"604-127-626","DIAMOND A PARTNERS LLC","DIAMOND A PARTNERS LLC","1","1","CLARKSTON"
"603-534-199","DIAMOND COLLISION REPAIR AND PAINT","DIAMOND COLLISION REPAIR AND PAINT, LLC.","1","1","CLARKSTON"
"603-273-666","DIAMOND FABRICATION","DIAMOND FABRICATION L.L.C.","1","1","CLARKSTON"
"601-213-274","DIAMOND IN THE ROUGH","CASSELL, LEAH RAE","1","1","CLARKSTON"
"604-080-851","DIAMOND JANITORIAL","TAYLOR, TONIA RENEE","1","1","CLARKSTON"
"603-360-810","DIAMOND PICKUPS","DIAMOND PICKUPS","1","1","CLARKSTON"
"603-297-155","DIAMONDCRAFT JEWELERS","SHUCK, DENNIS E","1","1","CLARKSTON"
"604-216-051","DIANAS HAIR","DE LA TORRE, DIANA M","1","2","CLARKSTON"
"602-527-501","DIANE MICHELE DUNCAN","DUNCAN, DIANE MICHELE","1","2","CLARKSTON"
"604-615-451","DIGFOOT CONSTRUCTION LLC","DIGFOOT CONSTRUCTION LLC","1","1","CLARKSTON"
"601-213-274","DIGGER DOUG'S EXCAVATION","CASSELL, DOUGLAS R","2","1","CLARKSTON"
"604-002-011","DILIGENT RECOVERY SERVICE","BEELER, BRYCE ASHTON","1","1","CLARKSTON"
"601-388-765","DIMKE BARK","DIMKE, JOHN MITCHELL","1","1","CLARKSTON"
"604-302-748","DION'S STYLISTIC GROUNDS-CARE","DUFFIELD, DION VAUGHN","1","1","CLARKSTON"
"602-592-221","DIRECTV, LLC","DIRECTV, LLC","1","10","CLARKSTON"
"603-575-456","DISASTER RESPONSE, LLC","DISASTER RESPONSE, LLC","1","2","CLARKSTON"
"603-377-109","DISCO GEMS","DISCO GEMS","1","1","CLARKSTON"
"600-456-576","DISCOUNT AUTO SALES","DIETRICH, DONALD W","1","2","CLARKSTON"
"600-456-576","DISCOUNT AUTO SALES LOT 2","DIETRICH, DONALD W","1","3","CLARKSTON"
"602-053-459","DISCOUNT CAB","DIEBOLD, LARRY A","1","1","CLARKSTON"
"604-520-460","DISTINCTIVE BUILDERS","HEMIGHAUS, MARK","1","1","CLARKSTON"
"603-441-844","DIVISION 8, INC.","DIVISION 8, INC.","1","1","CLARKSTON"
"602-174-270","DJ EXPRESS","ERB, REDGY GLENN","1","1","CLARKSTON"
"604-093-428","DJ MOBILE MUSIC","DJ MOBILE MUSIC LLC.","1","1","CLARKSTON"
"601-921-776","DJ MOBILE MUSIC, INC.","DJ MOBILE MUSIC, INC.","1","1","CLARKSTON"
"603-514-937","DNR FARMS","SCHEIBE, NATHAN SKYLAR","1","1","ANATONE"
"601-199-351","DODD FARMS","DODD, DALLAS H","1","2","ANATONE"
"604-375-796","DOGS POOP, WE SCOOP! LLC","DOGS POOP, WE SCOOP! LLC","1","1","CLARKSTON"
"602-148-018","DOLLAR TREE # 2393","DOLLAR TREE STORES, INC.","1","9","CLARKSTON"
"601-387-302","DON BRIGHAM PLUS ASSOCIATES","BRIGHAM JR, DON H","1","1","CLARKSTON"
"601-072-723","DONALD GARY ENGLE","ENGLE, DONALD GARY","1","2","CLARKSTON"
"601-072-723","DONALD GARY ENGLE","ENGLE, DONALD GARY","1","1","CLARKSTON"
"603-188-298","DORCAS MAC BOOKS","MACARTHUR, DORCAS","1","1","CLARKSTON"
"604-637-075","DOUGH & BATTER BAKERY","DOUGH & BATTER LLC","1","1","CLARKSTON"
"603-616-220","DOUGLAS GARAGE DOOR SERVICE","EGELAND, DOUGLAS","1","1","CLARKSTON"
"604-622-114","DOUGLASS LAW","DOUGLASS LAW, PLLC","1","1","CLARKSTON"
"603-301-211","DOVEL INSURANCE SERVICES","DOVEL INSURANCE SERVICES CO.","1","1","CLARKSTON"
"604-150-673","DRAGONFLY COUNSELING, LLC","DRAGONFLY COUNSELING, PLLC","1","1","CLARKSTON"
"603-241-119","DREAMZ GLOBAL","DREAMZ GLOBAL, LLC","1","1","CLARKSTON"
"604-175-263","DRJ PROPERTIES, LLC","DRJ PROPERTIES, LLC","1","1","CLARKSTON"
"603-576-829","DROPFORGE LEATHER CARE","DROPFORGE LEATHER CARE, LLC","1","1","CLARKSTON"
"601-983-674","DROPFORGE LEATHERWORKS","HOSSNER, BRYAN","1","2","CLARKSTON"
"604-207-135","DT STUDIO","BROWITT, DESTINY TYLER","1","2","CLARKSTON"
"601-848-108","DUCKWORTH BOAT WORKS, INC.","DUCKWORTH BOAT WORKS, INC.","1","1","CLARKSTON"
"603-589-329","DUCLOS AND ASSOCIATES LLC","DUCLOS AND ASSOCIATES LLC","1","1","CLARKSTON"
"602-776-686","DUSTAN LOOP MOBILE HOME COURT","FAIRLEY, JACK","1","1","CLARKSTON"
"604-560-754","DUSTIN BILLINGS","BILLINGS, DUSTIN LEE","1","1","CLARKSTON"
"603-501-409","DUSTLESS DR. RESTORATIONS/RUST REMOVAL","DUSTLESS DR. RESTORATIONS LLC","1","1","CLARKSTON"
"603-059-798","DYE HARD PAINTING","SIMMONS, RON","1","1","CLARKSTON"
"603-585-257","DYE HARD PAINTING AND DRYWALL","ISH, LISA LEE","1","1","CLARKSTON"
"603-585-257","DYE HARD PAINTING AND RENOVATING","ISH, LISA LEE","1","2","CLARKSTON"
"604-372-937","DYNAMIC FAMILY CONNECTIONS","DYNAMIC FAMILY CONNECTIONS LLC","1","1","CLARKSTON"
"601-065-706","E. SARAH SAXTON, D.O.","SAXTON, E SARAH","1","1","CLARKSTON"
"602-230-129","E.J. DANTINI & COMPANY","E.J. DANTINI & COMPANY","1","1","ASOTIN"
"602-353-594","E3 GENERAL CONTRACTING","EISELE, DONALD","2","1","CLARKSTON"
"604-095-390","EAGLE TRAINING AND CONSULTATION","SPAULDING, ERIK","1","1","CLARKSTON"
"600-124-911","EARLY BIRD SUPPLY, INC.","EARLY BIRD SUPPLY, INC.","1","1","CLARKSTON"
"604-059-674","EARTH89","EGGERS, KELSIE","1","1","CLARKSTON"
"602-514-115","EBD ENTERPRISES, INC.","EBD ENTERPRISES, INC.","1","1","CLARKSTON"
"604-074-977","E-C HOME DELIVERY","LAMMERDING, EDWARD ALLEN","1","1","CLARKSTON"
"604-444-233","ECHO'S LOVE LASHES ,LLC","KADEN LLC DBA ECHO'S LOVE LASHES, LLC","1","1","CLARKSTON"
"602-366-445","E-CLIPS","BELL, CYNTHIA ANN","1","1","CLARKSTON"
"604-554-414","ECLIPS SALON AND SPA, LLC","ECLIPS SALON AND SPA, LLC","1","1","CLARKSTON"
"603-208-482","ECOATM LLC","ECOATM, LLC","1","137","CLARKSTON"
"603-523-898","EDC GRAPHICS","REED, JOSEPH A","1","1","CLARKSTON"
"603-445-281","EDDIE'S","EDWARDS' RESTAURANTS LLC","1","1","CLARKSTON"
"602-917-496","EDUCATIONAL SYNTHESIS LLC","EDUCATIONAL SYNTHESIS LLC","1","1","CLARKSTON"
"600-351-790","EDWARD D JONES & CO","EDWARD D. JONES & CO., L.P.","1","690","CLARKSTON"
"601-498-374","EDWARD EUGENE MC KEEHAN","MC KEEHAN, EDWARD EUGENE","1","1","CLARKSTON"
"600-351-790","EDWARD JONES","EDWARD D. JONES & CO., L.P.","1","446","CLARKSTON"
"600-351-790","EDWARD JONES","EDWARD D. JONES & CO., L.P.","1","286","CLARKSTON"
"604-307-720","EDWARD JONES - FINANACIAL ADVISOR: BRADY ARNONE","ARNONE, BRADY","1","1","CLARKSTON"
"601-208-904","EDWARD LYNN HOLYOKE","HOLYOKE, EDWARD LYNN","1","1","CLARKSTON"
"601-802-507","EGGLESTON ENTERPRISES, L.L.C.","EGGLESTON ENTERPRISES, L.L.C.","1","1","CLARKSTON"
"602-940-127","EIGHTEENTH STREET LLC","EIGHTEENTH STREET LLC","1","1","CLARKSTON"
"603-407-158","EJAY'S SWEET RICE BALLS","ALLEN, MICHAEL EDWARD","1","1","CLARKSTON"
"602-875-409","ELEARNING CONSULTING GROUP","DOUGLAS, JOSEPH N","1","2","CLARKSTON"
"604-571-983","ELECTRONIC DEMON SLAYER","ROSSITER, SLADE JACOB","1","1","CLARKSTON"
"603-602-455","ELECTRONIC PAYMENTS, INC.","ELECTRONIC PAYMENTS, INC.","1","1","CLARKSTON"
"602-535-282","ELEGANT INTERIORS LLC","ELEGANT INTERIORS, LLC.","1","2","CLARKSTON"
"602-535-282","ELEGANT INTERIORS LLC","ELEGANT INTERIORS, LLC.","1","1","CLARKSTON"
"603-266-008","ELITE HOME HEALTH","ALPOWA HEALTHCARE, INC.","1","1","CLARKSTON"
"604-504-017","ELITE HOME HEALTH AND HOSPICE","THE PENNANT GROUP, INC.","1","6","CLARKSTON"
"604-483-730","ELKHORN TANK SERVICES INC.","ELKHORN TANK SERVICES INC.","1","1","CLARKSTON"
"602-257-111","ELM VIEW CHIROPRACTIC CLINIC","TERRI J. DRURY, PC","1","1","CLARKSTON"
"603-389-042","EMERALD GARDEN","HUONG NGUYEN INVESTMENT LLC","1","2","CLARKSTON"
"603-248-685","EMERALD GARDEN RESTAURANT","EMERALD GARDEN LLC","1","1","CLARKSTON"
"602-374-983","EMIT TECHNOLOGIES, LLC","EMIT TECHNOLOGIES, LLC","1","2","CLARKSTON"
"604-659-569","ENCAPSULATE","RODGERS, ALYSON","1","1","CLARKSTON"
"604-036-972","ENCOURA INC","ENCOURA INC.","1","1","CLARKSTON"
"601-447-461","ENDICOTT CONSTRUCTION","ENDICOTT, ERIC C","1","1","CLARKSTON"
"603-190-150","ENERGY SHIELD INSULATION","ROBERTS, CODY ALLEN","1","1","CLARKSTON"
"603-402-016","EPLER TRUCKING","EPLER, JOHNNY RAY","1","1","CLARKSTON"
"604-388-111","ERIC BLACKNER,LLC","E-T CONSTRUCTION LLC DBA ERIC BLACKNER, LLC","1","1","CLARKSTON"
"604-419-050","ERIC NELSON","NELSON, ERIC","1","1","CLARKSTON"
"603-475-811","ERIN'S LULAROE","HOCKING, ERIN MICHELLE","1","1","CLARKSTON"
"604-094-478","EUGENE STINES","STINES, EUGENE E","1","1","CLARKSTON"
"602-864-248","EVERGREEN ESTATES RETIREMENT & ASSISTED LIVING COMMUNITY, L.","EVERGREEN ESTATES RETIREMENT & ASSISTED LIVING COMMUNITY, L.L.C.","1","1","CLARKSTON"
"603-032-705","EVERGREEN RECREATIONAL VEHICLES, LLC","EVERGREEN RECREATIONAL VEHICLES, LLC","1","2","CLARKSTON"
"602-483-603","EVERLAST RAINGUTTER","HARTUNG, DAVID GRANT","1","1","CLARKSTON"
"603-556-821","EVOLUTION WATER FEATURE AND POND LLC","EVOLUTION WATER FEATURE AND POND LLC","1","1","CLARKSTON"
"602-595-266","EXTREME RELOADING","DAVIS, ROBERT LEE","1","1","CLARKSTON"
"601-863-708","EYE CARE SPECIALISTS, P. S.","EYE CARE SPECIALISTS, P. S.","1","1","CLARKSTON"
"601-765-370","EZ RENTAL","WILSON, DOUG ROBERT","1","1","CLARKSTON"
"602-737-867","FAIR STREET STORAGE LLC","FAIR STREET STORAGE, LLC","1","2","CLARKSTON"
"602-387-532","FAIRHAVEN HOMES 202","FAIRHAVEN HOMES 202","1","1","CLARKSTON"
"602-641-125","FAIRWAY ADDITION TOWNHOUSE ESTATES","FAIRWAY ADDITION TOWNHOUSE ESTATES","1","1","CLARKSTON"
"604-414-199","FAIRYS & FLUTTERBYS","SMITH, AMBER","1","1","CLARKSTON"
"603-320-200","FAITH'S FOUNDATION GENERAL CONTRACTOR LLC","FAITH'S FOUNDATION GENERAL CONTRACTOR LLC","1","1","CLARKSTON"
"601-728-186","FALCON FORGE & FRAME","KAUFMAN, KAREN A","1","2","CLARKSTON"
"021-000-157","FAMILY ACQUATIC CENTER","ASOTIN COUNTY","1","5","CLARKSTON"
"604-180-775","FAMILY RESOURCE HOME CARE","GERAS LLC","1","3","CLARKSTON"
"602-534-850","FARRELL FINANCIAL SERVICES","FARRELL, MICK L","1","1","CLARKSTON"
"603-304-225","FATHER AND SON'S CONTRACTORS","FATHER AND SON'S CONTRACTORS","1","1","CLARKSTON"
"600-257-384","FAZZARI'S FINEST","KELSTEPH INCORPORATED","1","1","CLARKSTON"
"602-939-152","FEARN ENTERPRISE","FEARN, SUZANNE VICTORIA","1","1","CLARKSTON"
"602-634-316","FEED FIDO TITUS AND HIS LITTLE FRIENDS, FEED-FIDO.COM","HARDISTY, CHARLES W","1","4","ASOTIN"
"603-582-626","FEMBOT LLC","FEMBOT LLC","1","1","CLARKSTON"
"600-294-196","FERGUSON ART SERVICES","FERGUSON, LARRY D","1","1","CLARKSTON"
"604-043-209","FINDERS KEEPERS","MARSH, PAULA M.","1","1","CLARKSTON"
"601-138-751","FIRE PROTECTION DIST #1 ASOTIN COUNTY","FIRE PROTECTION DIST #1 ASOTIN COUNTY","1","1","CLARKSTON"
"602-549-420","FIRST CHOICE PAINTING","BALZER, SHAWN ROBERT","1","1","ASOTIN"
"603-389-906","FIRST STOP MART","DC ZIRA 2 LLC","1","1","CLARKSTON"
"601-455-466","FISH REAPER","KELLY, MIKE PATRICK","1","2","ASOTIN"
"602-680-896","FISHHAWK GUIDES","JOHNSON, KEVIN R","1","1","CLARKSTON"
"602-275-519","FITNESS PHYSIOLOGY","CRABER, RUSSELL ETHAN","1","2","CLARKSTON"
"602-275-519","FITNESS PHYSIOLOGY","CRABER, RUSSELL ETHAN","1","1","CLARKSTON"
"602-607-957","FITZGERALD PSYCHOLOGICAL SERVICES, PS","FITZGERALD PSYCHOLOGICAL SERVICES, PS","1","1","CLARKSTON"
"603-438-403","FLAGG AGENCY, LLC","FLAGG AGENCY, LLC","1","1","CLARKSTON"
"601-574-368","FLERCHINGER ELECTRIC, INC.","FLERCHINGER ELECTRIC, INC.","1","1","CLARKSTON"
"601-805-434","FLERCHINGER FAMILY, L.L.C.","FLERCHINGER FAMILY, L.L.C.","1","1","CLARKSTON"
"604-287-643","FLINDER POLE BUILDING LLC","FLINDERS POLE BUILDING LLC","1","1","CLARKSTON"
"601-953-790","FLIPFLOPSWITCH","MATTOON, DOUGLAS W","1","2","CLARKSTON"
"603-257-691","FLOCH'S PAINTING","FLOCH, JOHN CARL","1","1","CLARKSTON"
"600-271-568","FLOOR ROACH","BAILEY, J STEVE","1","1","CLARKSTON"
"602-204-285","FOOT WORK ESSENTIALS","LOUGHEED, CYNTHIA R","1","1","CLARKSTON"
"601-244-461","FOREST RECOVERY, INC.","FOREST RECOVERY, INCORPORATED","1","1","CLARKSTON"
"602-269-332","FORSMAN CONSULTING, INC.","FORSMAN CONSULTING, INC.","1","1","CLARKSTON"
"604-552-222","FORTIN, RAEVIN RACQUEL","FORTIN, RAEVIN RACQUEL","1","1","CLARKSTON"
"602-317-235","FORTNEY CONSTRUCTION INC.","FORTNEY CONSTRUCTION, INC.","1","1","CLARKSTON"
"601-920-158","FPJ FARMS,LP","FPJ FARMS, LP","1","1","CLARKSTON"
"604-500-410","FRAMED BY KANE, LLC","FRAMED BY KANE, LLC","1","1","CLARKSTON"
"602-647-591","FRANCEEN M HERMANSON","HERMANSON, FRANCEEN MONA","1","1","CLARKSTON"
"603-212-257","FRANK'S CUSTOM SLAUGHTER","FRANK'S CUSTOM SLAUGHTER INC.","1","1","CLARKSTON"
"600-274-196","FRANKS UPHOLSTERY","FRANK, ARTHUR G","1","1","CLARKSTON"
"603-306-612","FRANKY'S BARBER SHOP","TIJERINA, FRANCISCO","1","2","CLARKSTON"
"602-486-587","FRED'S BUSINESS","RAYKOVICH, FRED","1","1","CLARKSTON"
"602-789-041","FREE WORLD CONSULTING","FREE WORLD CONSULTING, LLC","1","1","CLARKSTON"
"603-030-289","FROSTYS GENERAL CONTRACTING","FROST, KRIS PHILLP","1","1","ASOTIN"
"603-030-289","FROSTY'S GENERAL CONTRACTING","FROST, KRIS PHILLP","1","2","ASOTIN"
"603-460-666","FRUH'S TRUCKING, LLC","FRUH'S TRUCKING, LLC","1","1","CLARKSTON"
"600-427-119","FUCHS FLOWER AND GARDEN CENTER INC.","FUCHS FLOWER AND GARDEN CENTER INC.","1","1","CLARKSTON"
"602-043-088","FUNKE'S AUTO RENOVATION & AUTO SALES","FUNKE & FUNKE","1","1","CLARKSTON"
"600-483-923","FUNKE'S CUSTOM CABINETS","FUNKE, BILL D","1","1","CLARKSTON"
"604-666-226","FUTURE FORTUNE ENTERPRISES LLC","FUTURE FORTUNE ENTERPRISES LLC","1","1","CLARKSTON"
"602-912-886","FUZION SOLUTIONS","FUZION, LLC","1","1","CLARKSTON"
"602-662-537","G & J HARNESS","UHRICH, GARY P","1","1","CLARKSTON"
"601-409-359","G & P BUILDING CONTRACTORS","BROTT, A PERRY","1","2","ASOTIN"
"601-409-359","G & P BUILDING CONTRACTORS","BROTT, A PERRY","1","1","ASOTIN"
"601-002-232","G AND S ENTERPRISE","KASPER, EUGENE J","1","1","CLARKSTON"
"603-386-785","G C CONSTRUCTION","CUNNINGHAM, GEORGE ALLEN","1","2","CLARKSTON"
"603-386-785","G C CONSTRUCTION","CUNNINGHAM, GEORGE ALLEN","1","1","CLARKSTON"
"604-544-395","G&B COURIER, LLC","G&B COURIER, LLC","1","1","CLARKSTON"
"604-531-157","G&B ENTERPRISES","BENSULTANA, MELINDA JEAN","1","1","CLARKSTON"
"600-609-982","G&B ENTERPRISES","ERICKSON, EUGENE MYRON","1","1","CLARKSTON"
"603-129-469","GAELECTRIC LLC","GAELECTRIC, LLC","1","1","CLARKSTON"
"601-371-018","GALLES ADULT SHELTER HOME","GALLES, CAROL ANN","1","1","CLARKSTON"
"603-296-408","GALVEZ JANITORIAL","FRASIER, MARTHA O","1","1","CLARKSTON"
"603-014-639","GAME PLAY","EISELE, CAMERON","1","1","CLARKSTON"
"604-414-812","GARAGE PC","BURDUE-TROXCLAIR, WILLIAM","1","1","CLARKSTON"
"602-627-980","GARDEN GATE STAMPS","ABEL, M ANN","1","1","CLARKSTON"
"603-532-123","GARRED CONSTRUCTION","GARRED ENTERPRISES, LLC","1","2","CLARKSTON"
"601-136-464","GARY HAGEN","HAGEN, GARY","1","1","CLARKSTON"
"603-172-423","GARY NORLAND SAFETY PRESENTATIONS","NORLAND, GARY ALLEN","1","1","CLARKSTON"
"602-633-894","GC SOLUTIONS, LLC","GC SOLUTIONS, LLC","1","1","ASOTIN"
"601-849-245","GCH MANAGEMENT, INC.","GCH MANAGEMENT, INC.","1","1","CLARKSTON"
"600-456-831","GEAR UP FOR FISHING","HIERONYMUS, JERRY R","1","3","CLARKSTON"
"604-471-451","GEBCO INVESTMENTS, LLC","GEBCO INVESTMENTS LLC","1","1","CLARKSTON"
"601-292-393","GEHRKE-USA","GEHRKE, GLADYS M","1","1","ASOTIN"
"602-572-321","GERAD'S PHOTOGRAPHY","HARRIS, GERAD WAYNE","1","1","CLARKSTON"
"603-187-136","GERALD AND BETTY HALSEY JV","GERALD AND BETTY HALSEY JV","1","1","CLARKSTON"
"600-447-714","GERALS HALSEY CATTLE SERVICES","HALSEY, GERALD R","1","1","ASOTIN"
"603-487-881","GET WRECKD ENTERTAINMENT, LLC","GET WRECKD ENTERTAINMENT, LLC","1","1","ASOTIN"
"602-308-676","GILBERT'S STEAMERY","MCGIVNEY, VIRGINA ANN","1","1","CLARKSTON"
"603-555-445","GIOVANNI & SANDRA CASANOVA","CASANOVA, GIOVANNI","1","2","CLARKSTON"
"603-555-445","GIOVANNI CASANOVA","CASANOVA, GIOVANNI","1","1","CLARKSTON"
"604-369-520","GITTINS & DUKES, PLLC","GITTINS & DUKES, PLLC","1","1","CLARKSTON"
"601-785-956","GITTINS, DAVID ALLAN","GITTINS, DAVID ALLAN","1","2","CLARKSTON"
"601-542-085","GLEN CLICK CONSTRUCTION","CLICK, GLEN VEE","1","2","CLARKSTON"
"601-542-085","GLEN CLICK CONSTRUCTION","CLICK, GLEN VEE","1","1","CLARKSTON"
"603-451-128","GLENN ROLLAND GOUDY","GOUDY, GLENN ROLLAND","1","1","CLARKSTON"
"604-100-150","GLOBAL CONTINUITY CONSULTING","MAYBURRY, MARY J","1","1","CLARKSTON"
"602-735-705","GLOBAL WIRELESS","HALL, KRYSTIN D","1","2","CLARKSTON"
"604-230-885","GLOBAL WIRELESS LLC","GLOBAL WIRELESS LLC","1","1","CLARKSTON"
"603-304-887","GOATBUSTER WEED AND BRUSH CONTROL LLC","GOATBUSTER WEED AND BRUSH CONTROL, LLC","1","1","ASOTIN"
"604-117-289","GOLD SNAKE RIVER","LWIN, THET MAR","1","1","CLARKSTON"
"601-685-996","GOLDEN ACRES","EDGAR, MARK S","1","2","CLARKSTON"
"604-026-004","GOLDEN ACRES MHP","THE KATALIN NYITRAI TRUST","1","1","CLARKSTON"
"604-300-059","GOLDEN GIANT GROUP, LLC","GOLDEN GIANT GROUP, LLC","1","1","CLARKSTON"
"602-245-000","GOLDENSTATE TOWERS, LLC","GOLDENSTATE TOWERS, LLC","1","1","CLARKSTON"
"603-175-061","GOOD NEIGHBOR MISSIONS INTERNATIONAL","GOOD NEIGHBOR MISSIONS INTERNATIONAL","1","1","CLARKSTON"
"601-253-535","GORDON B HOSTETLER","HOSTETLER, GORDON B","1","1","ANATONE"
"600-061-892","GOTCHA COVERED","HAUGEN, KAREN L","2","1","CLARKSTON"
"601-298-273","GRACE REFORMED CHURCH","GRACE REFORMED CHURCH","1","1","CLARKSTON"
"600-295-414","GRAMMA'S ATTIC","PARSONS, EVELYN JULE","1","1","CLARKSTON"
"600-295-414","GRAMMA'S ATTIC & FRIENDS","PARSONS, EVELYN JULE","1","2","CLARKSTON"
"604-291-121","GRANDMA'S OLD FASHION CINNAMON ROLLS","SCHELL, KATHY LYNN","1","1","CLARKSTON"
"602-576-808","GRANITE LAKE PREMIER RV RESORT LLC","GRANITE LAKE PREMIER RV RESORT LLC","1","1","CLARKSTON"
"604-297-271","GRANITE WORKS LLC","GRANITE WORKS LLC","1","1","CLARKSTON"
"603-481-037","GRANNY DANCER LLC","GRANNY DANCER LLC","1","1","CLARKSTON"
"603-502-934","GRAPHIC DESIGN APPLICATIONS","GATHERER, JOSHUA A","1","1","CLARKSTON"
"603-014-639","GRASSHOPPER","EISELE, CAMERON","1","2","CLARKSTON"
"604-195-046","GRASSLAND NORTHWEST LLC","GRASSLAND NORTHWEST, LLC","1","1","CLARKSTON"
"604-080-930","GRASSLAND SEED COMPANY, LLC","GRASSLAND SEED COMPANY, LLC","1","1","CLARKSTON"
"601-157-692","GRASSLAND WEST COMPANY","GRASSLAND WEST CO.","1","1","CLARKSTON"
"604-609-905","GREEN ANTLER PROPERTIES, LLC","GREEN ANTLER PROPERTIES, LLC","1","1","CLARKSTON"
"602-900-967","GREEN WATER ENERGY LLC","GREEN WATER ENERGY LLC","1","1","CLARKSTON"
"603-357-438","GREENAPPLE","GREENAPPLE, LLC","1","1","ASOTIN"
"602-625-380","GREENE RIDGE FARMS","GREENE, MARK L","1","1","ASOTIN"
"603-351-392","GREENFIELD COMPANY","VALLE DEL RIO, LLC","1","3","CLARKSTON"
"603-351-392","GREENFIELD COMPANY","VALLE DEL RIO, LLC","1","2","CLARKSTON"
"603-351-392","GREENFIELD COMPANY CANNABIS MERCANTILE","VALLE DEL RIO, LLC","1","1","CLARKSTON"
"604-411-426","GREENFIELD FINE CIGARS","EPHEMERIS LLC","1","1","CLARKSTON"
"602-112-608","GREGORY'S CLEANING SERVICE","GREGORY, LINDA JEAN","2","1","CLARKSTON"
"604-397-800","GRIND'N SISTERZ COFFEE HOUSE","MCFARLAND, AMY RACHELLE","1","2","CLARKSTON"
"604-397-800","GRIND'N SISTERZ COFFEE HOUSE","MCFARLAND, AMY RACHELLE","1","1","CLARKSTON"
"601-426-708","GROTHE CATTLE, INC.","GROTHE CATTLE, INC.","1","1","CLARKSTON"
"604-461-215","GROUSE FLATS RANCH JOINT VENTURE","GROUSE FLATS RANCH JOINT VENTURE","1","1","CLARKSTON"
