"library","event_year","event_month","category","age_group","events","attendance"
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","12"
"Naselle","2021","7","Early Learning & Storytime","Preschool (ages 3-6)","1","27"
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2",
"Olympia","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","75"
"TRL Online Virtual Events","2021","6","Special Event, Summer Library Program, Arts & Culture","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1",
"Olympia","2021","9","Special Event, Arts & Culture, DIY & Crafts","Teen (ages 12-18), Adult (18 and older), All Ages, Family","1",
"North Mason","2021","9","Special Event","All Ages","1",
"Ilwaco","2021","10","DIY & Crafts","All Ages","1","90"
"TRL Online Virtual Events","2021","7","Summer Library Program, STEAM","School Age (ages 6-11)","1","5"
"TRL Online Virtual Events","2021","3","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1",
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","54"
"TRL Online Virtual Events","2021","4","Books & Authors","Adult (18 and older)","2",
"Raymond","2021","1","Arts & Culture, DIY & Crafts","All Ages, Family","1","40"
"TRL Online Virtual Events","2021","2","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","2","50"
"Winlock","2021","6","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1",
"Packwood","2021","9","DIY & Crafts","Preschool (ages 3-6)","1","30"
"Mountain View","2021","6","Featured","All Ages","1","22"
"Olympia","2021","9","Friends of the Library Meeting","Adult (18 and older)","1",
"Mountain View","2021","9","DIY & Crafts","School Age (ages 6-11)","1","30"
"Naselle","2021","4","Board Meetings","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","9","Books & Authors","Adult (18 and older)","1","3"
"Olympia","2021","2","Early Learning & Storytime","Preschool (ages 3-6), Family","1","25"
"Naselle","2021","6","Board Meetings","Adult (18 and older)","1","10"
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","44"
"Ilwaco","2021","7","Special Event","All Ages","1","50"
"Aberdeen","2021","8","Special Event, Summer Library Program, DIY & Crafts","All Ages","1","150"
"Naselle","2021","4","Classes & Workshops","School Age (ages 6-11)","1","18"
"Naselle","2021","1","Board Meetings","Teen (ages 12-18), Adult (18 and older)","1","6"
"Hoquiam","2021","1","Classes & Workshops","Adult (18 and older)","2",
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","42"
"TRL Online Virtual Events","2021","12","Special Event, Books & Authors, Music & Performance","Adult (18 and older)","1","11"
"Raymond","2021","1","DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11)","1","50"
"TRL Online Virtual Events","2021","5","Featured, Special Event, Early Learning & Storytime, Arts & Culture, Books & Authors","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1","60"
"Lacey","2021","10","Books & Authors","Adult (18 and older)","1","24"
"Ilwaco","2021","6","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11)","1","180"
"Mountain View","2021","10","Featured","All Ages","1","13"
"Montesano","2021","11","Special Event, Classes & Workshops","All Ages","4",
"Montesano","2021","3","Special Event, Classes & Workshops","All Ages","4",
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","10"
"Montesano","2021","7","Special Event","All Ages","1",
"TRL Online Virtual Events","2021","3","DIY & Crafts","Teen (ages 12-18)","1","23"
"Mountain View","2021","12","DIY & Crafts","Adult (18 and older)","1",
"Hoquiam","2021","1","Board Meetings","All Ages","1",
"Westport","2021","6","Summer Library Program","All Ages","1",
"Naselle","2021","7","Special Event","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","150"
"Aberdeen","2021","10","Book Sale","All Ages","21",
"Raymond","2021","2","STEAM, Arts & Culture, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older)","1","30"
"TRL Online Virtual Events","2021","3","Books & Authors","Adult (18 and older), Family","1","16"
"TRL Online Virtual Events","2021","1","Arts & Culture","Adult (18 and older)","1","24"
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","36"
"TRL Online Virtual Events","2021","4","Arts & Culture","Adult (18 and older)","1",
"Elma","2021","4","STEAM","Family","1","42"
"TRL Online Virtual Events","2021","5","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1",
"Ilwaco","2021","12","DIY & Crafts","All Ages","1","125"
"North Mason","2021","12","Early Learning & Storytime","Family","2",
"Naselle","2021","2","Classes & Workshops","Teen (ages 12-18)","2","14"
"Packwood","2021","6","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","20"
"TRL Online Virtual Events","2021","12","Arts & Culture","Adult (18 and older)","1","17"
"TRL Online Virtual Events","2021","1","Featured, Activities & Games","Teen (ages 12-18)","1","4"
"North Mason","2021","12","Classes & Workshops, Music & Performance","Teen (ages 12-18)","1",
"Ocean Park","2021","6","Summer Library Program, STEAM","School Age (ages 6-11)","1","390"
"Packwood","2021","3","Early Learning & Storytime","Preschool (ages 3-6)","2",
"Mountain View","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","2",
"Packwood","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","2",
"Packwood","2021","6","Summer Library Program","Teen (ages 12-18)","1","3"
"TRL Online Virtual Events","2021","12","Activities & Games, Arts & Culture, Books & Authors, Classes & Workshops","Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","7","Summer Library Program, Arts & Culture, Music & Performance","School Age (ages 6-11), Teen (ages 12-18)","1","12"
"TRL Online Virtual Events","2021","6","STEAM","School Age (ages 6-11)","1","5"
"Montesano","2021","12","Arts & Culture","All Ages","1",
"Montesano","2021","4","Special Event, Classes & Workshops","All Ages","5",
"Naselle","2021","3","Board Meetings","Adult (18 and older)","1","18"
"Packwood","2021","7","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11)","1","30"
"TRL Online Virtual Events","2021","2","Arts & Culture, Books & Authors","Adult (18 and older)","1","12"
"Tumwater","2021","12","Special Event","All Ages","9",
"Naselle","2021","10","Early Learning & Storytime","Preschool (ages 3-6)","1","15"
"TRL Online Virtual Events","2021","6","Summer Library Program, Arts & Culture, Music & Performance","All Ages","1",
"Ilwaco","2021","7","DIY & Crafts","All Ages","1",
"TRL Online Virtual Events","2021","2","Books & Authors","Teen (ages 12-18)","1","1"
"Shelton","2021","1","Board Meetings","Adult (18 and older)","1",
"Packwood","2021","7","Summer Library Program","Teen (ages 12-18)","2","10"
"Mountain View","2021","5","Featured","All Ages","1","24"
"Tumwater","2021","10","Special Event","All Ages","9",
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","45"
"All Locations","2021","6","Classes & Workshops","All Ages","1",
"TRL Online Virtual Events","2021","6","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1",
"Olympia","2021","3","Classes & Workshops","Adult (18 and older)","1","8"
"Naselle","2021","10","Special Event, STEAM, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","194"
"Shelton","2021","1","Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","6","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Family","1",
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1",
"Ilwaco","2021","4","Special Event, Books & Authors, Classes & Workshops","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older)","1","1"
"Packwood","2021","8","Summer Library Program","Teen (ages 12-18)","2","10"
"Packwood","2021","11","DIY & Crafts","Adult (18 and older)","1","20"
"Olympia","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","50"
"North Mason","2021","10","Friends of the Library Meeting","Adult (18 and older)","1",
"Salkum","2021","12","Classes & Workshops","Adult (18 and older)","3","5"
"TRL Online Virtual Events","2021","5","Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)","1","11"
"TRL Online Virtual Events","2021","10","Books & Authors","School Age (ages 6-11)","1","3"
"TRL Online Virtual Events","2021","1","Arts & Culture","Adult (18 and older)","1","10"
"TRL Online Virtual Events","2021","7","Summer Library Program, STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","22"
"Naselle","2021","8","Board Meetings","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","4","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","2"
"TRL Online Virtual Events","2021","1","Special Event, Early Learning & Storytime, Activities & Games, Arts & Culture","All Ages, Family","1",
"TRL Online Virtual Events","2021","8","STEAM","School Age (ages 6-11)","1",
"TRL Online Virtual Events","2021","3","Arts & Culture, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","15"
"Naselle","2021","4","Board Meetings","Adult (18 and older)","1","15"
"Salkum","2021","10","Activities & Games","Adult (18 and older)","1","8"
"Hoodsport","2021","7","Featured","All Ages","48",
"Ilwaco","2021","8","DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), Family","1","42"
"Naselle","2021","3","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","10"
"North Mason","2021","7","Activities & Games","Teen (ages 12-18)","1",
"TRL Online Virtual Events","2021","4","Arts & Culture, Books & Authors","School Age (ages 6-11), Teen (ages 12-18), Family","1",
"Mountain View","2021","7","Classes & Workshops","Adult (18 and older)","1","3"
"Aberdeen","2021","10","Special Event","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","38"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","78"
"Ocean Park","2021","6","Books & Authors","Adult (18 and older)","2","4"
"Ilwaco","2021","8","Special Event","All Ages","1","10"
"TRL Online Virtual Events","2021","12","Early Learning & Storytime, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1",
"Mountain View","2021","6","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","23"
"TRL Online Virtual Events","2021","1","Classes & Workshops","Adult (18 and older), Family","1",
"TRL Online Virtual Events","2021","12","Special Event","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","6","Books & Authors","School Age (ages 6-11)","1","1"
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","15"
"Packwood","2021","7","Special Event","All Ages","1","53"
"Naselle","2021","9","Special Event","Adult (18 and older), Family","1","48"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","87"
"Packwood","2021","12","DIY & Crafts","School Age (ages 6-11)","1",
"South Bend","2021","6","DIY & Crafts","All Ages","1","75"
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","24"
"Hoodsport","2021","9","Classes & Workshops","Adult (18 and older)","2","1"
"Tumwater","2021","9","Books & Authors","Adult (18 and older)","1",
"Raymond","2021","4","DIY & Crafts","All Ages","1","96"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","36"
"TRL Online Virtual Events","2021","10","Arts & Culture, Books & Authors","Adult (18 and older)","1","7"
"Hoodsport","2021","10","Featured","Adult (18 and older)","17",
"Salkum","2021","11","Classes & Workshops","Adult (18 and older)","1","8"
"TRL Online Virtual Events","2021","2","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1","4"
"Elma","2021","7","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","48"
"Mountain View","2021","11","Featured","All Ages","1","16"
"Tumwater","2021","7","Summer Library Program, Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1","50"
"Raymond","2021","7","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","142"
"Shelton","2021","12","Special Event","Adult (18 and older)","2",
"Hoodsport","2021","11","Book Sale","All Ages","1",
"Mountain View","2021","1","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","3"
"Ilwaco","2021","9","DIY & Crafts","All Ages","1","25"
"TRL Online Virtual Events","2021","5","Classes & Workshops","Adult (18 and older)","1","21"
"Ocean Park","2021","3","Books & Authors","Adult (18 and older)","1","7"
"TRL Online Virtual Events","2021","4","Books & Authors","Adult (18 and older), Family","1",
"Elma","2021","3","Early Learning & Storytime","Preschool (ages 3-6)","1","12"
"TRL Online Virtual Events","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1","32"
"Naselle","2021","10","Board Meetings","Adult (18 and older)","2","8"
"Ilwaco","2021","9","Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Family","1",
"TRL Online Virtual Events","2021","3","STEAM","School Age (ages 6-11)","1","5"
"Montesano","2021","6","Summer Library Program, STEAM, DIY & Crafts","All Ages","1","57"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","40"
"Tumwater","2021","9","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","14",
"TRL Online Virtual Events","2021","6","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","8"
"Naselle","2021","6","Special Event, STEAM, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","115"
"Naselle","2021","11","Board Meetings","Adult (18 and older)","1","5"
"Hoodsport","2021","9","Featured","Adult (18 and older)","20",
"TRL Online Virtual Events","2021","9","Special Event","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","9","Books & Authors","School Age (ages 6-11)","1","3"
"Naselle","2021","8","Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","15"
"Montesano","2021","11","Friends of the Library Meeting","All Ages","1",
"Ocean Park","2021","7","Summer Library Program","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1","2"
"Lacey","2021","6","Summer Library Program, Books & Authors","School Age (ages 6-11)","1","25"
"Ocean Park","2021","5","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","124"
"Ocean Park","2021","6","Summer Library Program, STEAM","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages","1","190"
"Ilwaco","2021","2","STEAM, Activities & Games, Arts & Culture","All Ages","1","55"
"TRL Online Virtual Events","2021","2","Classes & Workshops","Adult (18 and older), Family","1",
"TRL Online Virtual Events","2021","8","Summer Library Program, STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","17"
"Naselle","2021","5","Early Learning & Storytime","Preschool (ages 3-6)","1","22"
"Naselle","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","15"
"North Mason","2021","9","Book Sale","All Ages","1",
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","32"
"TRL Online Virtual Events","2021","6","Summer Library Program, STEAM, Arts & Culture, DIY & Crafts","All Ages, Family","1","47"
"TRL Online Virtual Events","2021","11","Arts & Culture, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","9"
"Elma","2021","10","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","75"
"Naselle","2021","4","Early Learning & Storytime","Preschool (ages 3-6)","1","22"
"North Mason","2021","9","Friends of the Library Meeting","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","5","Books & Authors","Adult (18 and older), Family","1",
"TRL Online Virtual Events","2021","7","Arts & Culture","Adult (18 and older)","1","16"
"Mountain View","2021","6","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","25"
"TRL Online Virtual Events","2021","1","Special Event","All Ages","1",
"Mountain View","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","13"
"TRL Online Virtual Events","2021","11","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","23"
"TRL Online Virtual Events","2021","11","STEAM","School Age (ages 6-11)","1","3"
"TRL Online Virtual Events","2021","12","Books & Authors","Adult (18 and older)","2","8"
"Hoquiam","2021","10","DIY & Crafts","Adult (18 and older)","2",
"Salkum","2021","11","Classes & Workshops","Adult (18 and older)","4",
"Naselle","2021","6","Early Learning & Storytime","Preschool (ages 3-6)","1","25"
"TRL Online Virtual Events","2021","8","Summer Library Program, Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","4"
"Packwood","2021","10","DIY & Crafts","Preschool (ages 3-6)","1","25"
"TRL Online Virtual Events","2021","4","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","51"
"Mountain View","2021","10","DIY & Crafts","Adult (18 and older)","1","30"
"TRL Online Virtual Events","2021","10","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family","1",
"Salkum","2021","6","Summer Library Program","Teen (ages 12-18), Adult (18 and older)","1","20"
"TRL Online Virtual Events","2021","7","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","14"
"Ilwaco","2021","8","DIY & Crafts","All Ages","1","130"
"Shelton","2021","9","Special Event, Activities & Games","All Ages, Family","1",
"Naselle","2021","12","Special Event, STEAM, Activities & Games","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","175"
"TRL Online Virtual Events","2021","1","Activities & Games, Classes & Workshops, Music & Performance","School Age (ages 6-11)","1","12"
"Hoodsport","2021","11","Featured","Adult (18 and older)","17",
"Naselle","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","1","13"
"TRL Online Virtual Events","2021","12","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1",
"TRL Online Virtual Events","2021","4","Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","15"
"Lacey","2021","12","Books & Authors","Teen (ages 12-18)","1","40"
"North Mason","2021","9","Classes & Workshops, Music & Performance","Teen (ages 12-18)","2",
"Montesano","2021","9","Friends of the Library Meeting","All Ages","1","15"
"TRL Online Virtual Events","2021","9","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","17"
"Elma","2021","3","STEAM","Preschool (ages 3-6), School Age (ages 6-11)","1","75"
"TRL Online Virtual Events","2021","1","Arts & Culture, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1","17"
"TRL Online Virtual Events","2021","4","Books & Authors","Adult (18 and older)","1","7"
"Montesano","2021","6","Summer Library Program, STEAM","All Ages","1","85"
"Shelton","2021","1","Special Event","Adult (18 and older)","1",
"Naselle","2021","12","Early Learning & Storytime","Preschool (ages 3-6)","1","32"
"Naselle","2021","11","Special Event","Adult (18 and older), Family","1","56"
"South Bend","2021","4","DIY & Crafts","All Ages","1","100"
"Elma","2021","1","STEAM","Preschool (ages 3-6), School Age (ages 6-11)","1","20"
"TRL Online Virtual Events","2021","7","Books & Authors","Adult (18 and older)","2","5"
"TRL Online Virtual Events","2021","2","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","11"
"Tumwater","2021","6","Summer Library Program, STEAM, Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Family","1","713"
"Elma","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","3"
"Montesano","2021","2","Friends of the Library Meeting","All Ages","1",
"Aberdeen","2021","7","Book Sale","All Ages","19",
"TRL Online Virtual Events","2021","3","Books & Authors","Teen (ages 12-18)","1","3"
"Raymond","2021","8","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Family","1","84"
"Naselle","2021","9","Board Meetings","Teen (ages 12-18), Adult (18 and older)","1","4"
"TRL Online Virtual Events","2021","8","Featured, Early Learning & Storytime, Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","11"
"TRL Online Virtual Events","2021","6","Featured, Summer Library Program","All Ages","1",
"Ilwaco","2021","12","Special Event","All Ages","2","40"
"TRL Online Virtual Events","2021","6","Books & Authors","Adult (18 and older), Family","1","12"
"TRL Online Virtual Events","2021","2","Featured, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"Ocean Park","2021","4","Books & Authors","Adult (18 and older)","1","5"
"McCleary","2021","6","Summer Library Program","Adult (18 and older)","1","10"
"North Mason","2021","8","Early Learning & Storytime","Family","1","30"
"TRL Online Virtual Events","2021","1","STEAM","School Age (ages 6-11)","1","8"
"Naselle","2021","1","Early Learning & Storytime","Preschool (ages 3-6)","1","12"
"McCleary","2021","7","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)","1","10"
"Naselle","2021","6","Board Meetings","Teen (ages 12-18), Adult (18 and older)","1","5"
"North Mason","2021","5","Summer Library Program","School Age (ages 6-11)","2","15"
"TRL Online Virtual Events","2021","6","Books & Authors","Adult (18 and older)","1","2"
"TRL Online Virtual Events","2021","2","STEAM","Teen (ages 12-18), Adult (18 and older)","1",
"TRL Online Virtual Events","2021","2","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","60"
"Elma","2021","9","STEAM","Preschool (ages 3-6), School Age (ages 6-11), Family","1","72"
"TRL Online Virtual Events","2021","7","Summer Library Program","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family","1","50"
"Mountain View","2021","3","Early Learning & Storytime","Preschool (ages 3-6)","1","8"
"Ilwaco","2021","3","DIY & Crafts","All Ages","1","60"
"Montesano","2021","10","Special Event, Classes & Workshops","All Ages","4",
"Montesano","2021","2","Special Event","All Ages","1",
"Packwood","2021","10","Special Event","All Ages","1",
"TRL Online Virtual Events","2021","3","Books & Authors","Adult (18 and older)","1","6"
"Naselle","2021","1","Board Meetings","Adult (18 and older)","1","20"
"Naselle","2021","12","Board Meetings","Adult (18 and older)","1","15"
"Shelton","2021","5","Board Meetings","Adult (18 and older)","1",
"Shelton","2021","5","Classes & Workshops","Adult (18 and older)","2",
"Naselle","2021","8","Board Meetings","Adult (18 and older)","1","10"
"South Bend","2021","2","Early Learning & Storytime","Preschool (ages 3-6)","1",
"Shelton","2021","12","Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)","2",
"TRL Online Virtual Events","2021","3","Featured, Books & Authors","Teen (ages 12-18), Adult (18 and older)","1",
"Naselle","2021","4","Early Learning & Storytime","Preschool (ages 3-6)","1","17"
"Montesano","2021","4","Friends of the Library Meeting","All Ages","1","10"
"Aberdeen","2021","11","Special Event","Teen (ages 12-18), Adult (18 and older)","1","15"
"TRL Online Virtual Events","2021","2","Classes & Workshops","Teen (ages 12-18), Adult (18 and older)","1","15"
"TRL Online Virtual Events","2021","6","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11)","1","3"
"Packwood","2021","10","DIY & Crafts","Teen (ages 12-18)","1","12"
"TRL Online Virtual Events","2021","10","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family","1","5"
"Hoquiam","2021","11","Books & Authors","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","2","Featured, Summer Library Program, Activities & Games","Teen (ages 12-18)","1","13"
"Mountain View","2021","4","Early Learning & Storytime","Preschool (ages 3-6)","1","7"
"Ilwaco","2021","5","DIY & Crafts","All Ages","1",
"TRL Online Virtual Events","2021","12","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2)","1","23"
"TRL Online Virtual Events","2021","1","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","51"
"Hoodsport","2021","7","DIY & Crafts","Adult (18 and older)","1",
"Ilwaco","2021","9","Activities & Games","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)","1","60"
"TRL Online Virtual Events","2021","12","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","3"
"Shelton","2021","8","Board Meetings","Adult (18 and older)","1",
"TRL Online Virtual Events","2021","12","Arts & Culture, Books & Authors","Adult (18 and older)","1","8"
"TRL Online Virtual Events","2021","6","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","2"
"Naselle","2021","11","Board Meetings","Adult (18 and older)","1","8"
"TRL Online Virtual Events","2021","1","Activities & Games, Classes & Workshops, Music & Performance","Teen (ages 12-18)","1","5"
"Naselle","2021","8","Early Learning & Storytime","Preschool (ages 3-6)","1","45"
"South Bend","2021","3","DIY & Crafts","All Ages","1","100"
"Packwood","2021","8","Special Event","All Ages","1","45"
"North Mason","2021","12","Classes & Workshops","Adult (18 and older)","3",
"Ocean Park","2021","11","Classes & Workshops","Adult (18 and older)","5",
"Salkum","2021","9","DIY & Crafts","Teen (ages 12-18), Adult (18 and older)","1","20"
"Ilwaco","2021","11","DIY & Crafts","All Ages","1","90"
"Shelton","2021","4","Books & Authors","Adult (18 and older)","1",
"Raymond","2021","1","Board Meetings, Friends of the Library Meeting","Adult (18 and older)","1",
"North Mason","2021","10","Early Learning & Storytime","Family","1",
"TRL Online Virtual Events","2021","5","Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Adult (18 and older), All Ages, Family","1","35"
"Aberdeen","2021","12","Book Sale","All Ages","22",
"Lacey","2021","9","Friends of the Library Meeting","Adult (18 and older)","1",
"Naselle","2021","12","Early Learning & Storytime","Preschool (ages 3-6)","1","22"
