"intent_id","project_id","agencyname","awarding_agency_address","agencycontact","agencyphone","prime_company_name","prime_phone_number","prime_contractor_reg_number","prime_ubi_number","bid_due_date","cntrct_award_dt","contractname","contractnumber","projectlocation","amount","application_received_date","city","anysubcontractor","anyapprentices","cntrct_amt","time_matr_flg","allworksubcontracted","owner_operatorsworked","numberofowner_operatorworked","yourcompanyemployeesworked","omwbe_certification","license","ubi","companyname","phone","email","companyaddress1","companyaddress2","companycity","companystate","companyzip","insuranceaccount","hiringcomapanylicense","hiringcomapanyubi","hiringcompanyname","hiringcomapanyinsuranceaccount","expected_start_dt","primeintent"
"1171052","975985","KING COUNTY ADMINISTRATION BLDG","500 - 4TH AVE RM 311 SEATTLE, WA - 98104","Keith Skinner","206-296-0100","DELTA CONNECTS INC","4254878613","DELTACI855KD","603482883","2021-02-24T00:00:00.000","2021-02-24T00:00:00.000","SRVCE09217","Keith Skinner","1201 3rd Ave, Suite 2700
Seattle, WA 98101","12791.35","2021-08-20T00:00:00.000","Seattle","No","No","12791.35","False","No","No","0","Yes","false","DELTACI855KD","603482883","DELTA CONNECTS INC","4254878613","uscertifiedpayroll@deltaconnects.com","19310 NORTH CREEK PARKWAY",,"BOTHELL","WA","98011","03906002",,,,,"2021-03-01T00:00:00.000","1171052"
"1171051","975969","RICHLAND SCHOOL DISTRICT #400","615 SNOW AVE  RICHLAND WA 99352","Julie Soderquist","509-967-6114","HOBART","5099223123","HOBAR**886BF","602183110","2021-07-14T00:00:00.000","2021-07-14T00:00:00.000","Chief Jo oven","RG2202741","Chief Jo middle school
504 Wilson St","1290.78","2021-08-20T00:00:00.000","Richland",,"No","1290.78",,"No","No","0","Yes","false","HOBAR**886BF","602183110","HOBART",,"rick.boyd@hobartservice.com","9922 E MONTGOMERY #15",,"SPOKANE","WA","99206","56036409",,,,,,
"1171047","937326","COMMERCE, WA. STATE DEPARTMENT OF (FORMERLY CTED)","PO BOX 48350 OLYMPIA, WA - 98504-8350","Amanda Sieler","360-791-1228","Kitt Const & Development LLC","5099523982","KITTCCD893BJ","603061855","2019-11-06T00:00:00.000","2020-05-28T00:00:00.000","Mead Avenue Facility Expansion","20-96625-514","918 E. Mead Ave, Yakima, WA 98903","1645034.76","2021-08-20T00:00:00.000","Yakima","No","No","17175","False","No","No","0","Yes","false","PAINTSC023NU","601842240","PAINT SMITH CO","5094535555","tammy@paintsmith.com","PO BOX 342",,"YAKIMA","WA","98907","60614800","KITTCCD893BJ","603061855","KITT CONST & DEVELOPMENT LLC",,"2021-08-23T00:00:00.000","1098076"
"1171046","975966","VANCOUVER SCHOOL DISTRICT #37","PO BOX 8937  VANCOUVER WA 98668-8937","Julie Montgomery","360-313-1313","ABOVE & BEYOND HYDROSEED INC","3607273345","abovebh981pa","602229977","2021-08-06T00:00:00.000","2021-08-06T00:00:00.000","Wood fiber mulch at Jefferson","7622021023","Jefferson MS,  3000 NW 119th St., Vancouver, WA 98685","650.40","2021-08-20T00:00:00.000","Vancouver",,"No","650.4",,"No","No","0","Yes","false","abovebh981pa","602229977","ABOVE & BEYOND HYDROSEED INC",,"val@abhydroseed.com","2720 NE 175TH ST",,"RIDGEFIELD","WA","98642","04430000",,,,,,
"1171044","973490","AUBURN, CITY OF","25 W MAIN AUBURN, WA - 98001-4998","LISA MOORE","253-261-7550","NORTHWEST ABATEMENT SRVCS INC","2535880440","NORTHAS066RN","601580291","2021-07-27T00:00:00.000","2021-07-28T00:00:00.000","AUBURN AVE THEATER","MS 2109","10 AUBURN AVE
AUBURN, WA  98001","25000.00","2021-08-20T00:00:00.000","Auburn","No","No","8820","False","No","No","0","Yes","false","PARKIPI856OJ","603512199","PARKINSON PAINTING INC","2535488911","parkinsonpainting@comcast.net","PO Box 189",,"YELM","WA","98597","95646501","NORTHAS066RN","601580291","NORTHWEST ABATEMENT SRVCS INC",,"2021-08-20T00:00:00.000","1165929"
"1171043","975982","NORTH KITSAP SCHOOL DISTRICT #400/PURCH","18360 CALDART AVE NE POULSBO, WA - 98370","Sandy Stivers","360-396-3065","CASCADE ALARM LLC","2067675800","CASCAAL963JT","602156869","2021-06-09T00:00:00.000","2021-07-20T00:00:00.000","5-year sprinkler service","1602021078","Kingston MS
Transportation
Wolfle Elem","8690.00","2021-08-20T00:00:00.000","Poulsbo","No","No","8690","False","No","No","0","Yes","false","CASCAAL963JT","602156869","CASCADE ALARM LLC","2067675800","ljones@cascadealarm.com","PO BOX 7459",,"KENT","WA","98042","02088400",,,,,"2021-07-20T00:00:00.000","1171043"
"1171040","975978","LAKE WASHINGTON SCHOOL DISTRICT","PO BOX 97039 REDMOND, WA - 98073","Wendy K.","425-936-1411","MCKINSTRY CO LLC","2067623311","MCKINCL942DW","602569922","2021-04-22T00:00:00.000","2021-04-22T00:00:00.000","Performance check on cooling equipment.","1000651610","16250 NE 74th St
Redmond
WA","2439.81","2021-08-20T00:00:00.000","Redmond","No","No","2439.81","False","No","No","0","Yes","false","MCKINCL942DW","602569922","MCKINSTRY CO LLC","2067623311","publicworks@mckinstry.com","PO BOX 24567",,"SEATTLE","WA","98134","70616500",,,,,"2021-04-27T00:00:00.000","1171040"
"1171037","975977","MERIDIAN SCHOOL DISTRICT #505","214 W LAUREL RD BELLINGHAM, WA - 98226","Jay Yeager","360-739-1447","BARRON HEATING & A/C INC","3606761131","BARROHA179D7","600092564","2021-05-14T00:00:00.000","2021-05-14T00:00:00.000","Meridian School District #505","Service Call",,"375.27","2021-08-20T00:00:00.000","Bellingham","No","No","375.27","False","No","No","0","Yes","false","BARROHA179D7","600092564","BARRON HEATING & A/C INC","3606761131","samanthag@barronheating.com","5100 Pacific Hwy. #103",,"FERNDALE","WA","98248","33359700",,,,,"2021-05-18T00:00:00.000","1171037"
"1171032","968769","CENTRALIA, CITY OF","PO BOX 609 CENTRALIA, WA - 98531","Sierra Anderson","360-330-7512","Insta-Pipe Inc","3609435840","INSTAI*914P6","602895266","2021-05-25T00:00:00.000","2021-06-23T00:00:00.000","Eckerson Sanitary Sewer Cured In Place Pipe Project","PW 2021-14","Harrison Avenue, Centralia WA 98531","658557.14","2021-08-20T00:00:00.000","Centralia","No","No","45260.6","False","No","No","0","Yes","false","WCCLSSL875DM","603278120","WCCL SYSTEMS LLC","2536064964","wcclsystems@outlook.com","4008 ELWOOD DR W",,"UNIVERSITY PL","WA","98466","25685400","NORTHCI148BG","278049149","NORTHWEST CASCADE INC",,"2021-08-23T00:00:00.000","1156639"
"1171030","974475","CLOVER PARK SCHOOL DISTRICT #400","10903 GRAVELLY LAKE DR SE LAKEWOOD, WA - 98499-1341","DALE BREWER","253-583-5034","NORTHWEST ABATEMENT SRVCS INC","2535880440","NORTHAS066RN","601580291","2021-05-05T00:00:00.000","2021-05-05T00:00:00.000","REMEDIATE MOLD IN RM 20 CLOSET","02192466","10903 GRAVELLY LAKE DR SW
LAKEWOOD, WA  98499","3846.50","2021-08-20T00:00:00.000","Lakewood","No","No","600","False","No","No","0","Yes","false","PARKIPI856OJ","603512199","PARKINSON PAINTING INC","2535488911","parkinsonpainting@comcast.net","PO Box 189",,"YELM","WA","98597","95646501","NORTHAS066RN","601580291","NORTHWEST ABATEMENT SRVCS INC",,"2021-05-05T00:00:00.000","1167893"
"1171028","975230","JEFFERSON COUNTY PUBLIC UTILITY DISTRICT #1","310 FOUR CORNERS RD PORT TOWNSEND, WA - 98368","Scott Bancroft","360-385-8363","Hoch Construction","3604525381","HOCHCC*912N4","602947244","2021-07-27T00:00:00.000","2021-08-12T00:00:00.000","ADA Door Modification","PO 10884",,"27811.77","2021-08-20T00:00:00.000","Port Hadlock","No","No","13617","False","No","No","0","Yes","false","GLASSSC176DH","600456549","GLASS SERVICES CO","3604527564","glassguy@olypen.com","PO BOX 2559",,"PORT ANGELES","WA","98362","44438900","HOCHCC*912N4","602947244","HOCH CONSTRUCTION",,"2021-09-01T00:00:00.000","1169362"
"1171027","975972","SPOKANE COUNTY","N 721 JEFFERSON STE 303 SPOKANE, WA - 99260","Victor Leamer","509-477-7544","IDAHO FENCE COMPANY","2086872296","IDAHOFC895KE","602897333","2021-03-12T00:00:00.000","2021-03-12T00:00:00.000","Maringo Pump Station Security Fence","P12243","12107 E Empire Way
Spokane Valley, WA 99206","11325.60","2021-08-20T00:00:00.000","City Of Spokane Valley","No","No","11325.6","False","No","No","0","Yes","false","IDAHOFC895KE","602897333","IDAHO FENCE COMPANY","2086872296","andrea@idahofence.com","2430 W SELTICE WAY",,"POST FALLS","ID","83854",,,,,,"2021-06-12T00:00:00.000","1171027"
"1171023","975970","KENT SCHOOL DISTRICT","12033 SE 256TH ST KENT, WA - 98031","Dave Bussard","253-258-1335","SECOMA FENCE INC","2539268600","SECOMFI176BJ","600140792","2021-06-24T00:00:00.000","2021-07-07T00:00:00.000","Meridian Elem- 74ft CL","7052100321","25621 140th Ave SE
Kent, WA 98042","8130.88","2021-08-20T00:00:00.000","Kent","No","No","8130.88","False","No","No","0","Yes","false","SECOMFI176BJ","600140792","SECOMA FENCE INC","2539268600","sales@secomafence.com","7720 Pacific Hwy E",,"MILTON","WA","98354","28764800",,,,,"2021-08-12T00:00:00.000","1171023"
"1171022","975206","BOYS AND GIRLS CLUB OF SNOHOMISH COUNTY","9502 19TH AVE SE EVERETT, WA - 98208","BOYS & GIRLS CLUBS OF SNOHOMISH COUNTY","425-315-7080","GAFFNEY CONSTRUCTION INC","4253555500","GAFFNCI104K3","600173764","2021-05-28T00:00:00.000","2021-05-28T00:00:00.000","GRANITE FALLS BOYS & GIRLS CLUB","20-96623-003","112 S ALDER AVE
GRANITE FALLS, WA  98252","991559.00","2021-08-20T00:00:00.000","Granite Falls","No","No","39970","False","No","No","0","Yes","false","VPPERPC008C8","601997526","V P PERI PAINTING COMPANY","4258988494","linda@vpperi.com","PO BOX 2470",,"REDMOND","WA","98073","43644202","GAFFNCI104K3","600173764","GAFFNEY CONSTRUCTION INC",,"2021-09-01T00:00:00.000","1169288"
"1171021","907929","ISSAQUAH SCHOOL DISTRICT #411","565 NW HOLLY ST ISSAQUAH, WA - 98027","Steve Crawford","425-837-7040","CORNERSTONE GENERAL CONTRS INC","4254817460","CORNEGC970J3","602281710","2019-02-14T00:00:00.000","2019-02-14T00:00:00.000","Issaquah Middle School #6","1905",,"8176603.00","2021-08-20T00:00:00.000","Issaquah","No","Yes","250000","False","No","No","0","Yes","false","FDTHOI*090DU","601420129","F D THOMAS INC","5416643010","payroll@fdthomas.com","P O BOX 4663",,"MEDFORD","OR","97501","83134400","CORNEGC970J3","602281710","CORNERSTONE GENERAL CONTRS INC",,"2021-04-05T00:00:00.000","1014691"
"1171018","975968","EDUCATIONAL SERVICES DISTRICT #105","33 S 2ND AVE YAKIMA, WA - 98902 3486","Educational Services District 105","509-853-1108","GAMETIME","2568455610","GAMET**952D2","601790901","2021-05-20T00:00:00.000","2021-08-20T00:00:00.000","Yakima Early Head Start Seedlings Playground Option 1B","102729-01-03","516 N 5th St. Yakima, WA 98902","44250.34","2021-08-20T00:00:00.000","Yakima","Yes","No","44250.34","False","Yes","No","0","No","false","GAMET**952D2","601790901","GAMETIME","2568455610","ashley@gwpark.com","150 PLAYCORE DR",,"FORT PAYNE","AL","35967","09652600",,,,,"2021-08-20T00:00:00.000","1171018"
"1171015","969048","TRANSPORTATION, WASH STATE DEPT OF","PO BOX 47420  OLYMPIA WA 98504-7420","James Harper, P.E.","206-768-5601 x_____","SCARSELLA BROS INC","2538727173","SCARSBI183B8","578035242","2021-06-16T00:00:00.000","2021-06-30T00:00:00.000","SR 169, Ravensdale Creek Fish Passage - 009698","009698","SR 169, MP 9.80 TO MP 10.10","7186534.40","2021-08-20T00:00:00.000","Ravensdale","No","Yes","27555.55","False","No","No","0","Yes","false","APPLYLL834OJ","600553941","APPLY-A-LINE LLC","2532991200","sandy@applyaline.com","175 ROY ROAD SW",,"PACIFIC","WA","98047","87998700","SCARSBI183B8","578035242","SCARSELLA BROS INC",,"2021-09-20T00:00:00.000","1165354"
"1171014","959933","VANCOUVER, CITY OF","PO BOX 1995 VANCOUVER, WA - 98668 1995","Jean Singer","360-487-7755","KIRBY NAGELHOUT CONST COMPANY","5413897119","KIRBYNC888DW","603187729","2021-03-30T00:00:00.000","2021-04-26T00:00:00.000","Vancouver Fire Department Station 11","C100617","9600 NE 130th Ave
Vancouver, WA 97682","7126767.98","2021-08-20T00:00:00.000","vancouver","No","No","2500","False","No","No","0","Yes","false","NORTHFL992Q6","601981514","NORTH FORK LANDSCAPE INC","3602632554","accounting@nlfscape.com","2536 LEWIS RIVER RD",,"WOODLAND","WA","98674","97943700","MILLEGC811NN","603595248","MILLENNIUM GENERAL CONTRNG INC",,"2021-08-16T00:00:00.000","1140111"
"1171013","973544","CAPITAL REGION ESD #113","6005 TYEE DR SW  TUMWATER WA 98512","Ed Otos","360-464-6727","Bathroom LLC The","3608664041","BATHRL*927o4","602850856","2021-07-20T00:00:00.000","2021-07-21T00:00:00.000","Lower Water Line","030264","6005 Tyee Drive SW, Tumwater, WA 98512","506.09","2021-08-20T00:00:00.000","Tumwater",,"No","506.09",,"No","No","0","Yes","false","BATHRL*927o4","602850856","Bathroom LLC The",,"plumbing@thebathroomplumbing.com","1439 Kaiser Rd SW",,"OLYMPIA","WA","98512","89315502",,,,,,
"1171012","969135","NORTHSHORE SCHOOL DISTRICT #417","3330 Monte Villa Parkway  BOTHELL WA 98021","Kimberley Darby","425-408-7860","EVERGREEN TECHNOLOGIES INC","2067741400","EVERGTI929K9","602821961","2021-06-11T00:00:00.000","2021-07-01T00:00:00.000","Crystal Springs Elementary","P192632","21615 9th Avenue SE
Bothell, WA 98021","116313.00","2021-08-20T00:00:00.000","Bothell","No","No",,"True","No","No","0","Yes","false","MEHRED*324RT","578064122","MEHRER DRYWALL INC","2062824288","Laura@Mehrer.com","2657 20TH AVE W",,"SEATTLE","WA","98199","17038900","EVERGTI929K9","602821961","EVERGREEN TECHNOLOGIES INC",,"2021-08-06T00:00:00.000","1158924"
"1171010","975963","BETHEL SCHOOL DISTRICT","5410 184th st e building c Puyallup, WA - 98375","Curtis Davis","253-405-0919","DELTA CONNECTS INC","4254878613","DELTACI855KD","603482883","2021-06-01T00:00:00.000","2021-06-01T00:00:00.000","SRVCE09370","Curtis Davis","15701 B Street East
Tacoma, WA 98445","405.94","2021-08-20T00:00:00.000","Tacoma","No","No","405.94","False","No","No","0","Yes","false","DELTACI855KD","603482883","DELTA CONNECTS INC","4254878613","uscertifiedpayroll@deltaconnects.com","19310 NORTH CREEK PARKWAY",,"BOTHELL","WA","98011","03906002",,,,,"2021-06-01T00:00:00.000","1171010"
"1171009","975962","TACOMA COMMUNITY COLLEGE","5900 S 12TH ST TACOMA, WA - 98465","Jon Hardy","253-566-6047","SECOMA FENCE INC","2539268600","SECOMFI176BJ","600140792","2021-05-24T00:00:00.000","2021-06-21T00:00:00.000","TCC- Tac soccer/bldg 20","TCC- Tac soccer/bldg 20","6501 S. 19th Street Tacoma, WA 98466","3774.47","2021-08-20T00:00:00.000","tacoma","No","No","3774.47","False","No","No","0","Yes","false","SECOMFI176BJ","600140792","SECOMA FENCE INC","2539268600","sales@secomafence.com","7720 Pacific Hwy E",,"MILTON","WA","98354","28764800",,,,,"2021-07-22T00:00:00.000","1171009"
"1171008","975960","GRAYS HARBOR COUNTY","100 W BROADWAY STE 2 MONTESANO, WA - 98563","MAGGIE MCDOUGALL","360-249-4222","GCI LLC","2533474000","GCILLL*817BW","604351581","2021-05-24T00:00:00.000","2021-05-24T00:00:00.000","COURTHOUSE ROOF REPAIR","PS-21-00016","102 W BROADWAY AVE
MONTESANO, WA 98563","67435.00","2021-08-20T00:00:00.000","Montesano","No","Yes","67435","False","No","No","0","Yes","true","GCILLL*817BW","604351581","GCI LLC","2533474000","office.gcillc@gmail.com","3021 69th AVE W",,"TACOMA","WA","98466","67986200",,,,,"2021-05-24T00:00:00.000","1171008"
"1171006","975959","TACOMA, CITY OF","747 MARKET ST STE# 408 TACOMA, WA - 98402-3769","Jim Nunn","253-798-5891","MCKINSTRY CO LLC","2067623311","MCKINCL942DW","602569922","2021-06-28T00:00:00.000","2021-06-28T00:00:00.000","City of Tacoma - Solid Waste",,"3510 S Mullen St
Tacoma
WA","760.00","2021-08-20T00:00:00.000","Tacoma","No","No","760","False","No","No","0","Yes","false","MCKINCL942DW","602569922","MCKINSTRY CO LLC","2067623311","publicworks@mckinstry.com","PO BOX 24567",,"SEATTLE","WA","98134","70616500",,,,,"2021-06-28T00:00:00.000","1171006"
"1171005","966921","EAST WENATCHEE WATER DISTRICT","PO BOX 7190 EAST WENATCHEE, WA - 98802 7190","Colby Thorpe","509-884-3569","KRCI LLC","5098845258","KRCILL*943DZ","602587069","2021-06-02T00:00:00.000","2021-06-02T00:00:00.000","10th St NE Booster Pump Station","N/A","1711 10th St NE 
East Wenatchee, WA 98802","2224048.86","2021-08-20T00:00:00.000","MANSON","No","No","1200","False","No","Yes","1","No","false","SANDMWI862M9","603398027","SANDMAN WELDING INC","5096998761","zsandum@gmail.com","497 Boyd Loop Road",,"MANSON","WA","98831",,"KRCILL*943DZ","602587069","KRCI LLC",,"2021-09-01T00:00:00.000","1153058"
"1171003","965713","LAKEHAVEN WATER AND SEWER DISTRICT","PO BOX 4249 FEDERAL WAY, WA - 98063","Ken Miller","2539465405","LYDIG CONSTRUCTION INC","5095340451","LYDIGC*264JC","328046357","2021-07-19T00:00:00.000","2021-07-19T00:00:00.000","Lakehaven Water and Sewer District - New Headquarters - 30137","19-1476","31627 1st Ave S, Federal Way WA 98003","38958641.00","2021-08-20T00:00:00.000","Federal Way","No","No","7100","False","No","No","0","Yes","false",,"601799377","ESm Consulting Engineers","2538386113","Tracy.Townsend@esmcivil.com","33400 8th Ave South",,"Federal Way","WA","98003","53415204","LYDIGC*264JC","328046357","LYDIG CONSTRUCTION INC",,"2021-08-03T00:00:00.000","1150803"
"1171002","975957","RIDGEFIELD SCHOOL DISTRICT #122","510 Pioneer Street RIDGEFIELD, WA - 98642","Scott Rose-Salvatore","503-312-5404","PRAIRIE ELECTRIC INC","3605732750","PRAIREI150RZ","601178753","2021-05-05T00:00:00.000","2021-05-05T00:00:00.000","RHS Stadium Entry","PO#0502000378",,"9264.95","2021-08-20T00:00:00.000","Ridgefield","No","Yes","9264.95","False","No","No","0","Yes","false","PRAIREI150RZ","601178753","PRAIRIE ELECTRIC INC","3605732750","jessicaf@prairielectric.com","6000 NE 88TH ST",,"VANCOUVER","WA","98665","43498000",,,,,"2021-05-05T00:00:00.000","1171002"
"1171001","975956","TACOMA COMMUNITY COLLEGE","5900 S 12TH ST TACOMA, WA - 98465","Jon Hardy","2535666047","SECOMA FENCE INC","2539268600","SECOMFI176BJ","600140792","2021-05-24T00:00:00.000","2021-06-21T00:00:00.000","TCC- GH","TCC- GH","3993 hunt st
Gig Harbor, WA","2168.38","2021-08-20T00:00:00.000","Gig Harbor","No","No","2168.38","False","No","No","0","Yes","false","SECOMFI176BJ","600140792","SECOMA FENCE INC","2539268600","sales@secomafence.com","7720 Pacific Hwy E",,"MILTON","WA","98354","28764800",,,,,"2021-07-22T00:00:00.000","1171001"
"1170999","969595","KENT SCHOOL DISTRICT","12033 SE 256TH ST  KENT WA 98031","Marcie Judkins","253-373-7279 x_____","ROBBINS & CO HOUSEMOVING INC","2062441023","ROBBICH169NQ","600535117","2021-06-07T00:00:00.000","2021-06-07T00:00:00.000","Portable Move From Fairwood To Covington","7072100264","From
Fairwood Elementary School
16600 148th Avenue SE
Renton, WA 98058

To
Covington Elementary
25811 156th Avenue SE
Covington, WA 98042","50849.86","2021-08-20T00:00:00.000","Renton, Covington","No","No","1356.8","False","No","Yes","1","No","false",,"602136041","SOLER MODULAR & MOBIL TRANSPORTING","2537776531","wbo@bennettig.com","11108 EUSTIS HUNT RD E",,"GRAHAM","WA","98338-6419",,,"602305219","BENNETT TRUCK TRANSPORT, LLC",,"2021-08-04T00:00:00.000","1159623"
"1170998","975955","NEWCASTLE, CITY OF","12835 Newcastle way suite 200  NEWCASTLE, WA - 98056-1316","Kerry Sullivan","425-649-4444","N P M CONSTRUCTION CO","4259960566","NPMCOCC907OL","602110065","2021-07-01T00:00:00.000","2021-07-23T00:00:00.000","2021 Sidewalk Replacement","T006",,"50000.00","2021-08-20T00:00:00.000","Newcastle","No","No","50000","False","No","Yes","1","Yes","false","NPMCOCC907OL","602110065","N P M CONSTRUCTION CO","4259960566","nando@npmconstruction.com","PO Box 1229",,"MAPLE VALLEY","WA","98038","20333100",,,,,"2021-08-17T00:00:00.000","1170998"
"1170997","975953","LAKE WASHINGTON SCHOOL DISTRICT","PO BOX 97039 REDMOND, WA - 98073","Drew Hrcek","425-936-1124","MCKINSTRY CO LLC","2067623311","MCKINCL942DW","602569922","2021-03-15T00:00:00.000","2021-03-15T00:00:00.000","LWSD  Audubun Elementary",,"3045 180th NE
Redmond  
WA","32720.62","2021-08-20T00:00:00.000","Redmond","No","Yes","32720.62","False","No","No","0","Yes","false","MCKINCL942DW","602569922","MCKINSTRY CO LLC","2067623311","publicworks@mckinstry.com","PO BOX 24567",,"SEATTLE","WA","98134","70616500",,,,,"2021-04-05T00:00:00.000","1170997"
"1170996","972149","SEATTLE, PORT OF","PO BOX 68727 SEATAC, WA - 98168","James Truhan","206-787-5782","CTI CONSTRUCTION INC","2069109914","CTICOCI973KR","602283871","2021-07-14T00:00:00.000","2021-07-15T00:00:00.000","WTC Suite 230",,"2200 Alaskan Way Seattle WA 98108","50000.00","2021-08-20T00:00:00.000","Seattle","No","No","3644","False","No","No","0","Yes","false","DESIGPI000DS","602012446","DESIGNER PAINTING INC","2537374702","heidi@designerpainting.net","4929 S 314th Ct.",,"AUBURN","WA","98001","95855401","CTICOCI973KR","602283871","CTI CONSTRUCTION INC",,"2021-07-26T00:00:00.000","1163200"
"1170995","975952","UNIVERSITY OF WASHINGTON","PO BOX 352210 SEATTLE, WA - 98195","Betty Lee-Shen","206-221-7713","MEHRER DRYWALL INC","2062824288","MEHRED*324RT","578064122","2021-07-23T00:00:00.000","2021-07-30T00:00:00.000","UW Alder Hall 7th Floor Paint Project","PHFS006276","UW Alder Hall
1315 NE Campus Parkway
Seattle, WA  98105","50072.00","2021-08-20T00:00:00.000","Seattle","No","No","50072","False","No","No","0","Yes","false","MEHRED*324RT","578064122","MEHRER DRYWALL INC","2062824288","Laura@Mehrer.com","2657 20TH AVE W",,"SEATTLE","WA","98199","17038900",,,,,"2021-08-04T00:00:00.000","1170995"
"1170994","969594","KENT SCHOOL DISTRICT","12033 SE 256TH ST  KENT WA 98031","Marcie Judkins","253-373-7279 x_____","ROBBINS & CO HOUSEMOVING INC","2062441023","ROBBICH169NQ","600535117","2021-06-07T00:00:00.000","2021-06-07T00:00:00.000","Portable Move From Kentwood to Covington","7072100263","From:
Kentwood High School
25800 164th Avenue SE
Covington, WA 98042

To:
Covington Elementary
25811 156th Avenue SE
Covington, WA 98042","43773.49","2021-08-20T00:00:00.000","Covington","No","No","1641.8","False","No","Yes","1","No","false",,"602136041","SOLER MODULAR & MOBIL TRANSPORTING","2537776531","wbo@bennettig.com","11108 EUSTIS HUNT RD E",,"GRAHAM","WA","98338-6419",,,"602305219","BENNETT TRUCK TRANSPORT, LLC",,"2021-08-04T00:00:00.000","1159621"
"1170993","975951","BELLEVUE, CITY OF","PO BOX 90012 BELLEVUE, WA - 98009","Dave Schaut","425-864-5401","DELTA CONNECTS INC","4254878613","DELTACI855KD","603482883","2021-05-07T00:00:00.000","2021-05-07T00:00:00.000","SRVCE09383","Dave Schaut","450 110th Ave NE
Bellevue, WA 98004","788.73","2021-08-20T00:00:00.000","Bellevue","No","No","788.73","False","No","No","0","Yes","false","DELTACI855KD","603482883","DELTA CONNECTS INC","4254878613","uscertifiedpayroll@deltaconnects.com","19310 NORTH CREEK PARKWAY",,"BOTHELL","WA","98011","03906002",,,,,"2021-05-07T00:00:00.000","1170993"
"1170992","975950","WHATCOM COUNTY FIRE DISTRICT # 7","PO BOX 1599 FERNDALE, WA - 98248","Larry Hoffman","360-384-0303","KAMPS PAINTING COMPANY INC","3603545513","KAMPSPC094OT","601287608","2021-05-17T00:00:00.000","2021-05-17T00:00:00.000","FS#46- Church Road Station",,"6081 Church Road Ferndale, WA","10069.44","2021-08-20T00:00:00.000","Ferndale","No","No","10069.44","False","No","Yes","1","Yes","false","KAMPSPC094OT","601287608","KAMPS PAINTING COMPANY INC","3603545513","Kampspainting@comcast.net","606 LOOMIS TRAIL RD",,"LYNDEN","WA","98264","50102901",,,,,"2021-07-15T00:00:00.000","1170992"
"1170991","975949","VANCOUVER, PORT OF","3103 NW LOWER RIVER ROAD VANCOUVER, WA - 98660","Callie DeBoer","3606933611","CONSTRUCTION SRVS GROUP LLC","3609895193","CONSTSG799BJ","604578816","2021-05-18T00:00:00.000","2021-06-01T00:00:00.000","Boise Bldg VCT","3608235338","3103 N.W. Lower River Rd.
Vancouver, WA   98660","6311.05","2021-08-20T00:00:00.000","Vancouver","No","No","6311.05","False","No","No","0","Yes","false","CONSTSG799BJ","604578816","CONSTRUCTION SRVS GROUP LLC","3609895193","GAGE.CSG@GMAIL.COM","13201 NE 47TH CIR",,"VANCOUVER","WA","98682","17389700",,,,,"2021-06-01T00:00:00.000","1170991"
"1170988","969595","KENT SCHOOL DISTRICT","12033 SE 256TH ST  KENT WA 98031","Marcie Judkins","253-373-7279 x_____","ROBBINS & CO HOUSEMOVING INC","2062441023","ROBBICH169NQ","600535117","2021-06-07T00:00:00.000","2021-06-07T00:00:00.000","Portable Move From Fairwood To Covington","7072100264","From
Fairwood Elementary School
16600 148th Avenue SE
Renton, WA 98058

To
Covington Elementary
25811 156th Avenue SE
Covington, WA 98042","50849.86","2021-08-20T00:00:00.000","Renton, Covington","No","No","1356.8","False","No","Yes","1","No","false",,"604135990","D HYNDMAN TRANSPORT","5039316779","wbo@bennettig.com","PO BOX 55",,"LYONS","OR","97358-0055",,,"602305219","BENNETT TRUCK TRANSPORT, LLC",,"2021-08-04T00:00:00.000","1159623"
"1170985","975946","WHATCOM COUNTY FIRE DISTRICT # 7","PO BOX 1599 FERNDALE, WA - 98248","Larry Hoffman","360-384-0303","KAMPS PAINTING COMPANY INC","3603545513","KAMPSPC094OT","601287608","2021-05-17T00:00:00.000","2021-05-17T00:00:00.000","FS#45- Grandview Road Station",,"1886 Grandview Road Ferndale, WA","3911.36","2021-08-20T00:00:00.000","Ferndale","No","No","3911.36","False","No","No","0","Yes","false","KAMPSPC094OT","601287608","KAMPS PAINTING COMPANY INC","3603545513","Kampspainting@comcast.net","606 LOOMIS TRAIL RD",,"LYNDEN","WA","98264","50102901",,,,,"2021-06-25T00:00:00.000","1170985"
"1170984","971969","CAMAS, CITY OF","616 NE 4th Ave  CAMAS WA 98607-2108","Ryan Hickey","360-817-7267","KEYS WEST","3608352278","KEYSWW*838QB","602074588","2021-07-01T00:00:00.000","2021-07-01T00:00:00.000","Rekey due to Janitorial lost keys","11622","1718 SE 7th Ave.
Camas, WA 98607

616 NE 4th Ave. 
Camas, WA 98607","176.15","2021-08-20T00:00:00.000","Camas",,"No","176.15",,"No","No","0","No","false","KEYSWW*838QB","602074588","KEYS WEST",,"keyswest@comcast.net","27917 NE 28TH ST",,"CAMAS","WA","98607","-1",,,,,,
