"funding_program","proj","recip","website","administrative_organization","current_status","primary_contact","alternate_contact","grant_or_loan","program_description","eligible_projects_description","administrative_sub","percent_match","match_requirement_description","funding_limitation","funding_limitation_description","application_open_yr_1","application_closed_yr_1","application_open_yr_2","application_closed_yr_2","funding_award_duration","additional_application","supplemental_information","last_updated"
"National Coastal Resilience Fund (NFWF)","Design","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Design","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Design","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Design","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Design","Tribes","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Design","Water and Sewer Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Conservation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Counties, Cities, Towns","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Flood Control Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Governmental Agencies (State)","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Irrigation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Lead Entities","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Non-Governmental Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Nonprofit Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Port Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Private Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Tribes","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Education and Outreach","Water and Sewer Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Conservation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Counties, Cities, Towns","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Flood Control Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Governmental Agencies (State)","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Irrigation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Lead Entities","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Non-Governmental Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Nonprofit Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Port Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Private Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Tribes","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Flood Hazard Reduction","Water and Sewer Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
