"openedyear","naics","business","id"
"2021","992000-Advance Fee Fraud","Unknown - Advance Fee Fraud","26"
"2021","811200-Electronic & Precision Equip. Repair & Maintenance","","26"
"2020","561620-Security Systems (including locksmiths)","","26"
"2020","561440-Collection Agencies","Convergent Outsourcing fka ER Solutions","26"
"2020","492110-Couriers & Express Delivery Services","UPS/United Parcel Service","26"
"2019","561310-Employment Placement Agencies","","26"
"2019","621100-Office of Physicians","Multicare Health Systems","26"
"2019","452000-General Merchandise Stores","Fred Meyer","26"
"2018","713990-Amusement & Recreational Industries","Space Goat Productions","26"
"2018","560000-Admin. & support services (office admin., faciliti","Filing Labor Compliance Department","26"
"2018","992000-Advance Fee Fraud"," Unknown","26"
"2018","993000-Phishing","","26"
"2017","335000-Electronic Equip., Appliance & Component Mfg'ring ","Silicon Energy","26"
"2017","561620-Security Systems (including locksmiths)","","26"
"2017","444000-Building materials (incl. plumbing stores), garden","Lowe's Home Improvement","26"
"2016","921190-Government (General)","United States Postal Service","26"
"2016","452100-Department Stores","Macy's Executive Office","26"
"2016","443000-Electronics/appliance stores","Best Buy","26"
"2016","522110-Commercial Banking","US Bank Corporate Compliance","26"
"2016","812112-Beauty Salons","","26"
"2016","442110-Furniture stores","","26"
"2015","561440-Collection Agencies","IQ Data International","26"
"2015","518112-Internet Search Engines","Google Incorporated","26"
"2015","522291-Consumer Lending (includes Payday Lenders)","Navient","26"
"2015","522110-Commercial Banking","Chase Executive Office","26"
"2015","513320-Telecommunications/Wireless",,"26"
"2014","522110-Commercial Banking","US Bank Corporate Compliance","26"
"2014","921190-Government (General)","Department of Transporation Good to Go Division","26"
"2014","423450-Medical, Dental, Hospital Equipment Wholesalers ",,"26"
"2013","522320-Financial Transaction Processing","","26"
