"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"5 STAR PROPERTY MANAGEMENT","5STARSP780LT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604231866","Ohio Cas Ins Co","BKO55412076","1000000","2022-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"2022-07-01T00:00:00.000","L&I Staff","2022-07-01T00:00:00.000","L&I Staff",
"5 STAR RESTORATION LLC","5STARSR809PL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604626990","Contractors Bonding & Insuranc","C11SN4908","1000000","2021-11-04T00:00:00.000","2023-11-04T00:00:00.000",,"2021-11-09T00:00:00.000","L&I Staff","2022-09-12T00:00:00.000","989178","AMERICAN UNDRWRTRS INS AGNCS I"
"5 STARS DRYWALL LLC","5STARSD824DH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604229637","Ohio Security Ins Co","BKS58611416","1000000","2022-03-05T00:00:00.000","2023-03-05T00:00:00.000",,"2022-02-02T00:00:00.000","1059624","2022-02-02T00:00:00.000","1059624","Choice Insurance LLC"
"5 STAR SEPTIC SEWER & STRM INC","5STARSS787B4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604856228","Houston Casualty Co","H22AC8766500","1000000","2022-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2022-01-24T00:00:00.000","L&I Staff","2022-01-24T00:00:00.000","L&I Staff",
"5 STAR SERVICES INC","5STARSS875KM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603300905","Third Coast Insurance Company","GLSISTC000118620","1000000","2020-11-04T00:00:00.000","2022-11-04T00:00:00.000",,"2020-11-12T00:00:00.000","238486","2021-11-03T00:00:00.000","238486","ANDREW J JEWELL INSURANCE AGEN"
"5 STAR STUMP GRNDNG & MORE LLC","5STARSS787CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604833052","Northfield Ins Co","WS491881","1000000","2021-11-16T00:00:00.000","2022-11-16T00:00:00.000",,"2022-02-05T00:00:00.000","L&I Staff","2022-02-05T00:00:00.000","L&I Staff",
"5 STAR TILE LLC","5STARST935JP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602716968","Developers Surety & Indem Co","BIS00015452-08","1000000","2020-04-16T00:00:00.000","2023-04-16T00:00:00.000",,"2020-03-17T00:00:00.000","730386","2022-03-03T00:00:00.000","730386","PRONTO INSURANCE AGENCY LLC"
"5TARS GENERAL CONTRACTOR LLC","5TARSGC802NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604630041","State National Ins Co Inc","NXTMV07UMO-02-GL","1000000","2022-07-17T00:00:00.000","2023-07-17T00:00:00.000",,"2022-05-24T00:00:00.000","943639","2022-05-24T00:00:00.000","943639","Next Insurance Inc"
"5TH STREET","5THSTS*782MF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604931346","Scottsdale Ins Co","CPS7609271","1000000","2022-06-29T00:00:00.000","2023-06-29T00:00:00.000",,"2022-07-06T00:00:00.000","L&I Staff","2022-07-06T00:00:00.000","L&I Staff",
"5TH STREET CONSTRUCTION","5THSTSC857DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603482046","Ohio Security Ins Co","BKS56496606","1000000","2015-01-26T00:00:00.000","2023-01-26T00:00:00.000",,"2015-03-02T00:00:00.000","L&I Staff","2022-01-19T00:00:00.000","1007890","W Ins Group"
"5 TOOLS REMODELING LLC","5TOOLTR833KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604020948","Western World Ins Co","NPP8734158","1000000","2022-03-19T00:00:00.000","2023-03-19T00:00:00.000",,"2022-02-25T00:00:00.000","0","2022-02-25T00:00:00.000","0","RON ROTHERT INS SERVICES"
"5 YARD LINE LLC","5YARDYL814RD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601997833","ROCKINGHAM SPECIALTY INC","RWAA406218-00","1000000","2021-12-04T00:00:00.000","2022-12-04T00:00:00.000",,"2021-11-22T00:00:00.000","0","2021-11-22T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"608 PARTNERS TREE SERVICES LLC","608PAPT780B7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604848955","Greenwich Insurance Company","Q27440","1000000","2022-01-31T00:00:00.000","2023-01-31T00:00:00.000",,"2022-01-27T00:00:00.000","L&I Staff","2022-01-27T00:00:00.000","L&I Staff",
"626 NORTHWEST CONSTRUCTION LLC","626NONC836BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604068368","Contractors Bonding & Insuranc","C11SN2043","1000000","2022-03-03T00:00:00.000","2023-03-03T00:00:00.000",,"2022-03-23T00:00:00.000","L&I Staff","2022-03-23T00:00:00.000","L&I Staff",
"68 CONSTRUCTION LLC","68CONCL828CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604217429","Preferred Contractors Ins Co R","PCA5023-PCCM423513","2000000","2022-01-31T00:00:00.000","2023-01-31T00:00:00.000",,"2022-01-31T00:00:00.000","723908","2022-01-31T00:00:00.000","723908","GASLAMP INS SERVICE"
"6D CONSULTING LLC","6DCONCL827O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086105","Developers Surety & Indem Co","BIS00035292-03","1000000","2022-08-29T00:00:00.000","2023-08-29T00:00:00.000",,"2022-08-26T00:00:00.000","734660","2022-08-26T00:00:00.000","734660","SEXTON AGENCY, THE"
"#6 Productions LLC","6PRODPL809OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604654676","CLEAR SPRING PROPERTY AND CASU","CB001946000","1000000","2021-09-25T00:00:00.000","2022-09-25T00:00:00.000",,"2021-09-22T00:00:00.000","0","2021-09-22T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"7/11 PATIOS AND DECKS","711PAPD780ME","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604633221","State National Ins Co Inc","NXT7D3XXKL00GL","300000","2022-06-29T00:00:00.000","2023-06-29T00:00:00.000",,"2022-07-05T00:00:00.000","L&I Staff","2022-07-05T00:00:00.000","L&I Staff",
"717 REFRIGERATION LLC","717RERL791PJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604789751","State National Ins Co Inc","NXTKPAQDAY-01-GL","1000000","2022-09-01T00:00:00.000","2023-09-01T00:00:00.000",,"2022-07-08T00:00:00.000","943639","2022-07-08T00:00:00.000","943639","Next Insurance Inc"
"73 LLC","73LLCL*815P5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603124762","Ohio Security Ins Co","BKS60536522","300000","2019-10-25T00:00:00.000","2022-10-25T00:00:00.000",,"2019-10-25T00:00:00.000","L&I Staff","2021-09-27T00:00:00.000","877837","LIBERTY MUTUAL AGENCY CORP"
"777 CONSTRUCTION LLC","777COCL803QZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604657162","Continental Cas Co","C6981001650","1000000","2021-07-29T00:00:00.000","2023-07-29T00:00:00.000",,"2021-07-22T00:00:00.000","184582","2022-05-17T00:00:00.000","184582","OZANICH INS BROKERS LTD"
"777 HVAC LLC","777HVHL785K7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604924810","Continental Cas Co","C6982634770","500000","2022-05-24T00:00:00.000","2023-05-24T00:00:00.000",,"2022-05-27T00:00:00.000","L&I Staff","2022-05-27T00:00:00.000","L&I Staff",
"777 PAVING AND LANDSCAPING","777PAPL817OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604456416","Nautilus Ins Co","NN1513180","1000000","2021-09-22T00:00:00.000","2022-09-22T00:00:00.000",,"2021-09-22T00:00:00.000","146464","2021-09-22T00:00:00.000","146464","MITCHELL REED & ASSOCIATES INC"
"7 BRIDGES CONSTRUCTION LLC","7BRIDBC888QF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603233781","Contractors Bonding & Insuranc","C11SJ7835","1000000","2019-10-26T00:00:00.000","2023-10-26T00:00:00.000",,"2019-09-10T00:00:00.000","252601","2022-09-02T00:00:00.000","0","RIS INSURANCE"
"7 CONCRETE LLC","7CONCCL796CZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604614162","Houston Casualty Co","H21AC84815-01","1000000","2021-10-06T00:00:00.000","2022-10-06T00:00:00.000",,"2021-10-08T00:00:00.000","726200","2021-10-08T00:00:00.000","726200","PROTE-G SERVICES INC"
"7 C'S CONSTRUCTION INC","SEVENCC142MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600624325","Ohio Cas Ins Co","BKO57856077","1000000","2021-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2021-07-01T00:00:00.000","889922","2022-06-23T00:00:00.000","0","USI Insurance Services LLC- CO"
"7 Devils Painting","7DEVIDP848RW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604061382","Federated Mutual Ins Co","6159487","1000000","2021-09-13T00:00:00.000","2023-09-13T00:00:00.000",,"2022-06-15T00:00:00.000","0","2022-08-17T00:00:00.000","0","FEDERATED MUTUAL INS-Kirkland"
"7EVEN & SONS CONSTRUCTION","7EVENSC786B9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604078988","Truck Ins Exchange","607221920","1000000","2021-09-23T00:00:00.000","2022-09-23T00:00:00.000",,"2022-01-29T00:00:00.000","L&I Staff","2022-01-29T00:00:00.000","L&I Staff",
"7 GLASS INC","7GLASGI813LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604455576","Ohio Security Ins Co","BKS61310357","1000000","2021-08-05T00:00:00.000","2023-08-05T00:00:00.000",,"2021-08-10T00:00:00.000","988320","2022-07-05T00:00:00.000","835189","RICE INSURANCE LLC"
"7 HILLS TILE LLC","7HILLHT8187C","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604445243","Contractors Bonding & Insuranc","C11SM4245","1000000","2019-10-03T00:00:00.000","2023-10-03T00:00:00.000",,"2019-10-03T00:00:00.000","L&I Staff","2022-08-01T00:00:00.000","173883","Y.I MANCHICK INSURANCE AGENCY"
"7-IRON CONSTRUCTION","7IRONC*804J2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604607932","Western World Ins Co","NPP8691102","1000000","2021-12-02T00:00:00.000","2022-12-02T00:00:00.000",,"2021-12-06T00:00:00.000","0","2021-12-06T00:00:00.000","0","GRIFFIN MACLEAN INSURANCE"
"7J LANDSCAPE CONSTRUCTION","7JLANLC838N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603483838","Contractors Bonding & Insuranc","G11FD9494","500000","2018-08-24T00:00:00.000","2023-08-24T00:00:00.000",,"2018-08-29T00:00:00.000","L&I Staff","2022-08-02T00:00:00.000","73985","PIONEER INSURANCE LLC"
"7 KINGDOM'S GENERAL CONTR LLC","7KINGKG791N3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604781991","Continental Cas Co","C6982162720","1000000","2022-03-03T00:00:00.000","2023-03-03T00:00:00.000",,"2022-03-15T00:00:00.000","L&I Staff","2022-03-15T00:00:00.000","L&I Staff",
"7 KINGS CONSTRUCTION LLC","7KINGKC797MS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604748138","Contractors Bonding & Insuranc","C11SM2836","1000000","2022-09-12T00:00:00.000","2023-09-12T00:00:00.000",,"2022-08-29T00:00:00.000","870253","2022-08-29T00:00:00.000","870253","BUCK & AFFILIATES INS INC"
"7 PINES TREE SERVICE","7PINETS803QE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604665704","Capitol Specialty Ins Corp","CS20003783-01","1000000","2021-11-04T00:00:00.000","2022-11-04T00:00:00.000",,"2021-11-08T00:00:00.000","75931","2021-11-08T00:00:00.000","75931","All Lines Insurance Inc"
"7 & SEVEN CONSTRUCTION LLC","7SEVESC806KN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604611513","HISCOX INSURANCE COMPANY INC","UDC-5214032-CGL-22","1000000","2022-08-01T00:00:00.000","2023-08-01T00:00:00.000",,"2022-08-01T00:00:00.000","1014193","2022-08-01T00:00:00.000","1014193","Rodricor Multi-Finances"
"7 & SEVEN CONSTRUCTION LLC","7SEVESC806KN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604611513","HISCOX INSURANCE COMPANY INC","P100.242.765.3","1000000","2022-05-02T00:00:00.000","2023-05-03T00:00:00.000",,"2022-05-11T00:00:00.000","1014193","2022-05-11T00:00:00.000","1014193","Rodricor Multi-Finances"
"7 STARS CONSTRUCTION LLC","7STARSC817K9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604417603","Western World Ins Co","KTG2519184","1000000","2021-04-25T00:00:00.000","2023-04-25T00:00:00.000",,"2021-04-26T00:00:00.000","249926","2022-04-25T00:00:00.000","249926","AIC INSURANCE AGENCY LLC"
"7TH GENERATION LLC","7THGEGL834DG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602831720","Atlantic Cas Ins Co","L318049808","1000000","2022-07-27T00:00:00.000","2023-07-27T00:00:00.000",,"2022-07-27T00:00:00.000","269051","2022-07-27T00:00:00.000","269051","DEBBIE CLINTON INS AGENCY"
"7TH GENERATION LLC","7THGEGL834DG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602831720","Atlantic Cas Ins Co","ACI4937592PC","1000000","2022-07-27T00:00:00.000","2023-07-27T00:00:00.000","2022-07-27T00:00:00.000","2022-07-27T00:00:00.000","269051","2022-07-27T00:00:00.000","269051","DEBBIE CLINTON INS AGENCY"
"7 WONDERS BEAUTY LLC","7WONDWB787MQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604192662","Preferred Contractors Ins Co R","PCA5002PCCM438110","1000000","2022-07-14T00:00:00.000","2023-07-14T00:00:00.000",,"2022-07-18T00:00:00.000","L&I Staff","2022-07-18T00:00:00.000","L&I Staff",
"7W PAVERS & LANDSCAPE LLC","7WPAVPL789DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604681598","Midvale Indemnity Comp","GLP1091620","1000000","2021-05-11T00:00:00.000","2023-05-11T00:00:00.000",,"2022-03-22T00:00:00.000","829834","2022-04-01T00:00:00.000","829834","Jonathan Cisneros Agency"
"7W PAVERS & LANDSCAPE LLC","7WPAVPL789DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604681598","Farmers Ins Exchange","606999961","1000000","2022-07-05T00:00:00.000","2023-07-05T00:00:00.000",,"2022-08-22T00:00:00.000","L&I Staff","2022-08-22T00:00:00.000","L&I Staff",
"7W PAVERS & LANDSCAPE LLC","7WPAVPL789DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604681598","Midvale Indemnity Comp","GLP1091620","1000000","2022-04-28T00:00:00.000","2023-04-28T00:00:00.000",,"2022-08-08T00:00:00.000","L&I Staff","2022-08-08T00:00:00.000","L&I Staff",
"7W PAVERS & LANDSCAPE LLC","7WPAVPL789DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604681598","Farmers Ins Exchange","606999961","1000000","2022-07-05T00:00:00.000","2023-07-05T00:00:00.000",,"2022-07-07T00:00:00.000","L&I Staff","2022-07-07T00:00:00.000","L&I Staff",
"808 NW CMRCL & RSDTL FLRNG LLC","808NWNC845Q2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603374615","CLEAR SPRING PROPERTY AND CASU","CB002395100","1000000","2022-03-15T00:00:00.000","2023-03-15T00:00:00.000",,"2022-03-15T00:00:00.000","0","2022-03-15T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"842 LLC","842LLLL823N2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604296818","Northfield Ins Co","WS345697","1000000","2021-04-15T00:00:00.000","2023-04-15T00:00:00.000",,"2021-04-20T00:00:00.000","244575","2022-04-15T00:00:00.000","244575","ENGLISH INSURANCE GROUP LLC"
"8A Detailing & Cleaning LLC","8ADETCL868BT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603364763","Liberty Northwest Ins Corp","BKS54765413","1000000","2019-04-23T00:00:00.000","2023-04-23T00:00:00.000",,"2019-04-18T00:00:00.000","178947","2022-03-21T00:00:00.000","178947","Villa Insurance Group Inc"
"8 BALL ABATEMENT LLC","8BALLBA803RH","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604641498","Capitol Specialty Ins Corp","EV20200958-02","1000000","2021-11-09T00:00:00.000","2022-11-09T00:00:00.000",,"2021-11-01T00:00:00.000","742974","2021-11-01T00:00:00.000","742974","C Randy McCready Agency"
"8TH AVE DES MOINES PROP LLC","8THAVAD815BU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603300444","Preferred Contractors Ins Co R","PCA5026-PCCM422478","1000000","2022-01-28T00:00:00.000","2023-01-28T00:00:00.000",,"2022-01-20T00:00:00.000","723908","2022-01-20T00:00:00.000","723908","GASLAMP INS SERVICE"
"911 14TH AVE LLC","911141A783N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604697488","Colony Ins Co","600GL021064600","1000000","2022-08-08T00:00:00.000","2024-08-08T00:00:00.000",,"2022-08-26T00:00:00.000","L&I Staff","2022-08-26T00:00:00.000","L&I Staff",
"911-DRY LLC","911DRL*837O7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604159209","Western World Ins Co","F89771210AEM","1000000","2021-09-27T00:00:00.000","2022-09-27T00:00:00.000",,"2021-09-21T00:00:00.000","1017041","2021-09-21T00:00:00.000","1017041","BROWN & BROWN OF WA INC"
"911 Facility Maintenance","911FAFM863PM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602771068","Ohio Security Ins Co","BKS56896456","1000000","2017-10-23T00:00:00.000","2023-10-23T00:00:00.000",,"2017-09-01T00:00:00.000","917363","2022-09-01T00:00:00.000","54523","HUMBLE&DAVNPORT INS BROKRS INC"
"911 HOME IMPROVEMENT PLLC","911HOHI822C3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604171904","Obsidian Specialty Insurance C","SCB-GL000001796","1000000","2022-02-23T00:00:00.000","2023-02-23T00:00:00.000",,"2022-02-10T00:00:00.000","851110","2022-02-10T00:00:00.000","851110","DJM INSURANCE SERVICES"
"911 REMODEL LLC","911RERL780LC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604843926","State National Ins Co Inc","NXTLJV7FV300GL","1000000","2022-05-20T00:00:00.000","2023-05-20T00:00:00.000",,"2022-06-03T00:00:00.000","L&I Staff","2022-06-03T00:00:00.000","L&I Staff",
"911 RESTORATION","911RER*894NU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603121649","Guideone National Insurance Co","ENV562008757-00","1000000","2022-02-22T00:00:00.000","2023-02-22T00:00:00.000",,"2022-02-21T00:00:00.000","268392","2022-02-21T00:00:00.000","268392","Blue Lion Brokers LLC"
"911 RESTORATION INC","911RERI923KG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602823980","Guideone National Insurance Co","ENV562003039-00","2000000","2020-06-25T00:00:00.000","2023-06-25T00:00:00.000",,"2020-06-15T00:00:00.000","797188","2022-06-14T00:00:00.000","797188","ROHILCO INSURANCE SERVICES"
"915 CONTRACTING LLC","915COCL791C6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604609091","Preferred Contractors Ins Co R","PCA5026-PCCM423428","1000000","2022-02-05T00:00:00.000","2023-02-05T00:00:00.000",,"2022-01-31T00:00:00.000","899647","2022-01-31T00:00:00.000","899647","TARGET FINANCIAL & INS SERVICE"
"925 CONSTRUCTION LLC","925COCL806DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604589164","State National Ins Co Inc","NXTQ3NFYGW-02-GL","1000000","2022-03-12T00:00:00.000","2023-03-12T00:00:00.000",,"2022-03-14T00:00:00.000","943639","2022-03-14T00:00:00.000","943639","Next Insurance Inc"
"96 RANCH LLC","96RANRL833NC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602930432","AMCO Ins Co","ACPO3029816214","1000000","2022-07-07T00:00:00.000","2023-07-07T00:00:00.000",,"2022-06-17T00:00:00.000","0","2022-06-17T00:00:00.000","0","Sloan Leavitt Insurance Agency"
"9POINT9 LLC","9POINL*823KU","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604274380","Contractors Bonding & Insuranc","C11SL7399","1000000","2018-05-29T00:00:00.000","2023-05-25T00:00:00.000",,"2018-05-31T00:00:00.000","L&I Staff","2022-05-09T00:00:00.000","708262","EAGLE HARBOR INSURANCE"
"9V BAR CONSTRUCTION LLC","9VBARBC856NR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603272935","Contractors Bonding & Insuranc","C11SN1856","1000000","2021-02-15T00:00:00.000","2023-02-15T00:00:00.000",,"2021-08-16T00:00:00.000","18227","2022-01-04T00:00:00.000","18227","RGI INSURANCE SPECIALTY"
"A1A  EXCAVATING LLC","A1AEXEL832RA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604158202","Ohio Security Ins Co","BKS 53203528","1000000","2022-04-23T00:00:00.000","2023-04-23T00:00:00.000",,"2022-05-05T00:00:00.000","96166","2022-05-05T00:00:00.000","96166","ALL SPOKANE LLC, ANTHY BKR/BUR"
"A1 AFFORDABLE","A1AFFA*861L6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602999447","Northfield Ins Co","WS292198","1000000","2022-05-08T00:00:00.000","2023-05-08T00:00:00.000",,"2022-05-12T00:00:00.000","122215","2022-05-12T00:00:00.000","122215","NICHOLSON & ASSOCIATES INS"
"A-1 AIR VENT NORTHERN STTS LLC","1AIRVAV824KT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602387833","Western Community Ins Co","8T070403","1000000","2019-10-29T00:00:00.000","2022-10-29T00:00:00.000",,"2019-10-24T00:00:00.000","L&I Staff","2021-10-19T00:00:00.000","852826","WESTERN COMMUNITY INS CO"
"A-1 AMERICAN FENCE INC","A1AMEAF962P5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602436607","ALLIED INSURANCE COMPANY OF AM","ACP3100393672","1000000","2022-06-01T00:00:00.000","2023-06-01T00:00:00.000",,"2022-06-08T00:00:00.000","L&I Staff","2022-06-08T00:00:00.000","L&I Staff",
"A1 ASBESTOS LLC","A1ASBAL903OZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603044298","Starstone Specialty Insurance","H88261210AEM","2000000","2021-09-07T00:00:00.000","2023-09-07T00:00:00.000",,"2021-09-07T00:00:00.000","18227","2022-08-19T00:00:00.000","18227","RGI INSURANCE SPECIALTY"
"A1 ASPHALT PAVING INC","A1ASPAP957DC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602354606","Ohio Security Ins Co","BKS62131705","1000000","2020-10-17T00:00:00.000","2022-10-17T00:00:00.000",,"2020-10-16T00:00:00.000","240250","2021-09-30T00:00:00.000","240250","W Ins Group"
"A1 BLINDS LLC","A1BLIBL782NP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604945537","Hartford Underwriters Ins Co","52SBMAT4YSZ","1000000","2022-07-29T00:00:00.000","2023-07-29T00:00:00.000",,"2022-08-17T00:00:00.000","L&I Staff","2022-08-17T00:00:00.000","L&I Staff",
"A-1 BUILDERS & ADAPTATIONS","1BUILBA839L3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604128657","Evanston Ins Co","MKLV5PBC002076","1000000","2021-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2021-07-06T00:00:00.000","L&I Staff","2022-06-29T00:00:00.000","730756","RICE INSURANCE LLC"
"A-1 Carpentry LLC","1CARPCL871LF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603306782","Clear Blue Specialty INS","AR01-RS-2103084-01","1000000","2022-08-01T00:00:00.000","2023-08-01T00:00:00.000",,"2022-07-29T00:00:00.000","222389","2022-07-29T00:00:00.000","222389","Vern Fonk Ins Services Inc"
"A-1 CHIMNEY SWEEP LLC","A1CHICS962P9","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602320480","Scottsdale Ins Co","CPS7460118","1000000","2021-11-06T00:00:00.000","2022-11-06T00:00:00.000",,"2021-10-15T00:00:00.000","1027296","2021-10-15T00:00:00.000","1027296","BELL-ANDERSON AGENCY INC"
"A-1 CONCRETE CUTTING","1CONCCC834ML","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604136713","Cincinnati Ins Co","EPP0442204","1000000","2017-06-07T00:00:00.000","2025-06-07T00:00:00.000",,"2017-07-13T00:00:00.000","L&I Staff","2022-05-09T00:00:00.000","990773","CINCINNATI INS CO"
"A1 CONSTRUCTION LLC","A1CONCL781CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604779956","CLEAR SPRING PROPERTY AND CASU","CB002241900","1000000","2022-01-27T00:00:00.000","2023-01-27T00:00:00.000",,"2022-02-03T00:00:00.000","L&I Staff","2022-02-03T00:00:00.000","L&I Staff",
"A-1 CONSTRUCTION & REMODELING","1CONSCR794JW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604733506","Preferred Contractors Ins Co R","PCA5026-PC407556","2000000","2021-09-16T00:00:00.000","2022-09-16T00:00:00.000",,"2021-08-05T00:00:00.000","763378","2021-08-05T00:00:00.000","763378","New Republic Ins Svcs"
"A-1 DOOR SERVICE INC","A1DOODS936DB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602698018","Ohio Security Ins Co","BKS55353305","1000000","2019-12-08T00:00:00.000","2022-12-08T00:00:00.000",,"2019-12-11T00:00:00.000","934703","2021-10-18T00:00:00.000","0","Hawks View Insurance"
"A-1 DOOR SERVICE-PLUS RMDLNG","1DOORDS886NG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601281755","Western World Ins Co","NPP-8819169","1000000","2021-08-07T00:00:00.000","2023-08-07T00:00:00.000",,"2021-07-30T00:00:00.000","0","2022-07-05T00:00:00.000","716600","FERRANTI-GRAYBEAL INSURANCE AG"
"A-1 DOOR SERVICE-PLUS RMDLNG","1DOORDS886NG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601281755","Western World Ins Co","NPP8880227","1000000","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000",,"2022-07-22T00:00:00.000","0","2022-07-22T00:00:00.000","0","Graybeal Group Inc"
"A-1 DRILLING & DIGGING INC","A1DRIDI942RE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601592297","Ohio Cas Ins Co","BLO (23) 56870980","1000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2021-11-18T00:00:00.000","124519","2021-11-18T00:00:00.000","124519","NORM WALLACE AGENCY INC"
"A-1 DRILLING & DIGGING INC","1DRILDD786CQ","PC","PLUMBING CONTRACTOR","A","ACTIVE","601592297","Ohio Cas Ins Co","BLO56870980","1000000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2022-03-11T00:00:00.000","L&I Staff","2022-03-11T00:00:00.000","L&I Staff",
"A-1 EXTERIOR LLC","1EXTEEL816LJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604442025","Obsidian Specialty Insurance C","2510551","2000000","2022-05-05T00:00:00.000","2023-05-05T00:00:00.000","2022-05-05T00:00:00.000","2022-05-05T00:00:00.000","734380","2022-05-05T00:00:00.000","734380","PACIFIC NORTHWEST INS AGENCY"
