"woreda","age","sex","head_hh","sex_hh","main_livelihood","number_in_hh","disabilities","camels_gc","camels_mc","camels_pc","total_camel","cattle_gc","cattle_mc","cattle_pc","total_cattle","sheep_gc","sheep_mc","sheep_pc","total_sheep","goats_gc","goats_pc","goats_mc","total_goats","camels_dry_2004ec","camels_die_2004ec","camel_sold_2004ec","camels_dry_2005ec","camels_sold_2005ec","camel_dry_2006ec","camels_die_2006ec","camel_sold_2006ec","cattle_dry_2004ec","cattle_die_2004ec","cattle_sold_2004ec","cattle_dry_2005ec","cattle_die_2005ec","cattle_sold_2005ec","cattle_dry_2006ec","cattle_die_2006ec","sheep_dry_2004ec","sheep_die_2004ec","sheep_sold_2004ec","sheep_dry_2005ec","sheep_die_2005ec","sheep_sold_2005ec","sheep_dry_2006ec","sheep_die_2006ec","sheep_sold_2006ec","goats_dry_2004ec","goats_die_2004ec","goats_sold_2004ec","goats_dry_2005ec","goats_die_2005ec","goats_sold_2005ec","goats_dry_2006ec","goats_die_2006ec","goats_sold_2006ec","lost_pasture","lost_disease","lost_water","lost_theft","migrate_jan","migrate_feb","migrate_mar","migrate_apr","migrate_may","migrate_jun","migrate_jul","migrate_aug","migrate_sept","migrate_oct","migrate_nov","migrate_dec","move_pasture","times_migrated","number_days_migrated","migrate_experience","migrate_scout","migrate_dagu","migration_govt","migration_other","migration_other_text","best_info_source","reliable_scouting","reliable_dagu","reliable_government","reliable_experience","reliable_other","coping_strategy_csa","coping_strategy_csb","coping_strategy_csc","coping_strategy_csd","coping_strategy_csi_score","coping_strategy_cse","coping_strategy_cs2","coping_strategy_drought_threat","coping_strategy_flood_threat","coping_strategy_too_much","coping_strategy_early_rain","coping_strategy_late_rain","coping_strategy_hail_threat","coping_strategy_wind_threat","coping_strategy_landslide","coping_strategy_cold_threat","coping_strategy_heat_threat","coping_strategy_livestock","coping_strategy_crop_disease","coping_strategy_other_threat","coping_strategy_other_threat_1","coping_strategy_risk_actions","coping_strategy_other_risk","coping_strategy_food_jan","coping_strategy_food_feb","coping_strategy_food_mar","coping_strategy_food_apr","coping_strategy_food_may","coping_strategy_food_june","coping_strategy_food_july","coping_strategy_food_aug","coping_strategy_food_sep","coping_strategy_food_oct","coping_strategy_food_nov","coping_strategy_food_dec","coping_strategy_food_stock","coping_strategy_water_and","coping_strategy_water_and_1","coping_strategy_water_and_2","coping_strategy_water_and_3","coping_strategy_water_and_4","coping_strategy_water_and_5","coping_strategy_water_and_6","coping_strategy_water_and_7","coping_strategy_water_and_8","coping_strategy_water_and_9","coping_strategy_water_and_10","coping_strategy_water_and_11","coping_strategy_water_and_12","coping_strategy_water_and_13","coping_strategy_water_and_14","coping_strategy_water_and_15","coping_strategy_water_and_16","coping_strategy_water_and_17","coping_strategy_water_and_18","coping_strategy_water_and_19","coping_strategy_water_and_20","coping_strategy_water_and_21","coping_strategy_water_and_22","coping_strategy_water_and_23","coping_strategy_water_and_24","coping_strategy_water_and_25","cattle_sold_2006ec","camels_die_2005ec"
"Dolo_Mena","31-40","Female_","true","---","Farming","10","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","1","2","78.58","2","true","true","false","false","true","true","false","true","false","false","true","false","true","false","---","govt_program","---","false","true","true","true","false","true","false","false","false","false","false","true","2","River","1","120","3","false","River","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena","31-40","Male","true","---","Farming","15","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","1","1","82.15","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow","---","false","false","false","true","true","true","false","false","false","false","false","false","3","River","3","60","3","false","River","false","---","Other_prime_income","Petty_trade Other_prime_income","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Meda_Welabu","21-30","Male","true","---","Livestock_and_Farming","8","false","20 or more","3","0","7","20 or more","3","0","7","0","0","0","0","20 or more","0","0","5","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","0","3","20 or more","0","0","Yes","Yes","Yes","Yes","No","No","yes","yes","yes","No","No","No","No","No","No","No","Yes","2","45","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","2","1","1","80.365","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow","---","true","true","true","true","false","false","false","false","true","true","true","true","2","Unprotected_well","1","180","3","false","Unprotected_well","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","Dec","climate","---","true","new_crop","---","true","Ethiopian_gov","---","true","0","0"
"Lege_Hida","31-40","Male","true","---","Livestock_and_Farming","6","false","20 or more","0","0","2","0","0","0","0","0","0","0","0","20 or more","4","6","17","0","0","0","0","0","0","0","0","20 or more","0","2","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","3","0","0","17","14","20 or more","15","0","2","10","20 or more","1","Yes","Yes","Yes","No","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","2","60","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","1","1","1","83.935","1","true","true","false","false","true","true","true","true","false","true","true","true","true","false","---","borrow govt_program","---","false","false","false","true","true","true","false","false","false","false","false","false","4","Unprotected_well","1","120","3","false","Unprotected_well","false","---","Livestock","Livestock","Inc","govt","---","Inc","govt climate","---","Inc","govt","---","true","new_crop","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","21-30","Male","true","---","Farming","7","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","1","2","75.01","1","true","true","false","false","true","true","true","false","false","false","true","false","true","false","---","reduce_meal spend_saving","---","true","true","true","true","true","false","false","false","false","false","false","true","2","River","2","90","2","false","River","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop water_harvest","---","true","Ethiopian_gov","---","true","---","---"
"NA","51-60","Female_","true","---","Other_Livelihood","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","No","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","1","1","80.365","1","true","true","false","true","true","true","false","true","false","true","true","true","true","false","---","borrow govt_program","---","false","false","false","false","false","true","false","false","true","false","false","true","1","distribution_pt","4","60","2","false","distribution_pt","false","---","Other_prime_income","Other_prime_income","Dec","govt","---","---","---","---","---","---","---","false","Other_tech","gargarsa","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","21-30","Male","true","---","Livestock_and_Farming","9","false","20 or more","1","0","4","1","1","1","3","20 or more","0","0","2","20 or more","2","2","6","1","0","1","1","0","0","0","0","20 or more","1","0","20 or more","20 or more","0","20 or more","20 or more","20 or more","4","0","2","0","0","4","0","0","0","0","0","20 or more","1","0","10","20 or more","1","Yes","Yes","Yes","Yes","No","No","yes","yes","yes","No","No","No","No","No","No","No","Yes","6","2","No","yes","No","yes","No","---","Scouting","more","Less","more","Less","Same","2","0","3","4","66.085","2","true","true","false","false","true","true","true","true","false","true","true","true","true","false","---","reduce_livestock new_crop","---","false","false","false","true","false","true","false","false","true","true","false","true","4","Unprotected_well","1","120","3","false","Unprotected_well","false","---","Livestock","Livestock","Inc","govt","---","Inc","govt","---","Inc","govt","---","true","livestock_new","---","true","Ethiopian_gov","---","true","1","0"
"Dolo_Mena","31-40","Male","true","---","Farming","8","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","1","1","83.935","1","true","true","false","false","true","true","true","false","false","true","true","true","true","false","---","borrow sell_assets","---","false","false","false","true","true","false","false","false","false","false","false","true","3","distribution_pt","1","60","2","false","River","false","---","Other_prime_income","Other_prime_income","same","---","---","same","---","---","---","---","---","false","---","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","41-50","Male","true","---","Livestock_and_Farming","10","false","20 or more","1","0","3","20 or more","1","0","3","0","0","0","0","20 or more","0","0","2","0","0","0","0","0","0","0","0","12","20 or more","3","15","18","4","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","1","1","10","4","2","20 or more","20 or more","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","2","60","No","yes","No","yes","No","---","Scouting","more","Same","Same","Same","Same","1","1","2","1","83.935","1","true","true","false","true","true","true","true","true","false","true","true","true","true","false","---","borrow reduce_livestock","---","false","true","true","true","true","true","false","false","false","false","false","false","3","Unprotected_well","1","90","1","false","Unprotected_well","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","true","new_crop Other_tech","NA","true","Ethiopian_gov","---","true","0","0"
"Meda_Welabu","21-30","Male","true","---","Livestock_and_Farming","5","false","20 or more","0","0","4","20 or more","0","0","4","0","0","0","0","20 or more","0","0","6","3","2","0","3","0","1","0","0","20 or more","0","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","20 or more","1","0","20 or more","0","0","Yes","Yes","Yes","Yes","yes","yes","yes","yes","yes","yes","No","No","No","No","No","No","Yes","2","30","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","3","1","2","1","80.365","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","reduce_livestock","---","false","true","true","true","true","true","false","false","false","false","false","true","2","River","1","420","3","false","River","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","false","---","---","true","0","2"
"Lege_Hida","21-30","Male","true","---","Livestock_and_Farming","4","false","0","10","0","10","0","10","0","10","0","4","0","4","0","0","10","10","0","0","0","0","0","1","0","0","10","20 or more","0","20 or more","20 or more","0","10","12","0","0","0","0","0","0","4","4","0","20 or more","0","0","20 or more","0","0","20 or more","0","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","2","30","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","1","1","1","82.15","2","true","true","false","false","true","true","false","true","false","true","true","true","true","false","---","reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","false","true","3","Unprotected_well","1","240","3","false","Unprotected_well","false","---","Livestock","Livestock","Inc","govt","---","same","---","---","same","---","---","false","Other_tech","NA","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","21-30","Female_","true","---","Farming","12","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","2","1","80.365","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","sell_assets","---","false","true","false","false","false","false","false","false","false","false","false","true","3","River","2","120","3","false","River","false","---","Other_prime_income","Other_prime_income","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","31-40","Male","true","---","Livestock_and_Farming","6","true","0","4","0","4","0","4","0","4","0","0","0","0","0","0","0","0","7","7","0","7","0","1","0","0","20 or more","20 or more","1","20 or more","20 or more","1","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","yes","yes","yes","yes","No","No","Yes","3","90","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","1","1","2","2","78.58","1","true","true","false","false","true","true","true","true","false","true","true","true","true","false","---","reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","false","true","3","Unprotected_well","1","60","3","false","Unprotected_well","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Inc","govt","---","true","new_crop","---","true","Ethiopian_gov","---","true","1","7"
"Dolo_Mena","21-30","Male","true","---","Livestock_and_Farming","10","false","20 or more","2","0","5","20 or more","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","1","20 or more","20 or more","1","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","2","45","No","yes","No","No","No","---","Scouting","more","Same","Less","Less","Same","2","2","1","1","80.365","1","true","true","false","true","true","true","true","false","false","true","true","true","true","false","---","sell_assets hum_assistance","---","false","false","false","true","true","true","false","false","false","false","false","true","3","distribution_pt","4","60","2","false","River","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","---","---","true","Ethiopian_gov","---","true","0","0"
"NA","51-60","Female_","true","---","Livestock_and_Farming","4","true","20 or more","0","0","2","0","0","0","0","0","0","0","0","20 or more","0","0","2","0","0","0","0","0","0","0","0","15","10","0","10","13","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","12","1","20 or more","20 or more","1","3","20 or more","0","0","Yes","Yes","Yes","Yes","No","No","No","yes","yes","No","No","No","No","No","No","No","Yes","3","90","yes","yes","No","No","No","---","Scouting","more","Same","Less","Less","Same","2","3","1","1","76.795","1","true","true","false","false","true","true","true","false","false","true","true","true","true","false","---","borrow reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","false","false","3","Unprotected_well","1","240","3","false","Unprotected_well","false","---","Livestock","Livestock","Inc","govt climate","---","Inc","govt climate","---","Inc","govt climate","---","false","new_crop","---","true","Ethiopian_gov","---","true","0","0"
"Meda_Welabu","31-40","Female_","true","---","Farming","6","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","2","1","1","80.365","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","govt_program","---","false","true","true","true","true","true","false","false","false","false","false","false","2","Unprotected_spring","3","30","1","true","Unprotected_spring","false","---","Petty_trade","Petty_trade","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","41-50","Male","true","---","Livestock_and_Farming","7","false","20 or more","4","0","7","20 or more","4","0","7","0","0","0","0","10","0","7","17","3","1","0","3","0","0","0","0","20 or more","20 or more","0","15","18","0","20 or more","11","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","17","5","0","14","14","0","Yes","Yes","Yes","Yes","No","yes","yes","No","yes","No","No","No","No","No","No","No","Yes","3","90","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","1","1","1","2","80.365","1","true","true","false","false","true","true","true","true","false","true","true","true","true","false","---","reduce_livestock","---","false","false","true","false","false","true","true","false","false","false","false","true","3","Unprotected_well","1","240","3","false","Unprotected_well","false","---","Livestock","Livestock","same","---","---","Inc","govt inputs climate","---","Dec","climate","---","false","Other_tech","NA","true","Ethiopian_gov","---","true","0","1"
"Dolo_Mena","41-50","Female_","true","---","Farming","9","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","1","2","78.58","1","true","true","false","false","true","true","false","false","false","false","true","false","true","false","---","borrow sell_assets","---","false","true","true","true","true","false","false","false","false","false","false","true","2","River","2","120","3","false","River","false","---","Other_prime_income","Crop Other_prime_income","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","false","---","---","true","---","---"
"Dolo_Mena",">60","Male","true","---","Farming","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","1","2","80.365","1","true","true","false","false","true","true","true","true","false","true","true","true","true","false","---","borrow sell_assets","---","false","false","false","false","false","true","false","false","false","false","false","false","3","distribution_pt","4","6","1","true","River","false","---","Firewood_coal","Firewood_coal","same","---","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena","<=20 years","Female_","true","---","Farming","9","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","2","3","73.225","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow","---","false","false","true","true","true","true","false","false","false","false","false","true","3","River","1","60","2","false","River","false","---","Other_prime_income","Other_prime_income","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena","<=20 years","Male","true","---","Farming","3","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","1","0","89.29","1","true","true","false","false","true","true","true","false","false","false","true","true","true","false","---","borrow sell_assets","---","false","false","true","true","true","true","false","false","false","false","false","false","2","River","2","60","2","false","River","false","---","Other_prime_income","Other_prime_income","same","---","---","Dec","climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","true","---","---"
"Meda_Welabu","21-30","Male","true","---","Livestock_and_Farming","3","false","20 or more","2","0","5","20 or more","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","1","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","Yes","Yes","yes","yes","yes","yes","yes","No","No","No","No","No","No","No","Yes","2","30","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","1","1","2","78.58","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow reduce_livestock","---","false","false","true","true","true","false","false","false","false","false","false","false","3","Unprotected_well","1","420","3","false","Unprotected_well","false","---","Crop","Crop","Inc","climate","---","Inc","climate","---","Dec","govt climate","---","true","new_crop water_harvest","---","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","<=20 years","Female_","true","---","Farming","3","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","1","0","0","94.645","1","true","true","false","false","true","true","false","false","false","false","true","false","true","false","---","sell_assets Other_action","buna gurgurachuun","false","false","false","false","false","false","false","false","false","false","true","true","10","distribution_pt","4","10","1","true","River","false","---","Other_prime_income","Other_prime_income","Inc","govt climate","---","Inc","govt inputs climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena",">60","Female_","true","---","Farming","4","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","1","1","83.935","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","sell_assets","---","false","false","false","true","true","true","false","false","false","false","false","false","3","distribution_pt","4","20","1","true","River","false","---","Crop","Crop","same","---","---","same","---","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Meda_Welabu","21-30","Female_","true","---","Farming","8","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","1","1","2","76.795","1","true","true","false","false","true","true","true","false","false","false","true","true","true","false","---","borrow","---","false","false","false","true","true","true","false","false","false","false","false","false","7","Unprotected_spring","2","20","1","true","River","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Lege_Hida","<=20 years","Male","true","---","Livestock_and_Farming","11","false","20 or more","0","0","7","20 or more","0","8","15","0","0","0","0","20 or more","5","4","16","0","0","0","0","0","15","0","0","20 or more","20 or more","3","0","20 or more","0","15","15","0","0","0","0","0","0","0","0","0","16","20 or more","20 or more","12","2","5","16","0","0","Yes","Yes","Yes","Yes","No","No","yes","yes","yes","No","No","No","No","No","No","No","Yes","2","2","yes","yes","No","No","No","---","Scouting","more","Same","more","Less","Same","3","0","3","2","76.795","1","true","true","false","false","true","true","true","true","false","false","true","true","true","false","---","borrow reduce_meal seed_stock","---","false","false","true","true","false","false","false","false","true","true","true","false","3","Unprotected_well","1","60","3","false","Protected_Well","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","true","livestock_new new_crop","---","true","Ethiopian_gov","---","true","15","0"
"Meda_Welabu","31-40","Female_","true","---","Farming","6","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","0","0","0","98.215","0","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","sell_assets","---","false","false","false","true","true","true","false","false","false","false","false","false","7","Unprotected_well","1","120","3","false","Unprotected_well","false","---","Crop","Crop","same","---","---","same","---","---","---","---","---","true","new_crop","---","false","---","---","true","---","---"
"Lege_Hida","41-50","Male","true","---","Livestock_and_Farming","9","true","20 or more","0","0","5","20 or more","0","5","10","20 or more","4","3","10","20 or more","3","2","10","10","2","4","10","2","4","2","1","20 or more","20 or more","5","10","14","1","10","12","15","5","20 or more","6","3","20 or more","3","2","0","20 or more","20 or more","20 or more","18","4","5","15","20 or more","20 or more","Yes","Yes","Yes","Yes","No","yes","No","yes","yes","No","yes","yes","No","No","yes","yes","Yes","2","30","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","1","2","1","2","76.795","1","true","true","false","false","true","true","false","true","false","true","true","true","true","false","---","reduce_livestock","---","false","false","false","false","false","false","false","false","false","false","false","true","1","Unprotected_well","1","360","3","false","Unprotected_well","false","---","Livestock","Livestock","Dec","climate","---","Dec","climate","---","Dec","climate","---","false","Other_tech","NA","true","Ethiopian_gov","---","true","1","2"
"Dolo_Mena",">60","Male","true","---","Farming","9","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","2","1","2","76.795","1","true","true","false","false","true","true","true","false","false","false","true","true","true","false","---","govt_program","---","true","true","true","false","false","false","false","false","false","false","false","true","3","River","2","120","3","false","River","false","---","Other_prime_income","Other_prime_income","same","---","---","Dec","climate","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena","41-50","Male","true","---","Farming","12","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","2","1","1","1","83.935","1","true","true","true","true","true","true","false","false","false","false","true","true","true","false","---","borrow","---","false","false","false","true","true","true","false","false","false","false","false","false","4","River","2","60","2","false","River","false","---","Other_prime_income","Other_prime_income","same","---","---","same","---","---","---","---","---","true","new_crop","---","true","Ethiopian_gov","---","true","---","---"
"Meda_Welabu","21-30","Female_","true","---","Farming","6","false","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","1","1","0","92.86","1","true","true","false","false","true","true","false","false","false","false","true","false","true","false","---","sell_assets","---","false","true","true","true","true","true","false","false","false","false","false","false","2","Unprotected_spring","1","15","1","false","Unprotected_spring","false","---","Crop","Crop","Dec","climate","---","Dec","climate","---","---","---","---","false","---","---","true","Ethiopian_gov","---","true","---","---"
"Dolo_Mena","41-50","Male","true","---","Farming","10","true","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","NA","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","1","3","75.01","1","true","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow sell_assets","---","false","false","false","true","true","true","false","false","false","false","false","false","6","Unprotected_well","1","30","2","false","River","false","---","Other_prime_income","Agr_wage_labor Other_prime_income","Dec","govt climate","---","Dec","climate","---","---","---","---","true","new_crop water_harvest","---","true","Ethiopian_gov","---","true","---","---"
