SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-406391301,12/27/2016 12:43:00 PM,01/04/2017 02:24:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,NC,12/31/2016 12:00:00 AM,01/04/2017 02:24:00 PM,,Q,Y,N,"981 N CITRUS AVE, 90038",981,N,CITRUS,AVE,90038,34.08857516,-118.3398282,"(34.0885751626, -118.339828202)",593,D,6,Central APC,4,David Ryu,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD,23669,444,490,,7,34
1-406389641,12/27/2016 12:40:00 PM,04/13/2017 09:48:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,04/13/2017 09:48:00 AM,55,Q,Y,N,"216 W 65TH ST, 90003",216,W,65TH,ST,90003,33.98054493,-118.2767498,"(33.9805449308, -118.27674975)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,787,995,7,13,46
1-406384121,12/27/2016 12:39:00 PM,12/28/2016 10:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 10:44:00 AM,,A,Y,,"1618 W LEIGHTON AVE, 90062",1618,W,LEIGHTON,AVE,90062,34.01267935,-118.3096776,"(34.0126793504, -118.309677632)",673,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,731,1017,7,14,32
1-406383981,12/27/2016 12:38:00 PM,12/29/2016 10:21:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/29/2016 12:00:00 AM,12/29/2016 10:21:00 AM,,A,Y,N,"426 E 49TH ST, 90011",426,E,49TH,ST,90011,33.99869116,-118.2686683,"(33.9986911642, -118.268668331)",674,D,4,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON,22727,724,895,7,13,
1-406368931,12/27/2016 12:31:00 PM,01/04/2017 02:59:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/31/2016 12:00:00 AM,01/04/2017 02:59:00 PM,,Q,Y,N,"5175 W 8TH ST, 90036",5175,W,8TH,ST,90036,34.06052802,-118.3406796,"(34.0605280166, -118.340679578)",633,D,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,WILSHIRE,23667,577,220,,7,86
1-406359901,12/27/2016 12:27:00 PM,12/29/2016 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/29/2016 12:00:00 AM,12/29/2016 01:23:00 PM,,A,Y,N,"1719 S CENTRE ST, 90731",1719,S,CENTRE,ST,90731,33.72832,-118.2837575,"(33.7283199989, -118.283757492)",824,C,6,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,980,1208,15,15,33
1-406355851,12/27/2016 12:24:00 PM,12/31/2016 10:02:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 10:02:00 AM,,Q,Y,N,"400 E 84TH PL, 90003",400,E,84TH,PL,90003,33.96181402,-118.2671014,"(33.9618140245, -118.267101448)",704,D,2,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,22352,797,1001,7,13,45
1-406350081,12/27/2016 12:23:00 PM,01/03/2017 09:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/03/2017 09:03:00 AM,,Q,Y,N,"4628 W HOLLYWOOD BLVD, 90027",4628,W,HOLLYWOOD,BLVD,90027,34.09981152,-118.2902609,"(34.0998115193, -118.290260906)",594,A,4,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23445,434,1285,16,8,58
1-406348301,12/27/2016 12:22:00 PM,01/03/2017 11:40:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 11:40:00 AM,30,A,Y,N,"549 W 104TH PL, 90044",549,W,104TH,PL,90044,33.941637,-118.2844159,"(33.9416370008, -118.284415944)",704,B,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,23675,813,1171,7,14,45
1-406340331,12/27/2016 12:18:00 PM,12/29/2016 01:00:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 01:00:00 PM,,A,Y,N,"2816 N ROSANNA ST, 90039",2816,N,ROSANNA,ST,90039,34.10503381,-118.2489269,"(34.105033813, -118.24892693)",594,F,3,East Los Angeles APC,13,Mitch O'Farrell,43,ELYSIAN VALLEY RIVERSIDE NC,NORTHEAST,23670,393,832,,8,22
1-406337451,12/27/2016 12:17:00 PM,12/27/2016 12:22:00 PM,SR Created,BOS,Illegal Dumping Pickup,Cancelled,Call,,Y,EV,12/31/2016 12:00:00 AM,12/27/2016 12:22:00 PM,,C,Y,N,"12710 N BROMONT AVE, 91340",12710,N,BROMONT,AVE,91340,34.30115025,-118.426112,"(34.3011502542, -118.426112002)",482,C,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18910,42,285,,1,47
1-406322661,12/27/2016 12:14:00 PM,01/03/2017 02:10:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,01/03/2017 12:00:00 AM,01/03/2017 02:10:00 PM,,Q,Y,N,"14325 W FOOTHILL BLVD, 91342",14325,W,FOOTHILL,BLVD,91342,34.3196721,-118.4458198,"(34.3196720958, -118.445819776)",482,A,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-406319921,12/27/2016 12:13:00 PM,12/29/2016 09:55:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/29/2016 12:00:00 AM,12/29/2016 09:55:00 AM,,A,Y,N,"1310 E 21ST ST, 90011",1310,E,21ST,ST,90011,34.02206623,-118.2520839,"(34.0220662289, -118.252083923)",674,F,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON,22727,707,969,7,13,6
1-406310051,12/27/2016 12:09:00 PM,01/03/2017 11:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 11:37:00 AM,,A,Y,N,"4717 W ADAMS BLVD, 90016",4717,W,ADAMS,BLVD,90016,34.03271307,-118.3434023,"(34.0327130693, -118.343402285)",633,D,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,664,1361,7,12,17
1-406310661,12/27/2016 12:09:00 PM,01/06/2017 03:37:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,EV,01/05/2017 12:00:00 AM,01/06/2017 03:37:00 AM,57,A,Y,N,"5100 N TEESDALE AVE, 91607",5100,N,TEESDALE,AVE,91607,34.16331586,-118.4082861,"(34.163315855, -118.408286067)",562,E,3,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,191,636,17,5,39
1-406300981,12/27/2016 12:05:00 PM,12/28/2016 09:27:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/28/2016 12:00:00 AM,12/28/2016 09:27:00 AM,,A,Y,N,"4223 S EDGEHILL DR, 90008",4223,S,EDGEHILL,DR,90008,34.00769491,-118.3306091,"(34.007694911, -118.330609144)",673,F,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1021,7,12,54
1-406300471,12/27/2016 12:05:00 PM,12/29/2016 10:22:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/29/2016 12:00:00 AM,12/29/2016 10:22:00 AM,,A,Y,N,"8545 N BALBOA BLVD, 91325",8545,N,BALBOA,BLVD,91325,34.2260399,-118.5028625,"(34.2260399044, -118.502862497)",531,C,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18514,111,1540,,2,65
1-406300291,12/27/2016 12:05:00 PM,12/29/2016 08:11:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/29/2016 12:00:00 AM,12/29/2016 08:11:00 AM,,A,Y,N,"1320 S LOS ANGELES ST, 90015",1320,S,LOS ANGELES,ST,90015,34.03511464,-118.2596825,"(34.0351146355, -118.259682523)",634,E,6,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23076,693,1291,,9,76
1-406294981,12/27/2016 12:03:00 PM,12/30/2016 11:11:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 11:11:00 AM,,A,Y,N,"832 W 83RD ST, 90044",832,W,83RD,ST,90044,33.96353139,-118.28816,"(33.9635313926, -118.288159978)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,23675,783,1005,7,14,45
1-406294491,12/27/2016 12:02:00 PM,12/28/2016 09:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/28/2016 12:00:00 AM,12/28/2016 09:24:00 AM,,A,Y,N,"3338 W STOCKER ST, 90008",3338,W,STOCKER,ST,90008,34.00829219,-118.3309701,"(34.0082921882, -118.330970083)",673,F,3,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1021,7,12,54
1-406290491,12/27/2016 12:02:00 PM,01/03/2017 10:17:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/03/2017 12:00:00 AM,01/03/2017 10:17:00 AM,,Q,Y,N,"18315 W GAULT ST, 91335",18315,W,GAULT,ST,91335,34.19939927,-118.5324972,"(34.1993992651, -118.532497224)",530,J,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,264,578,,4,12
1-406293101,12/27/2016 12:02:00 PM,12/31/2016 12:07:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/31/2016 12:00:00 AM,12/31/2016 12:07:00 PM,,A,Y,N,"5626 N VALLEY CIRCLE BLVD, 91367",5626,N,VALLEY CIRCLE,BLVD,91367,34.17323331,-118.646922,"(34.1732333052, -118.646921979)",559,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19347,308,1481,,4,49
1-406291971,12/27/2016 12:01:00 PM,12/30/2016 11:12:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 11:12:00 AM,,A,Y,N,"HOOVER ST AT 83RD ST, 90044",,,,,90044,33.96362078,-118.2871182,"(33.9636207765, -118.287118194)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,23675,783,1005,7,14,45
1-406281291,12/27/2016 11:57:00 AM,12/30/2016 11:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 11:35:00 AM,,A,Y,N,"SEPULVEDA BLVD AT FOND DR, 91436",,,,,91436,34.13423966,-118.4832703,"(34.1342396619, -118.483270308)",561,F,7,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,327,1501,11,6,62
1-406272821,12/27/2016 11:54:00 AM,12/30/2016 11:05:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 11:05:00 AM,,A,Y,N,"SEPULVEDA BLVD AT ROYAL HILLS DR, 91436",,,,,91436,34.13537451,-118.4874437,"(34.135374512, -118.487443653)",561,E,7,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,19737,327,1501,11,6,62
1-406269921,12/27/2016 11:54:00 AM,12/30/2016 11:11:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 11:11:00 AM,,A,Y,N,"832 W 83RD ST, 90044",832,W,83RD,ST,90044,33.96353139,-118.28816,"(33.9635313926, -118.288159978)",704,B,2,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET,23675,783,1005,7,14,45
1-406266261,12/27/2016 11:52:00 AM,12/28/2016 07:56:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/28/2016 12:00:00 AM,12/28/2016 07:56:00 AM,,A,Y,N,"6931 N GAZETTE AVE, 91306",6931,N,GAZETTE,AVE,91306,34.19646502,-118.587516,"(34.1964650157, -118.587516017)",530,C,5,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,272,951,,4,66
1-406261331,12/27/2016 11:50:00 AM,12/31/2016 06:58:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 06:58:00 AM,,A,Y,N,"1039 S LA CIENEGA BLVD, 90035",1039,S,LA CIENEGA,BLVD,90035,34.05826753,-118.3764144,"(34.0582675316, -118.376414388)",632,J,3,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,639,811,,6,95
1-406255061,12/27/2016 11:47:00 AM,12/29/2016 11:04:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 11:04:00 AM,,A,Y,N,"3605 E 8TH ST, 90023",3605,E,8TH,ST,90023,34.01948627,-118.1997212,"(34.0194862738, -118.199721179)",675,C,1,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,528,1269,,9,38
1-406256651,12/27/2016 11:46:00 AM,12/30/2016 01:39:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:39:00 PM,,A,Y,N,"SATICOY ST AT ETHEL AVE, 91605",,,,,91605,34.20734545,-118.4182003,"(34.2073454543, -118.418200333)",532,D,4,North Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD,8888,163,463,,5,71
1-406247001,12/27/2016 11:43:00 AM,12/29/2016 11:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/29/2016 12:00:00 AM,12/29/2016 11:52:00 AM,,Q,Y,N,"1733 S CARMELINA AVE, 90025",1733,S,CARMELINA,AVE,90025,34.03452853,-118.4614803,"(34.034528532, -118.461480276)",631,J,6,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,866,750,9,10,50
1-406247171,12/27/2016 11:43:00 AM,12/30/2016 09:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:35:00 AM,,A,Y,N,"2317 W HYDE PARK BLVD, 90043",2317,W,HYDE PARK,BLVD,90043,33.9837877,-118.3192931,"(33.9837876952, -118.319293083)",673,G,6,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,754,1506,7,14,24
1-406243691,12/27/2016 11:41:00 AM,12/31/2016 07:29:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 07:29:00 AM,,A,Y,N,"216 E 109TH ST, 90061",216,E,109TH,ST,90061,33.93729459,-118.2713825,"(33.9372945864, -118.271382502)",704,D,6,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,24355,811,361,7,14,45
1-406234311,12/27/2016 11:38:00 AM,12/31/2016 12:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 12:34:00 PM,,A,Y,N,"9400 CASHIO ST, 90035",9400,,CASHIO,ST,90035,34.05235036,-118.3945706,"(34.0523503579, -118.39457062)",632,G,4,West Los Angeles APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,873,821,,6,95
1-406223992,12/27/2016 11:34:00 AM,01/18/2017 10:31:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,HB,01/02/2017 12:00:00 AM,01/18/2017 10:31:00 AM,55,A,Y,N,"817 S PALOS VERDES ST, 90731",817,S,PALOS VERDES,ST,90731,33.7365587,-118.2815526,"(33.7365586968, -118.281552554)",824,C,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,979,1271,,15,36
1-406220631,12/27/2016 11:31:00 AM,12/31/2016 07:16:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,12/31/2016 12:00:00 AM,12/31/2016 07:16:00 AM,,A,Y,N,"6119 ALCOTT ST, 90035",6119,,ALCOTT,ST,90035,34.05218128,-118.3746054,"(34.0521812752, -118.37460539)",633,A,4,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE,23666,641,1103,,12,23
1-406207661,12/27/2016 11:26:00 AM,12/31/2016 01:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,12/31/2016 12:00:00 AM,12/31/2016 01:29:00 PM,,A,Y,N,"1327 W 9TH ST, 90732",1327,W,9TH,ST,90732,33.73592423,-118.30635,"(33.7359242251, -118.306350035)",823,J,5,Harbor APC,15,Joe Buscaino,94,NORTHWEST SAN PEDRO NC,HARBOR,3343,978,1450,,15,25
1-406202871,12/27/2016 11:24:00 AM,12/29/2016 04:48:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/29/2016 04:48:00 PM,,A,Y,N,"MEMORY PARK AVE AT PARTHENIA PL, 91343",,,,,91343,34.22843055,-118.4644318,"(34.2284305504, -118.464431817)",531,H,1,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION,18914,126,420,,3,73
1-406194641,12/27/2016 11:20:00 AM,12/30/2016 05:20:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Driver Self Report,,N,EV,12/31/2016 12:00:00 AM,12/30/2016 05:20:00 PM,56,A,Y,N,"13798 SAN FERNANDO RD, 91342",13798,,SAN FERNANDO,RD,91342,34.31458829,-118.4871854,"(34.3145882886, -118.487185366)",481,E,3,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,51,1402,,1,47
1-406186211,12/27/2016 11:18:00 AM,01/03/2017 09:50:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,01/03/2017 09:50:00 AM,,A,Y,N,"7253 N VARIEL AVE, 91303",7253,N,VARIEL,AVE,91303,34.20250867,-118.5930427,"(34.2025086696, -118.593042713)",530,B,5,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,287,1465,,4,37
1-406190501,12/27/2016 11:18:00 AM,12/28/2016 07:41:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/28/2016 12:00:00 AM,12/28/2016 07:41:00 AM,,A,Y,N,"1731 W 55TH ST, 90062",1731,W,55TH,ST,90062,33.9924572,-118.3079279,"(33.992457196, -118.307927937)",673,H,5,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,24027,743,1051,7,14,35
1-406184701,12/27/2016 11:16:00 AM,12/29/2016 10:58:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/29/2016 12:00:00 AM,12/29/2016 10:58:00 AM,,A,Y,N,"509 S WESTLAKE AVE, 90057",509,S,WESTLAKE,AVE,90057,34.05958279,-118.2736153,"(34.0595827944, -118.273615296)",634,C,3,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART,24352,562,836,,11,68
1-406186561,12/27/2016 11:16:00 AM,12/28/2016 01:02:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/28/2016 12:00:00 AM,12/28/2016 01:02:00 PM,,A,Y,N,"6459 N FULTON AVE, 91401",6459,N,FULTON,AVE,91401,34.18835617,-118.4227861,"(34.1883561686, -118.422786128)",532,D,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,184,499,,5,70
1-406183661,12/27/2016 11:15:00 AM,01/03/2017 06:13:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,01/03/2017 06:13:00 AM,,A,Y,N,"7351 N VARIEL AVE, 91303",7351,N,VARIEL,AVE,91303,34.20427286,-118.5930449,"(34.2042728634, -118.593044861)",530,B,4,South Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4278,287,1465,,4,37
1-406163381,12/27/2016 11:06:00 AM,01/03/2017 10:02:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 10:02:00 AM,,A,Y,N,"2627 S HOBART BLVD, 90018",2627,S,HOBART,BLVD,90018,34.03177909,-118.3080578,"(34.0317790896, -118.308057797)",633,H,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,689,654,7,14,32
1-406163211,12/27/2016 11:06:00 AM,01/04/2017 04:12:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/31/2016 12:00:00 AM,01/04/2017 04:12:00 PM,,A,Y,N,"1024 S MARIPOSA AVE, 90006",1024,S,MARIPOSA,AVE,90006,34.05193579,-118.2988435,"(34.0519357871, -118.298843455)",633,J,4,Central APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC,22723,619,1356,,11,8
1-406123071,12/27/2016 10:53:00 AM,12/29/2016 09:23:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/29/2016 12:00:00 AM,12/29/2016 09:23:00 AM,,A,Y,N,"16249 W PARTHENIA ST, 91343",16249,W,PARTHENIA,ST,91343,34.22853228,-118.4869708,"(34.2285322754, -118.486970762)",531,E,1,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,120,422,,2,88
1-406115514,12/27/2016 10:50:00 AM,01/03/2017 09:24:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,NC,12/30/2016 12:00:00 AM,01/03/2017 09:24:00 AM,,Q,Y,N,"CHEVY CHASE DR AT ALGER ST, 90039",,,,,90039,34.13341095,-118.2654892,"(34.1334109455, -118.265489181)",564,D,6,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST,23670,395,396,,8,42
1-406110421,12/27/2016 10:49:00 AM,12/29/2016 12:02:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/29/2016 12:00:00 AM,12/29/2016 12:02:00 PM,,Q,Y,N,"HARBOR FRWY AT 7TH ST, 90017",,,,,90017,34.05024632,-118.2626462,"(34.0502463213, -118.262646235)",634,D,4,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23078,568,1378,,9,76
1-406110881,12/27/2016 10:48:00 AM,12/27/2016 10:50:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/27/2016 10:50:00 AM,56,A,Y,N,"5600 N KESTER AVE, 91411",5600,N,KESTER,AVE,91411,34.1721303,-118.4573625,"(34.172130299, -118.45736251)",561,J,2,South Valley APC,4,David Ryu,20,VAN NUYS NC,VAN NUYS,19735,241,666,,7,18
1-406104271,12/27/2016 10:46:00 AM,12/27/2016 10:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:47:00 AM,56,A,Y,N,"14600 W ALBERS ST, 91411",14600,W,ALBERS,ST,91411,34.17018978,-118.4509939,"(34.1701897765, -118.45099389)",562,A,2,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,247,346,,7,83
1-406093271,12/27/2016 10:42:00 AM,12/30/2016 02:25:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,HB,12/30/2016 12:00:00 AM,12/30/2016 02:25:00 PM,,A,Y,N,"1239 N AVALON BLVD, 90744",1239,N,AVALON,BLVD,90744,33.7878142,-118.2632924,"(33.7878141976, -118.263292427)",794,E,5,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,960,1200,,15,15
1-406098411,12/27/2016 10:42:00 AM,12/27/2016 10:43:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:43:00 AM,56,A,Y,N,"15100 W DICKENS ST, 91403",15100,W,DICKENS,ST,91403,34.1517746,-118.4621107,"(34.1517745996, -118.462110721)",561,H,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,335,565,,7,83
1-406088391,12/27/2016 10:39:00 AM,12/27/2016 10:40:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:40:00 AM,56,A,Y,N,"4578 N KESTER AVE, 91403",4578,N,KESTER,AVE,91403,34.15364033,-118.4573483,"(34.1536403254, -118.457348285)",561,J,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,336,680,6,7,83
1-406083131,12/27/2016 10:36:00 AM,12/27/2016 10:38:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/28/2016 12:00:00 AM,12/27/2016 10:38:00 AM,56,A,Y,N,"11255 W CAMARILLO ST, 91602",11255,W,CAMARILLO,ST,91602,34.15776752,-118.3764669,"(34.157767521, -118.376466866)",562,J,3,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8489,211,322,,5,13
1-406057051,12/27/2016 10:27:00 AM,12/27/2016 10:30:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/27/2016 10:30:00 AM,56,A,Y,N,"14100 W DICKENS ST, 91423",14100,W,DICKENS,ST,91423,34.14802243,-118.4401393,"(34.1480224294, -118.440139328)",562,B,5,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,334,682,,7,83
