LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000040097-0001-9,SAPPHIRE VENTURES INC AND SUPERCUTS,SUPER CUTS,11034 VENTURA BLVD,STUDIO CITY,91604-3546,11034 VENTURA 91604-3546,26470 RUETHER AVENUE SUITE,SANTA CLARITA,91350-2969,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,02/11/2000,"(34.1408, -118.3713)",8492,5,351,712,6,84
0000040207-0001-2,MICHAEL DAMON ANT,SPORTS SOURCE Z,11841 VENTURA BLVD,STUDIO CITY,91604-2618,11841 VENTURA 91604-2618,,,,"Gift, novelty, & souvenir stores",4,05/06/2003,"(34.1422, -118.3899)",8492,5,351,1353,6,84
0000040238-0001-8,FESHARAKI DDS A DENTAL CORP,,12660 RIVERSIDE DRIVE #240,VALLEY VILLAGE,91607-3431,12660 RIVERSIDE 91607-3431,,,,Offices of physicians (except mental health specialists),4,02/14/2000,"(34.1576, -118.4095)",8890,7,203,689,,
0000040328-0001-2,PAUL KOPEIKIN GALLERY INC,,2658 GRIFFITH PARK BLVD    #220,LOS ANGELES,90039-2520,2658 GRIFFITH PARK 90039-2520,2658 GRIFFITH PARK BLVD,LOS ANGELES,90039-2520,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,10/01/1992,"(0.0, 0.0)",,,,,,
0000040391-0001-6,DANA M DERRICK,THE HONEY SUITE,14021 VENTURA BLVD,SHERMAN OAKS,91423-3511,14021 VENTURA 91423-3511,12500 HUSTON STREET #102,VALLEY VILLAGE,91607-3426,Nail salons,4,04/01/2003,"(34.1491, -118.4379)",19736,7,334,682,6,83
0000040474-0001-1,LAWERENCE G/SUSAN E BARNES,,4441 MELBOURNE AVENUE,LOS ANGELES,90027-4432,4441 MELBOURNE 90027-4432,4431 MELBOURNE AVENUE,LOS ANGELES,90027-4432,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1983,"(34.1036, -118.2861)",23445,7,399,1328,,3
0000040560-0001-7,LAW OFFICE OF HOWARD GOLDSTEIN INC,,14140   VENTURA BLVD   SUITE #204,SHERMAN OAKS,91423-2750,14140 VENTURA 91423-2750,13701   RIVERSIDE DRIVE   SUITE #700,SHERMAN OAKS,91423-2449,Legal services,4,01/01/2000,"(34.1493, -118.4415)",19736,7,334,681,6,83
0000040565-0001-0,ALISON WINSTON,,4711 NATICK AVENUE #232,SHERMAN OAKS,91403-5108,4711 NATICK 91403-5108,,,,Sound recording industries,4,05/05/2003,"(34.155, -118.4541)",19732,7,336,677,,83
0000040710-0001-5,ASHOT ABRAMYAN,A A GOLDEN PLUMBING,4036 CUMBERLAND AVENUE,LOS ANGELES,90027-1508,4036 CUMBERLAND 90027-1508,,,,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",4,05/18/1991,"(34.0991, -118.2794)",23445,7,466,601,,3
0000040731-0001-7,PETER ANDERSON,,2547 HYPERION AVENUE #A,LOS ANGELES,90027-3316,2547 HYPERION 90027-3316,9105 EMERALD COVE COURT,LAS VEGAS,89117-2405,Lessors of real estate (including mini warehouses & self-storage units),4,10/14/1983,"(34.1047, -118.2731)",23445,7,463,1312,,90
0000040780-0001-1,TERRI BERLAND,TERRI BERLAND INTERIORS,4721 ALONZO AVENUE,ENCINO,91316-3605,4721 ALONZO 91316-3605,668 Oak Run #106,Oak Park,91377-5623,Home furnishings stores,4,01/01/2000,"(34.156, -118.5206)",4286,6,328,662,,62
0000040813-0001-7,ANDREA SOPHIA VICZIAN,,2012 N BEACHWOOD DRIVE,LOS ANGELES,90068-3402,2012 BEACHWOOD 90068-3402,951 HUGO REID DRIVE,ARCADIA,91007-6100,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1984,"(34.1077, -118.3216)",24033,7,405,552,,64
0000040828-0001-3,DEBORAH L JENKINS,PEARLEYE,14060 MILBANK STREET #6,SHERMAN OAKS,91423-2901,14060 MILBANK 91423,,,,Computer systems design & related services,4,01/01/2000,"(34.153, -118.4388)",19736,7,333,692,,83
0000040853-0001-1,FIRST PRIZE INC,,3190   DONA SARITA PLACE,STUDIO CITY,91604-4344,3190 DONA SARITA 91604-4344,3190 DONA SARITA PLACE,STUDIO CITY,91604-4344,Employment services,4,05/20/2003,"(34.1296, -118.3769)",8492,5,351,973,11,84
0000040955-0001-9,LEE-ANN RUBINSTEIN,,3932 STONE CANYON AVENUE,SHERMAN OAKS,91403-4538,3932 STONE CANYON 91403-4538,,,,Employment services,4,08/01/2002,"(34.142, -118.4601)",19732,7,340,685,,83
0000041118-0001-0,GARBIS GARY ANDONIAN,,11457 DONA EVITA DRIVE,STUDIO CITY,91604-4254,11457 DONA EVITA 91604-4254,4108 Farmdale,Studio City,91604-3014,Lessors of real estate (including mini warehouses & self-storage units),4,06/01/1974,"(34.1285, -118.3814)",8492,5,352,711,11,84
0000041171-0001-0,BRIANA SPEARS SITZER,POLKADOT PIG,3747 MEADVILLE DRIVE,SHERMAN OAKS,91403-5002,3747 MEADVILLE 91403-5002,,,,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,05/28/2003,"(34.1374, -118.466)",19732,7,340,672,11,83
0000041352-0001-3,MAYABEQUE INC,VERSAILLES ONE,17410 VENTURA BLVD,ENCINO,91316-3827,17410 VENTURA 91316-3827,,,,Full-service restaurants,4,10/01/1992,"(34.1611, -118.5117)",4286,6,325,328,6,62
0000041412-0001-7,LOU CHAR FULLER PROPERTY LLC,,1829 N FULLER AVENUE #360,LOS ANGELES,90046-2318,1829 FULLER 90046-2318,13245 RIVERSIDE DRIVE #360,SHERMAN OAKS,91423-5607,Lessors of real estate (including mini warehouses & self-storage units),4,02/13/1985,"(34.1041, -118.3489)",23677,7,456,904,,82
0000041425-0001-4,KAREN BOROSICH,,17200 VENTURA BLVD #203,ENCINO,91316-4085,17200 VENTURA 91316-4085,,,,Employment services,4,03/09/2003,"(34.1605, -118.5076)",4286,6,325,328,6,62
0000041452-0001-1,DORIS CAMPOS DUONG,DORIS ADULT RES CARE FACILITY,8012 NEWCASTLE AVENUE,RESEDA,91335-1423,8012 NEWCASTLE 91335-1423,,,,Nursing & residential care facilities,4,05/20/2003,"(34.2159, -118.5254)",18909,2,253,428,,12
0000041468-0001-2,ROBERTO MEDINA,,5349   NEWCASTLE AVENUE   UNIT #55,ENCINO,91316-3092,5349 NEWCASTLE 91316-3092,,,,Janitorial services,4,05/20/2003,"(34.1682, -118.5251)",4286,6,323,955,,62
0000041516-0001-3,ROBERT E MORELAND,,13055 OTSEGO STREET,SHERMAN OAKS,91423-1624,13055 OTSEGO 91423-1624,,,,Employment services,4,01/01/1999,"(34.163, -118.4172)",19736,7,203,645,,83
0000041704-0001-7,DIANA ROSEN,,1851 N NORMANDIE AVENUE APT #19,LOS ANGELES,90027-3926,1851 NORMANDIE 90027-3926,,,,"Management, scientific, & technical consulting services",4,01/01/2003,"(34.1044, -118.3005)",23445,7,401,1327,16,3
0000041726-0011-1,YOSHINOYA AMERICA INC,BEEF BOWL #149,6800 RESEDA BLVD #H,RESEDA,91335-4256,6800 RESEDA 91335-4256,991 KNOX STREET,TORRANCE,90502-1006,Full-service restaurants,4,04/06/1988,"(34.1938, -118.536)",18909,4,267,578,,12
0000041743-0001-7,JUNG JOO,,4381 VENTURA CANYON AVENUE #8,SHERMAN OAKS,91423-3735,4381 VENTURA CANYON 91423-3735,,,,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",4,03/24/2003,"(34.1499, -118.4296)",19736,7,331,694,,83
0000041803-0001-1,MICHAEL LOPEZ,,14140 MOORPARK STREET APT #223,SHERMAN OAKS,91423-2790,14140 MOORPARK 91423-2790,3814 LOST SPRINGS DRIVE,AGOURA HILLS,91301-5322,,4,01/02/2003,"(34.1504, -118.4413)",19736,7,333,676,6,83
0000041842-0001-1,CROSSROADS TRADING CO INC,,12300 VENTURA BLVD,STUDIO CITY,91604-2508,12300 VENTURA 91604-2508,1409 5TH STREET,BERKELEY,94710-1343,"Apparel, piece goods, & notions",4,07/09/2003,"(34.143, -118.4008)",8492,5,352,710,6,84
0000041842-0002-9,CROSSROADS TRADING CO INC,CROSSROADS TRADING CO INC,2656 GRIFFITH PARK BLVD,LOS ANGELES,90039-2520,2656 GRIFFITH PARK 90039-2520,1409 5TH STREET,BERKELEY,94710-1343,,4,07/10/2008,,,,,,,
0000041862-0001-8,SUNAIR FOUNDATION INC,SUNAIR GIFT SHOP,16237 VENTURA BLVD,ENCINO,91436-2201,16237 VENTURA 91436-2201,5811 BEDFORD AVENUE,LOS ANGELES,90056-1417,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,07/01/1984,"(34.1568, -118.487)",19737,6,326,1500,6,62
0000041926-0001-0,ALL TECH INC,,6934 CANBY AVENUE SUITE #110,RESEDA,91335-8773,6934 CANBY 91335-8773,18375 VENTURA BLVD UNIT #302,TARZANA,91356-4218,Electrical Contractors (1997 NAICS),4,01/01/2003,"(34.1962, -118.5347)",18909,4,264,578,,12
0000041940-0001-0,MEG MC DONALD,MC DONALD MEDIA SERVICES,11076 FRUITLAND DRIVE,STUDIO CITY,91604-3541,11076 FRUITLAND 91604-3541,,,,Advertising & related services,4,11/01/1975,"(34.1401, -118.3717)",8492,5,351,712,,84
0000042070-0001-4,DAVID PRIOR,,4138 LOS FELIZ BLVD,LOS ANGELES,90027-2339,4138 LOS FELIZ 90027,,,,Motion picture & video industries (except video rental),4,,"(34.1128, -118.2821)",23445,7,396,1218,,3
0000042200-0001-5,LBDC FAMILY LTD PARTNERSHIP /C,,14248 DICKENS STREET,SHERMAN OAKS,91423-4167,14248 DICKENS 91423-4167,10573 W PICO BLVD #241,LOS ANGELES,90064-2333,Lessors of real estate (including mini warehouses & self-storage units),4,06/01/1975,"(34.149, -118.4441)",19736,7,334,681,,83
0000042285-0001-7,"DOWNTOWN THE MOVIE,LLC",,4130   CAHUENGA BLVD   #220,UNIVERSAL CY,91802-,4130 CAHUENGA 91802,,,,Motion picture & video industries (except video rental),4,,"(0.0, 0.0)",,,,,,
0000042291-0001-2,KINKAI CORP,SUSHI DAN,11056 VENTURA BLVD,STUDIO CITY,91604-3546,11056 VENTURA 91604-3546,,,,Full-service restaurants,4,11/01/2003,"(34.1409, -118.3715)",8492,5,351,712,6,84
0000042295-0001-1,"4410 AVOCADO STREET, LLC",,4410 AVOCADO STREET,LOS ANGELES,90027-2128,4410 AVOCADO 90027-2128,333 S BEVERLY DRIVE UNIT #205,BEVERLY HILLS,90212-4304,Lessors of real estate (including mini warehouses & self-storage units),4,04/25/2003,"(34.111, -118.2858)",23445,7,400,511,,3
0000042359-0001-2,A2ZHEALTH.COM INC,A2ZHEALTH.COM,7620 LINDLEY AVENUE,RESEDA,91335-2123,7620 LINDLEY 91335-2123,9772 CACTUS AVENUE,CHATSWORTH,91311-2629,Offices of physicians (except mental health specialists),4,03/01/2000,"(34.2087, -118.5273)",18909,2,253,1034,,12
0000042395-0001-9,ANY AGOPIAN,,4146 DUNDEE DRIVE,LOS ANGELES,90027-1325,4146 DUNDEE 90027-1325,,,,Home furnishings stores,4,01/01/1976,"(34.118, -118.2839)",23445,7,397,938,,3
0000042501-0001-4,LUANA BERGERE INC,ZODIAK AUTO SUPPLY,6925 CANBY AVENUE SUITE #110,RESEDA,91335-4363,6925 CANBY 91335-4363,POST OFFICE BOX #371150,RESEDA,91337-1150,Hardware stores,4,02/24/2000,"(34.196, -118.5347)",18909,4,264,578,,12
0000042967-0001-6,SUSAN COHEN,,15222 MAGNOLIA BLVD APT #213,SHERMAN OAKS,91403-1158,15222 MAGNOLIA 91403-1158,15222 MAGNOLIA BLVD APT #213,SHERMAN OAKS,91403-1158,,4,06/01/1992,"(34.1646, -118.4651)",19732,7,248,675,,83
0000043036-0001-4,ANTHONY KILHOFFER,,12002 LAUREL TERRACE DRIVE,STUDIO CITY,91604-3616,12002 LAUREL TERRACE 91604-3616,12002 LAUREL TERRACE DRIVE,STUDIO CITY,91604-3616,Travel arrangement & reservation services,4,01/01/2001,"(34.137, -118.3931)",8492,5,352,710,,84
0000043051-0001-9,CHERI MANCUSO/JOHN SCARANO,SCARANO MANCUSO,4733 ALLOTT AVENUE,SHERMAN OAKS,91423-2402,4733 ALLOTT 91423-2402,4733 ALLOTT AVENUE,SHERMAN OAKS,91423-2402,Travel arrangement & reservation services,4,01/01/2000,"(34.1563, -118.4279)",19736,7,202,964,,83
0000043063-0001-1,MID VALLEY LIGHTING INC,,14850   OXNARD STREET,VAN NUYS,91411-3123,14850 OXNARD 91411-3123,,,,Furniture &  home furnishing,4,10/01/1992,"(34.1793, -118.457)",19735,7,241,1337,,18
0000043303-0001-4,AMER-I-CAN FOUNDATION FOR SOCIAL CHANGE INC,,1851 SUNSET PLAZA DRIVE,LOS ANGELES,90069-1313,1851 SUNSET PLAZA 90069-1313,,,,"Educational services (including schools, colleges, & universities)",4,05/01/1993,"(34.1022, -118.3823)",24034,7,458,727,,81
0000043340-0001-5,JACQUIE BARNBROOK,,1861 TALMADGE STREET,LOS ANGELES,90027-4540,1861 TALMADGE 90027-4540,,,,Motion picture & video industries (except video rental),4,,"(34.1045, -118.283)",23445,7,465,1328,,3
0000043379-0001-7,ACME PERFORMANCE GROUP INC,,1822 HYPERION AVENUE,LOS ANGELES,90027-4738,1822 HYPERION 90027-4738,1822   HYPERION AVENUE,LOS ANGELES,90027-4738,Motion picture & video industries (except video rental),4,09/01/1992,"(34.0965, -118.276)",23670,7,463,599,,90
0000043411-0001-7,YOUTH JOB AWARENESS PROJECT /C,,3175 W 6TH STREET #110,LOS ANGELES,90020-1708,3175 6TH 90020-1708,,,,Employment services,4,08/15/1992,,,,,,,
0000043436-0001-7,JIM WALL,,8847 WONDERLAND AVENUE,LOS ANGELES,90046-1851,8847 WONDERLAND 90046-1851,,,,Photographic services,4,,"(34.1099, -118.3872)",23677,7,459,731,,81
0000043634-0001-4,MIFF/MEDIA ITALIA,,2014 N SYCAMORE AVENUE,LOS ANGELES,90068-3736,2014 SYCAMORE 90068,,,,Motion picture & video industries (except video rental),4,,"(34.1074, -118.3422)",24033,7,408,717,,82
0000043801-0001-6,PRODUCTIONWERKS INC,,14926 DICKENS STREET #5,SHERMAN OAKS,91403-5905,14926 DICKENS 91403-5905,,,,Photographic services,4,,"(34.1515, -118.46)",19732,7,335,565,,83
0000043814-0001-3,CESAR CERVERA,CESAR'S AUTO REPAIR,6201 FRANKLIN AVENUE,LOS ANGELES,90028-5201,6201 FRANKLIN 90028-5201,6201 FRANKLIN AVENUE,LOS ANGELES,90028-5201,Gasoline stations (including convenience stores with gas),4,12/01/1975,,,,,,,
0000043835-0001-5,WILLIAM O AREVALO,,6447 ZELZAH AVENUE,RESEDA,91335-6219,6447 ZELZAH 91335-6219,POST OFFICE BOX #924,LOS ANGELES,90078-0924,Employment services,4,08/01/2003,"(34.188, -118.5224)",18909,4,267,247,,12
0000043839-0003-0,STEVE H BOLUR DDS INC,,17200 VENTURA BLVD SUITE #309,ENCINO,91316-5016,17200 VENTURA 91316-5016,,,,Offices of dentists,4,08/09/2011,"(34.1605, -118.5076)",4286,6,325,328,6,62
0000043873-0001-1,ASIAN PACIFIC HEALTH CARE VENTURE INC,NON PROFIT COMMUNITY CLINIC,1530   HILLHURST AVENUE,LOS ANGELES,90027-5516,1530 HILLHURST 90027-5516,4216   FOUNTAIN AVENUE,LOS ANGELES,90029-2256,Outpatient  care centers,4,01/01/1990,"(34.0992, -118.287)",23445,7,466,377,16,3
0000043873-0002-9,ASIAN PACIFIC HEALTH CARE VENTURE INC,,3111 GRIFFITH PARK BLVD,LOS ANGELES,90027-3011,3111 GRIFFITH PARK 90027-3011,4216 FOUNTAIN AVENUE,LOS ANGELES,90029-2256,Outpatient  care centers,4,03/29/2013,"(34.1098, -118.2759)",23445,7,464,547,,3
0000043873-0003-7,ASIAN PACIFIC HEALTH CARE VENTURE INC,,4216 FOUNTAIN AVENUE,LOS ANGELES,90029-2256,4216 FOUNTAIN 90029-2256,,,,Outpatient  care centers,4,03/29/2013,"(34.0958, -118.2817)",23445,7,466,620,,3
0000043886-0002-6,CLIVE SEGIL MD INC,,17777   VENTURA BLVD   SUITE #230,ENCINO,91316-3748,17777 VENTURA 91316-3748,1880   CENTURY PARKS  E SUITE #200,LOS ANGELES,90067-1602,Offices of physicians (except mental health specialists),4,07/05/2000,"(34.1632, -118.5198)",4286,6,324,1284,6,62
0000043899-0001-5,GRACE MARKET RESEARCH INC,,3864 CLAYTON AVENUE,LOS ANGELES,90027-4720,3864 CLAYTON 90027-4720,,,,Computer systems design & related services,4,01/01/1976,"(34.0985, -118.277)",23445,7,465,548,,3
0000043901-0001-4,JG KALLINS INVESTMENTS LP,MERRILL PLAZA,2656 GRIFFITH PARK BLVD,LOS ANGELES,90039-2520,2656 GRIFFITH PARK 90039-2520,3720 S SUSAN STREET SUITE #100,SANTA ANA,92704-6957,Lessors of real estate (including mini warehouses & self-storage units),4,04/07/1987,"(34.1066, -118.2721)",23670,7,463,1312,,90
0000044028-0001-7,MARY E VALENTINE,,15030 VENTURA BLVD UNIT #456,SHERMAN OAKS,91403-5470,15030 VENTURA 91403-5470,15030   VENTURA BLVD,SHERMAN OAKS,91403-5470,"Management, scientific, & technical consulting services",4,11/01/1992,"(34.1525, -118.4608)",19732,7,335,565,6,83
0000044180-0001-1,JAMES E PRESSLEY DC,,5445   VENTURA CANYON AVENUE,SHERMAN OAKS,91401-5227,5445 VENTURA CANYON 91401-5227,5445   VENTURA CANYON AVENUE,SHERMAN OAKS,91401-5227,Offices of all other miscellaneous health practitioners,4,01/01/1989,"(34.1698, -118.4294)",19729,7,201,515,,83
0000044204-0001-8,SHAWN ANDRA MOUNGER WARD,SHAWN'S HAIRCUTTING & STYLING,14448   MAGNOLIA BLVD   #D,SHERMAN OAKS,91423-1032,14448 MAGNOLIA 91423-1032,12439 MAGNOLIA BLVD UNIT #290,VALLEY VILLAGE,91607-2450,Nail salons,4,02/01/2002,"(34.1647, -118.4479)",19736,7,245,416,,83
0000044259-0001-9,CHAKOS PRODUCTIONS INC,,16140 MOORPARK STREET,ENCINO,91436-1326,16140 MOORPARK 91436-1326,,,,Motion picture & video industries (except video rental),4,01/03/2003,"(34.1579, -118.4854)",19737,6,326,665,,62
0000044339-0001-0,JOSEPH MAYER/BEN WESTREICH/BEN FRIED,PANORAMA CONTINENTAL,13214 CHANDLER BLVD,SHERMAN OAKS,91401-6018,13214 CHANDLER 91401-6018,POST OFFICE BOX #4433,N HOLLYWOOD,91617-0433,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1985,"(34.1683, -118.4209)",19729,7,203,645,,83
0000044365-0001-2,ROGER ERICKSON,,3057 HOLLYCREST DRIVE,LOS ANGELES,90068-1801,3057 HOLLYCREST 90068-1801,,,,Photographic services,4,,"(34.1273, -118.3443)",24033,7,407,715,11,82
0000044367-0001-1,SIDSUN MANAGEMENT CORP,,3982 ARCHDALE ROAD,ENCINO,91436-3904,3982 ARCHDALE 91436-3904,POST OFFICE BOX #260710,ENCINO,91426-0710,Office administrative services,4,06/01/1992,"(34.1426, -118.477)",19737,6,339,670,,62
0000044420-0001-3,DANIEL E GROSZ MD A PROFESSIONAL CORPORATION,,16661 VENTURA BLVD SUITE #304,ENCINO,91436-1949,16661 VENTURA 91436-1949,3523 ADAMSVILLE AVENUE,CALABASAS,91302-5802,Offices of physicians (except mental health specialists),4,09/01/1992,"(34.1587, -118.4963)",19737,6,326,1363,6,62
0000044678-0001-4,AZADEH RAHIMI PHD PSYCHOLOGY INC,SOUTHERN CALIFORNIA MENTAL HEALTH & ASSESSMENT CENTERS,16661 VENTURA BLVD SUITE #520,ENCINO,91436-1975,16661 VENTURA 91436-1975,POST OFFICE BOX #1111,AGOURA HILLS,91376-1111,Offices of all other miscellaneous health practitioners,4,05/05/2003,"(34.1581, -118.4964)",19737,6,326,1499,6,62
0000044692-0001-4,ROBERT WERDANN/ASSOCIATES INC,SEQUOIA LANDSCAPE,18007   TOPHAM STREET,ENCINO,91316-7126,18007 TOPHAM 91316-7126,,,,Landscape architecture services,4,11/01/1975,"(34.181, -118.5251)",4286,6,268,304,,62
0000045022-0001-7,ALBERT RYBALNIK,ALBERT HANDYMAN SERVICES,1322 N VISTA STREET APT #4,LOS ANGELES,90046-4823,1322 VISTA 90046-4823,1539 N ALEXANDRIA AVENUE APT #210,LOS ANGELES,90027-5241,Employment services,4,01/11/2002,,,,,,,
0000045114-0001-1,WILLIAM ADELMAN,NEW WEST SALES,6320 ENFIELD AVENUE,ENCINO,91316-6412,6320 ENFIELD 91316-6412,,,,Other miscellaneous nondurable goods,4,01/01/2001,"(34.184, -118.5237)",4286,6,268,304,,62
0000045157-0001-9,PAUL PYONGSOK LEE,CELEBRITY  CLEANERS,14352 VENTURA BLVD,SHERMAN OAKS,91423-2755,14352 VENTURA 91423-2755,,,,Electrical & electronic goods,4,04/01/2003,"(34.1503, -118.4451)",19736,7,334,681,6,83
0000045174-0001-2,LEE SPIRO/GERALD/DIANA BOROK,BOROK & SPIRO,14417 WEDDINGTON STREET,SHERMAN OAKS,91401-5625,14417 WEDDINGTON 91401-5625,4934 GLORIA AVENUE,ENCINO,91436-1527,Lessors of real estate (including mini warehouses & self-storage units),4,01/15/1992,"(34.1666, -118.4471)",19729,7,242,416,,83
0000045226-0001-1,"AIS AFFINITY INSURANCE AGENCY, INC",AON DIRECT INSURANCE ADMINISTRATORS,15303   VENTURA  BLVD   FLOOR #12,NORTH HOLLYWOOD,91615-,15303 VENTURA  91615-,159 E COUNTY LINE ROAD,HATBORO,19040-1218,Insurance agencies & brokerages,4,08/25/2004,"(0.0, 0.0)",,,,,,
0000045243-0001-5,L/V TOMALEVSKI ARCHITECTS INC,L & V ARCHITECTS,8416   HAROLD WAY,LOS ANGELES,90069-1903,8416 HAROLD 90069-1903,,,,Other accounting services,4,01/01/1993,"(34.097, -118.3746)",24034,7,458,727,,81
0000045288-0001-2,MANSOUR NAMDAR,NAMDAR ENGINEERING,16867 SEVERO PLACE,ENCINO,91436-4033,16867 SEVERO 91436-4033,,,,Engineering services,4,01/01/1990,"(34.1332, -118.5004)",19737,6,327,1558,11,62
0000045559-0001-1,WKS RESTAURANT CORP,EL POLLO LOCO | EL POLLO LOCO #3467,4544 SAUGUS AVENUE,SHERMAN OAKS,91403-4041,4544 SAUGUS 91403-4041,5856 Corporate #200,Cypress,90630-4754,Full-service restaurants,4,03/16/2002,"(34.152, -118.4662)",19732,7,335,565,6,83
0000045663-0002-3,MALCOLM ARAKELIAN,,3726 MONON STREET,LOS ANGELES,90027-3061,3726 MONON 90027-3061,2015 N CATALINA STREET,LOS ANGELES,90027-1825,,4,03/10/2002,"(34.1099, -118.2748)",23445,7,464,547,,3
0000045686-0001-6,WAYNE MOTLEY,,15419 VALLEY VISTA BLVD,SHERMAN OAKS,91403-3813,15419 VALLEY VISTA 91403-3813,,,,Single Family Housing Construction (1997 NAICS),4,04/01/1991,"(34.1494, -118.4707)",19732,6,338,670,,62
0000045748-0001-9,JOHN ROBERSON,,8074 FAREHOLM DRIVE #6,LOS ANGELES,90046-2141,8074 FAREHOLM 90046-2141,8074   FAREHOLM DRIVE   UNIT #6,LOS ANGELES,90046-2141,"Specialized design services (including interior, industrial, graphic, & fashion design)",4,02/02/2000,,,,,,,
0000045821-0001-8,PLANNING DESIGN CONSTRUCTION INC,,16756 OTSEGO STREET,ENCINO,91436-1030,16756 OTSEGO 91436-1030,,,,Single Family Housing Construction (1997 NAICS),4,09/02/2004,"(34.1646, -118.4979)",19737,6,326,1363,,62
0000045866-0001-5,E L DORAN PUBLIC RELATIONS LLC,,3950 LAUREL CANYON BLVD UNIT #1518,STUDIO CITY,91614-7044,3950 LAUREL CANYON 91614-7044,3950 LAUREL CANYON BLVD #1518,STUDIO CITY,91614-7044,Advertising & related services,4,11/15/1991,"(34.1422, -118.3948)",8492,5,352,710,6,84
0000045876-0001-9,MITCHELL / RUTH SHAPIRO / RICHARD CLOSE ET AL,BROOKS VENTURE,17200 BURBANK BLVD,ENCINO,91316-1801,17200 BURBANK 91316-1801,POST OFFICE BOX #260515,ENCINO,91426-0515,Lessors of real estate (including mini warehouses & self-storage units),4,07/01/1991,"(34.1722, -118.5076)",4286,6,315,561,,62
0000046118-0001-6,DIGNITY OF MAN FOUNDATION /C,OFFSPRING URBAN FARMS,2420 N GOWER STREET,LOS ANGELES,90068-2258,2420 GOWER 90068,,,,Employment services,4,11/12/1992,"(34.1139, -118.3223)",24033,7,404,343,,64
0000046194-0001-7,FRANK NICHOLAS D'AMBRA,THE KILLER COCOA COMPANY,3760 CAHUENGA BLVD,STUDIO CITY,91604-3578,3760 CAHUENGA 91604-3578,POST OFFICE BOX #46093,LOS ANGELES,90046-0093,Grocery & related products,4,09/11/2001,"(34.1358, -118.3619)",24033,7,350,591,6,82
0000046280-0001-3,GASPAR VARPAPETIAN,,2436 HYPERION AVENUE,LOS ANGELES,90027-4714,2436 HYPERION 90027-4714,,,,,4,04/03/2000,,,,,,,
0000046381-0001-6,"AARON COPPELSON, M.D. INC",RESTORE MEDICAL GROUP,15963 WOODVALE ROAD,ENCINO,91430-3444,15963 WOODVALE 91430-3444,POST OFFICE BOX #261399,ENCINO,91426-1399,Offices of physicians (except mental health specialists),4,04/01/2003,"(34.1501, -118.4797)",19737,6,339,670,,62
0000046431-0001-6,MICHELLE Y MONTGOMERY RDHAP,,18163   WELBY WAY,RESEDA,91335-5522,18163 WELBY 91335-5522,,,,Offices of physicians (except mental health specialists),4,10/04/2004,"(34.1932, -118.5296)",18909,4,267,578,,12
0000046510-0001-2,SUKHSAGAR/PARDEEP KAUR PANNU,SUBWAY #3555,16060 VENTURA BLVD #114,ENCINO,91436-4432,16060 VENTURA 91436-4432,,,,Full-service restaurants,4,12/20/1992,"(34.1562, -118.4828)",19737,6,338,1500,6,62
0000046579-0001-5,CARLOS DENIS,DENIS ELECTRICAL,7026 BAIRD AVENUE,RESEDA,91335-4126,7026 BAIRD 91335-4126,,,,Electrical Contractors (1997 NAICS),4,11/18/1992,"(34.198, -118.5373)",18909,4,250,308,,12
0000046740-0001-0,MARK J FRIEDMAN DDS INC,,16830 VENTURA BLVD SUITE #605,ENCINO,91436-1719,16830 VENTURA 91436-1719,,,,Offices of dentists,4,06/01/1975,"(34.1589, -118.4996)",19737,6,326,1499,6,62
0000047006-0001-2,STEPHEN I GORLICK DDS,,16133 VENTURA BLVD #1230,ENCINO,91436-2416,16133 VENTURA 91436-2416,,,,Landscaping services,4,12/01/1975,"(34.1565, -118.4847)",19737,6,326,1500,6,62
0000047012-0001-8,MACS MILL INC,,14808 1/2 OXNARD STREET,VAN NUYS,91411-3136,14808 OXNARD 91411-3143,,,,Other miscellaneous durable goods,4,01/01/1993,"(34.1793, -118.456)",19735,7,241,1337,,18
0000047042-0001-9,ALEXANDER FELDMAN / LIOUBOV FELDMAN,COUTURE EXCHANGE | COUTURE EXCHANGE / FINAL TOUCH,12402 VENTURA BLVD,STUDIO CITY,91604-2457,12402 VENTURA 91604-2457,,,,Employment services,4,01/01/1993,"(34.1428, -118.403)",8492,5,352,710,6,84
