"location_account","business_name","dba_name","city","zip_code","primary_naics_description","location_start_date"
"0003327539-0001-5","BENJAMIN EKEOMA","BENJAMIN'S LIVESCAN","LOS ANGELES","90062-2327","All other personal services","2022-08-10T00:00:00.000"
"0003327726-0001-4","FERNANDO ROJO","MEDALLIONSANDMORE.COM","Compton","90221-4326","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-10T00:00:00.000"
"0003327289-0001-9","LITTLE MISS CAFE",,"LOS ANGELES","90019-3837","Other food mfg. (including coffee, tea, flavoring, & seasonings)","2022-08-10T00:00:00.000"
"0003327414-0001-7","BISMARK GONZAGA","OPO","Los Angeles","90028-3703","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-10T00:00:00.000"
"0003327545-0001-1","ALI HAKIMRABET","HAKIM ELECTRIC","LOS ANGELES","90019-5127","All other specialty trade contractors","2022-08-10T00:00:00.000"
"0003327730-0001-1","JESSE VIRAY",,"Pasadena","91107-2316",,"2022-08-10T00:00:00.000"
"0003327425-0001-5","ROBBIE COLLEY","PLAY'N AROUND THEATRE COMPANY","Odessa","33556-4482","All other personal services","2022-08-10T00:00:00.000"
"0003327498-0001-4","AUDIEL LOPEZ PAXTOR","LUMBRERA LOPEZ BARBER SHOP","LOS ANGELES","90057-3364","Barber shops","2022-08-10T00:00:00.000"
"0003327715-0001-6","MPM PHOTOGRAPHY LLC",,"Los Angeles","90065-4259","Photographic services","2022-08-10T00:00:00.000"
"0003326277-0001-9","COVA BUSINESS MANAGEMENT LLC",,"LOS ANGELES","90026-3007","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-10T00:00:00.000"
"0003327519-0001-8","ISRAEL SEGURA",,"Northridge","91325-4639","All other personal services","2022-08-10T00:00:00.000"
"0003327815-0001-4","MA LADIZBETH HSU",,"ROWLAND HEIGHTS","91748-2545","Offices of physical, occupational & speech therapists, & audiologists","2022-08-10T00:00:00.000"
"0003306929-0001-4","GENETICS DISPENSARY LLC",,"PACOIMA","91331-2643","Medical Marijuana Collective","2022-08-09T00:00:00.000"
"0003327400-0001-5","RONNIE LUMPKIN",,"Los Angeles","90044-3900","Spectator sports (including professional sports clubs & racetrack operations)","2022-08-09T00:00:00.000"
"0003180437-0009-0","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-5911","All other personal services","2022-08-09T00:00:00.000"
"0003327354-0001-3","SJZ CONSTRUCTION & REMODELING INC",,"LOS ANGELES","90064-2182","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003327381-0001-1","POP UP BAR LA LLC",,"Los Angeles","90014-3170","All other personal services","2022-08-09T00:00:00.000"
"0003327273-0001-8","EMAD SLIMAN",,"Los Angeles","90047-2910","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-09T00:00:00.000"
"0003327283-0001-1","EMILY COSTELLO","LITTLE?S LOAVES | LITTLE?S LOAVES","Santa Clarita","91355-4153","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-09T00:00:00.000"
"0003180437-0008-1","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-6029","All other personal services","2022-08-09T00:00:00.000"
"0003327405-0001-8","AUGUSTO OCAMPO","UNITED 1 CONSTRUCTION","Lynwood","90262-4801","Single Family Housing Construction (1997 NAICS)","2022-08-09T00:00:00.000"
"0003327146-0001-2","TOMMY PATTERSON",,"Torrance","90503-4260","All other personal services","2022-08-09T00:00:00.000"
"0003324892-0001-8","ELGRICHI HAROUNI DENTAL CORP",,"Los Angeles","90041-2338","All other personal services","2022-08-09T00:00:00.000"
"0003324336-0001-3","ZLR LLC","SALAM TAK","Los Angeles","90048-4142","Special food services (including food service contractors & caterers)","2022-08-09T00:00:00.000"
"0003327282-0001-7","MARLON BREWER","LIL ANGEL","Los Angeles","90006-1378","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-09T00:00:00.000"
"0003327350-0001-5","MARIA LOPEZ","ARMANDO'S BIRRIA","Los Angeles","90002-1734","Limited-service eating places","2022-08-09T00:00:00.000"
"0003327356-0001-2","RICHARD LUMPKIN","A1 ADVOCACY CONSULTING","SAN PEDRO","90731-5098","Unclassified establishments (unable to classify)","2022-08-09T00:00:00.000"
"0003327281-0001-2","AES ACCOUNTING CORP",,"Playa Del Rey","90293-8211","All other personal services","2022-08-09T00:00:00.000"
"0003326986-0001-5","EIPI INC",,"LOS ANGELES","90012-","Hobby, toy, & game stores","2022-08-09T00:00:00.000"
"0003327360-0001-9","NKS CONSTRUCTION CORPORATION",,"Altadena","91001-4205","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003102078-0002-2","GUILLERMO QUINTANILLA",,"CANOGA PARK","91303-3442","Other miscellaneous nondurable goods","2022-08-09T00:00:00.000"
"0003327352-0001-4","YASSIR TRUCKING SERVICES LLC",,"VAN NUYS","91406-5900","General freight trucking, local","2022-08-09T00:00:00.000"
"0003327367-0001-1","CARLOS GERMAIN BAUTISTA DIAZ","COLORS OF LA","NORTH HOLLYWOOD","91605-4655","All other personal services","2022-08-09T00:00:00.000"
"0003327383-0001-0","ERNAN CORTES CASTILLO",,"Los Angeles","90011-4638","Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance","2022-08-09T00:00:00.000"
"0003327549-0001-9","SOOGIL CHO",,"LOS ANGELES","90020-3800","General merchandise stores","2022-08-09T00:00:00.000"
"0003327275-0001-7","ANNA MARIE ARATANI",,"Playa Del Rey","90293-7421","Management, scientific, & technical consulting services","2022-08-09T00:00:00.000"
"0003327362-0001-8","JAMES DANIEL ALCALA",,"ARLETA","91331-4425","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003327278-0001-1","GABRIELA LISSETH HERNANDEZ","LISSETH HERN?NDEZ | LISSETH HERNANDEZ","North Hollywood","91606-3521","Janitorial services","2022-08-09T00:00:00.000"
"0003327708-0001-6","CELINE KHALAFIAN","NOHO AUTO SERVICE","NORTH HOLLYWOOD","91605-5796","Automotive mechanical & electrical repair & maintenance","2022-08-09T00:00:00.000"
"0003327012-0001-5","FLO S HOUSE OF CUTS",,"LOS ANGELES","90011-3302","Barber shops","2022-08-09T00:00:00.000"
"0003327377-0001-4","CRISTOBAL CORTES CASTILLO",,"Los Angeles","90011-4638","Commercial & industrial machinery & equipment (except automotive & electronic) repair & maintenance","2022-08-09T00:00:00.000"
"0003327288-0001-4","HOAGIES ENTERPRISE LLC",,"WINNETKA","91306-4504","Other miscellaneous durable goods","2022-08-09T00:00:00.000"
"0003327373-0001-6","MBHM",,"LOS ANGELES","90015-1744","Full-service restaurants","2022-08-09T00:00:00.000"
"0003323975-0001-5","HPM SOLAR INC",,"UPLAND","91786-5702","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003324954-0001-1","CRYSTAL DAWN FAMILY THERAPY PROF CORP",,"Chatsworth","91311-7730","Offices of mental health practitioners (except physicians)","2022-08-09T00:00:00.000"
"0003327706-0001-7","CLARA SCHAAF-GRISHAM",,"LOS ANGELES","90034-5513","Pet care (except veterinary) services","2022-08-09T00:00:00.000"
"0003180437-0005-7","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-",,"2022-08-09T00:00:00.000"
"0003327388-0001-2","YOHANES SOLOMON",,"Studio City","91602-2078","All other personal services","2022-08-09T00:00:00.000"
"0003180437-0002-2","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-6219","Manufacture (mobile) home dealers","2022-08-09T00:00:00.000"
"0003180437-0003-1","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-6120","Unclassified establishments (unable to classify)","2022-08-09T00:00:00.000"
"0003180437-0007-3","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-6026","All other personal services","2022-08-09T00:00:00.000"
"0003327347-0001-3","MARIE PENN","TINKKASTORM","Los Angeles","90043-4399",,"2022-08-09T00:00:00.000"
"0003327330-0001-8","WHARF SPA INC","MASSAGE & YOURS","WEST HOLLYWOOD","90048-1924","Wood product mfg.","2022-08-09T00:00:00.000"
"0003086072-0005-4","PRELL RESTAURANT GROUP","DUNKIN'","LOS ANGELES","90007-3841","Full-service restaurants","2022-08-09T00:00:00.000"
"0002615785-0002-1","LILIYA KAZERSKIY",,"VALLEY VILLAGE","91607-2591","Florists","2022-08-09T00:00:00.000"
"0003327865-0001-2","LAZARO HERNANDEZ",,"Van Nuys","91406-3276","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003180437-0004-9","KDC/ONE CHATSWORTH, INC.",,"CHATSWORTH","91311-6049","Unclassified establishments (unable to classify)","2022-08-09T00:00:00.000"
"0003327366-0001-6","CHALLAHDAD LLC",,"Los Angeles","90034-5784","Special food services (including food service contractors & caterers)","2022-08-09T00:00:00.000"
"0003327397-0001-1","HANNAH HOLMES","HOLMES","Tarzana","91356-1473","All other personal services","2022-08-09T00:00:00.000"
"0003327277-0001-6","GSS CLEAN UP & RESTORATION INC",,"Glendora","91741-3363","All other specialty trade contractors","2022-08-09T00:00:00.000"
"0003327276-0001-1","AMAZING TRANSPORTATION INC",,"ONTARIO","91761-","General freight trucking, local","2022-08-09T00:00:00.000"
"0003327374-0001-1","RICHARD R RAMIREZ","LIT 1 ELECTRIC","CHATSWORTH","91311-6312","Electrical Contractors (1997 NAICS)","2022-08-09T00:00:00.000"
"0003327331-0001-2","MICHAEL FARAH","FARAH PROPERTY MANAGEMENT & REAL ESTATE","Glendora","91741-1936","Real estate property managers","2022-08-09T00:00:00.000"
"0003327224-0001-4","SHUNTS SUPPLY INC","CRUST AND CRUMB ARTISANAL BAKEHOUSE","PACOIMA","91331-6682","Grocery & related products","2022-08-08T00:00:00.000"
"0003327828-0001-1","STEVEN RACHAL","DIG -IT RECORDS","Van Nuys","91406-5412","All other personal services","2022-08-08T00:00:00.000"
"0003327231-0001-4","JUDY SORIA","LEMON FRESH CLEANING","Los Angeles","90012-3704","Janitorial services","2022-08-08T00:00:00.000"
"0003327230-0001-0","ALMA MAGANA AND ALEXANDER GONZALEZ","A2 TRANSPORTATION","SYLMAR","91342-4155","Specialized freight trucking (including household moving vans)","2022-08-08T00:00:00.000"
"0003316385-0001-5","JCMALECINSTRUCTION CONSTRUCTION INC",,"MONTEREY PARK","91755-7319","Single Family Housing Construction (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327194-0001-1","RICHARDO PARADA","RIZAMA ENTERTAINMENT","Commerce","90022-4207","All other personal services","2022-08-08T00:00:00.000"
"0003328022-0001-6","YUN JA NAM","SOPHIA PATTERN","LOS ANGELES","90015-3631","All other specialty trade contractors","2022-08-08T00:00:00.000"
"0003327240-0001-3","LUCAS TRANSPORTS",,"TORRANCE","90502-","Taxi & limousine service","2022-08-08T00:00:00.000"
"0003326970-0001-4","REEM BARGASH","ZEEN BY REEM","Encino","91316-1519","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-08T00:00:00.000"
"0003327175-0001-9","NUVIA'S CLEANING SERVICES INC",,"SAN FERNANDO","91340-1955","Janitorial services","2022-08-08T00:00:00.000"
"0003327206-0001-6","ADAM FELDMAN LAW APC",,"Woodland Hills","91367-6505","All other personal services","2022-08-08T00:00:00.000"
"0003327550-0001-1","SHEIDA JALILI BABAKANDI","BELLA BEAUTY","TARZANA","91356-2532","Nail salons","2022-08-08T00:00:00.000"
"0003327274-0001-2","ZECHARIAH REMI ADENIJI","ALAFIA BY REMI","SHERMAN OAKS","91413-7161","All other personal services","2022-08-08T00:00:00.000"
"0003327217-0001-4","GHAZAL KHANLOO",,"WOODLAND HILLS","91364-2502","Janitorial services","2022-08-08T00:00:00.000"
"0003327413-0001-2","PROSPERITYS RESULTS LLC",,"Los Angeles","90019-4200","All other personal services","2022-08-08T00:00:00.000"
"0003327738-0001-7","S&L LOCKSMITH INC",,"Reseda","91335-3901","All other personal services","2022-08-08T00:00:00.000"
"0003327295-0001-4","GROUP A DEVELOPMENT INC","SQUEEZED JUICE","ARCADIA","91006-5268","Other health & personal care stores","2022-08-08T00:00:00.000"
"0003327184-0001-8","JUAN C CEA","JUAN C. CEA MUSICAN","LOS ANGELES","90057-1304","All other personal services","2022-08-08T00:00:00.000"
"0003324145-0001-6","SNDR108 INC",,"Inglewood","90301-1712","Limited-service eating places","2022-08-08T00:00:00.000"
"0003327148-0001-1","LEIDY A HERNANDEZ","LEIDY TAMALITOS RICOS","VAN NUYS","91401-3733","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-08T00:00:00.000"
"0003327226-0001-3","JONATHAN GROSSMAN","TENNIS TRUCK","LOS ANGELES","90066-6409","All other personal services","2022-08-08T00:00:00.000"
"0003326570-0001-1","HAYK GEVORGYAN",,"VAN NUYS","91401-3879","All other specialty trade contractors","2022-08-08T00:00:00.000"
"0003327254-0001-5","ANIBAL FERNANDEZ","LA CUSTOM VAN","BURBANK","91505-1603","All other personal services","2022-08-08T00:00:00.000"
"0003327177-0001-8","SANDY JOYCE HERNANDEZ",,"VENTURA","93004-3306","Janitorial services","2022-08-08T00:00:00.000"
"0003327131-0001-6","RENT A TRAILER",,"LOS ANGELES","90064-",,"2022-08-08T00:00:00.000"
"0002256297-0001-5","ERNEST SORTO","ERNEST CONSTRUCTION","LOS ANGELES","90062-1869","Carpentry Contractors (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327139-0001-2","NICOLE SINAON","CITY WELLNESS","LOS ANGELES","90041-",,"2022-08-08T00:00:00.000"
"0003327554-0001-0","DENTAL GROUP OF SEONHO HA INC","HOPE AND GRACE DENTAL GROUP","LOS ANGELES","90020-1574","Offices of physicians (except mental health specialists)","2022-08-08T00:00:00.000"
"0003327178-0001-2","REAL WORLD IT INC","HEALING GARDEN MASSAGE","NORTHRIDGE","91324-3914","All other personal services","2022-08-08T00:00:00.000"
"0003327043-0001-1","INDIAN D CORP",,"Los Angeles","90014-1718","Jewelry, watch, precious stone, & precious metals","2022-08-08T00:00:00.000"
"0003326514-0001-8","VIA PONENTE LLC",,"LOS ANGELES","90026-3424","Fruit & vegetable preserving & speciality food mfg.","2022-08-08T00:00:00.000"
"0003327201-0001-3","MARIA DEL SOCORRO VERA SANCHEZ","MAGGY MAID","BELL GARDENS","90201-3134","Janitorial services","2022-08-08T00:00:00.000"
"0003326091-0001-2","TAS BETTER  HEALTH CHIROPRACTIC CLINIC INC",,"San Pedro","90731-3118","Offices of chiropractors","2022-08-08T00:00:00.000"
"0003327133-0001-5","GCSYSTEMS INC","GROUND CONTROL SYSTEMS","SACRAMENTO","95816-",,"2022-08-08T00:00:00.000"
"0003323103-0001-5","FATOKUN OSUOLALE OLANREWAJU","BIGSEA MULTIVENTURE / KILLERSPIN TABLE TENNIS ACADEMY","LOS ANGELES","90032-4226","Promoters of performing arts, sports, & similar events","2022-08-08T00:00:00.000"
"0003235889-0002-2","TORRANCE HEALING CENTER",,"TORRANCE","90501-5128","Medical Marijuana Collective","2022-08-08T00:00:00.000"
"0003327141-0001-0","PATRICK WALSH",,"ALISO VIEJO","92656-2851","All other specialty trade contractors","2022-08-08T00:00:00.000"
"0003327689-0001-1","PRIME CENTURY SUPER SINCH LLC","PRIME CENTURY","VALLEY VILLAGE","91607-3917","Clothing accessories stores","2022-08-08T00:00:00.000"
"0003326062-0001-6","HONEYS KITCHEN LLC",,"Sun Valley","91352-4352","Special food services (including food service contractors & caterers)","2022-08-08T00:00:00.000"
"0003326150-0001-1","SUPERIOR SALADS LLC","CHOP STOP","North Hollywood","91601-3155","Limited-service eating places","2022-08-08T00:00:00.000"
"0003326892-0001-2","CARLOS A HILL",,"PANORAMA CITY","91402-6236","Single Family Housing Construction (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327237-0001-1","ERICCA MONAY HOLLAND","EMLA CLEANING SERVICE","INGLEWOOD","90301-2746","Individual & family services","2022-08-08T00:00:00.000"
"0003327171-0001-1","NELSON ACEVEDO",,"Los Angeles","90004-5634","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-08T00:00:00.000"
"0003327232-0001-9","AV GENERAL CONSTRUCTION INC",,"PALMDALE","93550-4807","All other specialty trade contractors","2022-08-08T00:00:00.000"
"0003327149-0001-6","BOUNCE ON RENTALS",,"SHERMAN OAKS","91403-2491","General rental centers","2022-08-08T00:00:00.000"
"0003327207-0001-1","CHRISTINA O BRIEN","CHRISTINA O?BRIEN, LPCC | CHRISTINA O?BRIEN, LPCC","Granada Hills","91344-1038","Offices of mental health practitioners (except physicians)","2022-08-08T00:00:00.000"
"0003327218-0001-9","NB COLLISION CUSTOM CENTER LLC","NB COLLISION CUSTOM CENTER","TUJUNGA","91042-2139","Automotive mechanical & electrical repair & maintenance","2022-08-08T00:00:00.000"
"0003327234-0001-8","ANNA SOLOMON",,"LOS ANGELES","90025-7013","Offices of mental health practitioners (except physicians)","2022-08-08T00:00:00.000"
"0003327842-0001-1","SKYOGI PRODUCTIONS LLC",,"CANOGA PARK","91306-2120","Other miscellaneous durable goods","2022-08-08T00:00:00.000"
"0002866803-0002-1","SIPAND INC",,"LONG BEACH","90808-4020","Single Family Housing Construction (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327193-0001-7","ONE PERCENT REALTORS",,"Los Angeles","90012-1703","All other personal services","2022-08-08T00:00:00.000"
"0003327135-0001-4","ROBERT WINSTON","A WINSTON CONNECTION","LOS ANGELES","90043-",,"2022-08-08T00:00:00.000"
"0002073308-0002-3","APPLE LLC",,"LOS ANGELES","90018-3433","Other consumer goods rental","2022-08-08T00:00:00.000"
"0003327182-0001-9","OLGA LIDIA HERNANDEZ PEREZ","JOHNNY FRUITS","LOS ANGELES","90023-2727","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-08T00:00:00.000"
"0003327159-0001-0","M & S REFRIGERATION","MIKE'S REFRIGERATION & A/C","Tarzana","91356-1506","All other personal services","2022-08-08T00:00:00.000"
"0003327213-0001-6","BEZHANYANS, LLC","FROGGY STYLE","LOS ANGELES","90027-5812","Special food services (including food service contractors & caterers)","2022-08-08T00:00:00.000"
"0003327256-0001-4","DAVID ROMERO","DIAMOND WEST BUILDERS","ONTARIO","91761-6515","Single Family Housing Construction (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327128-0001-4","JESUS MORALES MILLAN","JMMHAULING","VAN NUYS","91411-2000","Couriers & messengers","2022-08-08T00:00:00.000"
"0003327247-0001-5","SAMUEL SZYMUSIAK","SS BUILDER","NORTH HILLS","91343-3815","Carpentry Contractors (1997 NAICS)","2022-08-08T00:00:00.000"
"0003327173-0001-0","JENNIER MARTINEZ","LA VIDA CULTURE","LOS ANGELES","90061-1801","Wholesale trade agents & brokers","2022-08-08T00:00:00.000"
"0003327102-0001-0","RELIABLE IMAGING GROUP LLC",,"Los Angeles","90029-1086","Office supplies & stationery stores","2022-08-07T00:00:00.000"
"0003327090-0001-5","TRICIA REYES",,"Granada Hills","91344-7015","All other personal services","2022-08-06T00:00:00.000"
"0003327089-0001-2","JOCELYN SALAS",,"Granada Hills","91344-4708","All other personal services","2022-08-06T00:00:00.000"
"0003326944-0001-1","VISION ROOF SERVICES INC",,"PALM DESERT","92211-9091","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","2022-08-06T00:00:00.000"
"0003327017-0001-8","J KIM & ASSOCIATES INC",,"PORTER RANCH","91326-3861","Offices of real estate appraisers","2022-08-06T00:00:00.000"
"0003019366-0002-6","LANDSCAPE WAREHOUSE III INC",,"NORTH HOLLYWOOD","91605-6310","Lawn & garden equipment & supplies stores","2022-08-06T00:00:00.000"
"0003327085-0001-4","CHIRS MORANDO","MORANDO LIQUID %","LOS ANGELES","90047-","Apparel mfg.","2022-08-06T00:00:00.000"
"0003320964-0001-5","BURNS & MCDONNELL WESTERN ENTERPRISES INC",,"Los Angeles","90017-3868","Engineering services","2022-08-06T00:00:00.000"
"0003327165-0001-5","DOUG MEEKINS","DOUG MEEKINS OFFICIATING","INGLEWOOD","90302-3636","All other personal services","2022-08-06T00:00:00.000"
"0003327076-0001-5","JESSICA TORP","VINTAGE IVY","NATIONAL CITY","91950-3900","Jewelry stores","2022-08-06T00:00:00.000"
"0003327072-0001-7","BEYOND REMODELING & BUILDING INC",,"ENCINO","91316-3842","All other specialty trade contractors","2022-08-05T00:00:00.000"
"0003327048-0001-3","HAEJIN PARK","ONANDOFF STUDIO","Los Angeles","90014-3319","Photographic services","2022-08-05T00:00:00.000"
"0003327401-0001-0","EB SUNG INC",,"LOS ANGELES","90015-2608","General merchandise stores","2022-08-05T00:00:00.000"
"0003324054-0001-7","POKITOMIK PASADENA INC","POKITOMIK MONTEBELLO","Montebello","90640-2584","Full-service restaurants","2022-08-05T00:00:00.000"
"0003178482-0002-0","ORBEL MANGASAR","ORBEL MANGASAR ARCHITECTURAL DESIGN SERVICES","BURBANK","91504-4142","All other specialty trade contractors","2022-08-05T00:00:00.000"
"0003075964-0002-5","NVA CARE VETERINARY MANAGEMENT, LP","CARE PLAYA VISTA","PLAYA VISTA","90094-2930","Veterinary services","2022-08-05T00:00:00.000"
"0003327938-0001-3","DYNAMIC COMPANY","DYNAMIC JEWELRY","LOS ANGELES","90014-1720","Jewelry, watch, precious stone, & precious metals","2022-08-05T00:00:00.000"
"0003327808-0001-4","THE SHOP COLLISION CENTER",,"Pacoima","91331-1606","All other personal services","2022-08-05T00:00:00.000"
"0003327051-0001-5","SYDNEY TULLAR","SEEDSGOODS","Los Angeles","90026-3506","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-05T00:00:00.000"
"0003327046-0001-4","BETTER STEPS INC",,"Van Nuys","91405-4608","Offices of podiatrists","2022-08-05T00:00:00.000"
"0003327071-0001-2","LEONARDO VARELLA",,"LOS ANGELES","90033-1604","All other personal services","2022-08-05T00:00:00.000"
"0003327041-0001-1","BIANCA T LOPEZ","BEEZ EMBROIDERY","Mission Hills","91345-1832","Printing & related support activities","2022-08-05T00:00:00.000"
"0003327050-0001-1","KEVIN AUTOLAND INC",,"Los Angeles","90005-4535","All other personal services","2022-08-05T00:00:00.000"
"0003327040-0001-7","MARGARITA TURNER",,"Los Angeles","90062-1830","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-05T00:00:00.000"
"0003326889-0001-1","KYA PERINE","KARINE CLEANING SERVICE","Inglewood","90302-1707","Janitorial services","2022-08-05T00:00:00.000"
"0003327027-0001-1","ENTELEGENT MEDIA LLC",,"Los Angeles","90027-1325",,"2022-08-05T00:00:00.000"
"0003327315-0001-3","JOHNNY ALLEN",,"Los Angeles","90002-3808","Janitorial services","2022-08-05T00:00:00.000"
"0003327371-0001-7","ADIR DAVID MOR","MOR RENOVATION","SHERMAN OAKS","91423-2956","Single Family Housing Construction (1997 NAICS)","2022-08-05T00:00:00.000"
"0003327526-0001-8","EPIK REALTY INC",,"Woodland Hills","91367-6480","Offices of real estate agents & brokers","2022-08-05T00:00:00.000"
"0003327786-0001-6","JACKS THAI BBQ INC",,"Sun Valley","91352-1342","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-05T00:00:00.000"
"0003327238-0001-6","JOSE LUIS ZANDOVAL ARIAS","MACROX","LOS ANGELES","90062-1856","Book stores","2022-08-05T00:00:00.000"
"0003327065-0001-7","AMANDA KARG","LYMPHATIC MEDICINE","Los Angeles","90035-2537",,"2022-08-05T00:00:00.000"
"0003327476-0001-8","DYNAMIC POOL & SPA CONSTRUCTION, INC",,"REDONDO BEACH","90278-5272","Single Family Housing Construction (1997 NAICS)","2022-08-05T00:00:00.000"
"0003327054-0001-9","ANGELUS CONSTRUCTION","ANGELUS DESIGN BUILD","GLENDALE","91203-1175","Carpentry Contractors (1997 NAICS)","2022-08-05T00:00:00.000"
"0003322309-0001-1","PRODUCT CENTER INC",,"LOS ANGELES","90013-2079","Other miscellaneous durable goods","2022-08-05T00:00:00.000"
"0003326976-0001-1","LAVI COMMERCIAL ADVISORS INC","KAMBIZ KHALILI","SHERMAN OAKS","91403-4830","All other specialty trade contractors","2022-08-04T00:00:00.000"
"0003327301-0001-1","DIYME HOLDINGS LLC",,"Los Angeles","90016-3012","Management, scientific, & technical consulting services","2022-08-04T00:00:00.000"
"0003326961-0001-5","WEST COAST FINEST INSTALLATION LLC",,"BELLFLOWER","90706-5262","All other specialty trade contractors","2022-08-04T00:00:00.000"
"0003327011-0001-1","KIMBERLEE BUTLER","KIMBERLEE BUTLER PHYSICAL THERAPY","Long Beach","90808-2411","Home health care services","2022-08-04T00:00:00.000"
"0003326886-0001-7","TOMER ELIYAHOO",,"Tarzana","91356-5621","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-04T00:00:00.000"
"0003326919-0001-3","KELVIN ALEJANDRO PISTE","NEW BARBER BEAUTY SALON","Inglewood","90304-1755",,"2022-08-04T00:00:00.000"
"0003326921-0001-1","STATIC MECHANICAL INC",,"TUJUNGA","91042-3451","Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)","2022-08-04T00:00:00.000"
"0003326949-0001-4","ISMAEL VALDOVINOS","THE MODERN PROTECTION","LOS ANGELES","90022-2520","Investigation & security services","2022-08-04T00:00:00.000"
"0003326913-0001-6","SHOGHIK MANVELYAN",,"Los Angeles","90027-6911",,"2022-08-04T00:00:00.000"
"0003326564-0001-6","MG DESIGN STUDIO & CONSTRUCTION INC",,"SANTA CLARITA","91390-1139","Single Family Housing Construction (1997 NAICS)","2022-08-04T00:00:00.000"
"0003327157-0001-1","VERONICA GARCIA PEREZ",,"SAN FERNANDO","91340-1416","Other miscellaneous durable goods","2022-08-04T00:00:00.000"
"0003326897-0001-5","YEAR MILLWORKS INC",,"AZUSA","91702-2003","Carpentry Contractors (1997 NAICS)","2022-08-04T00:00:00.000"
"0003327705-0001-2","MAJESTIC AUTO PARTS",,"Tujunga","91042-1835","Electronic shopping","2022-08-04T00:00:00.000"
"0003326885-0001-2","TONYA WALSER",,"Los Angeles","90016-2622","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","2022-08-04T00:00:00.000"
"0003326930-0001-0","REYNALDO GASTELUM",,"Los Angeles","90034-7910","Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)","2022-08-04T00:00:00.000"
"0003326939-0001-1","BELANA",,"North Hollywood","91606-4510","Women's clothing stores","2022-08-04T00:00:00.000"
"0003326932-0001-9","SURAM EXPRESS INC",,"LONG BEACH","90813-1200","General freight trucking, local","2022-08-04T00:00:00.000"
"0003327495-0001-1","EA CONSULT SERVICES INC",,"North Hollywood","91605-5675","All other personal services","2022-08-04T00:00:00.000"
"0003326971-0001-9","CINDY DE LEON","PRESTIGE AUTO GLASS","LOS ANGELES","90005-3359","Automotive parts, accessories, & tire stores","2022-08-04T00:00:00.000"
"0003326993-0001-5","JENNY LOPEZ","ROOTED IN NATURE THERAPY","Mission Hills","91345-1131","Individual & family services","2022-08-04T00:00:00.000"
"0003326929-0001-7","ARGENT DEVELOPMENT AND CONSTRUCTION INC",,"PASADENA","91107-6833","Single Family Housing Construction (1997 NAICS)","2022-08-04T00:00:00.000"
"0003319653-0001-1","ASPIRE LEARNING INC",,"Los Angeles","90049-3305","Educational services (including schools, colleges, & universities)","2022-08-04T00:00:00.000"
