"location_account","business_name","dba_name","street_address","city","zip_code","location_description","mailing_address","mailing_city","mailing_zip_code","naics","primary_naics_description","council_district","location_start_date","location_end_date","location_1"
"0000001436-0328-8","SP PLUS CORPORATION","SP PLUS CORPORATION","12105 WATERFRONT DRIVE","LOS ANGELES","90094-3070","12105 WATERFRONT 90094-3070","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","11","2021-12-01T00:00:00.000",,"
,  
(33.9817, -118.4066)"
"0000001436-0329-6","SP PLUS CORPORATION",,"460 W 5TH STREET","SAN PEDRO","90731-2616","460 5th 90731-2616","3470 WILSHIRE BLVD ##400","LOS ANGELES","90010-2207","812930","Parking lots & garages","15","2021-12-01T00:00:00.000",,"
,  
(33.7401, -118.287)"
"0000001436-0330-0","SP PLUS CORPORATION","SP PLUS CORPORATION","2005 N HIGHLAND AVENUE","LOS ANGELES","90068-3238","2005 Highland 90068-3238","3470 WILSHIRE BLVD ##400","LOS ANGELES","90010-2207","812930","Parking lots & garages","4","2021-12-01T00:00:00.000",,"
,  
(34.1066, -118.3378)"
"0000001436-0331-8","SP PLUS CORPORATION",,"12005 BLUFF CREEK DRIVE","LOS ANGELES","90094-2930","12005 Bluff Creek 90094-2930","3470 WILSHIRE BLVD ##400","LOS ANGELES","90010-2207","812930","Parking lots & garages","11","2021-12-01T00:00:00.000",,"
,  
(33.9824, -118.4025)"
"0000001436-0332-6","SP PLUS CORPORATION",,"12015 BLUFF CREEK DRIVE","LOS ANGELES","90094-2930","12015 BLUFF CREEK 90094-2930","3470 WILSHIRE BLVD #400","LOS ANGELES","90010-2207",,,"11","2022-03-01T00:00:00.000",,"
,  
(33.9827, -118.403)"
"0000001436-0333-4","SP PLUS CORPORATION",,"11975 BLUFF CREEK DRIVE","LOS ANGELES","90094-2929","11975 BLUFF CREEK 90094-2929","3470 WILSHIRE BLVD #400","LOS ANGELES","90010-2207","812930","Parking lots & garages","11","2022-03-01T00:00:00.000",,"
,  
(33.9839, -118.401)"
"0000001436-0336-9","SP PLUS CORPORATION",,"545 S MAIN STREET","LOS ANGELES","90013-1460","545 MAIN 90013-1460","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","14","2022-05-01T00:00:00.000",,"
,  
(34.0459, -118.2495)"
"0000001436-0337-7","SP PLUS CORPORATION",,"333 SOUTH SPRING STREET","LOS ANGELES","90012-2701","333 SOUTH SPRING 90012-2701","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","0","2022-05-01T00:00:00.000",,"
,  
(0.0, 0.0)"
"0000001436-0338-5","SP PLUS CORPORATION",,"338 S HILL STREET","LOS ANGELES","90013-1109","338 Hill 90013-1109","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","14","2022-05-01T00:00:00.000",,"
,  
(34.0506, -118.2496)"
"0000001436-0339-3","SP PLUS CORPORATION",,"1640 S SEPULVEDA BLVD","LOS ANGELES","90025-7510","1640 Sepulveda 90025-7510","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","5","2022-05-01T00:00:00.000",,"
,  
(34.0487, -118.4448)"
"0000001436-0340-7","SP PLUS CORPORATION",,"6400 CANOGA AVENUE","WOODLAND HILLS","91367-2425","6400 CANOGA 91367-2425","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","3","2022-05-01T00:00:00.000",,"
,  
(34.1868, -118.5961)"
"0000001436-0341-5","SP PLUS CORPORATION",,"414 E COMMERCIAL STREET","LOS ANGELES","90012-3408","414 COMMERCIAL 90012-3408","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","14","2022-05-01T00:00:00.000",,"
,  
(34.0531, -118.2371)"
"0000001436-0342-3","SP PLUS CORPORATION",,"6301 OWENSMOUTH AVENUE","WOODLAND HILLS","91367-2216","6301 Owensmouth 91367-2216","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","3","2022-05-01T00:00:00.000",,"
,  
(34.1845, -118.6025)"
"0000001436-0343-1","SP PLUS CORPORATION",,"11175 SANTA MONICA BLVD","LOS ANGELES","90025-3330","11175 Santa Monica 90025-3330","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","5","2022-05-01T00:00:00.000",,"
,  
(34.0475, -118.446)"
"0000001436-0344-0","SP PLUS CORPORATION",,"14724 VENTURA BLVD","SHERMAN OAKS","91403-3501","14724 Ventura 91403-3501","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","4","2022-05-01T00:00:00.000",,"
,  
(34.1512, -118.4543)"
"0000001436-0345-8","SP PLUS CORPORATION",,"881 ALMA REAL DRIVE","PACIFIC PALISADES","90272-3731","881 Alma Real 90272-3731","3470 WILSHIRE BLVD SUITE #400","LOS ANGELES","90010-3927","812930","Parking lots & garages","11","2022-05-01T00:00:00.000",,"
,  
(34.0447, -118.5256)"
"0000001437-0001-1","KEITH LENNON","FLORAL PROP RENTAL","714 WALL STREET","LOS ANGELES","90014-2316","714 WALL 90014-2316",,,,"424930","Flower, nursery stock, & florists' supplies","14","1974-08-01T00:00:00.000",,"(34.0416, -118.2487)"
"0000001442-0001-2","A NATURAL HEALING CENTER INC.",,"10142 RIVERSIDE DRIVE","TOLUCA LAKE","91602-2532","10142 RIVERSIDE 91602-2532",,,,"621310","Offices of chiropractors","2","1992-01-15T00:00:00.000",,"
,  
(34.1522, -118.3518)"
"0000001443-0001-7","UNION ORTHODOX JEWISH CONGREGATION OF AMERICA /C",,"9831 W PICO BLVD #103","LOS ANGELES","90035-4712","9831 PICO 90035-4712",,,,"561300","Employment services","5","1991-09-01T00:00:00.000",,"(34.0536, -118.4031)"
"0000001448-0001-0","JON MARTIN TEBOE","JON TEBOE PRODUCTION","12065 CRYSTAL GLEN WAY","NORTHRIDGE","91326-3819","12065 CRYSTAL GLEN 91326",,,,"512100","Motion picture & video industries (except video rental)","12","2001-01-01T00:00:00.000",,"(34.2929, -118.5586)"
"0000001450-0001-7","DEAF WEST THEATRE COMPANY INC",,"10563 AMBERWOOD LANE","PORTER RANCH","91326-3941","10563 AMBERWOOD 91326-3941",,,,"512200","Sound recording industries","12","1991-09-01T00:00:00.000",,"
,  
(34.2631, -118.5444)"
"0000001454-0001-5","BETHE PILCH","BETHE PILCH DESIGN","19512 BRAEWOOD DRIVE","TARZANA","91356-5610","19512 BRAEWOOD 91356-5610",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","3","2002-03-07T00:00:00.000",,"(34.1395, -118.5574)"
"0000001458-0001-3","EVELYN PANTOJAS",,"8900 BURNET AVENUE #114","NORTH HILLS","91343-2385","8900 BURNET 91343-2385",,,,"561500","Travel arrangement & reservation services","7","2000-01-01T00:00:00.000",,"(34.2319, -118.4632)"
"0000001467-0001-2","LA ROCQUE BETTER ROOFS INC",,"9077 ARROW ROUTE SUITE #100","RANCHO CUCAMONGA","91730-4430","9077 ARROW 91730-4430",,,,"235610","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","0","2001-08-15T00:00:00.000",,"(34.0993, -117.6069)"
"0000001468-0001-7","L'CANON CLUB APARTMENTS CORP",,"9700 LAUREL CANYON BLVD","ARLETA","91331-4128","9700 LAUREL CANYON 91331-4128",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","7","2007-01-01T00:00:00.000",,"(34.2459, -118.4185)"
"0000001472-0001-3","BLEND INC",,"3353 N SAN FERNANDO ROAD","LOS ANGELES","90065-1416","3353 SAN FERNANDO 90065-1416","POST OFFICE BOX #41063","LOS ANGELES","90041-0063","448190","Other Clothing Stores","13","1991-10-01T00:00:00.000",,"(34.1182, -118.2491)"
"0000001478-0002-9","AIDS HEALTHCARE FOUNDATION","AHF PHARMACY","5356   WHITTIER BLVD","LOS ANGELES","90022-4032","5356 WHITTIER 90022-4032","6255 W SUNSET BLVD FLOOR #21ST","LOS ANGELES","90028-7422","446110","Pharmacies & drug stores","0","2012-08-01T00:00:00.000",,"
,  
(34.0197, -118.155)"
"0000001478-0006-1","AIDS HEALTHCARE FOUNDATION",,"423 E 7TH STREET","LOS ANGELES","90014-2311","423 7TH 90014-2311","6255 W SUNSET BLVD   FLOOR #21","LOS ANGELES","90028-7422","531100","Lessors of real estate (including mini warehouses & self-storage units)","14","2017-09-27T00:00:00.000",,"
,  
(34.0417, -118.2476)"
"0000001478-0007-0","AIDS HEALTHCARE FOUNDATION","HEALTHY HOUSING FOUNDATION","6516 W SUNSET BLVD","LOS ANGELES","90028-7202","6516 SUNSET 90028-7202","6255 W SUNSET BLVD   FLOOR #21","LOS ANGELES","90028-7422","531100","Lessors of real estate (including mini warehouses & self-storage units)","13","2018-03-01T00:00:00.000",,"
,  
(34.0976, -118.3322)"
"0000001478-0009-6","AIDS HEALTHCARE FOUNDATION","KING EDWARD","121 E 5TH STREET","LOS ANGELES","90013-1415","121 5TH 90013-1415","6255 W SUNSET BLVD FLOOR #21","LOS ANGELES","90028-7422","531100","Lessors of real estate (including mini warehouses & self-storage units)","14","2018-04-26T00:00:00.000",,"
,  
(34.0464, -118.2478)"
"0000001478-0010-0","AIDS HEALTHCARE FOUNDATION",,"2146 W ADAMS BLVD","LOS ANGELES","90018-2039","2146 ADAMS 90018-2039","6255 W SUNSET BLVD   FLOOR #21","LOS ANGELES","90028-7422","622000","Hospitals","10","2013-02-01T00:00:00.000",,"
,  
(34.0322, -118.3133)"
"0000001478-0011-8","AIDS HEALTHCARE FOUNDATION",,"99 N LA CIENEGA BLVD   SUITE #200","BEVERLY HILLS","90211-2285","99 LA CIENEGA 90211-2285","6255 W SUNSET BLVD   FLOOR #21","LOS ANGELES","90028-7422","622000","Hospitals","0","2013-01-01T00:00:00.000",,"
,  
(34.0677, -118.3764)"
"0000001478-0012-6","AIDS HEALTHCARE FOUNDATION",,"6255 W SUNSET BLVD FLOOR #21","LOS ANGELES","90028-7422","6255 SUNSET 90028-7422",,,,"541990","All other professional, scientific, & technical services","13","2020-09-10T00:00:00.000",,"
,  
(34.0986, -118.3256)"
"0000001478-0014-2","AIDS HEALTHCARE FOUNDATION","OUT OF THE CLOSET THIFT STORE","4905   HOLLYWOOD BLVD","LOS ANGELES","90027-6101","4905 HOLLYWOOD 90027-6101","6255 W SUNSET BLVD   FLOOR #21ST","LOS ANGELES","90028-7403","452000","General merchandise stores","4","2021-04-30T00:00:00.000",,"
,  
(34.1021, -118.2964)"
"0000001478-0015-1","AIDS HEALTHCARE FOUNDATION","HEALTHY HOUSING","1732 WHITLEY AVENUE","LOS ANGELES","90028-4809","1732 WHITLEY 90028-4809","6255 W SUNSET BLVD","LOS ANGELES","90028-7403","541400","Specialized design services (including interior, industrial, graphic, & fashion design)","13","2021-06-01T00:00:00.000",,"
,  
(34.1026, -118.3329)"
"0000001478-0016-9","AIDS HEALTHCARE FOUNDATION","HEALTHY HOUSING","2612 IDELL STREET","LOS ANGELES","90065-1009","2612 IDELL 90065-1009","6255 W SUNSET BLVD","LOS ANGELES","90028-7403","721100","Traveler accommodation (including hotels, motels, & bed & breakfast inns)","1","2021-06-01T00:00:00.000",,"
,  
(34.0861, -118.2242)"
"0000001478-0018-5","AIDS HEALTHCARE FOUNDATION",,"6909 SEPULVEDA BLVD","VAN NUYS","91405-3505","6909 Sepulveda 91405-3505","6255 W SUNSET BLVD FLOOR #21","LOS ANGELES","90028-7422","541990","All other professional, scientific, & technical services","6","2018-11-14T00:00:00.000",,"
,  
(34.196, -118.4668)"
"0000001478-0019-3","AIDS HEALTHCARE FOUNDATION",,"1239 S ATLANTIC BLVD","LOS ANGELES","90022-5011","1239 Atlantic 90022-5011","6255 W SUNSET BLVD FLOOR #21","LOS ANGELES","90028-7422","541990","All other professional, scientific, & technical services","0","2021-02-21T00:00:00.000",,"
,  
(34.0152, -118.1592)"
"0000001478-0020-7","AIDS HEALTHCARE FOUNDATION",,"101 W 4TH  STREET","LOS ANGELES","90013-","101 4TH  90013","6255 W SUNSET BLVD FLOOR #21","LOS ANGELES","90028-7422","541990","All other professional, scientific, & technical services","0","2021-10-13T00:00:00.000",,"
,  
(0.0, 0.0)"
"0000001478-0022-3","AIDS HEALTHCARE FOUNDATION","FOOD FOR HEALTH","4905 HOLLYWOOD BLVD","LOS ANGELES","90027-6101","4905 Hollywood 90027-6101","6255 W SUNSET BLVD FLOOR #21ST","LOS ANGELES","90028-7403","446190","Other health & personal care stores","4","2022-02-02T00:00:00.000",,"
,  
(34.1021, -118.2964)"
"0000001482-0001-7","ALBERT J MENASTER",,"2315 KENILWORTH AVENUE","LOS ANGELES","90039-3041","2315 KENILWORTH 90039-3041",,,,,,"4","1999-01-01T00:00:00.000",,"(34.0, -118.0)"
"0000001487-0001-0","CINDI M BRASHEAR",,"8020 SELMA AVENUE","LOS ANGELES","90046-2505","8020 SELMA 90046-2505",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","4","1999-01-01T00:00:00.000",,"(34.0998, -118.3653)"
"0000001488-0001-4","THE RESTORATION FOUNDATION",,"1117 E 108TH STREET","LOS ANGELES","90059-1009","1117 108TH 90059-1009",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","15","1994-02-24T00:00:00.000",,"(33.9382, -118.2551)"
"0000001489-0001-9","JEWISH NATIONAL FUND KEREN KAYAEMETH LEISRAEL INC",,"6700 FALLBROOK AVENUE #201","WEST HILLS","91307-3545","6700 FALLBROOK 91307-3545","42 E 69TH STREET","NEW YORK","10021-5003","561500","Travel arrangement & reservation services","12","1991-11-01T00:00:00.000",,"(34.1921, -118.6233)"
"0000001493-0001-5","NORTH HOLLYWOOD HISPANIC FOURSQUARE CHURCH",,"11455 BURBANK BLVD","N HOLLYWOOD","91601-2303","11455 BURBANK 91601-2303","11238 EMELITA STREET","N HOLLYWOOD","91601-1217","451211","Book stores","2","2000-01-01T00:00:00.000",,"(34.1721, -118.3806)"
"0000001503-0001-1","LA FAMILIA HUMAN SERVICES CORPORTION",,"5151 STATE UNIVERSITY DRIVE","LOS ANGELES","90032-4226","5151 STATE UNIVERSITY 90032-4226",,,,"611000","Educational services (including schools, colleges, & universities)","14","1991-12-01T00:00:00.000",,"(34.0623, -118.1715)"
"0000001519-0001-1","JAMES GLEASON",,"5932 BECKFORD AVENUE","TARZANA","91356-1105","5932 BECKFORD 91356-1105",,,,"561500","Travel arrangement & reservation services","3","1999-01-01T00:00:00.000",,"(34.1783, -118.5514)"
"0000001539-0001-9","CALIFORNIA CHILDREN'S ACADEMY",,"233 N BREED STREET","LOS ANGELES","90033-2902","233 BREED 90033-2902","2701 N MAIN STREET","LOS ANGELES","90031-3320","624410","Child day care services","14","1991-12-01T00:00:00.000",,"(34.0465, -118.21)"
"0000001539-0002-7","CALIFORNIA CHILDREN'S ACADEMY","JARDIN DE NINOS","2418   MANITOU AVENUE","LOS ANGELES","90031-2234","2418 MANITOU 90031-2234","2701 N MAIN STREET","LOS ANGELES","90031-3320","624410","Child day care services","1","2017-01-01T00:00:00.000",,"(34.0715, -118.2162)"
"0000001540-0001-1","CALIFORNIA CHILDREN'S ACADEMY",,"133 N SUNOL DRIVE","LOS ANGELES","90063-1429","133 SUNOL 90063-1429",,,,"624410","Child day care services","0","2000-12-01T00:00:00.000",,
"0000001541-0001-6","WESLAR INC",,"28310 CONSTELLATION ROAD","VALENCIA","91355-5078","28310 CONSTELLATION 91355-5078",,,,"233210","Single Family Housing Construction (1997 NAICS)","0","1992-03-01T00:00:00.000",,"(34.448, -118.5788)"
"0000001542-0001-1","CALIFORNIA CHILDRENS ACADEMY","SAN FERNANDO GARDENS","10896 LEHIGH AVENUE","PACOIMA","91331-2584","10896 LEHIGH 91331-2584","2701 N MAIN STREET","LOS ANGELES","90031-3320","624410","Child day care services","7","1991-12-01T00:00:00.000",,"(34.2688, -118.4158)"
"0000001542-0002-9","CALIFORNIA CHILDRENS ACADEMY","CALIFORNIA CHILDRENS ACADEMY","14649   SATICOY STREET","VAN NUYS","91405-1243","14649 SATICOY 91405-1243","2701 N MAIN STREET","LOS ANGELES","90031-3320","624410","Child day care services","6","2016-07-01T00:00:00.000",,"(34.209, -118.4525)"
"0000001543-0001-5","CALIFORNIA CHILDREN'S ACADEMY",,"7817 LANKERSHIM BLVD","NORTH HOLLYWOOD","91605-2523","7817 LANKERSHIM 91605-2523",,,,"624410","Child day care services","6","1991-12-01T00:00:00.000",,
"0000001546-0001-9","SKAGGS CONCRETE CUTTING INC",,"2841 E CORONADO STREET","ANAHEIM","92806-2504","2841 CORONADO 92806","2841 E CORONADO STREET","ANAHEIM","92806-2504","238110","Poured concrete foundation & structure contractors","0","1992-02-18T00:00:00.000",,"
,  
(33.8526, -117.8692)"
"0000001550-0001-5","SPECIAL SERVICE FOR GROUPS","HURTING & HUNGRY PROJECT","1310 S ST ANDREWS PLACE","LOS ANGELES","90019-4748","1310 ST ANDREWS 90019-4748","905 E 8TH STREET","LOS ANGELES","90021-1848","624100","Individual & family services","10","1993-09-29T00:00:00.000",,"(34.047, -118.3116)"
"0000001554-0001-3","ASDGHIG ARTUNIAN","ARTUNIAN PROPERTY MANAGEMENT","1800 TAFT AVENUE #3","LOS ANGELES","90028-5707","1800 TAFT 90028-5707",,,,"531100","Lessors of real estate (including mini warehouses & self-storage units)","13","1974-01-01T00:00:00.000",,"(34.1035, -118.3147)"
"0000001559-0001-6","B/G SHEET METAL INC",,"9408 GIDLEY STREET","TEMPLE CITY","91780-4211","9408 GIDLEY 91780-4211","9408 GIDLEY STREET","TEMPLE CITY","91780-4211","235610","Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)","0","1973-06-01T00:00:00.000",,"(34.0881, -118.0612)"
"0000001563-0001-2","CANCER HOPE FOUNDATION",,"26500 AGOURA ROAD","CALABASAS","91302-1952","26500 AGOURA 91302",,,,"624100","Individual & family services","0","1999-12-20T00:00:00.000",,"(34.1439, -118.6995)"
"0000001565-0001-1","KIYOKO SCHAFER","SCHAFER TAX SERVICE","654 N VENDOME STREET","LOS ANGELES","90026-3742","654 VENDOME 90026-3742","654 N VENDOME STREET","LOS ANGELES","90026-3742","541213","Tax preparation services","13","1992-02-05T00:00:00.000",,"(34.0793, -118.2768)"
"0000001576-0001-0","ODILIA TRUJILLO",,"122 N MARIPOSA AVENUE #8","LOS ANGELES","90004-4538","122 MARIPOSA 90004",,,,"561500","Travel arrangement & reservation services","13","2002-02-10T00:00:00.000",,
"0000001581-0001-1","DARIUSH DIVSALAR",,"1159   LAS PULGAS PLACE","PACIFIC PALISADES","90272-2440","1159 LAS PULGAS 90272-2440",,,,"561500","Travel arrangement & reservation services","11","1999-11-15T00:00:00.000",,
"0000001582-0001-5","ATLANTIC RECOVERY SERVICES",,"6148 HUBBARD STREET","LOS ANGELES","90022-3525","6148 HUBBARD 90022-3525","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","0","2001-01-01T00:00:00.000",,
"0000001584-0001-4","APS WATER SERVICES CORPORATION",,"7320 VALJEAN AVENUE","VAN NUYS","91406-3413","7320 VALJEAN 91406-3413",,,,"453990","All other miscellaneous store retailers (including tobacco, candle, & trophy shops)","6","1992-01-01T00:00:00.000",,"(34.2036, -118.4859)"
"0000001586-0001-3","SPECIAL SERVICE FOR GROUPS","OCCUPATIONAL THERAPY TRAINING PROGRAM","19401 S VERMONT AVENUE #A201","TORRANCE","90502-4405","19401 VERMONT 90502-4405","905 E 8TH STREET","LOS ANGELES","90021-1848","561300","Employment services","0","1993-09-23T00:00:00.000",,"(33.8553, -118.2905)"
"0000001589-0001-7","SPECIAL SERVICE FOR GROUPS","1HSS RECIPIENTS & PROVIDERS SHARING","315 W 9TH STREET #312","LOS ANGELES","90015-4203","315 9TH 90015-4203","905 E 8TH STREET","LOS ANGELES","90021-1848","561300","Employment services","14","1993-09-29T00:00:00.000",,"(34.0433, -118.2575)"
"0000001591-0001-4","VETERANS FEDERATION OF PHILIPPINES REGION USA",,"1740 W TEMPLE STREET","LOS ANGELES","90026-5422","1740 TEMPLE 90026-5422",,,,"624100","Individual & family services","13","1999-08-12T00:00:00.000",,"(34.0689, -118.2639)"
"0000001598-0001-6","ATLANTIC RECOVERY SERVICES",,"2503 W 7TH STREET","LOS ANGELES","90057-3801","2503 7TH 90057-3801","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","1","2001-01-22T00:00:00.000",,
"0000001601-0001-0","MYSTERY TRAIN INC",,"12849 MILBANK STREET","STUDIO CITY","91604-1354","12849 MILBANK 91604-1354","12849 MILBANK STREET","STUDIO CITY","91604-1354","512100","Motion picture & video industries (except video rental)","4","1999-01-01T00:00:00.000",,"
,  
(34.1532, -118.4126)"
"0000001608-0001-1","ATLANTIC RECOVERY SERVICES",,"4324 W JEFFERSON BLVD","LOS ANGELES","90016-4115","4324 JEFFERSON 90016","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","10","2001-01-22T00:00:00.000",,"(34.0255, -118.343)"
"0000001621-0001-7","TWO HOUSES PRODUCTIONS /C",,"5737   KANAN ROAD      #586","AGOURA HILLS","91301-1601","5737 KANAN 91301","16030   VENTURA BLVD   SUITE #240","ENCINO","91436-4487","711300","Promoters of performing arts, sports, & similar events","0","1991-06-01T00:00:00.000",,"
,  
(34.1551, -118.7568)"
"0000001622-0001-1","YARON ZARAFSHAN","A TO Z NETWORKING","17421 COLLINS STREET","ENCINO","91316-1310","17421 COLLINS 91316-1310","17421 Collins","Encino","91316-1310","561500","Travel arrangement & reservation services","4","2000-04-19T00:00:00.000",,"
,  
(34.1738, -118.5126)"
"0000001624-0001-1","ATLANTIC RECOVERY SERVICES",,"1711 N VAN NESS AVENUE","LOS ANGELES","90028-5612","1711 VAN NESS 90028-5612","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","13","2001-01-22T00:00:00.000",,"(34.1021, -118.3158)"
"0000001632-0001-5","ATLANTIC RECOVERY SERVICES",,"1444 W Q STREET","WILMINGTON","90744-1971","1444 Q 90744-1971","944 PACIFIC AVENUE","LONG BEACH","90813-4228","621400","Outpatient  care centers","15","2001-01-22T00:00:00.000",,
"0000001639-0001-7","SAN FERNANDO VALLEY COMMUNITY MENTAL HEALTH CENTER INC","THERAPEUTIC BEHAVIORAL SERVICES","14412 HAMLIN STREET","VAN NUYS","91401-1409","14412 HAMLIN 91401-1409","6842 VAN NUYS BLVD FLOOR #6TH","VAN NUYS","91405-4650","621400","Outpatient  care centers","6","2001-01-01T00:00:00.000",,"(34.1886, -118.4467)"
"0000001640-0001-0","SAN FERNANDO VALLEY YOUTH CHORUS",,"22700 SHERMAN WAY","CANOGA PARK","91307-2332","22700 SHERMAN 91307-2332",,,,"512200","Sound recording industries","12","1999-12-29T00:00:00.000",,"(34.2009, -118.6212)"
"0000001642-0001-9","VALUE-ADDE COMMUNICATIONS INC",,"3801 E PLANO PARKWAYS  SUITE #100","PLANO","75074-1818","3801 PLANO 75074-1818","12316 HIDDEN FOREST BLVD","OKLAHOMA CITY","73142-2536","517000","Telecommunications","0","1990-09-01T00:00:00.000",,"
,  
(33.0091, -96.6606)"
"0000001645-0001-2","THE CLYDE & MARY LOU PORTER FOUNDATION",,"7242 OWENSMOUTH AVENUE","CANOGA PARK","91303-1529","7242 OWENSMOUTH 91303-1529","6024 WILLIAM BENT ROAD","HIDDEN HILLS","91302-1247","512200","Sound recording industries","3","2000-07-20T00:00:00.000",,"(34.2018, -118.6015)"
"0000001647-0001-1","ALFRERDO VARGAS","EL SERENO SHOE REPAIR","4993 HUNTINGTON DRIVE N #C","LOS ANGELES","90032-1644","4993 HUNTINGTON 90032-1644",,,,"448210","Shoe stores","14","1992-01-01T00:00:00.000",,"(34.088, -118.1739)"
"0000001648-0001-6","MATRIX INSTITUTE ON ADDICTIONS",,"20301   VENTURA BLVD   SUITE #121","WOODLAND HILLS","91364-2447","20301 VENTURA 91364-2447","20301   VENTURA BLVD   SUITE #121","WOODLAND HILLS","91364-2447","541600","Management, scientific, & technical consulting services","3","1992-03-16T00:00:00.000",,"(34.1699, -118.5755)"
"0000001652-0001-2","LIME HOUSE SENIOR HOUSING INC",,"1800 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1577","1800 MARTIN LUTHER KING JR 90062-1577",,,,"721310","Rooming & boarding houses","8","1999-06-14T00:00:00.000",,"(34.0108, -118.3113)"
"0000001653-0001-7","WOODCOCK HOUSING FOUNDATION",,"13655 WOODCOCK AVENUE","SYLMAR","91342-1146","13655 WOODCOCK 91342-1146","6430   INDEPENDENCE AVENUE","WOODLAND HILLS","91367-2607","721310","Rooming & boarding houses","7","1997-11-06T00:00:00.000",,"(34.0, -118.0)"
"0000001658-0001-0","MARILYN T OLIVER","MARILYN T OLIVER","2646 LAKE VIEW TERRACE E","LOS ANGELES","90039-2605","2646 LAKE VIEW 90039-2605",,,,"561500","Travel arrangement & reservation services","4","1999-01-01T00:00:00.000",,"(34.1044, -118.2625)"
"0000001662-0001-6","MARY L ARCHER",,"15735 NORDHOFF STREET #29","NORTH HILLS","91343-3157","15735 NORDHOFF 91343-3157",,,,"541310","Architectural services","12","1991-01-01T00:00:00.000",,"(34.2355, -118.4752)"
"0000001664-0001-5","WHITE OAK HOUSING FOUNDATION",,"9201 WHITE OAK AVENUE","NORTHRIDGE","91325-2335","9201 WHITE OAK 91325-2335","6430   INDEPENDENCE AVENUE","WOODLAND HILLS","91367-2607","721310","Rooming & boarding houses","12","1997-11-06T00:00:00.000",,"(34.2381, -118.5199)"
"0000001667-0001-9","OSCAR HOUSING FOUNDATION",,"18509 SAN FERNANDO MISSION BLVD","NORTHRIDGE","91326-2434","18509 SAN FERNANDO MISSION 91326-2434","6430   INDEPENDENCE AVENUE","WOODLAND HILLS","91367-2607","721310","Rooming & boarding houses","12","1999-03-23T00:00:00.000",,"(34.2717, -118.5362)"
"0000001670-0001-1","CAHUENGA HOUSING FOUNDATION",,"12145 BURBANK BLVD","N HOLLYWOOD","91607-5512","12145 BURBANK 91607","7630 GLORIA AVENUE","VAN NUYS","91406-1805","531100","Lessors of real estate (including mini warehouses & self-storage units)","2","1996-04-09T00:00:00.000",,"(34.1721, -118.3979)"
"0000001671-0001-5","FOUNDATION FOR AFFORDABLE HOUSING III INC",,"20234 ROSCOE BLVD","WINNETKA","91306-1679","20234 ROSCOE 91306-1679","30950 RANCHO VIEJO ROAD #100","SAN JUAN CAPISTRANO","92675-1767","531100","Lessors of real estate (including mini warehouses & self-storage units)","3","1994-03-11T00:00:00.000",,"(34.2201, -118.5739)"
"0000001672-0001-0","ABEL FLORES",,"2231 WHITTIER BLVD","LOS ANGELES","90023-1230","2231 WHITTIER 90023-1230",,,,"423100","Motor vehicle & motor vehicle parts & supplies","14","1974-08-01T00:00:00.000",,"(34.0352, -118.2177)"
"0000001672-0002-8","ABEL FLORES","ABEL'S AUTO REPAIR SERVICE","2242 WHITTIER BLVD","LOS ANGELES","90023-1243","2242 WHITTIER 90023-1243",,,,"811110","Automotive mechanical & electrical repair & maintenance","14","2001-01-01T00:00:00.000",,"(34.0352, -118.2176)"
"0000001675-0001-3","DONALD W RICE",,"4519 GILBERT PLACE","LOS ANGELES","90004-1905","4519 GILBERT 90004-1905",,,,"561500","Travel arrangement & reservation services","13","2001-09-08T00:00:00.000",,"(34.0806, -118.3026)"
