SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-1831804251,01/01/2021 12:03:43 PM,01/06/2021 10:42:34 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 10:42:33 AM,Y,N,"NORMANDIE AVE AT OLYMPIC BLVD, 90006",,,,,90006,34.0526137114,-118.300058593,"(34.0526137114, -118.300058593)",633,J,4,Central APC,10,Mark Ridley-Thomas,55,Wilshire Center Koreatown,OLYMPIC
1-1831802631,01/01/2021 12:04:26 PM,01/02/2021 08:37:32 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/02/2021 12:00:00 AM,01/02/2021 02:28:14 PM,Y,N,"523 W 19TH ST, 90731",523,W,19TH,ST,90731,33.7268466548,-118.288610887,"(33.7268466548, -118.288610887)",824,B,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831802651,01/01/2021 12:04:45 PM,01/06/2021 11:23:28 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 11:23:28 AM,Y,N,"2053 W VENICE BLVD, 90006",2053,W,VENICE,BLVD,90006,34.0437267427,-118.301782844,"(34.0437267427, -118.301782844)",633,J,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831803231,01/01/2021 12:05:01 PM,01/06/2021 01:39:27 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,SLA,01/06/2021 12:00:00 AM,01/06/2021 01:38:09 PM,Y,,"5621 S FORTUNA ST, 90011",5621,S,FORTUNA,ST,90011,33.9914559261,-118.245733603,"(33.9914559261, -118.245733603)",674,G,5,South Los Angeles APC,9,Curren D. Price Jr.,110,Central Alameda,NEWTON
1-1831803271,01/01/2021 12:06:22 PM,01/06/2021 07:18:45 AM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,KYCC,01/06/2021 07:17:41 AM,01/06/2021 07:18:45 AM,Y,N,"VENICE BLVD AT OXFORD AVE, 90006",,,,,90006,34.0435618752,-118.307701053,"(34.0435618752, -118.307701053)",633,H,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831801821,01/01/2021 12:06:54 PM,01/02/2021 02:26:38 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/02/2021 12:00:00 AM,01/02/2021 02:23:53 PM,Y,N,"585 W 19TH ST, 90731",585,W,19TH,ST,90731,33.7268512658,-118.289863793,"(33.7268512658, -118.289863793)",824,B,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831803381,01/01/2021 12:07:31 PM,01/02/2021 02:31:50 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/02/2021 12:00:00 AM,01/02/2021 02:29:18 PM,Y,N,"321 N JUNE ST, 90004",321,N,JUNE,ST,90004,34.077115529,-118.334791198,"(34.077115529, -118.334791198)",593,E,7,Central APC,4,Nithya Raman,119,Greater Wilshire,WILSHIRE
1-1831801891,01/01/2021 12:07:51 PM,01/06/2021 12:55:59 PM,SR Created,OCB,Graffiti Removal,Cancelled,Self Service,,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 12:55:58 PM,Y,N,"VENICE BLVD AT OXFORD AVE, 90006",,,,,90006,34.0435618752,-118.307701053,"(34.0435618752, -118.307701053)",633,H,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831804951,01/01/2021 12:08:12 PM,01/05/2021 04:09:59 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 04:06:11 PM,Y,N,"6461 N FIGUEROA ST, 90042",6461,N,FIGUEROA,ST,90042,34.1192559938,-118.183790306,"(34.1192559938, -118.183790306)",595,D,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831804491,01/01/2021 12:08:17 PM,01/08/2021 06:24:37 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/07/2021 12:00:00 AM,01/07/2021 12:16:12 PM,Y,,"5140 N WHITE OAK AVE, 91316",5140,N,WHITE OAK,AVE,91316,34.1638343758,-118.518408823,"(34.1638343758, -118.518408823)",561,B,3,South Valley APC,5,Paul Koretz,18,Encino,WEST VALLEY
1-1831804521,01/01/2021 12:08:33 PM,01/02/2021 01:42:45 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:40:58 PM,Y,,"23016 W VANOWEN ST, 91307",23016,W,VANOWEN,ST,91307,34.1935276303,-118.628422628,"(34.1935276303, -118.628422628)",529,G,6,South Valley APC,12,John Lee,11,West Hills,TOPANGA
1-1831803471,01/01/2021 12:09:01 PM,01/07/2021 12:44:41 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/06/2021 12:00:00 AM,01/06/2021 07:53:41 AM,Y,,"12015 W HARTSOOK ST, 91607",12015,W,HARTSOOK,ST,91607,34.1640674765,-118.395005742,"(34.1640674765, -118.395005742)",562,G,3,South Valley APC,2,Paul Krekorian,25,Valley Village,NORTH HOLLYWOOD
1-1831805011,01/01/2021 12:09:05 PM,01/06/2021 02:04:22 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,KYCC,01/06/2021 12:00:00 AM,01/06/2021 02:04:22 PM,Y,N,"VENICE BLVD AT MANHATTAN PL, 90019",,,,,90019,34.0435528857,-118.310181375,"(34.0435528857, -118.310181375)",633,H,5,South Los Angeles APC,10,Mark Ridley-Thomas,74,United Neighborhoods,OLYMPIC
1-1831803491,01/01/2021 12:09:26 PM,01/04/2021 05:24:27 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/04/2021 12:00:00 AM,01/04/2021 04:23:00 PM,Y,,"7028 S ALVERN ST, 90045",7028,S,ALVERN,ST,90045,33.9759930731,-118.376516546,"(33.9759930731, -118.376516546)",673,A,7,West Los Angeles APC,11,Mike Bonin,71,Westchester/Playa,PACIFIC
1-1831805061,01/01/2021 12:09:42 PM,01/07/2021 04:23:37 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,Y,HB,01/06/2021 12:00:00 AM,01/06/2021 12:44:00 PM,Y,N,"560 W 20TH ST, 90731",560,W,20TH,ST,90731,33.7261649895,-118.28933807,"(33.7261649895, -118.28933807)",824,B,7,Harbor APC,15,Joe Buscaino,96,Coastal San Pedro,HARBOR
1-1831803561,01/01/2021 12:10:16 PM,01/05/2021 09:02:32 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 04:16:31 PM,Y,N,"6339 N FIGUEROA ST, 90042",6339,N,FIGUEROA,ST,90042,34.1164884674,-118.183699666,"(34.1164884674, -118.183699666)",595,D,2,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831803591,01/01/2021 12:10:49 PM,01/07/2021 05:18:33 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Self Service,,N,EV,01/07/2021 12:00:00 AM,01/07/2021 05:17:08 PM,Y,N,"7045 N VAN NUYS BLVD, 91405",7045,N,VAN NUYS,BLVD,91405,34.1987561036,-118.449143939,"(34.1987561036, -118.449143939)",532,A,5,South Valley APC,6,Nury Martinez,20,Van Nuys,VAN NUYS
1-1831804601,01/01/2021 12:10:55 PM,01/06/2021 10:23:49 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,,N,NEGB_ELA,01/06/2021 12:00:00 AM,01/06/2021 10:23:48 AM,Y,N,"312 S AVENUE 17, 90031",312,S,AVENUE 17,,90031,34.068865929,-118.222041126,"(34.068865929, -118.222041126)",634,J,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831806081,01/01/2021 12:11:29 PM,01/05/2021 04:32:46 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 04:31:47 PM,Y,N,"1700 N AVENUE 53, 90042",1700,N,AVENUE 53,,90042,34.1229833858,-118.199679598,"(34.1229833858, -118.199679598)",595,B,1,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831803651,01/01/2021 12:11:30 PM,01/05/2021 12:59:17 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 08:21:40 AM,Y,N,"4482 W DON MILAGRO DR, 90008",4482,W,DON MILAGRO,DR,90008,34.0078263497,-118.353221496,"(34.0078263497, -118.353221496)",673,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,79,Empowerment Congress West,SOUTHWEST
1-1831806171,01/01/2021 12:12:34 PM,01/04/2021 07:23:56 PM,SR Created,LASAN,Electronic Waste,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 02:57:23 PM,Y,N,"4482 W DON MILAGRO DR, 90008",4482,W,DON MILAGRO,DR,90008,34.0078263497,-118.353221496,"(34.0078263497, -118.353221496)",673,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,79,Empowerment Congress West,SOUTHWEST
1-1831803741,01/01/2021 12:13:04 PM,08/03/2021 04:22:51 AM,SR Created,LASAN,Homeless Encampment,Closed,Self Service,,N,WLA,01/04/2021 12:00:00 AM,08/03/2021 04:22:29 AM,Y,N,"11270 W EXPOSITION BLVD, 90064",11270,W,EXPOSITION,BLVD,90064,34.034712657,-118.436431462,"(34.034712657, -118.436431462)",632,C,6,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-1831806221,01/01/2021 12:13:13 PM,01/02/2021 10:24:56 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/02/2021 12:00:00 AM,01/02/2021 10:07:04 AM,Y,,"9656 N SANDUSKY AVE, 91331",9656,N,SANDUSKY,AVE,91331,34.2460957547,-118.437166444,"(34.2460957547, -118.437166444)",502,B,5,North Valley APC,6,Nury Martinez,6,Arleta,MISSION
1-1831804701,01/01/2021 12:13:16 PM,01/05/2021 03:24:22 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:19:27 PM,Y,N,"6831 N FIGUEROA ST, 90042",6831,N,FIGUEROA,ST,90042,34.1263884313,-118.186783358,"(34.1263884313, -118.186783358)",565,D,7,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831804751,01/01/2021 12:13:34 PM,01/04/2021 07:59:03 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,SLA,01/04/2021 12:00:00 AM,01/04/2021 02:57:06 PM,Y,N,"4482 W DON MILAGRO DR, 90008",4482,W,DON MILAGRO,DR,90008,34.0078263497,-118.353221496,"(34.0078263497, -118.353221496)",673,C,3,South Los Angeles APC,8,Marqueece Harris-Dawson,79,Empowerment Congress West,SOUTHWEST
1-1831805301,01/01/2021 12:13:38 PM,01/02/2021 11:08:23 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 11:07:41 AM,Y,N,"11519 W VENICE BLVD, 90066",11519,W,VENICE,BLVD,90066,34.0094853334,-118.423790542,"(34.0094853334, -118.423790542)",672,D,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831805331,01/01/2021 12:13:49 PM,01/02/2021 05:05:41 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 09:57:51 AM,Y,,"3463 S MOTOR AVE, 90034",3463,S,MOTOR,AVE,90034,34.0266210197,-118.409057336,"(34.0266210197, -118.409057336)",632,F,7,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831805361,01/01/2021 12:13:56 PM,01/02/2021 01:58:11 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 01:55:33 PM,Y,,"3141 S GILMERTON AVE, 90064",3141,S,GILMERTON,AVE,90064,34.0333288432,-118.41321654,"(34.0333288432, -118.41321654)",632,E,7,West Los Angeles APC,5,Paul Koretz,62,Westside,WEST LOS ANGELES
1-1831804821,01/01/2021 12:14:46 PM,01/05/2021 03:46:50 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:42:05 PM,Y,,"5239 N WINDERMERE AVE, 90041",5239,N,WINDERMERE,AVE,90041,34.1427335887,-118.217136245,"(34.1427335887, -118.217136245)",564,J,5,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831806391,01/01/2021 12:15:16 PM,01/07/2021 11:56:37 PM,SR Created,LASAN,Bulky Items,Closed,Call,,Y,NC,01/07/2021 12:00:00 AM,01/07/2021 12:38:25 PM,Y,N,"5643 W CIELO WAY, 90028",5643,W,CIELO,WAY,90028,34.1026660417,-118.313049379,"(34.1026660417, -118.313049379)",593,H,4,Central APC,13,Mitch O'Farrell,30,Hollywood United,HOLLYWOOD
1-1831806961,01/01/2021 12:15:24 PM,01/05/2021 03:51:50 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:50:46 PM,Y,N,"5903 E ANNAN WAY, 90042",5903,E,ANNAN,WAY,90042,34.1289159662,-118.191083338,"(34.1289159662, -118.191083338)",565,C,7,East Los Angeles APC,14,Kevin de León,41,Historic Highland Park,NORTHEAST
1-1831807011,01/01/2021 12:15:46 PM,01/07/2021 04:29:48 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/06/2021 12:00:00 AM,01/06/2021 12:29:29 PM,Y,N,"1153 W BELLEVUE AVE, 90012",1153,W,BELLEVUE,AVE,90012,34.0658917501,-118.251041328,"(34.0658917501, -118.251041328)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831807031,01/01/2021 12:15:49 PM,01/07/2021 05:57:08 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/06/2021 12:00:00 AM,01/07/2021 05:54:44 PM,Y,,"215 S CARONDELET ST, 90057",215,S,CARONDELET,ST,90057,34.0670519517,-118.275714136,"(34.0670519517, -118.275714136)",634,C,2,Central APC,13,Mitch O'Farrell,44,Echo Park,RAMPART
1-1831807131,01/01/2021 12:16:33 PM,01/04/2021 08:06:02 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,LACC,01/04/2021 08:05:30 PM,01/04/2021 08:06:01 PM,Y,N,"5056 W PICO BLVD, 90019",5056,W,PICO,BLVD,90019,34.0476583495,-118.348038396,"(34.0476583495, -118.348038396)",633,D,4,Central APC,10,Mark Ridley-Thomas,60,P.I.C.O.,WILSHIRE
1-1831805611,01/01/2021 12:16:35 PM,01/04/2021 05:08:32 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,HB,01/02/2021 12:00:00 AM,01/04/2021 05:06:09 PM,Y,,"545 W 8TH ST, 90731",545,W,8TH,ST,90731,33.7368264006,-118.28889126,"(33.7368264006, -118.28889126)",824,B,5,Harbor APC,15,Joe Buscaino,95,Central San Pedro,HARBOR
1-1831808001,01/01/2021 12:16:35 PM,01/05/2021 09:43:31 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/05/2021 12:00:00 AM,01/05/2021 09:41:39 AM,Y,N,"219 N AVENUE 51, 90042",219,N,AVENUE 51,,90042,34.1073154549,-118.201954204,"(34.1073154549, -118.201954204)",595,B,3,East Los Angeles APC,1,Gilbert Cedillo,41,Historic Highland Park,NORTHEAST
1-1831805621,01/01/2021 12:16:36 PM,01/05/2021 03:46:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:42:13 PM,Y,,"5239 N WINDERMERE AVE, 90041",5239,N,WINDERMERE,AVE,90041,34.1427335887,-118.217136245,"(34.1427335887, -118.217136245)",564,J,5,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831806501,01/01/2021 12:16:45 PM,01/06/2021 05:30:31 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,NC,01/06/2021 12:00:00 AM,01/06/2021 01:14:05 PM,Y,N,"1153 W BELLEVUE AVE, 90012",1153,W,BELLEVUE,AVE,90012,34.0658917501,-118.251041328,"(34.0658917501, -118.251041328)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831808081,01/01/2021 12:17:12 PM,01/07/2021 03:46:19 AM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,EV,01/06/2021 12:00:00 AM,01/06/2021 07:47:45 AM,Y,,"5308 N SEPULVEDA BLVD, 91411",5308,N,SEPULVEDA,BLVD,91411,34.1669936334,-118.465824525,"(34.1669936334, -118.465824525)",561,H,2,South Valley APC,4,Nithya Raman,26,Sherman Oaks,VAN NUYS
1-1831805741,01/01/2021 12:17:28 PM,02/02/2021 07:50:37 PM,SR Created,BSL,Single Streetlight Issue,Closed,Self Service,,N,SOUTH,02/02/2021 12:00:00 AM,02/02/2021 12:00:00 AM,Y,Y,"5119 S 3RD AVE, 90043",5119,S,3RD,AVE,90043,33.99622178,-118.32039934,"(33.99622178, -118.32039934)",673,G,4,South Los Angeles APC,8,Marqueece Harris-Dawson,80,Park Mesa Heights,SOUTHWEST
1-1831807221,01/01/2021 12:17:51 PM,01/02/2021 03:06:09 PM,SR Created,LASAN,Electronic Waste,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:03:29 PM,Y,N,"5339 W VILLAGE GRN, 90016",5339,W,VILLAGE,GRN,90016,34.020642435,-118.362070827,"(34.020642435, -118.362070827)",673,B,1,South Los Angeles APC,10,Mark Ridley-Thomas,79,Empowerment Congress West,SOUTHWEST
1-1831808121,01/01/2021 12:18:06 PM,01/05/2021 03:46:14 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/05/2021 12:00:00 AM,01/05/2021 03:43:13 PM,Y,,"5239 N WINDERMERE AVE, 90041",5239,N,WINDERMERE,AVE,90041,34.1427335887,-118.217136245,"(34.1427335887, -118.217136245)",564,J,5,East Los Angeles APC,14,Kevin de León,40,Eagle Rock,NORTHEAST
1-1831808161,01/01/2021 12:18:12 PM,01/08/2021 04:36:59 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,SLA,01/07/2021 12:00:00 AM,01/07/2021 06:31:00 PM,Y,N,"8631 S HAAS AVE, 90047",8631,S,HAAS,AVE,90047,33.9589986921,-118.317406021,"(33.9589986921, -118.317406021)",703,G,3,South Los Angeles APC,8,Marqueece Harris-Dawson,84,Empowerment Congress Southwest,77TH STREET
1-1831806551,01/01/2021 12:18:56 PM,01/04/2021 11:08:59 PM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,NC,01/04/2021 12:00:00 AM,01/04/2021 09:31:22 AM,Y,N,"5661 E HUNTINGTON DR NORTH, 90032",5661,E,HUNTINGTON,DR,90032,34.0965074492,-118.156626574,"(34.0965074492, -118.156626574)",595,G,4,East Los Angeles APC,14,Kevin de León,48,LA32,HOLLENBECK
1-1831805831,01/01/2021 12:19:22 PM,01/07/2021 11:18:19 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,NC,01/07/2021 12:00:00 AM,01/07/2021 06:22:10 PM,Y,N,"1125 W SUNVUE PL, 90012",1125,W,SUNVUE,PL,90012,34.0659871208,-118.250310252,"(34.0659871208, -118.250310252)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831807291,01/01/2021 12:19:25 PM,01/06/2021 08:34:53 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 01:12:16 PM,Y,N,"1201 W BELLEVUE AVE, 90026",1201,W,BELLEVUE,AVE,90026,34.0670957306,-118.251398866,"(34.0670957306, -118.251398866)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831806591,01/01/2021 12:19:26 PM,01/02/2021 03:05:58 PM,SR Created,LASAN,Metal/Household Appliances,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:03:22 PM,Y,N,"5339 W VILLAGE GRN, 90016",5339,W,VILLAGE,GRN,90016,34.020642435,-118.362070827,"(34.020642435, -118.362070827)",673,B,1,South Los Angeles APC,10,Mark Ridley-Thomas,79,Empowerment Congress West,SOUTHWEST
1-1831807321,01/01/2021 12:19:36 PM,01/02/2021 02:55:20 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 02:54:14 PM,Y,,"3461 S KEYSTONE AVE, 90034",3461,S,KEYSTONE,AVE,90034,34.0257130414,-118.411195885,"(34.0257130414, -118.411195885)",672,E,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831805871,01/01/2021 12:19:39 PM,01/09/2021 12:10:40 AM,SR Created,BSL,Multiple Streetlight Issue,Closed,Self Service,,N,EAST,01/04/2021 12:00:00 AM,01/04/2021 12:00:00 AM,Y,N,"312 S AVENUE 17, 90031",312,S,AVENUE 17,,90031,34.068865929,-118.222041126,"(34.068865929, -118.222041126)",634,J,1,East Los Angeles APC,1,Gilbert Cedillo,47,Lincoln Heights,HOLLENBECK
1-1831809951,01/01/2021 12:20:46 PM,01/06/2021 07:32:13 PM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,N,NC,01/06/2021 12:00:00 AM,01/06/2021 01:12:01 PM,Y,N,"1161 N SUNVUE PL, 90012",1161,N,SUNVUE,PL,90012,34.0668569429,-118.250586908,"(34.0668569429, -118.250586908)",634,F,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831808331,01/01/2021 12:20:53 PM,01/06/2021 07:36:03 AM,SR Created,LASAN,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/06/2021 12:00:00 AM,01/06/2021 07:29:01 AM,Y,N,"1413 W TEMPLE ST, 90026",1413,W,TEMPLE,ST,90026,34.0675145916,-118.257058316,"(34.0675145916, -118.257058316)",634,E,2,East Los Angeles APC,1,Gilbert Cedillo,44,Echo Park,RAMPART
1-1831806701,01/01/2021 12:21:20 PM,01/06/2021 08:04:30 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/06/2021 12:00:00 AM,01/06/2021 08:02:21 AM,Y,,"955 N MARVIEW AVE, 90012",955,N,MARVIEW,AVE,90012,34.0688485008,-118.248179959,"(34.0688485008, -118.248179959)",634,F,1,East Los Angeles APC,1,Gilbert Cedillo,128,Historic Cultural North,CENTRAL
1-1831810071,01/01/2021 12:23:03 PM,01/02/2021 03:08:27 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 03:05:49 PM,Y,,"3515 S KEYSTONE AVE, 90034",3515,S,KEYSTONE,AVE,90034,34.0248818028,-118.410558894,"(34.0248818028, -118.410558894)",672,F,1,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831806781,01/01/2021 12:23:04 PM,01/02/2021 01:30:33 PM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:28:28 PM,Y,N,"21648 W MULHOLLAND DR, 91364",21648,W,MULHOLLAND,DR,91364,34.1482480334,-118.602531242,"(34.1482480334, -118.602531242)",560,A,5,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831807541,01/01/2021 12:23:16 PM,01/02/2021 10:47:19 AM,SR Created,LASAN,Bulky Items,Closed,Call,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 10:39:05 AM,Y,N,"10582 W NATIONAL BLVD, 90034",10582,W,NATIONAL,BLVD,90034,34.0306606749,-118.414964419,"(34.0306606749, -118.414964419)",632,E,7,West Los Angeles APC,5,Paul Koretz,115,Palms,PACIFIC
1-1831808471,01/01/2021 12:23:40 PM,01/06/2021 10:58:58 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,HBT,01/05/2021 12:00:00 AM,01/06/2021 10:58:58 AM,Y,N,"4603 N BRUNSWICK AVE, 90039",4603,N,BRUNSWICK,AVE,90039,34.1355396527,-118.268934326,"(34.1355396527, -118.268934326)",564,C,6,East Los Angeles APC,13,Mitch O'Farrell,37,Atwater Village,NORTHEAST
1-1831810091,01/01/2021 12:23:41 PM,01/04/2021 03:14:42 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,N,NC,01/04/2021 12:00:00 AM,01/04/2021 03:13:00 PM,Y,,"528 S CHICAGO ST, 90033",528,S,CHICAGO,ST,90033,34.0393534874,-118.215556594,"(34.0393534874, -118.215556594)",635,A,5,East Los Angeles APC,14,Kevin de León,50,Boyle Heights,HOLLENBECK
1-1831807591,01/01/2021 12:24:44 PM,01/02/2021 02:08:43 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,Y,WLA,01/02/2021 12:00:00 AM,01/02/2021 02:08:13 PM,Y,,"10702 W TABOR ST, 90034",10702,W,TABOR,ST,90034,34.0229510061,-118.410802105,"(34.0229510061, -118.410802105)",672,E,1,West Los Angeles APC,5,Paul Koretz,67,Mar Vista,PACIFIC
1-1831808601,01/01/2021 12:25:54 PM,01/02/2021 04:55:37 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,Android,N,WV,01/02/2021 12:00:00 AM,01/02/2021 01:12:42 PM,Y,,"6123 N LOCKHURST DR, 91367",6123,N,LOCKHURST,DR,91367,34.1813534623,-118.648085297,"(34.1813534623, -118.648085297)",559,E,1,South Valley APC,3,Bob Blumenfield,16,Woodland Hills-Warner Center,TOPANGA
1-1831806871,01/01/2021 12:26:22 PM,01/06/2021 09:09:25 PM,SR Created,LASAN,Bulky Items,Closed,Mobile App,iOS,Y,WV,01/06/2021 12:00:00 AM,01/06/2021 09:18:53 AM,Y,,"18411 W PLUMMER ST, 91325",18411,W,PLUMMER,ST,91325,34.2428851409,-118.534282912,"(34.2428851409, -118.534282912)",500,J,6,North Valley APC,12,John Lee,120,Northridge East,DEVONSHIRE
1-1831807681,01/01/2021 12:26:40 PM,01/02/2021 09:31:22 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/02/2021 12:00:00 AM,01/02/2021 09:27:54 AM,Y,N,"3545 S MOUNTAIN VIEW AVE, 90066",3545,S,MOUNTAIN VIEW,AVE,90066,34.0111519901,-118.434599931,"(34.0111519901, -118.434599931)",672,C,3,West Los Angeles APC,11,Mike Bonin,67,Mar Vista,PACIFIC
1-1831810271,01/01/2021 12:27:07 PM,01/07/2021 12:43:32 AM,SR Created,LASAN,Bulky Items,Closed,Self Service,,N,WLA,01/06/2021 12:00:00 AM,01/06/2021 11:12:14 AM,Y,N,"1619 S BENTLEY AVE, 90025",1619,S,BENTLEY,AVE,90025,34.0490913055,-118.444490535,"(34.0490913055, -118.444490535)",632,B,4,West Los Angeles APC,5,Paul Koretz,63,Westwood,WEST LOS ANGELES
