Event Name,Event Description,Fee Required,Type of Event,Subject Matter,Age Groupings,Event by Service Area,Event Sponsor,Event Date & Time Start,Event Date & Time Ends,Location Common Name,Location Address,Contact Name,Contact Number,Contact Email,Information Website,Elected Official Office Name,Elected Officials Name,Neighborhood Council,City Reference ID,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
Office of Community Beautification ~ Seeds of Hope ~ St. Agatha's Catholic Church,Prep Day,No, Volunteerism,,,,BPW OCB,04/09/2016 08:00:00 AM,04/09/2016 01:00:00 PM,St. Agatha's Catholic Church,"2646 South Manfield Avenue
Los Angeles, California 90016
(34.03146, -118.352589)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23077,665,986,,12,17
Office of Community Beautification ~ Hermon Community Clean-Up,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/09/2016 09:00:00 AM,04/09/2016 12:00:00 PM,Fresco Community Market,"5914 Monterey Rd
Los Angeles, California 90042
(34.104868, -118.184517)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23673,373,842,,9,92
Office of Community Beautification ~ Community Volunteer Project ,Community Garden ,No,Volunteerism ,,,,BPW OCB,04/09/2016 09:00:00 AM,04/09/2016 01:30:00 PM,Panorama City ,"8029 Mammoth Ave, Panorama City
(34.217122, -118.431986)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://www.laocb.org,,,,,19730,151,461,,3,59
Office of Community Beautification - Ballona Creek Renaissance,Creek Clean Up,,Volunteerism,,,,BPW OCB,04/09/2016 09:00:00 AM,04/09/2016 11:00:00 AM,Ballona Creek,"Centinela & Ballona Creek
Los Angeles, CA 90293",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,St. Agatha's Catholic Church,"2646 South Manfield Avenue
Los Angeles, California 90016
(34.03146, -118.352589)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23077,665,986,,12,17
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,Consolidated Realtist,"3725 Don Felipe Drive
Los Angeles, California 90008
(34.006835, -118.340287)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.lacity.org,,,,,22725,765,1025,7,14,54
Office of Community Beautification ~ Office of Councilman Curren Price,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 12:00:00 PM,Avalo Garden,"701 East 88th Pl
Los Angeles, California
(33.9565, -118.26293)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22351,799,1174,7,13,45
Office of Community Beautification ~ Arleta Neighborhood Watchdogs Clean-Up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 12:00:00 PM,,"14219 Gain St. Arelta
(34.24267, -118.442904)",Ana Huizar,213-978-0224,ana.huizar@lacity.org,http://www.laocb.org,,,,,18907,130,1127,,3,41
Office of Community Beautification: Gridley Elementary Beautification,,,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 12:00:00 PM,,"1907 8th St., San Fernando
(34.301949, -118.43006)",Jason Valencia,,jason.valencia@lacity.org,,,,,,18910,1056,177,,,
Office of Community Beautification: Telfair Elementary Clean Up,,,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 12:00:00 PM,,"10975 Telfair
(34.268889, -118.431188)",Jason Valencia,,jason.valencia@lacity.org,,,,,,18907,25,379,,1,11
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,All Saints Highland Park,"5619 Monte Vista Street
Los Angeles, California 90042",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,Friendly Friendship Baptist Church,"10101 South Avalon Boulevard
Los Angeles, California 90044
(33.944513, -118.265147)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22351,805,360,7,14,45
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,Catheral Center of St. Paul,"840 Echo Park Avenue
Los Angeles, California 90026
(34.073732, -118.259249)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23444,482,579,,8,31
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,St. Stephen's Episcopal Church,"6125 Carlos Avenue
Los Angeles, California 90028
(34.10283, -118.323213)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23446,427,573,,8,64
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,Pico Union Project,"1153 Valencia Street
Los Angeles, California 90015
(34.045794, -118.274006)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23076,576,661,,11,8
Office of Community Beautification ~ Seeds of Hope,Community Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,La Iglesia de la Epifania,"2808 Altura Street
Los Angeles, California 90031
(34.075468, -118.212798)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23448,488,516,,11,1
Office of Community Beautification ~ Seeds of Hope,Commnunity Gardening,No,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 01:00:00 PM,St. Philip's the Evangelist Church,"2800 Stanford Avenue
Los Angeles, California 90011
(34.019487, -118.260323)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,706,965,7,13,6
Office of Community Beautification: Howard Finn Park Community Garden Clean Up,,,Volunteerism,,,,BPW OCB,04/16/2016 08:00:00 AM,04/16/2016 12:00:00 PM,,"7747 Foothill Blvd
(34.257925, -118.301478)",Jason Valencia,,jason.valencia@lacity.org,,,,,,3222,1,260,18,1,7
"Office of Community Beautification ~ The New 9th Councilmember Curren D. Price, Jr.",Earth Day 2016,No,Volunteerism,,,,BPW OCB,04/16/2016 08:30:00 AM,04/16/2016 01:00:00 PM,South Park Recreation Center,"345 East 51st Street
Los Angeles, California 90011
(33.996543, -118.268524)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,724,895,7,13,
Office of Community Beautification ~ Balboa Bridge Paint-Out,Paint-Out ,No,Volunteerism ,,,,BPW OCB,04/16/2016 08:30:00 AM,04/16/2016 12:00:00 PM,Balboa Bridge over the L.A. River ,,Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Balboa Bridge Paint-Out,Paint-Out ,No,Volunteerism ,,,,BPW OCB,04/16/2016 08:30:00 AM,04/16/2016 12:00:00 PM,Balboa Bridge over the L.A. River ,,Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilman Curren Price,Community Clean-Up,No, Volunteerism,,,,BPW OCB,04/16/2016 09:00:00 AM,04/16/2016 01:00:00 PM,Avalon Gardens,"701 East 88th Place
Los Angeles, California 90003
(33.9565, -118.26293)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22351,799,1174,7,13,45
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ St. Genevieve High School,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/22/2016 07:30:00 AM,04/22/2016 12:00:00 PM,St. Genevieve High School ,"13967 Roscoe Blvd, Panorama City",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,CD 6,,,,,,,
Office of Community Beautification: Vaughn YPI Clean Up,,,Volunteerism,,,,BPW OCB,04/23/2016 08:00:00 AM,04/23/2016 11:00:00 AM,,"13330 Vaughn St.
CA, 91340",Jason Valencia,,jason.valencia@lacity.org,,,,,,,,,,,
Office of Community Beautification - Westlake Tree Planting and Clean Up,Tree Planting and Clean Up,,Volunteerism,,,,BPW OCB,04/23/2016 08:00:00 AM,04/23/2016 12:00:00 PM,,"379 Loma Drive
Los Angeles, CA 90017
(34.058788, -118.266669)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23078,566,836,,11,67
Office of Community Beautification ~  California Greenworks,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 08:00:00 AM,04/23/2016 01:00:00 PM,Revera's Floor Covering,"2510 Hyde Park Boulevard
Los Angeles, California
(33.983043, -118.320588)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23674,754,1506,7,14,24
Office of Community Beautification ~ Office of Councilmember Gilbert A. Cedillo ~ Accion Westlake ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/23/2016 08:30:00 AM,04/23/2016 12:00:00 PM,Accion Westlake ,"318 S. Alvarado
(34.062524, -118.272962)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilmember Gilbert A. Cedillo ,,,,24352,559,836,,11,63
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ La Purisima Church,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,La Purisima Church,"3236 Inez Street
Los Angeles, California 90023
(34.031034, -118.201614)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23441,525,352,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Stevenson Middle School,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Stevenson Middle School,"725 South Indiana Street
Los Angeles, California
(34.027061, -118.192318)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23441,1547,81,,,
Office of Community Beautification ~ Community Volunteer Project ,Community Garden ,No,Volunteerism ,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 01:30:00 PM,Panorama City ,"8029 Mammoth Ave, Panorama City
(34.217122, -118.431986)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,19730,151,461,,3,59
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Paramount Mattress,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Paramount Mattress,"2900 East Olympic Boulevard
Los Angeles, California 90023
(34.022382, -118.215473)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23441,530,961,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ East LA YMCA,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,East LA YMCA,"2900 Whittier Boulevard
Los Angeles, California 90023
(34.031325, -118.20889)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.orb,,,,,23441,524,351,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Malabar / Fickett,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,,"2512 Boulder Street
Los Angeles, California
(34.048501, -118.203952)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,514,822,,9,38
Office of Community Beautification ~ North East Trees,Tree Planting & Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 01:00:00 PM,,"4025 Whitsett Avenue
Studio City, Los Angeles 91604
(34.143474, -118.405212)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,8492,352,1236,,5,84
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Boyle Heights Tech Center,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Boyle Heights Tech Center,"1600 East 4th Street
Los Angeles, California 90033
(34.042929, -118.222429)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,534,953,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Roosevelt High School,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Roosevelt High School,"456 South Mathews Street
Los Angeles, California 90033
(34.039237, -118.211228)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,520,239,,9,38
Office of Community Beautification ~ Community Volunteer Project ,Community Garden ,No,Volunteerism ,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 01:30:00 PM,Panorama City ,"8029 Mammoth Ave, Panorama City
(34.217122, -118.431986)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,19730,151,461,,3,59
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Ramona Gardens RAC,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Ramona Gardens RAC,"2830 Lancater
Los Angeles, California",Thomas Corrales,213-978-0230,thomas.corrales@laicty.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Ross Valencia Pocket Park,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Ross Valencia Pocket Park,"2203 East 1st Street
Los Angeles, California 90033
(34.044425, -118.21184)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,522,350,,9,38
Office of Community Beautification ~ Legacy LA,Alley Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,,"1437 Murchison Street
Los Angeles, California
(34.058565, -118.196325)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,508,335,,9,
Office of Community Beautification ~  Office of Councilmember Jose Huizar ,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Boyle Heights City Hall,"2130 East 1st Street
Los Angles, California 90033
(34.044735, -118.213384)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,522,350,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ STEM Academy of Boyle Heights,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,STEM Academy of Boyle Heights,"2510 East 6th Street
Los Angeles, California
(34.036676, -118.211974)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23441,520,351,,9,38
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ El Centro De Ayuda,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,El Centro De Ayuda,"1972 East Cesar Chavez
Los Angeles, California 90033",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ North East Trees,Tree Planting & Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 01:00:00 PM,Ascot Hills Park,"4371 Multnomah Street
Los Angeles, California 90032
(34.069564, -118.189678)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23449,501,614,,9,91
Office of Community Beautification ~  Office of Councilmember Jose Huizar ~ Homeboy Industries,Community Clean-Up,No,Volunteerism,,,,BPW OCB,04/23/2016 09:00:00 AM,04/23/2016 12:00:00 PM,Homeboy Industries,"1916 East 1st Street
Los Angeles, California 90023
(34.046257, -118.216795)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23450,521,349,,9,38
Office of Community Beautification - CD 10/West Adams NC,Clean Up,,Volunteerism,,,,BPW OCB,04/23/2016 12:00:00 PM,04/23/2016 04:00:00 PM,Westside Park,"Clyde Ave. & Boden St.
Los Angeles, CA 90016",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Community Clean-Up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/24/2016 11:00:00 AM,04/24/2016 01:00:00 PM,Cardenas Recreation Center ,,Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,CD 6,,,,,,,
Office of Community Beautification: Fenton/Terra Bella Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,04/29/2016 08:30:00 AM,04/29/2016 12:30:00 PM,Fenton Elementary,"11828 Gain St, Lake View Terrace
(40.6926, -73.7517)",Gibson Nyambura,818-485-0600,gibson.nyambura@lacity.org,,,Councilmember Fuentes,,,15312,,,,,
Office of Community Beautification ~ Arminta Elementary School Clean-up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/30/2016 07:30:00 AM,04/30/2016 12:00:00 PM,Arminta Elementary School,"11530 Strathern St. North Hollywood
(39.89509, -85.9616)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,16450,,,,,
Office of Community Beautification ~ Los Angeles Consevation Corps,National Arbor Day,No,Volunteerism,,,,BPW OCB,04/30/2016 08:00:00 AM,04/30/2016 02:00:00 PM,Algin Sutton Recreation Center,"8800 South Hoover Street
Los Angeles, California 90044
(33.957955, -118.286946)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,23675,801,1164,7,14,45
Office of Community Beautification ~ Office of Councilmember Gilbert A. Cedillo ~ Hoover Elementary School,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/30/2016 08:00:00 AM,04/30/2016 01:00:00 PM,Hoover Elementary School ,"2726 Francis Ave
(34.056826, -118.284968)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org, Office of Councilmember Gilbert A. Cedillo,,CD 1,,22722,599,1292,,11,63
Office of Community Beautification ~ Office of Councilmember Gilbert A. Cedillo ~ Esperanza Elementary School,Community Clean-Up,Np,Volunteerism ,,,,BPW OCB,04/30/2016 08:00:00 AM,04/30/2016 12:00:00 PM,Esperanza Elementary School ,"680 Little St, Los Angeles
(34.055012, -118.272628)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilmember Gilbert A. Cedillo ,,CD 1,,23078,561,836,,11,68
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Community Clean-Up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,04/30/2016 08:30:00 AM,04/30/2016 01:00:00 PM,Marson Park ,,Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,CD 6,,,,,,,
Office of Community Beautification - Keep America Beautiful - Council President Wesson's Office,Median Design / Clean Up,,Volunteerism,,,,BPW OCB,04/30/2016 08:30:00 AM,04/30/2016 12:00:00 PM,,"San Vicente Bl. & Longwood Ave.
Los Angeles, CA 90019",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Community Clean-Up ,Community Clean-Up ,No,Volunteerism ,,,,BPW OCB,04/30/2016 09:00:00 AM,04/30/2016 12:00:00 PM,Liggett Street Elementary School,"9373 Moonbeam Ave
(34.240544, -118.445686)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,CD 6,,19730,136,319,,3,59
Office of Community Beautification: FedEx Site Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,05/01/2016 07:30:00 AM,05/01/2016 01:30:00 PM,,"9210 San Fernando Rd, Sun Valley
(37.78008, -122.420168)",Susan Bartlett,,susan@sunvalleygraffitibusters.org,,,Councilmember Martinez,,,28852,,,,,
Office of Community Beautification ~ West Adams High School,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/07/2016 08:00:00 AM,05/07/2016 12:00:00 PM,West Adams High School,"1500 West Washington Boulevard
Los Angeles, California
(34.04001, -118.289685)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.lacity.org,,,,,22724,681,1282,,11,8
Office of Community Beautification: Fullbright Cleanup Day,,,Volunteerism,,,,BPW OCB,05/07/2016 08:00:00 AM,05/07/2016 11:00:00 AM,,"6940 Fullbright Ave, Winnetka
(34.196485, -118.577225)",Orkideh Sayari,,oxk6825@lausd.net,,,,,,4282,291,1468,,4,66
Office of Community Beautification ~ Proyecto Pastoral at Dolores Mission,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/07/2016 08:30:00 AM,05/07/2016 01:00:00 PM,Dolores Mission Plaza,"170 South Gless Street
Los Angeles, California 90033",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - Emerson Avenue Community Garden,Community Garden Volunteer Day,,Volunteerism,,,,BPW OCB,05/07/2016 09:00:00 AM,05/07/2016 12:00:00 PM,@ Orville Wright Middle School,"6550 W. 80th Street
Los Angeles, CA 90045
(33.969352, -118.404201)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,23676,932,1149,10,10,16
Office of Community Beautification ~ Harbor Gateway North Neighborhood Council,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/14/2016 07:00:00 AM,05/14/2016 01:00:00 PM,,"219 East 116 Place
Los Angeles, California 90061",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Big Sunday Cleanup at Plummer Elementary,Cleanup,,Volunteerism,,,,BPW OCB,05/14/2016 07:30:00 AM,05/14/2016 12:30:00 PM,,"9340 Noble Ave
North Hills, 91343
(34.240078, -118.460994)",Laura Collins,,lbc1498@lausd.net,,Council District 7,Councilmember Fuentes,,,18914,114,415,,1,73
Office of Community Beautification ~ Central Neighborhood Council ~ Office of Councilmemeber Marqueece Harris-Dawson,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/14/2016 08:00:00 AM,05/14/2016 01:00:00 PM,Council District 8th Field Office,"8475 South Vermont Avenue
Los Angeles, California 90044",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Central Neighborhood Council ~ Office of Councilmemeber Marqueece Harris-Dawson,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/14/2016 08:00:00 AM,05/14/2016 01:00:00 PM,Council District 8th Field Office,"8475 South Vermont Avenue
Los Angeles, California 90044",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - Jefferson Park Community - Council President Wesson's Office,Clean Up,,Volunteerism,,,,BPW OCB,05/14/2016 08:00:00 AM,05/14/2016 11:00:00 AM,Celerity Nascent School/Saki Liquor Store,"3300 W. Jefferson Bl.
Los Angeles, CA 90018",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification - Jefferson Park Community - Council President Wesson's Office,Clean Up,,Volunteerism,,,,BPW OCB,05/14/2016 08:00:00 AM,05/14/2016 11:00:00 AM,6th Ave. Elementary School,"3109 6th Avenue
Los Angeles, CA 90019",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification ~ Office of Councilwoman Nury Martinez ~ Center Median Clean-Up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,05/14/2016 08:00:00 AM,05/14/2016 12:00:00 PM,,"6555 Sepulveda Blvd.
Los Angeles
(33.980277, -118.394542)",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,Office of Councilwoman Nury Martinez ,,,,23676,925,1062,10,10,16
Office of Community Beautification ~ Noble Avenue Elementary School Clean-up ,Community Clean-Up,No,Volunteerism ,,,,BPW OCB,05/14/2016 08:30:00 AM,05/14/2016 11:30:00 AM,Noble Avenue Elementary School ,"8329 Noble Ave, North Hills",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,6,,,,,,,
Office of Community Beautification: West Hills Community Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,05/14/2016 08:30:00 AM,05/14/2016 11:30:00 AM,,Highlander Rd north of Platt Ave/Sherman Wy,Reeyan Raynes,323-896-2326,reeyanv@ymail.com,,Council District 12,Councilmember Englander,,,,,,,,
Office of Community Beautification - Koreatown Community Clean Up,,,Volunteerism,,,,BPW OCB,05/14/2016 09:00:00 AM,05/14/2016 12:00:00 PM,Lafayette Park,"625 S. Lafayette Park Pl.
Los Angeles, CA 90057
(34.061421, -118.283224)",Anna Ruiz,213-978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,24352,,884,,11,63
Office of Community Beautification ~ Office of Councilman Curren D. Price ~ Jefferson High School,Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/14/2016 10:00:00 AM,05/14/2016 02:00:00 PM,Jefferson High School,"1319 East 41st Street
Los Angeles, California 90011
(34.00913, -118.251168)",Thomas Corrales,2139780230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,711,980,7,13,51
Office of Community Beautification - Helms NA - Regent St. Clean Up Day,Clean Up,,Volunteerism,,,,BPW OCB,05/15/2016 09:00:00 AM,05/15/2016 03:00:00 PM,,"Regent bet. National-Cattaraugus
Los Angeles, CA 90034",Anna Ruiz,(213) 978-0231,Anna.Ruiz@lacity.org,http://www.laocb.org,,,,,,,,,,
Office of Community Beautification: Valor Academy Cleanup,Cleanup,,Volunteerism,,,,BPW OCB,05/18/2016 08:00:00 AM,05/18/2016 10:00:00 AM,,"9034 Burnet Ave
North Hills
(34.234691, -118.463229)",Jason Valencia,,jason.valencia@lacity.org,,,Councilmember Fuentes,,,18914,125,1108,,1,73
"Office of Community Beautification ~ Office of Councilman Curren D. Price, Jr. ",Community Clean-Up,No,Volunteerism,,,,BPW OCB,05/21/2016 08:00:00 AM,05/21/2016 11:00:00 AM,Fred Roberts Recreation Center,"4700 Honduras Street
Los Angeles, California 90011
(34.000741, -118.244083)",Thomas Corrales,213-978-0230,thomas.corrales@lacity.org,http://www.laocb.org,,,,,22727,720,982,7,13,51
Office of Community Beautification ~ Court Street Neighborhood Clean-Up,Neighborhood Clean-Up,No,Volunteerism ,,,,BPW OCB,05/21/2016 08:00:00 AM,05/21/2016 12:00:00 PM,,"W. Court St., 90026",Ana Huizar,2139780224,ana.huizar@lacity.org,http://www.laocb.org,,,,,,,,,,
