"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type","amended"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown Riverwalk","Services","40000","40000","General Fund","Tax Supported Fund","Custodial Services","Trades","40000"
"2021","Public Safety","Police","Police Uniform Services Command","Materials & Supplies","250","250","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","250"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Vehicle Operating Expense","23000","23000","General Fund","Tax Supported Fund","Gasoline","Fuel","23000"
"2021","General Government","311 - Call Center","311 Call Center","Fringe Benefits","22654","22654","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","22654"
"2021","Transportation","Transportation","Complete Streets","Fringe Benefits","17472","17472","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","17472"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Shepherd","Fringe Benefits","8760","8760","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","8760"
"2021","Public Safety","Police","Police Patrol Echo","Fringe Benefits","892185.84","892185.84","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","892185.84"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - North Chattanooga","Salaries","3878","3878","General Fund","Tax Supported Fund","Temporary Staffing","Salaries & Wages","3878"
"2021","Public Safety","Police","Police Facilities & Security","Fringe Benefits","290","290","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","290"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Vehicle Operating Expense","1000","1000","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","1000"
"2021","Public Works","Public Works","Field Surveyors","Salaries","200","200","General Fund","Tax Supported Fund","Incentive Awards","Incentives","200"
"2021","Transportation","Transportation","Transportation Administration","Travel Expense","7000","7000","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","7000"
"2021","Public Safety","Fire","Fire Training Division","Fringe Benefits","9408","9408","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","9408"
"2021","Public Safety","Fire","Fire Marshall Staff","Fringe Benefits","181096.24","181096.24","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","181096.24"
"2021","General Government","Executive Branch","Executive Office Admin","Services","1500","1500","General Fund","Tax Supported Fund","Cellular Phone Service","Telecommunications","1500"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Security","Fringe Benefits","13147.91","13147.9148","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","13147.9148"
"2021","Economic and Community Development","Economic & Community Development","Neighborhood Service Development","Fringe Benefits","9412.37","9412.373401","General Fund","Tax Supported Fund","Health Savings Accounts","Insurance","9412.373401"
"2021","Public Works","Public Works","Building Maintenance","Services","500","500","General Fund","Tax Supported Fund","Training Costs","Staff Training","500"
"2021","Youth and Family Development","Youth & Family","Eastgate Center Programs","Services","1730","1730","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","1730"
"2021","Public Safety","Police","Investigative Services Command","Services","7000","7000","General Fund","Tax Supported Fund","IT Maintenance - Licensing","Repair & Maintenance Services","7000"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Books","Office Supplies","500"
"2021","Public Works","Public Works","Garbage Pick-up","Services","185","185","General Fund","Tax Supported Fund","Dues","Other Services","185"
"2021","Public Safety","Police","Police Uniform Services Command","Fringe Benefits","5794.11","5794.110379","General Fund","Tax Supported Fund","Hospitalization","Insurance","5794.110379"
"2021","Public Safety","Fire","Fire Logistics & Technology","Services","1800","1800","General Fund","Tax Supported Fund","Cellular Phone Service","Telecommunications","1800"
"2021","Public Safety","Police","Police Training Recruiting","Other Expenses","10404","10404","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","10404"
"2021","Public Safety","Police","Police Special Operations","Salaries","28000","28000","General Fund","Tax Supported Fund","State Training Wages","Salaries & Wages","28000"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Services","80000","80000","General Fund","Tax Supported Fund","Custodial Services","Trades","80000"
"2021","Public Works","Public Works","Public Works Admin","Fringe Benefits","752","752","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","752"
"2021","Youth and Family Development","Youth & Family","Fitness Center","Materials & Supplies","1750","1750","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","1750"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Travel Expense","700","700","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","700"
"2021","Public Works","Public Works","Tivoli Theatre","Services","500000","500000","General Fund","Tax Supported Fund","Civic Facilities Management","Special Services","500000"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Services","800","800","General Fund","Tax Supported Fund","Training Costs","Staff Training","800"
"2021","Youth and Family Development","Youth & Family","Youth Development","Materials & Supplies","1500","1500","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","1500"
"2021","Public Safety","Police","Investigative Services Command","Salaries","2000","2000","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","2000"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Services","4500","4500","General Fund","Tax Supported Fund","Title/Escrow Search","Other Services","4500"
"2021","Youth and Family Development","Youth & Family","Fitness Center","Salaries","720","720","General Fund","Tax Supported Fund","Cellphone Allowance","Allowances","720"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Fringe Benefits","5999","5999","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","5999"
"2021","Economic and Community Development","Economic & Community Development","Back Tax Properties Abatement","Services","100000","100000","General Fund","Tax Supported Fund","Debris Removal & Cleanup","Special Services","100000"
"2021","Public Safety","Fire","Fire Operations Division","Travel Expense","250","250","General Fund","Tax Supported Fund","Transportation","Transportation","250"
"2021","General Government","Judges","City Judges Division 1","Materials & Supplies","250","250","General Fund","Tax Supported Fund","Audio Visual Supplies","Office Supplies","250"
"2021","Public Works","Public Works","Building Maintenance","Services","4500","4500","General Fund","Tax Supported Fund","Alarm Monitoring","Special Services","4500"
"2021","Economic and Community Development","Economic & Community Development","ECD - Homeless Outreach Program","Vehicle Operating Expense","300","300","General Fund","Tax Supported Fund","Gasoline","Fuel","300"
"2021","Public Safety","Police","Major Crimes","Materials & Supplies","1500","1500","General Fund","Tax Supported Fund","Technology Accessories & Supplies","Office Supplies","1500"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Cement, Lime, & Plaster","Construction Supplies","500"
"2021","Public Safety","Fire","Fire Administration","Fringe Benefits","99616.92","99616.923","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","99616.923"
"2021","Economic and Community Development","Economic & Community Development","Land Development Office","Other Expenses","10982","10982","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","10982"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Fringe Benefits","247987.52","247987.5168","General Fund","Tax Supported Fund","Hospitalization","Insurance","247987.5168"
"2021","General Government","City Council","City Council","Materials & Supplies","5650","5650","General Fund","Tax Supported Fund","Food & Ice","Other Materials & Supplies","5650"
"2021","Public Works","Public Works","Brush Pick-up","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Building Maintenance Supplies","Other Materials & Supplies","1000"
"2021","Public Safety","Police","Police Bike Patrol","Fringe Benefits","34894.83","34894.8281","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","34894.8281"
"2021","General Government","Internal Audit","Internal Audit","Services","30","30","General Fund","Tax Supported Fund","Parking","Other Services","30"
"2021","Public Safety","Police","Investigative Services Command","Fringe Benefits","6563.98","6563.981636","General Fund","Tax Supported Fund","General Pension","Pension","6563.981636"
"2021","Public Works","Public Works","Public Works Admin","Other Expenses","500","500","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","500"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Travel Expense","100","100","General Fund","Tax Supported Fund","Other Travel Expenses","Other Travel Expenses","100"
"2021","Public Works","Public Works","Shared Maint - Carousel Operations","Services","50","50","General Fund","Tax Supported Fund","Postage","Delivery Services","50"
"2021","Public Works","Public Works","CWS Admin","Services","500","500","General Fund","Tax Supported Fund","Grounds","Repair & Maintenance Services","500"
"2021","General Government","311 - Call Center","311 Call Center","Fringe Benefits","675","675","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","675"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Fringe Benefits","181591.76","181591.7572","General Fund","Tax Supported Fund","General Pension","Pension","181591.7572"
"2021","Public Safety","Police","Real Time Intelligence Center (RTIC)","Salaries","2500","2500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","2500"
"2021","Youth and Family Development","Youth & Family","Sports Programs","Other Expenses","289","289","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","289"
"2021","General Government","Human Resources","Employees Insurance Office","Materials & Supplies","600","600","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","600"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Security","Vehicle Operating Expense","500","500","General Fund","Tax Supported Fund","Vehicle Labor","Vehicle Repairs & Maintenance","500"
"2021","Economic and Community Development","Economic & Community Development","Outdoor Chattanooga","Travel Expense","100","100","General Fund","Tax Supported Fund","Other Travel Expenses","Other Travel Expenses","100"
"2021","Public Works","Public Works","Municipal Forestry","Materials & Supplies","100","100","General Fund","Tax Supported Fund","Forms & Printed Material","Office Supplies","100"
"2021","Public Works","Public Works","CWS Admin","Other Expenses","3000","3000","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","3000"
"2021","Transportation","Transportation","Smart Cities Operations","Salaries","15000","15000","General Fund","Tax Supported Fund","Overtime","Overtime","15000"
"2021","General Government","Executive Branch","Executive Office Admin","Vehicle Operating Expense","300","300","General Fund","Tax Supported Fund","Vehicle Parts & Supplies","Vehicle Repairs & Maintenance","300"
"2021","Public Safety","Fire","Fire Marshall Staff","Fringe Benefits","90","90","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","90"
"2021","Public Works","Public Works","Recycle Pick-up","Vehicle Operating Expense","20031","20031","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","20031"
"2021","Transportation","Transportation","Smart Cities Operations","Services","250000","250000","General Fund","Tax Supported Fund","Digital Connectivity","Telecommunications","250000"
"2021","General Government","Human Resources","Employees Insurance Office","Fringe Benefits","20744.12","20744.1236","General Fund","Tax Supported Fund","Other Post-employment Benefits (OPEB)","Pension","20744.1236"
"2021","Public Safety","Police","Police Patrol Alpha","Services","4250","4250","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","4250"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Security","Salaries","153440","153440","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","153440"
"2021","Economic and Community Development","Economic & Community Development","ECD - Economic Development","Travel Expense","1000","1000","General Fund","Tax Supported Fund","Meals","Meals & Lodging","1000"
"2021","Public Safety","Fire","Fire Operations Division","Fringe Benefits","4955766.38","4955766.375","General Fund","Tax Supported Fund","Hospitalization","Insurance","4955766.375"
"2021","Public Safety","Fire","Fire Logistics & Technology","Services","3500","3500","General Fund","Tax Supported Fund","Plumbing","Trades","3500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Westside Community Ctr","Fringe Benefits","3767","3767","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","3767"
"2021","General Government","311 - Call Center","311 Call Center","Other Expenses","240","240","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","240"
"2021","Youth and Family Development","Youth & Family","Heritage House Programs","Salaries","825","825","General Fund","Tax Supported Fund","Longevity","Other Supplements","825"
"2021","General Government","Finance & Admin","Finance Office","Services","30000","30000","General Fund","Tax Supported Fund","Consultant Fees","Professional Services","30000"
"2021","Transportation","Transportation","Smart Cities Operations","Services","86275","86275","General Fund","Tax Supported Fund","Traffic Lighting","Utilities","86275"
"2021","Public Safety","Police","Police Patrol Fox","Other Expenses","12427","12427","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","12427"
"2021","Public Works","Public Works","Container Management","Fringe Benefits","5838","5838","General Fund","Tax Supported Fund","FICA (OASDI)","Payroll Taxes","5838"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Vehicle Operating Expense","49272","49272","General Fund","Tax Supported Fund","Fleet Leased Vehicle","Vehicle Lease & Rental","49272"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Gravel, Sand, Stone, Chert, Salt","Construction Supplies","500"
"2021","Public Works","Public Works","Facilities Management","Fringe Benefits","358","358","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","358"
"2021","Public Works","Public Works","Refuse Collection Centers","Fringe Benefits","1344","1344","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","1344"
"2021","Public Safety","Police","Police Patrol Delta","Fringe Benefits","456346.29","456346.293","General Fund","Tax Supported Fund","Hospitalization","Insurance","456346.293"
"2021","Public Safety","Police","Chief of Police","Travel Expense","850","850","General Fund","Tax Supported Fund","Auto Rental","Transportation","850"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Tyner","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Services","1800","1800","General Fund","Tax Supported Fund","Sewer","Utilities","1800"
"2021","Public Safety","Fire","Fire Station # 4","Services","9500","9500","General Fund","Tax Supported Fund","Electricity","Utilities","9500"
"2021","Public Works","Public Works","CWS Admin","Materials & Supplies","700","700","General Fund","Tax Supported Fund","Electrical Supplies, Bulbs, Etc","Other Materials & Supplies","700"
"2021","Public Safety","Police","Police Facilities & Security","Services","900","900","General Fund","Tax Supported Fund","Equipment Rental","Rental Services","900"
"2021","Public Safety","Police","Chief of Police","Services","1500","1500","General Fund","Tax Supported Fund","Meeting Expense","Other Services","1500"
"2021","Public Works","Public Works","Public Works Utilities","Services","28480","28480","General Fund","Tax Supported Fund","Sewer","Utilities","28480"
"2021","Public Works","Public Works","CWS Admin","Services","500","500","General Fund","Tax Supported Fund","Maintenance Services","Repair & Maintenance Services","500"
"2021","Youth and Family Development","Youth & Family","Youth & Family Development","Salaries","310037","310037","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","310037"
"2021","Public Safety","Police","Police Special Operations","Materials & Supplies","33905","33905","General Fund","Tax Supported Fund","Police Ammunition","Other Materials & Supplies","33905"
"2021","Youth and Family Development","Youth & Family","Youth Dev - Education","Materials & Supplies","2000","2000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","2000"
"2021","Public Works","Public Works","Building Maintenance","Services","12000","12000","General Fund","Tax Supported Fund","Locksmith","Trades","12000"
"2021","Public Works","Public Works","Park Mgmt - Playgrounds & Facilities","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Hardware Replacement","Construction Supplies","500"
"2021","Public Safety","Police","Police Uniform Services Command","Salaries","800","800","General Fund","Tax Supported Fund","State Training Wages","Salaries & Wages","800"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Glenwood","Services","930","930","General Fund","Tax Supported Fund","Waste Disposal","Other Services","930"
"2021","General Government","Finance & Admin","Finance Office","Services","12000","12000","General Fund","Tax Supported Fund","Postage","Delivery Services","12000"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown Riverwalk","Services","18200","18200","General Fund","Tax Supported Fund","Electricity","Utilities","18200"
"2021","Economic and Community Development","Economic & Community Development","Code Enforcement Office","Services","1150","1150","General Fund","Tax Supported Fund","Training Costs","Staff Training","1150"
"2021","Public Safety","Police","Police Facilities & Security","Materials & Supplies","3500","3500","General Fund","Tax Supported Fund","Water Chemicals","Chemicals","3500"
"2021","Youth and Family Development","Youth & Family","North River Center Programs","Other Expenses","289","289","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","289"
"2021","Public Safety","Police","Police Patrol Bravo","Materials & Supplies","900","900","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","900"
"2021","Public Works","Public Works","CWS Street Sweeping","Fringe Benefits","56028.01","56028.00512","General Fund","Tax Supported Fund","General Pension","Pension","56028.00512"
"2021","Public Safety","Police","Records Management & Services","Salaries","3000","3000","General Fund","Tax Supported Fund","On Call Pay","Other Supplements","3000"
"2021","Transportation","Transportation","Smart Cities Operations","Fringe Benefits","2342","2342","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","2342"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Other Expenses","250","250","General Fund","Tax Supported Fund","Awards","Miscellaneous Expenses","250"
"2021","Public Safety","Police","Police Training Recruiting","Salaries","1000","1000","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","1000"
"2021","General Government","City Attorney","City Attorney Operations","Fringe Benefits","18816","18816","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","18816"
"2021","Public Safety","Police","Internal Affairs","Salaries","5000","5000","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","5000"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Fringe Benefits","72855.61","72855.60895","General Fund","Tax Supported Fund","General Pension","Pension","72855.60895"
"2021","Public Safety","Police","Police Patrol George","Salaries","1000","1000","General Fund","Tax Supported Fund","Call Back Pay","Other Supplements","1000"
"2021","Public Safety","Police","Police Facilities & Security","Services","5000","5000","General Fund","Tax Supported Fund","Contracted Repair","Special Services","5000"
"2021","General Government","Judges","City Judges Division 2","Materials & Supplies","150","150","General Fund","Tax Supported Fund","Audio Visual Supplies","Office Supplies","150"
"2021","Public Works","Public Works","CWS Central Business District","Fringe Benefits","378","378","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","378"
"2021","Public Safety","Police","Major Crimes","Salaries","28000","28000","General Fund","Tax Supported Fund","On Call Pay","Other Supplements","28000"
"2021","Public Safety","Fire","Fire Station # 1","Services","2375","2375","General Fund","Tax Supported Fund","Clothing & Linen Service","Rental Services","2375"
"2021","General Government","Judges","City Judges Division 1","Travel Expense","700","700","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","700"
"2021","Public Safety","Fire","Fire Marshall Staff","Fringe Benefits","210918.66","210918.6566","General Fund","Tax Supported Fund","Hospitalization","Insurance","210918.6566"
"2021","Public Safety","Police","Records Management & Services","Salaries","500","500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","500"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Services","1300","1300","General Fund","Tax Supported Fund","Dues","Other Services","1300"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Materials & Supplies","1000","1000","General Fund","Tax Supported Fund","Safety Equipment","Other Materials & Supplies","1000"
"2021","Public Safety","Police","Police Community Services","Travel Expense","800","800","General Fund","Tax Supported Fund","Meals","Meals & Lodging","800"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Materials & Supplies","9000","9000","General Fund","Tax Supported Fund","Seeds, Trees, Plants, Hort Supplies","Other Materials & Supplies","9000"
"2021","General Government","Finance & Admin","Finance Office","Materials & Supplies","50","50","General Fund","Tax Supported Fund","Cleaning Supplies","Other Materials & Supplies","50"
"2021","Public Safety","Police","Police Patrol Charlie","Fringe Benefits","45696","45696","General Fund","Tax Supported Fund","On-site Medical Program","Other Fringe Benefits","45696"
"2021","Public Safety","Fire","Fire Station # 11 Hixson","Services","395","395","General Fund","Tax Supported Fund","Maintenance Services","Repair & Maintenance Services","395"
"2021","Public Safety","Police","Records Management & Services","Fringe Benefits","695","695","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","695"
"2021","Public Safety","Police","Police Special Operations","Fringe Benefits","33244","33244","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","33244"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Cement, Lime, & Plaster","Construction Supplies","500"
"2021","Public Works","Public Works","Shared Maint - TN Riverpark Downtown","Materials & Supplies","3000","3000","General Fund","Tax Supported Fund","Clothing","Other Materials & Supplies","3000"
"2021","Youth and Family Development","Youth & Family","Aquatics Programs","Services","7340","7340","General Fund","Tax Supported Fund","Employment Agencies","Other Services","7340"
"2021","Public Works","Public Works","CWS Street Sweeping","Materials & Supplies","850","850","General Fund","Tax Supported Fund","Safety Shoes","Other Materials & Supplies","850"
"2021","General Government","City Attorney","City Attorney Operations","Services","50","50","General Fund","Tax Supported Fund","Property Appraisals","Special Services","50"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Eastdale","Fringe Benefits","40013.79","40013.79216","General Fund","Tax Supported Fund","Hospitalization","Insurance","40013.79216"
"2021","Public Works","Public Works","Park Mgmt - City-Wide Park Maintenance","Services","3825","3825","General Fund","Tax Supported Fund","Wireless Data Communication","Unallocated Costs","3825"
"2021","Public Works","Public Works","Garbage Pick-up","Services","300","300","General Fund","Tax Supported Fund","Local Registration Fees","Staff Training","300"
"2021","General Government","Finance & Admin","Office of City Treasurer","Salaries","462676","462676","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","462676"
"2021","General Government","General Government","Audits, Dues & Surveys","Services","165000","165000","General Fund","Tax Supported Fund","Auditing & Accounting Services","Professional Services","165000"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Frances B. Wyatt","Materials & Supplies","500","500","General Fund","Tax Supported Fund","Office Supplies & Stationery","Office Supplies","500"
"2021","Public Safety","Police","Special Investigations","Materials & Supplies","400","400","General Fund","Tax Supported Fund","Audio Visual Supplies","Office Supplies","400"
"2021","Public Works","Public Works","Field Surveyors","Other Expenses","867","867","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","867"
"2021","Public Safety","Fire","Fire Marshall Staff","Salaries","6500","6500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","6500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Hixson","Materials & Supplies","6000","6000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","6000"
"2021","General Government","Purchasing","Purchasing","Materials & Supplies","300","300","General Fund","Tax Supported Fund","Food & Ice","Other Materials & Supplies","300"
"2021","Public Safety","Police","Police Budget & Finance","Salaries","233329","233329","General Fund","Tax Supported Fund","Regular Employees","Salaries & Wages","233329"
"2021","Economic and Community Development","Economic & Community Development","ECD - Homeless Outreach Program","Travel Expense","1000","1000","General Fund","Tax Supported Fund","Registration Fees","Other Travel Expenses","1000"
"2021","Public Safety","Fire","Fire Station # 17","Services","1900","1900","General Fund","Tax Supported Fund","Sewer","Utilities","1900"
"2021","Youth and Family Development","Youth & Family","Eastgate Center Programs","Fringe Benefits","145","145","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","145"
"2021","Public Works","Public Works","Trash Flash Pick-up","Fringe Benefits","71142.87","71142.87428","General Fund","Tax Supported Fund","Hospitalization","Insurance","71142.87428"
"2021","Public Safety","Police","Police Patrol Delta","Salaries","22500","22500","General Fund","Tax Supported Fund","Uniform Allowance","Allowances","22500"
"2021","Youth and Family Development","Youth & Family","Recreation Support Services","Materials & Supplies","4000","4000","General Fund","Tax Supported Fund","Gravel, Sand, Stone, Chert","Construction Supplies","4000"
"2021","Youth and Family Development","Youth & Family","Office of Community Resilience - Family Justice Center","Services",,"2000","General Fund","Tax Supported Fund","Local Mileage","Other Services","2000"
"2021","Youth and Family Development","Youth & Family","Recreation Admin","Services","1000","1000","General Fund","Tax Supported Fund","Equipment Rental","Rental Services","1000"
"2021","General Government","Human Resources","Employees Safety Program","Other Expenses","500","500","General Fund","Tax Supported Fund","Fees, Licenses, & Permits","Fees & Licenses","500"
"2021","Public Works","Public Works","Park Mgmt - Landscape Miller Park","Fringe Benefits","14172.35","14172.3543","General Fund","Tax Supported Fund","General Pension","Pension","14172.3543"
"2021","General Government","Finance & Admin","Office of City Treasurer","Services","1420","1420","General Fund","Tax Supported Fund","Dues","Other Services","1420"
"2021","Public Safety","Police","Police Admin Support & Tech Svcs","Fringe Benefits","2135","2135","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","2135"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Avondale","Fringe Benefits","29563.41","29563.40918","General Fund","Tax Supported Fund","Hospitalization","Insurance","29563.40918"
"2021","Public Safety","Police","Police Patrol Fox","Fringe Benefits","3150","3150","General Fund","Tax Supported Fund","Life Insurance Benefit","Insurance","3150"
"2021","Public Safety","Fire","Fire Administration","Services","3500","3500","General Fund","Tax Supported Fund","Office Machine Rental","Rental Services","3500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Avondale","Fringe Benefits","331","331","General Fund","Tax Supported Fund","Long-Term Disability","Insurance","331"
"2021","Public Works","Public Works","Trash Flash Pick-up","Materials & Supplies","525","525","General Fund","Tax Supported Fund","Safety Shoes","Other Materials & Supplies","525"
"2021","Public Safety","Police","Special Investigations","Fringe Benefits","22208","22208","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","22208"
"2021","Economic and Community Development","Economic & Community Development","ECD - Neighborhood Serv - Admin","Fringe Benefits","7624","7624","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","7624"
"2021","Youth and Family Development","Youth & Family","Sports Programs","Materials & Supplies","3000","3000","General Fund","Tax Supported Fund","Food & Ice","Other Materials & Supplies","3000"
"2021","Public Works","Public Works","Park Mgmt - Admin","Vehicle Operating Expense","2500","2500","General Fund","Tax Supported Fund","Gasoline","Fuel","2500"
"2021","Public Works","Public Works","CWS Mowing Tractors/Leaf Collection","Fringe Benefits","4796","4796","General Fund","Tax Supported Fund","Medicare","Payroll Taxes","4796"
"2021","General Government","Finance & Admin","City Court Clerk's Office","Other Expenses","4046","4046","General Fund","Tax Supported Fund","Technology Cost","Fees & Licenses","4046"
"2021","Public Works","Public Works","Building Maintenance","Services","1500","1500","General Fund","Tax Supported Fund","Mechanical Trades","Trades","1500"
"2021","Transportation","Transportation","Traffic Operations","Fringe Benefits","236425.78","236425.7811","General Fund","Tax Supported Fund","Hospitalization","Insurance","236425.7811"
"2021","General Government","Judges","City Judges Division 2","Services","50","50","General Fund","Tax Supported Fund","Meeting Expense","Other Services","50"
"2021","General Government","Internal Audit","Internal Audit","Services","700","700","General Fund","Tax Supported Fund","Local Registration Fees","Staff Training","700"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Materials & Supplies","6000","6000","General Fund","Tax Supported Fund","Recreational Supplies","Other Materials & Supplies","6000"
"2021","Public Works","Public Works","CWS Admin","Services","10260","10260","General Fund","Tax Supported Fund","IT Maintenance","Repair & Maintenance Services","10260"
"2021","Public Works","Public Works","Trash Flash Pick-up","Services","1500","1500","General Fund","Tax Supported Fund","Dumpster Rental","Rental Services","1500"
"2021","Public Works","Public Works","Building Maintenance","Services","15000","15000","General Fund","Tax Supported Fund","Contracted Repair Service","Repair & Maintenance Services","15000"
"2021","Public Works","Public Works","Garbage Pick-up","Materials & Supplies","2600","2600","General Fund","Tax Supported Fund","Safety Shoes","Other Materials & Supplies","2600"
"2021","Public Safety","Police","Police Patrol Bravo","Fringe Benefits","781318.06","781318.062","General Fund","Tax Supported Fund","Fire & Police Pension","Pension","781318.062"
"2021","Public Works","Public Works","Garbage Pick-up","Travel Expense","500","500","General Fund","Tax Supported Fund","Hotels","Meals & Lodging","500"
"2021","Youth and Family Development","Youth & Family","Rec Ctr - Washington Hills","Fringe Benefits","36555.82","36555.81972","General Fund","Tax Supported Fund","General Pension","Pension","36555.81972"
