"the_geom","objectid","name","address","city","zip","district","dist_no","type","phone","website","prs_id","grade","x_coord","y_coord"
"POINT (-122.606117900079 47.33524793995)","212","Pioneer Elementary School","8502 SKANSIE AVE NW","GIG HARBOR","98332","PENINSULA","401","ELEM","(253) 530-3500","https://pie.psd401.net/",,"K-6","1118241.3611","737032.2227"
"POINT (-122.510980239113 47.301891724697)","231","SAMi - Science and Math Institute","5502 FIVE MILE DR","TACOMA","98407","TACOMA","010","HIGH","(253) 571-2300","https://sami.tacomaschools.org/",,"9-12","1141513.69750001","724253.82250001"
"POINT (-122.576823271602 47.162559089884)","158","Lakes High School","10320 FARWEST DR SW","LAKEWOOD","98498","CLOVER PARK","400","HIGH","(253) 583-5550","https://lakes.cloverpark.k12.wa.us/",,"9-12","1123844.5121","673874.51980001"
"POINT (-122.45596308841 47.17440716507)","250","Stafford Elementary","1615 S 92ND ST","TACOMA","98444","TACOMA","010","ELEM","(253) 571-4300","https://stafford.tacomaschools.org/",,"K-5","1154007.0889","677426.0588"
"POINT (-122.53288896337 47.24856284533)","245","St Charles Borromeo Catholic School","7112 S 12TH ST","TACOMA","98465","NOT APPLICABLE",,"PRIVATE","(253) 564-5185","https://www.stcharlesb.org/",,"K-6","1135578.30419999","704948.11830001"
"POINT (-122.193454441323 47.219071623619)","155","Lake Tapps Montessori","4118 WEST TAPPS DR E","LAKE TAPPS","98391","NOT APPLICABLE",,"PRIVATE","(253) 862-6556","http://laketappsmontessoripreschool.com/",,"K-1","1219626.7501","692202.8052"
"POINT (-122.508287695466 47.148822934329)","276","Tyee Park Elementary School","11920 SEMINOLE RD SW","LAKEWOOD","98499","CLOVER PARK","400","ELEM","(253) 583-5380","https://tyeepark.cloverpark.k12.wa.us/",,"K-6","1140760.2022","668424.7148"
"POINT (-122.219765035586 47.104858305826)","217","Ptarmigan Ridge Elementary","805 OLD PIONEER WAY NW","ORTING","98360","ORTING","344","INTER","(360) 893-0595","https://www.ortingschools.org/Domain/9",,"3-5","1212181.9307","650697.046"
"POINT (-122.138816024277 47.227920168067)","67","Dieringer Heights Elementary School","21727 34TH ST E","LAKE TAPPS","98391","DIERINGER","343","ELEM","(253) 826-4937","https://dhes.dieringer.wednet.edu/",,"K-6","1233268.38","695142.7342"
"POINT (-122.387436743995 47.117637221757)","188","Naches Trail Elementary School","15305 WALLER RD E","TACOMA","98446","BETHEL","403","ELEM","(253) 800-8700","https://www.bethelsd.org/ntes",,"K-6","1170549.51620001","656311.1787"
"POINT (-122.328105958995 47.055165202945)","191","North Star Elementary School","7719 224TH ST E","GRAHAM","98338","BETHEL","403","ELEM","(253) 800-8800","https://www.bethelsd.org/nses",,"K-6","1184788.8744","633184.5403"
"POINT (-122.054127820073 47.081006283781)","203","Our School","301 OFERRELL DR","CARBONADO","98323","CARBONADO","019","ELEM","(360) 829-0121","http://www.carbonado.k12.wa.us/",,"K-8","1253249.8564","641143.4034"
"POINT (-122.598663049582 47.355568793377)","262","Swift Water Elementary School","10811 HARBOR HILL DR","GIG HARBOR","98332","PENINSULA",,"ELEM","(253) 530-4900","https://swe.psd401.net/",,"K-8","1120286.4155","744392.48999999"
"POINT (-122.328589551188 47.070734376452)","214","Pioneer Valley Elementary School","7315 EUSTIS HUNT RD","SPANAWAY","98387","BETHEL","403","ELEM","(253) 800-8900","https://www.bethelsd.org/pves",,"PRE-6","1184799.99690001","638864.17489999"
"POINT (-122.512027328975 47.178930068294)","168","Lochburn Middle School","5431 STEILACOOM BLVD SW","LAKEWOOD","98499","CLOVER PARK","400","MID","(253) 583-5420","https://lochburn.cloverpark.k12.wa.us/",,"6-8","1140110.07160001","679425.8576"
"POINT (-122.257462193635 47.140646554892)","224","Ridgecrest Elementary School","12616 SHAW RD E","PUYALLUP","98374","PUYALLUP","003","ELEM","(253) 841-8753","https://rid.puyallup.k12.wa.us/",,"K-6","1203087.3937","663953.60959999"
"POINT (-122.501493556303 47.18763445867)","184","Mount Tahoma High School","4634 S 74TH ST","TACOMA","98409","TACOMA","010","HIGH","(253) 571-3800","https://mt.tacomaschools.org/",,"9-12","1142809.3655","682532.97840001"
"POINT (-122.435336524586 47.210888902528)","255","Stewart Middle School","5010 PACIFIC AVE","TACOMA","98408","TACOMA","010","MID","(253) 571-2200","https://stewart.tacomaschools.org/",,"6-8","1159461.92470001","690601.6821"
"POINT (-122.345562259057 47.019509722223)","225","Rocky Ridge Elementary School","6514 260TH ST E","GRAHAM","98338","BETHEL","403","ELEM","(253) 800-5000","https://www.bethelsd.org/rres",,"K-6","1180134.7027","620285.3063"
"POINT (-122.063128418472 47.15057505944)","290","White River Early Learning Center","27515 120TH ST E","BUCKLEY","98321","WHITE RIVER","416","HIGH","(360) 829-5830","https://elc.whiteriver.wednet.edu/",,"Intermediate","1251510.70730001","666556.1955"
"POINT (-122.423157643401 47.304982999208)","232","Seabury Lower School","1801 53RD ST NE","TACOMA","98422","NOT APPLICABLE",,"PRIVATE","(253) 952-3111","https://www.seabury.org/",,"K-8","1163324.62899999","724837.6707"
"POINT (-122.297972158199 47.238116141525)","196","Northwood Elementary School","9805 24TH ST E","EDGEWOOD","98371","PUYALLUP","003","ELEM","(253) 841-8740","https://nor.puyallup.k12.wa.us/",,"K-6","1193818.858","699722.07070001"
"POINT (-122.258090301776 47.126930283275)","138","Hunt Elementary School","12801 144TH ST E","PUYALLUP","98374","PUYALLUP","003","ELEM","(253) 841-8690","https://hun.puyallup.k12.wa.us/",,"K-6","1202819.6241","658955.63879999"
"POINT (-122.591072219191 47.31669794286)","263","Tacoma Community College - Gig Harbor Campus","3993 HUNT ST NW","GIG HARBOR","98335","NOT APPLICABLE",,"COLLEGE","(253) 566-5000","https://www.tacomacc.edu/about/",,"Higher Education","1121791.4446","730169.1798"
"POINT (-122.541819256945 47.001289513084)","228","Roy Elementary School","340 PETERSON ST S","ROY","98580","BETHEL","403","ELEM","(253) 800-5100","https://www.bethelsd.org/res",,"K-6","1131026.7515","614848.5226"
"POINT (-122.481537796168 47.244786228959)","164","Life Christian Academy","1717 S UNION AVE","TACOMA","98405","NOT APPLICABLE",,"PRIVATE","(253) 756-2199","https://www.wherelifehappens.org/",,"K-12","1148293.2994","703246.5477"
"POINT (-122.440285298112 47.252249989977)","268","Tacoma School of the Arts - Ted Brown Extention","1124 BROADWAY","TACOMA","98402","TACOMA","010","HIGH","(253) 571-7900","https://sota.tacomaschools.org/",,"9-12","1158603.4049","705713.3714"
"POINT (-122.308419436361 47.248152998869)","261","Surprise Lake Middle School","2001 MILTON WAY","MILTON","98354","FIFE","417","MID","(253) 517-1300","https://slms.fifeschools.com/",,"6-8","1191308.2405","703441.2908"
"POINT (-122.377380901792 47.059952308753)","237","Shining Mountain Elementary School","21615 38TH AVE E","SPANAWAY","98387","BETHEL","403","ELEM","(253) 800-5200","https://www.bethelsd.org/smes",,"PRE-6","1172551.68009999","635218.4586"
"POINT (-122.446912654462 47.240591583884)","176","McCarver Elementary","2111 S J ST","TACOMA","98405","TACOMA","010","ELEM","(253) 571-4900","https://mccarver.tacomaschools.org/",,"K-5","1156853.079","701502.90889999"
"POINT (-122.429188282416 47.178435822759)","161","Larchmont Elementary School","8601 E B ST","TACOMA","98445","TACOMA","010","ELEM","(253) 571-6200","https://larchmont.tacomaschools.org/",,"K-5","1160700.05490001","678731.01970001"
"POINT (-122.197099222373 47.127509838903)","269","Tehaleh Heights Elementary School","17520 BERKELEY PKWY E","BONNEY LAKE","98391","SUMNER","320","ELEM","(253) 891-6530","https://www.sumnersd.org/the",,"K-6","1218002.7569","658834.46780001"
"POINT (-122.622832471201 47.3872811392)","207","Peninsula High School","14105 PURDY DR NW","GIG HARBOR","98332","PENINSULA","401","HIGH","(253) 530-4400","https://phs.psd401.net/",,"9-12","1114609.0106","756115.9929"
"POINT (-122.169019940673 47.201639045927)","84","Emerald Hills Elementary School","19515 SOUTH TAPPS DR E","BONNEY LAKE","98391","SUMNER","320","ELEM","(253) 891-4750","https://www.sumnersd.org/ehe",,"K-6","1225562.7965","685716.50939999"
"POINT (-122.535131160489 47.236730520732)","183","Montessori In Motion","7323 27TH ST W","UNIVERSITY PLACE","98466","NOT APPLICABLE",,"PRIVATE","(253) 565-3080","https://www.montessoriinmotion.org/",,"K-6","1134910.271","700648.17460001"
"POINT (-122.355984126109 47.11008120001)","211","Pierce County Skills Center (PCSC)","16117 CANYON RD E","PUYALLUP","98375","BETHEL","403","OTHER","(253) 800-4800","https://www.bethelsd.org/pcsc",,"9-12","1178313.1776","653370.27240001"
"POINT (-122.443184991229 47.131728427624)","229","Saint Mary's Academy","757 138TH ST S","TACOMA","98444","NOT APPLICABLE",,"PRIVATE","(253) 537-6281","https://community.plu.edu/~sanchemd/St%20Marys%20Academy.html",,"K-8","1156800.6602","661786.04279999"
"POINT (-122.497543263124 47.284004001987)","236","Sherman Elementary School","4415 N 38TH ST","TACOMA","98407","TACOMA","010","ELEM","(253) 571-5488","https://sherman.tacomaschools.org/",,"K-5","1144681.3395","717646.689"
"POINT (-122.581201852657 47.298707359591)","136","Hosanna Christian School","3114 45TH ST CT NW","GIG HARBOR","98335","NOT APPLICABLE",,"PRIVATE","(253) 851-8952","http://www.hosannachristianschool.org/",,"K-6","1124065.78820001","723544.64229999"
"POINT (-122.258577709486 47.183054895515)","194","Northwest Christian School","904 SHAW RD","PUYALLUP","98372","NOT APPLICABLE",,"PRIVATE","(253) 845-5722","https://www.nwchristianschool.org/",,"K-6","1203154.67910001","679423.57629999"
"POINT (-122.518422196305 47.28856044676)","215","Point Defiance Elementary","4330 N VISSCHER ST","TACOMA","98407","TACOMA","010","ELEM","(253) 571-6900","https://pd.tacomaschools.org/",,"K-5","1139543.41140001","719440.0051"
"POINT (-122.452173026189 47.144534646648)","150","Keithley Middle School","12324 12TH AVE S","TACOMA","98444","FRANKLIN PIERCE","402","MID","(253) 298-4300","http://keithley.fpschools.org/",,"6-8","1154679.7801","666510.63060001"
"POINT (-122.449273801342 47.221375183018)","292","Whitman Elementary School","1120 S 39TH ST","TACOMA","98418","TACOMA","010","ELEM","(253) 571-7272","https://whitman.tacomaschools.org/",,"K-5","1156093.5548","694510.5464"
"POINT (-122.57161265243 47.172211101464)","209","Pierce College Fort Steilacoom","9401 FARWEST DR SW","LAKEWOOD","98498","NOT APPLICABLE",,"COLLEGE","(253) 964-6500","https://www.pierce.ctc.edu/",,"Higher Education","1125232.7094","677359.6154"
"POINT (-122.192267802421 47.245953664904)","154","Lake Tapps Elementary School","1320 178TH AVE E","LAKE TAPPS","98391","DIERINGER","343","ELEM","(253) 862-6600","https://ltes.dieringer.wednet.edu/",,"K-6","1220131.9061","701999.1772"
"POINT (-122.273548335179 47.158678509047)","210","Pierce College Puyallup","1601 39TH AVE SE","PUYALLUP","98374","NOT APPLICABLE",,"COLLEGE","(253) 840-8400","https://www.pierce.ctc.edu/",,"Higher Education","1199233.03470001","670618.32340001"
"POINT (-122.356068630413 47.109088103279)","17","Bethel Elementary Learning Academy","16117 CANYON RD E","PUYALLUP","98375","BETHEL","403","OTHER","(253) 800-4990","https://www.bethelsd.org/bela",,"K-5","1178283.61920001","653008.6614"
"POINT (-122.551682146582 47.234387633048)","279","University Place Primary School","2708 GRANDVIEW DR W","UNIVERSITY PLACE","98466","UNIVERSITY PLACE","083","PRIM","(253) 566-5620","https://upp.upsd83.org/",,"K-2","1130777.86839999","699900.42110001"
"POINT (-122.440761918308 47.254344653714)","233","Seabury Middle School","925 COURT C","TACOMA","98402","NOT APPLICABLE",,"PRIVATE","(253) 604-0042","https://www.seabury.org/",,"K-8","1158503.8707","706480.06559999"
"POINT (-122.438280534927 47.245045113889)","278","University of Washington - Tacoma ( UWT )","1900 COMMERCE ST","TACOMA","98402","NOT APPLICABLE",,"UNIVERSITY","(253) 692-4400","http://www.tacoma.uw.edu/",,"Higher Education","1159036.5583","703074.0025"
"POINT (-122.326181014608 47.155686645074)","297","Woodland Elementary School","7707 112TH ST E","PUYALLUP","98373","PUYALLUP","003","ELEM","(253) 841-8747","https://woo.puyallup.k12.wa.us/",,"K-6","1186117.2992","669826.1522"
"POINT (-122.438591166859 47.122429549611)","142","Imagination School","14824 C ST S","TACOMA","98444","NOT APPLICABLE",,"ELEM","(253) 535-2522","http://www.imaginationschool.org/",,"PRE-6","1157860.3844","658367.3889"
"POINT (-122.481067962714 47.261862050239)","277","University Of Puget Sound","1500 N WARNER ST","TACOMA","98416","NOT APPLICABLE",,"UNIVERSITY","(253) 879-3100","https://www.pugetsound.edu/",,"Higher Education","1148566.373","709469.9368"
"POINT (-122.043198525475 47.101232446074)","295","Wilkeson Elementary School","640 RAILROAD AVE","WILKESON","98396","WHITE RIVER","416","ELEM","(360) 829-3357","http://www.wilkeson.whiteriver.wednet.edu/",,"K-6","1256116.54899999","648465.45829999"
"POINT (-122.589705440338 47.137247727874)","180","Meriwether Elementary School","10285 COMPASS AVE","JBLM LEWIS N","98433","CLOVER PARK","400","ELEM","(253) 583-5200","https://meriwether.cloverpark.k12.wa.us/",,"K-6","1120396.5016","664730.59550001"
"POINT (-122.430493809422 47.215841768397)","174","Mary Lyon Elementary School","101 E 46TH ST","TACOMA","98404","TACOMA","010","ELEM","(253) 571-4800","https://lyon.tacomaschools.org/",,"K-5","1160709.3671","692378.145"
"POINT (-122.419950286872 47.209021834054)","235","Sheridan Elementary","5317 MCKINLEY AVE","TACOMA","98404","TACOMA","010","ELEM","(253) 571-5900","https://sheridan.tacomaschools.org/",,"K-5","1163268.2599","689827.44949999"
"POINT (-122.449082516841 47.266636566928)","249","Stadium High School","111 N E ST","TACOMA","98403","TACOMA","010","HIGH","(253) 571-3100","https://stadium.tacomaschools.org/",,"9-12","1156548.96870001","711013.0423"
"POINT (-122.676981063332 47.306311595052)","152","Kopachuck Middle School","10414 56TH ST NW","GIG HARBOR","98335","PENINSULA","401","MID","(253) 530-4100","https://kms.psd401.net/",,"6-8","1100385.19329999","726958.65270001"
"POINT (-122.309254950759 47.189259776114)","173","Maplewood Elementary School","1110 W PIONEER","PUYALLUP","98371","PUYALLUP","003","ELEM","(253) 841-8737","https://map.puyallup.k12.wa.us/",,"K-6","1190608.10950001","681971.09280001"
"POINT (-122.603804898186 47.084264897768)","222","Rainier Elementary School","2410 STRYKER AVE","JBLM","98433","CLOVER PARK","400","ELEM","(253) 583-5220","https://rainier.cloverpark.k12.wa.us/",,"K-6","1116373.3486","645506.61139999"
"POINT (-122.297709077185 47.188436804537)","178","Meeker Elementary School","409 5TH ST SW","PUYALLUP","98371","PUYALLUP","003","ELEM","(253) 841-8738","https://mee.puyallup.k12.wa.us/",,"K-6","1193471.2517","681605.3726"
"POINT (-122.498124557598 47.16141369966)","159","Lakeview Hope Academy","10501 47TH AVE SW","LAKEWOOD","98499","CLOVER PARK","400","ELEM","(253) 583-5320","https://lakeview.cloverpark.k12.wa.us/",,"K-6","1143404.5396","672951.25220001"
