"service_request","date_request_opened","request_status","sla","service_group","agency_responsible","request_name","street_address","latitude","longitude","location","tni_area_description"
"22-00038868","2022-08-30T16:34:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038866","2022-08-30T16:30:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038865","2022-08-30T16:29:14.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038861","2022-08-30T15:56:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038825","2022-08-30T14:29:27.000","OPEN","OPEN","Special Services Division","Department of Public Works & Transportation","Litter Removal (from County Right-of-Way)","9812 ANNAPOLIS RD",,,,"County Address"
"22-00038824","2022-08-30T14:27:49.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038820","2022-08-30T14:22:29.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038804","2022-08-30T13:45:50.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8853 RITCHBORO RD","38.86237814","-76.85405217","
,  
(38.86237814, -76.85405217)","Forestville"
"22-00038803","2022-08-30T13:44:04.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038799","2022-08-30T13:33:37.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","13205 WILLIAMS DR","38.70813066","-76.85700351","
,  
(38.70813066, -76.85700351)","County Address"
"22-00038797","2022-08-30T13:26:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038795","2022-08-30T13:06:44.000","OPEN","OPEN","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038774","2022-08-30T12:11:42.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038769","2022-08-30T12:00:35.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038768","2022-08-30T11:58:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038766","2022-08-30T11:39:33.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","10914 BORNEDALE DR","39.03622101","-76.94572346","
,  
(39.03622101, -76.94572346)","County Address"
"22-00038758","2022-08-30T11:08:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038757","2022-08-30T11:07:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038753","2022-08-30T11:06:00.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038743","2022-08-30T11:00:14.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038738","2022-08-30T10:58:01.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038736","2022-08-30T10:47:12.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4730 68TH AVE","38.94668969","-76.90373228","
,  
(38.94668969, -76.90373228)","County Address"
"22-00038735","2022-08-30T10:46:38.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038726","2022-08-30T10:15:25.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038725","2022-08-30T10:14:58.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","4716 68TH AVE","38.94548235","-76.90314309","
,  
(38.94548235, -76.90314309)","County Address"
"22-00038724","2022-08-30T10:12:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038721","2022-08-30T10:07:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038719","2022-08-30T09:55:46.000","CLOSED","CLOSED","Zoning","DPIE","ENF-Business Operation Concerns","6715 VANESSA DR","38.97862346","-76.87916503","
,  
(38.97862346, -76.87916503)","County Address"
"22-00038716","2022-08-30T09:43:53.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038713","2022-08-30T09:32:03.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","7226 DONNELL PL","38.84120324","-76.88216177","
,  
(38.84120324, -76.88216177)","County Address"
"22-00038709","2022-08-30T09:15:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038707","2022-08-30T09:02:05.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038706","2022-08-30T08:58:19.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038703","2022-08-30T08:42:33.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038700","2022-08-30T08:15:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038698","2022-08-30T08:11:07.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038696","2022-08-30T08:05:13.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038694","2022-08-30T08:01:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038693","2022-08-30T07:59:40.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038692","2022-08-30T07:57:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038669","2022-08-30T03:26:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038667","2022-08-29T23:18:36.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038661","2022-08-29T20:13:51.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038660","2022-08-29T18:58:06.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038659","2022-08-29T18:41:48.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038658","2022-08-29T18:36:18.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038657","2022-08-29T18:31:21.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038656","2022-08-29T18:27:44.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038655","2022-08-29T18:21:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038651","2022-08-29T17:48:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038650","2022-08-29T17:47:05.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038649","2022-08-29T17:42:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038648","2022-08-29T17:36:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038627","2022-08-29T16:21:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038626","2022-08-29T16:13:45.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","9400 PEPPERCORN PL","38.91389382","-76.84331176","
,  
(38.91389382, -76.84331176)","County Address"
"22-00038625","2022-08-29T15:54:49.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Rental Issues  Single Family Home","905 QUEENS TER","38.70545162","-77.02431415","
,  
(38.70545162, -77.02431415)","County Address"
"22-00038624","2022-08-29T15:53:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038623","2022-08-29T15:42:21.000","OPEN","OPEN","Building and Construction","DPIE","Property Alterations w/o a Permit","6811 ALLENTOWN RD",,,,"County Address"
"22-00038620","2022-08-29T15:27:20.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","6407 CHATHAM PARK DR","38.7076518","-76.89599467","
,  
(38.7076518, -76.89599467)","County Address"
"22-00038619","2022-08-29T15:26:52.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","18412 SHANNA DR","38.63679196","-77.0458283","
,  
(38.63679196, -77.0458283)","County Address"
"22-00038618","2022-08-29T15:25:55.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9601 CONVERSE CT","38.71333501","-76.83990941","
,  
(38.71333501, -76.83990941)","County Address"
"22-00038617","2022-08-29T15:24:14.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","13704 PENDLETON ST","38.70256333","-76.99009236","
,  
(38.70256333, -76.99009236)","County Address"
"22-00038616","2022-08-29T15:23:10.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","510 BIDDLE RD","38.66804702","-77.02026954","
,  
(38.66804702, -77.02026954)","County Address"
"22-00038615","2022-08-29T15:22:41.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1103 RAVENSWORTH CT","38.67882481","-76.98948954","
,  
(38.67882481, -76.98948954)","County Address"
"22-00038614","2022-08-29T15:22:12.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","13316 COLDWATER DR","38.70530858","-76.99048833","
,  
(38.70530858, -76.99048833)","County Address"
"22-00038612","2022-08-29T15:21:40.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","MARCIA PL & JOSEPH DR",,,,"County Address"
"22-00038611","2022-08-29T15:21:11.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","17807 SINGH CT","38.64501173","-77.02802612","
,  
(38.64501173, -77.02802612)","County Address"
"22-00038610","2022-08-29T15:20:42.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","104 PELICAN GAR","38.75428227","-77.01012303","
,  
(38.75428227, -77.01012303)","County Address"
"22-00038609","2022-08-29T15:20:18.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12010 BION DR","38.72768259","-77.0037013","
,  
(38.72768259, -77.0037013)","County Address"
"22-00038608","2022-08-29T15:19:34.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1009 MONTEZUMA DR","38.75823214","-77.02197279","
,  
(38.75823214, -77.02197279)","County Address"
"22-00038607","2022-08-29T15:19:06.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12610 LIVINGSTON RD","38.71547397","-76.98016264","
,  
(38.71547397, -76.98016264)","County Address"
"22-00038606","2022-08-29T15:18:39.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1606 SKIPJACK DR","38.73315178","-76.97981631","
,  
(38.73315178, -76.97981631)","County Address"
"22-00038605","2022-08-29T15:18:09.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1414 SKIPJACK DR","38.73507313","-76.98243194","
,  
(38.73507313, -76.98243194)","County Address"
"22-00038604","2022-08-29T15:17:38.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12309 LAMPTON LN","38.72292066","-76.99150003","
,  
(38.72292066, -76.99150003)","County Address"
"22-00038603","2022-08-29T15:17:07.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","406 CEDAR AVE","38.70763544","-77.00139344","
,  
(38.70763544, -77.00139344)","County Address"
"22-00038602","2022-08-29T15:16:37.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2405 OLD FORT HILLS DR","38.74648336","-76.96661352","
,  
(38.74648336, -76.96661352)","County Address"
"22-00038601","2022-08-29T15:16:09.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","16516 BEALLE HILL RD","38.66213267","-76.99273571","
,  
(38.66213267, -76.99273571)","County Address"
"22-00038599","2022-08-29T15:15:39.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","3001 MELISA DR","38.75192091","-76.95660906","
,  
(38.75192091, -76.95660906)","County Address"
"22-00038598","2022-08-29T15:15:11.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12516 LAMPTON LN","38.7187812","-76.99092331","
,  
(38.7187812, -76.99092331)","County Address"
"22-00038597","2022-08-29T15:14:35.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9706 TRAVERSE WAY","38.75564348","-77.00999394","
,  
(38.75564348, -77.00999394)","County Address"
"22-00038596","2022-08-29T15:14:08.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","16311 ADDISON PATENT LN","38.66545123","-77.00247918","
,  
(38.66545123, -77.00247918)","County Address"
"22-00038588","2022-08-29T14:56:35.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","808 NEWMONT ST","38.71974194","-76.99305377","
,  
(38.71974194, -76.99305377)","County Address"
"22-00038587","2022-08-29T14:56:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12705 PARKTON ST","38.71542921","-77.00263782","
,  
(38.71542921, -77.00263782)","County Address"
"22-00038584","2022-08-29T14:52:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1116 HORIZON VIEW PL","38.67816667","-76.988489","
,  
(38.67816667, -76.988489)","County Address"
"22-00038583","2022-08-29T14:51:31.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","517 TANTALLON DR",,,,"County Address"
"22-00038579","2022-08-29T14:47:27.000","CLOSED","CLOSED","Zoning","DPIE","Zoning - Issue Use & Occupancy (U&O) Certificate","13507 REID CIR","38.70356212","-77.02215523","
,  
(38.70356212, -77.02215523)","County Address"
"22-00038578","2022-08-29T14:47:09.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038573","2022-08-29T14:42:26.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","917 QUEENS TER","38.70653989","-77.02523797","
,  
(38.70653989, -77.02523797)","County Address"
"22-00038572","2022-08-29T14:41:51.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","609 SHELFAR PL","38.7182865","-76.99685864","
,  
(38.7182865, -76.99685864)","County Address"
"22-00038571","2022-08-29T14:41:23.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","601 BROAD CREEK DR","38.7417765","-77.01371915","
,  
(38.7417765, -77.01371915)","County Address"
"22-00038570","2022-08-29T14:40:30.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","15600 BROOKS CHURCH RD","38.69900769","-76.73464177","
,  
(38.69900769, -76.73464177)","County Address"
"22-00038569","2022-08-29T14:39:54.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12418 PLANTATION DR","38.71584841","-76.78350506","
,  
(38.71584841, -76.78350506)","County Address"
"22-00038568","2022-08-29T14:39:00.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12122 CROSS ROAD TRL",,,,"County Address"
"22-00038567","2022-08-29T14:34:56.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038566","2022-08-29T14:34:31.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038561","2022-08-29T14:01:38.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","8487 GREENBELT RD","38.98830313","-76.86078968","
,  
(38.98830313, -76.86078968)","County Address"
"22-00038557","2022-08-29T13:46:25.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","Rental License Inspection (Single Family)","2559 OAK GLEN WAY","38.85609965","-76.86726128","
,  
(38.85609965, -76.86726128)","Forestville"
"22-00038556","2022-08-29T13:36:05.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5101 EMERSON ST","38.9497331","-76.93253946","
,  
(38.9497331, -76.93253946)","County Address"
"22-00038555","2022-08-29T13:34:04.000","CLOSED","CLOSED","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","5428 EMERSON ST",,,,"County Address"
"22-00038549","2022-08-29T13:17:39.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038547","2022-08-29T13:09:26.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038527","2022-08-29T12:34:45.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038514","2022-08-29T12:11:03.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038486","2022-08-29T11:07:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038481","2022-08-29T11:04:12.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038460","2022-08-29T10:33:30.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038458","2022-08-29T10:24:07.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12302 PROXMIRE DR","38.7225801","-76.99609838","
,  
(38.7225801, -76.99609838)","County Address"
"22-00038457","2022-08-29T10:23:43.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","18014 MERINO DR","38.6406334","-77.03600152","
,  
(38.6406334, -77.03600152)","County Address"
"22-00038456","2022-08-29T10:23:17.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9717 MANTEO CT","38.75560556","-77.02471587","
,  
(38.75560556, -77.02471587)","County Address"
"22-00038452","2022-08-29T10:21:28.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","201 SURREY CIRCLE DR","38.71554509","-77.00942556","
,  
(38.71554509, -77.00942556)","County Address"
"22-00038451","2022-08-29T10:21:02.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12608 MACDUFF DR","38.7154392","-77.00431493","
,  
(38.7154392, -77.00431493)","County Address"
"22-00038450","2022-08-29T10:20:34.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12003 BION DR","38.72881161","-77.00412524","
,  
(38.72881161, -77.00412524)","County Address"
"22-00038449","2022-08-29T10:20:08.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2303 MEDINAH RIDGE RD","38.69215143","-76.96819911","
,  
(38.69215143, -76.96819911)","County Address"
"22-00038448","2022-08-29T10:19:38.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","300 LANGNER CT","38.71774911","-77.00360146","
,  
(38.71774911, -77.00360146)","County Address"
"22-00038447","2022-08-29T10:19:14.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12206 PARKTON CT","38.72200673","-76.99841409","
,  
(38.72200673, -76.99841409)","County Address"
"22-00038446","2022-08-29T10:18:47.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","203 BATTERSEA LN","38.73825449","-77.00341453","
,  
(38.73825449, -77.00341453)","County Address"
"22-00038444","2022-08-29T10:18:22.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1613 SARATOGA CT","38.74120648","-76.98194151","
,  
(38.74120648, -76.98194151)","County Address"
"22-00038443","2022-08-29T10:17:53.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","310 BOGOTA DR","38.72685914","-77.00058714","
,  
(38.72685914, -77.00058714)","County Address"
"22-00038442","2022-08-29T10:16:14.000","OPEN","OPEN","Multi Family","DPIE","ENF-Apartment Complex Common Area Issues","8801 Hunting Ln","39.08218974","-76.8553163","
,  
(39.08218974, -76.8553163)","County Address"
"22-00038440","2022-08-29T10:15:06.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1706 DAUPHIN DR","38.71118549","-76.97861697","
,  
(38.71118549, -76.97861697)","County Address"
"22-00038439","2022-08-29T10:14:41.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2610 MEDINAH RIDGE RD","38.69482559","-76.96154331","
,  
(38.69482559, -76.96154331)","County Address"
"22-00038438","2022-08-29T10:14:15.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","14700 APRIL ST","38.68774352","-76.98881163","
,  
(38.68774352, -76.98881163)","County Address"
"22-00038437","2022-08-29T10:13:50.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12902 HEATHER CIR","38.71175243","-77.0072337","
,  
(38.71175243, -77.0072337)","County Address"
"22-00038436","2022-08-29T10:13:18.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","10311 MUSKET CT","38.74624206","-76.9697507","
,  
(38.74624206, -76.9697507)","County Address"
"22-00038435","2022-08-29T10:12:31.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","11508 OLD FORT RD","38.7324997","-76.97562503","
,  
(38.7324997, -76.97562503)","County Address"
"22-00038434","2022-08-29T10:10:12.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","15800 BLACKBURN ST","38.67284617","-76.98746823","
,  
(38.67284617, -76.98746823)","County Address"
"22-00038433","2022-08-29T10:09:39.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","13300 CHALFONT AVE","38.70813062","-76.97446717","
,  
(38.70813062, -76.97446717)","County Address"
"22-00038431","2022-08-29T10:09:05.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","2031 TINKER DR","38.73485327","-76.9722864","
,  
(38.73485327, -76.9722864)","County Address"
"22-00038430","2022-08-29T10:08:01.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","12500 FORT WASHINGTON RD","38.71866681","-77.00397541","
,  
(38.71866681, -77.00397541)","County Address"
"22-00038429","2022-08-29T10:07:04.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1800 WILLIAMSBURGH CT","38.73474615","-76.97727928","
,  
(38.73474615, -76.97727928)","County Address"
"22-00038428","2022-08-29T10:06:32.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1224 BOHAC LN","38.64171541","-77.03328969","
,  
(38.64171541, -77.03328969)","County Address"
"22-00038425","2022-08-29T10:05:59.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","10203 GLEN WAY","38.74972586","-76.9582671","
,  
(38.74972586, -76.9582671)","County Address"
"22-00038424","2022-08-29T10:05:33.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","11411 GRAGO DR","38.73226118","-76.97482359","
,  
(38.73226118, -76.97482359)","County Address"
"22-00038423","2022-08-29T10:04:48.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1212 SANDY BAR DR","38.75729949","-77.0254797","
,  
(38.75729949, -77.0254797)","County Address"
"22-00038422","2022-08-29T10:04:15.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","1210 BOHAC LN","38.6406488","-77.03141928","
,  
(38.6406488, -77.03141928)","County Address"
"22-00038421","2022-08-29T10:03:17.000","CLOSED","CLOSED","Special Services Division","Department of Public Works & Transportation","Stump Removal (in County right-of-way)","9806 KISCONKO RD","38.7538654","-77.02074392","
,  
(38.7538654, -77.02074392)","County Address"
"22-00038420","2022-08-29T09:58:10.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038412","2022-08-29T09:24:50.000","OPEN","OPEN","Single Family (Code Enforcement)","DPIE","ENF-Residential Property Concerns","1763 Countrywood Ct","38.91298574","-76.8870507","
,  
(38.91298574, -76.8870507)","County Address"
"22-00038398","2022-08-29T08:43:15.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038395","2022-08-29T08:41:24.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038392","2022-08-29T08:39:28.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038389","2022-08-29T08:35:47.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
"22-00038388","2022-08-29T08:35:43.000","OPEN","OPEN","Zoning","DPIE","ENF-Business/Commercial Exterior Concerns","7623 OSBORNE RD",,,,"County Address"
"22-00038387","2022-08-29T08:30:43.000","CLOSED","CLOSED","Public Safety Communications","Homeland Security","PSC Audio Recording Request",,,,,"County Address"
