"timestamp","how_long_have_you_lived_in_somerville","do_you_rent_or_own_your_place_of_residence","if_you_own_what_type_of_home_do_you_own","if_a_condo_how_many_units_are_in_your_building","are_you_interested_in_reducing_your_energy_use","have_you_had_an_energy_audit_done_in_your_home","please_select_any_measures_you_have_taken_to_reduce_your_energy_usage","would_you_be_interested_in_a_program_offered_through_the_city_where_somerville_residents_can_receive_information_on_solar_for_their_homes_and_reduced_pricing_for_solar","if_you_own_a_business_or_commercial_building_are_you_interested_in_a_commercial_solar_program_offered_through_the_city_of_somerville","are_you_interested_in_installing_solar_pv_on_your_house","if_you_ve_been_thinking_about_installing_solar_panels_what_has_held_you_back","if_you_were_to_install_solar_pv_on_your_home_or_business_is_your_preference_to","would_you_like_to_volunteer_on_a_residential_solar_outreach_effort_to_get_your_friends_and_neighbors_to_install_solar_on_their_homes","if_solar_was_not_a_good_fit_for_your_home_the_city_of_somerville_could_potentially_offer_a_community_solar_project_where_people_can_opt_in_to_purchase_solar_shares_of_a_solar_project_located_inside_or_near_somerville_in_essence_retaining_the_same_ben","there_are_various_ways_in_funding_a_community_solar_project_would_you_be_interested_in_purchasing_shares_of_a_community_solar_project_where_you_could_receive_the_same_benefits_of_owning_a_system_of_your_own_knowing_you_could_receive_the_energy_output_f","please_indicate_if_you_would_like_further_information_on_the_following_in_regards_to_solar_panels_select_any_and_all_that_you_may_have","do_you_own_an_electric_vehicle","if_no_have_you_considered_purchasing_one","would_your_preference_be_to_charge_an_electric_vehicle_in_your_driveway_or_charge_it_in_a_public_lot"
"2015-01-24T22:31:13.000","15-20 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-25T00:51:37.000","5-10 years","Own","Multi-family (1-4 units)","3","Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding","Not sure","No","Very interested","Yes","Financing Options","No","No","Driveway"
"2015-01-09T18:52:19.000","15-20 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use, plastic on windows, smart power strip that turns off computer peripherals when computer sleeps","Yes, very interested",,"Yes, but I don't think my roof is suitable","We have a big tree in the backyard, and I was told the roof faces the wrong way.","not sure - maybe a low or no interest loan?","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-09T12:07:20.000","5-10 years","Rent","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","open to options","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-13T14:01:12.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes","Cost","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-12T23:39:03.000","2-5 years","Own","Condo","2","Yes","No","Had your home insulated, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","possible shade from a tree","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-24T19:59:28.000","10-15 years","Rent",,,"Yes","No","Shut off lights when not in use","Yes, very interested",,"Yes, once I buy a house (although the fast-rising prices are not making that look likely!)",,"Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-23T15:18:04.000","5-10 years","Own","Condo","3","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","need more info about both","Yes","Very interested","Yes","Interconnection & Net Metering","No","No","Driveway"
"2015-01-15T10:53:43.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"renter",,,,"Very interested","Yes",,"No","No","Driveway"
"2015-01-11T23:08:15.000","10-15 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Purchase the system outright","No","Very interested",,"Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","No","Driveway"
"2015-01-09T11:30:22.000","< 1 year","Rent","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","I rent and do not own the home",,"No","Very interested",,,"No","No","Driveway"
"2015-01-23T11:39:51.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Lease the system","No","Very interested","Yes",,"Hybrid","Yes","Driveway"
"2015-01-25T10:31:34.000","10-15 years","Own","Condo",,"Yes","No","Installed a high efficiency heating system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","condo","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning","Hybrid","Yes","Driveway"
"2015-01-09T10:35:12.000","2-5 years","Own","Condo","3","Yes","No","Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","Not sure, depends on costs","Maybe, let's talk","Very interested","No","Permitting, Financing Options","No","Yes","Driveway"
"2015-01-23T11:48:34.000","1-2 years","Own","Condo","4","Yes","No","Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","No","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-23T11:56:13.000","10-15 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Renter, so not sure about making major changes like that","Lease the system","No","Very interested","No","Permitting, Financing Options","No","Yes","Driveway"
"2015-02-18T15:12:33.000","20+ years","Own","Multi-family (1-4 units)","2","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, keep thermostat low","Yes, very interested","No","Yes, but I don't think my roof is suitable","told not viable","Lease the system","No","Very interested","No",,"No","Yes","Driveway"
"2015-01-08T16:45:15.000","< 1 year","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"I only rent, but I would be interested if I owned",,"Lease the system","Yes","Very interested","No",,"No","Yes","Driveway"
"2015-01-23T20:40:26.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","No","Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","Purchase the system outright",,"Very interested","No","Financing Options","No","Yes","Driveway"
"2015-01-09T10:48:20.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use, isolate phantom loads and put them on a power strip (for toggling on and off when in use only)","Yes, very interested",,"yes but I rent","access via ownership","don't have a prefernce. Whatever is most prudent.","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-02-08T07:37:41.000","2-5 years","Own","Condo","2","Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","don't know","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T19:45:21.000","10-15 years","Own","Condo","2","Yes","Yes","Had your home insulated, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","Yes","Yes, but I don't think my roof is suitable","I was told our house doesn't get enough sunlight.","I would depend on what exactly the purchase vs. lease costs were.","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-08T19:42:20.000","5-10 years","Own","Single family",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-09T20:41:56.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-11T13:50:20.000","2-5 years","Own","Condo","3","Yes","Yes","Had your home insulated","Yes, very interested","Yes","Yes, but I don't think it's cost effective","Cost","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-02-18T16:10:02.000","10-15 years","Own","Single family",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Financing Options","No","No",
"2015-01-10T10:09:13.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","Lease the system","Maybe, let's talk","Very interested","Yes","Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-02-05T09:08:35.000","10-15 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use, Made and 1/2"" foam core shutters which fit tightlyl into the window frames, which we put in the windows at night during the winter months.","Yes, very interested",,"Yes","Need to talk to my landlord.","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-17T11:41:25.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Not yet a homeowner","Lease the system","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-23T11:40:48.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Old roof joists and rafters","Lease the system","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning","No","Yes","Driveway"
"2015-01-20T12:25:23.000","2-5 years","Own","Multi-family (1-4 units)","2","Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"No, I already have solar PV",,"Lease the system","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-02-05T13:37:03.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable",,"Lease the system","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-23T14:38:19.000","10-15 years","Own","Multi-family (1-4 units)","2","Yes","Yes","Installed a high efficiency hot water system, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","Yes","Yes","Cost","not sure","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T20:42:16.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost","Not sure","Maybe, let's talk","Very interested","Yes","Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-02-06T11:14:06.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed programmable thermostats, Shut off lights when not in use, Installed Roof vents","Yes, very interested",,"Yes","Cost","Not sure, need to compare terms","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-08T15:10:55.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable",,"open to either option","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T19:27:21.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system","Yes, very interested",,"Interested in Solar Thermal","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning","No","Yes","Driveway"
"2015-01-09T11:04:34.000","5-10 years","Own","Single family",,"Yes","Yes","Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T11:44:02.000","10-15 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think it's cost effective","Cost","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-24T20:08:36.000","15-20 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","roof exposure to sun","Purchase the system outright","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-25T00:32:54.000","5-10 years","Own","Condo","3","Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Technology","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-02-18T09:50:33.000","2-5 years","Own","Condo","3","Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, door weatherstripping","Yes, somewhat interested",,"Maybe, I need to learn more","unsure if suitable, would need agreement from other condo owners","Purchase the system outright","Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-11T15:28:03.000","2-5 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","we didn't have enough surface on our roof that got sun all day; we're waiting on more efficient systems","Purchase the system outright","Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-24T18:58:46.000","2-5 years","Rent",,,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Would love to if I owned","Am a renter",,"Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T11:37:55.000","5-10 years","Own","Multi-family (1-4 units)","2",,,,"Yes, very interested",,"Yes","Looked at leasing but they couldn't do condos ",,"Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-02-05T13:36:41.000","20+ years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested","No","Yes, but I don't think my roof is suitable","Not enough sun",,"Maybe, let's talk","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-09T23:05:20.000","1-2 years","Rent","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, unplugging, using special power strips, turning temperature down on the water heater","Yes, very interested","No","yes, once i own my own home  ","renting still","don't know yet  ","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T21:14:37.000","2-5 years","Own","Single family",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats","Yes, very interested",,"Maybe, I need to learn more","Cost","Don't know yet! Need more details.","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-10T09:06:08.000","5-10 years","Own","Single family",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding","don't know.","No","Very interested","Yes","Permitting, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-13T15:05:51.000","< 1 year","Rent","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use, Unplug 'sleeping' appliances, bike most places, take public transportation, ","Yes, very interested",,,"Being a renter. We explored community solar, but then we are also not in a stage of our lives where we can put down a $10,000+ investment.... A smaller investment would get us thinking about it again...","Either","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-10T09:06:59.000","2-5 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use, Placed plastic over old windows in the winter","Yes, very interested",,"Yes","I do not own this house",,"Maybe, let's talk","Very interested","Yes","Permitting, Interconnection & Net Metering","No","No",
"2015-01-25T03:31:21.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes, but I don't think my roof is suitable","Cost","I do not know the financial numbers to decide","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T17:19:26.000","< 1 year","Rent",,,"Yes","No","Installed LED or CFL lighting, Shut off lights when not in use","Yes, somewhat interested",,"I would like to but I rent",,"I don't know","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-09T18:07:44.000","15-20 years","Own","Condo","8","Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested","No","I don't know if it can be installed in our large condo building, but would be happy to have it installed","condo rules","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-10T16:43:48.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Cost","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-08T15:48:15.000","15-20 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think it's cost effective","Cost","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-08T14:32:58.000","5-10 years","Own","Single family",,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats","Yes, somewhat interested",,"Maybe, I need to learn more","cost, but also potential resale value of the house","Lease the system","No","Very interested","Yes","Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-09T11:53:08.000","2-5 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-09T17:04:51.000","5-10 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Lease the system","No","Very interested","Yes","Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-25T14:30:44.000","5-10 years","Own","Condo",,"Yes","Yes","Had your home insulated, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Lack of understanding","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T14:30:02.000","5-10 years","Own","Single family",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I'm not sure the building's structure will allow it","Lack of understanding","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T13:44:28.000","5-10 years","Rent",,,"Yes","No","Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Shut off lights when not in use","Yes, very interested",,"yes but I rent ","no agency to install","Lease the system","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Financing Options","No","Yes","Driveway"
"2015-01-26T20:52:35.000","2-5 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Maybe, I need to learn more","Not sure my house gets enough sun","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-26T20:59:52.000","15-20 years","Own","Single family",,"Yes","Yes","Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use, Keep the thermostat @ 60 unless we're home for several hours just sitting around (not often!)","Yes, very interested",,"Yes, but I don't think my roof is suitable","size of south-facing roof is probably too small.","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-27T14:27:42.000","10-15 years","Own","Condo","2","Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","We tried- roof not suitable","Lease the system","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-10T21:11:04.000","< 1 year","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting, Installed energy star rated windows, Shut off lights when not in use","Yes, very interested",,"Yes","new to s' ville","need to evaluate options","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-09T11:57:14.000","5-10 years","Own","Condo","3","Yes","No","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Shut off lights when not in use","Yes, very interested","No","Maybe, I need to learn more","Cost","Not sure","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-25T07:53:49.000","< 1 year","Own","Multi-family (1-4 units)",,"Yes","No","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","home owner association","not sure","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-11T10:01:23.000","5-10 years","Rent",,,"Yes","Yes","Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Not the owner of the house",,"Maybe, let's talk","Very interested","Yes",,"No","No","Public Lot"
"2015-01-23T16:46:35.000",,"Own","Condo","2","Yes","Yes","Had your home insulated, Installed a high efficiency heating system, Installed LED or CFL lighting, Installed energy star rated windows, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Maybe, I need to learn more","Lack of understanding","Not sure","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-23T16:47:34.000","20+ years","Own","Single family",,"Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","Lack of understanding","not sure","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
"2015-01-08T16:34:03.000","20+ years","Own","Single family",,"Yes","Yes","Installed a high efficiency heating system, Installed LED or CFL lighting, Installed programmable thermostats, Shut off lights when not in use","Not interested at all",,"No","appearance, incompatible with historic district","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-11T09:52:37.000","5-10 years","Own","Single family","3","Yes","No","new house with all above","Yes, very interested",,"Yes, but I don't think my roof is suitable","company I reached out was not ineterested in condos","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T18:12:27.000","5-10 years","Own","Condo","2","Yes","No","Had your home insulated, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, somewhat interested",,"Yes","Cost","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-02-05T20:31:13.000","10-15 years","Own","Single family",,"Yes","Yes","Installed a high efficiency heating system, Installed a high efficiency hot water system, Installed LED or CFL lighting, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Cost","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-23T15:59:57.000","2-5 years","Rent","Multi-family (1-4 units)",,"Yes","No","Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes","dont own the home","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-25T20:49:26.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","Yes","Had your home insulated, Installed LED or CFL lighting","Yes, very interested",,"Yes, but I don't think my roof is suitable","Don't think the roof is suitable","Purchase the system outright","No","Very interested","Yes",,"No","Yes","Driveway"
"2015-01-24T19:52:32.000","10-15 years","Own","Multi-family (1-4 units)",,"Yes","No","Had your home insulated, Installed energy star rated windows, Installed energy efficient blinds and or curtains, Installed programmable thermostats, Shut off lights when not in use","Yes, very interested",,"Yes, but I don't think my roof is suitable","Fear of damaging my roof","Purchase the system outright","No","Very interested","Yes","Permitting, Interconnection & Net Metering, Planning & Zoning, Financing Options","No","Yes","Driveway"
