"id","title","description","constructionflag","department","type","google_event_id","primarycontact","start","end","rrule","geography","geography_description","created","updated"
"418",,"Taste of Bloomington
June 20, 2014 thru June 22, 2014
Road Closed; expect to detour, signage in place.

North Morton Street will be closed between West 7th Street and West 10th Street beginning at 6:00 p.m. on Friday, June 20, 2014 until 12:00 p.m. on Sun","true","Public Works","Road Closed","qttcvjksef7l62gqiop9h540as",,"2014-06-20T00:00:00.000","2014-06-23T00:00:00.000",,,"Taste of Bloomington","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"419",,"Zombie Run
November 1, 2014
Lane Restriction; possible intermittent closures, signage in place.
Route:  North Indiana Avenue, East 13th Street, North Fee Lane, East Law lane, North Union Street, East 7th Street, Forrest Avenue, and East Kirkwood
IU Memori","true","Public Works","Lane Restriction","dnloh04s9v9kvr8ti2rv69t354",,"2014-11-01T00:00:00.000","2014-11-02T00:00:00.000",,,"Zombie Run","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"420",,"Local First Bloomington ice Cream Promotion
236 North Morton Street
June 14, 2014 from 10:30 a.m. to 12:30 p.m.
Sidewalk Closed, pedestrian access maintained
Local First Bloomington is hosting a sidewalk ice cream giveaway to promote local retail activity","true","Public Works","Sidewalk","2b9fom181sqaair8c8ip2kcvs0",,"2014-06-14T00:00:00.000","2014-06-15T00:00:00.000",,,"Local First Bloomington Ice Cream Promotion","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"421",,"Clifton Avenue Neighborhood Block Party
South Clifton Avenue from East 1st Street to East 2nd Street
June 14, 2014
Road Closed, expect to detour, signage in place.
The Clifton Avenue Neighborhood is hosting a block party from 4:00 p.m. to 7:00 p.m.  If yo","true","Public Works","Road Closed","7pvot4fe8amo9smmtb9u7a5bqg",,"2014-06-14T00:00:00.000","2014-06-15T00:00:00.000",,,"Clifton Avenue Neighborhood Block Party","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"422",,"Race for Literacy 5K Run
June 14, 2014 for 8:00 a.m. to 11:00 a.m.
Lane Restrictions, expect short delays, signage in place.
Route:  East Covenanter Drive South Clarizz Blvd, Covenanter Drive, South Fenbrook Lane, South Baldwin Drive, South Christopher Dr","true","Public Works","Lane Restriction","f3l0q2jmpoubp7ep1lt5or5lc4",,"2014-06-14T00:00:00.000","2014-06-15T00:00:00.000",,,"Race for Literacy","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"423",,"June 3, 2014 through June 5, 2014
EASTBOUND LANE CLOSED; expect to detour, signage in place.
Hanna Excavating has scheduled a sanitary and storm sewer project.  If you experience any problems with this project, please contact City Engineering Department a","true",,,"3mam7g7olnp4sp8dhtkphqj724",,"2014-06-03T00:00:00.000","2014-06-12T00:00:00.000",,,"W. 10th Street from N. College to N. Morton St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"549",,"200 W 5th ST.
202A & B
6:00 am -10:00 PM
9/8-9/9-14","true",,"Reserved Meter","u1648a6r156mfbk45c18ohcqpg",,"2014-09-08T06:00:00.000","2014-09-09T22:00:00.000",,,"200 W 5th ST. 202A & B","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"424",,"6/11 - 6/19/14 24/7

100 W 6th, 100A & B, 102A & B, 104A & B
200 N Walnut 201A & B","true",,"Reserved Meter","rqluektqsgva0ktjbo7atucagg",,"2014-06-11T10:00:00.000","2014-06-19T11:00:00.000",,,"(Hostetler) 100 W 6th, 100A & B, 102A & B, 104A & B 200 N Walnut 201A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"425",,"April 26, 2014 thru June 13, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a sidewalk project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this pr","true","Street","Lane Restriction","64d65r9inrgftiugmc32fd7q4k",,"2014-04-26T00:00:00.000","2014-06-21T00:00:00.000",,,"W. 17th Street from N. Madison Street to N. College Avenue","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"426",,"June 19, 2014 through June 20, 2014
LOCAL TRAFFIC ONLY from 8:00am to 4:00pm on Thursday, June 19, and 8:00am to 1:00pm on Friday, June 20, 2014; signage will be in place.
City of Bloomington Utilities has scheduled a sanitary sewer project, weather permi","true",,"Local Only","o1h9dkqs45keqr637cm0pr1nvo",,"2014-06-19T00:00:00.000","2014-06-21T00:00:00.000",,,"S. Adams St. from S. Arch Haven to S. Patterson Dr.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"427",,"June 4, 2014 through June 6, 2014
Lane Restriction; expect short delays, traffic control personnel and signage in place.
City of Bloomington Street Department has scheduled a street repair project, weather permitting, from 7:30 a.m. to 2:30 p.m.  If you e","true","Street","Lane Restriction","hgso2tulojrb9sbed3qsluu01g",,"2014-06-04T00:00:00.000","2014-06-18T00:00:00.000",,,"S. Clarizz Blvd from E. Buick Cad to E. 3rd Str.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"428",,"June 16, 2014 through June 17, 2014
ROAD CLOSED; expect to detour, signage will be in place.
City of Bloomington Utilities has scheduled a stormwater project, weather permitting.  If you experience any problems with this project, please contact Utilities","true",,"Road Closed","r1jhqqtcn1b1gblqp6p40mne48",,"2014-06-16T00:00:00.000","2014-06-18T00:00:00.000",,,"S. Henderson St. from E. South Dr to E. Graham Dr.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"429",,"6/14/14 3:00 pm - 10:00 pm
200  N  Walnut
204A&B, 206A","true",,"Reserved Meter","jiofigmh8vaee70b2e0bfcifig",,"2014-06-14T15:00:00.000","2014-06-14T22:00:00.000",,,"200  N  Walnut 204A&B, 206A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"430",,"101A, 103A, 105A & B, 107A & B, 109A & B, 111A, 100 N Grant, all day 6/23/2014.","true",,"Reserved Meter","42f6n5kcqggs0vuaonejvgq62k",,"2014-06-23T00:00:00.000","2014-06-24T00:00:00.000",,,"Reserved Meters101A, 103A, 105A & B, 107A & B, 109A & B, 111A, 100 N Grant","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"431",,"The Tap has requested meters 202A & B, 200 W. Kirkwood, 6/16/2014 - 6/18/2014 8 am to 10 pm.","true",,"Reserved Meter","35d9as5u8v3gvmo5lfjh4tscv0",,"2014-06-16T08:00:00.000","2014-06-18T22:00:00.000",,,"RESERVED METERS 202A & B, 200 W. Kirkwood The Tap","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"432",,"Delphi Signs & Graphics for 100 S Walnut St.:
6/18/14
10:00 am - 4:00 pm
102A & B, 100 A","true",,"Reserved Meter","464o4ocagevlmrg5k69nhhus64",,"2014-06-18T10:00:00.000","2014-06-18T16:00:00.000",,,"100 S College 102A & B, 100 A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"433",,"Joel McKay Live Music Event
July 17, 2014 from 7:00 to 11:00 pm
Waldron, Hill, and Buskirk Park","true","Public Works","Noise Permit","5dln3lgtt05cid3ndj4miffu6o",,"2014-07-07T00:00:00.000","2014-07-08T00:00:00.000",,,"Noise Permit","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"434",,"PiYo in the Park
June 3, 2014 to 8/19/14 from 5:15 to 6:15 p.m.
Fitness classed at alternating at Waldron, Hill, & Buskirk; Butler Park, and Olcott Park","true","Public Works","Noise Permit","44rq5gq40dnjt24g1950l0goro",,"2014-06-03T00:00:00.000","2014-06-04T00:00:00.000","FREQ=WEEKLY;UNTIL=20140819T040000Z;INTERVAL=1;BYDAY=TU;WKST=MO",,"PiYo in the Park","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"435",,"BHA Family Finance Day
N. Summit Street from West 13th Street to North Monroe Street
July 22, 2014 from 12:00 Noon to 8:00 p.m.
Road Closed, expect to detour, signage in place.
Bloomington Housing Authority has scheduled a Family Finance Day for the Cresm","true","Public Works","Road Closed","0v6jbqqmn8muijtns8fbl2bcro",,"2014-07-22T00:00:00.000","2014-07-23T00:00:00.000",,,"Summit Street from W. 13th Street to North Mornoe Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"436",,"Grant Street Jazz Festival
North Grant Street from East Kirkwood Avenue to East 6th Street
August 23, 2014 from 9:30 am to Midnight
Road Closed, expect to detour, signage in place.
Jazz from Bloomington has scheduled a jazz festival. If you experience any","true","Public Works","Road Closed","sovu94fepe1e11isovo63lcvq8",,"2014-08-23T00:00:00.000","2014-08-24T00:00:00.000",,,"North Grant Street from East Kirkwood Avenue to East 6th Street","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"437",,"Bryan Park Neighborhood Block Party
South Palmer Avenue from East Driscoll Drive to East Grimes Lane
August 22, 2014 from 6:00 pm to 9:00 pm
Bryan Park Neighborhood Association has scheduled a block party.  If you experience any problems with this special","true","Public Works","Road Closed","3dhnbepd6p8178s745uo1r9nug",,"2014-08-22T00:00:00.000","2014-08-23T00:00:00.000",,,"South Palmer Avenue from East Driscoll Drive to East Grimes Lane","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"438",,"200 W 4th
201B & 203A&B

6/20/14-6/24/14

7:00 am - 5:00 pm


6/20/14-6/24/14

7:00 am - 5:00 pm","true",,"Reserved Meter","27rehm9b02qt309qr5oqeekopg",,"2014-06-20T07:00:00.000","2014-06-24T17:00:00.000",,,"RESERVED METERS 200 W 4th 201B & 203A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"439",,"200 N College
211A & B

6/25-6/29/14

9:00 pm - 9:00 am","true",,"Reserved Meter","l4pacphglrrjcv5svjbfcf5ajg",,"2014-06-25T09:00:00.000","2014-06-29T21:00:00.000",,,"Reserved Meters 200 N College 211A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"440",,"June 24, 2014
Local Traffic Only; signage in place.
City of Bloomington Utilities has scheduled a water line project, weather permitting.  If you experience any problems with this project, please contact Utilities at 349-3940.","true",,,"98jke77o4d995k9g9t0bo34728",,"2014-06-24T00:00:00.000","2014-06-25T00:00:00.000",,,"S. Grant from E. 2nd to E. Smith Ave.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"441",,"June 23, 2014	
Road Closed; expect to detour, signage in place.
RH Marlin has scheduled to install a new chiller at the Library.  If you experience any problems with this project, please contact City Engineering Department at 349-3400.","true",,,"3p1sgvdqg8v6scjc7umj4bhhqg",,"2014-06-23T00:00:00.000","2014-06-24T00:00:00.000",,,"N. Grant from E. Kirkwood to E. 6th St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"442",,"June 25, 2014
Local Traffic Only; signage in place.
City of Bloomington Utilities has scheduled a water line project, weather permitting.  If you experience any problems with this project, please contact Utilities at 349-3940.","true",,,"5s8n7evi4b8pfp8r56feajcdu0",,"2014-06-25T00:00:00.000","2014-06-26T00:00:00.000",,,"E. 8th Str from N. Lincoln to N. Grant","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"443",,"June 2, 2014 through June 6, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Utilities has scheduled a water line project, weather permitting, from 6:30 a.m. to 5:00 p.m.  If you experience any problems with this project,","true",,,"qhkql1i9t24frrnkbl54i26cm8",,"2014-06-02T00:00:00.000","2014-06-28T00:00:00.000",,,"S. Jordan from E. 3rd St. to E 7th St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"444",,"June 23, 2014 through August 14, 2014
Road closed, detour in place.
Crider & Crider will be conducting a brick street restoration project.  If you experience any problems with this project, please contact City Engineering at 349-3400.","true",,"Road Closed","pjeloi7gajb53l6st62e6qvlvo",,"2014-06-23T00:00:00.000","2014-08-15T00:00:00.000",,,"N. Park from E. 7th St. to E. 8th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"445",,"The Tap has requested meters 202 A&B, 200 W. Kirkwood, 6/24/2014-6/26/2014, 6 am - 10pm.","true",,"Reserved Meter","v0donafhevofos1vkrutjtb9v0",,"2014-06-24T06:00:00.000","2014-06-26T22:00:00.000",,,"202 A&B, 200 W. Kirkwood, The Tap","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"446",,"Delphi Signs and Graphic has requested meter 106B, 100 S. College Avenue, 6/26/2014, 2pm-5pm","true",,"Reserved Meter","df41i0vs7r26fim6267b8iinp0",,"2014-06-26T14:00:00.000","2014-06-26T17:00:00.000",,,"Delphi SIgns and Graphic","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"447",,"100 W 6th, meter 113A 24/7 dumpster
100 W 6th meter 113B 8:00 am - 5:00 pm
6/24/14 - 7/8/14","true",,"Reserved Meter","st2bav860k8e23b9edlgt3nfpc",,"2014-06-24T08:00:00.000","2014-07-08T17:00:00.000",,,"Midwest 100 W 6th, meter 113A 24/7 dumpster  100 W 6th meter 113B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"448",,"Pyramid Masonry, 200 W. 4th Street, meters 201B, 203 A&B, 6/25-6/27, 7 am - 5pm","true",,"Reserved Meter","403lkqnkk3qgmbgsqhk822f0eg",,"2014-06-25T07:00:00.000","2014-06-27T17:00:00.000",,,"Reserved Meters  200 W. 4th Street, meters 201B, 203 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"450",,"Delphi Signs and Graphic has requested meter 106B, 100 S. College Avenue, 6/26/2014, 2pm-5pm","true",,"Reserved Meter","o7asmpta2llmd2narcq8vel2ug",,"2014-06-26T14:00:00.000","2014-06-26T17:00:00.000",,,"106B, 100 S. College Avenue Delphi Sign","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"451",,"Casey Leech,
100 S Madison, meters 105A&B & 107A
7/5/14 11:00 AM -1:00 PM","true",,"Reserved Meter","ojkgskn2jngrt8hqdfl53k3hmk",,"2014-07-05T11:00:00.000","2014-07-05T13:00:00.000",,,"Reserved Meters 100 S Madison, meters 105A&B & 107A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"452",,"OMEGA PROPERTIES
100 N College, meters 101A, 103A
6/30/14 8:00 am - 10:00 pm","true",,"Reserved Meter","e6ob8ql6ktfv51kllo5fgn9qms",,"2014-06-30T08:00:00.000","2014-06-30T22:00:00.000",,,"Reserved Meters 100 N College, meters 101A, 103A","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"453",,"200 W 5th St, meters 200A&B
7/1/2014, 8:00 am - 10:00 pm","true",,"Reserved Meter","6ug5mddlop4edds8egits7pskc",,"2014-07-01T20:00:00.000","2014-07-01T22:00:00.000",,,"Reserved Meters 200 W 5th St, meters 200A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"454",,"6/27/14 100 S Mad, 103B, 105A&B, 107A&B
8:00 am - 5:00 pm","true",,"Reserved Meter","b1j63dqdcm3abi4er4u73ns370",,"2014-06-27T08:00:00.000","2014-06-27T17:00:00.000",,,"Reserved Meters 6/27/14 100 S Mad, 103B, 105A&B, 107A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"455",,"June 30, 2014 through July 11, 2014
Lane Restriction, expect short delays signage in place.
Groomer Construction has scheduled a sidewalk installation project.  If you experience any problems with this project, please contact City Engineering Department a","true",,,"stvv2fc92t4qf2igio7fh1njac",,"2014-06-30T00:00:00.000","2014-07-12T00:00:00.000",,,"E. Maxwell Lane from S. Sheridian Dr. to S. Jordan Ave.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"456",,"July Arts Event
West 4th Street from S. Rogers Street to the mid-block alley way
July 4, 2014 from 5pm to 10 pm
Sidewalks and parking spaces closed
I Fell has scheduled a festival.  If you experience any problems with this special event, please call Publi","true","Public Works","Sidewalk","hjfa2qghg4q62lc77dofn7kftg",,"2014-07-04T00:00:00.000","2014-07-05T00:00:00.000",,,"July Arts Event","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"457",,"Art Opening with Musical Accompaniment
114 1/2 South Grant Street
Noise Permit only
Grant Street Arts Collective has scheduled an art opening with musical accompaniment from 6pm to 11pm.","true","Public Works","Noise Permit","h8g0rl3765h2js2feo8jtjgcg8",,"2014-07-18T00:00:00.000","2014-07-19T00:00:00.000",,,"Art Opening with Musical Accompaniment","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"458",,"July 1, 2014 through July 3, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Street Department has scheduled handicap ramp installation project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any proble","true","Street",,"j4m2s807i65b10ku3k7nvo48nk",,"2014-07-01T00:00:00.000","2014-07-12T00:00:00.000",,,"Intersection of E. 3rd & S. Washington St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"459",,"June 30, 2014 through July 11, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Street Department has scheduled sidewalk repair project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with t","true","Street","Lane Restriction","90rrlq9tt0oubv87u156p0rk9c",,"2014-06-30T00:00:00.000","2014-07-12T00:00:00.000",,,"S. College Mall Rd & East Moores Pike","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"460",,"West Kirkwood Avenue from North College Avenue to North Madison Street
July 7, 2014 through July 11, 2014
Road Closed; expect to detour, signage in place. Sheil Sexton Company has scheduled a road repair project, If you experience any problems with this p","true",,"Road Closed","o22fehdatfmjlv0pdcqfttjoa4",,"2014-07-07T00:00:00.000","2014-07-12T00:00:00.000",,,"W. Kirkwood Ave from N. College Ave to N. Madison St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"461",,"NO Parking signs to Midwest Maintenance:
7/7/14 - 7/31/14 7:00 am - 5:30 pm

100 W 6th St., 113A&B","true",,"Reserved Meter","r3hcl7n88fvgch0sa7g0j94cn8",,"2014-07-07T07:00:00.000","2014-07-31T17:30:00.000",,,"Reserved Meters 100 W 6th St., 113A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"462",,"Banneker Block Party
North Elm Street from West 7th Street to West 8th Street
Road Closed; expect to detour, signage in place
The City of Bloomington has scheduled a block party event from 3:00 p.m. to 8:00 p.m.","true","Public Works","Road Closed","im282pl090ul35jhrab147ugjc",,"2014-07-25T00:00:00.000","2014-07-26T00:00:00.000",,,"N. Elm St from W. 7th St to W. 8th St","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"463",,"7/8/14 6:00 pm - 9:00 pm
100 N Walnut St.
106A&B","true",,"Reserved Meter","6av1tegalvgnm46frllpd580fg",,"2014-07-08T18:00:00.000","2014-07-08T21:00:00.000",,,"Reserved Meters 100 N Walnut St. 106A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"464",,"July 14, 2014 through July 18, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Street Department has a sidewalk project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with this project, pl","true","Street","Lane Restriction","s4u5pgi4j3ror51vhg2vo24m38",,"2014-07-14T00:00:00.000","2014-07-19T00:00:00.000",,,"N. Grant from E. 11th St. to E. 12th St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"465",,"July 14, 2014 through July 15, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Street Department has street resurfacing project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with this pro","true","Street","Lane Restriction","b3483t3vudg2q183ei0kvk24s4",,"2014-07-14T00:00:00.000","2014-07-16T00:00:00.000",,,"W. 17th St from N. Madison St. to N. College Ave.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"466",,"July 11, 2014 through July 18, 2014	
Road closed, detour in place.	
Weddle Brothers Construction will be reconstructing the intersection.  If you experience any problems with this project, please contact City Engineering at 349-3400.","true",,"Road Closed","7tpskq77joc45tlvt193b8fm2o",,"2014-07-11T00:00:00.000","2014-07-19T00:00:00.000",,,"N. Fee Lane from E. 10th to E. 11th St.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"467",,"July 14, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a storm water project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this project, please c","true","Utilities","Lane Restriction","j1tnqr4uf4pt8aaj8u4lmaqqd0",,"2014-07-14T00:00:00.000","2014-07-15T00:00:00.000",,,"N. Fee Lane from E. 17th St to N. Jordan Ave.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"468",,"7/15/14 8:00 am - 2:00 pm

200 N Morton St,
202A & B, 204A & B","true",,"Reserved Meter","59gdciiaer7527g88n56ha44uo",,"2014-07-15T20:00:00.000","2014-07-16T14:00:00.000",,,"Reserved Meters 200 N Morton St, 202A & B, 204A & B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"469",,"7/16 - 7/17/14 8:00 am - 4:00 pm

300 W 11th St.
Meter 310B","true",,"Reserved Meter","0l4b7pble96hrrbuoi3hdjsh40",,"2014-07-16T20:00:00.000","2014-07-17T04:00:00.000",,,"Reserved Meters 300 W 11th Sstreet","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"470",,"7/21 -  7/21/14  7:00 am - 6:00 pm  E5th St. 400A & B, 402B
7/22-7/23/14 7:00 am - 6:00 pm E 5th St. 400B","true",,"Reserved Meter","310hacopdvj0s7rdebnrgshjpo",,"2014-07-21T07:00:00.000","2014-07-21T18:00:00.000",,,"E5th St. 400A & B, 402B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"471",,"7/22-7/23/14 7:00 am - 6:00 pm E 5th St. 400B","true",,"Reserved Meter","msdruk9hbiqh4snbp8r722ahhg",,"2014-07-22T07:00:00.000","2014-07-23T18:00:00.000",,,"E 5th St. 400B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"472",,"June 18, 2014 through July 21, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a shoulder repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems wit","true","Street","Lane Restriction","rsgh4c34scgkscahbi1fmddqeg",,"2014-06-18T00:00:00.000","2014-07-22T00:00:00.000",,,"N. Walnut St. from 45/46 Bypass to Blue Ridge Dr.","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"473",,"July 22, 2014 through July 23, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a street repair project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with","true","Street","Lane Restriction","9v8ic79dics11n4m42t76u307o",,"2014-07-22T00:00:00.000","2014-07-24T00:00:00.000",,,"N. Dunn St. from Lakewood Dr. to N. Old SR 37","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"474",,"July 24, 2014 through July 25, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a street milling project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any problems with","true","Street","Lane Restriction","8j08m4tmjcde8ag9pckbhsriic",,"2014-07-24T00:00:00.000","2014-07-26T00:00:00.000",,,"S. High St. from E. 2nd St to E. Moores Pk","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"475",,"ISEE Corporation has requested meters 204 A & B, 200 W. 6th, 7/20/2014 - 7/23/2014, 8am-10pm.","true",,"Reserved Meter","5vgs7pp0bisavbbirhi3thpd5g",,"2014-07-20T00:00:00.000","2014-07-22T00:00:00.000",,,"200 W. 6th Street 204 A & B, 8am to 10pm","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"476",,"July 24, 2014
. Address is 601 N. College and the meters are 601A, 603 A&B, 605 A&B and 607  A&B.  It is from 2:00 PM to 6:00 PM","true",,"Reserved Meter","il66ii3blrhq65kequlpuqkj4o",,"2014-07-24T14:00:00.000","2014-07-24T18:00:00.000",,,"601 N College 601 A, 603 A&B, 607 A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"477",,"July 24, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a water line project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this project, please co","true","Utilities","Lane Restriction","l28a6t5cmg717cgpjpn74ug0a0",,"2014-07-24T00:00:00.000","2014-07-25T00:00:00.000",,,"S. Jordan from E. 3rd to E. Atwater","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"478",,"July 29th, 2014
Road closed to through traffic
Kevin Huntley Excavating has a storm sewer project scheduled, weather permitting.  If you experience any problems with this project, please contact City Engineering at 349-3400.","true",,"Road Closed","04ap5p0re8u1p9j3h67auk5mes",,"2014-07-29T00:00:00.000","2014-07-30T00:00:00.000",,,"S. Washington from E. Smith to E. 2nd","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"479",,"8/20/2014 12:00 pm - 5:00 pm

500 N College, meters 511A&B","true",,"Reserved Meter","rd7ifd9d0tfj09v2edbb0rpbso",,"2014-08-20T12:00:00.000","2014-08-20T17:00:00.000",,,"RESERVED METERS 500 N College, meters 511A&B","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"480",,"July 21, 2014 through July 25, 2014
Road closed to through traffic, detour and signage in place
Vizor has scheduled a road re-construction project on Patterson Drive.  If you experience any problems with this project, please contact City Engineering at 34","true",,"Road Closed","ei73g3b9s7ns6hvhamuvt27le4",,"2014-07-21T00:00:00.000","2014-07-31T00:00:00.000",,,"S. Patterson from W. 2nd to S. Adams","2015-09-03T09:03:53.000","2015-09-03T09:03:53.000"
"481",,"July 23, 2014 through August 1, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a sidewalk ramp installation project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any","true","Street","Lane Restriction","6t2l9mb1tv2ucv2nc60v0f07j4",,"2014-07-23T00:00:00.000","2014-08-02T00:00:00.000",,,"E. 1st  St. & S. High St.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"482",,"July 23, 2014 through August 1, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a street milling/resurface project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any pr","true","Street","Lane Restriction","ao56mgpv39o9jmlr73rc700jik",,"2014-07-23T00:00:00.000","2014-08-02T00:00:00.000",,,"E. 2nd Street from S. College Mall to S. Woodscrest Dr.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"483",,"July 23, 2014 through August 1, 2014
Lane Restriction; expect short delays, signage in place.
City of Bloomington Street Department has scheduled a street milling/resurface project, weather permitting, from 7:30 a.m. to 3:00 p.m.  If you experience any pr","true","Street","Lane Restriction","pia7tfolqu1j3eii4t86b248eg",,"2014-07-23T00:00:00.000","2014-08-02T00:00:00.000",,,"E. 2nd St. from S. High St. to S. Jordan Ave.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"484",,"South Jordan Avenue from East 3rd Street to East 7th Street
July 15, 2014 through August 1, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a water line project, weather permitting, from","true","Utilities","Lane Restriction","pcgo7otmql0727uan6iqcajojs",,"2014-07-15T00:00:00.000","2014-08-02T00:00:00.000",,,"S. Jordan Ave from E. 3rd St to E. 7th St","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
"485",,"July 29, 2014
Lane Restriction, expect short delays signage in place.
City of Bloomington Utilities Department has scheduled a road repair project, weather permitting, from 7:30 a.m. to 3:30 p.m.  If you experience any problems with this project, please c","true","Utilities","Lane Restriction","3p18j5oo7q2hh8bag0i3ih5eck",,"2014-07-29T00:00:00.000","2014-07-30T00:00:00.000",,,"S. Jordan Ave from E. 3rd Str to E. Awater Ave.","2015-09-03T09:03:54.000","2015-09-03T09:03:54.000"
