"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","supplier_contract_amount_usd"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","96727.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","129226.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","129226.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","156507.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","156507.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","139215.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","145844.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","172265.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","172265.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","156507.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","139215.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","139215.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","74740.0"
"2017","Bosnia and Herzegovina","Federation Road Sector Modernization Project","Consultant Services","Consultant Qualification  Selection","Transportation","20106.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","108782.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","16685.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","162972.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","41627.0"
"2017","India","Himachal Pradesh Horticulture Development Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","49010.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","1013.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","26107.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","762.0"
"2017","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","10107189.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","11212.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","8679.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","43827.0"
"2017","Nigeria","Third National Urban Water Sector Reform Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management;Public Administration","66712.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","6416.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","664.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","169246.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","29358.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","55851.0"
"2017","Ethiopia","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","45160.0"
"2017","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1378395.0"
"2017","Kenya","Kenya Water Security and Climate Resilience Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","199170.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Consultant Services","Individual Consultant Selection","Transportation;Agriculture, Fishing and Forestry;Public Administration","92087.0"
"2017","Dominican Republic","INTEGRATED SOCIAL PROTECTION AND PROMOTION PROJECT","Consultant Services","Individual Consultant Selection","Social Protection","7870.0"
"2017","Pacific Islands","Pacific Islands Regional Oceanscape Program Forum Fisheries Agency","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","75055.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Consultant Services","Individual Consultant Selection","Transportation;Agriculture, Fishing and Forestry;Public Administration","19000.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Public Administration","7367.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Public Administration","11633.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Public Administration","98750.0"
"2017","Bangladesh","Nuton Jibon Livelihood Improvement Project","Goods","Request for Bids","Health;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","10879.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Public Administration","98600.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","1165.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","1009.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","119006.0"
"2017","Dominican Republic","INTEGRATED SOCIAL PROTECTION AND PROMOTION PROJECT","Consultant Services","Individual Consultant Selection","Social Protection","2417.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","92115.0"
"2017","Tajikistan","Strengthening Critical Infrastructure against Natural Hazards","Goods","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Public Administration","99000.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","20006.0"
"2017","Nigeria","Transforming Irrigation Management in Nigeria","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","3264780.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","446.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","1418.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","1727.0"
"2017","Madagascar","Social Safety Net Project","Consultant Services","Individual Consultant Selection","Social Protection","776.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","148377.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","18503.0"
"2017","Argentina","Rural Corridors and Biodiversity","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","3294.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","60826.0"
"2017","Cameroon","Cameroon: Inclusive and Resilient Cities Development Project","Consultant Services","Consultant Qualification  Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","135518.0"
"2017","Argentina","Rural Corridors and Biodiversity","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","539.0"
"2017","Argentina","Rural Corridors and Biodiversity","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1693.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179631.0"
"2017","Dominican Republic","INTEGRATED SOCIAL PROTECTION AND PROMOTION PROJECT","Consultant Services","Individual Consultant Selection","Social Protection","57061.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","166146.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","170350.0"
"2017","Dominican Republic","INTEGRATED SOCIAL PROTECTION AND PROMOTION PROJECT","Consultant Services","Individual Consultant Selection","Social Protection","64730.0"
"2017","Cameroon","Cameroon Mining Sector Technical Assistance Project","Non-consulting Services","Direct Selection","Energy and Extractives","35662.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","190954.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","190864.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Consultant Qualification  Selection","Education;Energy and Extractives;Public Administration","33766.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179288.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","187205.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","187475.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179260.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179071.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","186649.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179122.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","181223.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","179289.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","180828.0"
"2017","Argentina","Rural Corridors and Biodiversity","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","98.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","189441.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","189352.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","189438.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","181276.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","181278.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","181263.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","189695.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Consultant Qualification  Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","189660.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","106406.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","131529.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","66353.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","83196.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","78304.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","98698.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","96731.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","66384.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","105784.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","117964.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","120624.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","72888.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","86266.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","40652.0"
"2017","Uruguay","Improving the Quality of Initial and Primary Education in Uruguay","Consultant Services","Individual Consultant Selection","Education","109250.0"
"2017","China","Three Gorges Modern Logistics Center Infrastructure Project","Civil Works","Request for Bids","Information and Communications Technologies;Transportation;Industry, Trade and Services","4655610.0"
"2017","Kenya","Kenya Youth Employment and Opportunities","Consultant Services","Consultant Qualification  Selection","Education;Social Protection","265896.0"
"2017","Western and Central Africa","Ebola Emergency Response Project","Goods","Request for Quotations","Health;Social Protection","195400.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","47550.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","46664.0"
"2017","Eastern and Southern Africa","AFR RI-Southern Africa Tuberculosis and Health Systems Support Project","Goods","Request for Quotations","Health;Energy and Extractives","65293.0"
"2017","Angola","Smallholder Agriculture Development and Commercialization Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","74525.0"
"2017","Belarus","Transit Corridor Improvement Project","Civil Works","Request for Bids","Transportation","32001223.0"
"2017","Belarus","Transit Corridor Improvement Project","Civil Works","Request for Bids","Transportation","49137320.0"
"2017","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","Individual Consultant Selection","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","12547.0"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","42191.0"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","16391.0"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","7660.0"
"2017","Russian Federation","RUSSIA CULTURAL HERITAGE 2","Consultant Services","Direct Selection","Social Protection","752344.0"
"2017","Western and Central Africa","Sahel Women's Empowerment and Demographics Project","Goods","Request for Quotations","Education;Health;Public Administration","172960.0"
"2017","Kenya","Kenya Youth Employment and Opportunities","Goods","Request for Quotations","Education;Social Protection","61706.0"
"2017","Russian Federation","RUSSIA CULTURAL HERITAGE 2","Consultant Services","Quality And Cost-Based Selection","Social Protection","1023701.0"
"2017","Argentina","Rural Corridors and Biodiversity","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","4239.0"
"2017","Liberia","Liberia Youth Opportunities Project","Consultant Services","Individual Consultant Selection","Social Protection","47000.0"
"2017","Liberia","Liberia Youth Opportunities Project","Consultant Services","Individual Consultant Selection","Social Protection","127500.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1984.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","7166.0"
"2017","Liberia","Liberia Youth Opportunities Project","Consultant Services","Individual Consultant Selection","Social Protection","178500.0"
"2017","Cameroon","Livestock Development Project","Consultant Services","Individual Consultant Selection","Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","5722.0"
"2017","Lesotho","Public Sector Modernisation Project","Goods","Request for Quotations","Public Administration","6147.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","13341.0"
"2017","Pakistan","PK-Sindh Barrages Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","23622233.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","3593.0"
"2017","Congo, Democratic Republic of","DRC-Statistics Development Project","Consultant Services","Direct Selection","Education;Agriculture, Fishing and Forestry;Public Administration","99893.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Consultant Qualification  Selection","Education;Energy and Extractives;Public Administration","246530.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","8159.0"
"2017","Madagascar","Public Sector Performance Project","Consultant Services","Consultant Qualification  Selection","Education;Energy and Extractives;Public Administration","78100.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1173.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","2008.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1506.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","11943.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","1863.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","472.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","2471.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","2645.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","4008.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","3685.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","730.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","7838.0"
"2017","Argentina","Rural Corridors and Biodiversity","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","399.0"
"2017","Argentina","Rural Corridors and Biodiversity","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","64.0"
"2017","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","2617.0"
"2017","Belarus","Belarus Education Modernization Project","Civil Works","Request for Bids","Education","470197.0"
"2017","Belarus","Belarus Education Modernization Project","Civil Works","Request for Bids","Education","121991.0"
"2017","Belarus","Belarus Education Modernization Project","Civil Works","Request for Bids","Education","167000.0"
"2017","Belarus","Belarus Education Modernization Project","Civil Works","Request for Bids","Education","50385.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","9212.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","9742.0"
"2017","Brazil","CLEAR - Brazil","Consultant Services","Individual Consultant Selection","Public Administration","657.0"
"2017","Brazil","CLEAR - Brazil","Consultant Services","Individual Consultant Selection","Public Administration","5139.0"
"2017","Senegal","SN:Casamance Development Pole Project","Goods","Request for Quotations","Transportation;Social Protection;Agriculture, Fishing and Forestry;Industry, Trade and Services","5505.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","10339.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","4529.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","3628.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","34723.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","145700.0"
"2017","Argentina","Rural Corridors and Biodiversity","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","72.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","34500.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","65734.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","137465.0"
"2017","Mongolia","Mongolia Export Development Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","1344.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","72933.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","222300.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","675765.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","885226.0"
"2017","Ecuador","EC Guayaquil Wastewater Management Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","404200.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","2606.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","5139.0"
"2017","Burundi","Burundi Coffee Sector Competitiveness Project","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","16938.0"
"2017","Nigeria","Third National Urban Water Sector Reform Project","Consultant Services","Quality And Cost-Based Selection","Water, Sanitation and Waste Management;Public Administration","326107.0"
"2017","Gabon","eGabon","Consultant Services","Direct Selection","Information and Communications Technologies;Health","47790.0"
"2017","Gabon","eGabon","Consultant Services","Direct Selection","Information and Communications Technologies;Health","46608.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","10634.0"
"2017","Malawi","Malawi Education Sector Improvement Project (MESIP)","Consultant Services","Individual Consultant Selection","Education","3935.0"
"2017","Malawi","Malawi Education Sector Improvement Project (MESIP)","Consultant Services","Individual Consultant Selection","Education","3392.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","8671.0"
"2017","Congo, Democratic Republic of","DRC-Statistics Development Project","Goods","Request for Quotations","Education;Agriculture, Fishing and Forestry;Public Administration","26500.0"
"2017","Malawi","Malawi Education Sector Improvement Project (MESIP)","Consultant Services","Individual Consultant Selection","Education","4070.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","4174.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","8610.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Quotations","Water, Sanitation and Waste Management","6417.0"
"2017","Uganda","Energy for Rural Transformation III","Consultant Services","Consultant Qualification  Selection","Energy and Extractives","90480.0"
"2017","India","Punjab Rural Water and Sanitation Sector Improvement Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","13499.0"
