"fiscal_year","region","borrower_country","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1553033","Adquisici&#243;n de 114 kilos de semilla sexual de Guacimo","2017-09-19T00:00:00.000","SEMILLAS CAMPOSEEDS SAS","Republic of Colombia","3388.0","CO-FEDEGAN-20276-GO-CP"
"2018","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1562912","Supervisar las labores de los t&#233;cnicos de campo y realizar la consolidaci&#243;n y organizaci&#243;n de la informaci&#243;n geogr&#225;fica derivada delos levantamientos de verificaci&#243;n de cambios de tercer a&#241;o en el uso","2017-07-12T00:00:00.000","EMERSON DAVID NIEVES FRAGOZO","Republic of Colombia","9797.0","CO-TNC-35390-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1575423","ELABORACI&#211;N DE 1000 ANALISIS DE SUELOS","2018-09-06T00:00:00.000","COLINAGRO S.A.","Republic of Colombia","34237.0","CO-FEDEGAN-73702-NC-DIR"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1576774","Impresi&#243;n de 4.000 planeadores de 14 paginas a full color","2019-01-16T00:00:00.000","4FENIX S.A.S","Republic of Colombia","4440.0","CO-FEDEGAN-33101-GO-CP"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1576537","Suscripci&#243;n de los servicios de informaci&#243;n en aspectos econ&#243;micos y productivos de ganader&#237;a a nivel mundial","2019-01-15T00:00:00.000","AGRI BENCHMARK","Federal Republic of Germany","5670.0","CO-FEDEGAN-73680-NC-DIR"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1577471","XIOCOMPUTERS cotizo el menor precio. Los recursos asignados para esta contrataci&#243;n eran mayores. Con el remanente se solicito al proveedor mantener los precios y adicionar otros equipos MADS","2019-01-29T00:00:00.000","XIOCOMPUTERS","Republic of Colombia","32915.0","OC - RPP 22 DE 2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1577742","ADQUISICI&#211;N DE MOTOR FUERA DE BORDA","2019-02-18T00:00:00.000","JAIRO LEON CHAVES CADENA","Republic of Colombia","9685.0","CO-SINCHI-82763-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1575412","Realizaci&#243;n del dise&#241;o, diagramaci&#243;n e ilustraci&#243;n de los productos requeridos para el &#225;rea de comunicaciones del proyecto GCS","2018-11-15T00:00:00.000","Individual Consultant","Republic of Colombia","5231.0","CO-FEDEGAN-36423-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1578389","Servicios de auditoria Proyecto RPP vigencia 2018","2019-01-30T00:00:00.000","AMEZQUITA & CIA","Republic of Colombia","12878.0","CO-FONDOACCION-95192-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1578864","Interv.Tecn. Administ., Financ y SocioAmbiental a la RECONSTRUCCI&#211;N DE VIAS Y ANDENES, REPOSICI&#211;N DE REDES DE ACUEDUCTO Y ALCANTARILLADO SANITARIO Y CONSTRUCCI&#211;N DE ALCANTARILLADO PLUVIAL DEL CORREDOR","2018-12-28T00:00:00.000","COVILCO LTDA","Republic of Colombia","452378.0","BIRF-8083-CO-CON-007-MS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1579343","Contrato de prestaci&#243;n de servicios No. 131 de 2018 suscrito entre Fondo Acci&#243;n y Paula Alejandra Carrillo Pe&#241;a.","2018-11-29T00:00:00.000","Individual Consultant","Republic of Colombia","5072.0","CO-FONDOACCION-86158-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1578856","Interventoria Tecnica Administrativa, Financiera, y Ambiental a la Construccion Paraderos con Espacio Publico PEP Cabrero (Unisucre), Salvador y Sincelejito (CECAR)","2018-12-28T00:00:00.000","DAR ARQUITECTURA","Republic of Colombia","278989.0","BIRF-8083-CO-CON-006-MS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1577671","Elaborar el Manual Operativo del esquema de PSA (Pagos por servicios ambientales) de calidad h&#237;drica","2018-12-10T00:00:00.000","Individual Consultant","Republic of Colombia","10236.0","CO-TNC-79270-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1577664","Realizar las actividades de gesti&#243;n predial requeridas por el proyecto ""Mejoramiento de los procesos ecol&#243;gicos relacionados con los servicios ecosist&#233;micos h&#237;dricos, en &#225;reas y ecosistemas estrat&#233;gic","2019-01-22T00:00:00.000","ANDRÉS GARCÍA CUERVO","Republic of Colombia","17690.0","CO-TNC-71704-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Direct Selection","Agriculture, Fishing and Forestry","1578039","ArcGIS Onlina Standard Named Users Level 2 (10 licencias)","2018-07-05T00:00:00.000","ESRI COLOMBIA S.A.S.","Republic of Colombia","1183.0","CO-TNC-51600-NC-DIR"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1582391","Prestar sus servicios de consultor&#237;a a la Unidad para la Atenci&#243;n y Reparaci&#243;n Integral a las V&#237;ctimas (UARIV) como Especialista en Rehabilitaci&#243;n Comunitaria del Proyecto TF 018908","2019-01-15T00:00:00.000","Individual Consultant","Republic of Colombia","17308.0","BM-002-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Goods","Request for Quotations","Agriculture, Fishing and Forestry;Public Administration","1576534","ADQUISICI&#211;N DE GPS CON MEMORIA MICRO SD DE 16GB","2019-02-12T00:00:00.000","COMSEG TELECOMUNICACIONES SEGURAS SAS","Republic of Colombia","1021.0","CO-SINCHI-82765-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1582410","Prestar sus servicios profesionales de consultor&#237;a para apoyar al Proyecto UARIV - BM como Asesor TI.","2019-03-01T00:00:00.000","Individual Consultant","Republic of Colombia","18887.0","BM-007-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1582878","Contrataci&#243;n de un Profesional en desarrollo territorial Visi&#243;n pacifico Sostenible","2018-09-14T00:00:00.000","Individual Consultant","Republic of Colombia","3764.0","CO-FONDOACCION-73248-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1583758","""Liderar los procesos de adquisiciones del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico que adelanta como entidad ejecutora la Unidad Nacional para la Gesti&#243;n del Riesgo de Desastres""","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","35400.0","PTSP-BIRF8649-069"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1583061","""Apoyar los procesos de adquisiciones del Fondo para el Desarrollo del PlanTodos Somos PAZc&#237;fico que adelanta como entidad ejecutora la Unidad Nacional para la Gesti&#243;n del Riesgo de Desastres","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","26780.0","PTSP-BIRF8649-072"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1584766","""Brindar apoyo jur&#237;dico en la gesti&#243;n predial y catastral de los bienes inmuebles que sean necesarios para la viabilizaci&#243;n de los proyectos que se ejecutan en el marco del FTSP""","2019-02-05T00:00:00.000","Individual Consultant","Republic of Colombia","7763.0","CO-UNGRD-87418-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Consultant Qualification  Selection","Water, Sanitation and Waste Management","1584765","""REALIZAR EL ACOMPA&#209;AMIENTO Y TRANSFERENCIA DE CONOCIMIENTO A LA EMPRESA AGUAS DE TUMACO S.A. ESP -MUNICIPIO DE TUMACO EN LOS ASPECTOS COMERCIALES, CONTABLES Y FINANCIEROS","2018-12-03T00:00:00.000","AS CONSULTING GROUP S.A.S","Republic of Colombia","78605.0","PTSP-BIRF8649-021"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1584774","Liderar el componente de Agua y Saneamiento B&#225;sico del pr&#233;stamo BIRF 8649-CO, para la implementaci&#243;n y ejecuci&#243;n del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico","2019-04-08T00:00:00.000","Individual Consultant","Republic of Colombia","34200.0","PTSP-BIRF8649-063"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1582088","Numero de contrato: CONTRATO DE OBRA No. 150 DE 2018, Objeto del contrato: REHABILITACI&#211;N DE V&#205;AS, RENOVACI&#211;N DE ANDENES Y OBRAS COMPLEMENTARIAS - FASE Vll, EN EL MARCO DE LA IMPLEMENTACI&#211;N SETP","2018-12-27T00:00:00.000","HIFO S.A","Republic of Colombia","4384836.0","POP-BIRF8083-CO-LPN001- 2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1584783","""Liderar el componente social, en la implementaci&#243;n y ejecuci&#243;n de losproyectos de agua, saneamiento y energ&#237;a del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","11800.0","PTSP-BIRF8649-070"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1584762","""Liderar la ejecuci&#243;n y cumplimiento de los Marcos de Gesti&#243;n Ambientaladoptados para la ejecuci&#243;n del Fondo para el desarrollo del Plan Todos Somos PAZc&#237;fico","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","35400.0","PTSP-BIRF8649-067"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1575405","INTERV T&#201;C, ADMIN, FCIERA Y SOCIOAMBIENT AL CONTRATO BIRF-LPN-002-2017, ""RECONST DE VIAS Y ANDENES DE LA CL UNIV DE SUCRE, RUTA EL CABRERO DEL SETP Y RENOV DE REDES DE ACUED Y ALCAN SANIT Y PLUVIAL""","2018-12-10T00:00:00.000","DAR ARQUITECTURA","Republic of Colombia","372695.0","BIRF-8083-CO-CON-004-MS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Comercial Practices","Agriculture, Fishing and Forestry","1586290","Servicio de laboratorio para el an&#225;lisis qu&#237;mico (bromatol&#243;gicos) de bot&#243;n de oro dentro de las evaluaciones de variabilidad, las fracciones que buscan determinar son: materia seca, prote&#237;na cruda, ce","2019-03-15T00:00:00.000","CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA/AGROSAVIA KM 14","Republic of Colombia","3500.0","CO-CIPAV-100620-NC-CP"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Non-consulting Services","Request for Quotations","Agriculture, Fishing and Forestry","1586010","Servicios t&#233;cnicos de laboratorio (bromatol&#243;gico forrajes) agenda de innovaci&#243;n y monitoreo","2019-02-20T00:00:00.000","UNIVERSIDAD DE ANTIOQUIA LABORATORIO DE NUTRICIÓN ANIMAL","Republic of Colombia","440.0","CO-CIPAV-65871-NC-CP"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588320","Producci&#243;n y publicaci&#243;n de historia sobre Yurumangu&#237; para noticiero de Tele Pac&#237;fico - REDD+","2018-11-19T00:00:00.000","HARLEN EDWARD MARTINEZ BLANDON","Republic of Colombia","212.0","OS RPP 248-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Mainstreaming Sustainable Cattle Ranching","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1585938","Compra de impresora matriz de punto, scanner profesional, computador port&#225;til, computadores de escritorio, videobeam y c&#225;maras fotogr&#225;ficas.","2018-12-28T00:00:00.000","TECNOMÓVIL DEL VALLE S.A.S","Republic of Colombia","15000.0","CO-CIPAV-79199-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588321","Premio por producci&#243;n y publicaci&#243;n de historia sobre Yurumangu&#237; para peri&#243;dico S XXI de Quibd&#243;","2018-11-23T00:00:00.000","SAULO GUERRERO CORDOBA","Republic of Colombia","212.0","OS RPP 251-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588328","Desarrollo y difusi&#243;n de piezas gr&#225;ficas y sonoras que contribuyan a la reducci&#243;n de la deforestaci&#243;n en focos priorizados por Corpoamazonia.","2018-11-29T00:00:00.000","ASOCIACION ESCUELA AUDIOVISUAL","Republic of Colombia","8621.0","CO-FONDOACCION-17585-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1626501","CONSTRUCCI&#211;N DE LA AMPLIACI&#211;N DE LA GLORIETA LA CEIBA Y SUS OBRAS COMPLEMENTARIAS PARA LA PUESTA EN MARCHA DEL SISTEMA ESTRAT&#201;GICO DE TRANSPORTE P&#218;BLICO DE LA CIUDAD DE VALLEDUPAR","2018-09-12T00:00:00.000","INVERSIONES GRANDES VIAS E INGENIERIA SAS","Republic of Colombia","2171763.0","LPN-001-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Bids","Transportation","1626550","CONSTRUCCI&#211;N DE LA MALLA VIAL Y ESPACIO P&#218;BLICO DE LA DIAGONAL 10 ENTRE LA CRA 45 Y LA CONEXI&#211;N CON LA CALLE 6, PARA LA IMPLEMENTACI&#211;N DEL SISTEMA ESTRATE&#769;GICO DE TRANSPORTE PU&#769;BLICO DE PASAJEROS DE L","2018-08-28T00:00:00.000","CIVIL PROYECTOS S.A.S","Republic of Colombia","842594.0","LPN-001-2017"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588334","Producci&#243;n de una caja con materiales para la exposici&#243;n de &#183;Es resto es Selva&#183; con telas impresas, fotografias impresas, instructivos de uso.","2019-01-09T00:00:00.000","PUENTE CONSULTORIA SAS","Republic of Colombia","200.0","OS RPP 259-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Quality And Cost-Based Selection","Transportation","1626675","INTERVENTOR&#205;A T&#201;CNICA, ADMINISTRATIVA, LEGAL, FINANCIERA, CONTABLE, AMBIENTAL, DE LOS CONTRATOS: -CONSTRUCCI&#211;N DE LA MALLA VIAL Y EP DIAGONAL 10, AMPLIACI&#211;N GLORIETA LA CEIBA Y AVENIDA LA POPA","2018-09-24T00:00:00.000","INGENOBRAS S.A.S","Republic of Colombia","303970.0","CI-001-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588333","Premio por producci&#243;n y emisi&#243;n de historias sobre Yurumangu&#237; para Cocomacia est&#233;reo, en el marco de la escuela de periodistas pac&#237;fico, Bosques territorios de vida.","2018-11-27T00:00:00.000","LUCELY RIVAS ESPINOZA","Republic of Colombia","212.0","OS RPP 254-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Civil Works","Request for Quotations","Transportation","1626929","INSTALACI&#211;N DE BARANDA MET&#193;LICA SOBRE LA MALLA VIAL DE LA CALLE 44 , DESDE LA CARRERA 4 HASTA LA CARRERA 6, DE LA CIUDAD DE VALLEDUPAR, EN EL MARCO DE LA EJECUCI&#211;N DEL PROYECTO SETP DE VALLEDUPAR.","2018-08-01T00:00:00.000","INSUOBRAS G.C.S. S.A.S.","Republic of Colombia","16949.0","CP-001-2018"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia FCPF REDD Readiness","Goods","Request for Quotations","Agriculture, Fishing and Forestry","1588327","Premio por producci&#243;n y publicaci&#243;n de historia sobre Yurumangu&#237; para la Silla Vac&#237;a Pac&#237;fico","2018-11-23T00:00:00.000","JESUS ORIELSO DURAN TELLEZ","Republic of Colombia","212.0","CO-FONDOACCION-17585-GO-RFQ"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1589511","APOYAR A LA DIRECCI&#211;N DE FOMENTO A LA INVESTIGACI&#211;N DE COLCIENCIAS EN LAS ACTIVIDADES DE ACOMPA&#209;AMIENTO, SEGUIMIENTO, ORIENTACI&#211;N Y EVALUACI&#211;N A LA EJECUCI&#211;N DE LOS PROGRAMAS FINANCIADOS EN EL FOCO ES","2019-04-01T00:00:00.000","Individual Consultant","Republic of Colombia","12633.0","CO-ICETEX-104229-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589448","Prestar sus servicios profesionales independientes para el desarrollo la Estrategia de Comunicaciones del Proyecto TF 018908.","2019-03-01T00:00:00.000","Individual Consultant","Republic of Colombia","15538.0","BM-008-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1589571","Prestar servicios profesionales en la realizaci&#243;n y acompa&#241;amiento de los procesos de adquisiciones y contrataciones que se requieran adelantar por las IES Ancla Apoyo 3","2019-06-04T00:00:00.000","Individual Consultant","Republic of Colombia","13674.0","CO-ICETEX-113986-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Support to the National Urban Transit Program Project","Consultant Services","Direct Selection","Transportation","1628274","PRESTACI&#211;N DE SERVICIOS PROFESIONALES PARA APOYAR AL MINISTERIO DE TRANSPORTE Y A LOS ENTES GESTORES EN EL &#193;REA DE ADQUISICIONES EL LA REVISI&#211;N, ESTRUCTURACI&#211;N Y ACOMPA&#209;AMIENTO A LOS PROCESO QUE LLEVE","2018-10-05T00:00:00.000","DANIEL ESPINOSA GUARNIZO","Republic of Colombia","6361.0","CO-MINTRANSPORTE-92288-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Subnational Institutional Strengthening","Consultant Services","Direct Selection","Public Administration","1589131","AUDITOR&#205;A AL PROYECTO &#8220;FORTALECIMIENTO DE LAS ENTIDADES TERRITORIALES&#8221; FINANCIADO CON &#8220;RECURSOS DE CR&#201;DITO BIRF No. 8320&#8221; PERIDO ENERO A DICIEMBRE 2018","2019-06-12T00:00:00.000","ERNST & YOUNG AUDIT SAS","Republic of Colombia","31516.0","CO-DNP-105481-CS-CDS - 2191835"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1589768","Prestar servicios profesionales como Especialista de Adquisiciones en la operaci&#243;n del cr&#233;dito BIRF 8701-CO - componente Ecosistema Cient&#237;fico, para asegurar la aplicaci&#243;n adecuada de las regulaciones","2019-04-01T00:00:00.000","Individual Consultant","Republic of Colombia","38500.0","CO-ICETEX-106732-CS-CDS"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Goods","Direct Selection","Education","1589729","Adquisici&#243;n de los servicios de la herramienta PLANVIEW, as&#237; como la provisi&#243;n del licenciamiento en la nube por tres a&#241;os para gerenciar los proyectos de Ciencia, Tecnolog&#237;a e Innovaci&#243;n en Colcienci","2019-05-07T00:00:00.000","EXCELTIS SAS","Republic of Colombia","179049.0","CO-ICETEX-106723-GO-DIR"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1584789","""Liderar el manejo financiero/contable de los recursos durante la ejecuci&#243;ne implementaci&#243;n del Fondo para el Desarrollo del Plan Todos Somos PAZc&#237;fico","2019-03-18T00:00:00.000","Individual Consultant","Republic of Colombia","35400.0","PTSP-BIRF8649-068"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Access and Quality in Higher Education Project - PACES","Consultant Services","Individual Consultant Selection","Education","1589716","Prestar servicios profesionales en la realizaci&#243;n y acompa&#241;amiento de los procesos de adquisiciones y contrataciones que se requieran adelantar por las IES Ancla -apoyo 2","2019-05-20T00:00:00.000","Individual Consultant","Republic of Colombia","16636.0","CO-ICETEX-107319-CS-INDV"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589889","Prestar sus servicios profesionales de consultor&#237;a para la recolecci&#243;n de informaci&#243;n primaria y secundaria en relaci&#243;n con la gesti&#243;n del conocimiento en el marco de la implementaci&#243;n del programa.","2019-04-10T00:00:00.000","Individual Consultant","Republic of Colombia","6248.0","BM-011-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589885","Prestar sus servicios profesionales independientes de consultor&#237;a en lo concerniente al desarrollo del eje E-learning para el fortalecimiento de la UARIV en el marco del modelo de Reparaci&#243;n Colectiva","2019-06-13T00:00:00.000","Individual Consultant","Republic of Colombia","15621.0","BM-014-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589892","Prestar sus servicios profesionales de consultor&#237;a para la recolecci&#243;n de informaci&#243;n primaria y secundaria en relaci&#243;n con la gesti&#243;n del conocimiento en el marco de la implementaci&#243;n del programa.","2019-04-10T00:00:00.000","Individual Consultant","Republic of Colombia","6248.0","BM-012-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589897","Prestar sus servicios profesionales independientes de consultor&#237;a en lo concerniente al fortalecimiento de la UARIV en formulaci&#243;n de PIRC con enfoque de marco l&#243;gico y en el marco del modelo de Repa","2019-06-17T00:00:00.000","Individual Consultant","Republic of Colombia","7810.0","BM-015-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589876","Prestar sus servicios profesionales de consultor&#237;a para la recolecci&#243;n de informaci&#243;n primaria y secundaria en relaci&#243;n con la gesti&#243;n del conocimiento en el marco de la implementaci&#243;n del programa.","2019-04-10T00:00:00.000","Individual Consultant","Republic of Colombia","6248.0","BM-009-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Colombia: Collective Reparation for Victims through Social Reconstruction Project","Consultant Services","Individual Consultant Selection","Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","1589902","Prestar sus servicios profesionales independientes de consultor&#237;a en lo concerniente al fortalecimiento de la Unidad para las V&#237;ctimas en Funci&#243;n P&#250;blica en el marco del modelo de Reparaci&#243;n Colectiva","2019-06-25T00:00:00.000","Individual Consultant","Republic of Colombia","7810.0","BM-1210-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592285","DISE&#209;AR Y DESARROLLAR LOS CONTENIDOS GR&#193;FICOS MULTIFORMATO REQUERIDOS PARA LA IMPLEMENTACI&#211;N DE LA ESTRATEGIA DE COMUNICACIONES Y GESTI&#211;N DEL CONOCIMIENTO DE LA INICIATIVA.","2019-02-27T00:00:00.000","Individual Consultant","Republic of Colombia","28167.0","GEF-CA-CPS-044-2019"
"2019","LATIN AMERICA AND CARIBBEAN","Colombia","Forest Conservation and Sustainability in the Heart of the Colombian Amazon","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Public Administration","1592288","APOYAR A LA COORDINACI&#211;N GENERAL DEL PROYECTO &#8220;CONSERVACI&#211;N DE BOSQUES Y SOSTENIBILIDAD EN EL CORAZ&#211;N DE LA AMAZON&#205;A&#8221;, EN EL SEGUIMIENTO Y DOCUMENTACI&#211;N DE LOS PROCESOS DE PROGRAMACI&#211;N, EJECUCI&#211;N Y EV","2018-12-31T00:00:00.000","Individual Consultant","Republic of Colombia","36318.0","GEF-CA-CPS-005-2019"
