"classification","units","businessname","address","city","state","zipcode","withincity","telephone","opened","controlnum","taxcertnum","expires","owner","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzip","ownershiptype","location"
"DOCTOR:PHYSICIAN/SURGEON/MD",,"ANTOINE A HANNA MD INC","1700 N ROSE AVE","OXNARD","CA","93030","Yes","805 988-2811","1996-01-02T00:00:00.000","29836","23-106842","2022-12-31T00:00:00.000","ANTOINE A HANNA MD INC","1700 N ROSE AVE #230",,"OXNARD","CA","93030","C","1700 N ROSE AVE
OXNARD, CA 93030
(34.217513, -119.158228)"
"CONTRACTOR LOC OUTSIDE CITY",,"1ST DEMO INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 604-7526","2019-12-12T00:00:00.000","113694","23-125043","2022-11-30T00:00:00.000","1ST DEMO INC","2814 E VINEYARD AVE",,"OXNARD","CA","93036","C",
"REAL ESTATE AGENT OR BROKER",,"JAIME BELTRAN","750 W GONZALES RD","OXNARD","CA","93036","Yes","805 983-2414","2006-03-01T00:00:00.000","87129","23-085948","2023-02-28T00:00:00.000","BELTRAN, JAIME","2494 KENTIA ST",,"OXNARD","CA","93036","S","750 W GONZALES RD
OXNARD, CA 93036
(34.218568, -119.185608)"
"WASTEWATER PERMIT",,"C & S RV","1254 MERCANTILE ST","OXNARD","CA","93030","Yes","805 983-1673","2001-07-10T00:00:00.000","67366","23-029876","2023-06-30T00:00:00.000","C & S RV INC","1254 MERCANTILE ST",,"OXNARD","CA","93030","C","1254 MERCANTILE ST
OXNARD, CA 93030
(34.187604, -119.169581)"
"CONTRACTOR LOC OUTSIDE CITY",,"PERFORMANCE PLUS INSTALLATION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 888-2544","2021-11-15T00:00:00.000","116041","23-128821","2022-09-30T00:00:00.000","PERFORMANCE PLUS INSTALLATION","17260 NEWHOPE ST",,"FOUNTAIN VALLEY","CA","92708","C",
"WASTEWATER PERMIT",,"JAMBA JUICE #475","343 W ESPLANADE DR","OXNARD","CA","93036","Yes","702 566-7120","2014-10-01T00:00:00.000","104267","23-029291","2023-06-30T00:00:00.000","FC JUICE PARTNERS CALIFORNIA","650 S MAIN ST",,"LAS VEGAS","NV","89101","LL","343 W ESPLANADE DR
OXNARD, CA 93036
(34.233096, -119.178236)"
"OTHER SPECIALTIES",,"SPRINT PCS","361 W ESPLANADE DR","OXNARD","CA","93036","Yes","630 857-2106","2017-12-29T00:00:00.000","112585","23-123363","2022-11-30T00:00:00.000","SPRINT SPECTRUM HOLDING CO LP","C/O SALES OPERATIONS/LICENSES","12920 SE 38TH ST","BELLEVUE","WA","98006","LP","361 W ESPLANADE DR
OXNARD, CA 93036
(34.234584, -119.179273)"
"CONTRACTOR LOC OUTSIDE CITY",,"ENVIRONMENTAL SITE MAINTENANCE","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","661 213-6000","2012-10-01T00:00:00.000","100623","23-125542","2023-01-31T00:00:00.000","PROACTIVE COMPLIANCE SLTNS INC","4212 E LOS ANGELES AVE #3190",,"SIMI VALLEY","CA","93063","C",
"MISC PROFESSION",,"CAPTURE TECHNOLOGIES, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","510 534-5050","2010-05-30T00:00:00.000","96320","23-099112","2023-04-30T00:00:00.000","CAPTURE TECHNOLOGIES, INC","6060 SUNRISE VISTA DR #3000",,"CITRUS HEIGHTS","CA","95610","C",
"CONTRACTOR LOC OUTSIDE CITY",,"BILL DAVIS DRYWALL INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 644-4633","2006-08-02T00:00:00.000","88313","24-087556","2023-07-31T00:00:00.000","BILL DAVIS DRYWALL INC","2754 SHERWIN AV #4",,"VENTURA","CA","93003","C",
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"AINJELUX GROUP LLC","1700 EMERSON AVE","OXNARD","CA","93033","Yes","805 216-8791","2017-06-12T00:00:00.000","110056","23-119547","2022-11-30T00:00:00.000","AINJELUX GROUP LLC","1700 EMERSON AVE",,"OXNARD","CA","93033","LL","1700 EMERSON AVE
OXNARD, CA 93033
(34.182585, -119.161405)"
"AIRCRAFT/BOAT:CHARTER,INSTRUCTION",,"ASPEN HELICOPTERS, INC","2899 W FIFTH ST","OXNARD","CA","93030","Yes","805 985-5416","1989-11-07T00:00:00.000","20124","23-008765","2022-10-31T00:00:00.000","ASPEN HELICOPTERS, INC","2899 W FIFTH ST",,"OXNARD","CA","93030-6503","C","2899 W FIFTH ST
OXNARD, CA 93030
(34.197564, -119.208007)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"VAZAL TRUST","1247 MERCANTILE ST","OXNARD","CA","93030","Yes","805 486-8777","2021-11-24T00:00:00.000","117324","23-130798","2022-10-31T00:00:00.000","VASQUEZ, ALDO","1247 MERCANTILE ST STE A",,"OXNARD","CA","93030","S","1247 MERCANTILE ST
OXNARD, CA 93030
(34.187677, -119.169579)"
"JANITORIAL OR MAID SERVICE",,"MARIA DEL CARMEN BARBA GARCIA","1853 IVES AVE","OXNARD","CA","93033","Yes","805 889-3338","2003-01-01T00:00:00.000","78561","23-075332","2022-12-31T00:00:00.000","BARBA GARCIA, MARIA DEL CARMEN","1853 IVES AV #56",,"OXNARD","CA","93033","S","1853 IVES AVE
OXNARD, CA 93033
(34.179526, -119.158272)"
"DELIVERY (EXEMPT)",,"ZAP MANUFACTURING, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","530 272-8855","2011-10-16T00:00:00.000","98700","23-102567","2022-09-30T00:00:00.000","ZAP MANUFACTURING, INC","12086 CHARLES DR",,"GRASS VALLEY","CA","95945","C",
"CONTRACTOR LOC OUTSIDE CITY",,"ALERT INSULATION OF CALIFORNIA","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","614 221-3241","2021-07-01T00:00:00.000","116035","23-128813","2022-09-30T00:00:00.000","ALERT INSULATION OF CALIFORNIA","495 SOUTH HIGH ST STE 50",,"COLUMBUS","OH","43215","LL",
"FAMILY APPAREL",,"BURLINGTON","1331 W CHANNEL ISLANDS BLVD","OXNARD","CA","93033","Yes","609 387-7800","2021-10-15T00:00:00.000","115971","23-128848","2022-09-30T00:00:00.000","BURLING COAT FACTORY OF TX INC","ATTN: TAX DEPARTMENT","1830 ROUTE 130 N","BURLINGTON","NJ","08016","C","1331 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.175693, -119.193384)"
"CONTRACTOR LOC OUTSIDE CITY",,"CHRISTIANSON ROOFING INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","951 786-7663","2013-04-04T00:00:00.000","101658","23-129496","2023-01-31T00:00:00.000","CHRISTIANSON ROOFING INC","1566 7TH ST",,"RIVERSIDE","CA","92507","C",
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"CSG SYSTEMS, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","402 431-7000","2008-07-23T00:00:00.000","92466","23-098643","2023-06-30T00:00:00.000","CSG SYSTEMS, INC","18020 BURT ST",,"ELKHORN","NE","68022-4406","C",
"WHOLESALE",,"DULCERIA LA COLMENA WAREHOUSE","2001 WILLIAMS DR","OXNARD","CA","93036","Yes","805 988-6585","2009-07-01T00:00:00.000","94399","23-098452","2023-06-30T00:00:00.000","OLEA JR, OLIVERIO MANRIQUE","2001 WILLIAMS DR #420",,"OXNARD","CA","93036","S","2001 WILLIAMS DR
OXNARD, CA 93036
(34.220709, -119.153898)"
"CONTRACTOR LOC OUTSIDE CITY",,"ARIEL BUILDERS INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 335-9916","2021-10-19T00:00:00.000","116034","23-128809","2022-09-30T00:00:00.000","ARIEL BUILDERS INC","12530 HUSTON ST",,"VALLEY VILLAGE","CA","91607","C",
"HANDYMAN - NO STATE LICENSE",,"ANMAR GLASS, SHOWER, & WINDOWS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 279-6673","2020-11-16T00:00:00.000","114896","23-126851","2022-10-31T00:00:00.000","HUERAMO, MARIO SANCHEZ","173 ANN AVE",,"PORT HUENEME","CA","93041","S",
"MOBILE WASH/DETAIL",,"LUIS GUZMAN CARWASH","191 JAMES AVE","OXNARD","CA","93033","Yes","805 822-4660","2018-02-15T00:00:00.000","110328","23-119972","2023-01-31T00:00:00.000","GUZMAN, LUIS ALBERTO","191 JAMES AVE",,"OXNARD","CA","93033","S","191 JAMES AVE
OXNARD, CA 93033
(34.169122, -119.174383)"
"RESTAURANT/CAFE",,"RED ROBIN GOURMET BURGERS & BR","681 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 342-0000","2016-09-05T00:00:00.000","107902","23-116276","2022-09-30T00:00:00.000","REB ROBIN INTERNATIONAL INC","10000 E. GEDDES AVE STE","#200N ATT:LICENSING","ENGLEWOOD","CO","80112","C","681 TOWN CENTER DR
OXNARD, CA 93036
(34.241385, -119.179925)"
"CONTRACTOR LOC OUTSIDE CITY",,"INFINITY ENERGY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","888 244-2513","2018-03-03T00:00:00.000","110854","24-128598","2023-08-31T00:00:00.000","INFINITY ENERGY INC","3825 ATHERTON RD STE 101",,"ROCKLIN","CA","95765","C",
"CARPET CLEANING/REPAIR",,"CASTRO'S CARPET & UPHOLSTERY","730 EBONY DR","OXNARD","CA","93030","Yes","805 382-1342","1983-11-22T00:00:00.000","11875","23-050053","2022-10-31T00:00:00.000","CASTRO, JAVIER","730 EBONY DR",,"OXNARD","CA","93033","S","730 EBONY DR
OXNARD, CA 93030
(34.210175, -119.207254)"
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,"SETS ON SETS","545 S B ST","OXNARD","CA","93030","Yes","805 607-5073","2021-12-13T00:00:00.000","116203","23-129107","2022-11-30T00:00:00.000","CASTILLO, CINDY K","1212 DEODAR AVE",,"OXNARD","CA","93030","S","545 S B ST
OXNARD, CA 93030
(34.196729, -119.179864)"
"JUNK DEALER",,"RICHMOND AVE COMPANY, INC","856 RICHMOND AVE","OXNARD","CA","93030","Yes","805 240-7898","2022-04-29T00:00:00.000","117141","23-130526","2023-03-31T00:00:00.000","RICHMOND AVE COMPANY, INC","856 RICHMOND AVE",,"OXNARD","CA","93030","C","856 RICHMOND AVE
OXNARD, CA 93030
(34.192347, -119.169589)"
"COMMERCIAL PROPERTY OWNER/SUB-LEASING",,"RIVERPARK GATEWAY LTD","2775 N VENTURA RD","OXNARD","CA","93036","Yes","805 383-2221","2004-03-17T00:00:00.000","104013","24-110391","2023-07-31T00:00:00.000","RIVERPARK GATEWAY, LTD","29601 AGOURA RD",,"AGOURA HILLS","CA","91301","LP","2775 N VENTURA RD
OXNARD, CA 93036
(34.243369, -119.183907)"
"CONTRACTOR LOC OUTSIDE CITY(BRANCH)",,"BOYD & ASSOCIATES","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 650-3267","1996-02-08T00:00:00.000","30018","23-111126","2022-10-31T00:00:00.000","BOYD & ASSOCIATES","2191 E THOMPSON BL",,"VENTURA","CA","93001","C",
"WOMAN'S APPAREL",,"FASHION ISLAND","2640 SAVIERS RD","OXNARD","CA","93033","Yes","805 247-1181","2016-11-01T00:00:00.000","108138","23-116609","2022-10-31T00:00:00.000","LEE, JUN W","2640 SAVIERS RD",,"OXNARD","CA","93033","S","2640 SAVIERS RD
OXNARD, CA 93033
(34.175129, -119.177463)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"CHANNEL ISLAND SHORES","1311 MANDALAY BEACH RD","OXNARD","CA","93035","Yes","805 985-0621","1995-10-11T00:00:00.000","29466","23-021348","2022-09-30T00:00:00.000","CHANNEL ISLAND SHORES VCTN PLN","C/O GRAND PACIFIC RESORTS","1311 MANDALAY BEACH RD","OXNARD","CA","93035","C","1311 MANDALAY BEACH RD
OXNARD, CA 93035
(34.187365, -119.240341)"
"CONTRACTOR LOC OUTSIDE CITY",,"AMERICAN ELECTRIC COMPANY INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 823-4348","2012-12-31T00:00:00.000","100994","23-120844","2023-05-31T00:00:00.000","MURADYAN, HARUT","22399 DRIFTWOOD CT",,"SANTA CLARITA","CA","91350","S",
"GROCERY STORE",,"RIOS MINI MARKET","837 COOPER RD","OXNARD","CA","93030","Yes","805 240-7563","2005-08-01T00:00:00.000","85792","24-084149","2023-07-31T00:00:00.000","RIOS, MARIA ELENA ET AL","2300 ALMANOR ST",,"OXNARD","CA","93036","P","837 COOPER RD
OXNARD, CA 93030
(34.204528, -119.169748)"
"CONTRACTOR LOC OUTSIDE CITY",,"C. YU CONSTRUCTION INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 612-0447","2021-10-10T00:00:00.000","116017","23-128788","2022-09-30T00:00:00.000","C. YU CONSTRUCTION INC","1636 PARAKEET CT",,"VENTURA","CA","93003","C",
"APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX","4","SUZANNE QUITORIANO","1931 N VENTURA RD","OXNARD","CA","93036","Yes","805 988-1835","2010-09-11T00:00:00.000","96703","24-099683","2023-08-31T00:00:00.000","QUITORIANO, SUZANNE","2215 BERMUDA DUNES PL",,"OXNARD","CA","93036","S","1931 N VENTURA RD
OXNARD, CA 93036
(34.220149, -119.194644)"
"GAS/SERVICE STATION",,"S & S CHEVRON","2901 SAVIERS RD","OXNARD","CA","93033","Yes","805 483-9561","1997-12-23T00:00:00.000","52575","23-044576","2022-11-30T00:00:00.000","SHAHEEN OIL COMPANY, INC","2901 SAVIERS RD",,"OXNARD","CA","93033","C","2901 SAVIERS RD
OXNARD, CA 93033
(34.173099, -119.177646)"
"RESTAURANT/CAFE",,"LA DOLCE VITA RESTAURANT","740 S B ST","OXNARD","CA","93030","Yes","805 485-7965","2021-10-07T00:00:00.000","116043","23-128826","2022-09-30T00:00:00.000","1901 B STREET INC","405 E ESPLANADE DR 3RD FLOOR",,"OXNARD","CA","93036","C","740 S B ST
OXNARD, CA 93030
(34.194227, -119.179913)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"SAVIERS SMOG & REGISTRATION SV","5040 SAVIERS RD","OXNARD","CA","93033","Yes","805 986-2019","2006-12-01T00:00:00.000","89323","23-088962","2022-11-30T00:00:00.000","MACHADO, MARTIN","5040 SAVIERS RD",,"OXNARD","CA","93033","S","5040 SAVIERS RD
OXNARD, CA 93033
(34.154977, -119.177676)"
"CONSULTANT",,"TKC ENTERPRISES, INC","3102 BROOKWOOD LN","OXNARD","CA","93036","Yes","805 981-8099","2002-11-21T00:00:00.000","73358","23-069253","2022-10-31T00:00:00.000","TKC ENTERPRISES, INC","1237 S VICTORIA AVE #161",,"OXNARD","CA","93035-1292","C","3102 BROOKWOOD LN
OXNARD, CA 93036
(34.220889, -119.210198)"
"CONTRACTOR LOC OUTSIDE CITY",,"PLATINUM REPAIR INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","818 445-3330","2018-09-28T00:00:00.000","111488","23-121785","2022-09-30T00:00:00.000","PLATINUM REPAIR INC","11647 SWINTON AVE",,"GRANADA HILLS","CA","91344","C",
"RESTAURANT/CAFE",,"TAQUERIA CAPORALES","601 W HUENEME RD","OXNARD","CA","93033","Yes","805 488-2723","2000-06-25T00:00:00.000","63439","23-057517","2023-05-31T00:00:00.000","DE LA CERDA, GUSTAVO,ET AL","601 W HUENEME RD",,"OXNARD","CA","93033","S","601 W HUENEME RD
OXNARD, CA 93033
(34.147556, -119.184586)"
"CONTRACTOR LOC OUTSIDE CITY",,"PROGRESSIVE SURFACE SOLUTIONS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 586-5543","2021-10-19T00:00:00.000","116030","23-128803","2022-09-30T00:00:00.000","PROGRESSIVE SURFACE SOLUTIONS","15171 DEL AMO AVE SUITE 4",,"TUSTIN","CA","92780","LL",
"MISC SERVICES",,"VOLTA CHARGING LLC","2751 PARK VIEW CT","OXNARD","CA","93036","Yes","888 264-2208","2014-10-01T00:00:00.000","115142","23-127543","2022-09-30T00:00:00.000","VOLTA CHARGING LLC","155 DE HARO ST",,"SAN FRANCISCO","CA","94103","LL","2751 PARK VIEW CT
OXNARD, CA 93036
(34.240315, -119.177482)"
"REGISTERED NON-PROFIT",,"NUEVO EMPEZAR CHURCH OF GOD","905 REDWOOD ST","OXNARD","CA","93033","Yes","805 351-5145","2008-12-15T00:00:00.000","93179","23-094557","2022-11-30T00:00:00.000","CHURCH OF GOD SOUTHWEST REGION","PO BOX 5939",,"OXNARD","CA","93031","C","905 REDWOOD ST
OXNARD, CA 93033
(34.173454, -119.187279)"
"CONTRACTOR LOC INSIDE CITY",,"SEKERKA & SONS","601 N DEL NORTE BLVD","OXNARD","CA","93030","Yes","805 981-8886","2011-07-01T00:00:00.000","98853","23-102790","2023-06-30T00:00:00.000","SEKERKA CABINETS,INC","601 N DEL NORTE BLVD #E",,"OXNARD","CA","93030","C","601 N DEL NORTE BLVD
OXNARD, CA 93030
(34.206973, -119.127199)"
"AUTO REPAIR/SERVICE",,"PRO GRADE AUTO GLASS","930 PORTOLA WAY","OXNARD","CA","93033","Yes","805 248-0668","2020-06-25T00:00:00.000","114413","23-126946","2023-05-31T00:00:00.000","ORTEGA, JOSE","930 PORTOLA WAY",,"OXNARD","CA","93033","S","930 PORTOLA WAY
OXNARD, CA 93033
(34.168448, -119.188195)"
"BINGO LICENSE RECREATIONAL",,"SOUTH OXNARD CENTER","200 E BARD RD","OXNARD","CA","93033","Yes","805 385-7995","1998-10-21T00:00:00.000","55940","23-099546","2022-12-31T00:00:00.000","CITY OF OXNARD RECREATION DEPT","350 N C ST",,"OXNARD","CA","93030",,"200 E BARD RD
OXNARD, CA 93033"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"PACORPNATION INC","914 TAFFRAIL CT","OXNARD","CA","93035","Yes","559 920-2873","2019-05-17T00:00:00.000","113310","24-124485","2023-08-31T00:00:00.000","PACORPNATION INC","914 TAFFRAIL CT",,"OXNARD","CA","93035","C","914 TAFFRAIL CT
OXNARD, CA 93035
(34.193548, -119.220641)"
"CHECK CASHING",,"RIA FINANCIAL SERVICES","2401 SAVIERS RD","OXNARD","CA","93033","Yes","562 345-2100","2022-05-01T00:00:00.000","117137","23-130521","2023-05-31T00:00:00.000","CONTINENTAL EXCHANGE SOLUTIONS","7001 VILLAGE DR STE 200",,"BUENA PARK","CA","90621","C","2401 SAVIERS RD
OXNARD, CA 93033
(34.176638, -119.177606)"
"LIMITED PRICE VARIETY",,"SUPER SAVE 97�","2663 N VINEYARD AVE","OXNARD","CA","93036","Yes","805 485-3878","1996-09-13T00:00:00.000","30979","24-023190","2023-08-31T00:00:00.000","DO, TOANY THIEU","2663 N VINEYARD AV",,"OXNARD","CA","93030","S","2663 N VINEYARD AVE
OXNARD, CA 93036
(34.235533, -119.170615)"
"MISC SERVICES",,"SHARP HEARING CARE PROFESSIONA","1300 W GONZALES RD","OXNARD","CA","93036","Yes","805 983-0444","2005-11-14T00:00:00.000","87935","23-087050","2022-10-31T00:00:00.000","SHARP HEARING, INC","1300 W GONZALES RD #108",,"OXNARD","CA","93036","C","1300 W GONZALES RD
OXNARD, CA 93036
(34.219134, -119.192377)"
"SECONDHAND MERCHANDISE",,"LOPEZ FINE JEWELRY & PERFUMES","2631 SAVIERS RD","OXNARD","CA","93033","Yes","805 487-6800","2010-07-02T00:00:00.000","96203","23-105486","2022-09-30T00:00:00.000","LOPEZ, FRANCISCO ET AL","2480 KENTIA ST",,"OXNARD","CA","93036","P","2631 SAVIERS RD
OXNARD, CA 93033
(34.175248, -119.177627)"
"COMMERCIAL PROPERTY OWNER/SUB LEASING-BR",,"BAUDELIO CUEVAS","732 W PLEASANT VALLEY RD","OXNARD","CA","93033","Yes","805 218-0588","2005-10-27T00:00:00.000","111706","23-122125","2022-09-30T00:00:00.000","CUEVAS, BAUDELIO","134 VIENTOS RD",,"CAMARILLO","CA","93010","S","732 W PLEASANT VALLEY RD
OXNARD, CA 93033
(34.154724, -119.185558)"
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,"ROSA P DUALAN","3321 ALBANY DR","OXNARD","CA","93033","Yes","805 248-0515","2014-10-01T00:00:00.000","104765","23-111521","2022-12-31T00:00:00.000","DUALAN, ROSA P","3321 ALBANY DR",,"OXNARD","CA","93033","S","3321 ALBANY DR
OXNARD, CA 93033"
"LAUNDRY:SELF CLEANING",,"R & J LAUNDROMAT","621 COOPER RD","OXNARD","CA","93030","Yes","805 483-3660","1962-07-03T00:00:00.000","379","23-005176","2023-06-30T00:00:00.000","DOMINGUEZ, JOSE","C/O ROGELIO DOMINGUEZ","652 W GUAVA ST","OXNARD","CA","93033","S","621 COOPER RD
OXNARD, CA 93030
(34.204552, -119.172119)"
"OTHER SPECIALTIES",,"BODEGA H & D","1039 S VENTURA RD","OXNARD","CA","93035","Yes","805 401-9656","2022-08-19T00:00:00.000","117318","24-130787","2023-07-31T00:00:00.000","GARCIA, MARCOS V","1039 S VENTURA RD",,"OXNARD","CA","93035","S","1039 S VENTURA RD
OXNARD, CA 93035
(34.190803, -119.195101)"
"WASTEWATER PERMIT",,"QUALITY AUTO WORKS","1500 MARINER DR","OXNARD","CA","93033","Yes","805 483-3768","2005-10-25T00:00:00.000","86393","23-029828","2023-06-30T00:00:00.000","RAIGOZA JR, IGNACIO","1500 MARINER DR UNIT G",,"OXNARD","CA","93033","S","1500 MARINER DR
OXNARD, CA 93033
(34.186283, -119.167042)"
"CONTRACTOR LOC INSIDE CITY",,"WEST COAST AIR CONDITIONING","561 KINETIC DR","OXNARD","CA","93030","Yes","805 485-1410","1994-10-26T00:00:00.000","27922","23-109932","2022-09-30T00:00:00.000","GMH, INC","561 KINETIC DR #A",,"OXNARD","CA","93030","C","561 KINETIC DR
OXNARD, CA 93030
(34.206956, -119.133142)"
"PHOTOGRAPHER",,"CJE INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","310 704-5932","2020-07-01T00:00:00.000","115414","23-127640","2023-04-30T00:00:00.000","CJE INC","209 HIGHLAND DR",,"OXNARD","CA","93035","C",
"CONTRACTOR LOC OUTSIDE CITY",,"SPEED QUALITY SIGNS","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 356-8893","2012-08-10T00:00:00.000","100293","23-130494","2023-06-30T00:00:00.000","CHAVARRIA, JESUS","635 S SANTA FE ST",,"SANTA ANA","CA","92705","S",
"OTHER SPECIALTIES",,"ASWELL TROPHY","235 N OXNARD BLVD","OXNARD","CA","93030","Yes","805 487-2224","1966-02-07T00:00:00.000","803","23-046190","2023-01-31T00:00:00.000","ASHTON AWARDS, INC","235 N OXNARD BL",,"OXNARD","CA","93030","C","235 N OXNARD BLVD
OXNARD, CA 93030
(34.204807, -119.177342)"
"AUTO REPAIR/SERVICE",,"LITO'S AUTO REPAIR","4530 SAVIERS RD","OXNARD","CA","93033","Yes","805 986-3742","2003-06-25T00:00:00.000","76515","23-072932","2023-05-31T00:00:00.000","GALANG, ANGELITO P","4530 SAVIERS RD",,"OXNARD","CA","93033","S","4530 SAVIERS RD
OXNARD, CA 93033
(34.158719, -119.177656)"
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,"TRANSYSTEMS CORPORATION","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 662-3020","2010-07-28T00:00:00.000","96240","23-099000","2023-06-30T00:00:00.000","TRANSYSTEMS CORPORATION","6 HUTTON CENTER DR STE 800",,"SANTA ANA","CA","92707","C",
"TRANSPORTATION/TRANSPORTERS (EXEMPT)",,"URMI TRANSPORT","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","805 428-9246","2012-04-20T00:00:00.000","99694","23-104046","2023-03-31T00:00:00.000","PEREZ-OLIMAN, JOSE SALVADOR","1277 ERRINGER RD",,"SIMI VALLEY","CA","93065","S",
"JANITORIAL OR MAID SERVICE",,"FANTASTIC ALL CARE","1000 TOWN CENTER DR","OXNARD","CA","93036","Yes","805 760-0800","2013-07-05T00:00:00.000","116009","23-128772","2022-09-30T00:00:00.000","FANTASTIC ALL CARE, INC","1000 TOWN CENTER DR STE 300",,"OXNARD","CA","93036","C","1000 TOWN CENTER DR
OXNARD, CA 93036
(34.24242, -119.182262)"
"CONTRACTOR LOC OUTSIDE CITY",,"SYSTEMS WATERPROOFING, INC","OUTSIDE OF OXNARD","OXNARD","CA","93030","No","714 575-1115","2009-03-18T00:00:00.000","93672","23-111504","2022-12-31T00:00:00.000","SYSTEMS WATERPROOFING INC","223 W BLUERIDGE AVE",,"ORANGE","CA","92865-4226","C",
"RESTAURANT/CAFE",,"EL 30 MARISCOS","606 N VENTURA RD","OXNARD","CA","93030","Yes","805 330-3029","2014-04-01T00:00:00.000","103036","23-108923","2023-01-31T00:00:00.000","ROBLES, FRANCISCO LOPEZ","606 N VENTURA RD",,"OXNARD","CA","93030","S","606 N VENTURA RD
OXNARD, CA 93030
(34.208543, -119.193718)"
"MFG,PROCESS,PACK,ASSEMBLE OR FABRICATION",,"T & M MACHINING, INC","331 IRVING DR","OXNARD","CA","93030","Yes","805 983-6716","1991-11-05T00:00:00.000","23267","23-013023","2022-10-31T00:00:00.000","T & M MACHINING, INC","331 IRVING DR",,"OXNARD","CA","93030-5172","C","331 IRVING DR
OXNARD, CA 93030
(34.199707, -119.152492)"
"CONSULTANT",,"PAPEL DESIGN","5331 CYPRESS RD","OXNARD","CA","93033","Yes","000 000-0000","2021-10-19T00:00:00.000","116028","23-128799","2022-09-30T00:00:00.000","FLORES, JAIME N","5331 CYPRESS RD",,"OXNARD","CA","93033","S","5331 CYPRESS RD
OXNARD, CA 93033
(34.152525, -119.17303)"
"APARTMENT COMPLEX/RESIDENTIAL RENTAL","24","MARINA VISTA APARTMENTS","1935 BROOKSIDE AVE","OXNARD","CA","93035","Yes","805 984-8464","1987-03-20T00:00:00.000","16152","23-002811","2023-02-28T00:00:00.000","JOHNSTON JR, FRANK K","C/O FRANK K JOHNSTON JR","PO BOX 661720","ARCADIA","CA","91066","S","1935 BROOKSIDE AVE
OXNARD, CA 93035
(34.181599, -119.206674)"
"WASTEWATER PERMIT",,"LA MEXICANA BAKERY","818 N VENTURA RD","OXNARD","CA","93030","Yes","805 278-0380","2002-04-01T00:00:00.000","72605","23-028291","2023-06-30T00:00:00.000","PANADERIA LA MEXICANA BAKERY","818 N VENTURA RD",,"OXNARD","CA","93030","C","818 N VENTURA RD
OXNARD, CA 93030
(34.209709, -119.193599)"
"DOCTOR:PHYSICIAN/SURGEON/MD",,"PERIPHERAL VASCULAR INSTITUTE,","2100 SOLAR DR","OXNARD","CA","93036","Yes","805 790-0009","2022-02-01T00:00:00.000","116434","23-129497","2023-01-31T00:00:00.000","PERIPHERAL VASCULAR INSTITUTE,","2100 SOLAR DR STE 102",,"OXNARD","CA","93036","C","2100 SOLAR DR
OXNARD, CA 93036
(34.221556, -119.144901)"
"WASTEWATER PERMIT",,"THURGOOD MARSHALL SCHOOL","2900 THURGOOD MARSHALL DR","OXNARD","CA","93036","Yes","805 385-1501","2022-08-17T00:00:00.000","117328","23-030189","2023-06-30T00:00:00.000","OXNARD SCHOOL DISTRICT","ATTN: DANA L. MILLER","1051 S A ST","OXNARD","CA","93030","C","2900 THURGOOD MARSHALL DR
OXNARD, CA 93036
(34.221566, -119.208673)"
