Classification,Units,BusinessName,Address,City,State,ZipCode,WithinCity,Telephone,Opened,ControlNum,TaxCertNum,Expires,Owner,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,OwnershipType,Location,Zip Codes
REGISTERED NON-PROFIT,,AYSO REGION 304,3481 W FIFTH ST,OXNARD,CA,93030,Yes,805 276-3174,01/16/2003 12:00:00 AM,74169,24-116550,12/31/2023 12:00:00 AM,AMERICAN YOUTH SOCCER ORG,3481 W FIFTH ST #106,,OXNARD,CA,93030,C,"3481 W FIFTH ST
OXNARD, CA 93030
(34.197606, -119.216377)",1872
DOCTOR:PHYSICIAN/SURGEON/MD,,ARTHUR HARRIS MD,1801 SOLAR DR,OXNARD,CA,93030,Yes,805 988-2105,10/26/2006 12:00:00 AM,88858,23-088312,09/30/2022 12:00:00 AM,SEQOUIA ORTHOPEDIC MEDICAL GRP,1801 SOLAR DR #201,,OXNARD,CA,93030,C,"1801 SOLAR DR
OXNARD, CA 93030
(34.218207, -119.144931)",1872
PUBLIC UTILITIES,,FRONTIER CALIFORNIA INC,1630 VENTURA BLVD,OXNARD,CA,93036,Yes,805 372-6529,06/05/1995 12:00:00 AM,28875,23-115341,05/31/2023 12:00:00 AM,FRONTIER CALIFORNIA INC,401 MERRITT 7,,NORWALK,CT,06851,C,"1630 VENTURA BLVD
OXNARD, CA 93036",
CAR & TRUCK SALES,,ALONSO'S AUTO GROUP,1449 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 512-2914,01/10/2021 12:00:00 AM,115023,23-127067,12/31/2022 12:00:00 AM,"ALONSO, RAUL CUELLAR",3731 SOUTH J ST,,OXNARD,CA,93033,S,"1449 S OXNARD BLVD
OXNARD, CA 93030
(34.185414, -119.171913)",1872
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,FILIPPIN ENGINEERING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 845-4602,07/01/2019 12:00:00 AM,112802,23-123705,06/30/2023 12:00:00 AM,"FILIPPIN ENGINEERING, INC",354 S FAIRVIEW AVE STE D,,GOLETA,CA,93117,C,,
CONTRACTOR LOC OUTSIDE CITY,,LLOYD'S PLUMBING INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 495-4525,11/01/2013 12:00:00 AM,102663,23-108385,10/31/2022 12:00:00 AM,LLOYD'S PLUMBING INC,2630 LAVERY CT #A,,NEWBURY PARK,CA,91320,C,,
"ARCHITECT,ENGINEER,DRAFT,DESIGN OR SVY'G",,KTU&A,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,619 294-4477,03/01/2022 12:00:00 AM,116307,23-129280,11/30/2022 12:00:00 AM,KTU&A,3916 NORMAL ST,,SAN DIEGO,CA,92103,C,,
AUTO REPAIR/SERVICE,,BENNY'S AUTO GLASS ACCESSORIES,920 RICHMOND AVE,OXNARD,CA,93030,Yes,805 402-4997,10/06/2008 12:00:00 AM,92837,23-094070,09/30/2022 12:00:00 AM,"MELENDEZ, EUGENIO ROSETE",920 RICHMOND AVE,,OXNARD,CA,93030,S,"920 RICHMOND AVE
OXNARD, CA 93030
(34.191819, -119.169595)",1872
CONTRACTOR LOC OUTSIDE CITY,,SOLARMAX RENEWABLE ENERGY PROV,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,951 300-0768,07/12/2013 12:00:00 AM,101982,24-130847,07/31/2023 12:00:00 AM,SOLARMAX RNWBLE ENRGY PRVDR IN,3080 12TH ST,,RIVERSIDE,CA,92507,C,,
MOBILE HOME PARK,39,SUNSHINE MANOR MHP,2795 VENTURA BLVD,OXNARD,CA,93036,Yes,805 483-0383,02/08/2006 12:00:00 AM,86970,23-085737,01/31/2023 12:00:00 AM,"AVALOS, HELIODORO",2221 SAN MATEO PL,,OXNARD,CA,93033,S,"2795 VENTURA BLVD
OXNARD, CA 93036
(34.222618, -119.13655)",1875
CONTRACTOR LOC OUTSIDE CITY,,ZORN PRODUCTIONS UNLIMITED INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,562 630-8600,10/01/2011 12:00:00 AM,98775,23-102679,09/30/2022 12:00:00 AM,ZORN PRODUCTIONS UNLIMITED INC,PO BOX 90147 AVE,,HENDERSON,NV,89009,C,,
REAL ESTATE AGENT OR BROKER,,DEL PRADO FINANCIAL,555 S B ST,OXNARD,CA,93030,Yes,805 432-1123,04/21/2006 12:00:00 AM,107722,23-115998,03/31/2023 12:00:00 AM,"MORALES, PATRICIA P",555 S B ST,,OXNARD,CA,93030,S,"555 S B ST
OXNARD, CA 93030
(34.196686, -119.179866)",1872
CONTRACTOR LOC OUTSIDE CITY,,PRECISE HOME BUILDERS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 335-9916,03/03/2009 12:00:00 AM,116064,23-128860,09/30/2022 12:00:00 AM,PRECISE HOME BUILDERS INC,15125 VENTURA BLVD STE 201,,SHERMAN OAKS,CA,91403,C,,
CONTRACTOR LOC OUTSIDE CITY,,M MAINTENANCE CONSTR CLEAN-UP,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 485-1267,09/20/1999 12:00:00 AM,59323,24-052617,08/31/2023 12:00:00 AM,M MAINT CONST CLEANUP&GRAD INC,PO BOX 50728,,OXNARD,CA,93031,C,,
GARDENING/LANDSCAPING,,GERARDO ARAUJO TREE SERVICE LA,320 PLUM PL,OXNARD,CA,93036,No,805 216-9890,09/01/2015 12:00:00 AM,105790,24-116476,07/31/2023 12:00:00 AM,"HURTADO, GERARDO ARAUJO",320 PLUM PL,,OXNARD,CA,93036-1541,S,"320 PLUM PL
OXNARD, CA 93036
(34.230751, -119.18113)",1875
MISC SERVICE,,"MORRRHEART SERVICES, LLC",1117 VAQUERO DR,OXNARD,CA,93030,Yes,805 236-7755,08/20/2009 12:00:00 AM,94611,24-096574,07/31/2023 12:00:00 AM,"MORRRHEART SERVICES, LLC",1117 VAQUERO DR,,OXNARD,CA,93030,LL,"1117 VAQUERO DR
OXNARD, CA 93030
(34.218045, -119.166346)",1872
TOBACCO RETAILER PERMIT,,VIP SMOKE SHOP,703 S OXNARD BLVD,OXNARD,CA,93030,Yes,661 350-4225,08/08/2022 12:00:00 AM,117268,23-006858,06/30/2023 12:00:00 AM,"BARAKAT, MAJD",9360 EL CAJON ST,,VENTURA,CA,93004,S,"703 S OXNARD BLVD
OXNARD, CA 93030
(34.194873, -119.177472)",1872
EXEMPT,,BRINK'S INCORPORATED B0662,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,804 289-9600,09/21/2005 12:00:00 AM,86188,24-084690,08/31/2023 12:00:00 AM,BRINKS INCORPORATED B0662,"C/O DUCHARME,MCMILLEN & ASSOC",PO BOX 80600,INDIANAPOLIS,IN,46280,C,,
CONSULTANT,,"LUNA UNLIMITED, INC",5131 NEPTUNE SQ,OXNARD,CA,93035,Yes,805 984-0440,10/20/2010 12:00:00 AM,96838,23-099902,09/30/2022 12:00:00 AM,"LUNA UNLIMITED, INC",5131 NEPTUNE SQ,,OXNARD,CA,93035,C,"5131 NEPTUNE SQ
OXNARD, CA 93035
(34.186565, -119.24095)",1874
RESTAURANT/CAFE,,TACOS MI PUEBLO,2701 S ROSE AVE,OXNARD,CA,93033,Yes,805 483-2626,10/01/2018 12:00:00 AM,113593,24-124910,08/31/2023 12:00:00 AM,LESCAMIL INC,2701 S ROSE AVE STE 101,,OXNARD,CA,93033,C,"2701 S ROSE AVE
OXNARD, CA 93033
(34.174567, -119.160134)",1873
AUTO REPAIR/SERVICE,,ANGEL'S SMOG TEST ONLY,1444 E FIFTH ST,OXNARD,CA,93030,Yes,805 487-6776,08/13/2012 12:00:00 AM,100302,24-104967,07/31/2023 12:00:00 AM,"SILVA, BALDEMAR",1444 E FIFTH ST,,OXNARD,CA,93030,S,"1444 E FIFTH ST
OXNARD, CA 93030
(34.19703, -119.163721)",1872
WASTEWATER PERMIT,,TIERRA SUR,3201 CAMINO DEL SOL,OXNARD,CA,93030,Yes,805 983-1560,01/25/2006 12:00:00 AM,86851,23-028543,06/30/2023 12:00:00 AM,TIERRA SUR LLC,3201 CAMINO DEL SOL,,OXNARD,CA,93030,LL,"3201 CAMINO
DEL SOL OXNARD, CA 93030
(34.221162, -119.126075)",1872
TOBACCO RETAILER PERMIT,,MASTER'S DONUTS,1911 N OXNARD BLVD,OXNARD,CA,93036,Yes,805 485-9474,12/02/1986 12:00:00 AM,15700,23-003233,06/30/2023 12:00:00 AM,"SENNA, ENG XIA",1911 N OXNARD BL,,OXNARD,CA,93036,S,"1911 N OXNARD BLVD
OXNARD, CA 93036
(34.219389, -119.177216)",1875
APARTMENT COMPLEX/RESIDENTAIL RENTAL-EX,4,MARIA M JOHNSON,5325 DRIFTWOOD ST,OXNARD,CA,93035,Yes,805 522-5850,10/22/2014 12:00:00 AM,106047,23-113460,09/30/2022 12:00:00 AM,"JOHNSON, MARIA M",PO BOX 1963,,SIMI VALLEY,CA,93062,S,"5325 DRIFTWOOD ST
OXNARD, CA 93035
(34.195589, -119.243539)",1874
CONTRACTOR LOC OUTSIDE CITY,,"CALI U.S.A. ACOUSTICS, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 376-9300,01/23/2012 12:00:00 AM,99207,24-108004,09/30/2023 12:00:00 AM,"CALI U.S.A. ACOUSTICS, INC",1111 RANCHO CONEJO BLVD #501,,NEWBURY PARK,CA,91320-1415,C,,
MOBILE WASH/DETAIL,,THE UNCLE MOVIL CAR WASH,701 JANETWOOD DR,OXNARD,CA,93030,Yes,805 663-2401,09/23/2021 12:00:00 AM,115879,24-128534,08/31/2023 12:00:00 AM,"PILOTZI, GENARO",701 JANETWOOD DR APT H,,OXNARD,CA,93030,S,"701 JANETWOOD DR
OXNARD, CA 93030
(34.216714, -119.185218)",1872
WASTEWATER PERMIT,,DRIVESHAFTPRO,620 MAULHARDT AVE,OXNARD,CA,93030,Yes,530 269-8859,01/01/2016 12:00:00 AM,108348,23-029759,06/30/2023 12:00:00 AM,DRIVESHAFTPRO,7532 ANTHONY AVE,,GARDEN GROVE,CA,92841,C,"620 MAULHARDT AVE
OXNARD, CA 93030
(34.207424, -119.144479)",1872
CONTRACTOR LOC INSIDE CITY,,CRAIN GRAPHICS SIGN CO,811 VENTURA BLVD,OXNARD,CA,93036,Yes,805 485-0099,09/29/1989 12:00:00 AM,19920,24-008547,08/31/2023 12:00:00 AM,"CRAIN, RON",811 E VENTURA BL,,OXNARD,CA,93036,S,"811 VENTURA BLVD
OXNARD, CA 93036
(34.22756, -119.166787)",1875
FAST FOOD:HAMBURGER/HOT DOG/TACO/SHAKES,,DAIRY QUEEN OF OXNARD,1941 N ROSE AVE,OXNARD,CA,93036,Yes,805 485-7899,10/16/2017 12:00:00 AM,109713,24-119013,08/31/2023 12:00:00 AM,"SALGADO, CAROLINE V",1941 N ROSE AVE STE 720,,OXNARD,CA,93036,S,"1941 N ROSE AVE
OXNARD, CA 93036
(34.219303, -119.158401)",1875
EMPLOYMENT AGENCY,,PRIMESKILL STAFFING SERVICES,400 E ESPLANADE DR,OXNARD,CA,93036,Yes,805 981-1415,04/23/2007 12:00:00 AM,89846,23-089695,03/31/2023 12:00:00 AM,PRIMESKILL STAFFING SERVICES,300 E ESPLANDE DR STE 460,,OXNARD,CA,93036-0215,C,"400 E ESPLANADE DR
OXNARD, CA 93036
(34.229566, -119.173462)",1875
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,ISLAND PLAZA SHOPPING CENTER,2408 SAVIERS RD,OXNARD,CA,93033,Yes,805 487-8700,07/01/2011 12:00:00 AM,98337,23-102062,06/30/2023 12:00:00 AM,"OSTROW PARTNERSHIP, THE",PO BOX 2872,,CAMARILLO,CA,93010,P,"2408 SAVIERS RD
OXNARD, CA 93033
(34.175155, -119.177462)",1873
HANDYMAN - NO STATE LICENSE,,CUSTOM HANDYMAN SERVICE,438 W CHANNEL ISLANDS BLVD,OXNARD,CA,93033,Yes,805 982-0161,08/01/2020 12:00:00 AM,114613,24-126455,08/31/2023 12:00:00 AM,"TERAN, ADRIAN ROMERO",438 W CHANNEL ISLANDS BLVD,,OXNARD,CA,93033,S,"438 W CHANNEL ISLANDS BLVD
OXNARD, CA 93033
(34.174013, -119.182455)",1873
BEAUTY SHOP:COSMETOLOGY BOARD EST,,LAURA'S FAMOUS CUTS & BEAUTY S,2602 S VENTURA RD,OXNARD,CA,93033,Yes,805 988-0119,08/03/2021 12:00:00 AM,115727,24-128277,07/31/2023 12:00:00 AM,"ALVAREZ, LAURA",2602 S VENTURA RD,,OXNARD,CA,93033,S,"2602 S VENTURA RD
OXNARD, CA 93033
(34.175065, -119.194917)",1873
INTERNET BUSINESS (PROF OR RETAIL),,PLANTOURAGE,2730 OARFISH LN,OXNARD,CA,93035,Yes,415 342-0008,07/11/2020 12:00:00 AM,117366,23-130839,06/30/2023 12:00:00 AM,CBD SKYN JUICE LLC,2730 OARFISH LN,,OXNARD,CA,93035,LL,"2730 OARFISH LN
OXNARD, CA 93035
(34.193532, -119.207185)",1874
CONTRACTOR LOC OUTSIDE CITY,,SKIDMORE MASONRY INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,808 484-4881,10/01/2011 12:00:00 AM,99512,23-103759,09/30/2022 12:00:00 AM,SKIDMORE MASONRY INC,425 CONSTITUTION AVE #5,,CAMARILLO,CA,93012,C,,
"ACCT'G,BKKEEP'G,TAX SVC,CLERICAL,ADMIN",,ASSOCIATED BUILDING SUPPLY INC,2425 W FIFTH ST,OXNARD,CA,93030,Yes,805 382-2024,01/01/1993 12:00:00 AM,108246,23-116793,12/31/2022 12:00:00 AM,ASSOCIATED BUILDING SUPPLY INC,2425 W FIFTH ST STE D,,OXNARD,CA,93030,C,"2425 W FIFTH ST
OXNARD, CA 93030
(34.19751, -119.203348)",1872
CONTRACTOR LOC OUTSIDE CITY,,"PACIFIC ACOUSTICS NORTH, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 963-1538,02/27/1986 12:00:00 AM,14713,23-128739,09/30/2022 12:00:00 AM,"PACIFIC ACOUSTICS NORTH, INC",133 E ORTEGA ST,,SANTA BARBARA,CA,93101-1630,C,,
INTERNET BUSINESS (PROF OR RETAIL),,"HANGER BY MELISSA, THE",817 PASEO LA VIDA,OXNARD,CA,93030,Yes,805 397-1552,01/28/2021 12:00:00 AM,115087,23-127148,01/31/2023 12:00:00 AM,"GUTIERREZ, MELISSA",817 PASEO LA VIDA,,OXNARD,CA,93030,S,"817 PASEO LA
VIDA OXNARD, CA 93030",
MISC PROFESSION,,"DJS SPECIAL INSPECTIONS, INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 493-1475,08/01/2011 12:00:00 AM,99268,23-115311,05/31/2023 12:00:00 AM,"D.J.S. SPECIAL INSPECTIONS,INC",2060-D AVENIDA DE LOS ARBOLES,,THOUSAND OAKS,CA,91362,C,,
BARBER SHOP:COSMETOLOGY BOARD EST,,STEVIE CUTS,571 COLLECTION BLVD,OXNARD,CA,93036,Yes,805 665-0072,09/14/2021 12:00:00 AM,115979,23-128714,09/30/2022 12:00:00 AM,"LOPEZ, STEVE",571 COLLECTION BLVD,,OXNARD,CA,93036,S,"571 COLLECTION BLVD
OXNARD, CA 93036
(34.240498, -119.176655)",1875
DOCTOR:PHYSICIAN/SURGEON/MD,,"VISTA DEL MAR MED GROUP, INC",1200 W GONZALES RD,OXNARD,CA,93036,Yes,805 983-0691,08/09/1974 12:00:00 AM,6259,24-000793,07/31/2023 12:00:00 AM,"VISTA DEL MAR MED GROUP, INC",1200 W GONZALES RD #300,,OXNARD,CA,93030-3361,C,"1200 W GONZALES RD
OXNARD, CA 93036
(34.219131, -119.191977)",1872
WASTEWATER PERMIT,,DAGOS MOBIL AUTO REPAIR,700 MOUNTAIN VIEW AVE,OXNARD,CA,93030,Yes,805 487-4868,09/01/2022 12:00:00 AM,117386,23-030202,06/30/2023 12:00:00 AM,"ARTEAGA, DAGOBERTO N",1853 IVES AVE SPACE #149,,OXNARD,CA,93033,S,"700 MOUNTAIN VIEW AVE
OXNARD, CA 93030
(34.194449, -119.170851)",1872
REAL ESTATE AGENT OR BROKER,,LAURIE COELLO,4310 TRADEWINDS DR,OXNARD,CA,93035,Yes,805 816-1464,08/09/2006 12:00:00 AM,89731,24-128118,07/31/2023 12:00:00 AM,"COELLO, LAURIE A",4310 TRADEWINDS DR STE 600,,OXNARD,CA,93035,S,"4310 TRADEWINDS DR
OXNARD, CA 93035
(34.190113, -119.230133)",1874
CONTRACTOR LOC OUTSIDE CITY,,SOUTHLAND HEATING AND AIR COND,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,800 266-1349,09/25/2014 12:00:00 AM,104241,24-110728,08/31/2023 12:00:00 AM,"CERTIFIED AC SERVICES, INC",3543 OLD CONEJO RD STE 101,,NEWBURY PARK,CA,91320,C,,
CONSULTANT (BRANCH),,SALUDYNE LLC,301 N RICE AVE,OXNARD,CA,93030,Yes,805 981-8288,05/01/2020 12:00:00 AM,115833,24-128470,08/31/2023 12:00:00 AM,SALUDYNE LLC,301 N RICE AVE,,OXNARD,CA,93030,LL,"301 N RICE AVE
OXNARD, CA 93030
(34.204619, -119.142285)",1872
JANITORIAL OR MAID SERVICE,,ALL IN ONE CLEANING,1501 AMBROSE AVE,OXNARD,CA,93035,Yes,805 797-0625,08/12/2021 12:00:00 AM,115762,24-128342,07/31/2023 12:00:00 AM,"WIGGINS, DANIEL K",1501 AMBROSE AVE,,OXNARD,CA,93035,S,"1501 AMBROSE AVE
OXNARD, CA 93035
(34.184471, -119.207481)",1874
REAL ESTATE AGENT OR BROKER,,BEACH VIEW REAL ESTATE,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 985-3200,05/21/2012 12:00:00 AM,99782,23-104190,04/30/2023 12:00:00 AM,AREA CODE REAL ESTATE INC,2200 ROOSEVELT BLVD,,OXNARD,CA,93035,C,,
"COSMETOLOGIST,MANICURIST,ELECTROLOGIST",,TNN BEAUTY OXNARD,2400 SAVIERS RD,OXNARD,CA,93033,Yes,805 946-8420,03/01/2022 12:00:00 AM,117376,23-130857,02/28/2023 12:00:00 AM,"GAKLIN, ANGELICA M",1253 VIDA DR,,OXNARD,CA,93030,S,"2400 SAVIERS RD
OXNARD, CA 93033
(34.177098, -119.177443)",1873
MOBILE WASH/DETAIL,,SHOWTIME FLEET WASHING CO,433 W BIRCH ST,OXNARD,CA,93033,Yes,805 276-0755,08/28/2006 12:00:00 AM,88489,24-087810,07/31/2023 12:00:00 AM,"MORALES SR, JESUS JAIME",433 W BIRCH ST,,OXNARD,CA,93033,S,"433 W BIRCH ST
OXNARD, CA 93033
(34.185309, -119.182007)",1873
CONTRACTOR LOC OUTSIDE CITY,,GORMLEY SPECIALTIES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,702 896-1038,10/01/2018 12:00:00 AM,111275,24-121559,08/31/2023 12:00:00 AM,GORMLEY SPECIALTIES INC,280 ORVILLE WRIGHT CT,,LAS VEGAS,NV,89119,C,,
AUTO REPAIR/SERVICE,,"PETE'S ROAD SERVICE, INC.",655 RICHMOND AVE,OXNARD,CA,93030,Yes,714 446-1207,11/14/2017 12:00:00 AM,109803,23-119133,09/30/2022 12:00:00 AM,"PETE'S ROAD SERVICE, INC.",2230 EAST ORANGETHORPE AVE,,FULLERTON,CA,92831,C,"655 RICHMOND AVE
OXNARD, CA 93030
(34.195198, -119.16955)",1872
TOW TRUCK,,US TOW & PARKING SVS,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,818 309-9007,12/24/2007 12:00:00 AM,91266,23-091815,11/30/2022 12:00:00 AM,"MAYEH, MOHAMMAD REZA",C/O MOHAMMAD R MAYEH,4676 ADOLFO RD,CAMARILLO,CA,93012,S,,
CONTRACTOR LOC OUTSIDE CITY,,INTERTEX GENERAL CONTRACTORS I,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 702-2255,08/31/2022 12:00:00 AM,117391,24-130875,07/31/2023 12:00:00 AM,INTERTEX GENERAL CONTRACTORS,25134 RYE CANYON LOOP #300,,VALENCIA,CA,91355,C,,
CONTRACTOR LOC OUTSIDE CITY,,"TRAVIS AGRICULTURAL CONSTR,INC",OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 647-7211,09/25/1991 12:00:00 AM,23068,24-012528,08/31/2023 12:00:00 AM,"TRAVIS AGRICULTURAL CONSTR,INC",PO BOX 4666,,VENTURA,CA,93007-0666,C,,
WASTEWATER PERMIT,,PARKVIEW SCHOOL,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 986-8730,03/23/1995 12:00:00 AM,28552,23-020199,06/30/2023 12:00:00 AM,HUENEME SCHOOL DISTRICT,C/O HUENEME SCHOOL DISTRICT,205 N VENTURA RD,PORT HUENEME,CA,93041,C,,
MAIL ORDER- RETAIL,,PAPILIO DISTRIBUTING COMPANY,2620 KELP ST,OXNARD,CA,93035,Yes,805 985-3328,08/10/2004 12:00:00 AM,82244,24-079535,07/31/2023 12:00:00 AM,"MARGHOOSIAN, EDWARD",2620 KELP ST,,OXNARD,CA,93035,S,"2620 KELP ST
OXNARD, CA 93035
(34.192212, -119.206428)",1874
CONTRACTOR LOC OUTSIDE CITY,,ROWLAND AIR INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,661 424-0076,08/10/2011 12:00:00 AM,98306,23-121897,09/30/2022 12:00:00 AM,"ROWLAND AIR, INC",17007 SIERRA HWY,,CANYON COUNTRY,CA,91351,C,,
OTHER SPECIALTIES (BRANCH),,BOOST MOBILE,220 W FIFTH ST,OXNARD,CA,93030,Yes,805 486-3700,01/15/2019 12:00:00 AM,112311,23-123003,02/28/2023 12:00:00 AM,OXNARD MONEY TRANSFER INC,240 W FIFTH ST,,OXNARD,CA,93030,C,"220 W FIFTH ST
OXNARD, CA 93030
(34.197672, -119.178734)",1872
WHOLESALE,,SOUNDSTORM LABORATORIES CORP,3451 LUNAR CT,OXNARD,CA,93030,Yes,805 988-0192,12/06/2001 12:00:00 AM,69148,23-064301,11/30/2022 12:00:00 AM,SOUNDSTORM LABORATORIES CORP,3451 LUNAR CT,,OXNARD,CA,93030,C,"3451 LUNAR CT
OXNARD, CA 93030
(34.210729, -119.126479)",1872
CONTRACTOR LOC OUTSIDE CITY,,BLACK MAGIC METAL ART INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 210-1154,07/15/2017 12:00:00 AM,109371,23-118491,06/30/2023 12:00:00 AM,BLACK MAGIC METAL ART INC,260 LAMBERT ST STE J,,OXNARD,CA,93036-0945,C,,
CONTRACTOR LOC OUTSIDE CITY,,METRO RF SERVICES INC,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,909 230-4920,09/03/2018 12:00:00 AM,111117,24-130845,07/31/2023 12:00:00 AM,METRO R F SERVICES INC,2320 S ARCHIBALD AVE,,ONTARIO,CA,91761,C,,
THERAPIST,,BLOSSOM PROFESSIONAL PSYCHOLOG,3652 JELLYFISH LN,OXNARD,CA,93035,Yes,805 873-6847,09/14/2018 12:00:00 AM,114672,24-126543,08/31/2023 12:00:00 AM,BLOSSOM PROFESSIONAL PSYCHOLOG,3652 JELLYFISH LN,,OXNARD,CA,93035,C,"3652 JELLYFISH LN
OXNARD, CA 93035
(34.182755, -119.219544)",1874
PRINTING OR COPYING SERVICE,,PREMIUM PRINTING,221 S OXNARD BLVD,OXNARD,CA,93030,Yes,805 512-6604,06/30/2020 12:00:00 AM,115766,24-129081,07/31/2023 12:00:00 AM,MARFER INK LLC,2441 IVORY WAY,,OXNARD,CA,93036,LL,"221 S OXNARD BLVD
OXNARD, CA 93030
(34.201353, -119.177386)",1872
ICE CREAM/SODA SHOP,,PLAZA CINEMAS,255 W FIFTH ST,OXNARD,CA,93030,Yes,805 487-8306,07/26/2005 12:00:00 AM,85748,23-084375,06/30/2023 12:00:00 AM,SAN CARLOS CINEMAS,816 FOURTH ST,,SANTA ROSA,CA,95404,C,"255 W FIFTH ST
OXNARD, CA 93030
(34.197684, -119.17926)",1872
PARTY SUPPLIES/RENTALS,,ESTRELLA'S DECOR,3661 SAN JUAN AVE,OXNARD,CA,93033,Yes,805 889-4223,06/19/2014 12:00:00 AM,103769,23-110011,05/31/2023 12:00:00 AM,"ESTRELLA, JULIA",3661 SAN JUAN AVE,,OXNARD,CA,93033,S,"3661 SAN JUAN AVE
OXNARD, CA 93033
(34.165652, -119.169162)",1873
PRIVATE PATROL OPER/INVESTIGATOR,,ARCHON PROTECTION,2103 DORAL CT,OXNARD,CA,93036,Yes,800 274-5717,09/28/2009 12:00:00 AM,94814,24-096913,08/31/2023 12:00:00 AM,ARCHON PROTECTION,1500 PALMA DR # 130,,VENTURA,CA,93001,C,"2103 DORAL CT
OXNARD, CA 93036
(34.224294, -119.206909)",1875
CONTRACTOR LOC INSIDE CITY,,C & M BACKFLOW/PLUMBING,640 BLUEBELL PL,OXNARD,CA,93036,Yes,805 443-7451,01/21/2010 12:00:00 AM,95369,23-100797,12/31/2022 12:00:00 AM,"MATA, CELSO",PO BOX 6545,,OXNARD,CA,93031,S,"640 BLUEBELL PL
OXNARD, CA 93036
(34.221567, -119.184191)",1875
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,HARRY ROSS INDUSTRIES,1500 E THIRD ST,OXNARD,CA,93030,Yes,310 395-6888,09/01/1995 12:00:00 AM,102599,24-108303,08/31/2023 12:00:00 AM,"ROSS, ROBERT,ET AL",1230 MONTANA AVE #204,,SANTA MONICA,CA,90403,P,"1500 E THIRD ST
OXNARD, CA 93030
(34.200434, -119.163167)",1872
CONTRACTOR LOC OUTSIDE CITY,,SCOTT WINTER CONSTRUCTION,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 379-1180,09/01/2004 12:00:00 AM,84299,24-082074,08/31/2023 12:00:00 AM,"WINTER, SCOTT W",PO BOX 1498,,THOUSAND OAKS,CA,91358,S,,
MISC OCCUPATION,,"CASTRO CANVAS DESIGNS, INC",730 ARCTURUS AVE,OXNARD,CA,93033,Yes,805 486-2417,08/04/2008 12:00:00 AM,92541,24-119710,07/31/2023 12:00:00 AM,"CASTRO CANVAS DESIGNS, INC",730 ARCTURUS AVE #14,,OXNARD,CA,93034-1203,C,"730 ARCTURUS AVE
OXNARD, CA 93033
(34.14853, -119.171094)",1873
RESTAURANT/CAFE,,SURA USA,1213 S VICTORIA AVE,OXNARD,CA,93035,Yes,805 658-8495,11/01/2012 12:00:00 AM,99884,23-104346,05/31/2023 12:00:00 AM,GOONG INC,1213 S VICTORIA AVE,,OXNARD,CA,93035,C,"1213 S VICTORIA AVE
OXNARD, CA 93035
(34.189065, -119.221345)",1874
DRIVING SCHOOL,,DOLLAR DRIVING SCHOOL OF VTA,OUTSIDE OF OXNARD,OXNARD,CA,93030,No,805 653-6475,08/15/1996 12:00:00 AM,30870,24-023055,07/31/2023 12:00:00 AM,"HARDOY, HERNAN M",2674 E MAIN ST #D,,VENTURA,CA,93003,S,,
COMMERCIAL PROPERTY OWNER/SUB-LEASING,,ESI PROPERTIES LLC,2931 SAVIERS RD,OXNARD,CA,93033,Yes,520 906-9000,06/17/2002 12:00:00 AM,116348,23-129329,05/31/2023 12:00:00 AM,"ESI PROPERTIES, LLC",8987 E TANQUE VERDE #309.328,,TUCSON,AZ,85749,LL,"2931 SAVIERS RD
OXNARD, CA 93033
(34.172509, -119.177651)",1873
