"year","region","sex","category","rank_category","age_group","daly","daly_rank"
"2015","ACT","Person","Other disorders of infancy","5. Other disorders of infancy","0–24","3.5","5"
"2015","ACT","Person","Depressive disorders","6. Depressive disorders","0–24","2.9","6"
"2015","ACT","Person","Other neurological conditions","7. Other neurological conditions","0–24","2.2","7"
"2015","ACT","Person","Back pain and problems","8. Back pain and problems","0–24","2.1","8"
"2015","ACT","Person","Autism spectrum disorders","9. Autism spectrum disorders","0–24","1.9","9"
"2015","ACT","Person","Bipolar affective disorder","10. Bipolar affective disorder","0–24","1.8","10"
"2015","ACT","Person","Other gastrointestinal infections","11. Other gastrointestinal infections","0–24","1.7","11"
"2015","ACT","Person","Acne","12. Acne","0–24","1.6","12"
"2015","ACT","Person","Birth trauma and asphyxia","13. Birth trauma and asphyxia","0–24","1.6","13"
"2015","ACT","Person","Alcohol use disorders","14. Alcohol use disorders","0–24","1.5","14"
"2015","ACT","Person","Drug use disorders (excluding alcohol)","15. Drug use disorders (excluding alcohol)","0–24","1.5","15"
"2015","ACT","Person","Other musculoskeletal","16. Other musculoskeletal","0–24","1.4","16"
"2015","ACT","Person","Dermatitis and eczema","17. Dermatitis and eczema","0–24","1.3","17"
"2015","ACT","Person","Conduct disorder","18. Conduct disorder","0–24","1.3","18"
"2015","ACT","Person","Epilepsy","19. Epilepsy","0–24","1.1","19"
"2015","ACT","Person","Poisoning","20. Poisoning","0–24","1","20"
"2015","ACT","Person","Dental caries","21. Dental caries","0–24","1","21"
"2015","ACT","Person","Eating disorders","22. Eating disorders","0–24","1","22"
"2015","ACT","Person","Other congenital conditions","23. Other congenital conditions","0–24","0.9","23"
"2015","ACT","Person","Cardiovascular defects","24. Cardiovascular defects","0–24","0.8","24"
"2015","ACT","Person","Upper respiratory conditions","25. Upper respiratory conditions","0–24","0.8","25"
"2015","ACT","Person","Intellectual disability","26. Intellectual disability","0–24","0.7","26"
"2015","ACT","Person","Traumatic brain injury","27. Traumatic brain injury","0–24","0.7","27"
"2015","ACT","Person","Migraine","28. Migraine","0–24","0.7","28"
"2015","ACT","Person","Schizophrenia","29. Schizophrenia","0–24","0.7","29"
"2015","ACT","Person","Brain and CNS cancer","30. Brain and CNS cancer","0–24","0.7","30"
"2015","ACT","Person","Other blood and metabolic disorders","31. Other blood and metabolic disorders","0–24","0.7","31"
"2015","ACT","Person","Polycystic ovarian syndrome","32. Polycystic ovarian syndrome","0–24","0.7","32"
"2015","ACT","Person","Other chromosomal abnormalities","33. Other chromosomal abnormalities","0–24","0.6","33"
"2015","ACT","Person","Sudden infant death syndrome","34. Sudden infant death syndrome","0–24","0.6","34"
"2015","ACT","Person","Attention deficit hyperactivity disorder","35. Attention deficit hyperactivity disorder","0–24","0.6","35"
"2015","ACT","Person","Other benign, insitu and uncertain neoplasms","36. Other benign, insitu and uncertain neoplasms","0–24","0.6","36"
"2015","ACT","Person","Functional gastrointestinal disorders (FGID)","37. Functional gastrointestinal disorders (FGID)","0–24","0.5","37"
"2015","ACT","Person","Rheumatoid arthritis","38. Rheumatoid arthritis","0–24","0.4","38"
"2015","ACT","Person","Other mental and substance use disorders","39. Other mental and substance use disorders","0–24","0.4","39"
"2015","ACT","Person","Other fractures","40. Other fractures","0–24","0.4","40"
"2015","ACT","Person","Iron-deficiency anaemia","41. Iron-deficiency anaemia","0–24","0.3","41"
"2015","ACT","Person","Lower respiratory infections","42. Lower respiratory infections","0–24","0.3","42"
"2015","ACT","Person","Tibia and ankle fracture","43. Tibia and ankle fracture","0–24","0.3","43"
"2015","ACT","Person","Internal and crush injury","44. Internal and crush injury","0–24","0.3","44"
"2015","ACT","Person","Inflammatory bowel disease (IBD)","45. Inflammatory bowel disease (IBD)","0–24","0.3","45"
"2015","ACT","Person","Psoriasis","46. Psoriasis","0–24","0.2","46"
"2015","ACT","Person","Brain malformations","47. Brain malformations","0–24","0.2","47"
"2015","ACT","Person","Cerebral palsy","48. Cerebral palsy","0–24","0.2","48"
"2015","ACT","Person","Upper respiratory infections","49. Upper respiratory infections","0–24","0.2","49"
"2015","ACT","Person","Type 1 diabetes","50. Type 1 diabetes","0–24","0.2","50"
"2015","ACT","Person","Back pain and problems","1. Back pain and problems","25–74","10.9","1"
"2015","ACT","Person","Anxiety disorders","2. Anxiety disorders","25–74","10.2","2"
"2015","ACT","Person","Other musculoskeletal","3. Other musculoskeletal","25–74","9.4","3"
"2015","ACT","Person","Coronary heart disease","4. Coronary heart disease","25–74","8.2","4"
"2015","ACT","Person","Other injuries","5. Other injuries","25–74","7.1","5"
"2015","ACT","Person","Osteoarthritis","6. Osteoarthritis","25–74","6.1","6"
"2015","ACT","Person","Lung cancer","7. Lung cancer","25–74","5.8","7"
"2015","ACT","Person","COPD","8. COPD","25–74","5.5","8"
"2015","ACT","Person","Depressive disorders","9. Depressive disorders","25–74","5.4","9"
"2015","ACT","Person","Asthma","10. Asthma","25–74","5.3","10"
"2015","ACT","Person","Rheumatoid arthritis","11. Rheumatoid arthritis","25–74","4.6","11"
"2015","ACT","Person","Bowel cancer","12. Bowel cancer","25–74","4.6","12"
"2015","ACT","Person","Poisoning","13. Poisoning","25–74","3.8","13"
"2015","ACT","Person","Type 2 diabetes","14. Type 2 diabetes","25–74","3.8","14"
"2015","ACT","Person","Breast cancer","15. Breast cancer","25–74","3.7","15"
"2015","ACT","Person","Bipolar affective disorder","16. Bipolar affective disorder","25–74","2.8","16"
"2015","ACT","Person","Hearing loss","17. Hearing loss","25–74","2.8","17"
"2015","ACT","Person","Stroke","18. Stroke","25–74","2.6","18"
"2015","ACT","Person","Alcohol use disorders","19. Alcohol use disorders","25–74","2.4","19"
"2015","ACT","Person","Chronic liver disease","20. Chronic liver disease","25–74","2.4","20"
"2015","ACT","Person","Drug use disorders (excluding alcohol)","21. Drug use disorders (excluding alcohol)","25–74","2.3","21"
"2015","ACT","Person","Pancreatic cancer","22. Pancreatic cancer","25–74","2.3","22"
"2015","ACT","Person","Liver cancer","23. Liver cancer","25–74","2.1","23"
"2015","ACT","Person","Schizophrenia","24. Schizophrenia","25–74","2","24"
"2015","ACT","Person","Dementia","25. Dementia","25–74","2","25"
"2015","ACT","Person","Other cardiovascular diseases","26. Other cardiovascular diseases","25–74","1.9","26"
"2015","ACT","Person","Migraine","27. Migraine","25–74","1.8","27"
"2015","ACT","Person","Brain and CNS cancer","28. Brain and CNS cancer","25–74","1.8","28"
"2015","ACT","Person","Protein-energy deficiency","29. Protein-energy deficiency","25–74","1.6","29"
"2015","ACT","Person","Periodontal disease","30. Periodontal disease","25–74","1.6","30"
"2015","ACT","Person","Dermatitis and eczema","31. Dermatitis and eczema","25–74","1.5","31"
"2015","ACT","Person","Non-Hodgkin lymphoma","32. Non-Hodgkin lymphoma","25–74","1.4","32"
"2015","ACT","Person","Autism spectrum disorders","33. Autism spectrum disorders","25–74","1.3","33"
"2015","ACT","Person","Lower respiratory infections","34. Lower respiratory infections","25–74","1.3","34"
"2015","ACT","Person","Dental caries","35. Dental caries","25–74","1.3","35"
"2015","ACT","Person","Eating disorders","36. Eating disorders","25–74","1.3","36"
"2015","ACT","Person","Prostate cancer","37. Prostate cancer","25–74","1.3","37"
"2015","ACT","Person","Other cancers","38. Other cancers","25–74","1.2","38"
"2015","ACT","Person","Oesophageal cancer","39. Oesophageal cancer","25–74","1.2","39"
"2015","ACT","Person","Inflammatory bowel disease (IBD)","40. Inflammatory bowel disease (IBD)","25–74","1.2","40"
"2015","ACT","Person","Epilepsy","41. Epilepsy","25–74","1.1","41"
"2015","ACT","Person","Chronic kidney disease","42. Chronic kidney disease","25–74","1.1","42"
"2015","ACT","Person","Upper respiratory conditions","43. Upper respiratory conditions","25–74","1.1","43"
"2015","ACT","Person","Traumatic brain injury","44. Traumatic brain injury","25–74","1.1","44"
"2015","ACT","Person","Functional gastrointestinal disorders (FGID)","45. Functional gastrointestinal disorders (FGID)","25–74","1","45"
"2015","ACT","Person","Other blood and metabolic disorders","46. Other blood and metabolic disorders","25–74","1","46"
"2015","ACT","Person","Other neurological conditions","47. Other neurological conditions","25–74","1","47"
"2015","ACT","Person","Cardiomyopathy","48. Cardiomyopathy","25–74","0.9","48"
"2015","ACT","Person","Multiple sclerosis","49. Multiple sclerosis","25–74","0.9","49"
"2015","ACT","Person","Melanoma of the skin","50. Melanoma of the skin","25–74","0.9","50"
"2015","ACT","Person","Dementia","1. Dementia","75+","83.7","1"
"2015","ACT","Person","Coronary heart disease","2. Coronary heart disease","75+","74.3","2"
"2015","ACT","Person","Stroke","3. Stroke","75+","49","3"
"2015","ACT","Person","COPD","4. COPD","75+","46.3","4"
"2015","ACT","Person","Other musculoskeletal","5. Other musculoskeletal","75+","25.4","5"
"2015","ACT","Person","Bowel cancer","6. Bowel cancer","75+","22.3","6"
"2015","ACT","Person","Type 2 diabetes","7. Type 2 diabetes","75+","21.4","7"
"2015","ACT","Person","Atrial fibrillation and flutter","8. Atrial fibrillation and flutter","75+","21","8"
"2015","ACT","Person","Osteoarthritis","9. Osteoarthritis","75+","20.4","9"
"2015","ACT","Person","Hearing loss","10. Hearing loss","75+","20.4","10"
"2015","ACT","Person","Parkinson disease","11. Parkinson disease","75+","18","11"
"2015","ACT","Person","Lung cancer","12. Lung cancer","75+","17","12"
"2015","ACT","Person","Rheumatoid arthritis","13. Rheumatoid arthritis","75+","15.5","13"
"2015","ACT","Person","Non-rheumatic valvular disease","14. Non-rheumatic valvular disease","75+","14.5","14"
"2015","ACT","Person","Pancreatic cancer","15. Pancreatic cancer","75+","12.1","15"
"2015","ACT","Person","Chronic kidney disease","16. Chronic kidney disease","75+","11.8","16"
"2015","ACT","Person","Other cardiovascular diseases","17. Other cardiovascular diseases","75+","11.7","17"
"2015","ACT","Person","Prostate cancer","18. Prostate cancer","75+","10.9","18"
"2015","ACT","Person","Lower respiratory infections","19. Lower respiratory infections","75+","9.1","19"
"2015","ACT","Person","Other injuries","20. Other injuries","75+","9.1","20"
"2015","ACT","Person","Back pain and problems","21. Back pain and problems","75+","8.5","21"
"2015","ACT","Person","Asthma","22. Asthma","75+","7.6","22"
"2015","ACT","Person","Breast cancer","23. Breast cancer","75+","6.9","23"
"2015","ACT","Person","Interstitial lung disease","24. Interstitial lung disease","75+","6.6","24"
"2015","ACT","Person","Non-Hodgkin lymphoma","25. Non-Hodgkin lymphoma","75+","6.5","25"
"2015","ACT","Person","Hip fracture","26. Hip fracture","75+","6.2","26"
"2015","ACT","Person","Myeloma","27. Myeloma","75+","6","27"
"2015","ACT","Person","Traumatic brain injury","28. Traumatic brain injury","75+","5.5","28"
"2015","ACT","Person","Age-related macular degeneration","29. Age-related macular degeneration","75+","5.4","29"
"2015","ACT","Person","Unknown primary","30. Unknown primary","75+","5","30"
"2015","ACT","Person","Brain and CNS cancer","31. Brain and CNS cancer","75+","4.9","31"
"2015","ACT","Person","Oesophageal cancer","32. Oesophageal cancer","75+","4.8","32"
"2015","ACT","Person","Epilepsy","33. Epilepsy","75+","4.8","33"
"2015","ACT","Person","Severe tooth loss","34. Severe tooth loss","75+","4.7","34"
"2015","ACT","Person","Other fractures","35. Other fractures","75+","4.6","35"
"2015","ACT","Person","Bladder cancer","36. Bladder cancer","75+","4.2","36"
"2015","ACT","Person","Other cancers","37. Other cancers","75+","4.1","37"
"2015","ACT","Person","Other blood and metabolic disorders","38. Other blood and metabolic disorders","75+","4","38"
"2015","ACT","Person","Cardiomyopathy","39. Cardiomyopathy","75+","3.9","39"
"2015","ACT","Person","Mesothelioma","40. Mesothelioma","75+","3.8","40"
"2015","ACT","Person","Hypertensive heart disease","41. Hypertensive heart disease","75+","3.6","41"
"2015","ACT","Person","Gallbladder and bile duct disease","42. Gallbladder and bile duct disease","75+","3.6","42"
"2015","ACT","Person","Protein-energy deficiency","43. Protein-energy deficiency","75+","3.5","43"
"2015","ACT","Person","Kidney cancer","44. Kidney cancer","75+","3.5","44"
"2015","ACT","Person","Melanoma of the skin","45. Melanoma of the skin","75+","3.4","45"
"2015","ACT","Person","Other benign, insitu and uncertain neoplasms","46. Other benign, insitu and uncertain neoplasms","75+","3.2","46"
"2015","ACT","Person","Peripheral vascular disease","47. Peripheral vascular disease","75+","2.9","47"
"2015","ACT","Person","Acute myeloid leukaemia (AML)","48. Acute myeloid leukaemia (AML)","75+","2.7","48"
"2015","ACT","Person","Multiple sclerosis","49. Multiple sclerosis","75+","2.7","49"
"2015","ACT","Person","Periodontal disease","50. Periodontal disease","75+","2.6","50"
"2011","ACT","Person","Anxiety disorders","1. Anxiety disorders","0–24","6.4","1"
"2011","ACT","Person","Pre-term birth and low birth weight  complications","2. Pre-term birth and low birth weight  complications","0–24","4.4","2"
"2011","ACT","Person","Asthma","3. Asthma","0–24","4.2","3"
"2011","ACT","Person","Other injuries","4. Other injuries","0–24","3.7","4"
"2011","ACT","Person","Depressive disorders","5. Depressive disorders","0–24","3.1","5"
"2011","ACT","Person","Other neurological conditions","6. Other neurological conditions","0–24","2.5","6"
"2011","ACT","Person","Bipolar affective disorder","7. Bipolar affective disorder","0–24","2","7"
"2011","ACT","Person","Back pain and problems","8. Back pain and problems","0–24","1.8","8"
"2011","ACT","Person","Acne","9. Acne","0–24","1.7","9"
"2011","ACT","Person","Alcohol use disorders","10. Alcohol use disorders","0–24","1.6","10"
"2011","ACT","Person","Drug use disorders (excluding alcohol)","11. Drug use disorders (excluding alcohol)","0–24","1.6","11"
"2011","ACT","Person","Birth trauma and asphyxia","12. Birth trauma and asphyxia","0–24","1.5","12"
"2011","ACT","Person","Other disorders of infancy","13. Other disorders of infancy","0–24","1.5","13"
"2011","ACT","Person","Dermatitis and eczema","14. Dermatitis and eczema","0–24","1.3","14"
"2011","ACT","Person","Sudden infant death syndrome","15. Sudden infant death syndrome","0–24","1.3","15"
"2011","ACT","Person","Conduct disorder","16. Conduct disorder","0–24","1.3","16"
"2011","ACT","Person","Polycystic ovarian syndrome","17. Polycystic ovarian syndrome","0–24","1.2","17"
"2011","ACT","Person","Drowning and submersion injuries","18. Drowning and submersion injuries","0–24","1.2","18"
"2011","ACT","Person","Epilepsy","19. Epilepsy","0–24","1.1","19"
"2011","ACT","Person","Eating disorders","20. Eating disorders","0–24","1","20"
"2011","ACT","Person","Dental caries","21. Dental caries","0–24","1","21"
"2011","ACT","Person","Autism spectrum disorders","22. Autism spectrum disorders","0–24","1","22"
"2011","ACT","Person","Other musculoskeletal","23. Other musculoskeletal","0–24","0.8","23"
"2011","ACT","Person","Cardiovascular defects","24. Cardiovascular defects","0–24","0.8","24"
"2011","ACT","Person","Intellectual disability","25. Intellectual disability","0–24","0.8","25"
"2011","ACT","Person","Lower respiratory infections","26. Lower respiratory infections","0–24","0.8","26"
"2011","ACT","Person","Schizophrenia","27. Schizophrenia","0–24","0.7","27"
"2011","ACT","Person","Neural tube defects","28. Neural tube defects","0–24","0.7","28"
"2011","ACT","Person","Upper respiratory conditions","29. Upper respiratory conditions","0–24","0.7","29"
"2011","ACT","Person","Migraine","30. Migraine","0–24","0.7","30"
"2011","ACT","Person","Non-Hodgkin lymphoma","31. Non-Hodgkin lymphoma","0–24","0.7","31"
"2011","ACT","Person","Other blood and metabolic disorders","32. Other blood and metabolic disorders","0–24","0.6","32"
"2011","ACT","Person","Peripheral vascular disease","33. Peripheral vascular disease","0–24","0.6","33"
"2011","ACT","Person","Traumatic brain injury","34. Traumatic brain injury","0–24","0.6","34"
"2011","ACT","Person","Poisoning","35. Poisoning","0–24","0.6","35"
"2011","ACT","Person","Stroke","36. Stroke","0–24","0.6","36"
"2011","ACT","Person","Attention deficit hyperactivity disorder","37. Attention deficit hyperactivity disorder","0–24","0.6","37"
"2011","ACT","Person","Bowel cancer","38. Bowel cancer","0–24","0.5","38"
"2011","ACT","Person","Functional gastrointestinal disorders (FGID)","39. Functional gastrointestinal disorders (FGID)","0–24","0.5","39"
"2011","ACT","Person","Other gastrointestinal infections","40. Other gastrointestinal infections","0–24","0.5","40"
"2011","ACT","Person","Other fractures","41. Other fractures","0–24","0.4","41"
"2011","ACT","Person","Internal and crush injury","42. Internal and crush injury","0–24","0.4","42"
"2011","ACT","Person","Burn injuries","43. Burn injuries","0–24","0.4","43"
"2011","ACT","Person","Tibia and ankle fracture","44. Tibia and ankle fracture","0–24","0.3","44"
"2011","ACT","Person","Hearing loss","45. Hearing loss","0–24","0.3","45"
"2011","ACT","Person","Other mental and substance use disorders","46. Other mental and substance use disorders","0–24","0.3","46"
"2011","ACT","Person","Rheumatoid arthritis","47. Rheumatoid arthritis","0–24","0.3","47"
"2011","ACT","Person","Inflammatory bowel disease (IBD)","48. Inflammatory bowel disease (IBD)","0–24","0.3","48"
"2011","ACT","Person","Iron-deficiency anaemia","49. Iron-deficiency anaemia","0–24","0.3","49"
"2011","ACT","Person","Psoriasis","50. Psoriasis","0–24","0.3","50"
"2011","ACT","Person","Other musculoskeletal","1. Other musculoskeletal","25–74","12","1"
"2011","ACT","Person","Anxiety disorders","2. Anxiety disorders","25–74","10.3","2"
"2011","ACT","Person","Back pain and problems","3. Back pain and problems","25–74","10.3","3"
"2011","ACT","Person","Coronary heart disease","4. Coronary heart disease","25–74","8.4","4"
"2011","ACT","Person","Other injuries","5. Other injuries","25–74","6.5","5"
"2011","ACT","Person","Lung cancer","6. Lung cancer","25–74","5.8","6"
"2011","ACT","Person","Depressive disorders","7. Depressive disorders","25–74","5.6","7"
"2011","ACT","Person","COPD","8. COPD","25–74","5.4","8"
"2011","ACT","Person","Asthma","9. Asthma","25–74","4.9","9"
"2011","ACT","Person","Rheumatoid arthritis","10. Rheumatoid arthritis","25–74","4.8","10"
"2011","ACT","Person","Poisoning","11. Poisoning","25–74","4.4","11"
"2011","ACT","Person","Breast cancer","12. Breast cancer","25–74","4.2","12"
"2011","ACT","Person","Osteoarthritis","13. Osteoarthritis","25–74","4","13"
"2011","ACT","Person","Type 2 diabetes","14. Type 2 diabetes","25–74","3.3","14"
"2011","ACT","Person","Bowel cancer","15. Bowel cancer","25–74","3.2","15"
"2011","ACT","Person","Chronic liver disease","16. Chronic liver disease","25–74","3.1","16"
"2011","ACT","Person","Epilepsy","17. Epilepsy","25–74","3","17"
"2011","ACT","Person","Bipolar affective disorder","18. Bipolar affective disorder","25–74","2.8","18"
"2011","ACT","Person","Alcohol use disorders","19. Alcohol use disorders","25–74","2.7","19"
"2011","ACT","Person","Brain and CNS cancer","20. Brain and CNS cancer","25–74","2.6","20"
"2011","ACT","Person","Drug use disorders (excluding alcohol)","21. Drug use disorders (excluding alcohol)","25–74","2.5","21"
"2011","ACT","Person","Stroke","22. Stroke","25–74","2.3","22"
"2011","ACT","Person","Hearing loss","23. Hearing loss","25–74","2.2","23"
"2011","ACT","Person","Schizophrenia","24. Schizophrenia","25–74","2","24"
"2011","ACT","Person","Prostate cancer","25. Prostate cancer","25–74","1.9","25"
"2011","ACT","Person","Other cardiovascular diseases","26. Other cardiovascular diseases","25–74","1.8","26"
"2011","ACT","Person","Migraine","27. Migraine","25–74","1.8","27"
"2011","ACT","Person","Periodontal disease","28. Periodontal disease","25–74","1.6","28"
"2011","ACT","Person","Liver cancer","29. Liver cancer","25–74","1.5","29"
"2011","ACT","Person","Dementia","30. Dementia","25–74","1.5","30"
"2011","ACT","Person","Protein-energy deficiency","31. Protein-energy deficiency","25–74","1.5","31"
"2011","ACT","Person","Dermatitis and eczema","32. Dermatitis and eczema","25–74","1.5","32"
"2011","ACT","Person","Other cancers","33. Other cancers","25–74","1.4","33"
"2011","ACT","Person","Eating disorders","34. Eating disorders","25–74","1.4","34"
"2011","ACT","Person","Other neurological conditions","35. Other neurological conditions","25–74","1.4","35"
"2011","ACT","Person","Aortic aneurysm","36. Aortic aneurysm","25–74","1.3","36"
"2011","ACT","Person","Dental caries","37. Dental caries","25–74","1.3","37"
"2011","ACT","Person","Pancreatic cancer","38. Pancreatic cancer","25–74","1.2","38"
"2011","ACT","Person","Upper respiratory conditions","39. Upper respiratory conditions","25–74","1.2","39"
"2011","ACT","Person","Oesophageal cancer","40. Oesophageal cancer","25–74","1.2","40"
"2011","ACT","Person","Melanoma of the skin","41. Melanoma of the skin","25–74","1.1","41"
"2011","ACT","Person","Inflammatory bowel disease (IBD)","42. Inflammatory bowel disease (IBD)","25–74","1.1","42"
"2011","ACT","Person","Other congenital conditions","43. Other congenital conditions","25–74","1.1","43"
"2011","ACT","Person","Polycystic ovarian syndrome","44. Polycystic ovarian syndrome","25–74","1.1","44"
"2011","ACT","Person","Functional gastrointestinal disorders (FGID)","45. Functional gastrointestinal disorders (FGID)","25–74","1","45"
"2011","ACT","Person","Stomach cancer","46. Stomach cancer","25–74","1","46"
"2011","ACT","Person","Unknown primary","47. Unknown primary","25–74","1","47"
"2011","ACT","Person","Mesothelioma","48. Mesothelioma","25–74","1","48"
"2011","ACT","Person","Other blood and metabolic disorders","49. Other blood and metabolic disorders","25–74","1","49"
"2011","ACT","Person","Non-Hodgkin lymphoma","50. Non-Hodgkin lymphoma","25–74","0.9","50"
