"year","region","stateofresidence","category","indicator","characteristic","age","sex","cases","rate","rse","lowerconfidenceinterval","upperconfidenceinterval","comment","denominator","visualflag"
"2000","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","414","23","4.3","21.08","24.97",,"1798","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","870","51.7","2.4","49.34","54.11",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","404","24","4.3","21.98","26.06",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","408","24.3","4.3","22.21","26.31",,"1682","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","911","50.3","2.3","47.97","52.58",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","439","24.2","4.2","22.25","26.2",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","462","25.5","4","23.49","27.5",,"1812","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","905","48.6","2.4","46.28","50.82",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","470","25.2","4","23.24","27.19",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","489","26.2","3.9","24.24","28.23",,"1864","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","836","46.6","2.5","44.32","48.93",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","454","25.3","4.1","23.31","27.33",,"1793","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","503","28.1","3.8","25.97","30.13",,"1793","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","877","48.2","2.4","45.94","50.54",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","409","22.5","4.4","20.58","24.42",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","532","29.3","3.6","27.17","31.35",,"1818","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","952","47.8","2.3","45.6","49.98",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","443","22.2","4.2","20.41","24.07",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","597","30","3.4","27.96","31.98",,"1992","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","993","48.6","2.3","46.44","50.77",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","462","22.6","4.1","20.8","24.43",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","588","28.8","3.5","26.82","30.74",,"2043","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1006","48.9","2.3","46.72","51.04",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","476","23.1","4","21.31","24.95",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","576","28","3.5","26.05","29.93",,"2058","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1078","49.5","2.2","47.4","51.59",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","486","22.3","4","20.57","24.06",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","614","28.2","3.4","26.3","30.08",,"2178","No"
"2010","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","963","45","2.4","42.85","47.06",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","494","23.1","3.9","21.28","24.85",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","685","32","3.2","30","33.95",,"2142","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","913","41.8","2.5","39.75","43.89",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","522","23.9","3.8","22.12","25.7",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","748","34.3","3","32.27","36.26",,"2183","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1002","41.8","2.4","39.81","43.76",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","608","25.4","3.5","23.61","27.1",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","788","32.9","2.9","30.98","34.74",,"2398","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1028","42.3","2.4","40.29","44.22",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","601","24.7","3.5","22.99","26.42",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","804","33","2.9","31.18","34.91",,"2433","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1092","43.4","2.3","41.47","45.34",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","648","25.8","3.4","24.05","27.46",,"2516","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","776","30.8","3","29.04","32.65",,"2516","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1089","44.5","2.3","42.57","46.51",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","586","24","3.6","22.28","25.66",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","770","31.5","3","29.65","33.33",,"2445","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","1017","41.2","2.4","39.3","43.18",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","666","27","3.3","25.25","28.76",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","783","31.8","3","29.91","33.59",,"2466","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","944","40.6","2.5","38.57","42.56",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","594","25.5","3.5","23.75","27.3",,"2327","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","789","33.9","2.9","31.98","35.83",,"2327","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","844","37.1","2.7","35.11","39.08",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","617","27.1","3.4","25.29","28.95",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","814","35.8","2.8","33.81","37.75",,"2275","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by method of birth","Unassisted vaginal","0 to 85+","Female","909","39.1","2.6","37.15","41.12",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by method of birth","Instrumental vaginal","0 to 85+","Female","571","24.6","3.6","22.83","26.33",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by method of birth","Caesarean section","0 to 85+","Female","843","36.3","2.7","34.33","38.24",,"2323","Yes"
"2000","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1178","65.5","1.7","63.32","67.71",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","468","26","4","24","28.06",,"1798","No"
"2000","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","152","8.5","7.8","7.17","9.74",,"1798","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1149","68.3","1.7","66.09","70.54",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","386","22.9","4.5","20.94","24.96",,"1682","No"
"2001","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","147","8.7","7.9","7.39","10.09",,"1682","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1205","66.5","1.7","64.33","68.67",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","451","24.9","4.1","22.9","26.88",,"1812","No"
"2002","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","156","8.6","7.7","7.32","9.9",,"1812","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1229","65.9","1.7","63.78","68.09",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","465","24.9","4","22.98","26.91",,"1864","No"
"2003","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","170","9.1","7.3","7.81","10.43",,"1864","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1251","69.8","1.6","67.68","71.94",,"1792","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","359","20","4.7","18.18","21.89",,"1792","No"
"2004","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","182","10.2","7","8.76","11.55",,"1792","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1177","64.7","1.7","62.55","66.94",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","417","22.9","4.3","21","24.87",,"1818","No"
"2005","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","224","12.3","6.3","10.81","13.83",,"1818","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1321","66.3","1.6","64.24","68.39",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","443","22.2","4.2","20.41","24.07",,"1992","No"
"2006","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","228","11.4","6.2","10.05","12.84",,"1992","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1346","65.9","1.6","63.83","67.94",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","489","23.9","3.9","22.09","25.79",,"2043","No"
"2007","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","208","10.2","6.6","8.87","11.49",,"2043","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1341","65.2","1.6","63.1","67.22",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","501","24.3","3.9","22.49","26.2",,"2058","No"
"2008","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","216","10.5","6.4","9.17","11.82",,"2058","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1429","65.6","1.6","63.62","67.61",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","533","24.5","3.8","22.67","26.28",,"2178","No"
"2009","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","216","9.9","6.5","8.66","11.17",,"2178","No"
"2010","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1416","66.1","1.5","64.1","68.11",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","528","24.6","3.8","22.82","26.47",,"2142","Yes"
"2010","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","198","9.2","6.8","8.02","10.47",,"2142","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1347","61.7","1.7","59.66","63.74",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","593","27.2","3.5","25.3","29.03",,"2183","Yes"
"2011","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","243","11.1","6","9.81","12.45",,"2183","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1474","61.5","1.6","59.52","63.42",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","656","27.4","3.3","25.57","29.14",,"2398","Yes"
"2012","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","268","11.2","5.8","9.91","12.44",,"2398","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1435","59","1.7","57.03","60.94",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","723","29.7","3.1","27.9","31.53",,"2433","Yes"
"2013","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","275","11.3","5.7","10.04","12.56",,"2433","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1482","58.9","1.7","57","60.85",,"2515","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","742","29.5","3.1","27.72","31.29",,"2515","Yes"
"2014","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","291","11.6","5.5","10.32","12.82",,"2515","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1363","55.7","1.8","53.78","57.72",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","801","32.8","2.9","30.9","34.62",,"2445","Yes"
"2015","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","281","11.5","5.6","10.23","12.76",,"2445","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1310","53.1","1.9","51.15","55.09",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","868","35.2","2.7","33.31","37.08",,"2466","Yes"
"2016","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","288","11.7","5.5","10.41","12.95",,"2466","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1155","49.7","2.1","47.62","51.69",,"2326","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","888","38.2","2.6","36.2","40.15",,"2326","Yes"
"2017","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","283","12.2","5.6","10.84","13.5",,"2326","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1102","48.4","2.2","46.39","50.49",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","882","38.8","2.6","36.77","40.77",,"2275","Yes"
"2018","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","291","12.8","5.5","11.42","14.16",,"2275","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Spontaneous onset of labour","0 to 85+","Female","1100","47.4","2.2","45.32","49.38",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by onset of labour","Induced onset of labour","0 to 85+","Female","895","38.5","2.6","36.55","40.51",,"2323","Yes"
"2019","ACT","ACT","Mothers and babies","First time mothers by onset of labour","No labour","0 to 85+","Female","328","14.1","5.1","12.7","15.54",,"2323","Yes"
"2000","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","40","9.6","15.7","6.65","12.57",,"4163","No"
"2001","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","35","9","16.8","6.03","11.97",,"3887","No"
"2002","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","34","8.4","17.1","5.59","11.21",,"4047","No"
"2003","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","55","13.4","13.4","9.87","16.89",,"4111","No"
"2004","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","44","10.7","15","7.56","13.85",,"4110","No"
"2005","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","49","11.4","14.2","8.26","14.63",,"4282","No"
"2006","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","51","11.1","13.9","8.1","14.19",,"4576","No"
"2007","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","48","10.4","14.4","7.46","13.3",,"4623","No"
"2008","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","59","12.3","12.9","9.18","15.42",,"4796","No"
"2009","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","36","7.4","16.6","4.96","9.75",,"4894","No"
"2010","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","57","11.5","13.2","8.49","14.41",,"4978","Yes"
"2011","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","39","8.1","15.9","5.54","10.59",,"4836","Yes"
"2012","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","56","10.6","13.3","7.87","13.42",,"5259","Yes"
"2013","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","41","7.6","15.6","5.32","9.98",,"5360","Yes"
"2014","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","59","10.7","12.9","7.96","13.38",,"5530","Yes"
"2015","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","46","8.3","14.7","5.92","10.71",,"5532","Yes"
"2016","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","54","9.5","13.5","6.98","12.02",,"5685","Yes"
"2017","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","56","10.4","13.3","7.69","13.11",,"5386","Yes"
"2018","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","51","9.9","13.9","7.2","12.61",,"5149","Yes"
"2019","ACT","ACT","Mothers and babies","Perinatal death rate, per 1000 births","Perinatal deaths","0","Person","42","7.8","15.4","5.44","10.12",,"5399","Yes"
"2000","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","602","15.4","3.7","14.28","16.55",,"3905","No"
"2000","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3303","84.6","0.7","83.45","85.72",,"3905","No"
"2001","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","556","15.1","3.9","13.92","16.24",,"3687","No"
"2001","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3131","84.9","0.7","83.76","86.08",,"3687","No"
"2002","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","569","14.7","3.9","13.54","15.77",,"3882","No"
"2002","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3313","85.3","0.7","84.23","86.46",,"3882","No"
"2003","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","486","12","4.3","11","13",,"4050","No"
"2003","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3564","88","0.6","87","89",,"4050","No"
"2004","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","614","15.4","3.7","14.29","16.54",,"3983","No"
"2004","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3369","84.6","0.7","83.46","85.71",,"3983","No"
"2005","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","584","13.8","3.8","12.79","14.88",,"4221","No"
"2005","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3637","86.2","0.6","85.12","87.21",,"4221","No"
"2006","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","615","13.7","3.7","12.72","14.74",,"4480","No"
"2006","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3865","86.3","0.6","85.26","87.28",,"4480","No"
"2007","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","568","12.5","3.9","11.53","13.46",,"4546","No"
"2007","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","3978","87.5","0.6","86.54","88.47",,"4546","No"
"2008","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","607","12.9","3.8","11.98","13.9",,"4690","No"
"2008","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4083","87.1","0.6","86.1","88.02",,"4690","No"
"2009","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","510","10.7","4.2","9.81","11.56",,"4774","No"
"2009","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4264","89.3","0.5","88.44","90.19",,"4774","No"
"2010","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","515","10.5","4.2","9.69","11.41",,"4883","Yes"
"2010","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4368","89.5","0.5","88.59","90.31",,"4883","Yes"
"2011","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","442","9.3","4.5","8.48","10.13",,"4749","Yes"
"2011","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4307","90.7","0.5","89.87","91.52",,"4749","Yes"
"2012","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","368","7.1","5","6.4","7.8",,"5182","Yes"
"2012","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4814","92.9","0.4","92.2","93.6",,"5182","Yes"
"2013","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","299","5.7","5.6","5.05","6.3",,"5270","Yes"
"2013","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4971","94.3","0.3","93.7","94.95",,"5270","Yes"
"2014","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","368","6.8","5","6.09","7.42",,"5446","Yes"
"2014","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","5078","93.2","0.4","92.58","93.91",,"5446","Yes"
"2015","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","360","6.6","5.1","5.96","7.28",,"5437","Yes"
"2015","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","5077","93.4","0.4","92.72","94.04",,"5437","Yes"
"2016","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","285","5.1","5.8","4.52","5.68",,"5589","Yes"
"2016","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","5304","94.9","0.3","94.32","95.48",,"5589","Yes"
"2017","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","287","5.4","5.7","4.81","6.03",,"5295","Yes"
"2017","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","5008","94.6","0.3","93.97","95.19",,"5295","Yes"
"2018","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","248","4.9","6.2","4.3","5.49",,"5064","Yes"
"2018","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","4816","95.1","0.3","94.51","95.7",,"5064","Yes"
"2019","ACT","ACT","Mothers and babies","Smoking during pregnancy","Smoker","0 to 85+","Female","250","4.7","6.2","4.14","5.28",,"5308","Yes"
"2019","ACT","ACT","Mothers and babies","Smoking during pregnancy","Non-Smoker","0 to 85+","Female","5058","95.3","0.3","94.72","95.86",,"5308","Yes"
"2000","ACT","ACT","Mothers and babies","Smoking during pregnancy by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander","0 to 85+","Female","20","57.1","14.6","40.75","73.54",,"35","No"
"2000","ACT","ACT","Mothers and babies","Smoking during pregnancy by Aboriginal and Torres Strait Islander status","Non-Aboriginal or Torres Strait Islander","0 to 85+","Female","581","15","3.8","13.9","16.15",,"3866","No"
"2001","ACT","ACT","Mothers and babies","Smoking during pregnancy by Aboriginal and Torres Strait Islander status","Aboriginal and Torres Strait Islander","0 to 85+","Female","15","38.5","20.3","23.19","53.73",,"39","No"
