"licencenumber","licencecode","licencetype","licenseeorg","liccount","lictotal","licensees","tradingnames","address","suburb","state","postcode","dateexpiry","dateissued"
"17718652","SEMP","1C - act as a crowd controller","Individual","2","2","Alexander Stephen COCHRANE",,,,,,"2025-08-11T00:00:00.000","2013-08-12T00:00:00.000"
"17721186","SEMP","1C - act as a crowd controller","Individual","2","2","Lual Akau Ayuen DENG",,,,,,"2025-08-11T00:00:00.000","2016-08-01T00:00:00.000"
"17728429","SEMP","2D - give advice about security equipment","Individual","3","3","John Barry WHITTON",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17701676","SEMP","2B - sell security equipment","Individual","1","4","Eduard  DE SMETH",,,,,,"2025-08-11T00:00:00.000","1998-07-22T00:00:00.000"
"17721186","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Lual Akau Ayuen DENG",,,,,,"2025-08-11T00:00:00.000","2016-08-01T00:00:00.000"
"17727113","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Asim  ISHTIAQ",,,,,,"2025-08-11T00:00:00.000","2021-05-12T00:00:00.000"
"17726676","SEMP","1C - act as a crowd controller","Individual","2","4","Francois Frederickus LE GRANGE",,,,,,"2025-08-11T00:00:00.000","2020-12-18T00:00:00.000"
"17728427","SEMP","2B - sell security equipment","Individual","1","3","Michael David JONES",,,,,,"2025-08-11T00:00:00.000","2022-08-12T00:00:00.000"
"17718573","SEMP","1C - act as a crowd controller","Individual","2","2","Zahed Al  BATEN",,,,,,"2025-08-10T00:00:00.000","2013-07-11T00:00:00.000"
"20000444","MVR","Traders","Individual","2","2","Carmelo  SGROI","Car Mechanical Services","2/82 Kalgoorlie Crescent","FISHER","ACT","2611","2025-08-10T00:00:00.000","2020-08-11T00:00:00.000"
"17502403","SMAS","Security Master","Company","1","1","FS SOLUTIONS (ACT) PTY LTD","FS SOLUTIONS (ACT) PTY LTD","C/O Equity Partners Mode 3, Unit 126/24 Lonsdale Street","BRADDON","ACT","2612","2025-08-10T00:00:00.000","2016-06-20T00:00:00.000"
"17502127","SMAS","Security Master","Company","1","1","DAINTREE ELECTRONICS PTY LTD","Daintree Electronics Pty Ltd","4 Apperly Close","KAMBAH","ACT","2902","2025-08-10T00:00:00.000","2012-07-13T00:00:00.000"
"17722001","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Bonnie Louise TYLER",,,,,,"2025-08-10T00:00:00.000","2017-05-18T00:00:00.000"
"17722001","SEMP","1C - act as a crowd controller","Individual","2","2","Bonnie Louise TYLER",,,,,,"2025-08-10T00:00:00.000","2017-05-18T00:00:00.000"
"17707582","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Peter  KUZMA",,,,,,"2025-08-10T00:00:00.000","2003-08-12T00:00:00.000"
"17718573","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Zahed Al  BATEN",,,,,,"2025-08-10T00:00:00.000","2013-07-11T00:00:00.000"
"17723462","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Samaan Fereh Nessem ATTIA",,,,,,"2025-08-10T00:00:00.000","2018-07-26T00:00:00.000"
"17707582","SEMP","1C - act as a crowd controller","Individual","2","2","Peter  KUZMA",,,,,,"2025-08-10T00:00:00.000","2003-08-12T00:00:00.000"
"20000444","MVR","Traders","Individual","1","2","Carmelo  SGROI","Car Mechanical Services","4 Kapunda Street","FISHER","ACT","2611","2025-08-10T00:00:00.000","2020-08-11T00:00:00.000"
"17723462","SEMP","1C - act as a crowd controller","Individual","2","2","Samaan Fereh Nessem ATTIA",,,,,,"2025-08-10T00:00:00.000","2018-07-26T00:00:00.000"
"17707505","SEMP","2B - sell security equipment","Individual","1","4","Richard John DAINTREE",,,,,,"2025-08-09T00:00:00.000","1998-07-16T00:00:00.000"
"17727386","SEMP","1C - act as a crowd controller","Individual","2","2","Shivam  GUPTA",,,,,,"2025-08-09T00:00:00.000","2021-08-02T00:00:00.000"
"17707505","SEMP","2D - give advice about security equipment","Individual","3","4","Richard John DAINTREE",,,,,,"2025-08-09T00:00:00.000","1998-07-16T00:00:00.000"
"17707505","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Richard John DAINTREE",,,,,,"2025-08-09T00:00:00.000","1998-07-16T00:00:00.000"
"17501831","SMAS","Security Master","Company","1","1","TYCO AUSTRALIA GROUP PTY LTD","ADT Security","38/38-46 South Street","RYDALMERE","NSW","2116","2025-08-09T00:00:00.000","2009-02-11T00:00:00.000"
"17727386","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Shivam  GUPTA",,,,,,"2025-08-09T00:00:00.000","2021-08-02T00:00:00.000"
"17707505","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Richard John DAINTREE",,,,,,"2025-08-09T00:00:00.000","1998-07-16T00:00:00.000"
"17717366","SEMP","2A - acts as a security consultant","Individual","2","4","Simon John AUSTON",,,,,,"2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","6","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","A 2/8 Rogers Street","PORT MELBOURNE","VIC","3207","2025-08-08T00:00:00.000",
"17717366","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","3","4","Simon John AUSTON",,,,,,"2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","1","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","9 Penney Place","QUEANBEYAN","NSW","2620","2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","2","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","Unit 5, 23 Brindabella Circuit Brindabella Business Park","PIALLIGO","ACT","2609","2025-08-08T00:00:00.000",
"17717366","SEMP","1C - act as a crowd controller","Individual","1","4","Simon John AUSTON",,,,,,"2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","5","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","40 Wickham Street","EAST PERTH","WA","6004","2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","3","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","91 Phillips Street","PARRAMATTA","NSW","2150","2025-08-08T00:00:00.000",
"17501793","SMAS","Security Master","Company","4","6","SECOM TECHNICAL SERVICES PTY LTD","Secom Technical Services Pty Ltd","Level 1, 176 Montague Street","WEST END","QLD","4101","2025-08-08T00:00:00.000",
"17721185","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Muhammad Adnan KHAN",,,,,,"2025-08-08T00:00:00.000","2016-08-01T00:00:00.000"
"17721185","SEMP","1C - act as a crowd controller","Individual","2","2","Muhammad Adnan KHAN",,,,,,"2025-08-08T00:00:00.000","2016-08-01T00:00:00.000"
"17717366","SEMP","1B - act as a bodyguard","Individual","4","4","Simon John AUSTON",,,,,,"2025-08-08T00:00:00.000",
"17717669","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Gordon Douglas BOWEN",,,,,,"2025-08-07T00:00:00.000",
"17717658","SEMP","1C - act as a crowd controller","Individual","2","2","Adam James SOLMAN",,,,,,"2025-08-06T00:00:00.000","2012-08-06T00:00:00.000"
"17717658","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Adam James SOLMAN",,,,,,"2025-08-06T00:00:00.000","2012-08-06T00:00:00.000"
"17712063","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Kym Maree WALDRON",,,,,,"2025-08-06T00:00:00.000","2008-08-07T00:00:00.000"
"17712063","SEMP","1C - act as a crowd controller","Individual","2","2","Kym Maree WALDRON",,,,,,"2025-08-06T00:00:00.000","2008-08-07T00:00:00.000"
"20000442","SHD","Traders","Company","2","2","THE GREEN SHED PTY LTD","THE GREEN SHED SHOP","Garema Court 180 City Walk","CITY","ACT","2601","2025-08-05T00:00:00.000","2020-08-06T00:00:00.000"
"20000442","SHD","Traders","Company","1","2","THE GREEN SHED PTY LTD","THE GREEN SHED SHOP","Resource Management Centre Flemington Road","MITCHELL","ACT","2911","2025-08-05T00:00:00.000","2020-08-06T00:00:00.000"
"17707530","SEMP","1C - act as a crowd controller","Individual","2","2","Philip Keith CHOWN",,,,,,"2025-08-04T00:00:00.000","2003-07-31T00:00:00.000"
"17724703","SEMP","1C - act as a crowd controller","Individual","2","2","Zsolt  HORVATH",,,,,,"2025-08-04T00:00:00.000","2019-07-22T00:00:00.000"
"17707530","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Philip Keith CHOWN",,,,,,"2025-08-04T00:00:00.000","2003-07-31T00:00:00.000"
"17724703","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Zsolt  HORVATH",,,,,,"2025-08-04T00:00:00.000","2019-07-22T00:00:00.000"
"17707539","SEMP","2A - acts as a security consultant","Individual","5","5","Craig John MANCE",,,,,,"2025-08-03T00:00:00.000","2003-08-08T00:00:00.000"
"17707539","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","5","Craig John MANCE",,,,,,"2025-08-03T00:00:00.000","2003-08-08T00:00:00.000"
"17707539","SEMP","2D - give advice about security equipment","Individual","4","5","Craig John MANCE",,,,,,"2025-08-03T00:00:00.000","2003-08-08T00:00:00.000"
"17713360","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Dayna Brook HULME",,,,,,"2025-08-03T00:00:00.000","2009-07-31T00:00:00.000"
"17713360","SEMP","1C - act as a crowd controller","Individual","2","2","Dayna Brook HULME",,,,,,"2025-08-03T00:00:00.000","2009-07-31T00:00:00.000"
"17716525","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Hem  CHANDRA",,,,,,"2025-08-03T00:00:00.000","2011-08-04T00:00:00.000"
"17707539","SEMP","2B - sell security equipment","Individual","1","5","Craig John MANCE",,,,,,"2025-08-03T00:00:00.000","2003-08-08T00:00:00.000"
"17707539","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","3","5","Craig John MANCE",,,,,,"2025-08-03T00:00:00.000","2003-08-08T00:00:00.000"
"17727390","SEMP","2B - sell security equipment","Individual","1","4","Callum Brett DENNIS",,,,,,"2025-08-02T00:00:00.000","2021-08-03T00:00:00.000"
"17727390","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Callum Brett DENNIS",,,,,,"2025-08-02T00:00:00.000","2021-08-03T00:00:00.000"
"17727390","SEMP","2D - give advice about security equipment","Individual","3","4","Callum Brett DENNIS",,,,,,"2025-08-02T00:00:00.000","2021-08-03T00:00:00.000"
"17727390","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Callum Brett DENNIS",,,,,,"2025-08-02T00:00:00.000","2021-08-03T00:00:00.000"
"17728413","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","1","1","Thomas Joel ALLENSPACH",,,,,,"2025-08-01T00:00:00.000","2022-08-02T00:00:00.000"
"17502609","SMAS","Security Master","Company","1","1","WILSON AVIATION SERVICES PTY LTD","Wilson Aviation Services Pty Ltd","6 ENGLISH ST","ESSENDON FIELDS","VIC","3041","2025-08-01T00:00:00.000","2019-08-02T00:00:00.000"
"17721189","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Angela Joy WILSON",,,,,,"2025-08-01T00:00:00.000","2016-08-02T00:00:00.000"
"17701023","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Shane John REID",,,,,,"2025-08-01T00:00:00.000","1998-05-21T00:00:00.000"
"17721189","SEMP","1C - act as a crowd controller","Individual","2","2","Angela Joy WILSON",,,,,,"2025-08-01T00:00:00.000","2016-08-02T00:00:00.000"
"17727254","SEMP","1C - act as a crowd controller","Individual","2","2","Brett  THISTLETHWAITE",,,,,,"2025-07-31T00:00:00.000","2021-06-24T00:00:00.000"
"17710029","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Ross Michael SMITH",,,,,,"2025-07-31T00:00:00.000","2006-08-01T00:00:00.000"
"17723246","SEMP","1C - act as a crowd controller","Individual","1","2","Muhammad  JAWAD",,,,,,"2025-07-31T00:00:00.000","2018-05-18T00:00:00.000"
"17727254","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Brett  THISTLETHWAITE",,,,,,"2025-07-31T00:00:00.000","2021-06-24T00:00:00.000"
"17723377","SEMP","1C - act as a crowd controller","Individual","1","3","Paul Andrew BARRETT",,,,,,"2025-07-31T00:00:00.000","2018-06-28T00:00:00.000"
"17723377","SEMP","1E - act as a monitoring centre operator","Individual","2","3","Paul Andrew BARRETT",,,,,,"2025-07-31T00:00:00.000","2018-06-28T00:00:00.000"
"20000410","MVR","Traders","Company","1","1","AAO JEE GROUP PTY LTD","EVERYDAY AUTO REPAIR AND TYRES","Unit 2, 5 Felton Street","MITCHELL","ACT","2911","2025-07-31T00:00:00.000","2020-08-01T00:00:00.000"
"17723377","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","3","3","Paul Andrew BARRETT",,,,,,"2025-07-31T00:00:00.000","2018-06-28T00:00:00.000"
"17723246","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","2","Muhammad  JAWAD",,,,,,"2025-07-31T00:00:00.000","2018-05-18T00:00:00.000"
"17726267","SEMP","1C - act as a crowd controller","Individual","3","3","Garth Anthony TERLICH",,,,,,"2025-07-29T00:00:00.000","2020-07-30T00:00:00.000"
"17724511","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Jure Antony GRUBISIC",,,,,,"2025-07-29T00:00:00.000","2019-06-04T00:00:00.000"
"17701681","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","James Russell FISHER",,,,,,"2025-07-29T00:00:00.000","1998-07-22T00:00:00.000"
"17701681","SEMP","2D - give advice about security equipment","Individual","3","4","James Russell FISHER",,,,,,"2025-07-29T00:00:00.000","1998-07-22T00:00:00.000"
"17724511","SEMP","1C - act as a crowd controller","Individual","2","2","Jure Antony GRUBISIC",,,,,,"2025-07-29T00:00:00.000","2019-06-04T00:00:00.000"
"17723468","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Sean Alan BROWN",,,,,,"2025-07-29T00:00:00.000","2018-07-30T00:00:00.000"
"17726267","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Garth Anthony TERLICH",,,,,,"2025-07-29T00:00:00.000","2020-07-30T00:00:00.000"
"17701681","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","James Russell FISHER",,,,,,"2025-07-29T00:00:00.000","1998-07-22T00:00:00.000"
"17701681","SEMP","2B - sell security equipment","Individual","1","4","James Russell FISHER",,,,,,"2025-07-29T00:00:00.000","1998-07-22T00:00:00.000"
"17726267","SEMP","1B - act as a bodyguard","Individual","2","3","Garth Anthony TERLICH",,,,,,"2025-07-29T00:00:00.000","2020-07-30T00:00:00.000"
"17720384","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Andrew Arthur MCLEAY",,,,,,"2025-07-28T00:00:00.000","2015-07-29T00:00:00.000"
"17720384","SEMP","1C - act as a crowd controller","Individual","2","2","Andrew Arthur MCLEAY",,,,,,"2025-07-28T00:00:00.000","2015-07-29T00:00:00.000"
"17502814","SMAS","Security Master","Company","1","1","ZUBIX SECURITY PTY LTD","Zubix Security Pty Ltd","158 ROBEY AV","MIDDLETON GRANGE","NSW","2171","2025-07-28T00:00:00.000","2022-07-29T00:00:00.000"
"17728405","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Kareem Ahmed SYED",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17728405","SEMP","1C - act as a crowd controller","Individual","2","3","Kareem Ahmed SYED",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17728405","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Kareem Ahmed SYED",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17728406","SEMP","1C - act as a crowd controller","Individual","3","3","Craig Lee GREENWOOD",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17728406","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Craig Lee GREENWOOD",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17728406","SEMP","1B - act as a bodyguard","Individual","2","3","Craig Lee GREENWOOD",,,,,,"2025-07-27T00:00:00.000","2022-07-28T00:00:00.000"
"17501839","SMAS","Security Master","Company","1","1","REDDAWN AUSTRALIA PTY LTD","Reddawn Australia Pty Ltd","Office Annex, Building C 60-66 Perry Street","MATRAVILLE","NSW","2036","2025-07-26T00:00:00.000","2009-03-19T00:00:00.000"
"17715317","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","1","1","Anthony Alan COURT",,,,,,"2025-07-26T00:00:00.000","2010-07-27T00:00:00.000"
"17501029","SMAS","Security Master","Company","1","1","COMPLETE LOCK AND SECURITY SERVICES PTY LTD","C.L.A.S.S Locksmiths, Complete Lock and Safe Services","51-55 Kembla Street","FYSHWICK","ACT","2609","2025-07-26T00:00:00.000","1998-07-22T00:00:00.000"
"20000440","MVR","Traders","Company","2","2","SOUTHSUB PTY LTD","Subaru Canberra","142 Melrose Drive","PHILLIP","ACT","2606","2025-07-26T00:00:00.000","2020-07-27T00:00:00.000"
"20000440","MVD","Traders","Company","1","2","SOUTHSUB PTY LTD","Subaru Canberra","142 Melrose Drive","PHILLIP","ACT","2606","2025-07-26T00:00:00.000","2020-07-27T00:00:00.000"
"17726448","SEMP","2C - carry out surveys and inspections of security equipment","Individual","4","4","Nathan John  SMITH",,,,,,"2025-07-25T00:00:00.000","2020-09-17T00:00:00.000"
"17726448","SEMP","2B - sell security equipment","Individual","1","4","Nathan John  SMITH",,,,,,"2025-07-25T00:00:00.000","2020-09-17T00:00:00.000"
"17726448","SEMP","2D - give advice about security equipment","Individual","2","4","Nathan John  SMITH",,,,,,"2025-07-25T00:00:00.000","2020-09-17T00:00:00.000"
"17726448","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","3","4","Nathan John  SMITH",,,,,,"2025-07-25T00:00:00.000","2020-09-17T00:00:00.000"
"17721167","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","2","Prasi  Khoe Khoe",,,,,,"2025-07-25T00:00:00.000","2016-07-26T00:00:00.000"
"17726218","SEMP","1D - guard with a dog","Individual","3","3","Abuzeid Alnour Ali ABUZEID",,,,,,"2025-07-25T00:00:00.000","2020-07-16T00:00:00.000"
"17726218","SEMP","1C - act as a crowd controller","Individual","2","3","Abuzeid Alnour Ali ABUZEID",,,,,,"2025-07-25T00:00:00.000","2020-07-16T00:00:00.000"
"17726218","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Abuzeid Alnour Ali ABUZEID",,,,,,"2025-07-25T00:00:00.000","2020-07-16T00:00:00.000"
"17721167","SEMP","1C - act as a crowd controller","Individual","1","2","Prasi  Khoe Khoe",,,,,,"2025-07-25T00:00:00.000","2016-07-26T00:00:00.000"
"17715264","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","In Cheol  JEON",,,,,,"2025-07-25T00:00:00.000","2010-07-13T00:00:00.000"
"17502036","SMAS","Security Master","Company","1","1","ARA Security Services Pty Ltd","E.C.S Services","UNIT 1 9 LITHGOW ST","FYSHWICK","ACT","2609","2025-07-24T00:00:00.000",
"17721166","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Liam  BROWNE",,,,,,"2025-07-24T00:00:00.000","2016-07-25T00:00:00.000"
"17721147","SEMP","2B - sell security equipment","Individual","1","4","Amy Maree LUCERNE",,,,,,"2025-07-23T00:00:00.000",
"17721147","SEMP","2E - install, maintain, monitor, repair or service security equipment","Individual","4","4","Amy Maree LUCERNE",,,,,,"2025-07-23T00:00:00.000",
"17721147","SEMP","2D - give advice about security equipment","Individual","3","4","Amy Maree LUCERNE",,,,,,"2025-07-23T00:00:00.000",
"17721147","SEMP","2C - carry out surveys and inspections of security equipment","Individual","2","4","Amy Maree LUCERNE",,,,,,"2025-07-23T00:00:00.000",
"17727361","SEMP","1E - act as a monitoring centre operator","Individual","1","3","Aizad  RAZA",,,,,,"2025-07-22T00:00:00.000","2021-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","8","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","88 Prospect Court","PHILLIP","ACT","2606","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","4","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","170 Melrose Drive","PHILLIP","ACT","2606","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"17727361","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","2","3","Aizad  RAZA",,,,,,"2025-07-22T00:00:00.000","2021-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","12","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","174 Melrose Drive","PHILLIP","ACT","2606","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"17727361","SEMP","1C - act as a crowd controller","Individual","3","3","Aizad  RAZA",,,,,,"2025-07-22T00:00:00.000","2021-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","10","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","158 Melrose Drive","PHILLIP","ACT","2606","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","2","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","Cnr Cohen & Josephson Streets","BELCONNEN","ACT","2617","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"20000228","MVR","Traders","Company","6","12","MCGRATH CANBERRA PTY LTD","Mercedes Benz Canberra, John McGrath Auto Group","3 Tom Price Street","FYSHWICK","ACT","2609","2025-07-22T00:00:00.000","2020-07-23T00:00:00.000"
"17728367","SEMP","1C - act as a crowd controller","Individual","2","3","Lachlan Anthony WARD",,,,,,"2025-07-21T00:00:00.000","2022-07-22T00:00:00.000"
"17727194","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Pankaj Kumar  .",,,,,,"2025-07-21T00:00:00.000","2021-06-02T00:00:00.000"
"17721165","SEMP","1C - act as a crowd controller","Individual","2","2","Lesley Catherine JAATINEN",,,,,,"2025-07-21T00:00:00.000","2016-07-22T00:00:00.000"
"17727194","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Pankaj Kumar  .",,,,,,"2025-07-21T00:00:00.000","2021-06-02T00:00:00.000"
"17727194","SEMP","1C - act as a crowd controller","Individual","2","3","Pankaj Kumar  .",,,,,,"2025-07-21T00:00:00.000","2021-06-02T00:00:00.000"
"17727348","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Damian-Jae Christopher DE GROOT",,,,,,"2025-07-21T00:00:00.000","2021-07-22T00:00:00.000"
"17727348","SEMP","1C - act as a crowd controller","Individual","2","2","Damian-Jae Christopher DE GROOT",,,,,,"2025-07-21T00:00:00.000","2021-07-22T00:00:00.000"
"17721165","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Lesley Catherine JAATINEN",,,,,,"2025-07-21T00:00:00.000","2016-07-22T00:00:00.000"
"17728367","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Lachlan Anthony WARD",,,,,,"2025-07-21T00:00:00.000","2022-07-22T00:00:00.000"
"17728367","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Lachlan Anthony WARD",,,,,,"2025-07-21T00:00:00.000","2022-07-22T00:00:00.000"
"17726193","SEMP","1C - act as a crowd controller","Individual","2","3","Nikita Kirankumar  PATEL",,,,,,"2025-07-20T00:00:00.000","2020-07-06T00:00:00.000"
"17726193","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Nikita Kirankumar  PATEL",,,,,,"2025-07-20T00:00:00.000","2020-07-06T00:00:00.000"
"17720815","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Lee  PUKLOWSKI",,,,,,"2025-07-20T00:00:00.000","2016-02-17T00:00:00.000"
"17721125","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","2","Aran  ERDEBILLI",,,,,,"2025-07-20T00:00:00.000","2016-07-11T00:00:00.000"
"17720815","SEMP","1C - act as a crowd controller","Individual","2","2","Lee  PUKLOWSKI",,,,,,"2025-07-20T00:00:00.000","2016-02-17T00:00:00.000"
"17721125","SEMP","1C - act as a crowd controller","Individual","2","2","Aran  ERDEBILLI",,,,,,"2025-07-20T00:00:00.000","2016-07-11T00:00:00.000"
"17726193","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Nikita Kirankumar  PATEL",,,,,,"2025-07-20T00:00:00.000","2020-07-06T00:00:00.000"
"17727340","SEMP","1C - act as a crowd controller","Individual","2","3","Satyen  SHARMA",,,,,,"2025-07-19T00:00:00.000","2021-07-20T00:00:00.000"
"17727340","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Satyen  SHARMA",,,,,,"2025-07-19T00:00:00.000","2021-07-20T00:00:00.000"
"17727340","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Satyen  SHARMA",,,,,,"2025-07-19T00:00:00.000","2021-07-20T00:00:00.000"
"17728385","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Muhammad  ALI",,,,,,"2025-07-18T00:00:00.000","2022-07-19T00:00:00.000"
"17728385","SEMP","1E - act as a monitoring centre operator","Individual","3","3","Muhammad  ALI",,,,,,"2025-07-18T00:00:00.000","2022-07-19T00:00:00.000"
"17710395","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","3","Dilraj  MUHAMMAD",,,,,,"2025-07-18T00:00:00.000","2007-01-11T00:00:00.000"
"17710395","SEMP","1C - act as a crowd controller","Individual","2","3","Dilraj  MUHAMMAD",,,,,,"2025-07-18T00:00:00.000","2007-01-11T00:00:00.000"
"17710395","SEMP","2A - acts as a security consultant","Individual","3","3","Dilraj  MUHAMMAD",,,,,,"2025-07-18T00:00:00.000","2007-01-11T00:00:00.000"
"17728385","SEMP","1C - act as a crowd controller","Individual","2","3","Muhammad  ALI",,,,,,"2025-07-18T00:00:00.000","2022-07-19T00:00:00.000"
"17723430","SEMP","2B - sell security equipment","Individual","3","8","Yevette Yee Wei HO",,,,,,"2025-07-17T00:00:00.000","2018-07-17T00:00:00.000"
"17723430","SEMP","2C - carry out surveys and inspections of security equipment","Individual","1","8","Yevette Yee Wei HO",,,,,,"2025-07-17T00:00:00.000","2018-07-17T00:00:00.000"
"17723430","SEMP","1B - act as a bodyguard","Individual","5","8","Yevette Yee Wei HO",,,,,,"2025-07-17T00:00:00.000","2018-07-17T00:00:00.000"
"17717563","SEMP","1C - act as a crowd controller","Individual","2","2","Daifalla  SAID",,,,,,"2025-07-17T00:00:00.000","2012-07-03T00:00:00.000"
"17723339","SEMP","1A - patrol, guard, watch or protect property (including cash in transit)","Individual","1","1","Lochlan William CHENEY",,,,,,"2025-07-17T00:00:00.000","2018-06-14T00:00:00.000"
"17717586","SEMP","1E - act as a monitoring centre operator","Individual","2","2","Geoffrey John ROSE",,,,,,"2025-07-17T00:00:00.000","2012-07-13T00:00:00.000"
