"year","region","category","indicator","characteristic","age","sex","result","unit","significants_g","comments","table"
"2016","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.4","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","9.1","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.6","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.4","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.8","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.3","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","7.4","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","5.8","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.7","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.2","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","6.8","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Males","8.1","Per cent",,"#","S.12"
"2007","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.5","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.5","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.6","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.1","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","10.2","Per cent",,"#","S.12"
"2007","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.1","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","6.7","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.7","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.9","Per cent",,"#","S.12"
"2007","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.3","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.9","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.2","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.5","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.3","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.1","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.2","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","10.8","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.3","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.1","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.6","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","6.8","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.2","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.1","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.9","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.3","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.9","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","3.2","Per cent",,"*","S.12"
"2010","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","5.5","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","4.9","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.5","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.4","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.5","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","6","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.2","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","10.3","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","10.4","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.4","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","7.5","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","8.3","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Females","9.8","Per cent",,"#","S.12"
"2007","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.2","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.4","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.1","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.2","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","9.3","Per cent",,"#","S.12"
"2007","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.9","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.8","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.5","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.8","Per cent",,"#","S.12"
"2007","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.8","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.9","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.4","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","5.7","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.1","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.3","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","9.9","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","9","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.8","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.2","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.8","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.6","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.5","Per cent",,"#","S.12"
"2007","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.3","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.4","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.9","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.2","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","10.4","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","4.5","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","4.9","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","4.5","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.2","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","5.7","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.5","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.7","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.8","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.9","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.6","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","6.9","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","7.6","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Ex-drinker(a)","14+","Persons","8.9","Per cent",,"#","S.12"
"2007","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","10.4","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.9","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13.5","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","14.3","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","15.5","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","8.6","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.4","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13.3","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13.7","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","12.9","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","6.5","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.2","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","9.9","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","10.2","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","8.9","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","5.8","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.8","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.9","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","14.5","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","15.4","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","5.9","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","9.1","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13.2","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","12.3","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","10.9","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","6.6","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","5.3","Per cent",,"*","S.12"
"2013","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","8","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.5","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","5.6","Per cent",,"*","S.12"
"2007","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","5.1","Per cent",,"*","S.12"
"2010","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.7","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.4","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.7","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","9.3","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","4.9","Per cent",,"*","S.12"
"2010","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.4","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","7.2","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13.7","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.1","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","8.2","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","9.9","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","11.9","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","13","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Males","12.8","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","15","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.8","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","18.9","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","18","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","17.2","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","12.1","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","15.7","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","18.9","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","17.6","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.4","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","9.9","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","11.2","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.4","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.4","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.1","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","9.7","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","11.8","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.2","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.2","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","19.9","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","10.1","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","12.6","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","10.3","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.1","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.9","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","9.6","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","8.9","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","10.5","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","10","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","7.3","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","8.9","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","9.2","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","12.3","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","12","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","13.8","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","8","Per cent",,"*","S.12"
"2010","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","8.7","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","9.3","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","15.1","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","14.5","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","12.1","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","14.2","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.2","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","16.3","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Females","15.9","Per cent",,,"S.12"
"2007","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","12.7","Per cent",,,"S.12"
"2010","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.4","Per cent",,,"S.12"
"2013","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","16.2","Per cent",,,"S.12"
"2016","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","16.2","Per cent",,,"S.12"
"2019","NSW","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","16.4","Per cent",,,"S.12"
"2007","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","10.4","Per cent",,,"S.12"
"2010","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","13.6","Per cent",,,"S.12"
"2013","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","16.2","Per cent",,,"S.12"
"2016","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","15.7","Per cent",,,"S.12"
"2019","Vic","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.7","Per cent",,,"S.12"
"2007","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.2","Per cent",,,"S.12"
"2010","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","9.2","Per cent",,,"S.12"
"2013","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.7","Per cent",,,"S.12"
"2016","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.8","Per cent",,,"S.12"
"2019","Qld","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.1","Per cent",,,"S.12"
"2007","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","7.7","Per cent",,,"S.12"
"2010","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","9.8","Per cent",,,"S.12"
"2013","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","10.5","Per cent",,,"S.12"
"2016","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","15.4","Per cent",,,"S.12"
"2019","WA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","17.7","Per cent",,,"S.12"
"2007","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8","Per cent",,,"S.12"
"2010","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","10.9","Per cent",,,"S.12"
"2013","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.8","Per cent",,,"S.12"
"2016","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.3","Per cent",,,"S.12"
"2019","SA","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","12.4","Per cent",,,"S.12"
"2007","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.1","Per cent",,,"S.12"
"2010","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","7.2","Per cent",,,"S.12"
"2013","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","9.2","Per cent",,,"S.12"
"2016","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.8","Per cent",,,"S.12"
"2019","Tas","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","6.4","Per cent",,,"S.12"
"2007","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","7","Per cent",,,"S.12"
"2010","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.5","Per cent",,,"S.12"
"2013","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.8","Per cent",,,"S.12"
"2016","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.8","Per cent",,,"S.12"
"2019","ACT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","11.7","Per cent",,,"S.12"
"2007","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","6.4","Per cent",,,"S.12"
"2010","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.1","Per cent",,,"S.12"
"2013","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","8.2","Per cent",,,"S.12"
"2016","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.4","Per cent",,,"S.12"
"2019","NT","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","12.7","Per cent",,"(b)","S.12"
"2007","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","10.1","Per cent",,,"S.12"
"2010","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","12.1","Per cent",,,"S.12"
"2013","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14","Per cent",,,"S.12"
"2016","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.7","Per cent",,,"S.12"
"2019","Australia","Alcohol","Drinking status","Never a full glass of alcohol","14+","Persons","14.4","Per cent",,,"S.12"
"2007","NSW","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","6.4","Per cent",,"*","S.21"
"2010","NSW","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","2.9","Per cent",,"*","S.21"
"2013","NSW","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","2.5","Per cent",,"*","S.21"
"2016","NSW","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","2.1","Per cent",,"**","S.21"
"2019","NSW","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","4","Per cent",,"*","S.21"
"2007","Vic","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","7.4","Per cent",,"*","S.21"
"2010","Vic","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","8.8","Per cent",,,"S.21"
"2013","Vic","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","5.8","Per cent",,"*","S.21"
"2016","Vic","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","2.1","Per cent",,"**","S.21"
"2019","Vic","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons",,"Per cent","n.p.",,"S.21"
"2007","Qld","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","9.2","Per cent",,,"S.21"
"2010","Qld","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","6.8","Per cent",,,"S.21"
"2013","Qld","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","3.6","Per cent",,"*","S.21"
"2016","Qld","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","2.1","Per cent",,"**","S.21"
"2019","Qld","Alcohol","Risky drinking","risk of alcohol-related harm over a lifetime","14�17","Persons","4.3","Per cent",,"**","S.21"
