"program_name","technology","application_received_date","award_date","award_amount","actual_start_date","actual_end_date","award_status","last_invoice_received_date","total_disbursed_amount","capacity","capacity_units","total_project_cost","ownership","city","zip_code","county","location_1"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-05T00:00:00.000","2014-06-06T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","4","kW","33221","Purchased","Finksburg","21048","Carroll","
Finksburg, Maryland 21048
(39.50509607400005, -76.91115646799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-06T00:00:00.000","2014-07-22T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","9.75","kW","35000","Purchased","Clear Spring","21722","Washington","
Clear Spring, Maryland 21722
(39.666026388000034, -77.91088574799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-25T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-20T00:00:00.000","2014-06-25T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","6.9","kW","32080","Purchased","Bethesda","20814","Montgomery","
Bethesda, Maryland 20814
(38.99252881000007, -77.09917789099995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-17T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2013-07-20T00:00:00.000","2014-02-14T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","9","ton","98221.5","Purchased","Annapolis","21403","Anne Arundel","
Annapolis, Maryland 21403
(38.95704749600003, -76.48957796399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-03-26T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2013-11-25T00:00:00.000","2014-01-06T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","7.83","kW","24480","Purchased","Essex","21221","Baltimore","
Essex, Maryland 21221
(39.30374851900007, -76.45228912699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-30T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-01-04T00:00:00.000","2014-04-23T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","8.75","kW","30899","Purchased","Annapolis","21409","Anne Arundel","
Annapolis, Maryland 21409
(39.02727581900007, -76.45413575399994)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-08T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2014-05-13T00:00:00.000","2014-05-23T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","3","ton","23675","Purchased","Saint Leonard","20685","Calvert","
Saint Leonard, Maryland 20685
(38.450619724000035, -76.50614981499996)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-21T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2013-06-06T00:00:00.000","2013-08-12T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","2","ton","19870","Purchased","Mt. Airy","21771","Frederick","
Mt. Airy, Maryland 21771
(39.38343592000007, -77.15170900699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-14T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","10.71","kW","33236","Purchased","Ellicott City","21043","Howard","
Ellicott City, Maryland 21043
(39.25955981300007, -76.80313963099996)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2014-02-27T00:00:00.000","2014-06-06T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","4","ton","28430","Purchased","Germantown","20874","Montgomery","
Germantown, Maryland 20874
(39.16591625500007, -77.27465962799994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-05T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","10.199999999999999","kW","37740","Purchased","Waldorf","20601","Charles","
Waldorf, Maryland 20601
(38.62723985300005, -76.87430647599996)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-14T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2013-12-23T00:00:00.000","2013-12-24T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","5","ton","13700","Purchased","Harwood","20776","Anne Arundel","
Harwood, Maryland 20776
(38.86681911100004, -76.62302611799998)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-07-30T00:00:00.000","2014-08-05T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","6.54","kW","26370","Purchased","Ellicott City","21042","Howard","
Ellicott City, Maryland 21042
(39.27363763100004, -76.86367859299997)"
"Residential Clean Energy Grant Program","Solar PV","2014-05-07T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-04-10T00:00:00.000","2014-04-11T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","1000.00","9","kW","28110","Purchased","Snow Hill","21863","Worcester","
Snow Hill, Maryland 21863
(38.178696245000026, -75.38958768199996)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-11T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-05T00:00:00.000","2014-06-10T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","9.9","kW","30250","Purchased","Clarksville","21029","Howard","
Clarksville, Maryland 21029
(39.202579411000045, -76.94147591599994)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-06T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2014-03-16T00:00:00.000","2014-06-17T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","10","ton","74685","Purchased","Baltimore","21221","Baltimore","
Baltimore, Maryland 21221
(39.30374851900007, -76.45228912699997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-10T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-04-23T00:00:00.000","2014-06-12T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","7.56","kW","31752","Purchased","Hanover","21076","Anne Arundel","
Hanover, Maryland 21076
(39.16066748800006, -76.71930709499998)"
"Commercial Clean Energy Grant Program","Solar PV","2014-03-28T00:00:00.000","2014-08-28T00:00:00.000","945.00","2014-02-13T00:00:00.000","2014-03-10T00:00:00.000","Award Complete","2014-10-28T00:00:00.000","945.00","15.75","kW","51950","Purchased","Pikesville","21208","Baltimore","
Pikesville, Maryland 21208
(39.37660991700005, -76.72958737799996)"
"Residential Clean Energy Grant Program","Solar PV","2014-06-23T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2013-02-01T00:00:00.000","2014-03-24T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","1","kW","16000","Purchased","Laurel","20707","Prince George's","
Laurel, Maryland 20707
(39.09811678900007, -76.86857975899994)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-08T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2014-05-10T00:00:00.000","2014-07-07T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","3","ton","26490","Purchased","Chesapeake Beach","20732","Calvert","
Chesapeake Beach, Maryland 20732
(38.670246717000055, -76.53937607199998)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-05T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-05-01T00:00:00.000","2014-05-08T00:00:00.000","Award Complete","2014-10-09T00:00:00.000","1000.00","7.83","kW","28231.8","Purchased","Clarksville","21029","Howard","
Clarksville, Maryland 21029
(39.202579411000045, -76.94147591599994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-13T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-02-10T00:00:00.000","2014-03-29T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","7.5","kW","24900","Purchased","Frederick","21704","Frederick","
Frederick, Maryland 21704
(39.36090706700003, -77.38237665899999)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-18T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2014-07-07T00:00:00.000","2014-08-04T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","3000.00","4","ton","12645","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-07-02T00:00:00.000","2014-08-28T00:00:00.000","500.00","2014-05-15T00:00:00.000","2014-06-03T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","500.00","48","sqft","11821","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-11T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-07-01T00:00:00.000","2014-08-01T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","12.24","kW","36000","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-08-11T00:00:00.000","2014-08-28T00:00:00.000","500.00","2014-07-01T00:00:00.000","2014-08-06T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","500.00","50","sqft","9400","Purchased","Columbia","21044","Howard","
Columbia, Maryland 21044
(39.214619422000055, -76.87436730599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-11T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-25T00:00:00.000","2014-07-23T00:00:00.000","Award Complete","2014-09-19T00:00:00.000","1000.00","10.64","kW","35000","Purchased","Boonsboro","21713","Frederick","
Boonsboro, Maryland 21713
(39.520386149000046, -77.66602730799997)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-06T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-07-14T00:00:00.000","2014-07-21T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","8.1","kW","26086.92","Purchased","Millersville","21108","Anne Arundel","
Millersville, Maryland 21108
(39.100428332000035, -76.62169654699994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-11T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-09T00:00:00.000","2014-07-14T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","8.58","kW","32281","Purchased","Havre de Grace","21078","Harford","
Havre de Grace, Maryland 21078
(39.55123568800008, -76.11335697299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-05T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-19T00:00:00.000","2014-07-03T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","2.7","kW","13750","Purchased","Bel Air","21014","Harford","
Bel Air, Maryland 21014
(39.53617589900006, -76.34920821699995)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-17T00:00:00.000","2014-08-28T00:00:00.000","3000.00","2013-05-23T00:00:00.000","2014-04-11T00:00:00.000","Award Complete","2014-11-05T00:00:00.000","3000.00","9","ton","70598","Purchased","Severn","21144","Anne Arundel","
Severn, Maryland 21144
(39.12625939000003, -76.69088641399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-14T00:00:00.000","2014-08-28T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-08T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","1000.00","5.61","kW","19355","Purchased","Reisterstown","21136","Baltimore","
Reisterstown, Maryland 21136
(39.46182850900004, -76.81510577599994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-25T00:00:00.000","2014-08-28T00:00:00.000","700.00","2013-09-20T00:00:00.000","2013-10-12T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","50000","BTUs/hr","2200","Purchased","Grantsville","21536","Garrett","
Grantsville, Maryland 21536
(39.673638838000045, -79.17356607199997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-25T00:00:00.000","2014-08-27T00:00:00.000","700.00","2014-08-08T00:00:00.000","2014-08-08T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","55000","BTUs/hr","5033","Purchased","Hughesville","20637","Charles","
Hughesville, Maryland 20637
(38.52644876000005, -76.77437569499995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-26T00:00:00.000","2014-08-27T00:00:00.000","500.00","2014-08-19T00:00:00.000","2014-08-19T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","500.00","38200","BTUs/hr","2674","Purchased","New Windsor","21776","Carroll","
New Windsor, Maryland 21776
(39.509806060000074, -77.10196738399998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-18T00:00:00.000","2014-08-26T00:00:00.000","500.00","2014-01-31T00:00:00.000","2014-01-31T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","500.00","29500","BTUs/hr","5345.82","Purchased","Accokeek","20607","Prince George's","
Accokeek, Maryland 20607
(38.66855651000003, -77.01530624999998)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-20T00:00:00.000","2014-08-22T00:00:00.000","700.00","2014-08-01T00:00:00.000","2014-08-01T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","50000","BTUs/hr","5319.28","Purchased","Middle River","21220","Baltimore","
Middle River, Maryland 21220
(39.338817059000064, -76.41892817499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-07-25T00:00:00.000","2014-08-22T00:00:00.000","700.00","2014-05-25T00:00:00.000","2014-06-04T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","34400","BTUs/hr","4210","Purchased","Pylesville","21132","Harford","
Pylesville, Maryland 21132
(39.69725828800006, -76.42687953499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-19T00:00:00.000","2014-08-21T00:00:00.000","700.00","2014-08-13T00:00:00.000","2014-08-13T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","52460","BTUs/hr","5658.41","Purchased","Thurmont","21788","Frederick","
Thurmont, Maryland 21788
(39.60590889200006, -77.40582665399995)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-19T00:00:00.000","2014-08-21T00:00:00.000","700.00","2014-08-16T00:00:00.000","2014-08-16T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","36000","BTUs/hr","3400","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-04T00:00:00.000","2014-08-20T00:00:00.000","500.00","2014-07-01T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","500.00","40000","BTUs/hr","2451.86","Purchased","Cooksville","21723","Howard","
Cooksville, Maryland 21723
(39.32923632200004, -77.01348569199996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-18T00:00:00.000","2014-08-20T00:00:00.000","700.00","2013-11-26T00:00:00.000","2014-08-13T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","30000","BTUs/hr","3267.17","Purchased","Upperco","21155","Baltimore","
Upperco, Maryland 21155
(39.56854619000006, -76.81347639899997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-13T00:00:00.000","2014-08-19T00:00:00.000","700.00","2014-08-05T00:00:00.000","2014-08-05T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","52000","BTUs/hr","4099","Purchased","Baltimore","21234","Baltimore","
Baltimore, Maryland 21234
(39.38873682700006, -76.54108800399996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-18T00:00:00.000","2014-08-18T00:00:00.000","700.00","2014-06-21T00:00:00.000","2014-06-21T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","47300","BTUs/hr","4209","Purchased","Brandywine","20613","Charles","
Brandywine, Maryland 20613
(38.66166967700008, -76.82564675999998)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-30T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-05-12T00:00:00.000","2014-07-17T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","3","ton","33550","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-29T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-23T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","12","kW","39000","Purchased","Boyds","20841","Montgomery","
Boyds, Maryland 20841
(39.18835820800007, -77.32613925299995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-01T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-05-29T00:00:00.000","2014-07-01T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","5.4","kW","24500","Purchased","Severna Park","21146","Anne Arundel","
Severna Park, Maryland 21146
(39.08100615700005, -76.55652580899994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-28T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-07-18T00:00:00.000","2014-07-18T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","14221","Purchased","Randallstown","21133","Baltimore","
Randallstown, Maryland 21133
(39.373107842000024, -76.80095843799995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-02-13T00:00:00.000","2014-02-13T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","17321","Purchased","Taneytown","21787","Carroll","
Taneytown, Maryland 21787
(39.66413631100005, -77.16873708399999)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-04-11T00:00:00.000","2014-05-29T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","10.71","kW","37535.21","Purchased","Highland","20777","Howard","
Highland, Maryland 20777
(39.176148743000056, -76.96791961999998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-30T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-04-07T00:00:00.000","2014-04-07T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","1000.00","10.6","kW","36622","Purchased","Laurel","20707","Prince George's","
Laurel, Maryland 20707
(39.09811678900007, -76.86857975899994)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-28T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-04-01T00:00:00.000","2014-05-01T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","7","ton","27975","Purchased","Potomac","20854","Montgomery","
Potomac, Maryland 20854
(39.039059474000055, -77.19744887999997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-29T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-05-30T00:00:00.000","2014-06-23T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","10.4","kW","39077","Purchased","Hampstead","21074","Carroll","
Hampstead, Maryland 21074
(39.61344747600003, -76.85100855699994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-08T00:00:00.000","2014-08-14T00:00:00.000","700.00","2013-12-17T00:00:00.000","2014-01-11T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","55000","BTUs/hr","6667.96","Purchased","Lusby","20657","Calvert","
Lusby, Maryland 20657
(38.36708699400003, -76.42942570799994)"
"Residential Clean Energy Grant Program","Geothermal","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-03-04T00:00:00.000","2014-06-06T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","4","ton","20369","Purchased","Annapolis","21401","Anne Arundel","
Annapolis, Maryland 21401
(38.98329567400003, -76.52939993999996)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-02-01T00:00:00.000","2014-04-04T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","9.5399999999999991","kW","37683","Purchased","Olney","20832","Montgomery","
Olney, Maryland 20832
(39.15279868300007, -77.07121778099997)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-31T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","13.52","kW","43000","Purchased","New Windsor","21776","Carroll","
New Windsor, Maryland 21776
(39.509806060000074, -77.10196738399998)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-26T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-25T00:00:00.000","2014-07-25T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","1000.00","7.88","kW","17917","Purchased","Bel Air","21014","Harford","
Bel Air, Maryland 21014
(39.53617589900006, -76.34920821699995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-17T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","5.61","kW","17750","Purchased","Chesapeake Beach","20732","Calvert","
Chesapeake Beach, Maryland 20732
(38.670246717000055, -76.53937607199998)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-15T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2013-12-11T00:00:00.000","2013-12-30T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","4","ton","5570","Purchased","Ijamsville","21754","Frederick","
Ijamsville, Maryland 21754
(39.33386809800004, -77.30524846699996)"
"Residential Clean Energy Grant Program","Geothermal","2014-06-19T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2013-05-30T00:00:00.000","2014-01-10T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","3000.00","7","ton","60693","Purchased","Chevy Chase","20815","Montgomery","
Chevy Chase, Maryland 20815
(38.97794697200004, -77.08250610499994)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-28T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","12.15","kW","43000","Purchased","Bethesda","20816","Montgomery","
Bethesda, Maryland 20816
(38.958077262000074, -77.11365979399994)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-22T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-07-02T00:00:00.000","2014-07-02T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","2","kW","16621","Purchased","Jefferson","21755","Frederick","
Jefferson, Maryland 21755
(39.36626880400007, -77.55229678999996)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-23T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-17T00:00:00.000","2014-06-30T00:00:00.000","Award Complete","2014-08-19T00:00:00.000","1000.00","9.69","kW","36338","Purchased","Frederick","21703","Frederick","
Frederick, Maryland 21703
(39.389379888000065, -77.44614830499995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-01T00:00:00.000","2014-07-29T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","4.5","kW","15600","Purchased","Columbia","21044","Howard","
Columbia, Maryland 21044
(39.214619422000055, -76.87436730599995)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-28T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-27T00:00:00.000","2014-06-27T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","4","kW","28000","Purchased","Fallston","21047","Harford","
Fallston, Maryland 21047
(39.52147674500003, -76.42653627899995)"
"Residential Clean Energy Grant Program","Solar Hot Water","2014-07-29T00:00:00.000","2014-08-14T00:00:00.000","500.00","2013-02-09T00:00:00.000","2013-04-03T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","500.00","54","sqft","13800","Purchased","Owings Mills","21117","Baltimore","
Owings Mills, Maryland 21117
(39.41734868800006, -76.78600727499997)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-01T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-07-08T00:00:00.000","2014-07-25T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","4.4800000000000004","kW","16450","Purchased","Timonium","21093","Baltimore","
Timonium, Maryland 21093
(39.44221950000008, -76.63706917599995)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-31T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-06-10T00:00:00.000","2014-06-20T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","1.5","ton","15228","Purchased","Davidsonville","21035","Anne Arundel","
Davidsonville, Maryland 21035
(38.93545716300008, -76.63308915099998)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-31T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-06-12T00:00:00.000","2014-07-21T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","3","ton","13800","Purchased","Huntingtown","20639","Calvert","
Huntingtown, Maryland 20639
(38.61067669200003, -76.59910686299997)"
"Residential Clean Energy Grant Program","Geothermal","2014-07-30T00:00:00.000","2014-08-14T00:00:00.000","3000.00","2014-06-26T00:00:00.000","2014-06-26T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","3000.00","1","ton","6839","Purchased","Bel Alton","20611","Charles","
Bel Alton, Maryland 20611
(38.466969980000044, -76.98408738499995)"
"Residential Clean Energy Grant Program","Solar PV","2014-08-04T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-07-09T00:00:00.000","2014-07-31T00:00:00.000","Award Complete","2014-08-28T00:00:00.000","1000.00","12","kW","38500","Purchased","Middletown","21769","Frederick","
Middletown, Maryland 21769
(39.442988566000054, -77.54849925499997)"
"Residential Clean Energy Grant Program","Solar PV","2014-07-24T00:00:00.000","2014-08-14T00:00:00.000","1000.00","2014-06-24T00:00:00.000","2014-07-07T00:00:00.000","Award Complete","2014-08-18T00:00:00.000","1000.00","16.2","kW","54333","Purchased","Galena","21635","Kent","
Galena, Maryland 21635
(39.34802847000003, -75.84103809799996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-12T00:00:00.000","2014-08-14T00:00:00.000","700.00","2014-07-17T00:00:00.000","2014-07-31T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","47000","BTUs/hr","3352.24","Purchased","Abingdon","21009","Harford","
Abingdon, Maryland 21009
(39.47183940200006, -76.30175641199997)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-11T00:00:00.000","2014-08-13T00:00:00.000","500.00","2014-08-05T00:00:00.000","2014-08-05T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","500.00","46000","BTUs/hr","3489","Purchased","Pylesville","21132","Harford","
Pylesville, Maryland 21132
(39.69725828800006, -76.42687953499996)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-06T00:00:00.000","2014-08-08T00:00:00.000","700.00","2014-07-26T00:00:00.000","2014-07-26T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","55000","BTUs/hr","4895","Purchased","Pasadena","21122","Anne Arundel","
Pasadena, Maryland 21122
(39.12741950600008, -76.51930649199994)"
"Residential Clean Energy Grant Program","Wood Burning Stove","2014-08-07T00:00:00.000","2014-08-08T00:00:00.000","700.00","2014-08-03T00:00:00.000","2014-08-03T00:00:00.000","Award Complete","2014-09-26T00:00:00.000","700.00","47000","BTUs/hr","4000","Purchased","Baltimore","21222","Baltimore","
Baltimore, Maryland 21222
(39.26548640100003, -76.50503749399996)"
