"company","county","location_1","phone1","phone2","business_type","product_code","sales_structure"
"ADVENTURE NURSERY  ","HOWARD","14780 BUSHY PARK RD.
COOKSVILLE, MD 21723
(39.32925111700047, -77.01349872699967)","4104422765",,"A,D,E,","1,4,6,7,8,9,10,11,13","III"
"J. B. WILLIAMS AND ASSOCIATES  ","MONTGOMERY","2800 ELNORA STREET
SILVER SPRING, MD 20902
(39.0449410060005, -77.05759056099964)","3019491688",,"A","7","I"
"SUN'S GARDEN & LANDSCAPING  ","MONTGOMERY","1025 ASHTON ROAD
ASHTON, MD 20861
(39.16009088800047, -76.98933050599965)","3012609098",,"B,D,E","1,4,7","III"
"WAKEFIELD VALLEY NURSERY, INC.  ","CARROLL","1690 WAKEFIELD VALLEY RD.
NEW WINDSOR, MD 21776
(39.530480534000446, -77.08445026399966)","4106352169",,"A,B,D,E","1,7,8,10,11","III"
"WILLIAM T. KING INC.  ","BALTIMORE","619 COLD BOTTOM ROAD
SPARKS, MD 21152
(39.564200927000456, -76.65694082799968)","4107712484","4105205062","A,D","1,7","I"
"WALNUT SPRINGS NURSERY, INC.  ","HOWARD","14812 BURNTWOODS RD.
GLENWOOD, MD 21738
(39.281590278000465, -77.02723180599963)","4104422299","4108546688","A,E","1","I"
"HIDDEN ACRES NURSERY  ","CHARLES","12692 OLD FARM PLACE
CHARLOTTE HALL, MD 20622
(38.46670860600045, -76.87120448599967)",,,"A","1,2,13","III"
"SILVER SEED GREENHOUSES  ","WICOMICO","26110 NANTICOKE RD.
SALISBURY, MD 21801
(38.35553844000049, -75.70821518699967)","4105468480",,"E","1,8,11,13","I,III"
"BAIR ARBOR TREE FARM AND NURSERY  ","CARROLL","501 LONGBOW ROAD
MT AIRY, MD 21774
(39.37139101800045, -77.12824516199964)","4104041764",,"A,B,C","7.10","I,III"
"CIMINELL'S  ECOASIS GARDEN CENTER  ","PRINCE GEORGE'S","18301 CENTRAL AVE.
MITCHELLVILLE, MD 20716
(38.90412057700047, -76.68561076499964)","4107419683",,"A,B","1,2,3,4,5,6,7,8,9,10,11,12,13","III"
"CATNAP GARDENS & NURSERY, LLC  ","DORCHESTER","5534 CASSON NECK RD.
CAMBRIDGE, MD 21613
(38.56705032700046, -76.25997033099964)","4109012929","4102283431","A,B","1,5,7,8,13","III"
"BUCKLEY BROTHERS LANDSCAPING, INC.  ","CAROLINE","4371 WILHAN LANE
PRESTON, MD 21655
(38.728480479000496, -75.87642046799965)","4104763775","4106731343","A","7,8","I"
"SCHOTT NURSERY, LLC  ","CARROLL","2932 BASEHORES MILL RD.
TANEYTOWN, MD 21787
(39.65496044700046, -77.11770052399964)",,,"A,B,D,E","7,8","III,III"
"CAWLEY TREE FARM, LLC  ","CAROLINE","24320 WILLOW POND RD.
DENTON, MD 21629
(38.87923012600049, -75.86147075599968)","4104794780","4108294781","A","3,4","III"
"BARKSDALE NURSERY  ","CECIL","1604 APPLETON RD.
ELKTON, MD 21921
(39.67363674900048, -75.81544222699966)","4103983082","4433091160","A,B,D","7","II"
"MD. NATIONAL CAPITAL PARK & PLANNING  ","MONTGOMERY","7400 AIRPARK ROAD
GAITHERSBURG, MD 20879
(39.15490723300047, -77.14252670799965)","3014172686","3014171578","A,E,F","1,7,8,10",
"WEBBER GARDENS  ","WASHINGTON","18445 HORSESHOE BEND RD
SHARPSBURG, MD 21782
(39.43790030000048, -77.72500799499966)","3014325962","3014249139","A,E","1,5,13","III"
"T. D. H. NURSERIES, LLC  ","BALTIMORE","14820 OLD YORK ROAD
PHOENIX, MD 21131
(39.53359054500049, -76.57357089299967)","4107714247","4109358141","A,B","1,7","I,II"
"PATUXENT VALLEY NURSERIES, LLC  ","HOWARD","6905 MINK HOLLOW RD.
HIGHLAND, MD 20777
(39.179260258000454, -76.98444021899968)","3018549918","4438547981","A","7","I,III"
"SUNNY MEADOWS GREENHOUSE  ","WASHINGTON","7437 SHARPSBURG PIKE
BOONSBORO, MD 21713
(39.519351653000456, -77.74414873399968)","3014322327","3019889688","A,B,E","1,2,4,6,7,8,10,11,12,13","I,II,III"
"WESTMINSTER WHOLESALE NURSERIES, LLC  ","CARROLL","ALLEN FARM SANDSTONE RD & KLEES MILL RD.
SYKESVILLE, MD 21784
(39.39996173600048, -76.96245794799967)",,,"A","7","I"
"MD. NATIONAL CAPITAL PARK & PLANNING  ","PRINCE GEORGE'S","4200 RITCHIE MARLBORO ROAD
UPPER MARLBORO, MD 20769
(38.830468648000476, -76.80218254699963)","3017802387",,"E,F","1,2,7,8,9,10,13",
"ROSELAND NURSERIES, INC.  ","QUEEN ANNE'S","140 ROSEBUD LANE
SUDLERSVILLE, MD 21668
(39.18761765500045, -75.87696321399966)","4107556500",,"A","6,7","I"
"FRANK L BENNETT  ","MONTGOMERY","21621 SECOND STREET
LAYTONSVILLE, MD 20882
(39.21149074800047, -77.13913067199968)","3015198755",,"A","8","IV"
"DAN SCHANTZ FARM & GREENHOUSES, LLC  ","CECIL","1133 EBENEZER CHURCH RD.
RISING SUN, MD 21911
(39.661798898000484, -76.01299269299966)","4106586100","4106586698","A,E","1,2,7,9,13","I"
"FOX FARM TREES  ","QUEEN ANNE'S","313 FOX MEADOW ROAD
QUEEN ANNE, MD 21657
(38.96041123900045, -76.00598652899964)","4107581819",,"A","3,4","III"
"RUPPERT NURSERIES, INC.  ","MONTGOMERY","7950 HAWKINS CREAMERY RD.
LAYTONSVILLE, MD 20882
(39.24823275900047, -77.16455283199963)","3014820300",,"A,D","4,7","I"
"MULLAN NURSERY CO., INC.  ","BALTIMORE","19437 ENSOR ROAD
WHITE HALL, MD 21161
(39.658050869000476, -76.62088014999966)","4103430113",,"A,B,D","7","I"
"PLEASANT VALLEY GREENHOUSE LLC  ","GARRETT","2224 PLEASANT VALLEY ROAD
OAKLAND, MD 21550
(39.36228072400047, -79.39459090799966)","3013340787",,"A,B,E","1,2,6,7,8,9,11,13","I,III"
"TUCKAHOE NURSERIES, INC.  ","QUEEN ANNE'S","111 B&B NURSERY LANE
CENTREVILLE, MD 21617
(39.049132958000484, -76.05266593699963)","6098610533","6097805157","A,C","7,10","I,II"
"NAT'L. INSTITUTES OF STANDARDS & TECH.  ","MONTGOMERY","100 BUREAU DRIVE - STOP 1930
GAITHERSBURG, MD 20899
(39.141662813000494, -77.21782922599965)","3019756960","3019758158","F","1,6",
"OUTSIDE UNLIMITED, INC.  ","CARROLL","4195 ST. PAUL ROAD
HAMPSTEAD, MD 21074
(39.55959064500047, -76.84653045499965)","4103741514",,"D","1,2,7,8,10,12","III"
"BONNIE PLANT FARM  ","KENT","12515 AUGUSTINE HERMAN HWY.
KENNEDYVILLE, MD 21645
(39.32042119100049, -75.97570842299967)","4103485904","4103482437","A,E","13","I"
"FOXFIRE NURSERY AND GARDEN CENTER  ","CECIL","944 WILSON ROAD
RISING SUN, MD 21911
(39.70507090400048, -76.01130088099967)","4106585430",,"A,B","3,4,7,8","I,III"
"BUNTING'S LANDSCAPE & NURSERY, INC.  ","WORCESTER","10337 BUNTING ROAD
BISHOPVILLE, MD 21813
(38.41322264100046, -75.20510343699965)","4103523371",,"A,B,D,E","7","I, II"
"CHEW BROTHERS  LANDSCAPE DESIGN, CONSTRUCTION & MAINT.","FREDERICK","13105 NEW WINDSOR ROAD
UNION BRIDGE, MD 21791
(39.49172006000049, -77.20725014799967)","3018983155",,"A,D,E","1,7","I,III"
"LAMB'S KNOLL NURSERY & LANDSCAPING  ","WASHINGTON","20921 PARK HALL ROAD
BOONSBORO, MD 21713
(39.45734056400045, -77.63926039999967)","3014324363",,"A,D","7","I"
"B & K PLANT FARM, LLC  ","QUEEN ANNE'S","620 JOHN POWELL ROAD
CHURCH HILL, MD 21623
(39.16780874800048, -75.97377509599966)","4105566779","4105566196","A,B","7,10","I"
"GROWN TO BE WILD NURSERY  QUALITY ENGLISH LANDSCAPE GARDNER LTD.","PRINCE GEORGE'S","17021 CROOM RD.
BRANDYWINE, MD 20613
(38.65540042600048, -76.71316068499965)","3018889323","2403758910","A,D,E","1,7,8,9,10","I"
"SUSANNA FARM NURSERY, INC.  ","MONTGOMERY","17700 WHITE GROUND RD.
BOYDS, MD 20841
(39.1455709760005, -77.34242359099966)","3019727513","3019383440","A,B","7","II,III"
"PRYOR'S NURSERY  ","MONTGOMERY","10120 MOXLEY RD.
DAMASCUS, MD 20872
(39.316890017000446, -77.21011011299964)","3012534706","3014048047","A,B","7","I,II"
"FIELDSTONE NURSERY INC.  ","BALTIMORE","19316 MIDDLETOWN RD.
PARKTON, MD 21120
(39.65566103500049, -76.70058006599965)","4103575114",,"A,B,D","7,8,10","I,III"
"ROLLING ACRES LANDSCAPING/NURSERY  ","MONTGOMERY","19301 NEW HAMPSHIRE AVE.
BRINKLOW, MD 20862
(39.17341012000048, -77.01988096899964)","3014219600",,"A,B,D","7","I,II"
"FAIR SPRING NURSERY  ","CAROLINE","18150 TEMPLEVILLE ROAD
MARYDEL, MD 21649
(39.10523072400048, -75.78407079599964)","4104527541",,"A","5,7,10","I"
"BELL NURSERY USA, LLC  ","MONTGOMERY","3838 BELL RD. - P.O. BOX 70
BURTONSVILLE, MD 20866
(39.119860101000484, -76.93230059399963)","3014211500","3014214269","A,B,E","1,2,8","I"
"COMUS VALLEY FARM  ","MONTGOMERY","16525 COMUS ROAD
DICKERSON, MD 20842
(39.24550696900047, -77.34380583799964)","3013492190",,"A,B","1,5,8,9","III"
"STUART & LINDA MARGREY  ","CAROLINE","10614 GARLAND RD.
DENTON, MD 21629
(38.89675057900047, -75.79745109999965)","4104791976",,"E","1","I"
"WALTER FEHR & SON  ","MONTGOMERY","4340 SANDY SPRING ROAD
BURTONSVILLE, MD 20866
(39.108611264000444, -76.92222619699965)","3013845222",,"A,B,E","1,3,7,8,9,13","I,III"
"GREEN ACRES NURSERY  ","ST. MARY'S","40700 PARSONS MILL ROAD
LEONARDTOWN, MD 20650
(38.35228102500048, -76.66809031099967)",,,"A,E","1,2,6,7,8,9,10,11,13","III"
"CORNERSVILLE NURSERY, INC.  ","DORCHESTER","1207 HUDSON RD.
CAMBRIDGE, MD 21613
(38.60377010900049, -76.22257070199964)","4109012107",,"A,B,C,D","7","I,II"
