"fiscal_year","recipient","program_name_level_one","program_name_level_two","program_name_level_three","approved_amount","loan_guarantee_amount","total_project_costs","new_jobs","retained_jobs","promised_trainees","maryland_local_hires_film","number_of_maryland_businesses","employment_reporting_required","naics_code","address","county","city","state","zip","incentive_type"
"2016","Temple Allen Industries","Export Maryland Grant","Export Maryland",,"10000",,,"1",,,,,,"333991",,"Montgomery",,,,"Loan/grant"
"2016","Tenable, Inc.","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","57000",,,"57",,,,,,"541512",,"Howard",,,,"Tax credit"
"2016","Tenable, Inc.","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","1000000",,"7500000","350","230",,,,,"511210",,"Howard",,,,"Loan/Grant"
"2016","Tenable, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"24871.78",,"4129506",,,,,,,"541512",,"Howard",,,,"Tax credit"
"2016","Tensley Consulting, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"26564.05",,"46001.28","29",,,,,,"541330",,"Anne Arundel",,,,"Tax credit"
"2016","Tetracore, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"10066.34",,"1403809",,,,,,,"541711",,"Montgomery",,,,"Tax credit"
"2016","Teva Biopharmaceuticals USA, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"76366.05",,"13455221",,,,,,,"541700",,"Montgomery",,,,"Tax credit"
"2016","Texas 202 Barbecue of Maryland","Military Personnel and Veteran-Owned Small Business Loan Program","Military/Veterans Small Business Loans",,"42000",,"65700","6",,,,,,"722110",,"Prince George's",,,,"Loan/grant"
"2016","The Daily Brew Coffeehouse, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","30000",,,"3","3",,,,,"722515",,"Worcester",,,,"Loan/grant"
"2016","The KeyW Holding Corporation, Inc. and Subsidiaries","Research and Development Tax Credit","R&D Tax Credit",,"13711.56",,"2585816",,,,,,,"541512",,"Anne Arundel",,,,"Tax credit"
"2016","The Lane Construction Corporation","Research and Development Tax Credit","R&D Tax Credit",,"7191.30",,"638263",,,,,,,"237310",,"Montgomery",,,,"Tax credit"
"2016","The Performing Arts Center Sta","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 5","MEDAAF-5 Arts & Ent. Cond. Grant","125000",,"3801000","2",,,,,,"711310",,"Frederick",,,,"Loan/Grant"
"2016","The Sherwin-Williams Company","Research and Development Tax Credit","R&D Tax Credit",,"152.8208",,"36527",,,,,,,"325500",,"Multiple",,,,"Tax credit"
"2016","The Stone Foundation, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","50000",,"100000","2","8",,,,,"621330",,"Baltimore",,,,"Loan/grant"
"2016","The Stone Foundation, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","50000",,,,,,,,,"621330",,"Baltimore",,,,"Loan/grant"
"2016","The Stone Foundation, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","50000",,,"2","8",,,,,"621330",,"Baltimore",,,,"Loan/grant"
"2016","THE TRAVILLE GROUP","Export Maryland Grant","Export Maryland",,"5000",,,"3",,,,,,"541611",,"Montgomery",,,,"Loan/grant"
"2016","The Vineyards at Dodon, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"31747.91",,"150743.75",,"4",,,,,"312130",,"Anne Arundel",,,,"Tax credit"
"2016","The Webstaurant Store, Inc.","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","300000",,"6669000","150",,,,,,"453990",,"Allegany",,,,"Loan/Grant"
"2016","Therabron Therapeutics, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"623264",,,,"6",,,,,"541712",,"Montgomery",,,,"Tax credit"
"2016","Theraly Pharmaceuticals, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"209.1606",,"18500",,,,,,,"325412",,"Baltimore City",,,,"Tax credit"
"2016","Theranostics Health, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"112500",,,,,,,,,"541712",,"Montgomery",,,,"Tax credit"
"2016","Thompson Creek Window Company","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","750000",,"17000000","150","330",,,,,"326199",,"Prince George's",,,,"Loan/Grant"
"2016","Threehms, LLC dba Facility Support Services","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"12271.67",,"21251","22",,,,,,"561210",,"Prince George's",,,,"Tax credit"
"2016","Threehms, LLC dba Facility Support Services","Research and Development Tax Credit","R&D Tax Credit",,"19232.00",,"2917433",,,,,,,"541513",,"Prince George's",,,,"Tax credit"
"2016","Tiber Technologies, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"12356.07",,"21397.16","10",,,,,,"541330",,"Howard",,,,"Tax credit"
"2016","TIC Gums, Inc.","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","250000",,"10000000","50","156",,,,,"311999",,"Harford",,,,"Loan/Grant"
"2016","Tilley Chemical Company, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"2412.95",,"468055",,,,,,,"424600",,"Baltimore",,,,"Tax credit"
"2016","Tingle Services","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","14999",,,,"1",,,,,"541219",,"Worcester",,,,"Loan/grant"
"2016","Top Down Systems Corporation","Research and Development Tax Credit","R&D Tax Credit",,"13766.49",,"1467043",,,,,,,"511210",,"Montgomery",,,,"Tax credit"
"2016","Total Body Trainers, Inc. dba Evolution Training Athletics, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","45000",,,"4","1",,,,,"812990",,"Calvert",,,,"Loan/grant"
"2016","Total Lawn Care of Delmarva","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","4999",,,,"1",,,,,"561730",,"Wicomico",,,,"Loan/grant"
"2016","Townshend Vogt Farm, LLC","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"6177.30",,"29330.75",,"2",,,,,"111332",,"Prince George's",,,,"Tax credit"
"2016","TRAK Microwave Corporation, dba Lorch Microwave","Research and Development Tax Credit","R&D Tax Credit",,"1737.62",,"415324",,,,,,,"334511",,"Wicomico",,,,"Tax credit"
"2016","Transformational Security, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"12661.55",,"31154.66","28",,,,,,"541519",,"Howard",,,,"Tax credit"
"2016","Transformational Security, LLC","Research and Development Tax Credit","R&D Tax Credit",,"4640.07",,"834248",,,,,,,"541519",,"Howard",,,,"Tax credit"
"2016","Travel Lite Co.","Research and Development Tax Credit","R&D Tax Credit",,"719.3883",,"97320",,,,,,,"561500",,"Montgomery",,,,"Tax credit"
"2016","Tricerat, Inc.","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"423430",,"Baltimore",,,,"Loan/grant"
"2016","True Chesapeake Oyster Company","Export Maryland Grant","Export Maryland",,"10000",,,"2",,,,,,"112512",,"Baltimore City",,,,"Loan/grant"
"2016","UAV Solutions, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"29701.32",,"4047350",,,,,,,"336410",,"Howard",,,,"Tax credit"
"2016","Under Armour, Inc.","One Maryland Tax Credit","One Maryland Tax Credit",,"5500000",,"5500000","36",,,,,,"448140",,"Baltimore City",,,,"Tax credit"
"2016","Under Armour, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"191337.25",,"24202934",,,,,,,"448140",,"Baltimore City",,,,"Tax credit"
"2016","United Parcel Service General Services Co.","Research and Development Tax Credit","R&D Tax Credit",,"228022.11",,"34150181",,,,,,,"541611",,"Baltimore",,,,"Tax credit"
"2016","United Therapeutics Corporation","Research and Development Tax Credit","R&D Tax Credit",,"86740.12",,"11676040",,,,,,,"541700",,"Montgomery",,,,"Tax credit"
"2016","Univ. of MD College Park Foundation","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1053125",,"2553125",,,,,,,"611310",,"Prince George's",,,,"Loan/grant"
"2016","Univ. of MD College Park Foundation","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1053125",,"3553125",,,,,,,"611310",,"Prince George's",,,,"Loan/grant"
"2016","University Of Maryland Baltimore","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","999500",,"1999000",,,,,,,"611310",,"Baltimore City",,,,"Loan/grant"
"2016","University Of Maryland Baltimore","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1106750",,"2213500",,,,,,,"611310",,"Baltimore City",,,,"Loan/grant"
"2016","US NewWin, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"2054.14",,"245504",,,,,,,"511199",,"Montgomery",,,,"Tax credit"
"2016","USA Fulfillment Inc","Partnership for Workforce Quality (PWQ)","PWQ",,"11939.50",,"51298",,"85",,,,,"561900",,"Kent",,,,"Loan/grant"
"2016","USALCO, LLC","Research and Development Tax Credit","R&D Tax Credit",,"33670.88",,"4422198",,,,,,,"337110",,"Baltimore City",,,,"Tax credit"
"2016","Value Asset Leasing, Inc. dba iHire, LLC","Research and Development Tax Credit","R&D Tax Credit",,"9214.45",,"1449887",,,,,,,"541990",,"Frederick",,,,"Tax credit"
"2016","Van Dyke Technology Group, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"92905.31",,"282368.45","168",,,,,,"541511",,"Howard",,,,"Tax credit"
"2016","VariQ Corporation","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"35792.91",,"61983","35",,,,,,"541519",,"Montgomery",,,,"Tax credit"
"2016","VariQ Corporation","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","280000",,"400000","253","17",,,,,"541519",,"Montgomery",,,,"Loan/Grant"
"2016","Vasoptic Medical, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","150000",,,"2",,,,,,"423450",,"Baltimore City",,,,"Loan/grant"
"2016","ViaSat, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"12144.07",,"2902658",,,,,,,"334200",,"Montgomery",,,,"Tax credit"
"2016","Vigilant Medical, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1245.28",,"157587",,,,,,,"518210",,"Howard",,,,"Tax credit"
"2016","Vision Technologies, Inc.","Job Creation Tax Credit","Job Creation Tax Credit","JCTC","31000",,,"31",,,,,,"541511",,"Anne Arundel",,,,"Tax credit"
"2016","Vixiar Medical, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore County Department of Economic and Workforce Development","250000",,,"3",,,,,,"541712",,"Anne Arundel",,,,"Loan/grant"
"2016","Voniks Juice, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","17500",,,,,,,,,"722515",,"Montgomery",,,,"Loan/grant"
"2016","Voniks Juice, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","37000",,,,,,,,,"722515",,"Montgomery",,,,"Loan/grant"
"2016","VOR Technology, LLC","Military Personnel and Veteran-Owned Small Business Loan Program","Military/Veterans Small Business Loans",,"50000",,"50000","42","22",,,,,"541330",,"Howard",,,,"Loan/grant"
"2016","Vorbeck Materials Corp.","Research and Development Tax Credit","R&D Tax Credit",,"5887.77",,"874712",,,,,,,"325199",,"Howard",,,,"Tax credit"
"2016","VR Legacy, Inc.","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","210000",,"95000","11",,,,,,"812112",,"Howard",,,,"Loan/grant"
"2016","VSS Mind Media, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"855.6131",,"105330",,,,,,,"423430",,"Montgomery",,,,"Tax credit"
"2016","W.L. Gore & Associates, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"246956.36",,"43193421",,,,,,,"335921",,"Cecil",,,,"Tax credit"
"2016","Wagner 5, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Baltimore Development Corporation","200000",,"300000","1",,,,,,"722512",,"Baltimore",,,,"Loan/grant"
"2016","Warming Embers, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","20000",,,"1","1",,,,,"423990",,"Allegany",,,,"Loan/grant"
"2016","Warren Brothers Construction,","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","90000",,"90000",,,,,,,"236990",,"Prince George's",,,,"Loan/grant"
"2016","Warren Brothers Construction,","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","150000",,"300000","4","2",,,,,"236990",,"Prince George's",,,,"Loan/grant"
"2016","Warren Brothers Construction,","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","400000",,"300000",,,,,,,"236990",,"Prince George's",,,,"Loan/grant"
"2016","Washington College","Maryland E-Nnovation Initiative Fund (MEIF)","E-Nnovation","MEIF","1000000",,"2000000",,,,,,,"611310",,"Kent",,,,"Loan/grant"
"2016","Washington Laboratories","Export Maryland Grant","Export Maryland",,"10000",,,"1",,,,,,"541380",,"Montgomery",,,,"Loan/grant"
"2016","Washington Software Inc.","Research and Development Tax Credit","R&D Tax Credit",,"663.7343",,"62498",,,,,,,"511210",,"Montgomery",,,,"Tax credit"
"2016","WealthEngine, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1939.79",,"339251",,,,,,,"541910",,"Montgomery",,,,"Tax credit"
"2016","Weber Solutions, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","200000",,"225000","10","1",,,,,"561320",,"Prince George's",,,,"Loan/grant"
"2016","Weber Solutions, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","25000",,,,,,,,,"561320",,"Prince George's",,,,"Loan/grant"
"2016","Weber Solutions, LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","24000",,,,"1",,,,,"561320",,"Prince George's",,,,"Loan/grant"
"2016","Wells CRP Building, LLC","Brownfields Tax Incentive","Brownfields Tax Incentive","Brownfield Property Tax Credit",,,,,,,,,,,,"Baltimore",,,,"Tax credit"
"2016","Western Services Corporation","Research and Development Tax Credit","R&D Tax Credit",,"3042.97",,"727327",,,,,,,"541330",,"Frederick",,,,"Tax credit"
"2016","WGS Systems, LLC","Export Maryland Grant","Export Maryland",,"10000",,,"4",,,,,,"541511",,"Frederick",,,,"Loan/grant"
"2016","White Swan, Inc.","Export Maryland Grant","Export Maryland",,"5000",,,"1",,,,,,"722511",,"Baltimore",,,,"Loan/grant"
"2016","WOG, LLC d/b/a WhiteOak Group","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"29667.12",,"51374.90","11",,,,,,"541513",,"Talbot",,,,"Tax credit"
"2016","Worcester County Economic Deve","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 3","MEDAAF-3 Cond. Grant","25000",,"75000",,,,,,,"921120",,"Worcester",,,,"Loan/Grant"
"2016","Xcision Medical Systems, LLC","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"815003",,,,,,,,,"334517",,"Howard",,,,"Tax credit"
"2016","Xcision Medical Systems, LLC","Research and Development Tax Credit","R&D Tax Credit",,"8106.22",,"1525192",,,,,,,"339110",,"Howard",,,,"Tax credit"
"2016","Zavda Technologies, LLC","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Guaranty Fund","MSBDFA Guaranty Fund","400000","200000",,,"30",,,,,"511210",,"Prince George's",,,,"Loan/grant"
"2016","Zenimax Media, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"192845.68",,"37583515",,,,,,,"511210",,"Montgomery",,,,"Tax credit"
"2016","Zephyr Aluminum, LLC","Research and Development Tax Credit","R&D Tax Credit",,"6446.47",,"795581",,,,,,,"238150",,"Baltimore",,,,"Tax credit"
"2016","Zerok Nanotech Corporation","Research and Development Tax Credit","R&D Tax Credit",,"1646.06",,"145592",,,,,,,"541712",,"Montgomery",,,,"Tax credit"
"2017","1400 Greenmount LLC","Brownfields Tax Incentive","Brownfields Tax Incentive","Brownfield Property Tax Credit",,,,,,,,,,"531190",,"Baltimore","Baltimore","MD","21204","Tax credit"
"2017","1715 Thames Street LLC","Brownfields Tax Incentive","Brownfields Tax Incentive","Brownfield Property Tax Credit",,,,,,,,,,"531190",,"Baltimore City","Baltimore","MD","21230","Tax credit"
"2017","2U Harkins Road LLC","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 2","MEDAAF-2 Cond. Loan","2000000",,"15000000","950","650",,,,,"611710",,"Prince George's","Lanham","MD","20706","Loan/Grant"
"2017","3 BUX LLC","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","150000",,,"8","8",,,,,"722410",,"Worcester","Ocean City","MD","21842","Loan/grant"
"2017","875 Hollins CSP, LLC","Brownfields Tax Incentive","Brownfields Tax Incentive","Brownfield Property Tax Credit",,,,,,,,,,"531190",,"Baltimore City","Baltimore","MD","21224","Tax credit"
"2017","A Bite of Heaven","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Meridian Management Group","65000",,,"2","1",,,,,"311811",,"Baltimore","Owings Mills","MD","21117","Loan/grant"
"2017","AAI Corporation","Research and Development Tax Credit","R&D Tax Credit",,"52549.93",,,,,,,,,"336412","40 Westminster Street","Baltimore","Providence","RI","02903","Tax credit"
"2017","AC Beverage, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"1978.42",,,,,,,,,"811310","1993 Moreland Parkway","Anne Arundel","Annapolis","MD","21401","Tax credit"
"2017","Action Systems, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"15631.12",,,,,,,,,"541512",,"Montgomery","Silver Spring","MD","20903","Tax credit"
"2017","Advance Construction Services","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","50000",,"50000","3","5",,,,,"236118",,"Prince George's","Seabrook","MD","20706","Loan/grant"
"2017","Advanced Biotechnologies, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"402.8683",,,,,,,,,"541710","1545 Progress Way","Carroll","Eldersburg","MD","21784","Tax credit"
"2017","Advanced Technology & Research Corporation","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"24278.20",,"37494",,,,,,,"541330","6650 Eli Whitney Drive, STE 400","Howard","Columbia","MD","21046","Tax credit"
"2017","Advanced Technology & Research Corporation","Research and Development Tax Credit","R&D Tax Credit",,"563.2011",,,,,,,,,"541330","6650 Eli Whitney Drive, STE 400","Howard","Columbia","MD","21046","Tax credit"
"2017","Afro-American Company Baltimore","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Equity Participation Program","MSBDFA EPIP Other Small Business","425000",,"450000","2","28",,,,,"511110",,"Baltimore City","Baltimore","MD","21218","Loan/grant"
"2017","Afro-American Newspaper","Small, Minority and Women-Owned Business Account- Video Lottery Terminal Fund (VLT)","SMWOBA VLT Fund","VLT/Tri-County Council for Western Maryland","30000",,,,"30",,,,,"511110",,"Baltimore City","Baltimore","MD","21218","Loan/grant"
"2017","Akonni Biosystems, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"200123.75",,,,,,,,,"325412","400 Sagner Avenue, Suite 300","Frederick","Frederick","MD","21701","Tax credit"
"2017","Akonni Biosystems, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"136.0341",,,,,,,,,"325413","400 Sagner Avenue, Suite 300","Frederick","Frederick","MD","21701","Tax credit"
"2017","Allen & Son Moving/Storage, In","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","100000",,"241000","2","22",,,,,"484210",,"Baltimore City","Baltimore","MD","21215","Loan/grant"
"2017","Allen Myers, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"4301.37",,,,,,,,,"237990",,"Harford","Worcester","PA","19490","Tax credit"
"2017","Amazon.com.dedc LLC","Job Creation Tax Credit","Job Creation Tax Credit","JCTC",,,,"63",,,,,,"493110",,"Baltimore City","Baltimore","MD","21224","Tax credit"
"2017","Amazon.com.dedc, LLC (Broening Hwy)","One Maryland Tax Credit","One Maryland Tax Credit",,,,,"37",,,,,,"493110",,"Baltimore City","Baltimore","MD","21224","Tax credit"
"2017","Amazon.com.dedc, LLC (Holabird Ave)","One Maryland Tax Credit","One Maryland Tax Credit",,,,,"25",,,,,,"493110",,"Baltimore City","Baltimore","MD","21224","Tax credit"
"2017","American Business Supplies, LL","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Contract Financing Program","MSBDFA Contract Financing Direct","400000",,"400000","2","4",,,,,"424120",,"Prince George's","Bowie","MD","20715","Loan/grant"
"2017","American Woodmark Corporation","Research and Development Tax Credit","R&D Tax Credit",,"280.1997",,,,,,,,,"337110",,"Allegany","Winchester","VA","22602","Tax credit"
"2017","Amgen, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"126234.14",,,,,,,,,"325410",,"Multiple","Newbury Park","CA","91319","Tax credit"
"2017","Angelena G. Lienert and Daniel M. Lienert","Research and Development Tax Credit","R&D Tax Credit",,"2284.50",,,,,,,,,"541600",,"Howard","Columbia","MD","21046","Tax credit"
"2017","Anthem Engineering, LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"5727.44",,"8845.16",,,,,,,"541511",,"Montgomery","Elkridge","MD",,"Tax credit"
"2017","Anthem Engineering, LLC","Research and Development Tax Credit","R&D Tax Credit",,"26.8013",,,,,,,,,"541511",,"Howard","Elkridge","MD","21075","Tax credit"
"2017","AOL Advertising, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"58152.24",,,,,,,,,"519130",,"Baltimore City","Dulles","VA","20166","Tax credit"
"2017","Arcode Corporation","Cybersecurity Investment Incentive Tax Credit (CIITC)","Cyber Tax Credit",,"134640",,,,,,,,,"541511",,"Montgomery","Rockville","MD","20850","Tax credit"
"2017","ARINC Incorporated","Research and Development Tax Credit","R&D Tax Credit",,"99073.95",,,,,,,,,"488100",,"Anne Arundel","Cedar Rapids","IA","52498","Tax credit"
"2017","AstraZeneca Pharmaceuticals, LP","Research and Development Tax Credit","R&D Tax Credit",,"534012.76",,,,,,,,,"325410",,"Montgomery","Wilmington","DE","19850","Tax credit"
"2017","Asymmetrik, Ltd.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"51760.14",,"79935.68",,,,,,,"541511",,"Anne Arundel","Laurel","MD",,"Tax credit"
"2017","AT&T Corp.","Research and Development Tax Credit","R&D Tax Credit",,"34751.99",,,,,,,,,"517311",,"Multiple","San Antonio","TX","78215","Tax credit"
"2017","Athena Environmental Sciences, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"56.2047",,,,,,,,,"325414",,"Baltimore","Baltimore","MD","21227","Tax credit"
"2017","ATI, Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"4210.84",,"6503",,,,,,,"541310",,"Howard","Columbia","MD",,"Tax credit"
"2017","Atlantic Imprints, Inc.","Maryland Small Business Development Fund Authority (MSBDFA)","MSBDFA Guaranty Fund","MSBDFA_GU/SSBCI","423000","317250","470000","2","48",,,,,"323111",,"Baltimore City","Baltimore","MD","21206","Loan/grant"
"2017","Atomic Mole LLC","Cybersecurity Investment Incentive Tax Credit (CIITC)","Cyber Tax Credit",,"57750",,,,,,,,,"541511",,"Montgomery","Rockville","MD","20850","Tax credit"
"2017","Auto Warehousing Company, Inc.","Job Creation Tax Credit","Job Creation Tax Credit","JCTC",,,,"34",,,,,,"493130",,"Baltimore City","Baltimore","MD","21226","Tax credit"
"2017","Automated Precision, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"11750.35",,,,,,,,,"334500",,"Montgomery","Rockville","MD","20850","Tax credit"
"2017","Availink (US), Inc.","Research and Development Tax Credit","R&D Tax Credit",,"6810.85",,,,,,,,,"334410",,"Montgomery","Germantown","MD","20874","Tax credit"
"2017","Aviation Systems Engineering Co., Inc.","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"51147.10",,"157977.86",,,,,,,"541330",,"St. Mary's","Lexinton Park","MD",,"Tax credit"
"2017","Awarables, Inc.","Biotechnology Investment Incentive Tax Credit (BIITC)","Biotech Tax Credit",,"250000",,,,,,,,,"541511",,"Montgomery","Potomac","MD","20853","Tax credit"
"2017","Axom Technologies, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"13583.50",,,,,,,,,"541519",,"Howard","Annapolis Junction","MD","20701","Tax credit"
"2017","Baltimore Development Corporat","Maryland Economic Development Assistance Authority Fund (Advantage Maryland)","Advantage Maryland (MEDAAF) - 3","MEDAAF-3 One MD Cond. Loan","4500000",,"10000000","800","1000",,,,,"926110",,"Baltimore City","Baltimore","MD","21201","Loan/Grant"
"2017","Basignani Winery","Maryland Wineries and Vineyards Tax Credit","Wineries and Vineyards Tax Credit",,"4845.24",,"30177.99",,,,,,,"312190/111332",,"Baltimore","Sparks","MD",,"Tax credit"
"2017","basys, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"9700.84",,,,,,,,,"541511",,"Baltimore","Baltimore","MD","21227","Tax credit"
"2017","Batching Systems, Inc.","Export Maryland Grant","Export Maryland",,"6000",,,"2",,,,,,"333993",,"Calvert",,,,"Loan/grant"
"2017","BCT LLC","Employer Security Clearances Costs (ESCC) Tax Credit","ESCC Tax Credit",,"89058.28",,"137537",,,,,,,"541700",,"Howard","Annapolis Junction",,,"Tax credit"
"2017","Becton, Dickinson and Company","Research and Development Tax Credit","R&D Tax Credit",,"159764.08",,,,,,,,,"339110",,"Baltimore","Franklin Lakes","NJ","07417","Tax credit"
"2017","Bentley Systems, Incorporated","Research and Development Tax Credit","R&D Tax Credit",,"6265.12",,,,,,,,,"541519",,"Multiple","Exton","PA","19341","Tax credit"
"2017","Berry Plastics Group, Inc.","Research and Development Tax Credit","R&D Tax Credit",,"14597.44",,,,,,,,,"325211",,"Multiple","Evansville","IL","47706","Tax credit"
