"title","event_start","event_end","subcategory_1","subcategory_2","location"
"Jins Eyewear Tvc 2016","2016-02-10T00:00:00.000","2016-02-10T00:00:00.000","Filming - TVC",,"Treasury Gardens"
"Malt District","2016-02-22T00:00:00.000","2016-02-22T00:00:00.000","Filming - TVC",,"Bridges"
"Audi/hawks","2016-03-16T00:00:00.000","2016-03-17T00:00:00.000","Filming - TVC",,"Little Bourke Street, Crombie Lane, Gresham Street"
"Mazda Eofy Tvc","2016-04-08T00:00:00.000","2016-04-09T00:00:00.000","Filming - TVC",,"Little Collins Street, Queen Street, Inner Suburb Locations, Church Lane, Other Laneways/Places/Alleys"
"Holden Commodore","2016-04-16T00:00:00.000","2016-04-18T00:00:00.000","Filming - TVC",,"Exhibition Street, La Trobe Street, Queen Street, Wills Street, Roads / Public Access Spaces"
"Papillons Property Investment","2016-04-19T00:00:00.000","2016-04-19T00:00:00.000","Filming - TVC",,"Birrarung Marr, Fawkner Park, Collins Street, Southbank Promenade, Promotional Sites"
"Honda Civic Tvc","2016-04-26T00:00:00.000","2016-04-27T00:00:00.000","Filming - TVC",,"Parks, Roads / Public Access Spaces"
"Girls Make Your Move","2016-05-11T00:00:00.000","2016-05-13T00:00:00.000","Filming - TVC",,"Fawkner Park, FP - Cricket Nets"
"Centrum Tv Commercial","2016-05-14T00:00:00.000","2016-05-14T00:00:00.000","Filming - TVC",,"Alexandra Gardens"
"Sportsbet","2016-06-01T00:00:00.000","2016-06-02T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Mazda 3 Tvc","2016-06-18T00:00:00.000","2016-06-19T00:00:00.000","Filming - TVC",,"Birrarung Marr, Exhibition Street, William Street, Inner Suburb Locations, Roads / Public Access Spaces"
"Woolworths Sunday Roast","2016-06-24T00:00:00.000","2016-06-25T00:00:00.000","Filming - TVC",,"Other Park Locations, Inner Suburb Locations"
"Nissan Tvc","2016-07-12T00:00:00.000","2016-07-12T00:00:00.000","Filming - TVC",,"Crossley Street, Godfrey Street"
"Auskick Mini Legends","2016-07-14T00:00:00.000","2016-07-14T00:00:00.000","Filming - TVC",,"Parks"
"Tourism Nt Tvc","2016-07-19T00:00:00.000","2016-07-19T00:00:00.000","Filming - TVC",,"Fawkner Park, FP - Cordner_T1_T2_T3_F2_Ct3, Fawkner Park"
"Dan Murphys Tvc","2016-07-22T00:00:00.000","2016-07-22T00:00:00.000","Filming - TVC",,"Promotional Sites, Roads / Public Access Spaces"
"6 Degrees Of Separation","2016-08-19T00:00:00.000","2016-08-20T00:00:00.000","Filming - TVC",,"Birrarung Marr, Collins Street, Degraves Street, Hosier Lane, Bourke St Mall - next to Tourism booth"
"Itterassyai","2016-08-20T00:00:00.000","2016-08-23T00:00:00.000","Filming - TVC",,"Bourke Street, Swanston Street, Bridges, Southbank Promenade, Inner Suburb Locations"
"Toyota Hybrid Tvc","2016-08-21T00:00:00.000","2016-08-21T00:00:00.000","Filming - TVC",,"Roads / Public Access Spaces"
"Mini Legends","2016-08-24T00:00:00.000","2016-08-24T00:00:00.000","Filming - TVC",,"FP - Cordner_T1_T2_T3_F2_Ct3, Fawkner Park"
"Cricket Australia","2016-08-30T00:00:00.000","2016-08-30T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Melbourne Food And Wine Festival","2016-09-07T00:00:00.000","2016-09-08T00:00:00.000","Filming - TVC",,"Southbank Promenade, Inner Suburb Locations"
"Interflora Christmas 2016","2016-10-26T00:00:00.000","2016-10-26T00:00:00.000","Filming - TVC",,"Rankins Lane"
"2xu Visibility","2016-10-29T00:00:00.000","2016-10-29T00:00:00.000","Filming - TVC",,"Bridges, Promotional Sites, Roads / Public Access Spaces"
"Optus Anytime Cricket","2016-11-08T00:00:00.000","2016-11-08T00:00:00.000","Filming - TVC",,"Queensbridge Square"
"Honda Civic","2016-11-23T00:00:00.000","2016-11-23T00:00:00.000","Filming - TVC",,"Parks"
"Super Saturday","2016-12-15T00:00:00.000","2016-12-15T00:00:00.000","Filming - TVC",,"Kings Domain"
"Tac Cycling Safety","2016-12-20T00:00:00.000","2016-12-20T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"Toyota Kluger","2017-01-14T00:00:00.000","2017-01-15T00:00:00.000","Filming - TVC",,"Treasury Gardens, Flinders Lane, Little Bourke Street, Little Collins Street, William Street, Inner Suburb Locations"
"Hyundai (car Tvc)","2017-01-14T00:00:00.000","2017-01-15T00:00:00.000","Filming - TVC",,"Collins Street, Elizabeth Street, Little Bourke Street, Lonsdale Street, William Street, Roads / Public Access Spaces"
"Honda City Brochure","2017-01-21T00:00:00.000","2017-01-22T00:00:00.000","Filming - TVC",,"Inner Suburb Locations"
"8 Bar Iced Coffee","2017-01-21T00:00:00.000","2017-01-22T00:00:00.000","Filming - TVC",,"Katherine Place (Green Laneway), Mercantile Place"
"Pure Blonde","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","Filming - TVC",,"Inner Suburb Locations, Roads / Public Access Spaces"
"Commercial","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","Filming - TVC",,"Fawkner Park"
"M&ms","2017-02-04T00:00:00.000","2017-02-11T00:00:00.000","Filming - TVC",,"Flinders Lane"
"Holden Trax Mobile Interaction","2017-02-10T00:00:00.000","2017-02-11T00:00:00.000","Filming - TVC",,"Alexandra Gardens, Roads / Public Access Spaces"
"Agl Tvc","2017-02-18T00:00:00.000","2017-02-18T00:00:00.000","Filming - TVC",,"Collins Street, La Trobe Street, Spring Street, William Street, Promotional Sites, Roads / Public Access Spaces"
"Mazda 2","2017-02-21T00:00:00.000","2017-02-24T00:00:00.000","Filming - TVC",,"Little Bourke Street, Alfred Place, Parks, Roads / Public Access Spaces"
"Za","2017-03-17T00:00:00.000","2017-03-17T00:00:00.000","Filming - TVC",,"Other Park Locations, Spring Street"
"Holden Running Tvc","2017-03-18T00:00:00.000","2017-03-19T00:00:00.000","Filming - TVC",,"Little Bourke Street, Queen Street, St Kilda Road, Inner Suburb Locations, Other Laneways/Places/Alleys, Roads / Public Access Spaces"
"Nissan","2017-03-25T00:00:00.000","2017-03-26T00:00:00.000","Filming - TVC",,"Little Lonsdale Street, Bennetts Lane"
"Nissan Pickups","2017-04-18T00:00:00.000","2017-04-18T00:00:00.000","Filming - TVC",,"Franklin Street, Parks"
"Telstra Wifi Payphone Switch On","2014-11-19T00:00:00.000","2014-11-19T00:00:00.000","Filming -- Other",,"Other Park Locations"
"Victoria Police","2017-01-05T00:00:00.000","2017-01-06T00:00:00.000","Filming - TVC","Filming - Other","Flinders Street, Inner Suburb Locations, Parks"
"Sunglass Hut","2016-04-20T00:00:00.000","2016-04-21T00:00:00.000","Filming - TVC","Filming - Photo shoot","Flinders Street, Duckboard Place"
"Skyjump Stills Photography","2016-11-24T00:00:00.000","2016-11-29T00:00:00.000","Filming - TVC","Filming - Photo shoot","Little Bourke Street, Spencer Street, William Street, Inner Suburb Locations, Street Locations"
"Shane Delia's Moorish Journey TVC","2015-10-05T00:00:00.000","2015-10-06T00:00:00.000","Filming - TVC","Filming - TV Series","Bond Street"
"Honda Tvc","2016-11-05T00:00:00.000","2016-11-06T00:00:00.000","Filming - TVC","Filming - Unit Base","Other Park Locations, Inner Suburb Locations"
"Wentworth","2014-02-03T00:00:00.000","2014-02-03T00:00:00.000","Filming - Unit Base",,"Fawkner Park"
"House Husbands","2014-02-20T00:00:00.000","2014-02-20T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Time Of Our Lives","2014-02-27T00:00:00.000","2014-02-27T00:00:00.000","Filming - Unit Base",,"Other Park Locations, Inner Suburb Locations"
"House Husbands","2014-03-18T00:00:00.000","2014-03-18T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Sucker","2014-04-03T00:00:00.000","2014-04-03T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Sucker","2014-04-14T00:00:00.000","2014-04-14T00:00:00.000","Filming - Unit Base",,"Royal Park"
"The Moon And The Sun","2014-05-01T00:00:00.000","2014-05-03T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Sucker","2014-05-02T00:00:00.000","2014-05-03T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Party Tricks","2014-05-15T00:00:00.000","2014-05-16T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"It's A Date - Series 2","2014-05-20T00:00:00.000","2014-05-21T00:00:00.000","Filming - Unit Base",,"Flagstaff Gardens"
"Party Tricks","2014-06-23T00:00:00.000","2014-06-24T00:00:00.000","Filming - Unit Base",,"Princes Park"
"It's A Date Series 2","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Arthritis Victoria TVC (Unit Base)","2014-07-26T00:00:00.000","2014-07-26T00:00:00.000","Filming - Unit Base",,"Other Park Locations, Spring Street"
"Holding The Man","2014-09-08T00:00:00.000","2014-09-08T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Miss Fisher Murder Mysteries Series 3","2014-11-14T00:00:00.000","2014-11-14T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Holding The Man (Unit Base)","2014-12-04T00:00:00.000","2014-12-04T00:00:00.000","Filming - Unit Base",,"Fawkner Park"
"Childhood's End (Unit Base)","2014-12-05T00:00:00.000","2014-12-05T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Holding The Man (Unit Base)","2014-12-05T00:00:00.000","2014-12-08T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Miss Fishers Murder Mysteries","2014-12-09T00:00:00.000","2014-12-11T00:00:00.000","Filming - Unit Base",,"Tom's Block"
"Childhoods End Unit Base","2015-02-13T00:00:00.000","2015-02-13T00:00:00.000","Filming - Unit Base",,"Alexandra Gardens"
"Telstra WiFi Nation","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","Promotion",,"Bourke Street"
"Foxtel Sketch Comedy Unit Base","2015-03-23T00:00:00.000","2015-03-23T00:00:00.000","Filming - Unit Base",,"Flagstaff Gardens"
"Afl Season Launch","2015-03-25T00:00:00.000","2015-03-26T00:00:00.000","Filming - Unit Base",,"Promotional Sites"
"House Husbands Unit Base","2015-04-02T00:00:00.000","2015-04-02T00:00:00.000","Filming - Unit Base",,"Flagstaff Gardens"
"Heinz Apac Webcast Unit Base","2015-05-07T00:00:00.000","2015-05-07T00:00:00.000","Filming - Unit Base",,"Inner Suburb Locations"
"Please Like Me Unit Base","2015-06-05T00:00:00.000","2015-06-05T00:00:00.000","Filming - Unit Base",,"Fawkner Park"
"Please Like Me Unit Base","2015-06-11T00:00:00.000","2015-06-12T00:00:00.000","Filming - Unit Base",,"Roads / Public Access Spaces"
"Winners And Losers Season 5 UnitBase","2015-07-24T00:00:00.000","2015-07-24T00:00:00.000","Filming - Unit Base",,"Treasury Gardens"
"Death By Chocolate Unit Base","2015-07-26T00:00:00.000","2015-07-26T00:00:00.000","Filming - Unit Base",,"Treasury Gardens"
"Jack Irish Unit Base","2015-08-19T00:00:00.000","2015-08-19T00:00:00.000","Filming - Unit Base",,"Flagstaff Gardens"
"Hunters (Unit Base)","2015-08-26T00:00:00.000","2015-08-26T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Afl Players Mvp Ob Compound","2015-09-15T00:00:00.000","2015-09-15T00:00:00.000","Filming - Unit Base",,"Promotional Sites"
"Dr Blake Mysteries Unit Base","2015-09-25T00:00:00.000","2015-09-25T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Hunters Unit Base","2015-10-12T00:00:00.000","2015-10-13T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Wentworth Unit Base","2015-12-03T00:00:00.000","2015-12-03T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"Federal Government Tvc Unit Base","2016-01-14T00:00:00.000","2016-01-14T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"House Husbands Unit Base","2016-05-23T00:00:00.000","2016-05-23T00:00:00.000","Filming - Unit Base",,"Other Park Locations, Inner Suburb Locations"
"Sisters Unit Base","2016-08-17T00:00:00.000","2016-08-17T00:00:00.000","Filming - Unit Base",,"Flagstaff Gardens"
"Afl Players Association Unit Base","2016-09-13T00:00:00.000","2016-09-14T00:00:00.000","Filming - Unit Base",,"Promotional Sites"
"The Warriors Unit Base","2016-11-08T00:00:00.000","2016-11-08T00:00:00.000","Filming - Unit Base",,"Fawkner Park"
"The Warriors Unit Base","2016-11-14T00:00:00.000","2016-11-15T00:00:00.000","Filming - Unit Base",,"Flinders Street, Other Laneways/Places/Alleys"
"Dr Blake Unit Base","2016-12-07T00:00:00.000","2016-12-07T00:00:00.000","Filming - Unit Base",,"PP - Lawn 2 South _ Ct3 _ Cs2 _ Soc 4_5_6, Inner Suburb Locations"
"Feature Film Unit Base","2017-01-30T00:00:00.000","2017-01-30T00:00:00.000","Filming - Unit Base",,"Treasury Gardens"
"Whitmore Unit Base","2017-02-02T00:00:00.000","2017-02-02T00:00:00.000","Filming - Unit Base",,"Royal Park"
"Other People's Problems Unit Base","2017-02-14T00:00:00.000","2017-02-16T00:00:00.000","Filming - Unit Base",,"Other Park Locations"
"H&M Store Launch","2014-03-30T00:00:00.000","2014-04-06T00:00:00.000","Public Event",,"Bourke Street, Elizabeth Street"
"Melbourne Stars And Melbourne Renegades Derby","2014-01-03T00:00:00.000","2014-01-03T00:00:00.000","Promotion",,"Bourke Street Mall - outfront of Adidas"
"Knight In Shining Armour, Flash Mob","2014-01-10T00:00:00.000","2014-01-10T00:00:00.000","Promotion",,"Southbank Spillway"
"PTV Pop Up Bourke St Mall","2014-01-13T00:00:00.000","2014-01-19T00:00:00.000","Promotion",,"Bourke Street Mall - outfront of Adidas"
"Secure Parking (nosey parker)","2014-01-15T00:00:00.000","2014-12-31T00:00:00.000","Promotion",,"Queen Street"
"Melbourne Shuffle","2014-01-16T00:00:00.000","2014-01-16T00:00:00.000","Promotion",,"Queensbridge Square"
"Formula 1 World","2014-01-17T00:00:00.000","2014-01-28T00:00:00.000","Promotion",,"Queensbridge Square"
"Australian Red Cross","2014-01-21T00:00:00.000","2014-02-14T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Piazza Italia"
"Ubank - Green Door Road Show","2014-01-26T00:00:00.000","2014-01-27T00:00:00.000","Promotion",,"Piazza Italia , Southbank Spillway"
"ESPN Super Bowl","2014-01-29T00:00:00.000","2014-01-31T00:00:00.000","Promotion",,"Flinders St Station"
"F1 Takes Over The City","2014-02-07T00:00:00.000","2014-02-16T00:00:00.000","Promotion",,"Bourke Street Mall - outfront of Adidas , Southbank Spillway"
"Valentines Day","2014-02-07T00:00:00.000","2014-02-07T00:00:00.000","Promotion",,"Flinders St Station"
"Lock In The Love","2014-02-10T00:00:00.000","2014-02-14T00:00:00.000","Promotion",,"City Square, Queensbridge Square"
"Australia's Healthy Weight Week","2014-02-11T00:00:00.000","2014-02-11T00:00:00.000","Promotion",,"Queensbridge Square"
"Benefit Cosmetics - They're Real","2014-02-13T00:00:00.000","2014-02-14T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"International Condom Day","2014-02-14T00:00:00.000","2014-02-14T00:00:00.000","Promotion",,"Southbank Spillway"
"Panzerotti Launch","2014-02-18T00:00:00.000","2014-02-20T00:00:00.000","Promotion",,"Flinders Lane"
"David Jones Model Search","2014-02-19T00:00:00.000","2014-02-19T00:00:00.000","Promotion",,"Bourke Street"
"Lumo Energy","2014-02-26T00:00:00.000","2014-02-26T00:00:00.000","Promotion",,"Flinders St Station"
"Melbourne Vixens Season Launch","2014-02-27T00:00:00.000","2014-02-27T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Caravan, Camping & Touring SuperShow 2014","2014-03-01T00:00:00.000","2014-03-01T00:00:00.000","Promotion",,"Southbank Spillway"
"Ferrari Static Show Car","2014-03-01T00:00:00.000","2014-03-03T00:00:00.000","Promotion",,"Piazza Italia"
"Media V Nestea","2014-03-03T00:00:00.000","2014-03-09T00:00:00.000","Promotion",,"Flinders St Station"
"The Lego Movie","2014-03-08T00:00:00.000","2014-03-08T00:00:00.000","Promotion",,"Flinders St Station"
"Officeworks Back To Uni","2014-03-11T00:00:00.000","2014-03-13T00:00:00.000","Promotion",,"Flinders St Station, Piazza Italia"
"Wake Up Next To A Big One","2014-03-12T00:00:00.000","2014-03-12T00:00:00.000","Promotion",,"Bourke Street, Bourke Street Mall - outfront of Adidas , Bourke St Mall - next to Tourism booth"
"Pop Up Ptv","2014-03-13T00:00:00.000","2014-03-16T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"TAC Enhanced Crash InvestigationStudy","2014-03-13T00:00:00.000","2014-03-16T00:00:00.000","Promotion",,"Southbank Spillway"
"Australian Formula One Release","2014-03-13T00:00:00.000","2014-03-18T00:00:00.000","Promotion",,"Elizabeth Street"
"Myer Benefit Cosmetics -Porefessional","2014-03-14T00:00:00.000","2014-03-14T00:00:00.000","Promotion",,"Bourke Street, Bourke St Mall - next to Tourism booth"
"Adidas Boost Activation 2014","2014-03-20T00:00:00.000","2014-03-20T00:00:00.000","Promotion",,"Flinders St Station"
"Lets Move It Melbourne","2014-03-20T00:00:00.000","2014-03-21T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Southbank Spillway , Bourke St Mall - next to Tourism booth"
"Byron Bay Cookie Co. Sampling","2014-03-21T00:00:00.000","2014-03-21T00:00:00.000","Promotion",,"Flinders St Station"
"Feed Melbourne Appeal","2014-03-26T00:00:00.000","2014-04-16T00:00:00.000","Promotion",,"Queensbridge Square , All Other Spaces"
"Age & Tourism Victoria - Our Patch","2014-03-28T00:00:00.000","2014-03-28T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Elizabeth Street"
"Lurpak","2014-03-31T00:00:00.000","2014-04-05T00:00:00.000","Promotion",,"Queensbridge Square , Piazza Italia , Promotional Sites"
"Fox FM - H&M Grand Opening","2014-04-06T00:00:00.000","2014-04-06T00:00:00.000","Promotion",,"Bourke Street, Elizabeth Street"
"Telstra Samsung Launch","2014-04-11T00:00:00.000","2014-04-11T00:00:00.000","Promotion",,"Bourke Street"
"Optus Project K","2014-04-11T00:00:00.000","2014-04-11T00:00:00.000","Promotion",,"Bourke Street"
"Promotion - Pan Macmillan","2014-04-16T00:00:00.000","2014-04-16T00:00:00.000","Promotion",,"Flinders St Station"
"Live Below The Line","2014-04-17T00:00:00.000","2014-04-17T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Carbon Monoxide Awareness WeekLaunch","2014-04-28T00:00:00.000","2014-04-28T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Wicked (outside Town Hall)","2014-05-05T00:00:00.000","2014-05-05T00:00:00.000","Promotion",,"Swanston Street"
"Leftbank Grand Final Celebrations","2014-09-27T00:00:00.000","2014-09-27T00:00:00.000","Promotion",,"Southbank Promenade"
"Australia's Biggest Morning Tea","2014-05-06T00:00:00.000","2014-05-06T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Southbank Spillway"
"Promotion -""i Met Fred","2014-05-12T00:00:00.000","2014-05-12T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Winter Warmers","2014-05-26T00:00:00.000","2014-06-18T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Elizabeth Street, Queensbridge Square , Southbank Spillway"
"Active Cities","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","Promotion",,"Queensbridge Square , Bourke St Mall - next to Tourism booth"
"Asics 'Better Their Best' Campaign","2014-06-07T00:00:00.000","2014-06-07T00:00:00.000","Promotion",,"Southbank Spillway"
"Citibank Switch Banking Promotion","2014-06-25T00:00:00.000","2014-06-25T00:00:00.000","Promotion",,"Collins Street"
"Hothands Sampling","2014-06-26T00:00:00.000","2014-06-26T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street"
"Benefit Product Launch","2014-06-27T00:00:00.000","2014-07-05T00:00:00.000","Promotion",,"Bourke Street"
"Promotion - Free CPR Lesson","2014-07-02T00:00:00.000","2014-07-02T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Topshop/Topman Store Opening","2014-07-21T00:00:00.000","2014-07-21T00:00:00.000","Promotion",,"Queensbridge Square"
"Home At Last","2014-08-06T00:00:00.000","2014-08-08T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Greenpeace Community Awareness","2014-08-16T00:00:00.000","2014-09-27T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"The Big Sunday Big Deal Hunt","2014-08-17T00:00:00.000","2014-08-17T00:00:00.000","Promotion",,"Southbank Spillway"
"Munich Brauhaus","2014-08-20T00:00:00.000","2014-08-20T00:00:00.000","Promotion",,"Southbank Spillway"
"Daffodil Day","2014-08-21T00:00:00.000","2014-08-25T00:00:00.000","Promotion",,"Southbank Spillway"
"Bupa Optical New Store Opening","2014-08-21T00:00:00.000","2014-08-22T00:00:00.000","Promotion",,"Bourke Street"
"Melbourne Spring Fashion WeekProgram","2014-08-28T00:00:00.000","2014-08-28T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station, Melbourne Central Station - Swanston Street"
"Big Heart Appeal","2014-08-29T00:00:00.000","2014-08-29T00:00:00.000","Promotion",,"Southbank Spillway"
"Lurpak Sampling Activity","2014-08-29T00:00:00.000","2014-08-29T00:00:00.000","Promotion",,"Parliament Station"
"Tangible Tarkine","2014-08-30T00:00:00.000","2014-08-30T00:00:00.000","Promotion",,"Queensbridge Square"
"EFFM Garden Party","2014-08-31T00:00:00.000","2014-08-31T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Piggy Bank Appeal Launch","2014-09-01T00:00:00.000","2014-09-01T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Girls' Night In","2014-09-02T00:00:00.000","2014-09-02T00:00:00.000","Promotion",,"Parliament Station, Melbourne Central Station - Swanston Street, Melbourne Central Station - Elizabeth Street, Southbank Spillway"
"Big Aussie Barbie Campaign","2014-09-03T00:00:00.000","2014-09-03T00:00:00.000","Promotion",,"Bourke Street Mall - outfront of Adidas , Bourke St Mall - next to Tourism booth"
"Bike Blender","2014-09-04T00:00:00.000","2014-09-04T00:00:00.000","Promotion",,"Little Collins Street"
"Voyages Ayers Rock","2014-09-11T00:00:00.000","2014-09-11T00:00:00.000","Promotion",,"Southbank Spillway"
"Member Drive","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street, Southbank Spillway , Promotional Sites"
"Munich Brauhaus Oktoberfest","2014-09-19T00:00:00.000","2014-09-19T00:00:00.000","Promotion",,"Southbank Spillway"
"Moon Festival & China National Day","2014-09-20T00:00:00.000","2014-09-20T00:00:00.000","Promotion",,"City Square"
"Vegan Easy","2014-09-20T00:00:00.000","2014-10-25T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Escape Room International","2014-09-20T00:00:00.000","2014-10-04T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street"
"TAB Brownlow Competition","2014-09-22T00:00:00.000","2014-09-22T00:00:00.000","Promotion",,"Bourke Street, Parliament Station"
"1 Cover Umbrella Promotion","2014-09-23T00:00:00.000","2014-09-23T00:00:00.000","Promotion",,"Flinders St Station"
"Membership Drive","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street, Queensbridge Square , Promotional Sites"
"Be Kind To Animals Week","2014-09-30T00:00:00.000","2014-09-30T00:00:00.000","Promotion",,"Southbank Spillway"
"Old News","2014-10-01T00:00:00.000","2014-10-03T00:00:00.000","Promotion",,"Flinders St Station"
"Game Of Petanque","2014-10-05T00:00:00.000","2014-10-05T00:00:00.000","Promotion",,"City Square"
"Giant Tennis Balls","2014-10-06T00:00:00.000","2014-10-12T00:00:00.000","Promotion",,"City Square, Southbank Spillway , Bourke St Mall - next to Tourism booth"
"Endeavour Gardens","2014-10-07T00:00:00.000","2014-10-10T00:00:00.000","Promotion",,"Elizabeth Street, Parliament Station, Queensbridge Square"
"Australian Open 2015 Ticket Launch","2014-10-07T00:00:00.000","2014-10-07T00:00:00.000","Promotion",,"Flinders St Station, Parliament Station"
"Haribo Sampling","2014-10-10T00:00:00.000","2014-10-17T00:00:00.000","Promotion",,"Melbourne Central Station - Swanston Street, Queensbridge Square"
"David Villa","2014-10-20T00:00:00.000","2014-10-21T00:00:00.000","Promotion",,"Bourke Street"
"Invisalign Promotion","2014-10-22T00:00:00.000","2014-10-23T00:00:00.000","Promotion",,"Parliament Station"
"Member Drive","2014-10-22T00:00:00.000","2014-10-22T00:00:00.000","Promotion",,"Flinders St Station"
"Myer Juicy Couture Promotion","2014-10-23T00:00:00.000","2014-10-25T00:00:00.000","Promotion",,"Bourke Street"
"Surf Dive 'n Ski Kombi Tour","2014-10-24T00:00:00.000","2014-10-24T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"Medibank Retail Store Opening","2014-10-27T00:00:00.000","2014-10-28T00:00:00.000","Promotion",,"Roads / Public Access Spaces"
"Macau 3D Light & Sound Show","2014-10-30T00:00:00.000","2014-11-06T00:00:00.000","Promotion",,"Queensbridge Square"
"Audi Etron Activation","2014-10-30T00:00:00.000","2014-10-30T00:00:00.000","Promotion",,"Promotional Sites"
"JPG Bench Promotion","2014-10-30T00:00:00.000","2014-12-05T00:00:00.000","Promotion",,"Bourke Street, Collins Street"
"Oxfam Shop","2014-11-01T00:00:00.000","2014-11-23T00:00:00.000","Promotion",,"Bourke St Mall - next to Tourism booth"
"H&M/Alexander Wang","2014-11-04T00:00:00.000","2014-11-06T00:00:00.000","Promotion",,"Southbank Spillway"
"Telstra Product Launch","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","Promotion",,"Bourke Street"
"SPC Perfect Fruit Sampling","2014-11-08T00:00:00.000","2014-11-08T00:00:00.000","Promotion",,"Southbank Spillway"
"JR/Duty Free Re-opening","2014-11-12T00:00:00.000","2014-11-12T00:00:00.000","Promotion",,"Swanston Street"
"Walk To Work Day","2014-11-14T00:00:00.000","2014-11-14T00:00:00.000","Promotion",,"Flinders St Station, Melbourne Central Station - Swanston Street, Evan Walker Bridge"
"Com Booking Susan Lengyel","2014-11-14T00:00:00.000","2014-11-15T00:00:00.000","Promotion",,"Royal Park, RP - Walmsley House"
"Myer Fragrance Launch","2014-11-20T00:00:00.000","2014-11-22T00:00:00.000","Promotion",,"Bourke Street"
"Strong Man Competition","2014-11-28T00:00:00.000","2014-11-28T00:00:00.000","Promotion",,"Queensbridge Square"
"Mercedes Benz Club Display","2014-11-30T00:00:00.000","2014-11-30T00:00:00.000","Promotion",,"Southbank Spillway"
"Wings For Life Media Launch","2014-12-02T00:00:00.000","2014-12-02T00:00:00.000","Promotion",,"Queensbridge Square"
"AFC Asian Cup Activation","2014-12-05T00:00:00.000","2014-12-05T00:00:00.000","Promotion",,"Southbank Spillway"
"TAC Be On The Ball Media Launch","2014-12-08T00:00:00.000","2014-12-08T00:00:00.000","Promotion",,"Southbank Spillway"
"50/50 Vending Machine Challenge","2014-12-09T00:00:00.000","2014-12-09T00:00:00.000","Promotion",,"Queensbridge Square"
"Lemon Sorbet","2014-12-12T00:00:00.000","2014-12-13T00:00:00.000","Promotion",,"Bourke Street"
"Rise Melbourne 2014","2014-12-25T00:00:00.000","2014-12-25T00:00:00.000","Promotion",,"Queensbridge Square"
"Boxing Day Sale","2014-12-25T00:00:00.000","2014-12-26T00:00:00.000","Promotion",,"Bourke Street"
