"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","65.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","62.6","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","69.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","67.7","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","63.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Male","572","67.0","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","Female","607","63.9","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","18-24 years","286","64.7","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","25-34 years","308","65.7","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","35-44 years","157","61.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","45-54 years","92","68.2","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","55-64 years","103","68.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-100)","2019","65+ years","239","67.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","City of Melbourne","1185","66.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Carlton 3053","125","63.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Docklands 3008","94","69.9","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","88","70.1","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","108","60.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Melbourne 3000","251","68.5","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","204","65.3","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Parkville 3052","89","67.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","129","67.9","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","66.9","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Male","572","69.0","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","Female","607","64.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","18-24 years","286","64.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","25-34 years","308","67.2","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","35-44 years","157","63.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","45-54 years","92","67.2","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","55-64 years","103","67.2","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-100)","2019","65+ years","239","77.2","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","City of Melbourne","1185","72.6","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Carlton 3053","125","70.1","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Docklands 3008","94","75.3","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","East Melbourne 3002","88","74.1","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Kensington / Flemington 3031","108","70.3","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Melbourne 3000","251","73.8","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","North Melbourne 3051 / West Melbourne 3003","204","69.8","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Parkville 3052","89","72.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","South Wharf / Southbank 3006","129","75.5","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","71.9","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Male","572","73.9","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Female","607","71.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","18-24 years","286","71.7","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","25-34 years","308","73.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","35-44 years","157","70.3","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","45-54 years","92","72.8","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","55-64 years","103","73.5","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","65+ years","239","76.3","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","City of Melbourne","1185","72.6","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Carlton 3053","125","70.1","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Docklands 3008","94","75.3","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","East Melbourne 3002","88","74.1","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Kensington / Flemington 3031","108","70.3","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Melbourne 3000","251","73.8","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","North Melbourne 3051 / West Melbourne 3003","204","69.8","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Parkville 3052","89","72.4","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","South Wharf / Southbank 3006","129","75.5","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","97","71.9","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Male","572","73.9","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","Female","607","71.4","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","18-24 years","286","71.7","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","25-34 years","308","73.4","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","35-44 years","157","70.3","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","45-54 years","92","72.8","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","55-64 years","103","73.5","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-1000)","2019","65+ years","239","76.3","Average"
"9","Council Plan Indicator","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","City of Melbourne","1256","74.6","Average"
"9","Council Plan Indicator","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Carlton 3053","132","71.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Docklands 3008","105","77.2","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","East Melbourne 3002","93","74.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Kensington / Flemington 3031","113","69.0","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Melbourne 3000","265","75.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","North Melbourne 3051 / West Melbourne 3003","215","74.6","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Parkville 3052","94","71.9","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","South Wharf / Southbank 3006","138","79.4","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","70.8","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Male","603","75.4","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","Female","647","73.8","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","18-24 years","297","73.7","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","25-34 years","322","74.9","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","35-44 years","161","70.8","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","45-54 years","93","75.6","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","55-64 years","109","77.0","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-100)","2019","65+ years","274","80.6","Average"
"10","Other","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","City of Melbourne","1252","95.5","Per cent"
"10","Other","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Carlton 3053","131","94.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Docklands 3008","105","93.2","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","East Melbourne 3002","94","96.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Kensington / Flemington 3031","113","96.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Melbourne 3000","263","95.4","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","North Melbourne 3051 / West Melbourne 3003","214","97.2","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Parkville 3052","93","98.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","South Wharf / Southbank 3006","138","93.6","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","98.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Male","603","93.9","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","Female","644","97.0","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","18-24 years","296","97.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","25-34 years","322","96.2","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","35-44 years","158","91.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","45-54 years","94","97.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","55-64 years","109","90.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2019","65+ years","273","95.3","Per cent"
"11a","Council Plan Indicator","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","City of Melbourne","1246","41.2","Per cent"
"11a","Council Plan Indicator","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Carlton 3053","130","50.2","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Docklands 3008","103","27.4","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","East Melbourne 3002","95","34.5","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Kensington / Flemington 3031","113","37.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Melbourne 3000","263","46.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","213","35.6","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Parkville 3052","93","57.4","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","136","35.1","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","100","34.6","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Male","595","43.0","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","Female","646","39.1","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","18-24 years","292","40.9","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","25-34 years","317","35.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","35-44 years","160","37.8","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","45-54 years","94","55.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","55-64 years","109","43.9","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2019","65+ years","274","58.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","City of Melbourne","1246","27.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Carlton 3053","130","41.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Docklands 3008","103","19.5","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","East Melbourne 3002","95","21.0","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Kensington / Flemington 3031","113","27.3","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Melbourne 3000","263","27.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","213","22.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Parkville 3052","93","45.4","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","136","21.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","100","26.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Male","595","30.3","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","Female","646","25.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","18-24 years","292","29.6","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","25-34 years","317","25.6","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","35-44 years","160","30.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","45-54 years","94","32.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","55-64 years","109","28.1","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2019","65+ years","274","21.8","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","City of Melbourne","1259","19.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Carlton 3053","132","22.9","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Docklands 3008","105","11.1","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","East Melbourne 3002","95","14.2","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Kensington / Flemington 3031","113","22.7","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Melbourne 3000","265","20.8","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","North Melbourne 3051 / West Melbourne 3003","216","20.1","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Parkville 3052","94","24.0","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","South Wharf / Southbank 3006","138","18.3","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","9.3","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Male","605","18.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","Female","648","20.5","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","18-24 years","298","22.7","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","25-34 years","323","19.3","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","35-44 years","161","13.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","45-54 years","94","17.3","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","55-64 years","109","18.0","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2019","65+ years","274","20.7","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","City of Melbourne","1259","16.1","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Carlton 3053","132","19.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Docklands 3008","105","7.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","East Melbourne 3002","95","9.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Kensington / Flemington 3031","113","21.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Melbourne 3000","265","16.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","North Melbourne 3051 / West Melbourne 3003","216","17.2","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Parkville 3052","94","21.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","South Wharf / Southbank 3006","138","15.8","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","9.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Male","605","15.7","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","Female","648","16.5","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","18-24 years","298","18.2","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","25-34 years","323","15.2","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","35-44 years","161","12.1","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","45-54 years","94","16.5","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","55-64 years","109","13.8","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2019","65+ years","274","20.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","City of Melbourne","1259","86.7","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Carlton 3053","132","92.9","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Docklands 3008","105","82.3","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","East Melbourne 3002","95","87.0","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Kensington / Flemington 3031","113","80.3","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Melbourne 3000","265","88.9","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","North Melbourne 3051 / West Melbourne 3003","216","78.6","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Parkville 3052","94","88.2","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","South Wharf / Southbank 3006","138","86.7","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","South Yarra 3141 / Melbourne/St Kilda Road 3004","101","96.3","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Male","605","86.8","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","Female","648","86.7","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","18-24 years","298","95.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","25-34 years","323","87.1","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","35-44 years","161","86.6","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","45-54 years","94","79.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","55-64 years","109","71.2","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2019","65+ years","274","67.9","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","City of Melbourne","1259","68.4","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Carlton 3053","132","68.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Docklands 3008","105","69.8","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","East Melbourne 3002","95","63.8","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Kensington / Flemington 3031","113","64.7","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2019","Melbourne 3000","265","71.0","Per cent"
