"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Docklands 3008","90","7.1","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","East Melbourne 3002","77","6.9","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Kensington/ Flemingon 3031","136","7.1","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Melbourne 3000","267","6.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","North Melbourne 3051 / West Melbourne 3003","178","6.3","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Parkville 3052","68","7.1","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Southbank/ South Wharf 3006","115","6.4","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","119","6.9","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Male","513","6.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","Female","643","6.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","18-24 years","277","6.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","25-34 years","248","6.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","35-44 years","129","6.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","45-54 years","125","6.5","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","55-64 years","140","6.8","Average"
"8f","Other","Subjective wellbeing","Satisfaction with feeling part of your community","Average satisfaction score (from 0-10)","2018","65+ years","247","7.1","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","City of Melbourne","1166","6.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Carlton 3053","116","7.1","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Docklands 3008","90","7.2","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","East Melbourne 3002","77","6.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Kensington/ Flemingon 3031","136","6.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Melbourne 3000","267","6.5","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","North Melbourne 3051 / West Melbourne 3003","178","6.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Parkville 3052","68","6.3","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Southbank/ South Wharf 3006","115","7.1","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","119","7.0","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Male","513","6.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","Female","643","6.7","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","18-24 years","277","6.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","25-34 years","248","6.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","35-44 years","129","6.6","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","45-54 years","125","6.8","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","55-64 years","140","6.9","Average"
"8g","Other","Subjective wellbeing","Satisfaction with future security","Average satisfaction score (from 0-10)","2018","65+ years","247","7.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","City of Melbourne","1166","73.2","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Carlton 3053","116","74.1","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Docklands 3008","90","76.2","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","East Melbourne 3002","77","76.7","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Kensington/ Flemingon 3031","136","72.9","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Melbourne 3000","267","71.2","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","North Melbourne 3051 / West Melbourne 3003","178","71.6","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Parkville 3052","68","73.0","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Southbank/ South Wharf 3006","115","75.7","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","119","73.3","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Male","513","72.9","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Female","643","73.7","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","18-24 years","277","72.9","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","25-34 years","248","73.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","35-44 years","129","70.5","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","45-54 years","125","73.4","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","55-64 years","140","74.5","Average"
"8","Other","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","65+ years","247","77.0","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","City of Melbourne","1166","73.2","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Carlton 3053","116","74.1","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Docklands 3008","90","76.2","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","East Melbourne 3002","77","76.7","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Kensington/ Flemingon 3031","136","72.9","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Melbourne 3000","267","71.2","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","North Melbourne 3051 / West Melbourne 3003","178","71.6","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Parkville 3052","68","73.0","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Southbank/ South Wharf 3006","115","75.7","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","119","73.3","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Male","513","72.9","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","Female","643","73.7","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","18-24 years","277","72.9","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","25-34 years","248","73.4","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","35-44 years","129","70.5","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","45-54 years","125","73.4","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","55-64 years","140","74.5","Average"
"8","Council Plan Indicator","Quality of life","Personal Wellbeing Index (subjective wellbeing combined)","Average of subjective wellbeing (0-100)","2018","65+ years","247","77.0","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","City of Melbourne","1244","7.4","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Carlton 3053","126","7.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Docklands 3008","103","7.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","East Melbourne 3002","81","7.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Kensington/ Flemingon 3031","142","7.1","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Melbourne 3000","285","7.3","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","North Melbourne 3051 / West Melbourne 3003","183","7.3","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Parkville 3052","72","7.4","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Southbank/ South Wharf 3006","122","7.8","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","7.3","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Male","549","7.4","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","Female","684","7.5","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","18-24 years","290","7.3","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","25-34 years","261","7.3","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","35-44 years","138","7.1","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","45-54 years","131","7.6","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","55-64 years","146","7.7","Average"
"9","Other","Quality of life","Satisfaction with life as a whole","Average satisfaction score (from 0-10)","2018","65+ years","278","8.2","Average"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","City of Melbourne","1234","93.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Carlton 3053","124","94.6","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Docklands 3008","103","88.9","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","East Melbourne 3002","80","92.9","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Kensington/ Flemingon 3031","141","94.7","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Melbourne 3000","280","95.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","North Melbourne 3051 / West Melbourne 3003","182","91.6","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Parkville 3052","72","86.9","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Southbank/ South Wharf 3006","123","96.3","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","129","85.4","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Male","541","90.4","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","Female","683","95.9","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","18-24 years","286","96.5","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","25-34 years","262","93.8","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","35-44 years","135","88.6","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","45-54 years","129","92.1","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","55-64 years","146","92.7","Per cent"
"10","Council Plan Indicator","Tolerance of diversity","It’s a good thing for society to be made up of different cultures","Reported as strongly agree or agree","2018","65+ years","276","87.2","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","City of Melbourne","1232","43.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Carlton 3053","126","61.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Docklands 3008","100","28.7","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","East Melbourne 3002","82","46.7","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Kensington/ Flemingon 3031","142","38.7","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Melbourne 3000","279","40.2","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","North Melbourne 3051 / West Melbourne 3003","182","44.9","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Parkville 3052","72","50.3","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Southbank/ South Wharf 3006","122","42.0","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","127","27.9","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Male","541","40.1","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","Female","681","46.5","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","18-24 years","285","47.7","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","25-34 years","258","37.5","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","35-44 years","136","42.0","Per cent"
"11a","Other","Volunteering","Help out as a volunteer","Yes, in the last 12 months","2018","65+ years","280","45.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","City of Melbourne","1232","30.8","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Carlton 3053","126","47.4","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Docklands 3008","100","15.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","East Melbourne 3002","82","23.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Kensington/ Flemingon 3031","142","27.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Melbourne 3000","279","26.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","North Melbourne 3051 / West Melbourne 3003","182","33.6","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Parkville 3052","72","39.2","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Southbank/ South Wharf 3006","122","33.0","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","127","15.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Male","541","26.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","Female","681","34.7","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","18-24 years","285","34.6","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","25-34 years","258","28.5","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","35-44 years","136","28.5","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","45-54 years","129","32.9","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","55-64 years","144","30.4","Per cent"
"11b","Other","Volunteering","Help out as a volunteer in the City of Melbourne","Yes, in the last 12 months","2018","65+ years","280","27.8","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","City of Melbourne","1247","23.1","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Carlton 3053","126","24.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Docklands 3008","103","18.3","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","East Melbourne 3002","82","25.2","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Kensington/ Flemingon 3031","142","18.2","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Melbourne 3000","285","22.2","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","North Melbourne 3051 / West Melbourne 3003","184","26.0","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Parkville 3052","72","35.5","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Southbank/ South Wharf 3006","123","21.2","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","22.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Male","549","23.1","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","Female","687","22.7","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","18-24 years","290","28.1","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","25-34 years","262","23.5","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","35-44 years","138","15.4","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","45-54 years","131","17.8","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","55-64 years","146","19.8","Per cent"
"12a","Other","Arts and cultural activities","Participate in arts and cultural activities in general","Yes, in the last 3 months","2018","65+ years","280","22.8","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","City of Melbourne","1247","20.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Carlton 3053","126","20.8","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Docklands 3008","103","13.5","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","East Melbourne 3002","82","22.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Kensington/ Flemingon 3031","142","15.4","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Melbourne 3000","285","20.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","North Melbourne 3051 / West Melbourne 3003","184","21.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Parkville 3052","72","33.5","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Southbank/ South Wharf 3006","123","18.9","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","17.2","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Male","549","20.0","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","Female","687","19.3","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","18-24 years","290","23.9","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","25-34 years","262","21.1","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","35-44 years","138","12.8","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","45-54 years","131","14.4","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","55-64 years","146","16.2","Per cent"
"12b","Other","Arts and cultural activities","Participate in arts and cultural activities in the City of Melbourne","Yes, in the last 3 months","2018","65+ years","280","19.8","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","City of Melbourne","1247","86.3","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Carlton 3053","126","89.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Docklands 3008","103","75.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","East Melbourne 3002","82","89.1","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Kensington/ Flemingon 3031","142","80.0","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Melbourne 3000","285","89.1","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","North Melbourne 3051 / West Melbourne 3003","184","85.6","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Parkville 3052","72","96.1","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Southbank/ South Wharf 3006","123","84.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","South Yarra 3141 / Melbourne (St Kilda Road) 3004","130","82.3","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Male","549","84.4","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","Female","687","88.2","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","18-24 years","290","92.6","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","25-34 years","262","88.1","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","35-44 years","138","80.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","45-54 years","131","83.5","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","55-64 years","146","82.2","Per cent"
"13a","Council Plan Indicator","Learning","Participate in learning activities","Yes, in the last 12 months","2018","65+ years","280","67.3","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","City of Melbourne","1247","68.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Carlton 3053","126","69.0","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","Docklands 3008","103","56.1","Per cent"
"13b","Other","Learning","Participate in learning activities in City of Melbourne","Yes, in the last 12 months","2018","East Melbourne 3002","82","74.6","Per cent"
