"exam_number","general_government_gru","department","division","job_title","ethnic_code","applicant_ethnicity","gender_code","applicant_gender","date_application_received","applicant_state","city","applicant_zip_code","zip_code_location"
"3356","GG",,,"HR/OD Specialist","WH","White Alone Hispanic","M","Male","2010-12-03T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03499","GRU",,,"COAL ASH EQUIPMENT OPERATOR II","WNH","White Alone Non-Hispanic","M","Male","2010-10-17T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3603","GG",,,"Program Coordinator","WNH","White Alone Non-Hispanic","M","Male","2011-02-10T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"3923","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2011-09-12T00:00:00.000","Florida",,"34475","POINT (-82.153136213 29.222662284)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-12-10T00:00:00.000","Florida",,"33618","POINT (-82.499337562 28.067603401)"
"4388","GG",,,"Code Enforcement Officer","WNH","White Alone Non-Hispanic","M","Male","2012-11-20T00:00:00.000","Florida",,"34609","POINT (-82.513298064 28.478010896)"
"010-04431","GRU",,,"Controller, Utilities","ANH","Asian Alone Non-Hispanic","M","Male","2012-11-26T00:00:00.000","Texas",,"78645","POINT (-97.976368813 30.451121344)"
"3655","GG",,,"Staff Specialist","OH","Other Hispanic or Latino","M","Male","2011-03-09T00:00:00.000","Florida",,"33141","POINT (-80.130188553 25.856651698)"
"4789","GG",,,"Safety Specialist","WH","White Alone Hispanic","M","Male","2013-10-24T00:00:00.000","Florida",,"32771","POINT (-81.296566174 28.804681444)"
"3558","GG",,,"Firefighter","BNH","Black Alone Non-Hispanic","M","Male","2010-11-29T00:00:00.000","Florida",,"33313","POINT (-80.223467131 26.152364082)"
"4480","GG",,,"Analyst, Senior","ANH","Asian Alone Non-Hispanic","M","Male","2013-01-14T00:00:00.000","California",,"91803","POINT (-118.144307107 34.075333881)"
"03965-A","GG",,,"Temporary Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2012-09-11T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3507","GG",,,"Carpenter","WNH","White Alone Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"34431","POINT (-82.501527444 29.139312043)"
"4017","GG",,,"Temporary Professional - EO","BNH","Black Alone Non-Hispanic","M","Male","2011-11-23T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"010-03374","GRU",,,"Account Representative","WH","White Alone Hispanic","F","Female","2010-10-12T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"4700","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2014-02-15T00:00:00.000","Florida",,"32771","POINT (-81.296566174 28.804681444)"
"4696","GG",,,"Staff Assistant","BNH","Black Alone Non-Hispanic","F","Female","2013-09-27T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3548","GG",,,"Police Officer","WNH","White Alone Non-Hispanic","M","Male","2011-01-12T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"4700","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","F","Female","2013-09-14T00:00:00.000","Florida",,"32607","POINT (-82.406836739 29.644040917)"
"010-03971","GRU",,,"Meter Reader","BNH","Black Alone Non-Hispanic","M","Male","2011-11-23T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4750","GG",,,"Accounting Clerk 1 Fleet Management","WNH","White Alone Non-Hispanic","F","Female","2013-09-25T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-03971","GRU",,,"Meter Reader","WNH","White Alone Non-Hispanic","M","Male","2011-11-28T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2011-09-19T00:00:00.000","Ohio",,"43551","POINT (-83.603598984 41.54355975)"
"010-04273","GRU",,,"STAFF ASSISTANT","WH","White Alone Hispanic","F","Female","2012-07-22T00:00:00.000","Florida",,"33483","POINT (-80.0649874 26.458474065)"
"010-04570","GRU",,,"Analyst","WNH","White Alone Non-Hispanic","F","Female","2013-04-05T00:00:00.000","Florida",,"32042","POINT (-82.218598066 29.860000725)"
"3356","GG",,,"HR/OD Specialist","WNH","White Alone Non-Hispanic","F","Female","2010-11-20T00:00:00.000","Florida",,"33157","POINT (-80.348499009 25.60591012)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","F","Female","2013-05-16T00:00:00.000","Florida",,"32038","POINT (-82.69944679 29.929121073)"
"3558","GG",,,"Firefighter","WH","White Alone Hispanic","M","Male","2010-11-30T00:00:00.000","Florida",,"33024","POINT (-80.24285889 26.025620272)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-12-04T00:00:00.000","Florida",,"33041","POINT (-81.804658082 24.556143757)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-06-09T00:00:00.000","Ohio",,"45764","POINT (-82.23323639 39.455667292)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-03T00:00:00.000","South Carolina",,"29102","POINT (-80.215737366 33.656371071)"
"3563","GG",,,"GIS SPECIALIST - PLANNING","WNH","White Alone Non-Hispanic","M","Male","2011-02-27T00:00:00.000","Florida",,"32084","POINT (-81.333789836 29.90305104)"
"010-03628","GRU",,,"Analyst Senior","WNH","White Alone Non-Hispanic","F","Female","2011-02-08T00:00:00.000","Georgia",,"30534","POINT (-84.091308472 34.404081342)"
"4807","GG",,,"CRA Project Manager","BNH","Black Alone Non-Hispanic","F","Female","2014-04-27T00:00:00.000","Florida",,"32612","POINT (-82.371668265 29.610232429)"
"4303","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","M","Male","2012-10-04T00:00:00.000","Florida",,"32218","POINT (-81.661186001 30.455653184)"
"4836","GG",,,"Safety Specialist","WNH","White Alone Non-Hispanic","M","Male","2013-12-10T00:00:00.000","Illinois",,"60548","POINT (-88.626447067 41.645667379)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-01-24T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-09-13T00:00:00.000","Illinois",,"60178","POINT (-88.686677534 41.990956276)"
"010-04697","GRU",,,"GAS WORKER","WNH","White Alone Non-Hispanic","M","Male","2013-11-07T00:00:00.000","Florida",,"34481","POINT (-82.319458679 29.114132736)"
"3754","GG",,,"Account Clerk II","WNH","White Alone Non-Hispanic","F","Female","2011-05-25T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4143","GG",,,"TRANSIT PLANNER","ANH","Asian Alone Non-Hispanic","F","Female","2012-04-11T00:00:00.000","Texas",,"75050","POINT (-97.019007681 32.76661388)"
"4682","GG",,,"Legal Assistant","BNH","Black Alone Non-Hispanic","M","Male","2013-08-12T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-30T00:00:00.000","Florida",,"32222","POINT (-81.817979869 30.222574054)"
"4303","GG",,,"POLICE OFFICER","BNH","Black Alone Non-Hispanic","F","Female","2013-02-01T00:00:00.000","Delaware",,"19702","POINT (-75.705556482 39.635159469)"
"3998","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2012-01-29T00:00:00.000","Florida",,"44095","POINT (-81.448137346 41.649456224)"
"4792","GG",,,"POLICE SERVICE TECHNICIAN l","WNH","White Alone Non-Hispanic","M","Male","2013-11-29T00:00:00.000","Virginia",,"23455","POINT (-76.144158717 36.889315863)"
"4303","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","F","Female","2013-05-20T00:00:00.000","Tennessee",,"37076","POINT (-86.599906087 36.18382601)"
"010-04141","GRU",,,"ANALYST-SENIOR","OH","Other Hispanic or Latino","M","Male","2012-04-13T00:00:00.000","Florida",,"33182","POINT (-80.40443661 25.775860665)"
"4599","GG",,,"Clerk II","WNH","White Alone Non-Hispanic","F","Female","2013-04-20T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4303","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","F","Female","2013-01-29T00:00:00.000","New York",,"12563","POINT (-73.575686926 41.483889789)"
"4653","GG",,,"Nature Assistant","WNH","White Alone Non-Hispanic","M","Male","2013-08-04T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4621","GG",,,"Entomologist","WNH","White Alone Non-Hispanic","M","Male","2013-06-09T00:00:00.000","Florida",,"33760","POINT (-82.71516702 27.91281258)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-11-29T00:00:00.000","Florida",,"33186","POINT (-80.40858609 25.661474051)"
"4125","GG",,,"Inspector II","BNH","Black Alone Non-Hispanic","M","Male","2012-04-15T00:00:00.000","Alabama",,"36526","POINT (-87.877867795 30.619442512)"
"3964","GG",,,"Temporary Technical- Recreation Aide I","WNH","White Alone Non-Hispanic","F","Female","2012-01-04T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"010-03522","GRU",,,"Staff Assistant","WNH","White Alone Non-Hispanic","F","Female","2010-11-05T00:00:00.000","Florida",,"32668","POINT (-82.486458965 29.273190352)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-30T00:00:00.000","Tennessee",,"37388","POINT (-86.217875824 35.356671658)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-10T00:00:00.000","Florida",,"32141","POINT (-80.89430991 28.945663838)"
"4108","GG",,,"Recreation Leader","BNH","Black Alone Non-Hispanic","M","Male","2012-04-27T00:00:00.000","Florida",,"32663","POINT (-82.197207604 29.33084423)"
"4573","GG",,,"Labor Crew Leader","WNH","White Alone Non-Hispanic","M","Male","2013-05-24T00:00:00.000","Florida",,"34481","POINT (-82.319458679 29.114132736)"
"3787","GG",,,"INTERVENTION SPECIALIST","WH","White Alone Hispanic","M","Male","2011-07-21T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-12T00:00:00.000","Florida",,"33469","POINT (-80.10018629 26.966300927)"
"3764","GG",,,"Staff Assistant","WNH","White Alone Non-Hispanic","F","Female","2011-05-28T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"4618","GG",,,"Land Rights Coordinator","BNH","Black Alone Non-Hispanic","F","Female","2013-07-14T00:00:00.000","Texas",,"77042","POINT (-95.559728894 29.737693165)"
"4935","GG",,,"Program Assistant","WNH","White Alone Non-Hispanic","F","Female","2014-04-11T00:00:00.000","Florida",,"32618","POINT (-82.527619202 29.531162019)"
"010-04786","GRU",,,"Accountant, Senior","WNH","White Alone Non-Hispanic","F","Female","2014-01-21T00:00:00.000","Iowa",,"52333","POINT (-91.516709966 41.802708913)"
"3558","GG",,,"Firefighter","OH","Other Hispanic or Latino","M","Male","2010-11-30T00:00:00.000","Florida",,"33073","POINT (-80.184735752 26.303231363)"
"4700","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","M","Male","2013-11-18T00:00:00.000","Florida",,"33143","POINT (-80.299708942 25.701044016)"
"4599","GG",,,"Clerk II","WNH","White Alone Non-Hispanic","F","Female","2013-04-16T00:00:00.000","Florida",,"32658","POINT (-82.404998802 29.843003064)"
"3558","GG",,,"Firefighter","PND","Prefer Not to Disclose","M","Male","2010-11-29T00:00:00.000","Florida",,"34293","POINT (-82.397347247 27.052983787)"
"4303","GG",,,"POLICE OFFICER","WH","White Alone Hispanic","M","Male","2013-02-06T00:00:00.000","Florida",,"32578","POINT (-86.444776356 30.501771073)"
"4143","GG",,,"TRANSIT PLANNER","BNH","Black Alone Non-Hispanic","M","Male","2012-04-16T00:00:00.000","Ohio",,"43224","POINT (-82.968337455 40.043959311)"
"4700","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2013-09-19T00:00:00.000","New York",,"12186","POINT (-73.960849938 42.637219359)"
"4346","GG",,,"General Services Director","BNH","Black Alone Non-Hispanic","M","Male","2013-04-19T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4188","GG",,,"Intern - Public Works","ANH","Asian Alone Non-Hispanic","M","Male","2012-05-21T00:00:00.000","California",,"93933","POINT (-121.79249973 36.679386922)"
"4007","GG",,,"AQUATIC LEADER","WH","White Alone Hispanic","F","Female","2012-03-29T00:00:00.000","Florida",,"32257","POINT (-81.602736987 30.192280676)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-06T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"3558","GG",,,"Firefighter","BNH","Black Alone Non-Hispanic","M","Male","2010-12-03T00:00:00.000","Florida",,"34983","POINT (-80.350806207 27.316873351)"
"010-04524","GRU",,,"Analyst Sr","WNH","White Alone Non-Hispanic","M","Male","2013-02-18T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4292","GG",,,"Paralegal","WNH","White Alone Non-Hispanic","M","Male","2012-08-27T00:00:00.000","Florida",,"32640","POINT (-82.067409255 29.594403574)"
"4641","GG",,,"TEMPORARY POLICE CADET II","WNH","White Alone Non-Hispanic","M","Male","2013-07-19T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3970","GG",,,"Staff Specialist","WNH","White Alone Non-Hispanic","F","Female","2011-11-10T00:00:00.000","Florida",,"32643","POINT (-82.617039416 29.821921097)"
"4193","GG",,,"Safety Specialist","BNH","Black Alone Non-Hispanic","M","Male","2012-05-21T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"4105","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2012-02-05T00:00:00.000","Florida",,"33756","POINT (-82.788406432 27.947142469)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-11-30T00:00:00.000","Florida",,"34428","POINT (-82.59680907 28.946380764)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","M","Male","2010-12-02T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","IWNH","American Indian, Alaskan Native and White Non-Hispanic","M","Male","2012-09-12T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"04535-A","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","F","Female","2013-10-04T00:00:00.000","Florida",,"32655","POINT (-82.595609848 29.829720382)"
"4304","GG",,,"Park Maintenance Worker II","OH","Other Hispanic or Latino","M","Male","2012-10-01T00:00:00.000","Florida",,"32680","POINT (-83.001976488 29.643801942)"
"3532","GG",,,"Nature and Culture Manager","WNH","White Alone Non-Hispanic","M","Male","2010-11-28T00:00:00.000","Florida",,"34420","POINT (-82.046318598 29.051981777)"
"3548","GG",,,"Police Officer","OH","Other Hispanic or Latino","M","Male","2010-12-28T00:00:00.000","Florida",,"32771","POINT (-81.296566174 28.804681444)"
"4609","GG",,,"COURT LIAISON SPECIALIST","WNH","White Alone Non-Hispanic","F","Female","2013-06-16T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-04055","GRU",,,"LINE TECHNICIAN - Energy Delivery","WNH","White Alone Non-Hispanic","M","Male","2012-08-04T00:00:00.000","Florida",,"32177","POINT (-81.66458814 29.652192147)"
"4061","GG",,,"Program Coordinator","PND","Prefer Not to Disclose","P","Prefer not to disclose","2012-02-05T00:00:00.000","Florida",,"34698","POINT (-82.773159808 28.024122931)"
"4763","GG",,,"Program Coordinator- Facilities","WNH","White Alone Non-Hispanic","M","Male","2013-10-06T00:00:00.000","Idaho",,"83704","POINT (-116.285757074 43.626629251)"
"4123","GG",,,"Mosquito Control/Stormwater Services Technician","WNH","White Alone Non-Hispanic","M","Male","2012-03-30T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"010-04477","GRU",,,"Server/Storage Professional - IT IDA, Sr.","WNH","White Alone Non-Hispanic","M","Male","2013-06-14T00:00:00.000","Florida",,"32140","POINT (-81.875759752 29.757302175)"
"4001","GG",,,"Customer Accounts Rep - B&C","WNH","White Alone Non-Hispanic","F","Female","2011-11-22T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"3281","GG",,,"City Hall Volunteer","BNH","Black Alone Non-Hispanic","M","Male","2011-09-25T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4350","GG",,,"Temporary Technical - Gainesville Fire Rescue","WNH","White Alone Non-Hispanic","M","Male","2012-10-21T00:00:00.000","Florida",,"32779","POINT (-81.419117054 28.70261292)"
"4700","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","F","Female","2013-09-14T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4005","GG",,,"Building Attendant","BNH","Black Alone Non-Hispanic","M","Male","2013-05-16T00:00:00.000","Florida",,"32653","POINT (-82.39524861 29.718401341)"
"3388","GG",,,"Fleet Mechanic II","WNH","White Alone Non-Hispanic","M","Male","2011-07-08T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-04212","GRU",,,"Staff Assistant - Water/Wastewater","WNH","White Alone Non-Hispanic","F","Female","2012-06-19T00:00:00.000","Florida",,"32179","POINT (-81.884819089 29.088201743)"
"4148","GG",,,"POLICE SERVICE TECHNICIAN I","PND","Prefer Not to Disclose","M","Male","2013-09-17T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4540","GG",,,"Staff Specialist","WH","White Alone Hispanic","M","Male","2013-03-15T00:00:00.000","Florida",,"32832","POINT (-81.219046931 28.404111042)"
"4102","GG",,,"Temporary Behavioral Specialist- Summer Camp","BNH","Black Alone Non-Hispanic","M","Male","2012-03-16T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"3787","GG",,,"INTERVENTION SPECIALIST","OH","Other Hispanic or Latino","F","Female","2012-04-11T00:00:00.000","Florida",,"34473","POINT (-82.19015566 29.006702475)"
"4433","GG",,,"Intergovermental Affairs Coordinator","WNH","White Alone Non-Hispanic","M","Male","2013-02-12T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3754","GG",,,"Account Clerk II","WNH","White Alone Non-Hispanic","F","Female","2011-05-24T00:00:00.000","Florida",,"32148","POINT (-81.881786275 29.640504082)"
"010-04408","GRU",,,"POWER SYSTEMS OPERATIONS MANAGER","WNH","White Alone Non-Hispanic","M","Male","2012-11-15T00:00:00.000","Florida",,"32656","POINT (-82.000109465 29.796294255)"
"010-04124","GRU",,,"IT Web Applications Developer, Sr.","WNH","White Alone Non-Hispanic","M","Male","2012-09-11T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3558","GG",,,"Firefighter","WNH","White Alone Non-Hispanic","F","Female","2010-12-12T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"010-04257","GRU",,,"NETWORK ANALYST - GRU IT","BNH","Black Alone Non-Hispanic","M","Male","2012-08-27T00:00:00.000","Florida",,"32905","POINT (-80.608247783 28.030783825)"
"3923","GG",,,"POLICE OFFICER","WNH","White Alone Non-Hispanic","M","Male","2011-09-09T00:00:00.000","Florida",,"34997","POINT (-80.217766484 27.136881498)"
"4935","GG",,,"Program Assistant","BNH","Black Alone Non-Hispanic","F","Female","2014-04-02T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3637","GG",,,"Temporary Pool Attendant","BNH","Black Alone Non-Hispanic","F","Female","2011-05-29T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3952","GG",,,"Transit Operator Trainee","WNH","White Alone Non-Hispanic","M","Male","2011-09-10T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4390","GG",,,"Recreation Supervisor- Educational Recreational Programming","WNH","White Alone Non-Hispanic","M","Male","2013-02-27T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"3484","GG",,,"Mainteance Worker I - Public Works","WNH","White Alone Non-Hispanic","M","Male","2010-10-26T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"03965-A","GG",,,"Temporary Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2012-09-12T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4341","GG",,,"Firefighter - Gainesville Fire Rescue","BNH","Black Alone Non-Hispanic","M","Male","2012-09-20T00:00:00.000","Florida",,"32927","POINT (-80.797186002 28.471093647)"
"010-04444","GRU",,,"OPERATIONS ASSISTANT","WNH","White Alone Non-Hispanic","M","Male","2012-12-18T00:00:00.000","New Hampshire",,"03431","POINT (-72.286289164 42.939757747)"
"010-04203","GRU",,,"MANAGING UTILITY ANALYST, PLANNING (ENERGY SUPPLY)","WNH","White Alone Non-Hispanic","M","Male","2012-07-01T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"3678","GG",,,"User Support Technician II","BNH","Black Alone Non-Hispanic","M","Male","2011-03-15T00:00:00.000","Florida",,"32655","POINT (-82.595609848 29.829720382)"
"4798","GG",,,"TEMPORARY PROJECT COORDINATOR","WNH","White Alone Non-Hispanic","F","Female","2013-12-18T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3508","GG",,,"Custodial Worker","BNH","Black Alone Non-Hispanic","M","Male","2010-10-25T00:00:00.000","Florida",,"32064","POINT (-82.986377918 30.294853221)"
"4722","GG",,,"TRANSIT OPERATIONS SUPERVISOR","WNH","White Alone Non-Hispanic","M","Male","2013-11-07T00:00:00.000","Georgia",,"31501","POINT (-82.350369048 31.220713063)"
"010-04181","GRU",,,"Water Plant Operator/Mechanic Apprentice - Murphree Plant","WNH","White Alone Non-Hispanic","M","Male","2012-10-27T00:00:00.000","Florida",,"32605","POINT (-82.371229419 29.677832025)"
"3996","GG",,,"General Services Support Specialist","BNH","Black Alone Non-Hispanic","F","Female","2011-11-09T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3578","GG",,,"Account Clerk","WNH","White Alone Non-Hispanic","F","Female","2011-01-05T00:00:00.000","Florida",,"32611","POINT (-82.352706661 29.644962058)"
"4005","GG",,,"Building Attendant","WNH","White Alone Non-Hispanic","M","Male","2013-05-17T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4126","GG",,,"Photographic Laboratory Technician","WNH","White Alone Non-Hispanic","F","Female","2012-03-27T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4926","GG",,,"Recreation Leader","WNH","White Alone Non-Hispanic","M","Male","2014-03-18T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
"4389","GG",,,"Recreation Supervisor-Athletic Programs","BNH","Black Alone Non-Hispanic","F","Female","2013-02-21T00:00:00.000","North Carolina",,"17110","POINT (-76.879007772 40.309578188)"
"3637","GG",,,"Temporary Pool Attendant","WNH","White Alone Non-Hispanic","M","Male","2011-05-01T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4233","GG",,,"VEHICLE SERVICE ATTENDANT - RTS","WH","White Alone Hispanic","F","Female","2013-01-05T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"3787","GG",,,"INTERVENTION SPECIALIST","BNH","Black Alone Non-Hispanic","M","Male","2011-07-17T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"4187","GG",,,"Temporary Server","WNH","White Alone Non-Hispanic","F","Female","2013-07-03T00:00:00.000","Florida",,"32603","POINT (-82.345467882 29.65451238)"
"4797","GG",,,"Sr. Assistant City Attorney","BNH","Black Alone Non-Hispanic","F","Female","2013-11-05T00:00:00.000","Florida",,"32696","POINT (-82.485329264 29.386681896)"
"010-03646","GRU",,,"Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2012-05-01T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"4274","GG",,,"Labor Crew Leader I - Asphalt & Concrete","WNH","White Alone Non-Hispanic","M","Male","2012-08-01T00:00:00.000","Florida",,"32668","POINT (-82.486458965 29.273190352)"
"3919","GG",,,"NEW SERVICES SPECIALIST, SR.","WNH","White Alone Non-Hispanic","F","Female","2011-08-21T00:00:00.000","Florida",,"32615","POINT (-82.49425825 29.799083748)"
"3633","GG",,,"Code Enforcement Officer","BNH","Black Alone Non-Hispanic","F","Female","2011-05-17T00:00:00.000","Florida",,"32641","POINT (-82.274009921 29.642563615)"
"4174","GG",,,"Customer Service Support Specialist 1","BNH","Black Alone Non-Hispanic","F","Female","2012-05-08T00:00:00.000","Florida",,"32091","POINT (-82.115087 29.947530861)"
"3739","GG",,,"Clerk II - Billing & Collections","WNH","White Alone Non-Hispanic","F","Female","2011-04-30T00:00:00.000","Florida",,"32666","POINT (-82.020826451 29.728542584)"
"010-03984","GRU",,,"Field Service Technician Apprentice","BNH","Black Alone Non-Hispanic","M","Male","2012-01-21T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03979","GRU",,,"Customer Service Representative Sr","BNH","Black Alone Non-Hispanic","F","Female","2011-10-29T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"010-04374","GRU",,,"Account Clerk II","PND","Prefer Not to Disclose","F","Female","2012-12-31T00:00:00.000","Florida",,"32024","POINT (-82.715749251 30.098993408)"
"4614","GG",,,"Grants Program Specialist","WNH","White Alone Non-Hispanic","M","Male","2013-05-19T00:00:00.000","Florida",,"32068","POINT (-81.860726033 30.082812607)"
"010-04032","GRU",,,"Wastewater Plant Operator I","BNH","Black Alone Non-Hispanic","M","Male","2011-12-18T00:00:00.000","Florida",,"32669","POINT (-82.581797076 29.645783264)"
"4187","GG",,,"Temporary Server","WH","White Alone Hispanic","F","Female","2012-07-01T00:00:00.000","Florida",,"32601","POINT (-82.325076771 29.652743963)"
"3968","GG",,,"Clerk II - Billing & Collections","BNH","Black Alone Non-Hispanic","F","Female","2011-12-27T00:00:00.000","Federated States of Micronesia",,"32607","POINT (-82.406836739 29.644040917)"
"3614","GG",,,"Recreation Supervisor- Athletics","WNH","White Alone Non-Hispanic","M","Male","2011-02-10T00:00:00.000","Texas",,"76051","POINT (-97.089018755 32.933614166)"
"010-03646","GRU",,,"Customer Service Representative","WNH","White Alone Non-Hispanic","F","Female","2012-08-04T00:00:00.000","Florida",,"32042","POINT (-82.218598066 29.860000725)"
"3388","GG",,,"Fleet Mechanic II","WNH","White Alone Non-Hispanic","M","Male","2011-04-03T00:00:00.000","Tennessee",,"37323","POINT (-84.830876203 35.119443048)"
"4807","GG",,,"CRA Project Manager","WNH","White Alone Non-Hispanic","F","Female","2014-04-25T00:00:00.000","Florida",,"32608","POINT (-82.39913739 29.60683029)"
"010-03679","GRU",,,"Staff Specialist","BWNH","Black and White Non-Hispanic","F","Female","2011-03-22T00:00:00.000","Florida",,"32635","POINT (-82.386536874 29.672982999)"
"4797","GG",,,"Sr. Assistant City Attorney","WH","White Alone Hispanic","F","Female","2013-12-05T00:00:00.000","Florida",,"32606","POINT (-82.42708881 29.680460753)"
"4936","GG",,,"Temporary Parking Operations Attendant 2","BNH","Black Alone Non-Hispanic","F","Female","2014-05-07T00:00:00.000","Florida",,"32609","POINT (-82.308018279 29.703020022)"
