"vulnerable_population","section","long_title","short_title","group","group1","subgroup","age_group","value"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Dizziness/vertigo","X45.64","56634"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Peripheral Nerve Disorders","X45.64","119155"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Carpal Tunnel Syndrome","X45.64","44182"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","NEUROLOGIC","Nervous System Symptoms/Disorders - Other","X45.64","133792"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Major Depressive Disorder","X45.64","176904"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Depression, possible - Other","X45.64","437825"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","PTSD","X45.64","298990"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Acute stress disorders","X45.64","6181"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Anxiety disorders/ other","X45.64","228238"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Adjustment disorders","X45.64","63427"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Bipolar disorders","X45.64","73017"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Schizophrenia","X45.64","58281"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychotic disorders - Other","X45.64","27168"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Alcohol use disorders","X45.64","232265"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Drug use disorders","X45.64","160449"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Eating disorders","X45.64","1317"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Dissociative disorders","X45.64","827"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Personality disorders","X45.64","32280"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Conduct/impulse control disorders","X45.64","8889"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Somatiform disorders","X45.64","12509"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Attention Deficit Disorder/Hyperkinetic Disorder","X45.64","13353"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","MENTAL HEALTH/SUBSTANCE USE DISORDER","Psychiatric disorders, nonspecific","X45.64","52129"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","PerBlindness/Low Vision","X45.64","29149"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Refraction disorders","X45.64","467956"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Glaucoma","X45.64","156637"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Cataract","X45.64","314725"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Eye disorders - Other","X45.64","343856"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Hearing problems","X45.64","259405"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","SENSE ORGANS","Ear disorders - Other","X45.64","91004"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Caries","X45.64","146802"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Gingivitis/Periodontitis","X45.64","105101"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Loss of Teeth","X45.64","75432"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DENTAL","Dental Disorders - Other","X45.64","167106"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin cancer (non-Melanoma)","X45.64","40495"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin ulcer - chronic","X45.64","27976"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Skin infection","X45.64","82833"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Psoriasis","X45.64","25670"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","DERMATOLOGIC","Dermatologic disorders - Other","X45.64","404764"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep apnea","X45.64","237359"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Sleep disturbance - Other","X45.64","151423"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Malaise and fatigue","X45.64","41360"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Syncope","X45.64","26380"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Abdominal pain","X45.64","91073"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Chronic Pain Syndromes","X45.64","107143"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Allergies and urticaria","X45.64","40021"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Edema","X45.64","49682"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Symptoms - Other","X45.64","68790"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use Disorder","X45.64","468334"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Tobacco Use History","X45.64","52613"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Poisoning","X45.64","9310"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Other injuries and conditions due to external causes","X45.64","164148"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Effects of surgical procedures or medical care","X45.64","41284"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Housing insufficiency","X45.64","114177"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Psychosocial factors - Other","X45.64","163589"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","OTHER","Residual Codes","X45.64","298486"
"Age Group","A. Socio-demographic Characteristics","A1. Distribution of Age among FY13 Veteran VHA Patients","Age Group (Overall)","Overall",,"Overall","X65.","2618174"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"F","X65.","44742"
"Age Group","A. Socio-demographic Characteristics","A2. Distribution of Age among FY13 Veteran VHA Patients by Sex, FY13","Age Group by Sex","Sex",,"M","X65.","2573299"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"AI/AN","X65.","10513"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Asian","X65.","15092"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Black/African American","X65.","232925"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"NH/OPI","X65.","13984"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"White","X65.","2225640"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Hispanic","X65.","97637"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Multi-race","X65.","11413"
"Age Group","A. Socio-demographic Characteristics","A4. Distribution of Age among FY13 Veteran VHA Patients by Race/Ethnicity, FY13","Age Group by Race/Ethnicity","Race/Ethnicity",,"Unknown","X65.","10970"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Highly Rural","X65.","40628"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Other Rural","X65.","1020411"
"Age Group","A. Socio-demographic Characteristics","A5. Distribution of Age among FY13 Veteran VHA Patients by Rural/Urban Status, FY13","Age Group by Rural/Urban Status","Geography",,"Urban","X65.","1549261"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"No SC","X65.","1593829"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 0-49","X65.","505188"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 50-99","X65.","347777"
"Age Group","A. Socio-demographic Characteristics","A6. Distribution of Age among FY13 Veteran VHA Patients by Service-Connected Status, FY13","Age Group by Service-Connected Status","Service Connection",,"SC 100","X65.","169687"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","0 encounters","X65.","76572"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","1 encounter","X65.","158420"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","2 encounters","X65.","218318"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","3-5 encounters","X65.","532675"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","6-11 encounters","X65.","603953"
"Age Group","B. VHA Outpatient Utilization","B1. Distribution of Age among FY13 Veteran VHA Patients by VHA Outpatient Visits, FY13","Age Group by VHA Outpatient Visits","Encounters","Outpatient Visits","12+ encounters","X65.","1028236"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","0 encounters","X65.","307476"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","1 encounter","X65.","822351"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","2 encounters","X65.","586858"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","3-5 encounters","X65.","653629"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","6-11 encounters","X65.","187710"
"Age Group","B. VHA Outpatient Utilization","B2. Distribution of Age among FY13 Veteran VHA Patients by Primary Care Visits, FY13","Age Group by Primary Care Visits","Encounters","Primary Care Visits","12+ encounters","X65.","60150"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","0 encounters","X65.","2267874"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","1 encounter","X65.","91361"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","2 encounters","X65.","61992"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","3-5 encounters","X65.","101290"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","6-11 encounters","X65.","50622"
"Age Group","B. VHA Outpatient Utilization","B3. Distribution of Age among FY13 Veteran VHA Patients by Mental Health/Substance Use Disorder Visits, FY13","Age Group by Mental Health/Substance Use Disorder Visits","Encounters","Mental Health/Substance use Disorder Visits","12+ encounters","X65.","45035"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","0 encounters","X65.","2263153"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","1 encounter","X65.","196256"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","2 encounters","X65.","77131"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","3-5 encounters","X65.","65109"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","6-11 encounters","X65.","14725"
"Age Group","B. VHA Outpatient Utilization","B4. Distribution of Age among FY13 Veteran VHA Patients by Emergency Department Visits, FY13","Age Group by Emergency Department Visits","Encounters","Emergency Department Visits","12+ encounters","X65.","1800"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","0 encounters","X65.","1204528"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","1 encounter","X65.","487796"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","2 encounters","X65.","265134"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","3-5 encounters","X65.","348421"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","6-11 encounters","X65.","192651"
"Age Group","B. VHA Outpatient Utilization","B5. Distribution of Age among FY13 Veteran VHA Patients by Telephone Visits, FY13","Age Group by Telephone Visits","Encounters","Telephone Visits","12+ encounters","X65.","119644"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","0 encounters","X65.","2222987"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","1 encounter","X65.","65808"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","2 encounters","X65.","54262"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","3-5 encounters","X65.","68779"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","6-11 encounters","X65.","51793"
"Age Group","B. VHA Outpatient Utilization","B6. Distribution of Age among FY13 Veteran VHA Patients by Fee Outpatient Visits, FY13","Age Group by Fee Outpatient Services","Encounters","Fee Outpatient Services","12+ encounters","X65.","154545"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"INFECTIOUS DISEASE","X65.","490350"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"ENDOCRINE/METABOLIC/NUTRITIONAL","X65.","1896867"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CARDIOVASCULAR","X65.","1943746"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"RESPIRATORY","X65.","726231"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"GASTROINTESTINAL","X65.","915248"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"URINARY","X65.","567391"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"REPRODUCTIVE HEALTH","X65.","798042"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"BREAST","X65.","11490"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"CANCER","X65.","410686"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"HEMATOLOGIC/IMMUNOLOGIC","X65.","355535"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MUSCULOSKELETAL","X65.","1137972"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"NEUROLOGIC","X65.","667990"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"MENTAL HEALTH/SUD","X65.","553494"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"SENSE ORGAN","X65.","1346970"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DENTAL","X65.","162505"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"DERMATOLOGIC","X65.","607564"
"Age Group","C. Diagnoses","C1. Distribution of Age among FY13 Veteran VHA Patients by Domain, FY13","Age Group by Domains","Domains",,"OTHER","X65.","1037536"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","HIV/AIDS","X65.","4211"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Tuberculosis","X65.","2507"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Mycoses","X65.","193573"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","INFECTIOUS DISEASE","Infections - Other","X65.","87513"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Diabetes Mellitus","X65.","787156"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Lipid Disorders","X65.","1487606"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Overweight/Obesity","X65.","322661"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Thyroid Disorders","X65.","245933"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Osteoporosis","X65.","46014"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Vitamin D Deficiency","X65.","117329"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Endocrine, Metabolic and Nutritional Disorders - Other","X65.","327928"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","ENDOCRINE/METABOLIC/NUTRITIONAL","Fluid and Electrolyte Disorders","X65.","113368"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Hypertension","X65.","1655022"
"Age Group","C. Diagnoses","C2. Distribution of Age among FY13 Veteran VHA Patients by Condition, FY13","Age Group by Conditions","Conditions","CARDIOVASCULAR","Chest Pain/Angina","X65.","105441"
