"state","year","table","measure","characteristic_label","format","value"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","641"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","583"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","594"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","542"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","473"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","423"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","471"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","461"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","388"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","386"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","284"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","173"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","25"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","22.69688958"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","9.530059209"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","10.34264724"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","8.807141573"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","8.744084884"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","8.884487312"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","9.216126064"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","8.139502415"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","8.204873197"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","7.468856796"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","6.557149789"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","5.826045038"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","6.571420599"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","6.552670106"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","5.459636681"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","5.438074978"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","4.130188185"
"Colorado","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","2.54161341"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","876"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","458"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","439"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","401"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","389"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","406"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","421"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","359"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","377"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","339"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","336"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","309"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","333"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","332"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","316"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","361"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","312"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","171"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","35"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","24.00920901"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","12.3763714"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","11.80901143"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","10.5498553"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","9.988958221"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","10.32422123"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","10.60907693"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","8.670869261"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","8.907686128"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","7.876028066"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","7.66738168"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","6.861330077"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","7.401809331"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","7.307785433"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","6.800671459"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","7.508475634"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","6.455083378"
"Connecticut","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","3.525264395"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","163"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","106"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","96"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","100"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","96"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","87"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","97"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","111"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","94"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","74"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","70"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","78"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","69"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","61"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","62"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","68"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","54"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","52"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","14.79128857"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","9.617129378"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","8.682282717"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","8.885729518"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","8.358728777"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","7.725779238"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","8.832635221"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","9.789223036"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","8.231894211"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","6.483266164"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","6.155469574"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","6.756171503"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","5.973508787"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","5.509393064"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","5.366106976"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","5.756857433"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","4.651964163"
"Delaware","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","4.475428178"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","155"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","87"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","89"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","86"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","88"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","87"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","90"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","82"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","82"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","60"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","55"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","58"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","62"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","67"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","59"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","53"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","48"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","36"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","4"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","16.93433847"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","9.971346705"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","10.20525169"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","10.48780488"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","10.28878756"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","11.4654718"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","13.67573317"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","12.36802413"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","13.06772908"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","10.3430443"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","9.739684788"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","10.61299177"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","12.31135822"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","13.02994944"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","11.5234375"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","10.28527072"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","9.561752988"
"District of Columbia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","6.796299792"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","6418"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","3589"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","3369"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","3065"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","2824"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","2857"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","2715"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","2543"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","2293"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","2055"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","1801"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","1652"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","1572"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","1541"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","1592"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","1462"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","1318"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","935"
"Florida","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","174"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","28.97621585"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","16.29260409"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","15.52556026"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","13.92979203"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","12.70549702"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","13.01055143"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","12.27135283"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","11.01562026"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","9.837655094"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","8.884911216"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","7.828018307"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","7.367336654"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","6.914935733"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","6.730727233"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","6.722178121"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","6.058596826"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","5.519424774"
"Florida","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","3.888186566"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","3138"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","1709"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","1622"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","1559"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","1568"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","1742"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","1792"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","1710"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","1637"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","1408"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","1297"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","1247"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","1178"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","1143"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","1244"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","1253"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","1083"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","566"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","56"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","24.07789637"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","13.07924846"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","12.47653918"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","11.65860261"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","11.58666351"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","12.7388535"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","12.99746868"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","11.95118883"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","11.33648659"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","9.845189981"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","9.096200916"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","8.780638938"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","8.352122063"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","8.093181335"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","8.609175277"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","8.584190839"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","7.650196023"
"Georgia","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","4.039798438"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","261"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","109"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","93"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","84"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","96"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","66"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","74"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","66"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","69"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","73"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","80"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","58"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","67"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","67"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","64"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","69"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","52"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","45"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","13"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","13.71662813"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","5.880766118"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","5.037374066"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","4.68593105"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","5.200151671"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","3.788531083"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","4.22712213"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","3.740224413"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","3.967569432"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","4.321316522"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","4.692357323"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","3.356093045"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","4.025474646"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","4.194315763"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","3.900060938"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","4.2212162"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","3.248172903"
"Hawaii","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","2.839116719"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age <1","Number","325"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 1","Number","104"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 2","Number","119"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 3","Number","84"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 4","Number","70"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 5","Number","96"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 6","Number","95"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 7","Number","99"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 8","Number","68"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 9","Number","71"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 10","Number","66"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 11","Number","72"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 12","Number","66"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 13","Number","71"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 14","Number","60"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 15","Number","72"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 16","Number","49"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Age 17","Number","35"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age","Unborn, Unknown, and 18�21","Number","1"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age <1","Rate","14.3494194"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 1","Rate","4.651578853"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 2","Rate","5.257577096"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 3","Rate","3.762597984"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 4","Rate","3.0491789"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 5","Rate","4.022121669"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 6","Rate","3.913974951"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 7","Rate","3.937477628"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 8","Rate","2.694456552"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 9","Rate","2.837162837"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 10","Rate","2.619047619"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 11","Rate","2.904162633"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 12","Rate","2.697290449"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 13","Rate","2.893471351"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 14","Rate","2.422871911"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 15","Rate","2.899834871"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 16","Rate","2.023204922"
"Idaho","2015","Child Victims by Age","Victims (unique count) by age, rate per 1,000 children","Age 17","Rate","1.485694881"
