"location_code","prek_type","borough","district","name","phone","day_length","area_name","seats","spcoordx","spcoordy","email","website","meals","sems_code","location"
"XAWS","NYCEEC","Bronx","7","Dominican Sisters Family Health Service","(718) 993-8963","Half Day","Mott Haven - Port Morris","15","1007479","235992","kbiles@dsfhs.org",,"8","07XAWS","454-464 East 148th Street
Bronx, NY 10455
(40.814670138000054, -73.91661380699998)"
"XARH","NYCEEC","Bronx","8","Leake and Watts Head Start","(718) 904-1689","Half Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","20","1026113","237777","ballen@leakeandwatts.org",,"1","08XARH","2165 Randall Avenue
Bronx, NY 10473
(40.81896943400005, -73.84915592799996)"
"X092","DOE","Bronx","12","P.S. 092 Bronx","(718) 731-7900","Full Day","East Tremont","36","1014827","247638","chall6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X092","2","12X092","700 EAST 179 STREET
Bronx, NY 10457
(40.84671863900007, -73.88987704799996)"
"XARR","NYCEEC","Bronx","8","Kiderific Nursery School, Inc.","(718) 518-7170","Full Day","Pelham Bay - Country Club - City Island","14","1030173","246870","kiderific@gmail.com","http://kiderificnurseryschool.com","7","08XARR","1621 Pilgrim Avenue
Bronx, NY 10461
(40.84402497900004, -73.83380681699998)"
"X126","DOE","Bronx","9","P.S. 126 Dr Marjorie H Dunbar","(718) 681-6120","Full Day","Highbridge","90","1004071","243876","nkeefoster@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X126","2","09X126","175 WEST 166 STREET
Bronx, NY 10452
(40.835805513000025, -73.92832115099998)"
"X130","DOE","Bronx","8","P.S. 130 Abram Stevens Hewitt","(718) 665-0962","Full Day","Longwood","36","1011364","237190","lvelazq@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X130","2","08X130","750 PROSPECT AVENUE
Bronx, NY 10455
(40.81767834100003, -73.90241464999997)"
"XAWU","NYCEEC","Bronx","7","St. Joseph Early Childhood at St. Rita of Cascia","(718) 583-9432","Full Day","Mott Haven - Port Morris","120","1005922","236316","b245@adnyeducation.org",,"5","07XAWU","448 College Avenue
Bronx, NY 10451
(40.81542534400006, -73.92180657899996)"
"XAWT","NYCEEC","Bronx","9","St. Angela Merici EC at Our Lady of Victory","(718) 293-3365","Full Day","Claremont - Bathgate","120","1010384","244865","b221@adnyeducation.org",,"5","09XAWT","1512 Webster Avenue
Bronx, NY 10457
(40.83883625400006, -73.90581982099997)"
"XAYJ","NYCEEC","Bronx","10","Oasis Early Start Imagination Center In Riverdale","(646) 213-4218","Full Day","Spuyten Duyvil - Kingsbridge","108","1009517","261922","jeff@oasischildren.com","http://oasischildren.com","5","10XAYJ","531 West 235th Street
Bronx, NY 10463
(40.885437987000046, -73.90867517599997)"
"XAKJ","NYCEEC","Bronx","11","Wake-Eden Christian Academy","(718) 325-8056","Full Day","Woodlawn - Wakefield","36","1028603","263806","academy@wakeeden.org",,"3","11XAKJ","2074 Strang Ave.
Bronx, NY 10466
(40.89078342300007, -73.83967423599995)"
"XASO","NYCEEC","Bronx","11","Mind-Builders Creative Arts Center","(718) 652-6256","Full Day","Williamsbridge - Olinville","18","1020647","258378","madaha@mind-builders.org","http://mind-builders.org","5","11XASO","3415 Olinville Avenue
Bronx, NY 10467
(40.87578186600007, -73.86814711999995)"
"XALQ","NYCEEC","Bronx","8","Blondell Joyner DCC","(718) 665-7791","Full Day","Morrisania - Melrose","26","1010864","238710","vsalters@sebnc.org","http://sebnc.org","7","08XALQ","901 Tinton Avenue
Bronx, NY 10456
(40.82177826700007, -73.90355028699997)"
"XAIE","NYCEEC","Bronx","9","Mid Bronx CCRP ECC 3","(917) 962-9384","Full Day","Highbridge","25","1005142","245938","ogdendc@midbronx.org","http://midbronx.org/","3","09XAIE","1360 Ogden Avenue
Bronx, NY 10452
(40.841681238000035, -73.92466423799993)"
"XAHW","NYCEEC","Bronx","7","Betances Early Childhood Center (NYCHA)","(718) 665-1100","Full Day","Mott Haven - Port Morris","22","1007717","235292","Hammonda@e-s-s.org","http://essnyc.org","3","07XAHW","528 East 146th Street
Bronx, NY 10455
(40.81256730200005, -73.91499168099995)"
"XANU","NYCEEC","Bronx","9","Help II","(718) 498-4002","Full Day","East Concourse - Concourse Village","23","1009073","244994","cviruet@helpusa.org",,"3","09XANU","285 East 171st Street
Bronx, NY 10457
(40.83883398100005, -73.91015538399995)"
"XAQS","NYCEEC","Bronx","10","Happy Days @Riverdale","(718) 601-1300","Full Day","Spuyten Duyvil - Kingsbridge","18","1006704","261059","happydaysrd@gmail.com","http://Renanimpreschool.com","3","10XAQS","2975 Independence Ave
Bronx, NY 10463
(40.88298365800006, -73.91730690199995)"
"XASX","NYCEEC","Bronx","11","St. Barnabas School","(718) 324-1088","Full Day","Woodlawn - Wakefield","54","1021464","267963","b229@adnyeducation.org","http://stbarnabasschool.org","5","11XASX","413 East 241st Street
Bronx, NY 10470
(40.90197117100007, -73.86540987199999)"
"XAWL","NYCEEC","Bronx","12","Bright Star Stratford, Inc.","(718) 842-9361","Full Day","West Farms - Bronx River","36","1018593","241617","lrukh1@hotmail.com","http://brightstardaycarestratford.com","5","12XAWL","1217 Stratford Avenue
Bronx, NY 10472
(40.82978277600006, -73.87567497699996)"
"XAMQ","NYCEEC","Bronx","10","Mosholu Montefiore - Van Cortlandt","(718) 543-0231","Full Day","Van Cortlandt Village","54","1013642","260882","imelendez@mmcc.org","http://mmcc.org","3","10XAMQ","3880 Sedgwick Avenue
Bronx, NY 10463
(40.88297325700006, -73.89397436399997)"
"X058","DOE","Bronx","9","P.S. 058","(718) 583-6866","Full Day","Claremont - Bathgate","36","1012243","247576","vgunn@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X058","2","09X058","459 EAST 176 STREET
Bronx, NY 10457
(40.84614358500005, -73.89914890899996)"
"X063","DOE","Bronx","9","P.S. 063 Author's Academy","(718) 589-3058","Full Day","Morrisania - Melrose","54","1011338","242084","rdiaz15@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X063","2","09X063","1260 FRANKLIN AVENUE
Bronx, NY 10456
(40.83125769700007, -73.90233071199998)"
"XAMI","NYCEEC","Bronx","9","Aleene Logan Day Care","(718) 538-7135","Full Day","Claremont - Bathgate","21","1010244","244483","la_ficklingcdc@yahoo.com","http://Claremontcenter.org","3","09XAMI","1450 Webster Avenue
Bronx, NY 10456
(40.83792899600007, -73.90632425699994)"
"XAEH","NYCEEC","Bronx","10","St. Philip Neri School","(718) 365-8806","Full Day","Bedford Pk - Fordham North","36","1015416","257686","b256@adnyeducation.org","http://stphilipneribronx.org","5","10XAEH","3031 Grand Concourse
Bronx, NY 10468
(40.873844880000036, -73.88709178499994)"
"XAPT","NYCEEC","Bronx","11","Little Stars School, Inc.","(718) 994-0604","Full Day","Woodlawn - Wakefield","76","1027284","264123","lstarsassistant@aol.com","http://littlestarspreschools.com","3","11XAPT","4063 Edson Avenue
Bronx, NY 10466
(40.89153816700008, -73.84413241399994)"
"Z037","DOE","Bronx","11","Pre-K Center at 800 Lydig Avenue","(212) 637-8036","Full Day","Pelham Parkway","36","1022042","250529","BSaffer3@schools.nyc.gov",,"5","11Z037","800 Lydig Avenue
Bronx, NY 10462
(40.85439245300006, -73.86375085599997)"
"Z028","DOE","Bronx","7","Pre-K Center at 80 Bruckner Boulevard","(212) 637-8036","Full Day","Mott Haven - Port Morris","90","1004715","232921","BSaffer3@schools.nyc.gov",,"5","07Z028","80 Bruckner Boulevard
Bronx, NY 10454
(40.806073222000066, -73.92578514099995)"
"X048","DOE","Bronx","8","P.S. 048 Joseph R. Drake","(718) 589-4312","Full Day","Hunts Point","108","1015563","235913","rcardon2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X048","3","08X048","1290 SPOFFORD AVENUE
Bronx, NY 10474
(40.814449023000066, -73.88671464199996)"
"XAPH","NYCEEC","Bronx","10","Round the Clock Nursery","(718) 329-6023","Full Day","Fordham South","100","1013188","251996","faith.shein@oundtheclocknursery.org","http://roundtheclocknursery.org","3","10XAPH","2380 Marion Avenue
Bronx, NY 10458
(40.85893514300005, -73.89505157899998)"
"XAVD","NYCEEC","Bronx","10","Tender Tots Decatur","(718) 324-1052","Full Day","Norwood","54","1019408","258821","diana@tendertotsny.com","http://tendertotsny.com","3","10XAVD","3322 Decatur Avenue
Bronx, NY 10467
(40.87705168000008, -73.87313419499998)"
"XARC","NYCEEC","Bronx","9","Fulton (Center #4)","(718) 542-1161","Full Day","Claremont - Bathgate","54","1012465","245969","ngomez@lapen.com",,"3","09XARC","1717 Fulton Avenue
Bronx, NY 10457
(40.841686999000046, -73.89774923999994)"
"XAEB","NYCEEC","Bronx","10","Saint Margaret of Cortona","(718) 549-8580","Full Day","North Riverdale - Fieldston - Riverdale","92","1011055","270141","principal@stmargaretschoolriverdale.com","http://stmargaretschoolriverdale.com","7","10XAEB","452 West 260th Street
Bronx, NY 10471
(40.90827968000008, -73.90288346199998)"
"XASP","NYCEEC","Bronx","9","Hac-Sedgewick UPK Program","(718) 992-1321","Full Day","University Heights - Morris Heights","36","1005668","247508","wcarter@hacfs.com","http://hacfs.org","5","09XASP","1531 University Avenue
Bronx, NY 10453
(40.845755301000054, -73.92219415499994)"
"XAKZ","NYCEEC","Bronx","10","Harry H. Gordon School (NYL)","(718) 367-5917","Full Day","Belmont","8","1014939","251939","Melissa.bybel@yai.org","http://yai.org","2","10XAKZ","2465 Bathgate Avenue
Bronx, NY 10458
(40.858277875000056, -73.88867429099997)"
"X199","DOE","Bronx","9","P.S. 199X - The Shakespeare School","(718) 681-7172","Full Day","Highbridge","54","1006248","246572","slopez16@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X199","2","09X199","1449 SHAKESPEARE AVENUE
Bronx, NY 10452
(40.84333842700005, -73.92028532699999)"
"XAAA","NYCEEC","Bronx","11","Harry H. Gordon School Annex (NYL)","(718) 838-5993","Half Day","Williamsbridge - Olinville","29","1025163","258444","kristen.gorman@yai.org","http://yai.com","2","11XAAA","1180 East 214th Street
Bronx, NY 10469
(40.87612400100005, -73.85194336799998)"
"X051","DOE","Bronx","10","P.S. 051 Bronx New School","(718) 733-0347","Full Day","Belmont","36","1015560","249327","psmith2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X051","2","10X051","695 EAST 182ND STREET
Bronx, NY 10457
(40.85091679400006, -73.88734501399995)"
"X140","DOE","Bronx","8","P.S. X140 The Eagle School","(718) 585-1205","Full Day","Morrisania - Melrose","54","1009799","239257","pcannon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X140","3","08X140","916 EAGLE AVENUE
Bronx, NY 10456
(40.82261029700004, -73.90820241999995)"
"X195","DOE","Bronx","12","P.S. 195","(718) 861-4461","Full Day","West Farms-Bronx River","36","1018150","242047","akavana@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X195","2","12X195","1250 WARD AVENUE
Bronx, NY 10472
(40.830709210000066, -73.87772603799993)"
"X094","DOE","Bronx","10","P.S. 094 Kings College School","(718) 405-6345","Full Day","Norwood","36","1018697","260063",,"http://schools.nyc.gov/SchoolPortals/10/X094/default.htm","5","10X094","3530 KINGS COLLEGE PLACE
Bronx, NY 10467
(40.88044924900004, -73.87572897399997)"
"X004","DOE","Bronx","9","P.S./M.S. 004 Crotona Park West","(718) 583-6655","Full Day","Claremont - Bathgate","36","1012480","245915","vresto@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X004","3","09X004","1701 FULTON AVENUE
Bronx, NY 10457
(40.841270879000035, -73.89797867699997)"
"XARI","NYCEEC","Bronx","10","Lehman College Childcare Center","(718) 960-8746","Full Day","Van Cortlandt Village","20","1013778","258009","jaci@imagineelc.com","http://imagineelc.com","8","10XARI","250 Bedford Park Boulevard West
Bronx, NY 10468
(40.87540234100004, -73.89372140599994)"
"XAAH","NYCEEC","Bronx","10","Amalgamated Nursery School","(718) 543-8688","Full Day","Van Cortlandt Village","35","1014084","261453","amalgamatedns@yahoo.com","http://amalgamatednurseryschool.com","5","10XAAH","3980 Orloff Avenue
Bronx, NY 10463
(40.88456110100003, -73.89210536299998)"
"XAOW","NYCEEC","Bronx","10","Mosholu Montefiore Community Center - Northside Annex","(718) 405-0020","Full Day","Norwood","20","1017452","260836","imelendez@mmcc.org","http://mmcc.org","3","10XAOW","3512 Dekalb Avenue
Bronx, NY 10467
(40.88267135900003, -73.88004442899995)"
"XARG","NYCEEC","Bronx","10","Monsignor Boyle","(718) 405-7824","Full Day","Norwood","38","1017576","256812","epabon@cmcs.org","http://cmcs.org","3","10XARG","3044 Hull Avenue
Bronx, NY 10467
(40.87162558500006, -73.87955701399994)"
"XAMZ","NYCEEC","Bronx","7","Philip H. Michaels CDC","(718) 665-9410","Full Day","Melrose South - Mott Haven North","126","1006695","237487","yunkim55@hotmail.com","http://phmny.org","3","07XAMZ","629 Courtlandt Avenue
Bronx, NY 10451
(40.81845584600006, -73.91871039799997)"
"XAOR","NYCEEC","Bronx","10","Kingsbridge Montessori School","(718) 561-8111","Full Day","Bedford Pk - Fordham North","36","1012039","254055","jasmineedu@aol.com","http://riverdalekingsbridgemontessori.com","7","10XAOR","2500 Jerome Avenue
Bronx, NY 10468
(40.86420028100008, -73.89990515899996)"
"X023","DOE","Bronx","10","P.S. 023 The New Children's School","(718) 584-3992","Full Day","Claremont - Bathgate","48","1013356","250167","storres3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X023","2","10X023","2151 WASHINGTON AVENUE
Bronx, NY 10457
(40.852913200000046, -73.89478936099994)"
"X152","DOE","Bronx","8","P.S. 152 Evergreen","(718) 589-4560","Full Day","Soundview - Bruckner","72","1017374","239493","flynch@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X152","2","08X152","1007 EVERGREEN AVENUE
Bronx, NY 10472
(40.823971819000064, -73.88001446999994)"
"X006","DOE","Bronx","12","P.S. 006 West Farms","(718) 542-7676","Full Day","East Tremont","72","1016803","245588","jyoung6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X006","2","12X006","1000 EAST TREMONT AVENUE
Bronx, NY 10460
(40.84058377900004, -73.88142326199994)"
"XASV","NYCEEC","Bronx","10","Bright Star Day Care at Rochambeau, Inc.","(718) 864-8922","Full Day","Norwood","36","1017415","257712","brightstar3130@gmail.com",,"5","10XASV","3130 Rochambeau Avenue
Bronx, NY 10467
(40.874089576000074, -73.88026332199996)"
"X204","DOE","Bronx","9","P.S. 204 Morris Heights","(718) 960-9520","Full Day","University Heights - Morris Heights","36","1007729","248989","ablatte2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X204","2","09X204","1780 DR. MARTIN LUTHER KING JR. BLVD
Bronx, NY 10453
(40.84943597300003, -73.91672476499997)"
"X031","DOE","Bronx","7","P.S./M.S. 031 The William Lloyd Garrison","(718) 292-4397","Full Day","East Concourse - Concourse Village","54","1005923","239014","jhunnew@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X031","2","07X031","250 EAST 156 STREET
Bronx, NY 10451
(40.82298431300006, -73.92115899699996)"
"X150","DOE","Bronx","12","P.S. 150 Charles James Fox","(718) 328-7729","Full Day","Hunts Point","36","1013471","240248","eirizar2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X150","2","12X150","920 EAST 167 STREET
Bronx, NY 10459
(40.82634237100007, -73.89438335499995)"
"XADJ","NYCEEC","Bronx","11","Saint Clare of Assisi School","(718) 892-4080","Full Day","Pelham Parkway","160","1023890","249407","theresa.bivona@archny.org","http://stclareofassisischool.org","2","11XADJ","1911 Hone Avenue
Bronx, NY 10461
(40.85109566800003, -73.85647351599994)"
"XASW","NYCEEC","Bronx","10","Holy Spirit Head Start","(718) 402-0081","Full Day","University Heights - Morris Heights","72","1008603","250307","rgershenlowy@cmcs.org","http://cmcs.org","5","10XASW","1960 University Avenue
Bronx, NY 10453
(40.85414399700005, -73.91195159699998)"
"XAKH","NYCEEC","Bronx","9","Labor Bathgate Community CCC","(718) 583-3850","Full Day","Claremont - Bathgate","30","1010601","246201","laborbathgate@yahoo.com",,"3","09XAKH","1638 Anthony Avenue
Bronx, NY 10457
(40.84243713500007, -73.90495906699994)"
"XAFG","NYCEEC","Bronx","11","Little Stars III","(347) 947-3171","Full Day","Eastchester - Edenwald - Baychester","58","1026812","257106","lstarsthree@aol.com","http://littlestarspreschools.com","3","11XAFG","1420 Burke Avenue
Bronx, NY 10469
(40.87242411700004, -73.84614199399994)"
"X357","DOE","Bronx","11","Young Voices Academy of the Bronx","(718) 794-4080","Full Day","Pelham Parkway","36","1021967","250517","ncruz8@schools.nyc.gov","http://schools.nyc.gov/schoolportals/11/X357","2","11X357","800 LYDIG AVENUE
Bronx, NY 10462
(40.85439245300006, -73.86375085599997)"
"XAJT","NYCEEC","Bronx","12","East Tremont Child Care and Development Center","(718) 731-4166","Full Day","East Tremont","29","1013492","246478","etccdc@aol.com","http://etccdc.com","7","12XAJT","1811 Crotona Avenue
Bronx, NY 10457
(40.842950374000054, -73.89342557199996)"
"XAMT","NYCEEC","Bronx","7","East Side House","(718) 292-5335","Full Day","Mott Haven - Port Morris","38","1006041","235409","dcolon@eastsidehouse.org","http://eastsidehouse.org","3","07XAMT","375 East 143rd Street
Bronx, NY 10454
(40.812650149000035, -73.92143933399996)"
"XAHF","NYCEEC","Bronx","8","Dr. Katharine Dodge Brownell School","(718) 430-7938","Half Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","25","1026558","236862","cnavarro@leakeandwatts.org","http://leakeandwatts.org","2","08XAHF","450 Castle Hill Avenue
Bronx, NY 10473
(40.81663869700003, -73.84744637699998)"
"XATO","NYCEEC","Bronx","7","Saint Anselm School","(718) 993-9464","Full Day","Melrose South - Mott Haven North","90","1010413","236667","b223@adnyeducation.org","http://stanselmbx.org","3","07XATO","685 Tinton Avenue
Bronx, NY 10455
(40.81612678400006, -73.90519826599996)"
"XARJ","NYCEEC","Bronx","11","Santa Maria School","(718) 863-5047","Full Day","Westchester - Unionport","207","1025506","245112","santamariaec@yahoo.com","http://santamariabronx.org","7","11XARJ","1651 Zerega Avenue
Bronx, NY 10462
(40.83943659300007, -73.85057712699995)"
"XAPY","NYCEEC","Bronx","11","Susan Wagner Day Care","(718) 547-1735","Full Day","Eastchester - Edenwald - Baychester","66","1027010","262121","Laura7r@aol.com",,"3","11XAPY","1140 East 229th Street
Bronx, NY 10466
(40.886249941000074, -73.84527238899994)"
"XANC","NYCEEC","Bronx","7","Salvation Army, Bronx Citadel","(718) 742-2346","Full Day","Morrisania - Melrose","20","1008222","239041","valerie.toon@use.salvationarmy.org",,"7","07XANC","425 E 159th St
Bronx, NY 10451
(40.82259714600008, -73.91329236899998)"
"X072","DOE","Bronx","8","P.S. 072 Dr. William Dorney","(718) 822-5311","Full Day","Schuylerville - Throgs Nk - Edgewater Pk","72","1034609","239156","mcolon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X072","2","08X072","2951 DEWEY AVENUE
Bronx, NY 10465
(40.82272735400005, -73.81798022599997)"
"X044","DOE","Bronx","12","P.S. 044 David C. Farragut","(718) 583-2360","Full Day","East Tremont","36","1014390","246221","mharrow2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X044","2","12X044","1825 PROSPECT AVENUE
Bronx, NY 10457
(40.84206991100007, -73.89116020599994)"
"XANW","NYCEEC","Bronx","9","Highbridge Advisory Council Head Start","(718) 992-1321","Full Day","West Concourse","47","1004909","241051","bhernandez@hdst.org","http://hacfamilyservices.org/","3","09XANW","880 River Avenue
Bronx, NY 10452
(40.82848415400008, -73.92550194699999)"
"XAHH","NYCEEC","Bronx","10","Trabajamos Community Head Start","(917) 259-7081","Full Day","Claremont - Bathgate","43","1013008","248709","lbtrabajamos_hs@yahoo.com","http://trabajamoschs.com","3","10XAHH","1997 Bathgate Avenue
Bronx, NY 10457
(40.84918720200005, -73.89589982699994)"
"X300","DOE","Bronx","12","The School of Science and Applied Learning","(718) 584-6310","Full Day","East Tremont","18","1015509","247488","vsingle2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X300","3","12X300","2050 PROSPECT AVENUE
Bronx, NY 10457
(40.846243456000025, -73.88737151299995)"
"XAVX","NYCEEC","Bronx","11","Sunshine Daycare of Westchester Village","(718) 989-9801","Full Day","Van Nest-Morris Park-Westchester Square","18","1026449","245595","Tavia@sunshineNewYork.com","http://SunshineNewYork.com","3","11XAVX","1564 St. Peters Avenue
Bronx, NY 10461
(40.84061537700006, -73.84762382799994)"
"XAOK","NYCEEC","Bronx","9","Seventh Avenue Center for Family Services","(718) 901-0140","Full Day","University Heights - Morris Heights","31","1006412","248497","info@7thavenuecenter.org",,"3","09XAOK","1646 Montgomery Avenue
Bronx, NY 10453
(40.84882999400003, -73.91997560299995)"
"XASI","NYCEEC","Bronx","11","Garvey School, The","(718) 320-3902","Full Day","Co-op City","72","1032645","253902","admissions@garveyschool.org","http://garveyschool.org","3","11XASI","4120 Hutchinson River Parkway
Bronx, NY 10475
(40.86378031300006, -73.82508009399999)"
"XAKA","NYCEEC","Bronx","12","Intervale (Center #2)","(718) 542-1161","Full Day","Longwood","62","1012885","239768","geure@lapen.com","http://lapen.com","5","12XAKA","1054 Intervale Avenue
Bronx, NY 10459
(40.824852941000074, -73.89680559999994)"
"X157","DOE","Bronx","7","P.S. 157 Grove Hill","(718) 292-5255","Full Day","Melrose South - Mott Haven North","36","1009479","237756","rduran@schools.nyc.gov","http://schools.nyc.gov/schoolportals/07/X157","2","07X157","757 CAULDWELL AVENUE
Bronx, NY 10456
(40.81924980700006, -73.90858310899995)"
"XAMR","NYCEEC","Bronx","7","Iola Jordan Day Care","(718) 402-4166","Full Day","Morrisania - Melrose","73","1008327","239560","louiseburroughs@yahoo.com","http://nycmcs.org","3","07XAMR","421 East 161st Street
Bronx, NY 10451
(40.823977580000076, -73.91302273499997)"
"XAPZ","NYCEEC","Bronx","12","Saint Anthony I","(718) 823-7202","Half Day","West Farms - Bronx River","18","1020376","244553","nsoto@cmcs.org","http://cmcs.org","3","12XAPZ","1750 Mansion Street
Bronx, NY 10460
(40.83795752900005, -73.86948881199999)"
"XAVW","NYCEEC","Bronx","11","Unity Neighborhood Center, Inc.","(718) 994-8400","Full Day","Eastchester - Edenwald - Baychester","72","1026635","256646","unitycenterwork@aol.com","http://unityneighborhoodcenter.org","3","11XAVW","1339 E Gun Hill Rd
Bronx, NY 10469
(40.87087545000003, -73.84693706799999)"
"XATQ","NYCEEC","Bronx","9","Brightside Academy - Webster","(718) 681-3040","Full Day","Claremont - Bathgate","31","1010104","244599","apasaoglu@brightsideacademy.com","http://brightsideacademy.com","5","09XATQ","1465 Webster Avenue
Bronx, NY 10456
(40.837607922000075, -73.90660798199997)"
"XACY","NYCEEC","Bronx","10","Saint Ann - Our Lady of Mount Carmel Annex","(718) 655-3449","Full Day","Norwood","36","1017830","260531","lflores@saintannschoolbx.org",,"2","10XACY","3511 Bainbridge Avenue
Bronx, NY 10467
(40.88136388700008, -73.87842142199997)"
"XAQA","NYCEEC","Bronx","12","Tremont Crotona","(718) 378-5600","Full Day","Crotona Park East","55","1014345","244075","virgo_karlene@yahoo.com",,"3","12XAQA","1600 Crotona Park East
Bronx, NY 10460
(40.83669301000003, -73.89114666499995)"
"X146","DOE","Bronx","8","P.S. 146 Edward Collins","(718) 378-9664","Full Day","Morrisania - Melrose","36","1010312","239854","jsander@schools.nyc.gov","http://schools.nyc.gov/schoolportals/08/X146","2","08X146","968 CAULDWELL AVENUE
Bronx, NY 10456
(40.824898449000045, -73.90615698299996)"
"X059","DOE","Bronx","10","P.S. 059 The Community School of Technology","(718) 584-4730","Full Day","Claremont - Bathgate","64","1013708","250098","sbasu@schools.nyc.gov","http://schools.nyc.gov/schoolportals/10/X059","2","10X059","2185 BATHGATE AVENUE
Bronx, NY 10457
(40.85284247200008, -73.89349169899998)"
"XAHB","NYCEEC","Bronx","9","Grow With Us (Susan E. Wagner)","(718) 299-6892","Full Day","University Heights - Morris Heights","54","1008297","248215","smorenogwu@gmail.com",,"3","09XAHB","1732 Davidson Avenue
Bronx, NY 10453
(40.84718107900005, -73.91383394099995)"
"XASE","NYCEEC","Bronx","9","Fort George Universal Pre-K","(212) 795-9184","Full Day","Claremont - Bathgate","40","1010913","243946","agrossbard@ftgeocenterhs.org",,"3","09XASE","489 St. Paul's Place
Bronx, NY 10456
(40.83611889300005, -73.90381694799999)"
"XANT","NYCEEC","Bronx","9","Louis A. Fickling Child Development Center","(718) 538-7135","Full Day","Claremont - Bathgate","24","1009415","242608","La_ficklingcdc@yahoo.com","http://claremontcenter.org","3","09XANT","1240 Webster Avenue
Bronx, NY 10456
(40.83325918600008, -73.90901504199996)"
"XAFK","NYCEEC","Bronx","12","Phipps Neighborhoods Daly Avenue ECEC","(718) 364-2496","Full Day","East Tremont","72","1017104","247006","KMORRIS@PHIPPSNY.ORG","http://phippsny.org","3","12XAFK","921 East 180 Street
Bronx, NY 10460
(40.844375273000026, -73.88121629999995)"
"XAQV","NYCEEC","Bronx","10","Paul T. Matson Head Start 3","(718) 563-5138","Full Day","Fordham South","29","1011828","253142","cscott@paultmatsonhs.org",,"3","10XAQV","2431 Morris Avenue
Bronx, NY 10468
(40.86134607900004, -73.90011026499997)"
"XAKQ","NYCEEC","Bronx","12","Help III","(718) 583-1511","Full Day","East Tremont","13","1014332","245620","ldavis@helpusa.org","http://helpusa.org","3","12XAKQ","785 Crotona Park North
Bronx, NY 10460
(40.84048983400004, -73.89114355999999)"
"XAVZ","NYCEEC","Bronx","12","Brightside Academy - Southern 2","(718) 589-5900","Full Day","Crotona Park East","36","1015525","244655","tgeorge@brightsideacademy.com","http://brightsideacademy.com","5","12XAVZ","1778 Southern Boulevard
Bronx, NY 10460
(40.83812299200008, -73.88726232299996)"
"X001","DOE","Bronx","7","P.S. 001 Courtlandt School","(718) 292-9191","Full Day","Melrose South - Mott Haven North","36","1006649","237683","dgalarza@schools.nyc.gov","http://ps1x.org","2","07X001","335 EAST 152 STREET
Bronx, NY 10451
(40.819027377000054, -73.91973362399995)"
"XANJ","NYCEEC","Bronx","8","Just 4 Kids Soundview Center, Inc.","(917) 995-8041","Full Day","Soundview-Castle Hl-Clason Pt-Hardng Pk","20","1024332","234371","djust4kids@aol.com",,"3","08XANJ","214-216 Soundview Avenue
Bronx, NY 10473
(40.81079300000005, -73.85568463099997)"
"X053","DOE","Bronx","9","P.S. 053 Basheer Quisim","(718) 681-7276","Full Day","East Concourse - Concourse Village","72","1008689","242660","cwolfe@schools.nyc.gov","http://schools.nyc.gov/schoolportals/09/X053","2","09X053","360 EAST 168 STREET
Bronx, NY 10456
(40.83292228200003, -73.91163924299997)"
"XABT","NYCEEC","Bronx","11","Immaculate Conception School","(718) 547-3346","Full Day","Williamsbridge - Olinville","36","1021927","258568","b207@adnyeducation.org","http://schoolofimmaculateconception.org","5","11XABT","760 East Gun Hill Road
Bronx, NY 10467
(40.87640409800008, -73.86348959699995)"
"X061","DOE","Bronx","12","P.S. 061 Francisco Oller","(718) 542-7230","Full Day","Crotona Park East","36","1013990","244011","pquigle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/12/X061","2","12X061","1550 CROTONA PARK EAST
Bronx, NY 10460
(40.836583543000074, -73.89279903699997)"
"XAOL","NYCEEC","Bronx","10","Saint Nicholas of Tolentine Head Start","(718) 364-7608","Half Day","Kingsbridge Heights","18","1010252","253344","msuarez@cmcs.org","http://cmcs.org","3","10XAOL","2331 University Avenue
Bronx, NY 10468
(40.86129030600006, -73.90629432599997)"
