"artwork","last_name","first_name","location","medium","project_status","description","page_link","latitude","longitude","mapped_location"
"Gold Member","Walters","Tara","Historic Metro Courthouse","oil, pure pigment and fire on linen","Complete","This large scale, gestural work is formed upon layers of enamel on linen overlaid with fire and spray paint. It combines the artist’s interest in dance, natural movement, weather patterns, sound and divination. In her known smoke pieces, the artist paints upside down with fire dancing onto the canvases evoking billows of smoke into the composition.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/9e47bbaf-2503-4ade-8e22-c9529b92d79b/29/%3Fi%3D29%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Keeping Secrets","Sanford","Elizabeth","Metro Office Building","mixed media","Complete","Sanford's works are visual fairy tale inspired by neighborhood walks and hikes in Warner Parks. They are reminders of the importance of green spaces for community recreation and as habitats for native plants and animals.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/6d149bbe-0489-4049-b9df-f186561ad3d4/2/%3Fi%3D2%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Cairn #4","Greene","Jonathan Todd","Madison Branch Library","Acrylic on paper","Complete","Cairn #4 is a meditation on balance and reflects a man-made pile of stones, a cairn. Used around the world from prehistoric times to the present, they have served as landmarks, burial monuments, and trail markers and have aided in defense and hunting, ceremonial purposes, and astronomy. J. Todd Greene’s most recent acrylic paintings employ more subliminal colors, abstract shapes, and implicit imagery.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-eb4aafd5-f395-4b99-96b1-2572b2017768","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Curlie E. McGruder","Matthews","Rob","Historic Metro Courthouse","spray paint and wood dye on wood","Complete","These contemporary woodcuts honor Nashvillians who were influential in the city’s struggle to secure civil rights for all. Businessman and politician James C. Napier (1845-1940) helped organize the 1905 Negro streetcar strike and the black Union Transportation Company’s streetcar line and served on the Nashville City Council from 1878-1886. J. Frankie Pierce ( -1954) founded the Tennessee Vocational School for Colored Girls. She led women’s clubs on a march to city hall to protest segregation in public facilities. Politician and judge Robert E. Lillard (1907-1991) organized the 15th Ward Colored Voters and Civic Club. He served on the Metro Council for 20 years and was appointed judge of the First Circuit Court. Curlie E. McGruder (1927-1993) was a tireless activist bringing attention to hunger, housing, and access to quality health care. She was an NAACP Nashville chapter president and an organizer of the Freedom Marches.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/2710cc89-fc51-4329-a23f-f90b29004310/12/%3Fi%3D12%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Needle","Dahlquist","David","28th/31st Avenue Connector","steel, glass panels, solar lighting","Complete","Installed fall of 2012, Thread, the 28th Avenue Connector Bridge Enhancement and Needle Transit Shelters are located at Park Plaza and the 28th-31st Avenue Bridge, now known as the Francis S. Guess Connector. Using sewing, threads and knot tying as a metaphor, Thread and Needle speaks to the underlying purpose of the bridge and the project as a whole. Intended to connect two formerly separated neighborhoods and cultural areas, the bridge and artwork bring the community together in myriad ways. Thread (bridge) is composed of 150 steel panels featuring different sewing motifs, making a quilt-like pattern across the bridge. The steel plate quilt patterns were inspired by and developed through a series of community workshops held in 2011. Needle (transit shelter) features a large scale sewing needle and images of knots and threads echoing the themes and symbols depicted in the bridge artwork.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bfc5bb-6cf9-11e9-a9ff-063f49e9a7e4/15/%3Fi%3D15%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.149839","-86.818187","POINT (-86.818187 36.149839)"
"B.059.02","Schumacher","KJ","Historic Metro Courthouse","colored tape over color photograph","Complete","These works are primarily about creative practice and process, specifically as those endeavors relate to mark-making. The artist begins the process by culling source material in the form of marks and remnants. In reusing these often discarded marks, the artist hopes to raise awareness of their intrinsic importance in shared experiences.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/943676ce-2a94-44cb-b0c8-cc64e2832d4d/20/%3Fi%3D20%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Handlebar Moustache","Colt","Jenna","Porter Rd.","powder coated steel, powder coated carbon steel pipe","Complete","Handlebar Moustache is a whimsical representation of Nashvillians' love of facial hair and sense of humor. It puts a smile on everyone's face.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad7ca32-e395-11e9-b02a-12879e2400f0/11/%3Fi%3D11%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.1829818","-86.7326202","POINT (-86.7326202 36.1829818)"
"In the Out Door","Durham","Robert","Metro Office Building","oil on linen","Complete","The artist’s subjects, often portrayed with humor, act to illuminate and bring under examination the communities in which they find themselves. In doing so, it may stimulate and help develop new and improved ideas as to the constant reformulation of how we as individuals within a community choose to coexist with each other.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/d3f81ef3-6edc-41ae-acee-e2af8c2bf0d7/13/%3Fi%3D13%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Valley Rain","Brown","Amanda","Madison Branch Library","Acrylic on paper","Complete","“This piece was created from a memory of storm fronts moving through a valley,“ explains Amanda Brown. “The simplified shapes and patterns become a shorthand for remembering environment without having taken a photo. Memory transforms a place over time into something different than the initial experience, and using this imperfect record and translating it into paint results in a work that may or may not have direct bearing on reality. In the end, it is a fictional landscape based on experience and composed through an internal, ever-shifting lens.""","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-877656dd-e096-4bf8-b860-976d0ae21719","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Honky Tonk 18","Nott","Michael Ray","Metro Office Building","archival photo print","Complete","Capturing the vibrancy of downtown Nashville, Nott's works document of the unexpected, haphazard multitude of things – neon signs, buildings, random people – all colliding in a rush of activity. These are photos documenting the people and the music that make up Music City USA.","https://www.metroartsnashville.com/fullscreen-page/comp-k26i7kkw/6cc6f35a-1b92-4fdd-8c06-b5e2b98cc307/20/%3Fi%3D20%26p%3Dvbh99%26s%3Dstyle-k26i7kl3%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Road to the Mountaintop","Dial","Thornton","Edmondson Park","steel, paint","Complete","Thornton Dial was born in 1928 in Emelle, Alabama. For thirty years Dial worked at the Pullman-Standard plant building box cars. Dial was discovered as an artist in 1987 by friend Lonnie Holley and art collector William Arnett, although he recalls creating, “things” out of salvaged materials since early childhood. He is one of the most notable self-taught artists of the last century, exhibiting work in major museums across the United States. Highly collected, Dial’s work is featured in numerous public and private collections such as The Smithsonian American Art Museum and the Whitney Museum of American Art.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/efda01c2-3bbe-4b0a-a5b8-0d0f45b791ce/19/%3Fi%3D19%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.1866405","-86.7852455","POINT (-86.7852455 36.1866405)"
"Mississippian Shaman","Harvey","Ren","Southeast Branch Library","Pencil on matboard","Complete","The prehistoric peoples of the Mississippian culture inhabited areas along the major waterways in Middle Tennessee. The Mississippians left us engravings and paintings on shell, stone and ceramics depicting cultural beliefs and what they wore and looked like. Karen “Ren” Harvey’s Mississippian Shaman is based on her investigation of archaeological artifacts to show what a Mississippian shaman from this area may have looked like.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-eab64960-a6ea-4b3c-b927-97464db46c57","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"STOP","Speyer","Miriam","Southeast Branch Library","Acrylic on wood panel","Complete","Stop was originally created by Miriam Speyer as cover art for Oakland, CA-based musician Razteria. Razteria’s song ""STOP"" responds to all types of systemic oppression. Speyer drew on Razteria's ethnic heritage--Indigenous Bolivian—for the cover art imagery. With her hand outstretched, she is dressed in a Ruana, a traditional garment from the Andes. The rainbow squares behind her make up the Wiphala, an emblem of the native peoples of the Andes.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-2ea60ad1-8d24-425e-9852-16d414ddce86","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Voices of Nashville","Baeder","John","Metro Office Building","archival digital print","Complete","This work is part of the artist’s “American Roadside” series from the early 1980s. While capturing iconic scenes of the Nashville’s social and cultural history, he came to see the city as “nothing but comfort from the beginning. It’s magical, spiritual, and soft.”","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/ffc42bfc-9a68-49f0-aa28-5efebe23ef45/10/%3Fi%3D10%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Pier","Cote","Derek","Cumberland River Pedestrian Bridge","pressure treated pine, aluminum, stainless steel","Complete","Derek Coté’s “piers” serve as benches and are intended to provide a place for visitors to stop and reflect on the beauty and physical presence of the Cumberland River. The benches are situated on a slope above the river, raising visitors above the elevation of the path and provide a less obstructed view of the river and the surrounding area. The artwork’s most prominent feature is a series of four, fifteen foot windsocks each custom printed with adjectives that describe both the river and the residents of Donelson: Respect, Strength, Spirit, Depth. These adjectives universally illustrate the river and the people of this neighborhood. Coté says, “The aim of this artwork is to celebrate the inherent power and peacefulness of the Cumberland River and the people of Donelson who live with the Cumberland River on a daily basis.” Artwork: 4 - 15’ h windsocks on wood benches","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42c001a7-6cf9-11e9-a9ff-063f49e9a7e4/29/%3Fi%3D29%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.189788","-86.689544","POINT (-86.689544 36.189788)"
"Guarded Memories","Jarrett","Mildred","Southeast Branch Library","Acrylic on canvas","Complete","To Mildred Jarrett, ""abstract work reveals the artist’s most subtle feelings… Abstract art reflects the emotions of the artist and the application of paint. With no preconception of representation, paintings become more expressive of personal feelings.” She describes the painting Guarded Memories as “a happy one...visible in the energetic application and color.”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-030d5232-3731-4466-8ff2-e29b9967b91c","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Our Town","McCloud","Bryce","Various locations","letterpress","Complete","For nearly a year and a half letterpress printmaker Bryce McCloud traveled around Nashville-Davidson County inviting people from all walks of life to take part in a community public art project titled Our Town. At each location, McCloud and his team set up their mobile art studio and gallery, which operated out of a custom made bike cart. Participants were supplied with grid paper, handmade rubber stamps and black inkpads and instructed on how to create their own self-portrait. After making a portrait, they were photographed with their completed artwork which they would then trade for a letterpress print created at a previous location. Our Town Portrait 1 Our Town actively engaged Nashville in a conversation about community and enticed people to participate in art-making who otherwise wouldn’t. The project visited 50 locations across town--homeless shelters, concert halls, police stations, coffee shops and everywhere in between—inviting Nashvillians to step out of their comfort zone and join in a community-wide art experience. A collection of Our Town portraits will be added to the permanent archives of the Nashville Public Library and digitally on the Our Town website. For more information about the project, visit ourtownnashville.org.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42beddac-6cf9-11e9-a9ff-063f49e9a7e4/21/%3Fi%3D21%26p%3D%26s%3D",,,
"Anchor in the Storm","Benson","Lee and Betty","West Park","pine timber, limestone boulder, steel anchor chain","Complete","This piece is conceived on the ties between the West Park neighborhood and the Rogers Group Limestone Quarry that is nearby. During the flood, a massive crevasse in a 500 foot limestone wall rechanneled 700 billion gallons of flood waters from the community’s homes and into the quarry. The artists say, “Our work seeks to draw attention to the relationship between the West Park community and the quarry that are now inextricably linked to one another. The quarry played a lifesaving role in the event. We see the raft as a place where people can gather, sit and build community.” Artwork: kiln dried wood, limestone boulder (quarried from Rogers Group, Inc. REO Stone Limestone Quarry) and anchor chain; 4’ h x 7’ w","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42c07785-6cf9-11e9-a9ff-063f49e9a7e4/25/%3Fi%3D25%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.161024","-86.863058","POINT (-86.863058 36.161024)"
"Exploration and Discovery: The Scholar","Rowe","Ken","Nashville Public Library","silicon bronze, stainless steel base","Complete","Exploration & Discovery is a three part installation by artist Ken Rowe. The three bronze sculptures that make up the series are The Spark of Discovery, The Scholar and To the Moon. Each highly detailed sculpture captures the image of an individual or group of individuals in the pursuit of knowledge through acts of exploration and discovery. Rowe’s three works were created to inspire, celebrate and honor the legacy of creativity and ingenuity within the Nashville community.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/b154653c-4b45-4533-88fa-f0f001e452fb/5/%3Fi%3D5%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.162154","-86.781827","POINT (-86.781827 36.162154)"
"The Art of Fitness: Basketball Blooms","Donahue","Brandon J.","Madison Park Community Center","leather basketballs, plywood","Complete","The Art of Fitness is a three-part public art installation at the Madison Park Community Center reflecting neighborhood identity and a favorite community center activity—basketball. Two indoor components—vinyl silhouettes of children at play and a basketball “bloom “ sculpture— are complemented by the outdoor basketball court’s graphic murals. The Art of Fitness was dedicated on July 26, 2019. The basketball blooms are located inside a glass vestibule joining the main lobby. These blooms are made from new and recycled basketballs in blue and orange, the colors of nearby Hunters Lane High School. Several of the recycled basketballs were once used at the old Madison Park Community Center, connecting the memories created in the old space to the new one.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/965ac928-2d5b-40a3-b831-558c56e81034/2/%3Fi%3D2%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.265752","-866.7006","POINT (-866.7006 36.265752)"
"The Sum and the Parts","Horton","Mandy Rogers","Metro Office Building","mixed media","Complete","This work reflects on the ongoing construction of our lives and culture from eclectic and disparate+ sources. We are in constant negotiations—what should go, what will remain? The process is always, for all of us, ongoing.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/7e0b0668-157d-4c4b-9839-28f8b7e2cc12/7/%3Fi%3D7%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"The Blues","McDermott","Erin","Madison Branch Library","Acrylic on canvas","Complete","With her painting, The Blues, Erin McDermott showcases the importance of blues music to Music City. She explains, “I was watching a documentary on a local, well known, songwriter when this man appeared in the scene. He wasn't named, but his music was an inspiration to the songwriter featured in the film. I wanted to give the man a voice through my art. He struck my soul and deserved reverence.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-33b211f0-c8c2-4317-b079-8318a1a691e6","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Shelves","Dunsing","Zach","Looby Public Library & Community Center","powder coated steel","Complete","Shelves takes the pattern and form of book shelf rows familiar to most library settings and simplifies them down to their basic elements to the point of minimalist abstraction. About Zach Duensing Zach Duensing is an artist who lives and works in Nashville, TN. For the last four years he has been the Director of the Arts at the Maker/ Co-working space Fort Houston. His work incorporates a variety of media and discipline ranging anywhere from 3D Printing to Paper Mache. Further Work can be seen at ZachDuensing.com.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad89161-e395-11e9-b02a-12879e2400f0/18/%3Fi%3D18%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.192876","-86.807914","POINT (-86.807914 36.192876)"
"Magnolia Shelters","Berry","Kevin","28th/31st Avenue Connector","steel, precast concrete, solar lighting","Complete","Installed fall of 2012, Magnolia Transit Shelters are located at the intersection of 28th Avenue and Charlotte Avenue. As part of the 28th Ave. Connector Bridge and Transit Shelter Project, this transit shelter design is intended to help strengthen the project's overall theme of connectivity. The artwork was conceived in the spirit of uniting two unique and diverse communities through a design directly inspired by iconic elements found in both Centennial and Hadley Park. The transit shelter design is meant to reflect a sense of place and is intended to be integrated into the surrounding environment.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42be4d85-6cf9-11e9-a9ff-063f49e9a7e4/13/%3Fi%3D13%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.153674","-86.818316","POINT (-86.818316 36.153674)"
"Totality","Williams","Kelly S.","Historic Metro Courthouse","acrylic and oil on canvas-wrapped wood","Complete","Williams’ paintings feature compelling and often personally significant patterns and compositions that explore the notion of a feminine personal space. Her work also resides at the intersection of abstraction and representation—a space discovered through the meticulous, and often physically rigorous, rhythmic repetition of marks in a unique painting process.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/9db00605-f7a3-4e85-9c26-6e27557e145b/35/%3Fi%3D35%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Mayhem over Nashville","Bell","Rami Singh","Madison Branch Library","Acrylic on canvas","Complete","“The tornado of 2020 was devastating to the city of Nashville,” says Rami Singh Bell. “It came while most people were asleep… [and] destroyed the homes and businesses of hard-working people. The destruction was widespread, but volunteers were lined up every day to help those most in need. Nashvillians are generous and beautiful. Our city is certainly beautiful. I thought of the many times I watched the skyline with awe. When I thought of the funnel blowing over our fair city, then came the inspiration for Mayhem Over Nashville.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-c1ed421b-fd33-4224-aeb7-7ecfe5f39594","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Regeneration (Blue)","Shiphrah","Thandiwe","Madison Branch Library","Canvas, paper, and fabric on paper","Complete","“Regeneration (Blue),” explains Thandiwe Shiphrah, “was inspired by the theme of resilience and is part of a series of meditations on color. The image incorporates various representations of personal practices that bring about a sense of balance and well-being in me (nature walks, being near water, brightening a room with flowers). The title is taken from one of the definitions of the word regenerate, ‘to restore to original strength.’ I think of the piece as a visual affirmation.”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-920cdf22-6fdc-4acf-b0ed-1705fa9f02f6","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Adjusting the Perspective","Murphy","Marilyn","Metro Office Building","graphite on paper","Complete","This artist’s works comment upon the act of seeing, the creative process, or some aspect of human relationships. Strong lighting and shadows in these works create a sense of mystery while the identities of the men and women are obscured in order to direct the focus of the viewer toward their activity.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/953bba63-1725-4aed-853d-b824b520c0f4/3/%3Fi%3D3%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Piecing Together the Past 2","Patterson-Marx","Lesley","Historic Metro Courthouse","collagraph, photopolymer intaglio printmaking, thread, paper","Complete","Using printmaking as a form of collage, the artist formed quilt-like pieces from hand-cut textures and images. On a background of vintage postage stamps are silhouettes cut from prints of postcards written to the artist’s great-grandmother in the early 1900s, prompting reflection on memory, distance, and the mindful, deliberate process of communicating by letter.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/f82a90aa-1903-434f-98a3-c2713d398f08/14/%3Fi%3D14%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Painting of a Dream of a Drawing on Paper","Anderson","David Onri","Southeast Branch Library","Acrylic on found object","Complete","Painting of a Dream of a Drawing on Paper is created from a combination of wood, glue, primer, and acrylic paint. David Onri Anderson describes it as a “painting about meditation on materials, the construction of imagination, such as drawing, painting and paper all used as images for the painting. Reflective, calming and with subtle reference to eastern Tantra”","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-4d6a93fa-1fd7-48d7-87f9-d25018ab0a3e","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Emerge","Young","Matt","Church Street Park","stainless steel, polished concrete base","Complete","Emerge was selected by the Americans for the Arts 2011 Public Art Network Year in Review.","https://www.metroartsnashville.com/fullscreen-page/comp-k16k9cie/fad7a44c-e395-11e9-b02a-12879e2400f0/8/%3Fi%3D8%26p%3Dhsahw%26s%3Dstyle-k16k9cil%26rl%3D1","36.16245","-86.781914","POINT (-86.781914 36.16245)"
"Nashville in my Mind","Alexeeva","Olga","Southeast Branch Library","Giclée on canvas","Complete","Since coming to Nashville from the Soviet Union, Olga Alexeeva has established herself in the Nashville arts community. She opened her own art gallery, O Gallery, and developed her own artistic practice by which she explores the limits of her creative voice. Nashville in my Mind represents for her “celebrating Nashville as a place of happiness and pride” as well as a place she has made her home.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-496dcd6d-901c-42b7-94f2-e4286242d385","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"View from the Old Tennessee State Prison","Guider","John","Metro Office Building","archival digital print","Complete","As a photographer in an urban setting, the artist avoids familiar viewpoints and ventures off the beaten path. Many of the views he captures can only be seen by water.","https://www.metroartsnashville.com/fullscreen-page/comp-k26i7kkw/2ef0d239-f75a-11e9-b02a-12879e2400f0/11/%3Fi%3D11%26p%3Dvbh99%26s%3Dstyle-k26i7kl3%26rl%3D1","36.153121","-86.768797","POINT (-86.768797 36.153121)"
"Happiness","Dunkin","Kaylea","Madison Branch Library","Acrylic on wood board","Complete","Kaylea Dunkin’s paintings disperse vibrant pops of color into pockets of abstract shapes, built up by layers of textured playfulness, giving nod to all things sweet and edible. Her artwork Happiness, made by the application of acrylic paint on board, reflects those qualities through the shapes and colors of the abstract work.","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-5f20857b-c68a-43a5-b07c-3259cbd0d928","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"What had been there","Hunter","Rebecca Mullen","Madison Branch Library","Mixed media on linen","Complete","What Had Been There is created of layers and reductive layers with an underpainting of acrylic, India ink, and oil paint. For Rebecca Mullen Hunter, it is about “what was and what remains.” Of her practice, she explains “my job as an artist is to notice and elevate the small + unimportant to a place of dignity and beauty. I use open brush marks, unkempt edges, and simple forms—playing on landscape, ethereal space, and the overall grubbiness of dusty pigment suspended in oil (paint).”","https://www.metroartsnashville.com/lending-library-madison?pgid=kruzsvif-67e0dc15-9e22-4db5-ad31-858ce5fbad39","36.25756","-86.71545","POINT (-86.71545 36.25756)"
"Liquid 615","Allison","Michael","Antioch Community Center","glass, galvanized steel pipe, LED lighting","Complete","Liquid 615 is made up of 240 hand-blown glass drops hanging in two rows from galvanized silver pipes attached to the community center building. They are illuminated at night from within the pipe with LED lighting so that each glass drop is lit. Artist Michael Allison says, “The drops obviously represent the flood waters, but also the tears of the individuals in the Antioch community. The drops, especially when lit, look beautiful and encourage the community to find beauty again in this essential life giving force. When I was in the community gathering meeting, I was so struck by the relief coordinator’s stories of the community’s strength and perseverance after the flood in Antioch. These individual drops are all held together by galvanized, strong metal to represent this bond that held the community together in the aftermath of such tragedy.” Artwork: 50’ w, 1’ d; glass, galvanized pipe and LED lighting","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42c01e7c-6cf9-11e9-a9ff-063f49e9a7e4/28/%3Fi%3D28%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.055902","-86.67288","POINT (-86.67288 36.055902)"
"Bling","Briggs","Amelia","Historic Metro Courthouse","oil and acrylic on stuffed fabric over panel","Complete","Amid today’s distraction and constant information, this work break down the images of one’s youth – children’s imagery associated with the building blocks of discovery and understanding. By reimagining simple lines and shapes, the artist creates objects that at once feel personal and universal, suggestive of history and a search for identity.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/cd7867f6-b7cd-4c7a-bfcd-895048a45f00/23/%3Fi%3D23%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Birch 2020","Arace","Sarah","Southeast Branch Library","Watercolor and ink on watercolor paper","Complete","This artwork was created through a combination of watercolors, tape, and ink. Sarah Arace says, “I had a dream one night of creating this piece using a large sheet of paper, the same technique, but tearing the masking tape to make a more organic feel for the trees. My dream included the light or value of this composition too.” You can see the process to create this artwork here: https://www.youtube.com/watch?v=IWDLjcM7Lgc.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-c51593b7-ecdf-4f0b-b36a-d775ac916e31","36.05282","-86.65547","POINT (-86.65547 36.05282)"
"Stix","Moeller","Christian","KVB Roundabout","Red Cedar poles, paint","Complete","Stix is 70’ tall and made of 27 red cedar poles, painted in stripes of various heights in four different colors: red, orange, light blue, dark blue, and light green. The poles are spaced in an irregular pattern throughout the surface area of the roundabout, and their verticality varies between 0º - 15º from the center axis. Fifteen up-lights are embedded into the landscaping to light up the sculpture at night, which results in a vibrant display of color, light and shadow. “Stix occupies almost the entirety of the available space and creates an overall volume of urban dimensions,” says Moeller. “Instead of developing an artwork for the roundabout, my goal became to turn the entire roundabout into an artwork. The result is a large structural piece characterized by color with unlimited 360º viewing angles, making the journey around this roundabout an exciting visual experience. What some people might read as a cluster of gigantic arrows fallen from the sky or scattered horse jumping rails is a piece of contemporary art, which will age beautifully given its composition of native hardwood and vibrant colors.” Moeller, a native of Frankfurt, Germany, was a professor at the State College of Design in Karlsruhe, Germany until moving to the United States in 2001. Currently he is a professor in the Department of Design/Media Arts at the University of California-Los Angeles (UCLA) and operates his studio in Silver Lake, Calif.","https://www.metroartsnashville.com/fullscreen-page/comp-jkx0tpry/42bf74dc-6cf9-11e9-a9ff-063f49e9a7e4/22/%3Fi%3D22%26p%3Djmz0l%26s%3Dstyle-ju8mdzea%26rl%3D1","36.154697","-86.779386","POINT (-86.779386 36.154697)"
"I Do Declare","Eichman","Jessica Saterstrom","Historic Metro Courthouse","acrylic on canvas","Complete","People who come from different places or are divided by different beliefs are still connected by common threads of joy, pain, love and loss. In this painting, the artist reflects on these universal experiences, stating, “This painting is a simple declaration of witness to it all: I was here.”","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/dd649245-79f1-45b7-aca2-323e09a5ae4c/26/%3Fi%3D26%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Metamorphic","Hagaman","Johan","Historic Metro Courthouse","paper, graphite, copper, milk paint","Complete","This work is the artist’s response to the green and fertile environment around her, and her participation in shaping it as it shapes her. The vines that wrap the trees and plants become a metaphor for paying attention, for mortality and renewal, and for the always-changing shape of new beginnings.","https://www.metroartsnashville.com/fullscreen-page/comp-jv6uwm9t/61b6c0ae-ccd7-4901-b6b4-b19cebb4acf4/19/%3Fi%3D19%26p%3Ddqpfk%26s%3Dstyle-jv6uwma1%26rl%3D1","36.166747","-86.778286","POINT (-86.778286 36.166747)"
"Watching God","Downs","Amanda","Southeast Branch Library","Acrylic on canvas","Complete","Watching God is Amanda Downs’ portrait of Harlem Renaissance writer Zora Neale Hurston. Inspired by Hurston’s novel, Their Eyes Were Watching God, the green chevron background is symbolic of the turbulent waters in the story while the blue sky represents higher thoughts and rising above it all. Downs explains, “I hope my painting encourages others to learn more about her and why her work is so important.” Hurston actually spent time in Nashville beginning in 1912 when her brother was attending Meharry Medical College.","https://www.metroartsnashville.com/lending-library-southeast?pgid=kruztakc-880fd0ea-6d4b-4b1e-90d7-4a3ccf4a79df","36.05282","-86.65547","POINT (-86.65547 36.05282)"
