Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/06/2014,K14-009779,CS06,A309038,07/12/2014,07/22/2014,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,05/14/2014,K14-009784,CA02,A309048,07/12/2014,08/01/2014,20,STRAY,OVER THE COUNTER,DIED,IN FOSTER,HEALTHY,DEAD,SANTA ROSA,,,,1
CHOCOLATE CHIP,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,05/28/2014,K14-009781,LOBBY,A309040,07/12/2014,08/05/2014,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,,K14-009778,CS06,A309037,07/12/2014,07/22/2014,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
APACHE,CAT,DOMESTIC SH,WHITE/BRN TABBY,Spayed,SMALL,03/12/2014,K14-009777,CS06,A309025,07/12/2014,07/18/2014,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,BUFF,Male,SMALL,06/15/2014,K14-009815,RECEIVING,A309110,07/15/2014,07/20/2014,5,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,,,,1
*SPARROW,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,04/06/2014,K14-009809,WESTFARM,A309098,07/15/2014,07/30/2014,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,94942,"94942(37.906673, -122.547548)",1
*CHASE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,04/07/2014,K14-009810,WESTFARM,A309099,07/15/2014,07/25/2014,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,94942,"94942(37.906673, -122.547548)",1
POSIE,CAT,DOMESTIC SH,TORTIE,Female,SMALL,,K14-009797,COOLER,A309083,07/15/2014,07/24/2014,9,TRANSFER,VET_HOSP,DISPOSAL,DOA,HEALTHY,DEAD,SANTA ROSA,,,,1
,CAT,DOMESTIC LH,GRAY,Female,KITTN,06/15/2014,K14-009817,CA02,A309112,07/15/2014,07/21/2014,6,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,04/15/2014,K14-009799,CS06,A309085,07/15/2014,07/22/2014,7,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*SEQUOIA,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,04/07/2014,K14-009811,LOBBY,A309100,07/15/2014,07/19/2014,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY,Male,SMALL,06/15/2014,K14-009816,CA02,A309111,07/15/2014,07/21/2014,6,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,07/16/2002,K14-009838,SMM,A309138,07/16/2014,07/24/2014,8,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
CARLOS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,03/16/2014,K14-009828,LOBBY,A309125,07/16/2014,07/25/2014,9,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
*CHUCK,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,03/16/2014,K14-009826,MAC,A309123,07/16/2014,07/26/2014,10,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95472,"95472(38.394388, -122.850998)",1
*CHRIS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,03/16/2014,K14-009827,WESTFARM,A309124,07/16/2014,08/19/2014,34,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*CANDACE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,03/16/2014,K14-009829,LOBBY,A309126,07/16/2014,08/12/2014,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,COUNTY,95448,"95448(38.618857, -122.861927)",1
KIT,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,07/17/2013,K14-009839,CS04,A309142,07/17/2014,08/12/2014,26,STRAY,COMM CAT,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.325442, -122.71081)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,,K14-009841,CS06,A309145,07/17/2014,07/22/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Female,SMALL,07/18/1997,K14-009874,SMM,A309221,07/18/2014,07/25/2014,7,STRAY,FIELD,EUTHANIZE,CON SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*HANK,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,08/20/2008,K14-009875,CS04,A309223,07/18/2014,10/10/2014,84,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
BUDDY HOLLY,CAT,DOMESTIC LH/MAINE COON,ORG TABBY,Neutered,SMALL,07/18/2011,K14-009865,CS04,A309183,07/18/2014,08/06/2014,19,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,OUT OF COUNTY,95458,"95458(39.074472, -122.78264)",1
SAVAGE,CAT,DOMESTIC SH,GRAY/WHITE,Male,SMALL,07/18/2009,K14-009858,SMM,A309173,07/18/2014,07/18/2014,0,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
CLEOPATRA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,01/18/2013,K14-009867,CS04,A309185,07/18/2014,08/16/2014,29,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,KITTN,,K14-009873,CS06,A309219,07/18/2014,07/22/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*MELANIE,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,05/21/2014,K14-009870,TX,A309192,07/18/2014,09/04/2014,48,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,,,,1
*LEXI,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/18/2013,K14-009864,CS04,A309182,07/18/2014,12/27/2014,162,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
*SAM,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,05/21/2014,K14-009869,LOBBY,A309191,07/18/2014,08/09/2014,22,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
YOYO,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,07/18/2004,K14-009866,CS04,A309184,07/18/2014,11/07/2014,112,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,,K14-009872,CS06,A309218,07/18/2014,07/22/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TEDDY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,07/18/2009,K14-009857,CS04,A309169,07/18/2014,08/21/2014,34,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,GRAY TIGER,Neutered,KITTN,04/19/2014,K14-009898,CS06,A309254,07/19/2014,07/29/2014,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MOOSIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,07/19/1996,K14-009880,RECEIVING,A309232,07/19/2014,07/19/2014,0,STRAY,COMM CAT,RETURN TO OWNER,OVER THE COUNTER_MCHIP,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,*WINDSOR,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
SASHA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/30/2012,K14-009895,CS04,A307399,07/19/2014,07/26/2014,7,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1
,CAT,DOMESTIC SH,GRAY TIGER,Spayed,KITTN,04/19/2014,K14-009899,CS06,A309255,07/19/2014,07/29/2014,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,04/19/2014,K14-009896,CS06,A309252,07/19/2014,07/29/2014,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,WHITE/ORG TABBY,Male,KITTN,07/04/2014,K14-009879,RECEIVING,A309231,07/19/2014,07/19/2014,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,GRAY TIGER,Neutered,KITTN,04/19/2014,K14-009897,CS06,A309253,07/19/2014,07/29/2014,10,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SIMON,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,03/19/2014,K14-009883,LOBBY,A309235,07/19/2014,07/24/2014,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
*ROGER,CAT,DOMESTIC MH,BRN TABBY,Neutered,SMALL,07/21/2012,K14-009904,WESTFARM,A309267,07/21/2014,08/13/2014,23,TRANSFER,VET_HOSP,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,03/22/2014,K14-009917,LOBBY,A309287,07/22/2014,07/29/2014,7,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
,CAT,DOMESTIC SH,CALICO,Female,KITTN,06/22/2014,K14-009924,CI01,A309295,07/22/2014,07/25/2014,3,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,CALICO,Female,KITTN,06/22/2014,K14-009923,CI01,A309294,07/22/2014,07/25/2014,3,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,06/22/2014,K14-009922,CI01,A309293,07/22/2014,07/25/2014,3,TRANSFER,VET_HOSP,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,WHITE/BLACK,Unknown,SMALL,,K14-009937,TRUCK,A309317,07/23/2014,07/23/2014,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,DEAD,COUNTY,,,,1
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-009932,TX,A309311,07/23/2014,07/23/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*ERIC,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/24/2014,K14-009954,CA02,A309340,07/24/2014,09/23/2014,61,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*ROY,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,06/09/2014,K14-009940,TX,A309323,07/24/2014,08/21/2014,28,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
SELKIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,03/24/2013,K14-009960,CS05,A309353,07/24/2014,08/27/2014,34,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*KYLE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/24/2014,K14-009953,CA02,A309339,07/24/2014,10/17/2014,85,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
TUCKER,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/24/2014,K14-009952,LOBBY,A309338,07/24/2014,10/17/2014,85,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
MARCUS W.,CAT,DOMESTIC SH,GRAY,Neutered,MED,05/24/2014,K14-009950,LOBBY,A309336,07/24/2014,10/03/2014,71,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
,CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,,K14-009942,CS06,A309325,07/24/2014,07/29/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*RICKY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/24/2014,K14-009958,LOBBY,A309351,07/24/2014,08/08/2014,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*WENDY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,05/24/2014,K14-009955,CA02,A309341,07/24/2014,09/30/2014,68,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
GRETA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,,K14-009939,CS06,A309322,07/24/2014,07/29/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95465,"95465(38.406591, -123.001365)",1
,CAT,DOMESTIC SH,GRAY,Male,KITTN,05/09/2014,K14-009949,TX,A309333,07/24/2014,07/24/2014,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,,K14-009943,CS06,A309326,07/24/2014,08/05/2014,12,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,,K14-009944,CS06,A309327,07/24/2014,07/29/2014,5,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*GINGER,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,06/09/2014,K14-009941,DEBBIES,A309324,07/24/2014,08/25/2014,32,STRAY,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*SHELIA,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,05/24/2014,K14-009951,LOBBY,A309337,07/24/2014,10/04/2014,72,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY,Male,KITTN,07/23/2014,K14-009970,CA03,A309391,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*ABEL,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,07/27/2014,K14-010006,LOBBY,A309485,07/25/2014,10/04/2014,71,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,SIAMESE/MIX,LYNX PT,Male,KITTN,07/23/2014,K14-009967,CA03,A309388,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
TOOTS,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/25/2012,K14-009972,CS05,A309393,07/25/2014,10/25/2014,92,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Female,KITTN,07/23/2014,K14-009968,CA03,A309389,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,BLACK,Female,SMALL,,K14-009971,CA03,A309392,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*CAIN,CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,07/27/2014,K14-010005,LOBBY,A309484,07/25/2014,09/30/2014,67,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,07/23/2014,K14-009969,CA03,A309390,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
,CAT,SIAMESE/MIX,LYNX PT,Male,KITTN,07/23/2014,K14-009966,CA03,A309387,07/25/2014,07/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*DAISY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/06/2014,K14-010007,CA02,A309486,07/25/2014,10/11/2014,78,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
TUNDRA,CAT,DOMESTIC LH,GRAY TABBY,Spayed,KITTN,05/14/2014,K14-009995,LOBBY,A309459,07/26/2014,08/19/2014,24,STRAY,COMM CAT,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,04/15/2014,K14-009987,CS06,A309436,07/26/2014,08/05/2014,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Female,SMALL,07/26/2012,K14-009997,CS06,A309462,07/26/2014,08/06/2014,11,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,KITTN,04/26/2014,K14-010001,CS06,A309466,07/26/2014,08/06/2014,11,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,GRAY,Male,KITTN,,K14-010003,TX,A309467,07/26/2014,08/19/2014,24,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,COUNTY,,,,1
*PEANUT,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,06/01/2014,K14-010000,CA02,A309465,07/26/2014,08/23/2014,28,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,KITTN,04/26/2014,K14-009999,CS06,A309464,07/26/2014,08/06/2014,11,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*POPCORN,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,06/01/2014,K14-009998,CA02,A309463,07/26/2014,08/23/2014,28,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
*KELSIE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,05/14/2014,K14-009996,LOBBY,A309461,07/26/2014,08/19/2014,24,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
JENSANTI,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,03/08/2014,K14-010012,LOBBY,A308851,07/28/2014,08/15/2014,18,ADOPTION RETURN,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.596259, -122.603413)",1
*DRACO,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/07/2014,K14-010029,CA02,A309525,07/29/2014,08/21/2014,23,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SHASTA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,07/14/2014,K14-010034,LOBBY,A309531,07/29/2014,10/01/2014,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,CAT,DOMESTIC SH,BUFF/WHITE,Neutered,MED,09/03/2005,K14-010024,SMM,A309511,07/29/2014,09/03/2014,36,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,TREATABLE/MANAGEABLE,UNTREATABLE,COUNTY,,,,1
*MABLE,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,05/07/2014,K14-010028,CA02,A309524,07/29/2014,08/21/2014,23,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
SPOT,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,03/29/2014,K14-010023,CA02,A309510,07/29/2014,08/05/2014,7,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95439,"95439(38.49169, -122.776056)",1
CHLOE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/14/2014,K14-010035,LOBBY,A309532,07/29/2014,09/26/2014,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,WHITE,Male,LARGE,,K14-010025,CS06,A309513,07/29/2014,08/06/2014,8,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*PUMPKIN,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,07/14/2014,K14-010033,FOSTER,A309530,07/29/2014,10/01/2014,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
